,Q1,Q3,Intensity,Transition,Lipid,Class
0,818.8,517.8,6474.900444030762,818.8 -> 517.8,TAG(48:3)_FA 18:0,
1,818.8,519.8,9645.700595855713,818.8 -> 519.8,TAG(48:3)_FA 18:1,
2,818.8,545.8,10846.940757751465,818.8 -> 545.8,TAG(48:3)_FA 16:0,
3,818.8,547.8,34750.40238952637,818.8 -> 547.8,TAG(48:3)_FA 16:1,
4,820.8,519.8,11047.720844268799,820.8 -> 519.8,TAG(48:2)_F A18:0,
5,820.8,521.8,24559.961723327637,820.8 -> 521.8,TAG(48:2)_FA 18:1,
6,820.8,547.8,33487.14239501953,820.8 -> 547.8,TAG(48:2)_FA 16:0,
7,820.8,549.8,117775.92906188965,820.8 -> 549.8,TAG(48:2)_FA 16:1,
8,822.8,521.8,24212.14168548584,822.8 -> 521.8,TAG(48:1)_FA18:0,
9,822.8,523.8,64368.90444946289,822.8 -> 523.8,TAG(48:1)_FA 18:1,
10,822.8,549.8,117287.04690551758,822.8 -> 549.8,TAG(48:1)_FA 16:0,
11,822.8,551.8,293271.28356933594,822.8 -> 551.8,TAG(48:1)_FA 16:1,
12,824.8,523.8,59178.684326171875,824.8 -> 523.8,TAG(48:0)_FA 18:0,
13,824.8,525.8,12295.380973815918,824.8 -> 525.8,TAG(48:0)_FA 18:1,
14,824.8,551.8,282264.50622558594,824.8 -> 551.8,TAG(48:0)_FA 16:0,
15,824.8,553.8,37506.22268676758,824.8 -> 553.8,TAG(48:0)_FA 16:1,
16,829.8,570.8,11186.420627593994,829.8 -> 570.8,STD_15:0-18:1(d7)-15:0 TAG,
17,846.8,545.8,7439.380519866943,846.8 -> 545.8,TAG(50:4)_FA 18:0,
18,846.8,547.8,20861.261276245117,846.8 -> 547.8,TAG(50:4)_FA 18:1,
19,846.8,573.8,16284.02108001709,846.8 -> 573.8,TAG(50:4)_FA 16:0,
20,846.8,575.8,114357.9292678833,846.8 -> 575.8,TAG(50:4)_FA 16:1,
21,848.8,547.8,20666.721645355225,848.8 -> 547.8,TAG(50:3)_FA 18:0,
22,848.8,549.8,73154.00563049316,848.8 -> 549.8,TAG(50:3)_FA 18:1,
23,848.8,575.8,117445.64753723145,848.8 -> 575.8,TAG(50:3)_FA 16:0,
24,848.8,577.8,526473.91796875,848.8 -> 577.8,TAG(50:3)_FA 16:1,
25,850.8,549.8,58853.56335449219,850.8 -> 549.8,TAG(50:2)_FA 18:0,
26,850.8,551.8,195514.99389648438,850.8 -> 551.8,TAG(50:2)_FA 18:1,
27,850.8,577.8,533704.1536560059,850.8 -> 577.8,TAG(50:2)_FA 16:0,
28,850.8,579.8,188176.05493164062,850.8 -> 579.8,TAG(50:2)_FA 16:1,
29,852.8,551.8,129482.68762207031,852.8 -> 551.8,TAG(50:1)_FA 18:0,
30,852.8,553.8,30711.322143554688,852.8 -> 553.8,TAG(50:1)_FA 18:1,
31,852.8,579.8,193467.45428466797,852.8 -> 579.8,TAG(50:0)_FA 16:0,
32,852.8,581.8,26066.881713867188,852.8 -> 581.8,TAG(50:0)_FA 16:1,
33,868.7,567.7,11400.740814208984,868.7 -> 567.7,TAG(52:6)_FA 18:0,
34,868.7,569.7,12743.940864562988,868.7 -> 569.7,TAG(52:6)_FA 18:1,
35,868.7,595.7,13815.101043701172,868.7 -> 595.7,TAG(52:6)_FA 16:0,
36,868.7,597.7,20427.82144165039,868.7 -> 597.7,TAG(52:6)_FA 16:1,
37,870.8,569.8,8700.060676574707,870.8 -> 569.8,TAG(52:5)_FA 18:0,
38,870.8,571.8,8588.120590209961,870.8 -> 571.8,TAG(52:5)_FA 18:1,
39,870.8,597.8,18829.44137954712,870.8 -> 597.8,TAG(52:5)_FA 16:0,
40,870.8,599.8,386480.79736328125,870.8 -> 599.8,TAG(52:5)_FA 16:1,
41,872.8,571.8,7256.720561981201,872.8 -> 571.8,TAG(52:4)_FA 18:0,
42,872.8,573.8,14848.400974273682,872.8 -> 573.8,TAG(52:4)_FA 18:1,
43,872.8,599.8,398754.4526977539,872.8 -> 599.8,TAG(52:4)_FA 16:0,
44,872.8,601.8,129766.5489654541,872.8 -> 601.8,TAG(52:4)_FA 16:1,
45,874.8,573.8,11199.62075805664,874.8 -> 573.8, TAG(52:3)_FA 18:0,
46,874.8,575.8,88956.82804107666,874.8 -> 575.8, TAG(52:3)_FA 18:1,
47,874.8,601.8,144086.2921142578,874.8 -> 601.8,TAG(52:3)_FA 16:0,
48,874.8,603.8,737518.399520874,874.8 -> 603.8,TAG(52:3)_FA 16:1,
49,876.8,575.8,73907.78556060791,876.8 -> 575.8,TAG(52:2)_FA 18:0,
50,876.8,577.8,388849.02795410156,876.8 -> 577.8,TAG(52:2)_FA 18:1,
51,876.8,603.8,768523.9836273193,876.8 -> 603.8,TAG(52:2)_FA 16:0,
52,876.8,605.8,453320.4285888672,876.8 -> 605.8,TAG(52:2)_FA 16:1,
53,878.8,577.8,342438.0249938965,878.8 -> 577.8,TAG(52:1)_FA 18:0,
54,878.8,579.8,229089.51293945312,878.8 -> 579.8,TAG(52:1)_FA 18:1,
55,878.8,605.8,456469.03286743164,878.8 -> 605.8,TAG(52:1)_FA 16:0,
56,878.8,607.8,90618.16668701172,878.8 -> 607.8,TAG(52:1)_FA 16:1,
57,880.8,579.8,141523.51052856445,880.8 -> 579.8,TAG(52:0)_FA 18:0,
58,880.8,581.8,29088.821670532227,880.8 -> 581.8,TAG(52:0)_FA 18:1,
59,880.8,607.8,89741.56614685059,880.8 -> 607.8,TAG(52:0)_FA 16:0,
60,880.8,609.8,34964.84242630005,880.8 -> 609.8,TAG(52:0)_FA 16:1,
61,892.7,591.7,39255.20287322998,892.7 -> 591.7,TAG(54:8)_FA 18:0,
62,892.7,593.7,36402.72282409668,892.7 -> 593.7,TAG(54:8)_FA 18:1,
63,892.7,619.7,26192.12159729004,892.7 -> 619.7,TAG(54:8)_FA 16:0,
64,892.7,621.7,26857.64193725586,892.7 -> 621.7,TAG(54:8)_FA 16:1,
65,894.8,593.8,21876.321784973145,894.8 -> 593.8,TAG(54:7)_FA 18:0,
66,894.8,595.8,14190.921062469482,894.8 -> 595.8,TAG(54:7)_FA 18:1,
67,894.8,621.8,24473.321380615234,894.8 -> 621.8,TAG(54:7)_FA 16:0,
68,894.8,623.8,54762.88438415527,894.8 -> 623.8,TAG(54:7)_FA 16:1,
69,896.8,595.8,10757.380798339844,896.8 -> 595.8,TAG(54:6)_FA 18:0,
70,896.8,597.8,15687.741241455078,896.8 -> 597.8,TAG(54:6)_FA 18:1,
71,896.8,623.8,51024.84281158447,896.8 -> 623.8,TAG(54:6)_FA 16:0,
72,896.8,625.8,491737.19563293457,896.8 -> 625.8,TAG(54:6)_FA 16:1,
73,898.8,597.8,18027.281379699707,898.8 -> 597.8,TAG(54:5)_FA 18:0,
74,898.8,599.8,278928.09970092773,898.8 -> 599.8,TAG(54:5)_FA 18:1,
75,898.8,625.8,480542.4204864502,898.8 -> 625.8,TAG(54:5)_FA 16:0,
76,898.8,627.8,1085411.8523101807,898.8 -> 627.8,TAG(54:5)_FA 16:1,
77,900.8,599.8,270272.33892059326,900.8 -> 599.8,TAG(54:4)_FA 18:0,
78,900.8,601.8,126360.3077545166,900.8 -> 601.8,TAG(54:4)_FA 18:1,
79,900.8,627.8,1124799.999130249,900.8 -> 627.8,TAG(54:4)_FA 16:0,
80,900.8,629.8,300082.0136566162,900.8 -> 629.8,TAG(54:4)_FA 16:1,
81,902.8,601.8,111987.2098236084,902.8 -> 601.8,TAG(54:3)_FA 18:0,
82,902.8,603.8,585685.3995056152,902.8 -> 603.8,TAG(54:3)_FA 18:1,
83,902.8,629.8,302605.50617980957,902.8 -> 629.8,TAG(54:3)_FA 16:0,
84,902.8,631.8,83325.14654541016,902.8 -> 631.8,TAG(54:3)_FA 16:1,
85,904.8,603.8,577135.1627502441,904.8 -> 603.8,TAG(54:2)_FA 18:0,
86,904.8,605.8,334621.68798828125,904.8 -> 605.8,TAG(54:2)_FA 18:1,
87,904.8,631.8,89141.44445800781,904.8 -> 631.8,TAG(54:2)_FA 16:0,
88,904.8,633.8,26900.981674194336,904.8 -> 633.8,TAG(54:2)_FA 16:1,
89,906.8,605.8,312880.203125,906.8 -> 605.8,TAG(54:1)_FA 18:0,
90,906.8,607.8,128682.72787475586,906.8 -> 607.8,TAG(54:1)_FA 18:1,
91,906.8,633.8,27646.241912841797,906.8 -> 633.8,TAG(54:1)_FA 16:0,
92,906.8,635.8,35463.94236755371,906.8 -> 635.8,TAG(54:1)_FA 16:1,
93,908.9,607.9,90814.84622192383,908.9 -> 607.9,TAG(54:0)_FA 18:0,
94,908.9,609.9,17444.981300354004,908.9 -> 609.9,TAG(54:0)_FA 18:1,
95,908.9,635.9,25758.181686401367,908.9 -> 635.9,TAG(54:0)_FA 16:0,
96,908.9,637.9,32448.84171295166,908.9 -> 637.9,TAG(54:0)_FA 16:1,
97,920.8,619.8,24873.7618560791,920.8 -> 619.8,TAG(56:8)_FA 18:0,
98,920.8,647.8,14145.821041107178,920.8 -> 647.8,TAG(56:8)_FA 16:0,
99,920.8,649.8,43307.60272216797,920.8 -> 649.8,TAG(56:8)_FA 16:1,
100,922.8,621.8,18524.221473693848,922.8 -> 621.8,TAG(56:7)_FA 18:0,
101,922.8,649.8,40288.32218170166,922.8 -> 649.8,TAG(56:7)_FA 16:0,
102,922.8,651.8,109140.86898040771,922.8 -> 651.8,TAG(56:7)_FA 16:1,
103,924.8,623.8,42300.68354034424,924.8 -> 623.8,TAG(56:6)_FA 18:0,
104,924.8,651.8,114111.42785644531,924.8 -> 651.8,TAG(56:6)_FA 16:0,
105,924.8,653.8,101135.06603622437,924.8 -> 653.8,TAG(56:6)_FA 16:1,
106,926.8,625.8,350203.6304168701,926.8 -> 625.8,TAG(56:5)_FA 18:0,
107,926.8,653.8,157518.27379608154,926.8 -> 653.8,TAG(56:5)_FA 16:0,
108,926.8,655.8,90618.28781890869,926.8 -> 655.8,TAG(56:5)_FA 16:1,
109,928.8,627.8,734546.9161224365,928.8 -> 627.8,TAG(56:4)_FA 18:0,
110,928.8,655.8,96417.74809265137,928.8 -> 655.8,TAG(56:4)_FA 16:0,
111,928.8,657.8,18787.16111755371,928.8 -> 657.8,TAG(56:4)_FA 16:1,
112,930.8,629.8,197991.27311706543,930.8 -> 629.8,TAG(56:3)_FA 18:0,
113,930.8,657.8,21075.301177978516,930.8 -> 657.8,TAG(56:3)_FA 16:0,
114,930.8,659.8,12352.5207862854,930.8 -> 659.8,TAG(56:3)_FA 16:1,
115,932.9,631.9,51078.46354293823,932.9 -> 631.9,TAG(56:2)_FA 18:0,
116,932.9,659.9,11739.680980682373,932.9 -> 659.9,TAG(56:2)_FA 16:0,
117,932.9,661.9,14418.060958862305,932.9 -> 661.9,TAG(56:2)_FA 16:1,
118,934.9,633.9,21631.30132293701,934.9 -> 633.9,TAG(56:1)_FA 18:0,
119,934.9,661.9,14451.881118774414,934.9 -> 661.9,TAG(56:1)_FA 16:0,
120,934.9,663.9,46380.783210754395,934.9 -> 663.9,TAG(56:1)_FA 16:1,
121,936.9,635.9,22146.021209716797,936.9 -> 635.9,TAG(56:0)_FA 18:0,
122,936.9,663.9,44494.822761535645,936.9 -> 663.9,TAG(56:0)_FA 16:0,
123,936.9,665.9,13940.361145019531,936.9 -> 665.9,TAG(56:0)_FA 16:1,
124,944.8,643.8,10765.020751953125,944.8 -> 643.8,TAG(58:10)_FA 18:0,
125,944.8,671.8,6749.120468139648,944.8 -> 671.8,TAG(58:10)_FA 16:0,
126,944.8,673.8,7759.600494384766,944.8 -> 673.8,TAG(58:10)_FA 16:1,
127,946.8,645.8,11348.240737915039,946.8 -> 645.8,TAG(58:9)_FA 18:0,
128,946.8,673.8,8036.300586700439,946.8 -> 673.8,TAG(58:9)_FA 16:0,
129,946.8,675.8,11507.320846557617,946.8 -> 675.8,TAG(58:9)_FA 16:1,
130,948.8,647.8,14357.120895385742,948.8 -> 647.8,TAG(58:8)_FA 18:0,
131,948.8,675.8,12630.14086151123,948.8 -> 675.8,TAG(58:8)_FA 16:0,
132,948.8,677.8,23444.501907348633,948.8 -> 677.8,TAG(58:8)_FA 16:1,
133,950.8,649.8,34121.98233795166,950.8 -> 649.8,TAG(58:7)_FA 18:0,
134,950.8,677.8,21898.861667633057,950.8 -> 677.8,TAG(58:7)_FA 16:0,
135,950.8,679.8,13669.001091003418,950.8 -> 679.8,TAG(58:7)_FA 16:1,
136,952.8,651.8,84034.24659729004,952.8 -> 651.8,TAG(58:6)_FA 18:0,
137,952.8,679.8,12541.460906982422,952.8 -> 679.8,TAG(58:6)_FA 16:0,
138,952.8,681.8,13830.98091506958,952.8 -> 681.8,TAG(58:6)_FA 16:1,
139,954.8,653.8,112954.97023773193,954.8 -> 653.8,TAG(58:5)_FA 18:0,
140,954.8,681.8,12730.640815734863,954.8 -> 681.8,TAG(58:5)_FA 16:0,
141,954.8,683.8,11778.600700378418,954.8 -> 683.8,TAG(58:5)_FA 16:1,
142,956.9,655.9,59834.92350769043,956.9 -> 655.9,TAG(58:4)_FA 18:0,
143,956.9,683.9,10969.40087890625,956.9 -> 683.9,TAG(58:4)_FA 16:0,
144,956.9,685.9,9436.080642700195,956.9 -> 685.9,TAG(58:4)_FA 16:1,
145,958.9,657.9,15424.121147155762,958.9 -> 657.9,TAG(58:3)_FA 18:0,
146,958.9,685.9,9073.740623474121,958.9 -> 685.9,TAG(58:3)_FA 16:0,
147,958.9,687.9,7993.880542755127,958.9 -> 687.9,TAG(58:3)_FA 16:1,
148,960.9,659.9,9639.580780029297,960.9 -> 659.9,TAG(58:2)_FA 18:0,
