,Q1,Q3,Intensity,Transition,Lipid,Class
0,818.8,517.8,3793.380298614502,818.8 -> 517.8,TAG(48:3)_FA 18:0,
1,818.8,519.8,4012.980270385742,818.8 -> 519.8,TAG(48:3)_FA 18:1,
2,818.8,545.8,3837.060256958008,818.8 -> 545.8,TAG(48:3)_FA 16:0,
3,818.8,547.8,6310.800506591797,818.8 -> 547.8,TAG(48:3)_FA 16:1,
4,820.8,519.8,4654.520359039307,820.8 -> 519.8,TAG(48:2)_F A18:0,
5,820.8,521.8,5968.180438995361,820.8 -> 521.8,TAG(48:2)_FA 18:1,
6,820.8,547.8,5658.460403442383,820.8 -> 547.8,TAG(48:2)_FA 16:0,
7,820.8,549.8,12169.520751953125,820.8 -> 549.8,TAG(48:2)_FA 16:1,
8,822.8,521.8,6209.700424194336,822.8 -> 521.8,TAG(48:1)_FA18:0,
9,822.8,523.8,20644.82159423828,822.8 -> 523.8,TAG(48:1)_FA 18:1,
10,822.8,549.8,12036.200881958008,822.8 -> 549.8,TAG(48:1)_FA 16:0,
11,822.8,551.8,62773.84460449219,822.8 -> 551.8,TAG(48:1)_FA 16:1,
12,824.8,523.8,16629.321296691895,824.8 -> 523.8,TAG(48:0)_FA 18:0,
13,824.8,525.8,6773.640449523926,824.8 -> 525.8,TAG(48:0)_FA 18:1,
14,824.8,551.8,61934.98425292969,824.8 -> 551.8,TAG(48:0)_FA 16:0,
15,824.8,553.8,10115.160720825195,824.8 -> 553.8,TAG(48:0)_FA 16:1,
16,829.8,570.8,4534.720325469971,829.8 -> 570.8,STD_15:0-18:1(d7)-15:0 TAG,
17,846.8,545.8,4636.480266571045,846.8 -> 545.8,TAG(50:4)_FA 18:0,
18,846.8,547.8,6758.720462799072,846.8 -> 547.8,TAG(50:4)_FA 18:1,
19,846.8,573.8,5618.260398864746,846.8 -> 573.8,TAG(50:4)_FA 16:0,
20,846.8,575.8,8286.540615081787,846.8 -> 575.8,TAG(50:4)_FA 16:1,
21,848.8,547.8,5294.90034866333,848.8 -> 547.8,TAG(50:3)_FA 18:0,
22,848.8,549.8,9796.860717773438,848.8 -> 549.8,TAG(50:3)_FA 18:1,
23,848.8,575.8,6689.760475158691,848.8 -> 575.8,TAG(50:3)_FA 16:0,
24,848.8,577.8,14332.901000976562,848.8 -> 577.8,TAG(50:3)_FA 16:1,
25,850.8,549.8,8266.840576171875,850.8 -> 549.8,TAG(50:2)_FA 18:0,
26,850.8,551.8,46454.223571777344,850.8 -> 551.8,TAG(50:2)_FA 18:1,
27,850.8,577.8,13692.56103515625,850.8 -> 577.8,TAG(50:2)_FA 16:0,
28,850.8,579.8,28955.682037353516,850.8 -> 579.8,TAG(50:2)_FA 16:1,
29,852.8,551.8,26365.621948242188,852.8 -> 551.8,TAG(50:1)_FA 18:0,
30,852.8,553.8,8692.240592956543,852.8 -> 553.8,TAG(50:1)_FA 18:1,
31,852.8,579.8,25821.561645507812,852.8 -> 579.8,TAG(50:0)_FA 16:0,
32,852.8,581.8,8346.90054321289,852.8 -> 581.8,TAG(50:0)_FA 16:1,
33,868.7,567.7,4835.160320281982,868.7 -> 567.7,TAG(52:6)_FA 18:0,
34,868.7,569.7,4513.820308685303,868.7 -> 569.7,TAG(52:6)_FA 18:1,
35,868.7,595.7,6627.440452575684,868.7 -> 595.7,TAG(52:6)_FA 16:0,
36,868.7,597.7,5744.320426940918,868.7 -> 597.7,TAG(52:6)_FA 16:1,
37,870.8,569.8,4043.7002716064453,870.8 -> 569.8,TAG(52:5)_FA 18:0,
38,870.8,571.8,4457.700305938721,870.8 -> 571.8,TAG(52:5)_FA 18:1,
