,Q1,Q3,Intensity,Transition,Lipid,Class
0,818.8,517.8,7842.320579528809,818.8 -> 517.8,TAG(48:3)_FA 18:0,
1,818.8,519.8,9342.020641326904,818.8 -> 519.8,TAG(48:3)_FA 18:1,
2,818.8,545.8,9645.54069519043,818.8 -> 545.8,TAG(48:3)_FA 16:0,
3,818.8,547.8,17020.421310424805,818.8 -> 547.8,TAG(48:3)_FA 16:1,
4,820.8,519.8,8021.820598602295,820.8 -> 519.8,TAG(48:2)_F A18:0,
5,820.8,521.8,16610.30101776123,820.8 -> 521.8,TAG(48:2)_FA 18:1,
6,820.8,547.8,20403.221221923828,820.8 -> 547.8,TAG(48:2)_FA 16:0,
7,820.8,549.8,44891.043518066406,820.8 -> 549.8,TAG(48:2)_FA 16:1,
8,822.8,521.8,16683.10139465332,822.8 -> 521.8,TAG(48:1)_FA18:0,
9,822.8,523.8,51492.64321899414,822.8 -> 523.8,TAG(48:1)_FA 18:1,
10,822.8,549.8,44605.90312194824,822.8 -> 549.8,TAG(48:1)_FA 16:0,
11,822.8,551.8,208308.1942138672,822.8 -> 551.8,TAG(48:1)_FA 16:1,
12,824.8,523.8,46672.6233215332,824.8 -> 523.8,TAG(48:0)_FA 18:0,
13,824.8,525.8,12181.280757904053,824.8 -> 525.8,TAG(48:0)_FA 18:1,
14,824.8,551.8,203886.3944091797,824.8 -> 551.8,TAG(48:0)_FA 16:0,
15,824.8,553.8,31318.842224121094,824.8 -> 553.8,TAG(48:0)_FA 16:1,
16,829.8,570.8,13737.401054382324,829.8 -> 570.8,STD_15:0-18:1(d7)-15:0 TAG,
17,846.8,545.8,8355.560577392578,846.8 -> 545.8,TAG(50:4)_FA 18:0,
18,846.8,547.8,12626.440773010254,846.8 -> 547.8,TAG(50:4)_FA 18:1,
19,846.8,573.8,11658.800804138184,846.8 -> 573.8,TAG(50:4)_FA 16:0,
20,846.8,575.8,27845.342086791992,846.8 -> 575.8,TAG(50:4)_FA 16:1,
21,848.8,547.8,13415.940971374512,848.8 -> 547.8,TAG(50:3)_FA 18:0,
22,848.8,549.8,29412.88246154785,848.8 -> 549.8,TAG(50:3)_FA 18:1,
23,848.8,575.8,26649.40203857422,848.8 -> 575.8,TAG(50:3)_FA 16:0,
24,848.8,577.8,82098.74676513672,848.8 -> 577.8,TAG(50:3)_FA 16:1,
25,850.8,549.8,25739.661697387695,850.8 -> 549.8,TAG(50:2)_FA 18:0,
26,850.8,551.8,142935.67083740234,850.8 -> 551.8,TAG(50:2)_FA 18:1,
27,850.8,577.8,87514.62588500977,850.8 -> 577.8,TAG(50:2)_FA 16:0,
28,850.8,579.8,114589.90814208984,850.8 -> 579.8,TAG(50:2)_FA 16:1,
29,852.8,551.8,98460.74722290039,852.8 -> 551.8,TAG(50:1)_FA 18:0,
30,852.8,553.8,23193.341705322266,852.8 -> 553.8,TAG(50:1)_FA 18:1,
31,852.8,579.8,100829.34768676758,852.8 -> 579.8,TAG(50:0)_FA 16:0,
32,852.8,581.8,21774.601684570312,852.8 -> 581.8,TAG(50:0)_FA 16:1,
33,868.7,567.7,11295.180828094482,868.7 -> 567.7,TAG(52:6)_FA 18:0,
34,868.7,569.7,13760.900840759277,868.7 -> 569.7,TAG(52:6)_FA 18:1,
35,868.7,595.7,14280.820854187012,868.7 -> 595.7,TAG(52:6)_FA 16:0,
36,868.7,597.7,12983.700950622559,868.7 -> 597.7,TAG(52:6)_FA 16:1,
37,870.8,569.8,10222.320739746094,870.8 -> 569.8,TAG(52:5)_FA 18:0,
38,870.8,571.8,9129.200607299805,870.8 -> 571.8,TAG(52:5)_FA 18:1,
39,870.8,597.8,11843.360786437988,870.8 -> 597.8,TAG(52:5)_FA 16:0,
40,870.8,599.8,248622.8646774292,870.8 -> 599.8,TAG(52:5)_FA 16:1,
41,872.8,571.8,7265.400547027588,872.8 -> 571.8,TAG(52:4)_FA 18:0,
42,872.8,573.8,12184.420993804932,872.8 -> 573.8,TAG(52:4)_FA 18:1,
43,872.8,599.8,259202.81217956543,872.8 -> 599.8,TAG(52:4)_FA 16:0,
44,872.8,601.8,45091.68335723877,872.8 -> 601.8,TAG(52:4)_FA 16:1,
45,874.8,573.8,9608.460720062256,874.8 -> 573.8, TAG(52:3)_FA 18:0,
46,874.8,575.8,34065.442611694336,874.8 -> 575.8, TAG(52:3)_FA 18:1,
47,874.8,601.8,47611.74308013916,874.8 -> 601.8,TAG(52:3)_FA 16:0,
48,874.8,603.8,54362.96337890625,874.8 -> 603.8,TAG(52:3)_FA 16:1,
49,876.8,575.8,24473.141609191895,876.8 -> 575.8,TAG(52:2)_FA 18:0,
50,876.8,577.8,94313.14666748047,876.8 -> 577.8,TAG(52:2)_FA 18:1,
51,876.8,603.8,50240.56327819824,876.8 -> 603.8,TAG(52:2)_FA 16:0,
52,876.8,605.8,41099.36328125,876.8 -> 605.8,TAG(52:2)_FA 16:1,
53,878.8,577.8,63250.20448303223,878.8 -> 577.8,TAG(52:1)_FA 18:0,
54,878.8,579.8,169952.63403320312,878.8 -> 579.8,TAG(52:1)_FA 18:1,
55,878.8,605.8,42904.62316894531,878.8 -> 605.8,TAG(52:1)_FA 16:0,
56,878.8,607.8,59439.90393066406,878.8 -> 607.8,TAG(52:1)_FA 16:1,
57,880.8,579.8,98892.42782592773,880.8 -> 579.8,TAG(52:0)_FA 18:0,
58,880.8,581.8,24257.80160522461,880.8 -> 581.8,TAG(52:0)_FA 18:1,
59,880.8,607.8,58351.26347351074,880.8 -> 607.8,TAG(52:0)_FA 16:0,
60,880.8,609.8,21086.261688232422,880.8 -> 609.8,TAG(52:0)_FA 16:1,
61,892.7,591.7,17537.801391601562,892.7 -> 591.7,TAG(54:8)_FA 18:0,
62,892.7,593.7,30616.762298583984,892.7 -> 593.7,TAG(54:8)_FA 18:1,
63,892.7,619.7,14929.701110839844,892.7 -> 619.7,TAG(54:8)_FA 16:0,
