,Q1,Q3,Intensity,Transition,Lipid,Class
0,818.8,517.8,6208.820461273193,818.8 -> 517.8,TAG(48:3)_FA 18:0,
1,818.8,519.8,10690.560623168945,818.8 -> 519.8,TAG(48:3)_FA 18:1,
2,818.8,545.8,10693.060764312744,818.8 -> 545.8,TAG(48:3)_FA 16:0,
3,818.8,547.8,41662.08224487305,818.8 -> 547.8,TAG(48:3)_FA 16:1,
4,820.8,519.8,10975.52082824707,820.8 -> 519.8,TAG(48:2)_F A18:0,
5,820.8,521.8,25439.621799468994,820.8 -> 521.8,TAG(48:2)_FA 18:1,
6,820.8,547.8,42671.441902160645,820.8 -> 547.8,TAG(48:2)_FA 16:0,
7,820.8,549.8,139610.81057739258,820.8 -> 549.8,TAG(48:2)_FA 16:1,
8,822.8,521.8,25429.66175842285,822.8 -> 521.8,TAG(48:1)_FA18:0,
9,822.8,523.8,61746.46423339844,822.8 -> 523.8,TAG(48:1)_FA 18:1,
10,822.8,549.8,138395.8525238037,822.8 -> 549.8,TAG(48:1)_FA 16:0,
11,822.8,551.8,272784.7604980469,822.8 -> 551.8,TAG(48:1)_FA 16:1,
12,824.8,523.8,52129.62350463867,824.8 -> 523.8,TAG(48:0)_FA 18:0,
13,824.8,525.8,9583.960567474365,824.8 -> 525.8,TAG(48:0)_FA 18:1,
14,824.8,551.8,274863.5773925781,824.8 -> 551.8,TAG(48:0)_FA 16:0,
15,824.8,553.8,30861.542221069336,824.8 -> 553.8,TAG(48:0)_FA 16:1,
16,829.8,570.8,11311.240821838379,829.8 -> 570.8,STD_15:0-18:1(d7)-15:0 TAG,
17,846.8,545.8,7351.940467834473,846.8 -> 545.8,TAG(50:4)_FA 18:0,
18,846.8,547.8,20106.961456298828,846.8 -> 547.8,TAG(50:4)_FA 18:1,
19,846.8,573.8,15279.820980072021,846.8 -> 573.8,TAG(50:4)_FA 16:0,
20,846.8,575.8,106932.90798950195,846.8 -> 575.8,TAG(50:4)_FA 16:1,
21,848.8,547.8,19567.501247406006,848.8 -> 547.8,TAG(50:3)_FA 18:0,
22,848.8,549.8,71722.18528747559,848.8 -> 549.8,TAG(50:3)_FA 18:1,
23,848.8,575.8,109519.1893081665,848.8 -> 575.8,TAG(50:3)_FA 16:0,
24,848.8,577.8,556120.349319458,848.8 -> 577.8,TAG(50:3)_FA 16:1,
25,850.8,549.8,64101.12429046631,850.8 -> 549.8,TAG(50:2)_FA 18:0,
26,850.8,551.8,171884.57452392578,850.8 -> 551.8,TAG(50:2)_FA 18:1,
27,850.8,577.8,571928.3450012207,850.8 -> 577.8,TAG(50:2)_FA 16:0,
28,850.8,579.8,187709.2924194336,850.8 -> 579.8,TAG(50:2)_FA 16:1,
29,852.8,551.8,111794.44903564453,852.8 -> 551.8,TAG(50:1)_FA 18:0,
30,852.8,553.8,22444.94133758545,852.8 -> 553.8,TAG(50:1)_FA 18:1,
31,852.8,579.8,184116.15185546875,852.8 -> 579.8,TAG(50:0)_FA 16:0,
32,852.8,581.8,22511.0615234375,852.8 -> 581.8,TAG(50:0)_FA 16:1,
33,868.7,567.7,9987.760776519775,868.7 -> 567.7,TAG(52:6)_FA 18:0,
34,868.7,569.7,13544.581268310547,868.7 -> 569.7,TAG(52:6)_FA 18:1,
35,868.7,595.7,12971.580917358398,868.7 -> 595.7,TAG(52:6)_FA 16:0,
36,868.7,597.7,16081.840995788574,868.7 -> 597.7,TAG(52:6)_FA 16:1,
37,870.8,569.8,9403.2806930542,870.8 -> 569.8,TAG(52:5)_FA 18:0,
38,870.8,571.8,7142.920520782471,870.8 -> 571.8,TAG(52:5)_FA 18:1,
39,870.8,597.8,16117.301162719727,870.8 -> 597.8,TAG(52:5)_FA 16:0,
40,870.8,599.8,304400.0042114258,870.8 -> 599.8,TAG(52:5)_FA 16:1,
41,872.8,571.8,6654.080497741699,872.8 -> 571.8,TAG(52:4)_FA 18:0,
42,872.8,573.8,12160.280937194824,872.8 -> 573.8,TAG(52:4)_FA 18:1,
43,872.8,599.8,292114.34309387207,872.8 -> 599.8,TAG(52:4)_FA 16:0,
44,872.8,601.8,106523.68854522705,872.8 -> 601.8,TAG(52:4)_FA 16:1,
45,874.8,573.8,9753.68062210083,874.8 -> 573.8, TAG(52:3)_FA 18:0,
46,874.8,575.8,78160.74569702148,874.8 -> 575.8, TAG(52:3)_FA 18:1,
47,874.8,601.8,109691.04638671875,874.8 -> 601.8,TAG(52:3)_FA 16:0,
48,874.8,603.8,572978.5724182129,874.8 -> 603.8,TAG(52:3)_FA 16:1,
49,876.8,575.8,67065.00263977051,876.8 -> 575.8,TAG(52:2)_FA 18:0,
50,876.8,577.8,374639.52880859375,876.8 -> 577.8,TAG(52:2)_FA 18:1,
51,876.8,603.8,628443.7052307129,876.8 -> 603.8,TAG(52:2)_FA 16:0,
52,876.8,605.8,453197.76806640625,876.8 -> 605.8,TAG(52:2)_FA 16:1,
53,878.8,577.8,318874.6817626953,878.8 -> 577.8,TAG(52:1)_FA 18:0,
54,878.8,579.8,191567.61474609375,878.8 -> 579.8,TAG(52:1)_FA 18:1,
55,878.8,605.8,452994.1918182373,878.8 -> 605.8,TAG(52:1)_FA 16:0,
56,878.8,607.8,76738.02507019043,878.8 -> 607.8,TAG(52:1)_FA 16:1,
57,880.8,579.8,115277.54666137695,880.8 -> 579.8,TAG(52:0)_FA 18:0,
58,880.8,581.8,23414.78182220459,880.8 -> 581.8,TAG(52:0)_FA 18:1,
59,880.8,607.8,72735.50582885742,880.8 -> 607.8,TAG(52:0)_FA 16:0,
60,880.8,609.8,34587.822357177734,880.8 -> 609.8,TAG(52:0)_FA 16:1,
61,892.7,591.7,32699.70231628418,892.7 -> 591.7,TAG(54:8)_FA 18:0,
62,892.7,593.7,24473.501876831055,892.7 -> 593.7,TAG(54:8)_FA 18:1,
63,892.7,619.7,18949.481323242188,892.7 -> 619.7,TAG(54:8)_FA 16:0,
64,892.7,621.7,19598.361267089844,892.7 -> 621.7,TAG(54:8)_FA 16:1,
65,894.8,593.8,18284.761322021484,894.8 -> 593.8,TAG(54:7)_FA 18:0,
66,894.8,595.8,10997.540672302246,894.8 -> 595.8,TAG(54:7)_FA 18:1,
67,894.8,621.8,15267.001190185547,894.8 -> 621.8,TAG(54:7)_FA 16:0,
68,894.8,623.8,43131.983558654785,894.8 -> 623.8,TAG(54:7)_FA 16:1,
69,896.8,595.8,9527.42070388794,896.8 -> 595.8,TAG(54:6)_FA 18:0,
70,896.8,597.8,13137.16096496582,896.8 -> 597.8,TAG(54:6)_FA 18:1,
71,896.8,623.8,43090.423248291016,896.8 -> 623.8,TAG(54:6)_FA 16:0,
72,896.8,625.8,331404.50274658203,896.8 -> 625.8,TAG(54:6)_FA 16:1,
73,898.8,597.8,12685.46097946167,898.8 -> 597.8,TAG(54:5)_FA 18:0,
74,898.8,599.8,204248.3102645874,898.8 -> 599.8,TAG(54:5)_FA 18:1,
75,898.8,625.8,339638.65631103516,898.8 -> 625.8,TAG(54:5)_FA 16:0,
76,898.8,627.8,729417.8885345459,898.8 -> 627.8,TAG(54:5)_FA 16:1,
77,900.8,599.8,186745.13745117188,900.8 -> 599.8,TAG(54:4)_FA 18:0,
78,900.8,601.8,85538.66616821289,900.8 -> 601.8,TAG(54:4)_FA 18:1,
79,900.8,627.8,756325.8160400391,900.8 -> 627.8,TAG(54:4)_FA 16:0,
80,900.8,629.8,239632.6746520996,900.8 -> 629.8,TAG(54:4)_FA 16:1,
81,902.8,601.8,82315.44599914551,902.8 -> 601.8,TAG(54:3)_FA 18:0,
82,902.8,603.8,430461.61727905273,902.8 -> 603.8,TAG(54:3)_FA 18:1,
83,902.8,629.8,230363.85958099365,902.8 -> 629.8,TAG(54:3)_FA 16:0,
84,902.8,631.8,69958.64501190186,902.8 -> 631.8,TAG(54:3)_FA 16:1,
85,904.8,603.8,438876.96644592285,904.8 -> 603.8,TAG(54:2)_FA 18:0,
86,904.8,605.8,299151.54400634766,904.8 -> 605.8,TAG(54:2)_FA 18:1,
87,904.8,631.8,68476.18518829346,904.8 -> 631.8,TAG(54:2)_FA 16:0,
88,904.8,633.8,21265.121711730957,904.8 -> 633.8,TAG(54:2)_FA 16:1,
89,906.8,605.8,284497.2218170166,906.8 -> 605.8,TAG(54:1)_FA 18:0,
90,906.8,607.8,92691.52612304688,906.8 -> 607.8,TAG(54:1)_FA 18:1,
91,906.8,633.8,23847.741527557373,906.8 -> 633.8,TAG(54:1)_FA 16:0,
92,906.8,635.8,22145.181770324707,906.8 -> 635.8,TAG(54:1)_FA 16:1,
93,908.9,607.9,65481.3039855957,908.9 -> 607.9,TAG(54:0)_FA 18:0,
94,908.9,609.9,14414.220886230469,908.9 -> 609.9,TAG(54:0)_FA 18:1,
95,908.9,635.9,19372.201431274414,908.9 -> 635.9,TAG(54:0)_FA 16:0,
96,908.9,637.9,25168.80142211914,908.9 -> 637.9,TAG(54:0)_FA 16:1,
97,920.8,619.8,16671.3211517334,920.8 -> 619.8,TAG(56:8)_FA 18:0,
98,920.8,647.8,12464.240867614746,920.8 -> 647.8,TAG(56:8)_FA 16:0,
99,920.8,649.8,31512.662757873535,920.8 -> 649.8,TAG(56:8)_FA 16:1,
100,922.8,621.8,15366.281242370605,922.8 -> 621.8,TAG(56:7)_FA 18:0,
101,922.8,649.8,29355.44206237793,922.8 -> 649.8,TAG(56:7)_FA 16:0,
102,922.8,651.8,88541.5862197876,922.8 -> 651.8,TAG(56:7)_FA 16:1,
103,924.8,623.8,35012.36219024658,924.8 -> 623.8,TAG(56:6)_FA 18:0,
104,924.8,651.8,94214.28858184814,924.8 -> 651.8,TAG(56:6)_FA 16:0,
105,924.8,653.8,128414.3674621582,924.8 -> 653.8,TAG(56:6)_FA 16:1,
106,926.8,625.8,236484.01364135742,926.8 -> 625.8,TAG(56:5)_FA 18:0,
107,926.8,653.8,122282.24812316895,926.8 -> 653.8,TAG(56:5)_FA 16:0,
108,926.8,655.8,75195.56410217285,926.8 -> 655.8,TAG(56:5)_FA 16:1,
109,928.8,627.8,506569.08644104004,928.8 -> 627.8,TAG(56:4)_FA 18:0,
110,928.8,655.8,73064.80422210693,928.8 -> 655.8,TAG(56:4)_FA 16:0,
111,928.8,657.8,16416.421028137207,928.8 -> 657.8,TAG(56:4)_FA 16:1,
112,930.8,629.8,151402.35033416748,930.8 -> 629.8,TAG(56:3)_FA 18:0,
113,930.8,657.8,18205.781288146973,930.8 -> 657.8,TAG(56:3)_FA 16:0,
114,930.8,659.8,10075.020805358887,930.8 -> 659.8,TAG(56:3)_FA 16:1,
115,932.9,631.9,43538.182651519775,932.9 -> 631.9,TAG(56:2)_FA 18:0,
116,932.9,659.9,9739.260719299316,932.9 -> 659.9,TAG(56:2)_FA 16:0,
117,932.9,661.9,11549.320816040039,932.9 -> 661.9,TAG(56:2)_FA 16:1,
118,934.9,633.9,17956.60122680664,934.9 -> 633.9,TAG(56:1)_FA 18:0,
119,934.9,661.9,12117.76089477539,934.9 -> 661.9,TAG(56:1)_FA 16:0,
120,934.9,663.9,33647.8821105957,934.9 -> 663.9,TAG(56:1)_FA 16:1,
121,936.9,635.9,15765.881019592285,936.9 -> 635.9,TAG(56:0)_FA 18:0,
122,936.9,663.9,33950.30229187012,936.9 -> 663.9,TAG(56:0)_FA 16:0,
123,936.9,665.9,11135.980716705322,936.9 -> 665.9,TAG(56:0)_FA 16:1,
124,944.8,643.8,9918.540744781494,944.8 -> 643.8,TAG(58:10)_FA 18:0,
125,944.8,671.8,7038.000457763672,944.8 -> 671.8,TAG(58:10)_FA 16:0,
126,944.8,673.8,7192.980541229248,944.8 -> 673.8,TAG(58:10)_FA 16:1,
127,946.8,645.8,9032.960647583008,946.8 -> 645.8,TAG(58:9)_FA 18:0,
128,946.8,673.8,7212.3604736328125,946.8 -> 673.8,TAG(58:9)_FA 16:0,
129,946.8,675.8,11196.880874633789,946.8 -> 675.8,TAG(58:9)_FA 16:1,
130,948.8,647.8,10173.860763549805,948.8 -> 647.8,TAG(58:8)_FA 18:0,
131,948.8,675.8,9636.020664215088,948.8 -> 675.8,TAG(58:8)_FA 16:0,
132,948.8,677.8,16039.081260681152,948.8 -> 677.8,TAG(58:8)_FA 16:1,
133,950.8,649.8,24972.60179901123,950.8 -> 649.8,TAG(58:7)_FA 18:0,
134,950.8,677.8,15570.801071166992,950.8 -> 677.8,TAG(58:7)_FA 16:0,
135,950.8,679.8,9218.700702667236,950.8 -> 679.8,TAG(58:7)_FA 16:1,
136,952.8,651.8,43326.36311340332,952.8 -> 651.8,TAG(58:6)_FA 18:0,
137,952.8,679.8,10140.260696411133,952.8 -> 679.8,TAG(58:6)_FA 16:0,
138,952.8,681.8,9938.940711975098,952.8 -> 681.8,TAG(58:6)_FA 16:1,
139,954.8,653.8,57276.18503570557,954.8 -> 653.8,TAG(58:5)_FA 18:0,
140,954.8,681.8,9728.860580444336,954.8 -> 681.8,TAG(58:5)_FA 16:0,
141,954.8,683.8,6913.360485076904,954.8 -> 683.8,TAG(58:5)_FA 16:1,
142,956.9,655.9,30718.582077026367,956.9 -> 655.9,TAG(58:4)_FA 18:0,
143,956.9,683.9,11124.200881958008,956.9 -> 683.9,TAG(58:4)_FA 16:0,
144,956.9,685.9,8374.840648651123,956.9 -> 685.9,TAG(58:4)_FA 16:1,
145,958.9,657.9,10063.380672454834,958.9 -> 657.9,TAG(58:3)_FA 18:0,
146,958.9,685.9,8685.100608825684,958.9 -> 685.9,TAG(58:3)_FA 16:0,
147,958.9,687.9,5813.260417938232,958.9 -> 687.9,TAG(58:3)_FA 16:1,
148,960.9,659.9,7423.860496520996,960.9 -> 659.9,TAG(58:2)_FA 18:0,
149,960.9,687.9,6946.580459594727,960.9 -> 687.9,TAG(58:2)_FA 16:0,
150,960.9,689.9,9944.660621643066,960.9 -> 689.9,TAG(58:2)_FA 16:1,
151,962.9,661.9,11700.840854644775,962.9 -> 661.9,TAG(58:1)_FA 18:0,
152,962.9,689.9,8559.880676269531,962.9 -> 689.9,TAG(58:1)_FA 16:0,
153,962.9,691.9,11704.900775909424,962.9 -> 691.9,TAG(58:1)_FA 16:1,
154,964.9,663.9,36916.68242645264,964.9 -> 663.9,TAG(58:0)_FA 18:0,
155,964.9,691.9,10188.58073425293,964.9 -> 691.9,TAG(58:0)_FA 16:0,
156,964.9,693.9,8631.200653076172,964.9 -> 693.9,TAG(58:0)_FA 16:1,
157,968.9,667.9,6097.100452423096,968.9 -> 667.9,TAG(60:12)_FA 18:0,
158,968.9,695.9,6661.280487060547,968.9 -> 695.9,TAG(60:12)_FA 16:0,
159,968.9,697.9,5571.720390319824,968.9 -> 697.9,TAG(60:12)_FA 16:1,
160,970.9,669.9,6299.980400085449,970.9 -> 669.9,TAG(60:11)_FA 18:0,
161,970.9,697.9,6100.88045501709,970.9 -> 697.9,TAG(60:11)_FA 16:0,
162,970.9,699.9,5475.860420227051,970.9 -> 699.9,TAG(60:11)_FA 16:1,
163,972.9,671.9,5792.880405426025,972.9 -> 671.9,TAG(60:10)_FA 18:0,
164,972.9,699.9,5380.800369262695,972.9 -> 699.9,TAG(60:10)_FA 16:0,
165,972.9,701.9,6377.220470428467,972.9 -> 701.9,TAG(60:10)_FA 16:1,
166,974.9,673.9,5861.040409088135,974.9 -> 673.9,TAG(60:9)_FA 18:0,
167,974.9,701.9,6738.7004470825195,974.9 -> 701.9,TAG(60:9)_FA 16:0,
168,974.9,703.9,8589.560611724854,974.9 -> 703.9,TAG(60:9)_FA 16:1,
169,976.9,675.9,8583.880611419678,976.9 -> 675.9,TAG(60:8)_FA 18:0,
170,976.9,703.9,6203.840450286865,976.9 -> 703.9,TAG(60:8)_FA 16:0,
171,976.9,705.9,8084.940563201904,976.9 -> 705.9,TAG(60:8)_FA 16:1,
172,978.9,677.9,12370.460952758789,978.9 -> 677.9,TAG(60:7)_FA 18:0,
173,978.9,705.9,7175.360546112061,978.9 -> 705.9,TAG(60:7)_FA 16:0,
174,978.9,707.9,6341.780429840088,978.9 -> 707.9,TAG(60:7)_FA 16:1,
175,980.9,679.9,7974.960620880127,980.9 -> 679.9,TAG(60:6)_FA 18:0,
176,980.9,707.9,5812.020446777344,980.9 -> 707.9,TAG(60:6)_FA 16:0,
177,980.9,709.9,6473.3204917907715,980.9 -> 709.9,TAG(60:6)_FA 16:1,
178,982.9,681.9,9350.440635681152,982.9 -> 681.9,TAG(60:5)_FA 18:0,
179,982.9,709.9,6376.5604820251465,982.9 -> 709.9,TAG(60:5)_FA 16:0,
180,982.9,711.9,5018.480323791504,982.9 -> 711.9,TAG(60:5)_FA 16:1,
181,984.9,683.9,7961.600486755371,984.9 -> 683.9,TAG(60:4)_FA 18:0,
182,984.9,711.9,5810.920444488525,984.9 -> 711.9,TAG(60:4)_FA 16:0,
183,984.9,713.9,5299.880348205566,984.9 -> 713.9,TAG(60:4)_FA 16:1,
184,986.9,685.9,8343.280517578125,986.9 -> 685.9,TAG(60:3)_FA 18:0,
185,986.9,713.9,5678.160419464111,986.9 -> 713.9,TAG(60:3)_FA 16:0,
186,986.9,715.9,5461.86043548584,986.9 -> 715.9,TAG(60:3)_FA 16:1,
187,988.9,687.9,6158.560459136963,988.9 -> 687.9,TAG(60:2)_FA 18:0,
188,988.9,715.9,5608.240375518799,988.9 -> 715.9,TAG(60:2)_FA 16:0,
189,988.9,717.9,6178.700454711914,988.9 -> 717.9,TAG(60:2)_FA 16:1,
190,990.9,689.9,7473.100509643555,990.9 -> 689.9,TAG(60:1)_FA 18:0,
191,990.9,717.9,5395.500408172607,990.9 -> 717.9,TAG(60:1)_FA 16:0,
192,990.9,719.9,5748.1403732299805,990.9 -> 719.9,TAG(60:1)_FA 16:1,
193,992.9,691.9,8357.620700836182,992.9 -> 691.9,TAG(60:0)_FA 18:0,
194,992.9,719.9,5690.3204345703125,992.9 -> 719.9,TAG(60:0)_FA 16:0,
195,992.9,721.9,5937.720428466797,992.9 -> 721.9,TAG(60:0)_FA 16:1,
