,Q1,Q3,Intensity,Transition,Lipid,Class
0,818.8,517.8,3534.2602500915527,818.8 -> 517.8,TAG(48:3)_FA 18:0,
1,818.8,519.8,4391.580276489258,818.8 -> 519.8,TAG(48:3)_FA 18:1,
2,818.8,545.8,5231.220317840576,818.8 -> 545.8,TAG(48:3)_FA 16:0,
3,818.8,547.8,5992.840435028076,818.8 -> 547.8,TAG(48:3)_FA 16:1,
4,820.8,519.8,4221.9202880859375,820.8 -> 519.8,TAG(48:2)_F A18:0,
5,820.8,521.8,6945.280433654785,820.8 -> 521.8,TAG(48:2)_FA 18:1,
6,820.8,547.8,6929.920516967773,820.8 -> 547.8,TAG(48:2)_FA 16:0,
7,820.8,549.8,12611.480865478516,820.8 -> 549.8,TAG(48:2)_FA 16:1,
8,822.8,521.8,6914.98046875,822.8 -> 521.8,TAG(48:1)_FA18:0,
9,822.8,523.8,19694.701370239258,822.8 -> 523.8,TAG(48:1)_FA 18:1,
10,822.8,549.8,10234.040748596191,822.8 -> 549.8,TAG(48:1)_FA 16:0,
11,822.8,551.8,63569.564208984375,822.8 -> 551.8,TAG(48:1)_FA 16:1,
12,824.8,523.8,17872.561157226562,824.8 -> 523.8,TAG(48:0)_FA 18:0,
13,824.8,525.8,5318.060371398926,824.8 -> 525.8,TAG(48:0)_FA 18:1,
14,824.8,551.8,63588.96423339844,824.8 -> 551.8,TAG(48:0)_FA 16:0,
15,824.8,553.8,10997.980690002441,824.8 -> 553.8,TAG(48:0)_FA 16:1,
16,829.8,570.8,4820.980350494385,829.8 -> 570.8,STD_15:0-18:1(d7)-15:0 TAG,
17,846.8,545.8,4728.180339813232,846.8 -> 545.8,TAG(50:4)_FA 18:0,
18,846.8,547.8,4702.320346832275,846.8 -> 547.8,TAG(50:4)_FA 18:1,
19,846.8,573.8,5908.860450744629,846.8 -> 573.8,TAG(50:4)_FA 16:0,
20,846.8,575.8,8014.920608520508,846.8 -> 575.8,TAG(50:4)_FA 16:1,
21,848.8,547.8,5536.120399475098,848.8 -> 547.8,TAG(50:3)_FA 18:0,
22,848.8,549.8,10202.52066040039,848.8 -> 549.8,TAG(50:3)_FA 18:1,
23,848.8,575.8,7826.960578918457,848.8 -> 575.8,TAG(50:3)_FA 16:0,
24,848.8,577.8,15101.761032104492,848.8 -> 577.8,TAG(50:3)_FA 16:1,
25,850.8,549.8,8328.240592956543,850.8 -> 549.8,TAG(50:2)_FA 18:0,
26,850.8,551.8,47019.443603515625,850.8 -> 551.8,TAG(50:2)_FA 18:1,
27,850.8,577.8,15715.181076049805,850.8 -> 577.8,TAG(50:2)_FA 16:0,
28,850.8,579.8,31488.04248046875,850.8 -> 579.8,TAG(50:2)_FA 16:1,
29,852.8,551.8,27302.681915283203,852.8 -> 551.8,TAG(50:1)_FA 18:0,
30,852.8,553.8,8312.460556030273,852.8 -> 553.8,TAG(50:1)_FA 18:1,
31,852.8,579.8,28067.601989746094,852.8 -> 579.8,TAG(50:0)_FA 16:0,
32,852.8,581.8,8229.680564880371,852.8 -> 581.8,TAG(50:0)_FA 16:1,
33,868.7,567.7,5453.600337982178,868.7 -> 567.7,TAG(52:6)_FA 18:0,
34,868.7,569.7,4696.200328826904,868.7 -> 569.7,TAG(52:6)_FA 18:1,
35,868.7,595.7,6691.5004959106445,868.7 -> 595.7,TAG(52:6)_FA 16:0,
36,868.7,597.7,5818.280403137207,868.7 -> 597.7,TAG(52:6)_FA 16:1,
37,870.8,569.8,3768.680274963379,870.8 -> 569.8,TAG(52:5)_FA 18:0,
38,870.8,571.8,3881.1002655029297,870.8 -> 571.8,TAG(52:5)_FA 18:1,
39,870.8,597.8,5772.880374908447,870.8 -> 597.8,TAG(52:5)_FA 16:0,
40,870.8,599.8,5856.080383300781,870.8 -> 599.8,TAG(52:5)_FA 16:1,
41,872.8,571.8,4601.880317687988,872.8 -> 571.8,TAG(52:4)_FA 18:0,
42,872.8,573.8,5782.9204177856445,872.8 -> 573.8,TAG(52:4)_FA 18:1,
43,872.8,599.8,5933.900386810303,872.8 -> 599.8,TAG(52:4)_FA 16:0,
44,872.8,601.8,6990.32043838501,872.8 -> 601.8,TAG(52:4)_FA 16:1,
45,874.8,573.8,5496.280372619629,874.8 -> 573.8, TAG(52:3)_FA 18:0,
46,874.8,575.8,8611.640621185303,874.8 -> 575.8, TAG(52:3)_FA 18:1,
47,874.8,601.8,6693.680488586426,874.8 -> 601.8,TAG(52:3)_FA 16:0,
48,874.8,603.8,10351.680755615234,874.8 -> 603.8,TAG(52:3)_FA 16:1,
49,876.8,575.8,6987.960494995117,876.8 -> 575.8,TAG(52:2)_FA 18:0,
50,876.8,577.8,21064.541534423828,876.8 -> 577.8,TAG(52:2)_FA 18:1,
51,876.8,603.8,9494.740669250488,876.8 -> 603.8,TAG(52:2)_FA 16:0,
52,876.8,605.8,10435.62077331543,876.8 -> 605.8,TAG(52:2)_FA 16:1,
53,878.8,577.8,15570.940948486328,878.8 -> 577.8,TAG(52:1)_FA 18:0,
54,878.8,579.8,43869.002990722656,878.8 -> 579.8,TAG(52:1)_FA 18:1,
55,878.8,605.8,10207.060806274414,878.8 -> 605.8,TAG(52:1)_FA 16:0,
56,878.8,607.8,15868.361129760742,878.8 -> 607.8,TAG(52:1)_FA 16:1,
57,880.8,579.8,24875.061584472656,880.8 -> 579.8,TAG(52:0)_FA 18:0,
58,880.8,581.8,9899.820663452148,880.8 -> 581.8,TAG(52:0)_FA 18:1,
59,880.8,607.8,14962.720993041992,880.8 -> 607.8,TAG(52:0)_FA 16:0,
60,880.8,609.8,6478.86043548584,880.8 -> 609.8,TAG(52:0)_FA 16:1,
61,892.7,591.7,9507.700653076172,892.7 -> 591.7,TAG(54:8)_FA 18:0,
62,892.7,593.7,11994.64077758789,892.7 -> 593.7,TAG(54:8)_FA 18:1,
63,892.7,619.7,7105.080463409424,892.7 -> 619.7,TAG(54:8)_FA 16:0,
64,892.7,621.7,8364.340660095215,892.7 -> 621.7,TAG(54:8)_FA 16:1,
65,894.8,593.8,7974.880523681641,894.8 -> 593.8,TAG(54:7)_FA 18:0,
66,894.8,595.8,6716.100448608398,894.8 -> 595.8,TAG(54:7)_FA 18:1,
67,894.8,621.8,7693.880554199219,894.8 -> 621.8,TAG(54:7)_FA 16:0,
68,894.8,623.8,6924.0004959106445,894.8 -> 623.8,TAG(54:7)_FA 16:1,
69,896.8,595.8,5259.400363922119,896.8 -> 595.8,TAG(54:6)_FA 18:0,
70,896.8,597.8,5393.180366516113,896.8 -> 597.8,TAG(54:6)_FA 18:1,
71,896.8,623.8,6465.520484924316,896.8 -> 623.8,TAG(54:6)_FA 16:0,
72,896.8,625.8,6668.560436248779,896.8 -> 625.8,TAG(54:6)_FA 16:1,
73,898.8,597.8,5182.500350952148,898.8 -> 597.8,TAG(54:5)_FA 18:0,
74,898.8,599.8,7492.800437927246,898.8 -> 599.8,TAG(54:5)_FA 18:1,
75,898.8,625.8,5402.800365447998,898.8 -> 625.8,TAG(54:5)_FA 16:0,
76,898.8,627.8,6460.160499572754,898.8 -> 627.8,TAG(54:5)_FA 16:1,
