,Q1,Q3,Intensity,Transition,Lipid,Class
0,818.8,517.8,4565.760345458984,818.8 -> 517.8,TAG(48:3)_FA 18:0,
1,818.8,519.8,5699.260387420654,818.8 -> 519.8,TAG(48:3)_FA 18:1,
2,818.8,545.8,5512.2003746032715,818.8 -> 545.8,TAG(48:3)_FA 16:0,
3,818.8,547.8,8230.660591125488,818.8 -> 547.8,TAG(48:3)_FA 16:1,
4,820.8,519.8,5468.200340270996,820.8 -> 519.8,TAG(48:2)_F A18:0,
5,820.8,521.8,7931.900634765625,820.8 -> 521.8,TAG(48:2)_FA 18:1,
6,820.8,547.8,7288.360576629639,820.8 -> 547.8,TAG(48:2)_FA 16:0,
7,820.8,549.8,13726.420944213867,820.8 -> 549.8,TAG(48:2)_FA 16:1,
8,822.8,521.8,7661.120586395264,822.8 -> 521.8,TAG(48:1)_FA18:0,
9,822.8,523.8,20468.561462402344,822.8 -> 523.8,TAG(48:1)_FA 18:1,
10,822.8,549.8,12948.280853271484,822.8 -> 549.8,TAG(48:1)_FA 16:0,
11,822.8,551.8,67586.24499511719,822.8 -> 551.8,TAG(48:1)_FA 16:1,
12,824.8,523.8,18725.821350097656,824.8 -> 523.8,TAG(48:0)_FA 18:0,
13,824.8,525.8,6707.360466003418,824.8 -> 525.8,TAG(48:0)_FA 18:1,
14,824.8,551.8,73403.98510742188,824.8 -> 551.8,TAG(48:0)_FA 16:0,
15,824.8,553.8,11978.560821533203,824.8 -> 553.8,TAG(48:0)_FA 16:1,
16,829.8,570.8,5445.02042388916,829.8 -> 570.8,STD_15:0-18:1(d7)-15:0 TAG,
17,846.8,545.8,4583.240295410156,846.8 -> 545.8,TAG(50:4)_FA 18:0,
18,846.8,547.8,7198.540515899658,846.8 -> 547.8,TAG(50:4)_FA 18:1,
19,846.8,573.8,6209.020454406738,846.8 -> 573.8,TAG(50:4)_FA 16:0,
20,846.8,575.8,10708.220718383789,846.8 -> 575.8,TAG(50:4)_FA 16:1,
21,848.8,547.8,5883.380447387695,848.8 -> 547.8,TAG(50:3)_FA 18:0,
22,848.8,549.8,11199.260833740234,848.8 -> 549.8,TAG(50:3)_FA 18:1,
23,848.8,575.8,11117.280754089355,848.8 -> 575.8,TAG(50:3)_FA 16:0,
