,Q1,Q3,Intensity,Transition,Lipid,Class
0,818.8,517.8,4451.640323638916,818.8 -> 517.8,TAG(48:3)_FA 18:0,
1,818.8,519.8,4984.8803634643555,818.8 -> 519.8,TAG(48:3)_FA 18:1,
2,818.8,545.8,5247.02038192749,818.8 -> 545.8,TAG(48:3)_FA 16:0,
3,818.8,547.8,8508.020584106445,818.8 -> 547.8,TAG(48:3)_FA 16:1,
4,820.8,519.8,5610.640361785889,820.8 -> 519.8,TAG(48:2)_F A18:0,
5,820.8,521.8,8101.280540466309,820.8 -> 521.8,TAG(48:2)_FA 18:1,
6,820.8,547.8,6857.960559844971,820.8 -> 547.8,TAG(48:2)_FA 16:0,
7,820.8,549.8,12902.060913085938,820.8 -> 549.8,TAG(48:2)_FA 16:1,
8,822.8,521.8,8775.80061340332,822.8 -> 521.8,TAG(48:1)_FA18:0,
9,822.8,523.8,20462.60122680664,822.8 -> 523.8,TAG(48:1)_FA 18:1,
10,822.8,549.8,14010.820907592773,822.8 -> 549.8,TAG(48:1)_FA 16:0,
11,822.8,551.8,70857.9849243164,822.8 -> 551.8,TAG(48:1)_FA 16:1,
12,824.8,523.8,20229.881439208984,824.8 -> 523.8,TAG(48:0)_FA 18:0,
13,824.8,525.8,5519.28035736084,824.8 -> 525.8,TAG(48:0)_FA 18:1,
14,824.8,551.8,70063.22485351562,824.8 -> 551.8,TAG(48:0)_FA 16:0,
15,824.8,553.8,11125.440795898438,824.8 -> 553.8,TAG(48:0)_FA 16:1,
16,829.8,570.8,5544.5404052734375,829.8 -> 570.8,STD_15:0-18:1(d7)-15:0 TAG,
17,846.8,545.8,4761.240367889404,846.8 -> 545.8,TAG(50:4)_FA 18:0,
18,846.8,547.8,6259.26042175293,846.8 -> 547.8,TAG(50:4)_FA 18:1,
19,846.8,573.8,7705.400661468506,846.8 -> 573.8,TAG(50:4)_FA 16:0,
20,846.8,575.8,9490.140739440918,846.8 -> 575.8,TAG(50:4)_FA 16:1,
21,848.8,547.8,5948.320423126221,848.8 -> 547.8,TAG(50:3)_FA 18:0,
22,848.8,549.8,10049.500755310059,848.8 -> 549.8,TAG(50:3)_FA 18:1,
23,848.8,575.8,9758.540725708008,848.8 -> 575.8,TAG(50:3)_FA 16:0,
24,848.8,577.8,211864.47302246094,848.8 -> 577.8,TAG(50:3)_FA 16:1,
25,850.8,549.8,9801.780662536621,850.8 -> 549.8,TAG(50:2)_FA 18:0,
26,850.8,551.8,52254.564392089844,850.8 -> 551.8,TAG(50:2)_FA 18:1,
27,850.8,577.8,214175.21377563477,850.8 -> 577.8,TAG(50:2)_FA 16:0,
28,850.8,579.8,91148.82666015625,850.8 -> 579.8,TAG(50:2)_FA 16:1,
29,852.8,551.8,28908.401885986328,852.8 -> 551.8,TAG(50:1)_FA 18:0,
30,852.8,553.8,9243.30061340332,852.8 -> 553.8,TAG(50:1)_FA 18:1,
31,852.8,579.8,97273.36657714844,852.8 -> 579.8,TAG(50:0)_FA 16:0,
32,852.8,581.8,19954.801467895508,852.8 -> 581.8,TAG(50:0)_FA 16:1,
33,868.7,567.7,6623.380474090576,868.7 -> 567.7,TAG(52:6)_FA 18:0,
34,868.7,569.7,6015.460433959961,868.7 -> 569.7,TAG(52:6)_FA 18:1,
35,868.7,595.7,8375.180610656738,868.7 -> 595.7,TAG(52:6)_FA 16:0,
36,868.7,597.7,7628.000549316406,868.7 -> 597.7,TAG(52:6)_FA 16:1,
37,870.8,569.8,6299.960426330566,870.8 -> 569.8,TAG(52:5)_FA 18:0,
38,870.8,571.8,5155.760349273682,870.8 -> 571.8,TAG(52:5)_FA 18:1,
39,870.8,597.8,6619.660469055176,870.8 -> 597.8,TAG(52:5)_FA 16:0,
40,870.8,599.8,7157.920497894287,870.8 -> 599.8,TAG(52:5)_FA 16:1,
41,872.8,571.8,5917.920433044434,872.8 -> 571.8,TAG(52:4)_FA 18:0,
42,872.8,573.8,6296.4204177856445,872.8 -> 573.8,TAG(52:4)_FA 18:1,
43,872.8,599.8,7777.400573730469,872.8 -> 599.8,TAG(52:4)_FA 16:0,
44,872.8,601.8,8160.420593261719,872.8 -> 601.8,TAG(52:4)_FA 16:1,
45,874.8,573.8,6138.380458831787,874.8 -> 573.8, TAG(52:3)_FA 18:0,
46,874.8,575.8,12312.700775146484,874.8 -> 575.8, TAG(52:3)_FA 18:1,
47,874.8,601.8,7291.940479278564,874.8 -> 601.8,TAG(52:3)_FA 16:0,
48,874.8,603.8,11885.380844116211,874.8 -> 603.8,TAG(52:3)_FA 16:1,
49,876.8,575.8,9022.300598144531,876.8 -> 575.8,TAG(52:2)_FA 18:0,
50,876.8,577.8,24335.04168701172,876.8 -> 577.8,TAG(52:2)_FA 18:1,
51,876.8,603.8,11236.62077331543,876.8 -> 603.8,TAG(52:2)_FA 16:0,
52,876.8,605.8,12155.560920715332,876.8 -> 605.8,TAG(52:2)_FA 16:1,
53,878.8,577.8,20061.701416015625,878.8 -> 577.8,TAG(52:1)_FA 18:0,
54,878.8,579.8,47452.883056640625,878.8 -> 579.8,TAG(52:1)_FA 18:1,
55,878.8,605.8,10434.960815429688,878.8 -> 605.8,TAG(52:1)_FA 16:0,
