,Q1,Q3,Intensity,Transition,Lipid,Class
0,818.8,517.8,4368.740310668945,818.8 -> 517.8,TAG(48:3)_FA 18:0,
1,818.8,519.8,5570.820381164551,818.8 -> 519.8,TAG(48:3)_FA 18:1,
2,818.8,545.8,5558.860378265381,818.8 -> 545.8,TAG(48:3)_FA 16:0,
3,818.8,547.8,7351.040542602539,818.8 -> 547.8,TAG(48:3)_FA 16:1,
4,820.8,519.8,5379.900363922119,820.8 -> 519.8,TAG(48:2)_F A18:0,
5,820.8,521.8,6601.220413208008,820.8 -> 521.8,TAG(48:2)_FA 18:1,
6,820.8,547.8,8259.520561218262,820.8 -> 547.8,TAG(48:2)_FA 16:0,
7,820.8,549.8,12843.300918579102,820.8 -> 549.8,TAG(48:2)_FA 16:1,
8,822.8,521.8,8165.120544433594,822.8 -> 521.8,TAG(48:1)_FA18:0,
9,822.8,523.8,18365.88134765625,822.8 -> 523.8,TAG(48:1)_FA 18:1,
10,822.8,549.8,13288.040924072266,822.8 -> 549.8,TAG(48:1)_FA 16:0,
11,822.8,551.8,70849.34460449219,822.8 -> 551.8,TAG(48:1)_FA 16:1,
12,824.8,523.8,18945.941162109375,824.8 -> 523.8,TAG(48:0)_FA 18:0,
13,824.8,525.8,5397.500392913818,824.8 -> 525.8,TAG(48:0)_FA 18:1,
14,824.8,551.8,68774.82482910156,824.8 -> 551.8,TAG(48:0)_FA 16:0,
15,824.8,553.8,11826.200805664062,824.8 -> 553.8,TAG(48:0)_FA 16:1,
16,829.8,570.8,5560.340362548828,829.8 -> 570.8,STD_15:0-18:1(d7)-15:0 TAG,
17,846.8,545.8,5145.220325469971,846.8 -> 545.8,TAG(50:4)_FA 18:0,
18,846.8,547.8,5818.700439453125,846.8 -> 547.8,TAG(50:4)_FA 18:1,
19,846.8,573.8,6755.10046005249,846.8 -> 573.8,TAG(50:4)_FA 16:0,
20,846.8,575.8,10693.880630493164,846.8 -> 575.8,TAG(50:4)_FA 16:1,
21,848.8,547.8,5821.340423583984,848.8 -> 547.8,TAG(50:3)_FA 18:0,
22,848.8,549.8,10501.520782470703,848.8 -> 549.8,TAG(50:3)_FA 18:1,
23,848.8,575.8,9230.44066619873,848.8 -> 575.8,TAG(50:3)_FA 16:0,
24,848.8,577.8,212305.19018554688,848.8 -> 577.8,TAG(50:3)_FA 16:1,
25,850.8,549.8,10095.260719299316,850.8 -> 549.8,TAG(50:2)_FA 18:0,
26,850.8,551.8,45912.8232421875,850.8 -> 551.8,TAG(50:2)_FA 18:1,
27,850.8,577.8,222619.73725891113,850.8 -> 577.8,TAG(50:2)_FA 16:0,
28,850.8,579.8,94699.90515136719,850.8 -> 579.8,TAG(50:2)_FA 16:1,
29,852.8,551.8,28852.32211303711,852.8 -> 551.8,TAG(50:1)_FA 18:0,
30,852.8,553.8,8778.100730895996,852.8 -> 553.8,TAG(50:1)_FA 18:1,
31,852.8,579.8,93505.58554077148,852.8 -> 579.8,TAG(50:0)_FA 16:0,
32,852.8,581.8,18432.38116455078,852.8 -> 581.8,TAG(50:0)_FA 16:1,
33,868.7,567.7,6577.920448303223,868.7 -> 567.7,TAG(52:6)_FA 18:0,
34,868.7,569.7,6122.440383911133,868.7 -> 569.7,TAG(52:6)_FA 18:1,
35,868.7,595.7,8438.200607299805,868.7 -> 595.7,TAG(52:6)_FA 16:0,
36,868.7,597.7,7011.7605056762695,868.7 -> 597.7,TAG(52:6)_FA 16:1,
37,870.8,569.8,4755.540336608887,870.8 -> 569.8,TAG(52:5)_FA 18:0,
38,870.8,571.8,4870.88032913208,870.8 -> 571.8,TAG(52:5)_FA 18:1,
39,870.8,597.8,6578.920463562012,870.8 -> 597.8,TAG(52:5)_FA 16:0,
40,870.8,599.8,8562.600624084473,870.8 -> 599.8,TAG(52:5)_FA 16:1,
41,872.8,571.8,5097.600395202637,872.8 -> 571.8,TAG(52:4)_FA 18:0,
42,872.8,573.8,7059.3804931640625,872.8 -> 573.8,TAG(52:4)_FA 18:1,
43,872.8,599.8,7549.620567321777,872.8 -> 599.8,TAG(52:4)_FA 16:0,
44,872.8,601.8,9486.66064453125,872.8 -> 601.8,TAG(52:4)_FA 16:1,
45,874.8,573.8,5726.260356903076,874.8 -> 573.8, TAG(52:3)_FA 18:0,
46,874.8,575.8,9903.040748596191,874.8 -> 575.8, TAG(52:3)_FA 18:1,
47,874.8,601.8,6698.020488739014,874.8 -> 601.8,TAG(52:3)_FA 16:0,
48,874.8,603.8,11771.400772094727,874.8 -> 603.8,TAG(52:3)_FA 16:1,
49,876.8,575.8,7919.680511474609,876.8 -> 575.8,TAG(52:2)_FA 18:0,
50,876.8,577.8,24656.441802978516,876.8 -> 577.8,TAG(52:2)_FA 18:1,
51,876.8,603.8,10669.020805358887,876.8 -> 603.8,TAG(52:2)_FA 16:0,
52,876.8,605.8,9985.020645141602,876.8 -> 605.8,TAG(52:2)_FA 16:1,
53,878.8,577.8,16740.801162719727,878.8 -> 577.8,TAG(52:1)_FA 18:0,
54,878.8,579.8,46429.60321044922,878.8 -> 579.8,TAG(52:1)_FA 18:1,
55,878.8,605.8,10657.920799255371,878.8 -> 605.8,TAG(52:1)_FA 16:0,
56,878.8,607.8,19625.421447753906,878.8 -> 607.8,TAG(52:1)_FA 16:1,
57,880.8,579.8,27748.3818359375,880.8 -> 579.8,TAG(52:0)_FA 18:0,
58,880.8,581.8,11634.280838012695,880.8 -> 581.8,TAG(52:0)_FA 18:1,
59,880.8,607.8,17090.001098632812,880.8 -> 607.8,TAG(52:0)_FA 16:0,
60,880.8,609.8,9052.440628051758,880.8 -> 609.8,TAG(52:0)_FA 16:1,
61,892.7,591.7,9235.00065612793,892.7 -> 591.7,TAG(54:8)_FA 18:0,
62,892.7,593.7,13123.780944824219,892.7 -> 593.7,TAG(54:8)_FA 18:1,
63,892.7,619.7,7830.920547485352,892.7 -> 619.7,TAG(54:8)_FA 16:0,
