,Q1,Q3,Intensity,Transition,Lipid,Class
0,818.8,517.8,5888.800399780273,818.8 -> 517.8,TAG(48:3)_FA 18:0,
1,818.8,519.8,8675.020572662354,818.8 -> 519.8,TAG(48:3)_FA 18:1,
2,818.8,545.8,8864.080669403076,818.8 -> 545.8,TAG(48:3)_FA 16:0,
3,818.8,547.8,17743.541015625,818.8 -> 547.8,TAG(48:3)_FA 16:1,
4,820.8,519.8,7872.32052230835,820.8 -> 519.8,TAG(48:2)_F A18:0,
5,820.8,521.8,16840.38116455078,820.8 -> 521.8,TAG(48:2)_FA 18:1,
6,820.8,547.8,17009.2610206604,820.8 -> 547.8,TAG(48:2)_FA 16:0,
7,820.8,549.8,45639.24375915527,820.8 -> 549.8,TAG(48:2)_FA 16:1,
8,822.8,521.8,14167.080909729004,822.8 -> 521.8,TAG(48:1)_FA18:0,
9,822.8,523.8,41401.42321777344,822.8 -> 523.8,TAG(48:1)_FA 18:1,
10,822.8,549.8,46882.02340698242,822.8 -> 549.8,TAG(48:1)_FA 16:0,
11,822.8,551.8,162204.51147460938,822.8 -> 551.8,TAG(48:1)_FA 16:1,
12,824.8,523.8,40193.82263183594,824.8 -> 523.8,TAG(48:0)_FA 18:0,
13,824.8,525.8,11864.5009765625,824.8 -> 525.8,TAG(48:0)_FA 18:1,
14,824.8,551.8,158801.95190429688,824.8 -> 551.8,TAG(48:0)_FA 16:0,
15,824.8,553.8,23868.68162536621,824.8 -> 553.8,TAG(48:0)_FA 16:1,
16,829.8,570.8,11784.42092514038,829.8 -> 570.8,STD_15:0-18:1(d7)-15:0 TAG,
17,846.8,545.8,6963.820499420166,846.8 -> 545.8,TAG(50:4)_FA 18:0,
18,846.8,547.8,13402.840873718262,846.8 -> 547.8,TAG(50:4)_FA 18:1,
19,846.8,573.8,9344.240669250488,846.8 -> 573.8,TAG(50:4)_FA 16:0,
20,846.8,575.8,22472.341247558594,846.8 -> 575.8,TAG(50:4)_FA 16:1,
21,848.8,547.8,12164.000885009766,848.8 -> 547.8,TAG(50:3)_FA 18:0,
22,848.8,549.8,29201.642471313477,848.8 -> 549.8,TAG(50:3)_FA 18:1,
23,848.8,575.8,21167.881118774414,848.8 -> 575.8,TAG(50:3)_FA 16:0,
24,848.8,577.8,58779.2839050293,848.8 -> 577.8,TAG(50:3)_FA 16:1,
25,850.8,549.8,25894.1622467041,850.8 -> 549.8,TAG(50:2)_FA 18:0,
26,850.8,551.8,106616.22760009766,850.8 -> 551.8,TAG(50:2)_FA 18:1,
27,850.8,577.8,57980.1845703125,850.8 -> 577.8,TAG(50:2)_FA 16:0,
28,850.8,579.8,75129.26623535156,850.8 -> 579.8,TAG(50:2)_FA 16:1,
29,852.8,551.8,65265.32409667969,852.8 -> 551.8,TAG(50:1)_FA 18:0,
30,852.8,553.8,18114.54145050049,852.8 -> 553.8,TAG(50:1)_FA 18:1,
31,852.8,579.8,70711.80493164062,852.8 -> 579.8,TAG(50:0)_FA 16:0,
32,852.8,581.8,17154.42123413086,852.8 -> 581.8,TAG(50:0)_FA 16:1,
33,868.7,567.7,9291.5806350708,868.7 -> 567.7,TAG(52:6)_FA 18:0,
34,868.7,569.7,12039.061096191406,868.7 -> 569.7,TAG(52:6)_FA 18:1,
35,868.7,595.7,11672.720809936523,868.7 -> 595.7,TAG(52:6)_FA 16:0,
36,868.7,597.7,11047.900787353516,868.7 -> 597.7,TAG(52:6)_FA 16:1,
37,870.8,569.8,10288.000709533691,870.8 -> 569.8,TAG(52:5)_FA 18:0,
38,870.8,571.8,7642.1605224609375,870.8 -> 571.8,TAG(52:5)_FA 18:1,
39,870.8,597.8,9202.620620727539,870.8 -> 597.8,TAG(52:5)_FA 16:0,
40,870.8,599.8,92694.82836151123,870.8 -> 599.8,TAG(52:5)_FA 16:1,
41,872.8,571.8,6523.740406036377,872.8 -> 571.8,TAG(52:4)_FA 18:0,
42,872.8,573.8,9872.880729675293,872.8 -> 573.8,TAG(52:4)_FA 18:1,
43,872.8,599.8,90534.58587646484,872.8 -> 599.8,TAG(52:4)_FA 16:0,
44,872.8,601.8,22214.401412963867,872.8 -> 601.8,TAG(52:4)_FA 16:1,
45,874.8,573.8,8563.680561065674,874.8 -> 573.8, TAG(52:3)_FA 18:0,
46,874.8,575.8,27210.14207458496,874.8 -> 575.8, TAG(52:3)_FA 18:1,
47,874.8,601.8,22328.96164703369,874.8 -> 601.8,TAG(52:3)_FA 16:0,
48,874.8,603.8,31795.222686767578,874.8 -> 603.8,TAG(52:3)_FA 16:1,
49,876.8,575.8,17199.581047058105,876.8 -> 575.8,TAG(52:2)_FA 18:0,
50,876.8,577.8,70751.04525756836,876.8 -> 577.8,TAG(52:2)_FA 18:1,
51,876.8,603.8,31896.702026367188,876.8 -> 603.8,TAG(52:2)_FA 16:0,
52,876.8,605.8,26233.46173095703,876.8 -> 605.8,TAG(52:2)_FA 16:1,
53,878.8,577.8,44326.36294555664,878.8 -> 577.8,TAG(52:1)_FA 18:0,
54,878.8,579.8,114011.54718017578,878.8 -> 579.8,TAG(52:1)_FA 18:1,
55,878.8,605.8,25475.94165802002,878.8 -> 605.8,TAG(52:1)_FA 16:0,
56,878.8,607.8,37122.14228820801,878.8 -> 607.8,TAG(52:1)_FA 16:1,
57,880.8,579.8,62309.385192871094,880.8 -> 579.8,TAG(52:0)_FA 18:0,
58,880.8,581.8,17496.261222839355,880.8 -> 581.8,TAG(52:0)_FA 18:1,
59,880.8,607.8,31228.58236694336,880.8 -> 607.8,TAG(52:0)_FA 16:0,
60,880.8,609.8,14071.521118164062,880.8 -> 609.8,TAG(52:0)_FA 16:1,
61,892.7,591.7,56490.6852722168,892.7 -> 591.7,TAG(54:8)_FA 18:0,
62,892.7,593.7,26486.981941223145,892.7 -> 593.7,TAG(54:8)_FA 18:1,
63,892.7,619.7,36286.042152404785,892.7 -> 619.7,TAG(54:8)_FA 16:0,
64,892.7,621.7,20176.42128753662,892.7 -> 621.7,TAG(54:8)_FA 16:1,
65,894.8,593.8,18660.021408081055,894.8 -> 593.8,TAG(54:7)_FA 18:0,
66,894.8,595.8,10335.600635528564,894.8 -> 595.8,TAG(54:7)_FA 18:1,
67,894.8,621.8,15938.421112060547,894.8 -> 621.8,TAG(54:7)_FA 16:0,
68,894.8,623.8,15887.261112213135,894.8 -> 623.8,TAG(54:7)_FA 16:1,
69,896.8,595.8,9955.580657958984,896.8 -> 595.8,TAG(54:6)_FA 18:0,
70,896.8,597.8,9490.720596313477,896.8 -> 597.8,TAG(54:6)_FA 18:1,
71,896.8,623.8,13911.74084854126,896.8 -> 623.8,TAG(54:6)_FA 16:0,
72,896.8,625.8,47401.54349517822,896.8 -> 625.8,TAG(54:6)_FA 16:1,
73,898.8,597.8,8942.000621795654,898.8 -> 597.8,TAG(54:5)_FA 18:0,
74,898.8,599.8,67654.88484191895,898.8 -> 599.8,TAG(54:5)_FA 18:1,
