,Q1,Q3,Intensity,Transition,Lipid,Class
0,818.8,517.8,7641.4805335998535,818.8 -> 517.8,TAG(48:3)_FA 18:0,
1,818.8,519.8,15415.34105682373,818.8 -> 519.8,TAG(48:3)_FA 18:1,
2,818.8,545.8,15304.140914916992,818.8 -> 545.8,TAG(48:3)_FA 16:0,
3,818.8,547.8,92621.54985809326,818.8 -> 547.8,TAG(48:3)_FA 16:1,
4,820.8,519.8,15457.001239776611,820.8 -> 519.8,TAG(48:2)_F A18:0,
5,820.8,521.8,60667.46511077881,820.8 -> 521.8,TAG(48:2)_FA 18:1,
6,820.8,547.8,87796.04582214355,820.8 -> 547.8,TAG(48:2)_FA 16:0,
7,820.8,549.8,295004.0224609375,820.8 -> 549.8,TAG(48:2)_FA 16:1,
8,822.8,521.8,55556.423652648926,822.8 -> 521.8,TAG(48:1)_FA18:0,
9,822.8,523.8,121390.2106628418,822.8 -> 523.8,TAG(48:1)_FA 18:1,
10,822.8,549.8,293142.99697875977,822.8 -> 549.8,TAG(48:1)_FA 16:0,
11,822.8,551.8,489865.1397705078,822.8 -> 551.8,TAG(48:1)_FA 16:1,
12,824.8,523.8,112957.06896972656,824.8 -> 523.8,TAG(48:0)_FA 18:0,
13,824.8,525.8,16992.761123657227,824.8 -> 525.8,TAG(48:0)_FA 18:1,
14,824.8,551.8,468771.3748779297,824.8 -> 551.8,TAG(48:0)_FA 16:0,
15,824.8,553.8,58998.74403381348,824.8 -> 553.8,TAG(48:0)_FA 16:1,
16,829.8,570.8,12027.08080291748,829.8 -> 570.8,STD_15:0-18:1(d7)-15:0 TAG,
17,846.8,545.8,9124.480640411377,846.8 -> 545.8,TAG(50:4)_FA 18:0,
18,846.8,547.8,47826.60256195068,846.8 -> 547.8,TAG(50:4)_FA 18:1,
19,846.8,573.8,25609.901336669922,846.8 -> 573.8,TAG(50:4)_FA 16:0,
20,846.8,575.8,159635.57077026367,846.8 -> 575.8,TAG(50:4)_FA 16:1,
21,848.8,547.8,41299.96309661865,848.8 -> 547.8,TAG(50:3)_FA 18:0,
22,848.8,549.8,162622.62846374512,848.8 -> 549.8,TAG(50:3)_FA 18:1,
