,Q1,Q3,Intensity,Transition,Lipid,Class
0,818.8,517.8,7467.68053817749,818.8 -> 517.8,TAG(48:3)_FA 18:0,
1,818.8,519.8,7818.760585784912,818.8 -> 519.8,TAG(48:3)_FA 18:1,
2,818.8,545.8,8573.260555267334,818.8 -> 545.8,TAG(48:3)_FA 16:0,
3,818.8,547.8,24272.46150970459,818.8 -> 547.8,TAG(48:3)_FA 16:1,
4,820.8,519.8,8540.380531311035,820.8 -> 519.8,TAG(48:2)_F A18:0,
5,820.8,521.8,18564.62163925171,820.8 -> 521.8,TAG(48:2)_FA 18:1,
6,820.8,547.8,23851.521942138672,820.8 -> 547.8,TAG(48:2)_FA 16:0,
7,820.8,549.8,88706.04654693604,820.8 -> 549.8,TAG(48:2)_FA 16:1,
8,822.8,521.8,17844.881271362305,822.8 -> 521.8,TAG(48:1)_FA18:0,
9,822.8,523.8,49947.98342895508,822.8 -> 523.8,TAG(48:1)_FA 18:1,
10,822.8,549.8,86759.46649169922,822.8 -> 549.8,TAG(48:1)_FA 16:0,
11,822.8,551.8,233210.27709960938,822.8 -> 551.8,TAG(48:1)_FA 16:1,
12,824.8,523.8,48914.46305847168,824.8 -> 523.8,TAG(48:0)_FA 18:0,
13,824.8,525.8,11971.180847167969,824.8 -> 525.8,TAG(48:0)_FA 18:1,
14,824.8,551.8,239792.30053710938,824.8 -> 551.8,TAG(48:0)_FA 16:0,
15,824.8,553.8,28981.402542114258,824.8 -> 553.8,TAG(48:0)_FA 16:1,
16,829.8,570.8,10466.920783996582,829.8 -> 570.8,STD_15:0-18:1(d7)-15:0 TAG,
17,846.8,545.8,6613.920425415039,846.8 -> 545.8,TAG(50:4)_FA 18:0,
18,846.8,547.8,15206.321170806885,846.8 -> 547.8,TAG(50:4)_FA 18:1,
19,846.8,573.8,13348.66083908081,846.8 -> 573.8,TAG(50:4)_FA 16:0,
20,846.8,575.8,96598.02868652344,846.8 -> 575.8,TAG(50:4)_FA 16:1,
21,848.8,547.8,14218.980857849121,848.8 -> 547.8,TAG(50:3)_FA 18:0,
22,848.8,549.8,52530.30351257324,848.8 -> 549.8,TAG(50:3)_FA 18:1,
23,848.8,575.8,101026.12844848633,848.8 -> 575.8,TAG(50:3)_FA 16:0,
24,848.8,577.8,497738.78131103516,848.8 -> 577.8,TAG(50:3)_FA 16:1,
25,850.8,549.8,43228.64254760742,850.8 -> 549.8,TAG(50:2)_FA 18:0,
26,850.8,551.8,160105.49279785156,850.8 -> 551.8,TAG(50:2)_FA 18:1,
27,850.8,577.8,560739.6888580322,850.8 -> 577.8,TAG(50:2)_FA 16:0,
28,850.8,579.8,176279.77264404297,850.8 -> 579.8,TAG(50:2)_FA 16:1,
29,852.8,551.8,108499.5478515625,852.8 -> 551.8,TAG(50:1)_FA 18:0,
30,852.8,553.8,25206.581771850586,852.8 -> 553.8,TAG(50:1)_FA 18:1,
31,852.8,579.8,175382.24938964844,852.8 -> 579.8,TAG(50:0)_FA 16:0,
32,852.8,581.8,24911.341957092285,852.8 -> 581.8,TAG(50:0)_FA 16:1,
33,868.7,567.7,11607.780754089355,868.7 -> 567.7,TAG(52:6)_FA 18:0,
34,868.7,569.7,12008.740734100342,868.7 -> 569.7,TAG(52:6)_FA 18:1,
35,868.7,595.7,15202.940979003906,868.7 -> 595.7,TAG(52:6)_FA 16:0,
36,868.7,597.7,18724.8212890625,868.7 -> 597.7,TAG(52:6)_FA 16:1,
37,870.8,569.8,8988.480701446533,870.8 -> 569.8,TAG(52:5)_FA 18:0,
38,870.8,571.8,7137.580505371094,870.8 -> 571.8,TAG(52:5)_FA 18:1,
39,870.8,597.8,19387.461654663086,870.8 -> 597.8,TAG(52:5)_FA 16:0,
40,870.8,599.8,332060.30839538574,870.8 -> 599.8,TAG(52:5)_FA 16:1,
41,872.8,571.8,6963.620529174805,872.8 -> 571.8,TAG(52:4)_FA 18:0,
42,872.8,573.8,12224.940910339355,872.8 -> 573.8,TAG(52:4)_FA 18:1,
