,Q1,Q3,Intensity,Transition,Lipid,Class
0,818.8,517.8,5832.300399780273,818.8 -> 517.8,TAG(48:3)_FA 18:0,
1,818.8,519.8,9821.180778503418,818.8 -> 519.8,TAG(48:3)_FA 18:1,
2,818.8,545.8,9292.560676574707,818.8 -> 545.8,TAG(48:3)_FA 16:0,
3,818.8,547.8,33957.1623916626,818.8 -> 547.8,TAG(48:3)_FA 16:1,
4,820.8,519.8,10230.340877532959,820.8 -> 519.8,TAG(48:2)_F A18:0,
5,820.8,521.8,26723.262405395508,820.8 -> 521.8,TAG(48:2)_FA 18:1,
6,820.8,547.8,32171.322414398193,820.8 -> 547.8,TAG(48:2)_FA 16:0,
7,820.8,549.8,105711.9067993164,820.8 -> 549.8,TAG(48:2)_FA 16:1,
8,822.8,521.8,25464.22119140625,822.8 -> 521.8,TAG(48:1)_FA18:0,
9,822.8,523.8,73032.54507446289,822.8 -> 523.8,TAG(48:1)_FA 18:1,
10,822.8,549.8,103560.26837158203,822.8 -> 549.8,TAG(48:1)_FA 16:0,
11,822.8,551.8,255085.14233398438,822.8 -> 551.8,TAG(48:1)_FA 16:1,
12,824.8,523.8,68656.44445800781,824.8 -> 523.8,TAG(48:0)_FA 18:0,
13,824.8,525.8,12231.220977783203,824.8 -> 525.8,TAG(48:0)_FA 18:1,
14,824.8,551.8,244064.55822753906,824.8 -> 551.8,TAG(48:0)_FA 16:0,
15,824.8,553.8,31475.80295562744,824.8 -> 553.8,TAG(48:0)_FA 16:1,
16,829.8,570.8,11932.960861206055,829.8 -> 570.8,STD_15:0-18:1(d7)-15:0 TAG,
17,846.8,545.8,6823.640460968018,846.8 -> 545.8,TAG(50:4)_FA 18:0,
18,846.8,547.8,21174.261653900146,846.8 -> 547.8,TAG(50:4)_FA 18:1,
19,846.8,573.8,12865.140907287598,846.8 -> 573.8,TAG(50:4)_FA 16:0,
20,846.8,575.8,60412.90391540527,846.8 -> 575.8,TAG(50:4)_FA 16:1,
21,848.8,547.8,20070.001209259033,848.8 -> 547.8,TAG(50:3)_FA 18:0,
22,848.8,549.8,68189.86544036865,848.8 -> 549.8,TAG(50:3)_FA 18:1,
23,848.8,575.8,63343.685287475586,848.8 -> 575.8,TAG(50:3)_FA 16:0,
24,848.8,577.8,212855.69915771484,848.8 -> 577.8,TAG(50:3)_FA 16:1,
25,850.8,549.8,57553.52478790283,850.8 -> 549.8,TAG(50:2)_FA 18:0,
26,850.8,551.8,185017.13653564453,850.8 -> 551.8,TAG(50:2)_FA 18:1,
27,850.8,577.8,214490.5377960205,850.8 -> 577.8,TAG(50:2)_FA 16:0,
28,850.8,579.8,118093.34619140625,850.8 -> 579.8,TAG(50:2)_FA 16:1,
29,852.8,551.8,128315.97088623047,852.8 -> 551.8,TAG(50:1)_FA 18:0,
30,852.8,553.8,23418.0615234375,852.8 -> 553.8,TAG(50:1)_FA 18:1,
31,852.8,579.8,116359.04962158203,852.8 -> 579.8,TAG(50:0)_FA 16:0,
32,852.8,581.8,19897.701599121094,852.8 -> 581.8,TAG(50:0)_FA 16:1,
33,868.7,567.7,11150.360744476318,868.7 -> 567.7,TAG(52:6)_FA 18:0,
34,868.7,569.7,14226.881217956543,868.7 -> 569.7,TAG(52:6)_FA 18:1,
35,868.7,595.7,11623.080940246582,868.7 -> 595.7,TAG(52:6)_FA 16:0,
36,868.7,597.7,11876.780849456787,868.7 -> 597.7,TAG(52:6)_FA 16:1,
37,870.8,569.8,10734.50082397461,870.8 -> 569.8,TAG(52:5)_FA 18:0,
38,870.8,571.8,6794.900444030762,870.8 -> 571.8,TAG(52:5)_FA 18:1,
39,870.8,597.8,9962.360744476318,870.8 -> 597.8,TAG(52:5)_FA 16:0,
40,870.8,599.8,37243.383125305176,870.8 -> 599.8,TAG(52:5)_FA 16:1,
41,872.8,571.8,6610.020492553711,872.8 -> 571.8,TAG(52:4)_FA 18:0,
42,872.8,573.8,13996.100978851318,872.8 -> 573.8,TAG(52:4)_FA 18:1,
43,872.8,599.8,34457.90256500244,872.8 -> 599.8,TAG(52:4)_FA 16:0,
44,872.8,601.8,46573.58327484131,872.8 -> 601.8,TAG(52:4)_FA 16:1,
45,874.8,573.8,12900.640769958496,874.8 -> 573.8, TAG(52:3)_FA 18:0,
46,874.8,575.8,75138.80595397949,874.8 -> 575.8, TAG(52:3)_FA 18:1,
47,874.8,601.8,47567.84239196777,874.8 -> 601.8,TAG(52:3)_FA 16:0,
48,874.8,603.8,95511.52699279785,874.8 -> 603.8,TAG(52:3)_FA 16:1,
49,876.8,575.8,52687.68324279785,876.8 -> 575.8,TAG(52:2)_FA 18:0,
50,876.8,577.8,248344.69570922852,876.8 -> 577.8,TAG(52:2)_FA 18:1,
51,876.8,603.8,91756.38725280762,876.8 -> 603.8,TAG(52:2)_FA 16:0,
52,876.8,605.8,73062.82421875,876.8 -> 605.8,TAG(52:2)_FA 16:1,
53,878.8,577.8,166101.93019104004,878.8 -> 577.8,TAG(52:1)_FA 18:0,
54,878.8,579.8,172209.6727294922,878.8 -> 579.8,TAG(52:1)_FA 18:1,
55,878.8,605.8,77759.56553649902,878.8 -> 605.8,TAG(52:1)_FA 16:0,
56,878.8,607.8,53631.00402832031,878.8 -> 607.8,TAG(52:1)_FA 16:1,
57,880.8,579.8,97191.42697143555,880.8 -> 579.8,TAG(52:0)_FA 18:0,
58,880.8,581.8,22218.7816696167,880.8 -> 581.8,TAG(52:0)_FA 18:1,
59,880.8,607.8,47805.06303405762,880.8 -> 607.8,TAG(52:0)_FA 16:0,
60,880.8,609.8,18253.72102355957,880.8 -> 609.8,TAG(52:0)_FA 16:1,
61,892.7,591.7,24729.32183074951,892.7 -> 591.7,TAG(54:8)_FA 18:0,
62,892.7,593.7,30781.962005615234,892.7 -> 593.7,TAG(54:8)_FA 18:1,
63,892.7,619.7,16754.981170654297,892.7 -> 619.7,TAG(54:8)_FA 16:0,
64,892.7,621.7,21788.4815826416,892.7 -> 621.7,TAG(54:8)_FA 16:1,
65,894.8,593.8,19287.241333007812,894.8 -> 593.8,TAG(54:7)_FA 18:0,
66,894.8,595.8,13942.92105102539,894.8 -> 595.8,TAG(54:7)_FA 18:1,
67,894.8,621.8,16059.081245422363,894.8 -> 621.8,TAG(54:7)_FA 16:0,
68,894.8,623.8,14072.740943908691,894.8 -> 623.8,TAG(54:7)_FA 16:1,
69,896.8,595.8,11188.700714111328,896.8 -> 595.8,TAG(54:6)_FA 18:0,
70,896.8,597.8,12030.300750732422,896.8 -> 597.8,TAG(54:6)_FA 18:1,
71,896.8,623.8,14774.281005859375,896.8 -> 623.8,TAG(54:6)_FA 16:0,
72,896.8,625.8,36932.34270095825,896.8 -> 625.8,TAG(54:6)_FA 16:1,
73,898.8,597.8,10774.400787353516,898.8 -> 597.8,TAG(54:5)_FA 18:0,
74,898.8,599.8,65141.10390472412,898.8 -> 599.8,TAG(54:5)_FA 18:1,
75,898.8,625.8,73447.7467956543,898.8 -> 625.8,TAG(54:5)_FA 16:0,
76,898.8,627.8,134506.4062576294,898.8 -> 627.8,TAG(54:5)_FA 16:1,
77,900.8,599.8,44088.24311828613,900.8 -> 599.8,TAG(54:4)_FA 18:0,
78,900.8,601.8,77993.20611572266,900.8 -> 601.8,TAG(54:4)_FA 18:1,
79,900.8,627.8,138240.08863830566,900.8 -> 627.8,TAG(54:4)_FA 16:0,
80,900.8,629.8,52957.52275085449,900.8 -> 629.8,TAG(54:4)_FA 16:1,
81,902.8,601.8,68138.94497680664,902.8 -> 601.8,TAG(54:3)_FA 18:0,
82,902.8,603.8,253716.47952270508,902.8 -> 603.8,TAG(54:3)_FA 18:1,
83,902.8,629.8,53358.324279785156,902.8 -> 629.8,TAG(54:3)_FA 16:0,
84,902.8,631.8,14432.161033630371,902.8 -> 631.8,TAG(54:3)_FA 16:1,
85,904.8,603.8,218619.71478271484,904.8 -> 603.8,TAG(54:2)_FA 18:0,
86,904.8,605.8,131231.0481262207,904.8 -> 605.8,TAG(54:2)_FA 18:1,
87,904.8,631.8,20055.401252746582,904.8 -> 631.8,TAG(54:2)_FA 16:0,
88,904.8,633.8,15551.321041107178,904.8 -> 633.8,TAG(54:2)_FA 16:1,
89,906.8,605.8,110430.52879333496,906.8 -> 605.8,TAG(54:1)_FA 18:0,
90,906.8,607.8,101554.68774414062,906.8 -> 607.8,TAG(54:1)_FA 18:1,
91,906.8,633.8,12879.300788879395,906.8 -> 633.8,TAG(54:1)_FA 16:0,
92,906.8,635.8,25922.422134399414,906.8 -> 635.8,TAG(54:1)_FA 16:1,
93,908.9,607.9,69157.66586303711,908.9 -> 607.9,TAG(54:0)_FA 18:0,
94,908.9,609.9,14728.901191711426,908.9 -> 609.9,TAG(54:0)_FA 18:1,
95,908.9,635.9,18662.621383666992,908.9 -> 635.9,TAG(54:0)_FA 16:0,
96,908.9,637.9,13048.840969085693,908.9 -> 637.9,TAG(54:0)_FA 16:1,
97,920.8,619.8,14943.021041870117,920.8 -> 619.8,TAG(56:8)_FA 18:0,
98,920.8,647.8,11642.200981140137,920.8 -> 647.8,TAG(56:8)_FA 16:0,
99,920.8,649.8,21278.381828308105,920.8 -> 649.8,TAG(56:8)_FA 16:1,
100,922.8,621.8,18993.46150970459,922.8 -> 621.8,TAG(56:7)_FA 18:0,
101,922.8,649.8,23634.661529541016,922.8 -> 649.8,TAG(56:7)_FA 16:0,
102,922.8,651.8,28674.76138305664,922.8 -> 651.8,TAG(56:7)_FA 16:1,
103,924.8,623.8,17198.28140258789,924.8 -> 623.8,TAG(56:6)_FA 18:0,
