,Q1,Q3,Intensity,Transition,Lipid,Class
0,818.8,517.8,6929.260482788086,818.8 -> 517.8,TAG(48:3)_FA 18:0,
1,818.8,519.8,8135.000621795654,818.8 -> 519.8,TAG(48:3)_FA 18:1,
2,818.8,545.8,11216.960731506348,818.8 -> 545.8,TAG(48:3)_FA 16:0,
3,818.8,547.8,22625.081741333008,818.8 -> 547.8,TAG(48:3)_FA 16:1,
4,820.8,519.8,8210.340511322021,820.8 -> 519.8,TAG(48:2)_F A18:0,
5,820.8,521.8,19179.101402282715,820.8 -> 521.8,TAG(48:2)_FA 18:1,
6,820.8,547.8,22618.101539611816,820.8 -> 547.8,TAG(48:2)_FA 16:0,
7,820.8,549.8,68097.80406188965,820.8 -> 549.8,TAG(48:2)_FA 16:1,
8,822.8,521.8,20475.061241149902,822.8 -> 521.8,TAG(48:1)_FA18:0,
9,822.8,523.8,77737.92474365234,822.8 -> 523.8,TAG(48:1)_FA 18:1,
10,822.8,549.8,70726.76544189453,822.8 -> 549.8,TAG(48:1)_FA 16:0,
11,822.8,551.8,398100.2561035156,822.8 -> 551.8,TAG(48:1)_FA 16:1,
12,824.8,523.8,73045.18475341797,824.8 -> 523.8,TAG(48:0)_FA 18:0,
13,824.8,525.8,15256.941131591797,824.8 -> 525.8,TAG(48:0)_FA 18:1,
14,824.8,551.8,390662.68896484375,824.8 -> 551.8,TAG(48:0)_FA 16:0,
15,824.8,553.8,50858.9436340332,824.8 -> 553.8,TAG(48:0)_FA 16:1,
16,829.8,570.8,10341.060768127441,829.8 -> 570.8,STD_15:0-18:1(d7)-15:0 TAG,
17,846.8,545.8,6507.3604736328125,846.8 -> 545.8,TAG(50:4)_FA 18:0,
18,846.8,547.8,15982.801136016846,846.8 -> 547.8,TAG(50:4)_FA 18:1,
19,846.8,573.8,10998.880840301514,846.8 -> 573.8,TAG(50:4)_FA 16:0,
20,846.8,575.8,36460.26206588745,846.8 -> 575.8,TAG(50:4)_FA 16:1,
21,848.8,547.8,16466.281219482422,848.8 -> 547.8,TAG(50:3)_FA 18:0,
22,848.8,549.8,43869.06246185303,848.8 -> 549.8,TAG(50:3)_FA 18:1,
23,848.8,575.8,36133.12223815918,848.8 -> 575.8,TAG(50:3)_FA 16:0,
24,848.8,577.8,99689.90631103516,848.8 -> 577.8,TAG(50:3)_FA 16:1,
25,850.8,549.8,35387.002838134766,850.8 -> 549.8,TAG(50:2)_FA 18:0,
26,850.8,551.8,256764.73944091797,850.8 -> 551.8,TAG(50:2)_FA 18:1,
27,850.8,577.8,102434.72727966309,850.8 -> 577.8,TAG(50:2)_FA 16:0,
28,850.8,579.8,191947.37380981445,850.8 -> 579.8,TAG(50:2)_FA 16:1,
29,852.8,551.8,153112.46881103516,852.8 -> 551.8,TAG(50:1)_FA 18:0,
30,852.8,553.8,36342.44226074219,852.8 -> 553.8,TAG(50:1)_FA 18:1,
31,852.8,579.8,182771.03204345703,852.8 -> 579.8,TAG(50:0)_FA 16:0,
32,852.8,581.8,29045.32192993164,852.8 -> 581.8,TAG(50:0)_FA 16:1,
33,868.7,567.7,13045.760890960693,868.7 -> 567.7,TAG(52:6)_FA 18:0,
34,868.7,569.7,15435.260940551758,868.7 -> 569.7,TAG(52:6)_FA 18:1,
35,868.7,595.7,17399.041297912598,868.7 -> 595.7,TAG(52:6)_FA 16:0,
36,868.7,597.7,14153.321090698242,868.7 -> 597.7,TAG(52:6)_FA 16:1,
37,870.8,569.8,10527.080654144287,870.8 -> 569.8,TAG(52:5)_FA 18:0,
38,870.8,571.8,7542.500564575195,870.8 -> 571.8,TAG(52:5)_FA 18:1,
