,Q1,Q3,Intensity,Transition,Lipid,Class
0,818.8,517.8,4918.820350646973,818.8 -> 517.8,TAG(48:3)_FA 18:0,
1,818.8,519.8,5121.740383148193,818.8 -> 519.8,TAG(48:3)_FA 18:1,
2,818.8,545.8,6146.040412902832,818.8 -> 545.8,TAG(48:3)_FA 16:0,
3,818.8,547.8,9278.940704345703,818.8 -> 547.8,TAG(48:3)_FA 16:1,
4,820.8,519.8,5082.6403884887695,820.8 -> 519.8,TAG(48:2)_F A18:0,
5,820.8,521.8,7561.880523681641,820.8 -> 521.8,TAG(48:2)_FA 18:1,
6,820.8,547.8,9679.820854187012,820.8 -> 547.8,TAG(48:2)_FA 16:0,
7,820.8,549.8,15885.061172485352,820.8 -> 549.8,TAG(48:2)_FA 16:1,
8,822.8,521.8,7377.36047744751,822.8 -> 521.8,TAG(48:1)_FA18:0,
9,822.8,523.8,21618.46160888672,822.8 -> 523.8,TAG(48:1)_FA 18:1,
10,822.8,549.8,14042.520881652832,822.8 -> 549.8,TAG(48:1)_FA 16:0,
11,822.8,551.8,78800.26586914062,822.8 -> 551.8,TAG(48:1)_FA 16:1,
12,824.8,523.8,21596.381561279297,824.8 -> 523.8,TAG(48:0)_FA 18:0,
13,824.8,525.8,5469.980369567871,824.8 -> 525.8,TAG(48:0)_FA 18:1,
14,824.8,551.8,75208.78491210938,824.8 -> 551.8,TAG(48:0)_FA 16:0,
15,824.8,553.8,13001.800888061523,824.8 -> 553.8,TAG(48:0)_FA 16:1,
16,829.8,570.8,7826.860576629639,829.8 -> 570.8,STD_15:0-18:1(d7)-15:0 TAG,
17,846.8,545.8,6516.180469512939,846.8 -> 545.8,TAG(50:4)_FA 18:0,
18,846.8,547.8,9436.800720214844,846.8 -> 547.8,TAG(50:4)_FA 18:1,
19,846.8,573.8,7036.340469360352,846.8 -> 573.8,TAG(50:4)_FA 16:0,
20,846.8,575.8,10352.320724487305,846.8 -> 575.8,TAG(50:4)_FA 16:1,
21,848.8,547.8,10164.100685119629,848.8 -> 547.8,TAG(50:3)_FA 18:0,
22,848.8,549.8,9156.060607910156,848.8 -> 549.8,TAG(50:3)_FA 18:1,
23,848.8,575.8,10769.040725708008,848.8 -> 575.8,TAG(50:3)_FA 16:0,
24,848.8,577.8,32990.642150878906,848.8 -> 577.8,TAG(50:3)_FA 16:1,
25,850.8,549.8,10594.600723266602,850.8 -> 549.8,TAG(50:2)_FA 18:0,
26,850.8,551.8,52617.323669433594,850.8 -> 551.8,TAG(50:2)_FA 18:1,
27,850.8,577.8,32651.88217163086,850.8 -> 577.8,TAG(50:2)_FA 16:0,
28,850.8,579.8,43490.202880859375,850.8 -> 579.8,TAG(50:2)_FA 16:1,
29,852.8,551.8,33462.922607421875,852.8 -> 551.8,TAG(50:1)_FA 18:0,
30,852.8,553.8,9320.520637512207,852.8 -> 553.8,TAG(50:1)_FA 18:1,
31,852.8,579.8,38392.32238769531,852.8 -> 579.8,TAG(50:0)_FA 16:0,
32,852.8,581.8,10588.440795898438,852.8 -> 581.8,TAG(50:0)_FA 16:1,
33,868.7,567.7,6954.800491333008,868.7 -> 567.7,TAG(52:6)_FA 18:0,
34,868.7,569.7,7084.9604568481445,868.7 -> 569.7,TAG(52:6)_FA 18:1,
35,868.7,595.7,8897.760597229004,868.7 -> 595.7,TAG(52:6)_FA 16:0,
36,868.7,597.7,5950.640407562256,868.7 -> 597.7,TAG(52:6)_FA 16:1,
37,870.8,569.8,6469.18049621582,870.8 -> 569.8,TAG(52:5)_FA 18:0,
38,870.8,571.8,5042.460372924805,870.8 -> 571.8,TAG(52:5)_FA 18:1,
39,870.8,597.8,5753.060459136963,870.8 -> 597.8,TAG(52:5)_FA 16:0,
40,870.8,599.8,8640.440559387207,870.8 -> 599.8,TAG(52:5)_FA 16:1,
41,872.8,571.8,4884.66032409668,872.8 -> 571.8,TAG(52:4)_FA 18:0,
42,872.8,573.8,6886.560565948486,872.8 -> 573.8,TAG(52:4)_FA 18:1,
43,872.8,599.8,6798.080451965332,872.8 -> 599.8,TAG(52:4)_FA 16:0,
44,872.8,601.8,8717.820693969727,872.8 -> 601.8,TAG(52:4)_FA 16:1,
45,874.8,573.8,6594.540489196777,874.8 -> 573.8, TAG(52:3)_FA 18:0,
46,874.8,575.8,13297.800842285156,874.8 -> 575.8, TAG(52:3)_FA 18:1,
47,874.8,601.8,8876.100631713867,874.8 -> 601.8,TAG(52:3)_FA 16:0,
48,874.8,603.8,14874.78076171875,874.8 -> 603.8,TAG(52:3)_FA 16:1,
49,876.8,575.8,10294.56061553955,876.8 -> 575.8,TAG(52:2)_FA 18:0,
