,Q1,Q3,Intensity,Transition,Lipid,Class
0,818.8,517.8,3640.840229034424,818.8 -> 517.8,TAG(48:3)_FA 18:0,
1,818.8,519.8,4603.66028213501,818.8 -> 519.8,TAG(48:3)_FA 18:1,
2,818.8,545.8,5180.620346069336,818.8 -> 545.8,TAG(48:3)_FA 16:0,
3,818.8,547.8,6664.880451202393,818.8 -> 547.8,TAG(48:3)_FA 16:1,
4,820.8,519.8,5076.1803550720215,820.8 -> 519.8,TAG(48:2)_F A18:0,
5,820.8,521.8,8638.100540161133,820.8 -> 521.8,TAG(48:2)_FA 18:1,
6,820.8,547.8,7878.220558166504,820.8 -> 547.8,TAG(48:2)_FA 16:0,
7,820.8,549.8,12182.04086303711,820.8 -> 549.8,TAG(48:2)_FA 16:1,
8,822.8,521.8,7318.120506286621,822.8 -> 521.8,TAG(48:1)_FA18:0,
9,822.8,523.8,19115.401336669922,822.8 -> 523.8,TAG(48:1)_FA 18:1,
10,822.8,549.8,12255.920867919922,822.8 -> 549.8,TAG(48:1)_FA 16:0,
11,822.8,551.8,77854.32543945312,822.8 -> 551.8,TAG(48:1)_FA 16:1,
12,824.8,523.8,18024.161346435547,824.8 -> 523.8,TAG(48:0)_FA 18:0,
13,824.8,525.8,6275.140453338623,824.8 -> 525.8,TAG(48:0)_FA 18:1,
14,824.8,551.8,70242.7451171875,824.8 -> 551.8,TAG(48:0)_FA 16:0,
15,824.8,553.8,11834.520713806152,824.8 -> 553.8,TAG(48:0)_FA 16:1,
16,829.8,570.8,3813.2602310180664,829.8 -> 570.8,STD_15:0-18:1(d7)-15:0 TAG,
17,846.8,545.8,4722.980319976807,846.8 -> 545.8,TAG(50:4)_FA 18:0,
18,846.8,547.8,5980.020370483398,846.8 -> 547.8,TAG(50:4)_FA 18:1,
19,846.8,573.8,6383.7204513549805,846.8 -> 573.8,TAG(50:4)_FA 16:0,
20,846.8,575.8,10009.000694274902,846.8 -> 575.8,TAG(50:4)_FA 16:1,
21,848.8,547.8,5613.920372009277,848.8 -> 547.8,TAG(50:3)_FA 18:0,
22,848.8,549.8,10685.56071472168,848.8 -> 549.8,TAG(50:3)_FA 18:1,
23,848.8,575.8,8896.220596313477,848.8 -> 575.8,TAG(50:3)_FA 16:0,
24,848.8,577.8,209183.85668945312,848.8 -> 577.8,TAG(50:3)_FA 16:1,
25,850.8,549.8,9396.160652160645,850.8 -> 549.8,TAG(50:2)_FA 18:0,
26,850.8,551.8,46144.083251953125,850.8 -> 551.8,TAG(50:2)_FA 18:1,
27,850.8,577.8,202038.45379638672,850.8 -> 577.8,TAG(50:2)_FA 16:0,
28,850.8,579.8,89414.40673828125,850.8 -> 579.8,TAG(50:2)_FA 16:1,
29,852.8,551.8,27675.221893310547,852.8 -> 551.8,TAG(50:1)_FA 18:0,
30,852.8,553.8,8744.680618286133,852.8 -> 553.8,TAG(50:1)_FA 18:1,
31,852.8,579.8,91660.36737060547,852.8 -> 579.8,TAG(50:0)_FA 16:0,
32,852.8,581.8,19845.361541748047,852.8 -> 581.8,TAG(50:0)_FA 16:1,
33,868.7,567.7,7479.3804931640625,868.7 -> 567.7,TAG(52:6)_FA 18:0,
34,868.7,569.7,4754.960357666016,868.7 -> 569.7,TAG(52:6)_FA 18:1,
35,868.7,595.7,7489.560508728027,868.7 -> 595.7,TAG(52:6)_FA 16:0,
36,868.7,597.7,6282.840431213379,868.7 -> 597.7,TAG(52:6)_FA 16:1,
37,870.8,569.8,5236.380367279053,870.8 -> 569.8,TAG(52:5)_FA 18:0,
38,870.8,571.8,4912.920375823975,870.8 -> 571.8,TAG(52:5)_FA 18:1,
39,870.8,597.8,5303.460395812988,870.8 -> 597.8,TAG(52:5)_FA 16:0,
40,870.8,599.8,6708.120494842529,870.8 -> 599.8,TAG(52:5)_FA 16:1,
41,872.8,571.8,4893.840301513672,872.8 -> 571.8,TAG(52:4)_FA 18:0,
42,872.8,573.8,6777.080490112305,872.8 -> 573.8,TAG(52:4)_FA 18:1,
43,872.8,599.8,6790.1804122924805,872.8 -> 599.8,TAG(52:4)_FA 16:0,
44,872.8,601.8,7558.260551452637,872.8 -> 601.8,TAG(52:4)_FA 16:1,
45,874.8,573.8,6262.1604347229,874.8 -> 573.8, TAG(52:3)_FA 18:0,
46,874.8,575.8,10529.100761413574,874.8 -> 575.8, TAG(52:3)_FA 18:1,
47,874.8,601.8,7580.120529174805,874.8 -> 601.8,TAG(52:3)_FA 16:0,
48,874.8,603.8,11345.940795898438,874.8 -> 603.8,TAG(52:3)_FA 16:1,
49,876.8,575.8,8629.360572814941,876.8 -> 575.8,TAG(52:2)_FA 18:0,
50,876.8,577.8,22408.88150024414,876.8 -> 577.8,TAG(52:2)_FA 18:1,
51,876.8,603.8,10792.400833129883,876.8 -> 603.8,TAG(52:2)_FA 16:0,
52,876.8,605.8,10394.720718383789,876.8 -> 605.8,TAG(52:2)_FA 16:1,
53,878.8,577.8,17555.881271362305,878.8 -> 577.8,TAG(52:1)_FA 18:0,
54,878.8,579.8,44664.02355957031,878.8 -> 579.8,TAG(52:1)_FA 18:1,
55,878.8,605.8,9436.500686645508,878.8 -> 605.8,TAG(52:1)_FA 16:0,
56,878.8,607.8,16863.84132385254,878.8 -> 607.8,TAG(52:1)_FA 16:1,
57,880.8,579.8,24602.021682739258,880.8 -> 579.8,TAG(52:0)_FA 18:0,
58,880.8,581.8,9784.960693359375,880.8 -> 581.8,TAG(52:0)_FA 18:1,
59,880.8,607.8,15554.821197509766,880.8 -> 607.8,TAG(52:0)_FA 16:0,
60,880.8,609.8,8305.500541687012,880.8 -> 609.8,TAG(52:0)_FA 16:1,
61,892.7,591.7,8330.300605773926,892.7 -> 591.7,TAG(54:8)_FA 18:0,
62,892.7,593.7,12169.880767822266,892.7 -> 593.7,TAG(54:8)_FA 18:1,
63,892.7,619.7,8443.980560302734,892.7 -> 619.7,TAG(54:8)_FA 16:0,
64,892.7,621.7,8833.960594177246,892.7 -> 621.7,TAG(54:8)_FA 16:1,
65,894.8,593.8,7973.220558166504,894.8 -> 593.8,TAG(54:7)_FA 18:0,
66,894.8,595.8,6524.380458831787,894.8 -> 595.8,TAG(54:7)_FA 18:1,
67,894.8,621.8,9095.860649108887,894.8 -> 621.8,TAG(54:7)_FA 16:0,
68,894.8,623.8,7892.800643920898,894.8 -> 623.8,TAG(54:7)_FA 16:1,
69,896.8,595.8,6392.78044128418,896.8 -> 595.8,TAG(54:6)_FA 18:0,
70,896.8,597.8,6746.32052230835,896.8 -> 597.8,TAG(54:6)_FA 18:1,
71,896.8,623.8,7204.620498657227,896.8 -> 623.8,TAG(54:6)_FA 16:0,
72,896.8,625.8,6790.7204666137695,896.8 -> 625.8,TAG(54:6)_FA 16:1,
73,898.8,597.8,5304.420337677002,898.8 -> 597.8,TAG(54:5)_FA 18:0,
74,898.8,599.8,9487.380744934082,898.8 -> 599.8,TAG(54:5)_FA 18:1,
75,898.8,625.8,5653.56037902832,898.8 -> 625.8,TAG(54:5)_FA 16:0,
76,898.8,627.8,6682.200469970703,898.8 -> 627.8,TAG(54:5)_FA 16:1,
77,900.8,599.8,7965.180530548096,900.8 -> 599.8,TAG(54:4)_FA 18:0,
78,900.8,601.8,14876.981117248535,900.8 -> 601.8,TAG(54:4)_FA 18:1,
79,900.8,627.8,5697.020332336426,900.8 -> 627.8,TAG(54:4)_FA 16:0,
80,900.8,629.8,6093.260444641113,900.8 -> 629.8,TAG(54:4)_FA 16:1,
81,902.8,601.8,13126.80093383789,902.8 -> 601.8,TAG(54:3)_FA 18:0,
82,902.8,603.8,43905.60256958008,902.8 -> 603.8,TAG(54:3)_FA 18:1,
83,902.8,629.8,6318.360408782959,902.8 -> 629.8,TAG(54:3)_FA 16:0,
84,902.8,631.8,7603.800468444824,902.8 -> 631.8,TAG(54:3)_FA 16:1,
85,904.8,603.8,43354.542709350586,904.8 -> 603.8,TAG(54:2)_FA 18:0,
86,904.8,605.8,17082.88116455078,904.8 -> 605.8,TAG(54:2)_FA 18:1,
87,904.8,631.8,7288.100486755371,904.8 -> 631.8,TAG(54:2)_FA 16:0,
88,904.8,633.8,7693.000556945801,904.8 -> 633.8,TAG(54:2)_FA 16:1,
89,906.8,605.8,13912.56095123291,906.8 -> 605.8,TAG(54:1)_FA 18:0,
90,906.8,607.8,26675.922271728516,906.8 -> 607.8,TAG(54:1)_FA 18:1,
91,906.8,633.8,7860.000598907471,906.8 -> 633.8,TAG(54:1)_FA 16:0,
92,906.8,635.8,10403.460693359375,906.8 -> 635.8,TAG(54:1)_FA 16:1,
93,908.9,607.9,20110.061630249023,908.9 -> 607.9,TAG(54:0)_FA 18:0,
94,908.9,609.9,8332.740524291992,908.9 -> 609.9,TAG(54:0)_FA 18:1,
95,908.9,635.9,8431.32063293457,908.9 -> 635.9,TAG(54:0)_FA 16:0,
96,908.9,637.9,9704.040630340576,908.9 -> 637.9,TAG(54:0)_FA 16:1,
97,920.8,619.8,8012.460487365723,920.8 -> 619.8,TAG(56:8)_FA 18:0,
98,920.8,647.8,7320.760520935059,920.8 -> 647.8,TAG(56:8)_FA 16:0,
99,920.8,649.8,10483.000816345215,920.8 -> 649.8,TAG(56:8)_FA 16:1,
100,922.8,621.8,8362.020538330078,922.8 -> 621.8,TAG(56:7)_FA 18:0,
101,922.8,649.8,10092.520690917969,922.8 -> 649.8,TAG(56:7)_FA 16:0,
102,922.8,651.8,113904.36936950684,922.8 -> 651.8,TAG(56:7)_FA 16:1,
103,924.8,623.8,6822.700489044189,924.8 -> 623.8,TAG(56:6)_FA 18:0,
104,924.8,651.8,111779.41159057617,924.8 -> 651.8,TAG(56:6)_FA 16:0,
105,924.8,653.8,41002.4827041626,924.8 -> 653.8,TAG(56:6)_FA 16:1,
106,926.8,625.8,5646.180397033691,926.8 -> 625.8,TAG(56:5)_FA 18:0,
107,926.8,653.8,40839.56336212158,926.8 -> 653.8,TAG(56:5)_FA 16:0,
108,926.8,655.8,11849.140800476074,926.8 -> 655.8,TAG(56:5)_FA 16:1,
109,928.8,627.8,5759.820384979248,928.8 -> 627.8,TAG(56:4)_FA 18:0,
110,928.8,655.8,11346.880683898926,928.8 -> 655.8,TAG(56:4)_FA 16:0,
111,928.8,657.8,6101.160446166992,928.8 -> 657.8,TAG(56:4)_FA 16:1,
112,930.8,629.8,5050.120357513428,930.8 -> 629.8,TAG(56:3)_FA 18:0,
113,930.8,657.8,6202.960433959961,930.8 -> 657.8,TAG(56:3)_FA 16:0,
114,930.8,659.8,5825.360420227051,930.8 -> 659.8,TAG(56:3)_FA 16:1,
115,932.9,631.9,6331.660396575928,932.9 -> 631.9,TAG(56:2)_FA 18:0,
116,932.9,659.9,5919.460376739502,932.9 -> 659.9,TAG(56:2)_FA 16:0,
117,932.9,661.9,6856.720512390137,932.9 -> 661.9,TAG(56:2)_FA 16:1,
118,934.9,633.9,7323.360511779785,934.9 -> 633.9,TAG(56:1)_FA 18:0,
119,934.9,661.9,7072.480587005615,934.9 -> 661.9,TAG(56:1)_FA 16:0,
120,934.9,663.9,8074.400566101074,934.9 -> 663.9,TAG(56:1)_FA 16:1,
121,936.9,635.9,8237.20065689087,936.9 -> 635.9,TAG(56:0)_FA 18:0,
122,936.9,663.9,9732.000701904297,936.9 -> 663.9,TAG(56:0)_FA 16:0,
123,936.9,665.9,5888.240440368652,936.9 -> 665.9,TAG(56:0)_FA 16:1,
124,944.8,643.8,6001.98046875,944.8 -> 643.8,TAG(58:10)_FA 18:0,
125,944.8,671.8,4790.480331420898,944.8 -> 671.8,TAG(58:10)_FA 16:0,
126,944.8,673.8,5332.8403968811035,944.8 -> 673.8,TAG(58:10)_FA 16:1,
127,946.8,645.8,6346.100433349609,946.8 -> 645.8,TAG(58:9)_FA 18:0,
128,946.8,673.8,5036.320350646973,946.8 -> 673.8,TAG(58:9)_FA 16:0,
129,946.8,675.8,7605.74055480957,946.8 -> 675.8,TAG(58:9)_FA 16:1,
130,948.8,647.8,6532.220481872559,948.8 -> 647.8,TAG(58:8)_FA 18:0,
131,948.8,675.8,7857.720520019531,948.8 -> 675.8,TAG(58:8)_FA 16:0,
132,948.8,677.8,9632.680751800537,948.8 -> 677.8,TAG(58:8)_FA 16:1,
133,950.8,649.8,8925.56063079834,950.8 -> 649.8,TAG(58:7)_FA 18:0,
134,950.8,677.8,8149.340599060059,950.8 -> 677.8,TAG(58:7)_FA 16:0,
135,950.8,679.8,6579.660507202148,950.8 -> 679.8,TAG(58:7)_FA 16:1,
136,952.8,651.8,10720.940727233887,952.8 -> 651.8,TAG(58:6)_FA 18:0,
137,952.8,679.8,5710.540397644043,952.8 -> 679.8,TAG(58:6)_FA 16:0,
138,952.8,681.8,4971.7203369140625,952.8 -> 681.8,TAG(58:6)_FA 16:1,
139,954.8,653.8,7464.200572967529,954.8 -> 653.8,TAG(58:5)_FA 18:0,
140,954.8,681.8,4998.5603675842285,954.8 -> 681.8,TAG(58:5)_FA 16:0,
141,954.8,683.8,5006.460308074951,954.8 -> 683.8,TAG(58:5)_FA 16:1,
142,956.9,655.9,5600.120399475098,956.9 -> 655.9,TAG(58:4)_FA 18:0,
143,956.9,683.9,5072.780368804932,956.9 -> 683.9,TAG(58:4)_FA 16:0,
144,956.9,685.9,5901.680465698242,956.9 -> 685.9,TAG(58:4)_FA 16:1,
145,958.9,657.9,5975.940406799316,958.9 -> 657.9,TAG(58:3)_FA 18:0,
146,958.9,685.9,6274.880405426025,958.9 -> 685.9,TAG(58:3)_FA 16:0,
147,958.9,687.9,5194.80041885376,958.9 -> 687.9,TAG(58:3)_FA 16:1,
148,960.9,659.9,6614.620506286621,960.9 -> 659.9,TAG(58:2)_FA 18:0,
149,960.9,687.9,6035.380401611328,960.9 -> 687.9,TAG(58:2)_FA 16:0,
150,960.9,689.9,5746.680419921875,960.9 -> 689.9,TAG(58:2)_FA 16:1,
151,962.9,661.9,6398.520481109619,962.9 -> 661.9,TAG(58:1)_FA 18:0,
