lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M1-WT-cerebellum10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023
PG (28:1),-0.061160805517211515,7.048364648697206,0.009443136891377435,0.9225867826666914,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,68491.84460449219,74913.38555908203,57968.74407958984,68552.40466308594,73892.62579345703,61337.74444580078,66218.52410888672
PG (28:2),0.26118299069466794,6.883286944291774,0.17198693960312994,0.6783519551833288,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,57340.04409790039,84554.66744995117,45218.58349609375,53612.22314453125,50697.2041015625,44659.04318237305,85055.92672729492
PG (30:0),-0.04804284865418012,7.2486912123006055,0.005826973569810434,0.9391528867460671,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,74066.08599853516,90102.5264892578,74679.70458984375,86862.22576904297,80241.525634765625,72421.94519042969,63750.92449951172
PG (30:1),-0.008077940012662255,6.545639901991108,1.647384476228808e-4,0.9897593948311482,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,48364.64367675781,54285.8440246582,45376.46318054199,49401.823822021484,49008.4631652832,46228.523529052734,40275.58282470703
PG (30:2),-0.006306456038517834,6.763924402392491,1.0040803567790135e-4,0.9920050264885709,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,61294.60485839844,62893.364318847656,45769.882972717285,64363.50451660156,56127.28399658203,44488.90295410156,52244.96357727051
PG (30:3),0.08488723703075211,6.9706181749638905,0.018189632534813427,0.8927154928586133,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,71195.38423156738,71759.74517822266,62228.52453613281,59998.4841003418,63794.364349365234,64720.704010009766,53280.26364135742
PG (30:4),-0.13674413895040252,6.566929663145675,0.047189915956550976,0.8280272353375507,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,49965.16354370117,50746.962982177734,40654.42274475098,59331.84396362305,50432.0237121582,40884.00305175781,45092.143463134766
PG (32:0),-0.015467161083415419,7.568074657623358,6.039883994617412e-4,0.9803930228005234,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,102743.06762695312,115370.12881469728,90067.28607177734,105049.3271484375,102445.0464477539,94419.22625732422,68149.18524169922
PG (32:1),0.12593243837612506,6.955936882620743,0.04002577798712535,0.841430188096568,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,75246.42495727539,82812.26593017578,57021.724517822266,56930.56408691406,66845.34552001953,66885.94525146484,39920.783111572266
PG (32:2),0.05703537714577595,9.39290073237089,0.008212590665607422,0.9277918815994732,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,443466.1301269531,484116.0390625,301770.5174560547,291345.9454345703,391304.74865722656,458612.2399902344,62236.564208984375
PG (32:3),0.010410968455545032,6.855971767300823,2.7364130301066325e-4,0.9868019101718919,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,65668.12420654297,65404.14474487305,56752.3444519043,62605.40451049805,63284.5246887207,55705.80368041992,43656.64297485352
PG (32:4),0.01566918181483573,7.333366218857768,6.198661035625719e-4,0.9801370321312279,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,101438.8674621582,87340.14566040039,81720.02523803711,94550.14590454102,85846.96682739258,80842.18670654297,43767.94314575195
PG (34:0),0.048895244431382295,6.871965399521647,0.006035492898263328,0.9380758940106281,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,57631.26397705078,72081.1653137207,60293.04412841797,60848.68395996094,62800.78399658203,54718.96374511719,49477.183349609375
PG (34:1),0.22589863564081472,7.39018757051016,0.1287039153121441,0.7197796668601472,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,94860.0460205078,130954.04846191406,74307.78564453125,92373.44665527344,81956.54620361328,71022.38482666016,58451.984619140625
PG (34:2),0.11926250002278002,6.860244548818821,0.03589918059924457,0.8497238459416272,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,66695.94464111328,73869.34582519531,54799.94348144531,55399.36364746094,62551.00436401367,56350.163650512695,45983.30322265625
PG (34:3),0.09831592814751745,6.886668975177293,0.024398562934521806,0.8758750665623807,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,66449.2251586914,72496.46502685547,56262.884216308594,59414.42401123047,62442.70458984375,55006.48416137695,50424.14373779297
PG (34:4),0.04504991725952821,6.792673760688221,0.005123532022935251,0.9429370707265838,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,65065.224609375,66065.48483276367,49460.76364135742,56437.18389892578,61066.20468139648,52230.043365478516,45698.94369506836
PG (34:5),-0.010914356275406554,7.722716470379626,3.007503573826398e-4,0.986163655426661,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,128450.8108215332,116327.82794189452,99962.30596923828,131893.1882019043,116646.36660766602,89329.46643066406,70728.80438232422
PG (34:5)_2,-0.005611517153130359,7.629204550261583,7.950060171424411e-5,0.9928859073823657,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,125213.76928710938,105470.92761230467,90703.9073486328,120796.5284729004,106076.68731689452,87162.8062133789,70120.16534423828
PG (34:6),-1.4146594884193673,7.73707776066312,4.862262766815093,0.027450311446169606,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,69765.04461669922,73391.60455322266,55129.4440612793,377565.8013305664,64470.34359741211,61105.563903808594,49891.1640625
PG (36:0),0.10374770530544239,8.147623580303144,0.027169235393898816,0.8690770586092187,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,163344.27221679688,193784.0128173828,120035.4874267578,165576.1326904297,150934.48754882812,109975.62634277344,112770.00897216795
PG (36:1),0.1551454036877561,8.987370806493995,0.0607417085848283,0.8053274572878824,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,401467.169921875,351786.125,154521.771484375,395688.3662109375,223744.416015625,155809.130859375,142614.4111328125
PG (36:2),0.40088190820849134,8.516043400517734,0.4044428448733015,0.5248036605158082,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,248285.53784179688,340847.4636230469,141933.95056152344,211995.015625,175739.953125,136441.73095703125,75807.625
PG (36:3),0.14966998810113666,6.910451212357649,0.056529610434836286,0.8120675823676783,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,65389.604888916016,87005.88610839844,53786.163665771484,62601.96466064453,59394.964294433594,56423.48400878906,47194.82287597656
PG (36:4),-0.029120036382896133,7.10237597020078,0.0021408189977591974,0.9630958589943172,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,68909.8451538086,88303.12628173828,58225.44384765625,72263.70471191406,75949.34533691406,63515.70458984375,64116.624450683594
PG (36:5),0.00994024370913158,6.6992385165645985,2.494541045052756e-4,0.9873986424961024,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,56448.04425048828,59226.764221191406,51134.60290527344,57818.92416381836,55612.74429321289,47720.00338745117,42303.02325439453
PG (36:6),-0.06541152447647336,6.75693192320915,0.010801163992482543,0.9172259719423904,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,58527.00439453125,65036.38458251953,50959.643615722656,59990.96374511719,62131.48513793945,55005.243591308594,35202.042388916016
PG (36:7),0.10892875555559618,6.970180801979078,0.029949152413109914,0.8626056538461885,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,73597.6455078125,85593.18644714355,57013.683685302734,65739.70477294922,64797.944091796875,62745.784729003906,40557.30270385742
PG (36:8),0.03275128117191356,8.860096714462346,0.0027081045727754827,0.9584972577720318,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,311157.482421875,325331.8876953125,198792.59490966797,223835.11614990231,274376.58459472656,289634.3452758789,56242.584411621094
PG (38:0) | PGp (40:6),0.22894197355472987,8.090512915768306,0.13219347323183683,0.7161685241917283,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,187481.07244873047,227386.8992919922,105329.6264038086,131072.5506591797,152545.7124633789,140190.2694091797,45743.74346923828
PG (38:1),0.39720944188540036,7.709413212093048,0.39708489789177304,0.5285985900098524,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,139777.9501953125,182985.85272216797,88625.58532714844,112599.22888183594,97412.1664428711,87387.905517578125,49655.80303955078
PG (38:2),0.71853048668153785,8.112728926363621,1.2902273703930405,0.2560060534231971,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,178818.45166015625,337394.5695800781,102677.96655273438,118883.56939697266,121756.00909423828,111403.74670410156,48587.86279296875
PG (38:3),0.5064539879784369,7.265041641100971,0.6442714837694439,0.4221682503996877,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,98201.48809814452,148948.31024169922,60911.56439208984,75268.98541259766,67677.46438598633,62154.04376220703,45920.02325439453
PG (38:4),0.05450677780009615,7.771964199167636,0.007500441366005417,0.9309854210081459,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,144185.73095703125,140745.1690673828,90295.68646240234,135806.29052734375,114575.96704101562,97630.266357421875,61057.764404296875
PG (38:5),0.04262216517004546,7.115000871166886,0.004586270740219334,0.9460069274872216,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,78744.9448852539,89525.78625488281,63744.00402832031,76219.70568847656,75994.1849975586,65453.06433105469,46921.72302246094
PG (38:6),0.049998601362610695,7.038144836899962,0.006310991592670234,0.9366812621090087,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,71733.22546386719,91206.1058959961,60061.96420288086,69759.46514892578,68940.80462646484,68710.30505371094,41587.902740478516
PG (38:7),0.0840461176761617,8.530796903024426,0.017831617404226563,0.8937702234098515,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,209252.61367797852,301795.8399658203,168381.69256591797,155839.73376464844,198883.39178466797,259913.3614501953,47670.643798828125
PG (38:8),0.4236662788877037,7.136281414757501,0.45154202741007055,0.501603578362096,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,87520.8461303711,116608.24926757812,66596.36511230469,62698.34436035156,70167.62469482422,60676.50439453125,43721.88293457031
PG (38:9),0.2697607058697407,7.309564734224209,0.18345636012736571,0.6684195723964507,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,88996.70568847656,134265.50872802734,69646.72454833984,73669.08544921875,83281.4849243164,74986.7458190918,48835.36358642578
PG (40:0) | PGp (42:6),0.08262377800368906,9.482398068893538,0.017233367291737522,0.895557039618835,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,387317.310546875,382324.8695678711,336013.9026489258,367705.1667480469,363289.90490722656,285873.9250488281,414513.41119384766
PG (40:0) | PGp (42:6)_2,0.09005338331611941,9.359049930222735,0.020471450579862008,0.8862282029075959,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,351685.84466552734,356322.60736083984,310752.63830566406,321781.9172363281,335593.4060058594,274915.53759765625,379299.68127441406
PG (40:1),0.004306400105311477,6.713592598627569,4.681952805185574e-5,0.9945405337143187,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,57209.86395263672,64855.38494873047,48710.42385864258,61239.90441894531,52950.96368408203,50420.94323730469,39614.50277709961
PG (40:10),-0.2515961564015169,8.811137227678206,0.15961601415256155,0.6895102894136299,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,224028.55786132812,321284.7852783203,193370.5118408203,201237.7530517578,204071.6534423828,439284.9958190918,41414.763244628906
PG (40:2),-0.1705882348960868,8.190145573060656,0.07342769405659055,0.7864099147834539,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,129176.96942138672,191235.59503173828,141936.97094726562,171760.37167358398,117918.7280883789,211727.81610107425,82514.9857788086
PG (40:3),-0.026269774056353657,6.995368927820351,0.0017422456314761803,0.9667057941527984,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,73247.785400390625,79081.20520019531,54974.04360961914,75383.20568847656,69343.46533203125,59052.32391357422,45485.20330810547
PG (40:4),0.023149298891491043,7.591041096086183,0.0013529472762456862,0.97065848210124,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,130747.4091796875,112691.32824707033,78115.10595703125,133631.40893554688,94997.84704589844,76667.764892578125,62290.7841796875
PG (40:5),-0.005810507839418802,8.114844496173026,8.523974247509614e-5,0.9926336057919578,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,200654.7939453125,153739.95141601562,105078.70727539062,214097.6350097656,126560.68884277344,103978.947265625,85592.88562011719
PG (40:6),0.030159978235188154,10.665935969414203,0.0022965498210396618,0.9617781421658955,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,1363399.65625,932621.0888671876,522733.861328125,1405535.490234375,696623.1083984375,544257.1337890625,353904.54736328125
PG (40:7),0.5470794640393016,7.533154247737392,0.7511473706035758,0.38611320942238514,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,117273.62878417967,186432.0150756836,76713.865478515625,95254.18688964844,77643.50555419922,72965.76525878906,48032.46319580078
PG (40:8),0.47788672296608464,7.086465526420992,0.5739559687502833,0.44869118811857933,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,79032.22476196289,135800.84991455078,55666.323669433594,59156.38470458984,61811.96447753906,62678.6845703125,40546.40286254883
PG (40:9),0.04918207740942709,7.079946963655548,0.006106562048969977,0.937713113746388,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,72173.18399047852,98813.245361328125,57565.143463134766,65973.1450805664,67066.10455322266,78753.70602416992,46388.383697509766
PG (42:0),-0.04683412855134514,7.830940642769067,0.005537551686302322,0.94068039035097,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,113936.30953979492,130459.23049926758,126164.0308227539,118253.6882019043,120182.62768554688,135559.42831420898,68010.10345458984
PG (42:1),0.0023652556891863062,6.641161914651184,1.4123859273240669e-5,0.997001419378451,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,55072.32360839844,58629.48388671875,51118.80334472656,58061.1037902832,52828.36413574219,49148.923583984375,31529.662155151367
PG (42:10),0.13189097323513557,6.946089862321102,0.043901517127551415,0.8340369469762601,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,76445.04498291016,70133.14474487305,51570.064697265625,63935.06457519531,58961.56298828125,52270.263092041016,65537.6849975586
PG (42:11),0.15407774293252338,8.920149448427976,0.059908751376497094,0.8066402208119642,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,259582.9608154297,235100.67596435547,188993.72885131836,235955.81616210935,200403.91635131836,159837.75024414062,425765.8896789551
PG (42:2),0.095993963865179735,6.790080581514427,0.023259884300145472,0.8787831933420142,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,62573.704162597656,74839.88610839844,52344.323791503906,58967.604095458984,54938.48384094238,57410.804595947266,35810.40270996094
PG (42:3),0.15608461460353107,8.310925653869361,0.06147859665293254,0.8041740383939276,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,190294.79357910156,218217.2755126953,165323.08984375,162331.3505859375,144758.3515625,191396.8116455078,68653.12451171875
PG (42:4),0.06575791084585571,6.5088243217759985,0.010915729770204052,0.9167897326724157,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,51495.82354736328,48151.46371459961,51747.00357055664,51113.903747558594,45203.723571777344,45465.32308959961,30665.162048339844
PG (42:5),-0.05735464868173561,6.469608991083918,0.008304278012460038,0.9273910342673943,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,48664.96353149414,51702.56332397461,40010.822845458984,49417.40330505371,45638.243591308594,46499.903259277344,34417.342712402344
PG (42:6),0.03579513350294594,7.349567511034613,0.0032347794235647598,0.9546446725467232,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,109471.92797851562,106569.9077758789,65895.00457763672,94492.66552734376,88787.925048828125,81687.28671264648,39467.10256958008
PG (42:7),-0.023962177738532636,6.610997863237634,0.0014495839683945633,0.9696291577594415,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,53421.06359863281,58632.564208984375,43373.04302978515,58557.88439941406,51442.48376464844,42734.96304321289,40694.88275146485
PG (42:8),0.028693254730954056,6.845944263466881,0.0020785131919183186,0.9636364707293479,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,63849.94445800781,69619.06408691406,55511.683685302734,63247.16400146485,60140.78436279297,56300.5837097168,42254.74349975586
PG (42:9),-0.1350592328771649,7.634409013148015,0.04603633507019822,0.830109762480975,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,98854.06701660156,121691.98834228516,103942.74768066406,123260.53076171876,103009.42822265624,119546.66857910156,41169.52258300781
PG (44:0),-0.10322409478912163,6.017298300422744,0.02689376549346889,0.8697365069211477,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,35315.722564697266,34490.70245361328,30805.88217163086,38829.982971191406,33943.80258178711,32452.002349853516,24744.54190063477
PG (44:1),0.10735155187304188,5.912879399359431,0.029086681511415687,0.8645790475974785,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,32837.182373046875,34557.1022644043,30492.782203674316,28298.22187423706,30704.882499694824,29574.14207839966,28024.14193725586
PG (44:10),0.001922102782959695,6.7788007864076185,9.327179213869385e-6,0.9975632299561052,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,76613.40557861328,60449.62454223633,42677.82321166992,81822.10559082031,50152.6032409668,41192.22299194336,38662.6628112793
PG (44:12),0.09119550898818185,6.7897638244162835,0.02099298675511818,0.8847980634865736,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,77869.58532714844,65205.565002441406,45019.04333496094,78623.28552246094,50569.383239746094,41016.72277832031,36960.40249633789
PG (44:2),0.04794797875055583,6.1331937085842085,0.005803701938191352,0.9392742778500941,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,38467.402770996094,39746.96279144287,34474.64217376709,36921.64277648926,36031.78265762329,33140.06253051758,31114.98211669922
PG (44:3),-0.11402547817977333,6.058360230591817,0.032815088191711084,0.8562503470366332,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,34683.622425079346,36949.022399902344,30556.862243652344,41574.58278274536,34625.42245864868,31065.04201889038,27819.921768188477
PG (44:4),-5.579227408954728e-4,6.068970113326337,7.858086519263452e-7,0.9992927085508242,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,38442.542724609375,35789.30242919922,32097.782287597656,40093.90286254883,29987.742431640625,33408.12237548828,28805.081985473633
PG (44:5),-0.0059796687894925,6.044415598898753,9.026874272421992e-5,0.9924194236810455,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,37387.9423828125,36922.28289794922,33214.38259887695,36381.46237182617,39092.342681884766,29845.522079467773,22608.84161376953
PG (44:6),0.057135461879732036,6.077259845177431,0.008240738095764758,0.9276685851165671,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,35656.52256774902,39178.94282531738,34118.98239135742,34923.96270751953,33625.28219604492,33344.702392578125,29619.32179260254
PG (44:7),-0.08107155464194178,6.139240051373897,0.016590698370890777,0.8975120401509109,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,36816.26272583008,39242.322692871094,32682.182235717773,41124.18258666992,36038.02291870117,34501.001953125,30537.3224029541
PG (44:8),0.06031139959597484,6.098300217689946,0.009182300034524353,0.923660102785406,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,39289.36267089844,42252.20294189453,31329.562255859375,34977.80270385742,36759.902770996094,33119.06219482422,27194.722106933594
PGo (20:0),-0.10646822047468014,7.1846858083260985,0.028611668012672453,0.8656787838774687,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,99502.706787109375,94053.32818603516,1766.920139312744,95398.967529296875,98504.9656677246,1489.3201026916504,129101.58911132812
PGo (28:0),0.1516265089416256,6.690899626663173,0.05801601525377009,0.8096596417000343,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,66681.52453613281,51632.403564453125,55712.963623046875,50994.82373046875,53290.063873291016,49670.42372131348,39178.362701416016
PGo (30:0),-0.2689084381172097,7.660159172878218,0.18230230323376873,0.6694020979231124,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,104598.40756225586,107913.26754760742,102795.94760131836,109769.78759765624,108567.76596069336,152954.09130859375,36833.5026550293
PGo (30:1),0.0406795761072813,6.890060956132687,0.004177728081799614,0.948464340704276,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,74551.60586547852,69316.4047241211,57865.38429260254,64459.223693847656,62870.24493408203,63511.685302734375,31758.76239013672
PGo (32:0),-0.09044112364604144,6.677089758393505,0.020647039997925276,0.8857446528475293,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,54444.304443359375,59134.2639465332,45255.08264160156,67729.80429077148,50323.383361816406,45326.60357666016,42436.62286376953
PGo (32:1),-0.007348171009096384,6.226531265238446,1.3631525303026137e-4,0.990684580401876,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,40229.84280395508,42881.66279602051,33496.522384643555,39869.22314453125,40631.08290100098,33176.842376708984,36412.56280517578
PGo (34:0),-0.07853714053520057,7.849125115821594,0.015570711925647629,0.900695616388134,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,128321.01022338869,135868.2508239746,102070.90728759766,138989.95147705078,115591.38851928712,119488.92822265624,83248.26483154297
PGo (34:2),0.09744861527337909,6.779519513921086,0.02396998271854045,0.8769613132175733,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,60302.724853515625,65990.22528076172,56021.904296875,55343.904296875,57640.28350830078,52783.10345458984,43904.3034362793
PGo (34:3),-0.01928522977208235,6.6026041364532775,9.389485090025573e-4,0.975554834004249,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,53857.564025878906,52954.72299194336,46056.12310791016,52016.68395996094,52269.963958740234,46606.62316894531,42189.14324951172
PGo (34:4),-0.041959942377941234,6.676906485254521,0.004444796105303794,0.9468449717264303,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,53593.7038269043,63367.7841796875,46951.283203125,61089.6051940918,56164.18475341797,45807.22271728515,38706.40280151367
PGo (36:0),0.10935764250237859,6.823369106691578,0.030185252776789184,0.8620705574159478,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,63629.76483154297,79160.86572265625,53702.4228515625,60164.603515625,57591.584533691406,57791.524475097656,34644.582427978516
PGo (36:1),0.06814273481503055,8.507228549483543,0.011722369425115176,0.9137816052212717,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,247066.5167236328,250484.4373779297,158368.81091308594,169578.95349121094,202948.81188964844,231910.1142578125,53039.72396850586
PGo (36:2),-0.02384547257570935,6.765781141903361,0.0014355082770975951,0.9697768994260816,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,PG,56512.80432128906,65957.4048461914,51647.28350830078,58500.7643737793,56934.0241394043,56112.42413330078,42934.363037109375
