lipid,logFC,logCPM,LR,PValue,FDR,type,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,10xBlank_01202023
(9Z)-3-hydroxyoctadecenoylcarnitine,-0.2059063716006573,15.075823898141001,0.1466516381438394,0.7017559315643782,0.9994622267857053,CAR,17311510.770996094,20298427.107910156,20722991.56201172,21033323.51171875,23314671.77001953,12741658.96826172,19088064.09716797,16634745.890625,15611679.19482422,2395006.220703125
1-O-behenoyl-Cer(d18:1/16:0),-0.047101627694399684,6.11225622614805,0.007710665485774371,0.9300273755961266,0.9994622267857053,Cer,36692.462463378906,37616.98265457153,47163.46329879761,38684.44284820557,42416.122787475586,30153.32243347168,25673.94190979004,38013.282623291016,29481.562602996823,22294.401321411133
1-O-carboceroyl-Cer(d18:1/16:0),-0.01027683688125792,7.419308524683758,3.6744306089531165e-4,0.9847064435367268,0.9994622267857053,Cer,94097.04789352416,71634.02543640137,152652.411567688,90605.04538345335,63292.42442703247,81261.78657150269,59303.043910980225,157176.4503211975,59104.12437057495,49086.90395736694
1-O-carboceroyl-Cer(d18:1/18:0),-0.26980719386086116,5.543369872331562,0.2512035817690049,0.6162288707398192,0.9994622267857053,Cer,24564.40146255493,21907.801445007324,21279.241298675537,21167.64161300659,23518.86159515381,24620.98153686523,18542.74126815796,20872.98154449463,19351.66135406494,32565.38228225708
1-O-cerotoyl-Cer(d18:1/16:0),-0.32208507990871116,7.42477230746806,0.3573260693422071,0.5499950314399438,0.9994622267857053,Cer,77182.18599319458,67614.68476867676,112079.00816345216,75406.60494613647,71531.56502151489,94600.40604019164,48290.72343444824,129686.40884780884,90206.18699645996,104272.36771011353
1-O-cerotoyl-Cer(d18:1/18:0),-0.42476162166179493,9.149575795103134,0.6189329663702666,0.4314440788590198,0.9994622267857053,Cer,261576.97959136963,228328.85834503177,223601.65310287476,227696.1364517212,242689.6378440857,319763.26332473755,188144.5944366455,290259.72340393066,254315.69579315183,544596.580368042
1-O-eicosanoyl-Cer(d18:1/16:0),-0.059433341651927436,6.075565351196067,0.012272409830984543,0.9117900844528348,0.9994622267857053,Cer,36027.762283325195,42948.363021850586,42736.36308288574,30331.58203125,38312.82266235352,32873.5220451355,24691.961532592773,32300.022270202637,30083.80215072632,28402.641986846924
1-O-lignoceroyl-Cer(d18:1/16:0),0.07856015827436644,7.196381217248333,0.021518530995763285,0.8833751652996256,0.9994622267857053,Cer,84782.36605834961,66330.18539047241,144407.71041107178,81413.10648345947,61918.36474227905,70929.20533752441,51119.96410369873,132110.53005218506,46688.28359603882,19274.341342926025
1-O-myristoyl-Cer(d18:1/16:0),-0.06421592956238233,6.554591014739967,0.014325432377972902,0.9047295950038418,0.9994622267857053,Cer,54183.54351043701,53711.363929748535,49155.66358947754,50361.163749694824,52282.40361404419,51031.74311065674,29999.60227203369,47704.262954711914,41838.42319107056,43334.30277252197
1-O-palmitoyl-Cer(d18:1/16:0),-0.11218487217514478,6.367376922342662,0.043659488092274046,0.8344884189294588,0.9994622267857053,Cer,42159.56315231323,46103.00323486328,43331.863063812256,40639.18308258057,37671.40256881714,41503.562911987305,30627.382152557373,38626.942794799805,38395.3628578186,50665.82361602783
1-O-stearoyl-Cer(d18:1/16:0),0.013424805127929453,6.286797087311117,6.273819853959139e-4,0.9800170006577745,0.9994622267857053,Cer,41978.902713775635,47592.20374298096,53856.84366226196,37718.002490997314,39907.92282104492,41409.22291183472,24739.361751556396,39577.362842559814,37099.262493133545,32940.40257644653
1-O-tricosanoyl-Cer(d18:1/16:0),0.03461553227181513,6.472972483420704,0.004173412612090033,0.9484909279614858,0.9994622267857053,Cer,47917.14291381836,44551.783615112305,79700.04627227783,46306.862968444824,46462.44305038452,36770.78251647949,26529.861740112305,74690.7049446106,34747.30205154419,21537.66153717041
1-O-tricosanoyl-Cer(d18:1/18:0),-0.284105412528905,4.500701582782177,0.2783500297883279,0.5977847104177766,0.9994622267857053,Cer,11874.98077774048,11112.440662384031,11614.500896453856,10037.64073562622,12337.640785217283,10196.060813903809,9660.040676116943,10959.840721130371,10466.840755462646,12759.900817871094
"12-Hydroxy-12-octadecanoylcarnitine, 3-hydroxyoctadecanoylcarnitine",-0.3016890762346072,13.167627450379518,0.31375552146509467,0.5753847389398541,0.9994622267857053,CAR,4612804.606933594,5059683.297363281,5089087.544433594,4672021.863769531,5415979.7744140625,3846312.868652344,4968330.218261719,4577722.708984375,4138307.3325195312,2428656.8916015625
12:0 Cholesteryl ester,-0.5759685462662327,8.18046983485445,1.1303687164472631,0.28769670467755476,0.9994622267857053,CE,206443.9545135498,187842.8329925537,54702.864181518555,53449.14390563965,200241.51499938965,196464.39416503903,191143.31437683103,48828.74309921265,50371.44329452515,158999.98956298828
12:0 Cholesteryl ester_2,-0.5458146817973437,8.133694305134288,1.016539953641768,0.3133411501627758,0.9994622267857053,CE,198899.35383605957,189600.57427978516,50913.96357727051,49618.86361312866,185237.65446472168,194796.03422546387,182998.5949554443,46823.283615112305,44904.20314788818,163044.15301513672
14:0 Cholesteryl ester,-0.78905062270964,7.563679547361078,2.0985198135449536,0.1474418126482699,0.9994622267857053,CE,107908.76762390137,103784.52690124512,43653.82319641113,49058.56335067749,105610.56730651855,107985.74781799316,168315.25177001953,36109.662437438965,35977.82231903076,85346.74568939209
14:1 Cholesteryl ester,-0.8196470374167314,7.543416613142053,2.2606079746990986,0.13270195433600374,0.9994622267857053,CE,101516.40711975098,103069.94741821288,42685.24269104004,45816.14336395264,109536.30744934082,108556.44799804688,160008.3309020996,36776.74267196655,35528.5424118042,91728.62675476074
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester,-0.6109043138947893,8.866675734431253,1.2695403158504632,0.25985293404037046,0.9994622267857053,CE,289878.5213623047,287886.201171875,121756.2882385254,94190.34649658205,306373.8005371094,299731.0216064453,295858.30310058594,112840.5672302246,105376.86743164062,268696.0985107422
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester_2,-0.6143019719692447,8.883657916694451,1.2834895464657166,0.2572512200318386,0.9994622267857053,CE,292477.3010253906,290238.64123535156,120988.00839233398,93845.26657104492,303455.8826904297,299659.14196777344,302988.9415283203,112044.8677368164,106071.48748779295,281328.5203857422
15:0 Cholesteryl ester,-0.6141867658050405,8.746711189628595,1.2830136684756326,0.257339445756548,0.9994622267857053,CE,259193.8380126953,259023.73706054688,110598.20782470705,99013.02743530272,266860.19885253906,267613.71813964844,272503.86083984375,114434.50775146484,111157.34732055664,248100.27880859375
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester,-0.6001690763880199,8.907302658416658,1.225949626732472,0.26819618775035503,0.9994622267857053,CE,296957.74169921875,290135.00103759766,120349.36853027344,108678.26788330078,297769.2003173828,290351.58154296875,308943.9620361328,124084.7282409668,119824.3484802246,282264.8193359375
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester_2,-0.5741289851621216,8.918759504677249,1.1232675772444054,0.289215946460657,0.9994622267857053,CE,299675.64099121094,298718.8214111328,121086.38803100586,111295.56848144533,301401.74060058594,287615.060546875,309998.6005859375,119055.92895507812,120952.50833129884,287922.24072265625
15:1 Cholesteryl ester,-0.6397147952383325,8.797467019172892,1.3901437741296832,0.23838082112548048,0.9994622267857053,CE,268055.0593261719,267581.09765625,112505.0086364746,97831.46688842772,284971.76025390625,274811.8981933594,285592.7198486328,114059.18821716309,115133.86862182616,255572.7781982422
16:0 Campesteryl ester | 17:0 Cholesteryl ester,-0.6774667094467672,8.992527310354493,1.556117949727195,0.21223453353972668,0.9994622267857053,CE,482661.26905822754,230368.095413208,157669.31104660034,44475.38328170776,351679.80712890625,393651.0072021485,180673.55206298828,528545.7402648926,78532.206298828125,121273.30940246582
16:0 Campesteryl ester | 17:0 Cholesteryl ester_2,-0.6902129151509915,8.969718774601661,1.6141739806153055,0.20390606021404872,0.9994622267857053,CE,457017.1744232178,232697.2156829834,162404.1529197693,42214.92322540283,337068.3601837158,390498.6081542969,178450.37184143066,527734.0662574768,75855.20571899414,125768.08905029295
16:2 Campesteryl ester,-0.6497263846046986,8.958727080579816,1.4332883419183418,0.23122852819216108,0.9994622267857053,CE,468778.7299804687,229844.91590881348,165206.61423492432,43435.38317108154,337974.6212387085,383311.68368530273,173929.8528137207,523835.7752380371,71962.5654296875,117353.56846618652
"16:2 Cholesteryl ester, zymosteryl palmitoleate",-0.6365942773865931,8.889900460088894,1.376828207361541,0.24064215866647448,0.9994622267857053,CE,286850.72009277344,293157.0216064453,113731.94830322266,101456.2074584961,297905.1613769531,287947.70153808594,311092.66162109375,121413.6282043457,118804.1879272461,274790.7999267578
16:3 Campesteryl ester,-0.6805750403588284,8.927421995560213,1.570181244066589,0.2101806946327443,0.9994622267857053,CE,456562.5186233521,217033.97341918945,160582.991481781,41053.32256317139,331275.62284851074,373961.9270172119,172677.89218139648,515711.15589141846,74763.10524368286,114802.70822143556
16:3 Cholesteryl ester,-0.6259606456084823,8.849255360464822,1.3319114283767703,0.2484654571951842,0.9994622267857053,CE,273550.51916503906,280845.88049316406,118023.78784179688,104182.76788330078,294535.90087890625,284794.66064453125,298385.6613769531,113194.88842773438,113224.94805908205,268572.4782714844
16:3 Stigmasteryl ester,-0.6577373962250351,9.255367562665972,1.4682655831202283,0.22561954509183577,0.9994622267857053,CE,542890.2322692871,303466.01583862305,177535.57064819336,70479.92538833618,411188.2872314453,460511.33279418945,242870.8171234131,562328.8849334717,103573.42597198486,174687.61349487305
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester",-0.7283592049460504,9.444049292771052,1.7939792662218679,0.18044207982142657,0.9994622267857053,CE,609582.4785461426,339927.88663482666,196164.55129241943,63067.42455291748,499268.83602905273,530913.7354736328,301160.1184692383,602502.1294021606,107037.6085472107,197711.39486694336
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester_2",-0.6719672730670209,9.432652717124657,1.5313874772546114,0.21590432853734942,0.9994622267857053,CE,612892.9210205078,352186.2632141113,199214.2363128662,66339.54444122314,479157.2927246094,521070.05615234375,297985.96279907227,599676.2238388062,98678.10720062256,197452.61389160156
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",-0.6764820612212262,9.416679192308536,1.55167944105051,0.21288768106868608,0.9994622267857053,CE,604201.1010437012,344977.4267883301,195620.6760406494,66619.54499816895,485151.77462768555,520088.8929138184,296793.23989868164,562371.0579147339,102937.98823547363,201944.25617980957
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester_2",-0.6898697588401693,9.407674031068796,1.612602129833249,0.20412640827636952,0.9994622267857053,CE,601233.5832366943,331640.3845214844,200966.05520629883,63674.6642036438,482734.01651000977,514852.2113342285,295495.2796020508,571522.3371124268,98115.54702758788,199674.9553833008
17:1 Cholesteryl ester; 16:1 Campesteryl ester,-0.7115950451434864,8.994921687554188,1.7138432043275316,0.190487492695946,0.9994622267857053,CE,471428.01194763184,218880.09548187256,165967.61249160767,46261.54291534424,346586.8232803345,398959.0480499267,182229.13215637207,539455.1224517822,80697.56628417969,122837.10720825195
17:1 Cholesteryl ester; 16:1 Campesteryl ester_2,-0.6788722103113822,8.926911915521703,1.5624689926098654,0.21130407816846983,0.9994622267857053,CE,460792.76985168457,206078.07276916504,160566.41161346436,45343.343311309814,330769.7475128174,378362.88427734375,172700.15437316897,506378.6541099548,74885.58505630493,119584.48794555664
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",-0.5711524676141414,8.632778235160677,1.1118032594276883,0.29169029565120475,0.9994622267857053,CE,278488.0610809326,250274.46084594727,88312.66635894775,66861.42481994629,265665.31997680664,250481.35647583008,273335.97845458984,62059.30449676514,64375.98403930664,232670.8377380371
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated_2",-0.5559554989473227,8.651740642717757,1.0541756315396924,0.3045473576453153,0.9994622267857053,CE,273423.89978027344,259398.0389404297,92443.26620483398,70337.48574829102,278562.02059936523,251506.4744873047,265981.2977294922,66287.6245727539,65895.02463531494,241449.8783721924
18:1 Campesteryl ester,-0.6333046612002539,8.608534929467249,1.3628520306118617,0.24304381075192075,0.9994622267857053,CE,263904.27825927734,252689.3544921875,82409.8259010315,56984.78404998779,266465.2412109375,245670.0968322754,280101.3180847168,56779.70411682129,60489.72505187988,225617.7167816162
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",-0.6705901032857038,9.464646002298231,1.5252232263446786,0.21683077138747808,0.9994622267857053,CE,604406.4444274902,375458.106048584,202646.0722885132,67644.66412353516,498600.83795166016,542809.4772644043,318725.1033630371,552400.2912902832,94015.80750274658,224405.7758178711
18:3 Campesteryl ester,-0.5818577693866113,8.460707218820417,1.153285556443734,0.28286242234456205,0.9994622267857053,CE,233462.63381958008,232237.91787719727,76780.36492156982,65536.76523590088,237615.17587280273,228000.55624389648,240460.916885376,57197.34386444092,61311.203605651855,197820.75631713867
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",-0.7036878166420301,9.509090040515643,1.6766582257696427,0.19536908811770645,0.9994622267857053,CE,619175.6261291504,365628.6613922119,202318.07664489743,71515.98536682129,507301.7349853515,540377.458404541,337561.1262207031,573815.3596115112,101688.64781570436,254542.46154785156
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester",-0.4298324776578869,9.36375533876507,0.6336658228440228,0.4260138457853647,0.9994622267857053,CE,447091.57263183594,447873.4123535156,205471.35342407227,140569.51007080078,437464.8122558594,402255.1103515625,402006.4881591797,144071.72985839844,158509.9910888672,328716.4434814453
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester_2",-0.43340807431417017,9.360083417864923,0.6441551388215885,0.42221015421871866,0.9994622267857053,CE,443882.2932128906,452466.95568847656,199821.99346923828,138753.42993164062,431716.41259765625,397131.4901123047,402571.6882324219,148464.85083007812,160089.11193847656,329537.4803466797
"2-Hydroxymyristoylcarnitine, 3-hydroxytetradecanoylcarnitine",-0.44578646642291564,11.397015726798545,0.681123278765881,0.40920019532005764,0.9994622267857053,CAR,1195290.807861328,1194065.662109375,1239282.0832519531,1133090.1042480469,1083593.9168701172,1316100.0698242188,1280694.2133789062,1321934.1652832031,1328133.6027832031,1930786.4631347656
20:0 Campesteryl ester,-0.007112221506058692,10.10666415643474,1.7600631690584123e-4,0.9894149856924707,0.9994622267857053,CE,1051954.5400390625,802405.31298828125,404391.10778808594,333963.88360595703,726330.0109863281,579660.4241943359,684587.46630859375,186229.01287841797,183809.9330444336,317584.8635253906
20:1 Campesteryl ester,-0.03818767683208333,10.083385179534222,0.005069989027106203,0.9432355130237219,0.9994622267857053,CE,1035268.6345214844,770815.9124755859,390393.90771484375,324425.34533691406,711627.2513427734,574620.6032714844,681386.88427734375,190459.41339111328,188184.5531616211,310572.0031738281
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",-0.4821959688767243,9.381224771507851,0.7956683009094832,0.3723916401993677,0.9994622267857053,CE,445063.4099121094,438793.0089111328,196959.51458740231,143887.10974121094,441135.7902832031,413777.4302978515,411261.06884765625,157066.20965576172,160391.5714111328,336350.2844238281
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",-0.4727512219603756,9.366909074001915,0.7651200708223769,0.38173094400021623,0.9994622267857053,CE,442481.4721679687,434864.9537353515,198226.1947631836,142786.26989746094,427770.54821777344,412817.9084472656,404912.9471435547,156799.3109741211,164944.91046142578,332064.9237060547
20:3 Campesteryl ester,-0.5445549392700043,10.127982217720746,1.011930121203477,0.31444088536448644,0.9994622267857053,CE,690644.8483886719,670642.06982421875,303552.1791381836,338287.26470947266,651394.2424316406,620419.22412109375,818735.2111816406,256280.87823486328,276048.0584716797,532591.3153076172
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",-0.4364929462504957,9.162423737753263,0.6532716287183575,0.41894540981682854,0.9994622267857053,CE,373994.6680908203,377226.9892578125,181923.79260253903,143761.37060546875,364076.984375,342376.0046386719,346876.38415527344,141291.849609375,159077.29052734375,281844.6805419922
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",-0.5506915329377701,9.362528072850619,1.0345671277318615,0.30908838933971794,0.9994622267857053,CE,426969.5148162842,402345.11001586914,157411.192817688,135987.24981689453,386609.8872833252,384790.6307067871,438562.8924407959,131670.3087234497,149449.1901550293,433173.92571258545
20:5 Cholesteryl ester,-0.6663052506622906,10.333088950142379,1.5061243435993674,0.2197314309511691,0.9994622267857053,CE,774021.08935546875,796451.9927368164,261745.4785232544,228661.520111084,736159.460723877,768196.9700622559,914103.2744140624,243411.83782958984,267082.9399795532,911030.2897338868
22:0 Campesteryl ester,-0.6032001585367139,9.076634937046517,1.2381860714122013,0.26582092867512874,0.9994622267857053,CE,466218.7146835327,350722.9248352051,96338.56734848022,93248.5464744568,340675.8217391968,367210.848815918,477027.76877593994,80513.78633880615,67158.64447784424,105651.5481300354
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",0.29510935153076606,9.278533755313873,0.3048631118290359,0.5808496267422192,0.9994622267857053,CE,760646.4669799805,476102.9566268921,238534.7177581787,214955.03761291504,418908.9720458984,288414.3606262207,395202.1464691162,60594.46385574341,54126.38396835327,79871.64535522461
22:0 Sitosteryl ester,-0.6513530004146959,9.213433980040044,1.4403576877903106,0.2300814675617278,0.9994622267857053,CE,485815.2135925293,355294.92652893066,88051.98610305786,102267.82748413086,362017.368598938,396812.5258102417,498058.5573425293,96923.02661895752,69150.82513046265,228572.99380493164
22:1 Campesteryl ester,-0.4992974918226152,9.037541205324679,0.8524607023937278,0.3558571478088163,0.9994622267857053,CE,468357.8101348877,350133.2861633301,110473.78787994383,98551.34607315063,338504.9609069824,364372.6840209961,430084.86849212646,86435.68635940552,65307.76513290405,102455.64757919312
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",0.2909498775303268,9.257404558943247,0.29631243807671126,0.5862034798840238,0.9994622267857053,CE,759511.5723876953,460364.1280517578,238796.4598121643,205046.51355743408,429962.6456832886,281520.3006362915,380934.2229003906,58387.70426940918,56851.843799591064,78654.8657836914
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",-0.6520058404799624,9.23036058115175,1.4431997775864147,0.22962224795768832,0.9994622267857053,CE,498246.4359283447,359096.9853553772,98792.72665023804,99168.76778030396,360373.44744873047,413555.0725479126,509330.1950759888,100277.56690216064,72650.8650932312,206498.9136428833
22:2 Campesteryl ester,0.5490139117266752,8.692678061215712,1.057503225302753,0.30378533287185683,0.9994622267857053,CE,560526.3181762695,350653.6643676758,191685.95164108276,109390.46683120728,310858.8617248535,204018.31434631348,165681.3123474121,55576.944202423096,53085.56405258179,80835.36569976807
"22:2 Stigmasteryl ester, 22:3 Sitosteryl ester",-0.6654799597463085,9.169236291714347,1.5024495652928636,0.2202948406601098,0.9994622267857053,CE,469579.57151794434,358588.62020111084,94247.98609542848,99335.6669845581,343573.86669921875,397247.6654701233,506831.23790740967,93415.8077392578,73798.28538894653,160474.38968276978
22:3 Campesteryl ester,0.686009879390425,8.820752913649493,1.6513485619580024,0.19877548395495878,0.9994622267857053,CE,665137.4459533691,401060.3264312744,213215.67528152463,110209.54704284668,345234.3631744385,229129.03816223145,175946.43223571777,34748.142459869385,32327.26247024536,78485.72638702393
22:3 Stigmasteryl ester,-0.6542908136615506,9.080423033640606,1.4531659032935522,0.22802063515230717,0.9994622267857053,CE,469026.6374282837,339874.48025512695,81643.70561981201,92794.06651306152,327388.4639663696,372575.8259277344,492436.8146018982,90041.28677749634,63313.024700164795,107463.74801254272
"22:4 Cholesteryl ester, 20:3 Stigmasteryl ester",-0.04329930399351612,10.20697567722831,0.0065172151662409306,0.9356572580396258,0.9994622267857053,CE,1093322.7568359375,861990.7429199219,423409.32794189453,346047.02673339844,761836.2901611328,625923.0830078125,729867.6760253906,213621.0160522461,221255.75579833984,370215.2233886719
22:5 Cholesteryl ester,-0.009795000188940067,10.141188632758215,3.3380927925463766e-4,0.9854231024108633,0.9994622267857053,CE,1072980.8911132812,829280.7783203125,412156.6676635742,328844.22247314453,732844.8115234375,586350.77685546875,696990.0095214844,195039.9539489746,201413.27459716797,343852.4637451172
22:6 Cholesteryl ester,-0.03306687455291147,10.11906481950363,0.0038019562780391425,0.950833590322801,0.9994622267857053,CE,1064576.5604248047,808378.1989746094,398871.7492675781,318702.20233154297,724647.8146972656,589545.1394042969,698972.4873046875,192804.07348632812,194199.51263427737,318345.9444580078
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",-0.6711739461773079,9.24666983545165,1.527831499887725,0.21643818990488106,0.9994622267857053,CE,503115.4162559509,356643.36696624756,87385.58686447144,101842.16680145264,361285.80671310425,415519.5479660034,520013.3414154053,94177.24686813354,72342.84449386597,225753.29443740845
3-hydroxyarachidonoylcarnitine,-0.4165786441473455,11.867199524103114,0.5955247240963217,0.4402906590670844,0.9994622267857053,CAR,1804854.5581054688,1691555.87109375,1853001.6511230469,1728707.09375,1654123.5068359375,1856437.095703125,1835111.345703125,1974828.7731933591,1928741.116455078,1852556.1604003904
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",-0.4431380886005771,11.583854657314587,0.6731304399727378,0.4119623176156732,0.9994622267857053,CAR,1483060.986328125,1352919.6352539062,1493629.2587890625,1350391.4493408203,1341716.8400878906,1510425.403930664,1495649.9022216797,1594701.9755859375,1617362.8673095703,1670603.4350585938
"3-hydroxylinoleoylcarnitine,",-0.2093288620563466,15.020757594489345,0.15154983297614022,0.6970586604394624,0.9994622267857053,CAR,16541263.293945312,19619409.79248047,19984253.64794922,20210526.215820312,22603931.458007812,12251396.957519531,18552533.94921875,15933776.28515625,14766753.270751951,2200595.70703125
"3-hydroxypalmitoleoylcarnitine, Heptadecanoyl carnitine",-0.2529416176312842,13.903309633387687,0.2209440364825377,0.6383215495018966,0.9994622267857053,CAR,7377617.71875,8635526.384277344,8777433.122558594,8896624.5087890625,9503114.80419922,5984358.296875,8369825.224609375,7382732.733886719,7176826.198730469,2678909.9697265625
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine",-0.41854703024344925,11.828372689764553,0.6011166704702191,0.4381522826225538,0.9994622267857053,CAR,1729499.3325195312,1661999.3544921875,1749794.1958007812,1715870.7236328125,1629539.580078125,1757365.703125,1789178.2016601562,1834129.7998046875,1957207.7475585935,1844464.9086914065
C12:0,-0.1927135245957801,8.741932943664162,0.12851616516854847,0.7199755177832129,0.9994622267857053,FA,102755.98667907716,93574.48696136476,244185.53945922852,502122.9731445313,104670.28729248048,107748.88719940186,55248.80407714844,226448.41662597656,733573.8945007324,75923.3450012207
C12:1,0.03842012966399757,7.80552844701234,0.005141896806890145,0.9428350688977081,0.9994622267857053,FA,69150.74453735352,65784.02473449707,113583.0078125,270074.0389404297,59427.54405212402,47843.18366241455,55930.48390197754,110690.90811157228,275200.27850341797,73215.28530883789
C14:0,-0.07518424934662458,11.967399074828009,0.019632167386589572,0.8885692584580049,0.9994622267857053,FA,1091242.5759277344,1048398.7133789062,2319769.7622070312,4795566.249511719,1375814.2526855469,1198648.1489257812,803785.7360839844,2237367.9912109375,5189257.8056640625,693541.4095458984
