lipid,logFC,logCPM,LR,PValue,FDR,type,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,10xBlank_01202023
Lyso_PG(20:3) | PG (20:3),0.21431129708772448,6.446597590867641,0.1605666380266939,0.688635361996931,0.9994622267857053,PG,71022.5256652832,54178.56423950195,43382.403747558594,32352.06227874756,21389.601776123047,65918.30462646484,20446.681411743164,45412.323318481445,31054.822216033936,61253.543884277344
Lyso_PG(20:3) | PG (20:3)_2,0.1331163878730165,6.432217142640559,0.06185358977904798,0.8035898942108985,0.9994622267857053,PG,64133.085540771484,53458.60330200195,43510.663513183594,31257.76190567017,23647.941619873047,69630.6644897461,19581.92126464844,43416.16328430176,30767.981941223145,62474.78518676758
Lyso_PG(20:4) | PG (20:4),0.17999356438252312,6.279988776890536,0.113189964059075,0.7365412297209017,0.9994622267857053,PG,64777.54406738281,48290.023345947266,38263.022857666016,23117.98167037964,22074.70171356201,62411.18392944336,20803.881607055664,33355.48222732544,21874.181476593018,59044.60400390625
Lyso_PG(20:4) | PG (20:4)_2,0.1653327883437737,6.226415501977285,0.095475287802401,0.7573285580054586,0.9994622267857053,PG,62626.24395751953,45988.803802490234,37247.66262817383,22692.341346740723,22651.281490325928,58297.76396179199,19744.78142547607,32439.761947631836,23845.56146621704,54664.10339355469
Lyso_PG(20:5) | PG (20:5),0.07331224759493163,6.99352787619048,0.018737127604254056,0.8911227800078019,0.9994622267857053,PG,116189.0887451172,86026.74609375,54350.90383529663,18926.5615234375,33279.34234237671,120679.02905273438,45513.02331542969,51847.24350357056,12547.22092819214,97097.947265625
Lyso_PG(20:5) | PG (20:5)_2,0.1278521625564573,7.015636695477981,0.057053270898904884,0.8112154883753332,0.9994622267857053,PG,115493.9481201172,89173.58654785156,54362.28416442871,24862.521739959717,40075.10256958008,110495.84802246094,43231.74279785156,53899.28333663941,15377.94104385376,100433.68798828124
Lyso_PG(21:0),0.12996494117376162,6.84736456616134,0.05895711271210757,0.8081519238676742,0.9994622267857053,PG,76416.505126953125,59667.5842590332,71841.1849975586,64879.50451660156,29722.102321624756,72337.72518920898,20359.28140258789,65967.38375854492,84339.94592285156,55121.823150634766
Lyso_PG(22:0) | PG (22:0),0.302180627233485,8.046671021481286,0.319675767960689,0.5718025616960751,0.9994622267857053,PG,299290.2998046875,124028.98944091795,128361.60961914062,127635.51110839844,115272.68673706056,246874.18212890625,36193.022552490234,109431.30798339844,105790.38842773438,97126.206298828125
Lyso_PG(22:0) | PG (22:0)_2,0.28119349536444294,8.210415001734045,0.2767322414101727,0.5988510643211444,0.9994622267857053,PG,363965.40380859375,136011.8299560547,127314.50897216795,139483.65087890625,133046.94898986816,305872.8214111328,35623.78289794922,122322.34838867188,114068.62829589844,87367.98498535156
Lyso_PG(22:1) | PG (22:1),0.32401224901325787,6.332065740221566,0.3676210792909842,0.5443038478089428,0.9994622267857053,PG,61704.28466796875,45944.74301147461,42728.823318481445,42366.663330078125,18021.96137237549,53876.0634765625,13963.400970458984,40216.4030456543,42132.60272216797,55659.60400390625
Lyso_PG(22:1) | PG (22:1)_2,0.26311249000394915,6.369639275092632,0.24220919667368457,0.6226150500452483,0.9994622267857053,PG,58693.00408935547,45760.56314086914,47868.7033996582,42102.20310974121,19892.201599121097,57000.74412536621,15160.901260375977,43544.18281555176,40328.94276428223,56924.54309082031
Lyso_PG(22:2),0.3386122564066998,6.64866104167084,0.4015781557632181,0.526275355029832,0.9994622267857053,PG,74852.76498413086,66405.78477478027,57149.5438079834,52695.32504272461,25877.062007904053,70406.7251586914,15869.980918884276,56472.00408935547,49606.223205566406,55307.94386291504
Lyso_PG(22:4) | PG (22:4),0.5682232068093517,7.10153844472176,1.1328408676763502,0.287170186955038,0.9994622267857053,PG,119761.56866455078,112945.12878417967,73163.10412597656,70752.984619140625,32203.10205078125,97652.04718017578,21209.92155456543,62163.00408935547,65470.62438964844,66790.425048828125
Lyso_PG(22:4) | PG (22:4)_2,0.5433470218132369,7.05322014246566,1.0357307369904447,0.30881647249306926,0.9994622267857053,PG,118605.84973144533,107015.927734375,67423.18389892578,65735.96490478516,29382.00225830078,95158.586181640625,20540.08139038086,62115.744689941406,63417.54382324219,67896.06561279297
Lyso_PG(22:6) | PG (22:6),0.1500484719709913,6.956702709769218,0.0786183677041663,0.7791785605721866,0.9994622267857053,PG,89379.12701416016,67123.82434082031,76550.78552246094,62087.52426147461,27175.182441711426,95293.465087890625,24314.221557617188,71638.82501220703,71060.46472167969,62303.984130859375
Lyso_PG(22:6) | PG (22:6)_2,0.17607950163979488,7.001286914029717,0.10831694813219905,0.7420684627031437,0.9994622267857053,PG,88294.325439453125,73007.82470703125,82898.18658447266,63821.98370361328,30767.982414245605,93761.96667480467,25812.70147705078,71281.52499389648,73096.96588134766,64106.305236816406
Lyso_PI(12:0) | PI (12:0),0.12775207304603206,6.603067143387546,0.05696342529881804,0.8113613894465872,0.9994622267857053,PI,21872.961627960205,68302.94497680664,68516.46559143066,69559.30517578125,24602.56173324585,72075.10531616211,11705.90083694458,63254.58444213867,61284.885009765625,51699.76379394531
Lyso_PI(12:0) | PI (12:0)_2,0.091495292281258,6.653941964722499,0.029195927717410086,0.8643274339610286,0.9994622267857053,PI,23635.581630706787,70072.86456298828,66701.16535949707,72514.0647277832,21995.241653442383,77438.42562866211,13926.821025848389,64508.463775634766,65272.983489990234,53322.10321044922
Lyso_PI(12:0) | PI (12:0)_3,0.1113300532877247,6.621740959152703,0.04324497910874925,0.8352646726580986,0.9994622267857053,PI,22919.88156509399,67789.64440917969,66922.50625610352,70307.16459655762,22679.261657714844,70420.44485473633,11940.680770874023,62476.725509643555,67985.12423706055,55023.684326171875
Lyso_PI(13:0),0.16312769594893406,7.09503601436113,0.09294543055239046,0.7604655229366053,0.9994622267857053,PI,41458.34313201904,92059.9467163086,78218.90631103516,100321.04638671876,41032.8224029541,94464.28717041016,23581.441524505615,65335.46453857422,79814.026123046875,90002.8871459961
Lyso_PI(14:0) | PI (14:0),0.12192513856177091,6.813126039218718,0.051879736503906315,0.8198240883519359,0.9994622267857053,PI,21771.1815032959,78718.44567871094,78933.42465209961,79741.34530639648,24732.501640319824,88409.08752441406,7737.82052230835,74173.72543334961,76086.5258178711,67115.76525878906
Lyso_PI(14:0) | PI (14:0)_2,0.09987197950994568,6.82107718232768,0.034793235739925876,0.8520295862909687,0.9994622267857053,PI,22566.501735687256,80119.52658081055,83722.06677246094,76274.1242980957,27165.76196670532,88502.4866027832,10610.080707550049,74629.80499267578,74569.52569580078,61796.04522705078
Lyso_PI(14:1),0.2714215453852354,9.495173928365173,0.2577984398085391,0.611636706357176,0.9994622267857053,PI,68777.36492538452,548923.8675537109,649246.4865722656,590693.4376220703,78919.04601287842,621943.439453125,34645.622703552246,519473.10388183594,514444.1762695313,287219.0819091797
Lyso_PI(15:0) | PIo (16:0),0.400343032551142,9.221860800474587,0.5617535511119058,0.4535545718140348,0.9994622267857053,PI,20767.781421661377,533027.7792816162,541179.3835144043,611136.9318237305,26341.74208831787,519169.1562843323,15721.86092376709,514272.61895751953,438555.1931457519,77248.48648071289
Lyso_PI(15:0) | PIo (16:0)_2,0.47498552760743346,9.168342849630456,0.7912417006373289,0.3737249264227453,0.9994622267857053,PI,13958.00080871582,524690.0135879517,535870.8276977539,610761.8307800293,18559.62121963501,411753.2945327759,8702.520603179932,518677.5618286133,467257.43045043945,74041.88470458984
Lyso_PI(15:1) | PIp (16:0),0.06289057890750775,6.701514209521813,0.013785252825982752,0.9065346716491314,0.9994622267857053,PI,20816.681552886963,75834.58619689941,67913.44496154785,63686.02502441406,26131.481590270996,81123.9048461914,11199.480709075928,65215.265716552734,60368.003356933594,73600.72549438477
Lyso_PI(15:1) | PIp (16:0)_2,0.014494511862879568,6.771387385048999,7.313816113310168e-4,0.9784245857296292,0.9994622267857053,PI,25304.221797943115,74089.54528808594,70760.80419921875,65148.264587402344,25674.4416885376,78987.32531738281,16357.781074523926,66313.56491088867,68678.98593139648,76934.50500488281
Lyso_PI(16:0) | PI (16:0),0.22435841627951383,6.015999964212154,0.17600415120432444,0.6748299401642976,0.9994622267857053,PI,1480.5401039123535,1567.200107574463,95951.26806640624,80706.6654663086,1466.2001037597656,1663.0201110839844,1457.2401084899902,82126.08554077148,90982.32696533205,1476.2200965881348
Lyso_PI(16:0) | PI (16:0)_2,0.25880068499030723,6.016778877600018,0.23432022083761694,0.6283387891823474,0.9994622267857053,PI,1461.160099029541,1469.0401000976562,93221.0658569336,85159.06494140625,1462.4600982666016,1682.400119781494,1457.5401039123535,86098.767333984375,85226.60675048828,1504.780101776123
Lyso_PI(16:1) | PI (16:1),0.34832828828542906,6.632099912232304,0.4250082998041762,0.5144485202159972,0.9994622267857053,PI,1461.1401023864746,1464.800106048584,146457.29071044922,137414.38842773438,1461.440097808838,1534.800106048584,1457.540096282959,131743.10919189453,126482.3278503418,1462.5600929260254
Lyso_PI(16:1) | PI (16:1)_2,0.22811290058509437,6.647179378509456,0.18196036546578398,0.6696939182509701,0.9994622267857053,PI,1497.2001037597656,1606.0801162719729,138089.0884399414,136031.12857055664,1461.7001190185547,1556.3000946044922,1457.2601127624512,139959.6072998047,132299.287109375,1469.640106201172
Lyso_PI(17:0),0.21625109194959638,9.009218977952475,0.16350219183368608,0.6859523900792078,0.9994622267857053,PI,51427.56373214722,472161.42932128906,434415.69299316406,392161.3770751953,58863.44422912598,522382.7579345703,27639.521991729736,397946.46197509766,329690.12677001953,128606.22680664062
Lyso_PI(17:1) | PIp (18:0),0.08815600437728732,6.5259405933137336,0.02710143366130069,0.8692390496482388,0.9994622267857053,PI,16624.881225585938,58258.02395629883,70246.34425354004,56134.084533691406,19301.021411895752,70460.52508544922,13459.300937652588,51768.42367553711,52180.24450683594,71269.84600830078
Lyso_PI(17:1) | PIp (18:0)_2,0.06411059029124105,6.469624647341521,0.014325527941764449,0.9047292787483282,0.9994622267857053,PI,18149.52128982544,58474.824462890625,67698.00398254395,49347.02340698242,21061.16139984131,69667.06399536133,10627.580856323242,50402.84395599365,52614.42343139648,66126.30453491211
Lyso_PI(17:1) | PIp (18:0)_3,0.12463537575851252,6.478047114819083,0.05421393479809922,0.8158865360575448,0.9994622267857053,PI,15123.400959014893,55434.36415863037,74555.32643127441,53713.72384643555,18456.921447753903,62928.42393493652,9971.860649108889,53803.92329406738,56377.1238861084,67652.04391479492
Lyso_PI(17:2),0.03285580808221449,7.003530501823848,0.0037597824084514286,0.9511067008052166,0.9994622267857053,PI,25638.04204940796,79326.94509887695,94695.46728515624,84302.64584350586,27981.101726531982,107351.02737426758,14149.901023864746,81839.16641235352,79082.82623291016,81531.94467163086
Lyso_PI(18:0) | PI (18:0),-0.07861781521716796,6.799282002396524,0.021462855367644806,0.8835250590158363,0.9994622267857053,PI,34684.862548828125,94868.02749633788,79584.92588806152,2110.4001502990723,38322.102600097656,103436.5867919922,18551.421348571777,72080.46458053589,2176.320163726806,125769.8071899414
Lyso_PI(18:0) | PI (18:0)_2,-0.04270723636091032,6.747819069187084,0.006339929857858806,0.9365365638835331,0.9994622267857053,PI,34451.3625793457,97017.7060546875,70214.54557037354,1624.0601119995115,35555.642578125,99550.96685791016,17264.301177978516,66940.44476699829,1763.4401245117188,126214.86944580078
Lyso_PI(18:1) | PI (18:1),0.022672467830494446,6.4925030793666485,0.0017898494897963246,0.9662542737256081,0.9994622267857053,PI,24221.021602630615,92564.72671508788,72059.70501708984,1913.0401420593264,27164.421810150143,93416.80596923828,15277.001075744629,59808.5046081543,2397.2401809692383,80815.58563232422
Lyso_PI(18:1) | PI (18:1)_2,0.03125825503074205,6.4966776528182155,0.003402831380299176,0.9534827505872826,0.9994622267857053,PI,23580.961639404297,96279.5689086914,68850.4849243164,2450.080177307129,26627.401809692383,97266.56747436523,13130.76089477539,59562.644134521484,3161.0801963806152,81827.80645751953
Lyso_PI(18:2) | PI (18:2),0.4571690102371956,7.976259158602463,0.7328951752133435,0.391946356224476,0.9994622267857053,PI,19798.38143157959,207420.3297729492,324640.5463562012,175994.35049819946,21262.581562042236,238503.73625183103,10519.620769500732,224396.59564208984,109771.33116912842,63883.78512573242
Lyso_PI(18:2) | PI (18:2)_2,0.39698982578565806,7.917431789721023,0.5523573543296152,0.4573560770658647,0.9994622267857053,PI,19118.32146835327,194930.45571899417,316352.9814453125,155581.1092414856,21482.98141479492,237362.48078918457,10142.400737762451,231775.1178283691,92263.0055999756,62561.623138427734
Lyso_PI(18:3) | PI (18:3),0.5195848133499602,12.809688997791076,0.9471087635216833,0.33045633015404563,0.9994622267857053,PI,128292.34872817992,5222462.502624512,10351165.05871582,6653299.061588287,158652.03149414062,7375118.41418457,10136.16060256958,7252704.404907227,3408904.908050537,70834.02569580078
Lyso_PI(18:3) | PI (18:3)_2,0.5196979148123757,12.787268517229153,0.9475227266433777,0.3303506685143504,0.9994622267857053,PI,121761.20742034912,5383401.006652832,10257214.948120115,6281913.514659882,155264.61316299438,7210440.148864746,16847.700981140137,7149942.082290649,3382115.435218811,72475.46408081055
Lyso_PI(18:4) | PI (18:4),0.15183857685099694,6.583315740718446,0.0805069185429943,0.7766116224170522,0.9994622267857053,PI,22495.561809539795,70460.445068359375,55737.4841003418,64996.944915771484,23100.681579589844,82382.08529663086,11509.260780334473,44423.88299560547,53187.023986816406,71540.74481201172
Lyso_PI(18:4) | PI (18:4)_2,0.07293931981277847,6.562804245334972,0.018546594839619956,0.8916743346020598,0.9994622267857053,PI,21912.30149078369,67203.64419555664,57006.963928222656,58346.92401123047,24983.30168914795,80452.625,11324.800689697266,47972.06332397461,51531.32424926758,71871.50671386719
Lyso_PI(19:0),0.3882926156352359,8.841887390654179,0.5283773832634306,0.46728984117177713,0.9994622267857053,PI,87234.506591796875,482824.270690918,122232.46685028076,257660.8764038086,82597.007568359375,408106.2339477539,30866.562225341797,64033.24454498291,240850.85552978516,574804.6939086914
Lyso_PI(19:1),-0.185642351790387,7.668803502378859,0.11928372692636913,0.7298126474440998,0.9994622267857053,PI,61288.58380126953,199263.63305664065,8759.680561065674,131175.3076171875,66387.92474365234,269989.5377807617,37572.462478637695,8240.040561676025,127007.78857421876,129182.14990234376
Lyso_PI(20:0) | PI (20:0),-0.9471159180999951,7.84413448470487,2.9963572857286636,0.08345195581946943,0.9994622267857053,PI,19930.66131591797,106673.32723999023,180514.827835083,62549.444885253906,25274.061737060547,157610.4917602539,14592.24098587036,512497.574798584,97054.64779663086,73873.18661499023
Lyso_PI(20:0) | PI (20:0)_2,-0.934179136640244,7.824095808278308,2.9173030477673763,0.08763422149498443,0.9994622267857053,PI,22328.92156982422,105164.82763671876,178818.23100280762,60833.4248046875,24649.68182373047,163007.5096282959,11901.280815124512,500523.8868865967,96775.28717041016,72112.00497436523
Lyso_PI(20:1),0.006881401063846874,7.835478633548325,1.6482384125993121e-4,0.9897567411664836,0.9994622267857053,PI,79317.16619873047,151939.70959472656,129286.1279296875,151903.49047851562,79168.76550292969,162850.35131835938,41959.50308227539,131309.1094970703,141247.48767089844,116070.16857910156
Lyso_PI(20:2) | PI (20:2),0.6643623817750263,9.467200053616128,1.5488262543199198,0.21330880119140316,0.9994622267857053,PI,37201.602478027344,561861.8635864258,381435.29878234863,1170886.2150268557,25468.841903686523,703901.0188293457,12576.040897369385,368552.2669143677,531503.3065948486,67286.24493408203
Lyso_PI(20:2) | PI (20:2)_2,0.6125982732372421,9.441532533251754,1.3168591016801656,0.25115652258774757,0.9994622267857053,PI,37587.6025390625,556768.84765625,383117.60021972656,1106764.4852600098,28168.38198852539,700995.2515869141,12686.380825042725,365697.48373413086,537563.7187347412,65474.80474853515
Lyso_PI(20:3) | PI (20:3),-0.0121535160546149,6.59333711417917,5.138564893059083e-4,0.9819147802020816,0.9994622267857053,PI,20523.92153930664,72605.68594360352,53147.68426513672,64936.6848449707,19205.061546325684,95969.12576293944,13365.481002807615,48962.00325012207,60587.8642578125,56375.3434753418
Lyso_PI(20:3) | PI (20:3)_2,-0.03926571278830436,6.5793109809283905,0.005359822395803349,0.9416383659956005,0.9994622267857053,PI,21250.781448364258,69017.185546875,51563.663650512695,62434.70349121094,18563.741287231445,98732.32772827148,11613.440715789797,49366.64351654053,58054.40493774414,60533.74481201172
Lyso_PI(20:4) | PI (20:4),0.14905403885753668,6.630121365027488,0.07757727242460533,0.7806078655410058,0.9994622267857053,PI,17632.92108154297,87106.1657409668,55227.74401855469,68848.70486450195,24040.901763916016,84291.98715209961,11670.940803527832,40894.58290863037,69477.58486175537,60508.06425476074
Lyso_PI(20:4) | PI (20:4)_2,0.27826183904570656,6.663565943242672,0.2709694720651896,0.6026821825166784,0.9994622267857053,PI,22660.181610107426,89753.96673583984,51825.86293029785,79732.8257446289,22221.721488952637,84852.905517578125,13548.32098388672,40442.462341308594,63202.024475097656,61764.72494506836
Lyso_PI(20:5) | PI (20:5),0.06103662573884614,6.734878079146107,0.01298390983902209,0.9092798387591666,0.9994622267857053,PI,30076.642120361328,79494.80603027344,49164.38345336914,70780.54507446289,31457.882537841797,89019.9270324707,18811.801239013672,43421.78286743164,57980.24426269531,77241.46475219727
Lyso_PI(20:5) | PI (20:5)_2,0.14746389829487314,6.757456333634931,0.07592862808360223,0.7828925667231236,0.9994622267857053,PI,30622.52243041992,88005.42596435547,50102.02349853515,72338.08581542969,31409.222442626953,87778.7265625,18829.4013671875,43663.40286254883,56066.44400024414,78202.38619995117
Lyso_PI(21:0),0.2826845269546172,7.505960435252107,0.27967772496276666,0.5969125250043137,0.9994622267857053,PI,30948.36196899414,91590.28720092772,264638.57638549805,101205.84634399414,29458.981903076172,101518.12579345705,17956.28143310547,124497.40713500977,164064.65606689453,63325.765075683594
Lyso_PI(22:0) | PI (22:0),3.6128493991130744e-4,7.523271224745488,4.542744136415422e-7,0.9994622267857053,0.9994622267857053,PI,37486.88262939453,140767.548828125,125089.00979614258,115492.04849243164,40148.36283111572,189754.5291748047,18825.101482391357,111411.92868041992,111499.54653930664,87955.046630859375
Lyso_PI(22:0) | PI (22:0)_2,0.02644367569202708,7.526915332456697,0.0024351207193831215,0.9606428104745321,0.9994622267857053,PI,35168.702365875244,141808.4517211914,131778.3096923828,116161.00805664062,44634.322914123535,186509.37176513672,19045.521419525143,106627.42755126952,111320.5693359375,87932.9253540039
Lyso_PI(22:1) | PI (22:1),0.10485547200820505,6.542857599059116,0.0383557096831737,0.8447305965483272,0.9994622267857053,PI,26316.72204589844,61129.96496582031,66833.24462890625,55431.84411621094,30970.28207397461,63315.504150390625,15503.781089782717,47683.48400878906,53353.90414428711,63170.44467163086
Lyso_PI(22:1) | PI (22:1)_2,0.10073897270032989,6.43379679026616,0.03539993668891839,0.850760078624871,0.9994622267857053,PI,25449.001876831055,56105.20346069336,60314.784744262695,53557.20397949219,27675.001953125,58459.54333496094,12406.56093597412,48086.283782958984,52988.00337219238,55785.18338012695
Lyso_PI(22:2) | PI (22:2),0.0877439443855743,6.345241722778928,0.026848282560422376,0.8698457217202433,0.9994622267857053,PI,17725.281211853027,59695.10395812988,53020.74375152588,54673.72396850586,18641.361373901367,66297.60447692871,11351.320713043213,44713.943435668945,51878.64225769043,48115.70307922363
Lyso_PI(22:2) | PI (22:2)_2,0.07720802956021278,6.358883315470111,0.02078282232946549,0.8853721633935169,0.9994622267857053,PI,16514.36127471924,60088.64375305176,51048.16374206543,55382.54476928711,20042.281326293945,62499.9839553833,9674.22066116333,45397.383056640625,55933.96416473389,53404.66319274902
Lyso_PI(22:4) | PI (22:4),0.15585842865294589,6.661901158084302,0.08483345955778532,0.7708510699367018,0.9994622267857053,PI,24625.58140563965,83175.56524658203,63331.00454711914,74127.18493652344,25028.481872558594,88744.42654418945,14434.501136779783,46860.30375671387,69070.66543579102,44389.12341308594
Lyso_PI(22:4) | PI (22:4)_2,0.09373103583468542,6.662783878804841,0.030641751776784076,0.8610420306652053,0.9994622267857053,PI,23038.22187805176,80308.14596557617,63792.023681640625,71487.344970703125,26449.541915893555,85473.4253540039,13701.620956420898,53221.504150390625,69647.724853515625,46897.20364379883
Lyso_PI(22:6) | PI (22:6),0.10182155811213568,6.947000829223765,0.03616654207871761,0.8491719771243811,0.9994622267857053,PI,24869.0018157959,92250.28704833984,92995.88725280762,76259.06536865234,28787.32225036621,97540.4271850586,14033.281021118164,79779.06442260742,76662.54476928711,69642.30505371094
Lyso_PI(22:6) | PI (22:6)_2,0.09777217876903696,6.956047797191964,0.033344180934363976,0.8551088312622855,0.9994622267857053,PI,22629.261688232426,94289.00485229492,95767.906494140625,77209.24542236328,27919.722137451172,97382.22714233398,15680.30118560791,79669.3249206543,79060.7251586914,66985.02429199219
Lyso_PS(12:0) | PS (12:0),-0.3062829819790386,6.675754098253274,0.3233077334189147,0.569626566286105,0.9994622267857053,PS,40379.86267852783,17560.501140594482,70555.785400390625,64657.30401611328,41540.42281341553,14741.161052703856,37738.00271987915,73151.34539794922,73921.745361328125,70351.16497802734
Lyso_PS(12:0) | PS (12:0)_2,-0.31896013211555846,6.676792178855464,0.3504582494397255,0.55385384075434,0.9994622267857053,PS,37503.60297012329,20239.181621551514,76382.52453613281,61082.52456665039,47412.90341949463,19645.921272277832,35490.60249710083,71540.22442626953,72475.7045288086,66672.48522949219
Lyso_PS(13:0) | PS (12:0),-0.2517391191232466,7.257062426049235,0.21884837860250173,0.6399188004675174,0.9994622267857053,PS,65955.86489486694,28188.181789398193,111091.10729980467,91875.1866455078,68251.22463226318,22225.90153121948,61587.88402938843,102089.4677734375,95705.92614746094,104050.64685058594
Lyso_PS(13:0) | PS (12:0)_2,-0.27673597624417834,7.289122069511596,0.26423128504097804,0.6072279940614197,0.9994622267857053,PS,64318.90487289429,28940.301986694336,107747.88830566406,97402.467041015625,70553.82499313354,22911.341579437256,62227.44482040405,105055.84777832033,98441.30725097656,109224.1280517578
Lyso_PS(14:0),-0.11684586383344474,6.7832764798369025,0.04735722832447209,0.8277274131620009,0.9994622267857053,PS,28089.121921539307,19024.381217956543,109584.58709716795,84214.98571777344,38666.82286834717,25329.521545410156,26921.001949310303,109804.06713867188,75260.46575927734,51522.92321777344
Lyso_PS(14:1) | PS (14:1),0.1081811208385283,10.726284417414403,0.04083277966128662,0.8398610435411438,0.9994622267857053,PS,239045.85823440552,266529.4800186157,2416793.9765625,1442131.3994140625,282551.25748443604,483356.6866378784,226702.7564468384,2609042.2309570312,863961.20263671875,359968.5234375
Lyso_PS(14:1) | PS (14:1)_2,0.07891107947841455,10.718551255777133,0.021712131827371195,0.8828554760536096,0.9994622267857053,PS,228577.01641845703,278942.30084228516,2363559.783203125,1425891.8232421875,332829.76709365845,440786.5257072449,229778.75658416748,2635965.3212890625,840923.5263671875,350454.306640625
Lyso_PS(15:0) | PSo (16:0),0.23512368553647794,6.458172431355731,0.19333531449956354,0.6601550413721632,0.9994622267857053,PS,10335.880744934082,21079.141624450684,85585.96618652344,89865.86529541016,22528.821838378903,20269.461727142338,11873.701118469238,67564.88491821289,71100.34460449219,58220.9235534668
Lyso_PS(15:0) | PSo (16:0)_2,0.44662044329012685,5.9879085067175595,0.6993652835371904,0.40299705038462674,0.9994622267857053,PS,7451.060451507568,7019.320518493652,85501.26641845703,87161.04721069336,7661.660511016846,7475.060573577881,5958.340469360352,69985.36441040039,64301.30450439453,3366.4802589416504
Lyso_PS(15:1),-0.19317152730395754,7.407971466746082,0.1291219783397537,0.7193441443323086,0.9994622267857053,PS,46781.4033203125,22129.921558380127,130979.0698852539,102316.28698730467,61129.90408325195,41071.32307434082,46151.283153533936,111455.40869140624,94443.3462524414,184590.2139892578
Lyso_PS(16:0) | PS (16:0),-0.02075286495592822,6.523439446033624,0.0014979572315496625,0.969126820816401,0.9994622267857053,PS,1468.0801048278809,1464.320110321045,133364.57022094727,98567.60806274414,1527.9601135253906,1457.3200988769531,1464.14009475708,159636.81121826172,111724.26736450195,1584.6001014709473
Lyso_PS(16:0) | PS (16:0)_2,0.072026763757676,6.551080694162193,0.01808528646324703,0.8930218019568178,0.9994622267857053,PS,1464.6000938415527,1476.9000968933103,141001.18823242188,104074.607421875,1543.3001022338867,1516.260108947754,1465.0401000976562,161409.5724182129,107296.06814575195,1695.0401153564453
Lyso_PS(16:1) | PS (16:1),0.2144142377000353,5.574327029369875,0.1607163594726444,0.6884978367733205,0.9994622267857053,PS,1605.1201171875,1463.8400955200195,69251.94485473633,59162.12438964844,1553.6800994873047,1477.8401107788086,1471.3600845336914,62240.24476623535,63962.70462036133,1461.7800941467283
Lyso_PS(16:1) | PS (16:1)_2,0.31186591549585607,5.5819737831862835,0.3405127635187455,0.5595333945489872,0.9994622267857053,PS,1480.9200897216797,1464.60009765625,65641.16519165039,66995.9047241211,1510.8800926208496,1457.3400993347168,1491.6401023864746,60528.24490356445,61965.103942871094,1661.680118560791
Lyso_PS(17:0) | PSo (18:0),0.20881021549664455,10.767399406671712,0.15242554660653695,0.6962281123938565,0.9994622267857053,PS,219361.6747894287,393649.284034729,2589490.0083007812,1496242.6928710938,359486.72465133667,260469.17935943604,216954.95475006104,2845912.8603515625,796387.73974609375,320243.1005859375
Lyso_PS(17:0) | PSo (18:0)_2,0.1469536520962654,10.848065383008938,0.07540747956954874,0.7836203211500554,0.9994622267857053,PS,208020.2352256775,393516.74743270874,2697833.5893554688,1578359.8095703125,330710.78649520874,550684.5477600098,213233.3151016235,2940551.9418945312,850072.412109375,306518.5986328125
Lyso_PS(17:0) | PSo (18:0)_3,0.0844629490976402,10.860168961519859,0.024877875432139263,0.8746717517515871,0.9994622267857053,PS,190187.8539199829,149694.4507637024,2825750.7607421875,1659603.2670898438,316393.36210250854,554797.9565811157,185860.8109703064,3138156.794921875,885992.79541015625,282656.58251953125
Lyso_PS(17:1) | PSp (18:0),-0.008878759310286359,6.385105200716314,2.742672586464323e-4,0.9867868248300267,0.9994622267857053,PS,18442.22137069702,17037.38104248047,89973.02630615234,56818.244384765625,23404.44175720215,8963.56063079834,19546.821445465088,74312.28494262695,65121.16470336914,56043.78454589844
Lyso_PS(17:1) | PSp (18:0)_2,-0.17478596109322309,6.404012502876532,0.10577322979725068,0.7450085444582688,0.9994622267857053,PS,19047.681308746334,9049.580646514893,88361.52572631836,57330.344146728516,24745.4016456604,16017.641410827637,20363.84140777588,76683.08563232422,67814.50503540039,54849.643005371094
Lyso_PS(17:2),-0.24323677415250955,6.362205997687682,0.20436796904505172,0.6512180098728364,0.9994622267857053,PS,24899.181701660156,17015.300937652588,57510.04473876953,50176.52365112305,32974.62233352661,18535.201511383057,24054.261695861816,47309.48287963867,58462.4040222168,76558.74655151367
Lyso_PS(18:0) | PS (18:0),-0.22305052224236735,6.752373955729393,0.17197875128977103,0.6783591831535527,0.9994622267857053,PS,34645.342334747314,30125.282348632812,84801.46618270874,59853.704528808594,46189.12328338623,31128.3426361084,34242.96249008179,36523.18272399902,98191.40671539308,81131.58502197266
Lyso_PS(18:0) | PS (18:0)_2,-0.7647578398380421,6.381048683419152,1.9737800100047025,0.1600472062163033,0.9994622267857053,PS,35935.66244125366,17383.781337738037,18671.841175079346,41798.14281463623,44435.763149261475,29934.68165206909,36771.50286102295,13658.020862579346,67981.06462478638,85181.74688720703
