lipid,logFC,logCPM,LR,PValue,FDR,type,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023
PI (36:8),-0.07716150200107805,7.372738706042588,0.017080832694773562,0.8960176481226141,0.9999800194571477,PI,35842.862480163574,108313.8500366211,17492.90110397339,140531.63095092773,124045.0883178711,106431.72705078124,110751.44702148438,49941.52365112305,54564.58361816406
PI (38:0) | PIp (40:6),-0.16321627986307716,6.488046864916236,0.07677436501762713,0.7817172394275638,0.9999800194571477,PI,24440.621757507324,59091.184143066406,10539.200717926024,58790.46356201172,62305.44482421875,57459.143951416016,58124.184143066406,28916.262279510494,41279.66320800781
PI (38:0) | PIp (40:6)_2,-0.2244929070072909,6.44219801226015,0.14569393015517562,0.7026848328054388,0.9999800194571477,PI,24226.08155822754,55629.583557128906,11300.60081100464,54290.56318664551,58783.24459838867,55049.863693237305,59110.724365234375,29859.72216796875,39103.42330932617
PI (38:1),-0.09852822554880024,6.263605425981456,0.027881570140380063,0.8673875533525394,0.9999800194571477,PI,18422.52122116089,55328.723541259766,9351.92068862915,50026.80279541016,55637.423828125,50829.663635253906,46599.90283203125,23728.461544036865,33391.98225402832
PI (38:2),-0.20101620235436193,6.321989728040867,0.11667750473316119,0.7326663203021165,0.9999800194571477,PI,15856.621170043943,65230.74420166016,7968.860458374023,51376.96343231201,52732.54354095459,51422.524002075195,56294.4638671875,24287.4217376709,34534.48245239258
PI (38:3),-0.12293451932202558,7.2827161708697155,0.04346416205407877,0.8348537260391493,0.9999800194571477,PI,20407.881381988525,127588.16954040527,9886.040584564207,138834.08920288086,121236.50743103027,77887.78503417969,141121.61026000977,47859.463302612305,29888.84211730957
PI (38:4),-0.1599584333674559,10.045964656620674,0.073732079952606,0.7859784179556392,0.9999800194571477,PI,50485.063762664795,834440.9158935547,9794.500679016111,1128805.135848999,961774.7897338868,488490.6223144531,1119307.676147461,314992.6420135498,33924.32278442383
PI (38:5),-0.16330625527027726,8.08904293353241,0.07686295153689571,0.7815945341042283,0.9999800194571477,PI,23458.64168548584,228410.59466552737,9685.060707092283,262300.5955505371,221383.09547424316,141402.50982666016,268732.6594238281,74490.70570373535,31828.921997070312
PI (38:6),-0.04562542775723773,7.125647578687465,0.005961533703157329,0.9384557158561909,0.9999800194571477,PI,32778.88238143921,122441.4691772461,17289.701210021973,95292.92694091795,91899.46667480467,78552.70666503906,96628.10729980467,46782.5231628418,46680.34298706055
PI (38:7),0.2762187913414789,7.627518213967692,0.2141998207607685,0.6434953548248852,0.9999800194571477,PI,22298.7017288208,234699.57231140137,11161.600830078123,236004.95849609375,92273.9047088623,110423.13064575195,134539.73013305664,37943.30368041992,39463.90299987793
PI (38:8),-0.16992879568607724,6.525059172151927,0.08324819269728323,0.7729428844308276,0.9999800194571477,PI,22678.381591796875,63684.18411254883,12754.820846557615,59094.904724121094,63350.14498901367,54832.06405639648,66795.70529174805,29175.382354736328,38304.08239746094
PI (38:9),-0.0823365434597612,6.335836991444684,0.0194535388454824,0.8890740643384281,0.9999800194571477,PI,24244.461784362793,61202.8639831543,13192.800853729248,43529.44268798828,49854.602630615234,48077.64334106445,50133.84359741211,25819.301818847656,40901.10299682617
PI (40:0),-0.12389204720788176,8.473062801070402,0.044146880274638534,0.8335805798320939,0.9999800194571477,PI,24925.08193206787,390852.40267944336,10712.220695495604,232100.4006958008,179458.71453857422,222120.07348632812,242303.4167175293,60884.603843688965,248674.4577331543
PI (40:1),-0.2241149736175808,6.086710766200764,0.14519819921952148,0.7031670270942243,0.9999800194571477,PI,17523.701194763184,43764.343658447266,9365.520637512209,43689.9231262207,43544.36308288574,44459.963638305664,44842.60326385498,22186.501544952393,32715.142013549805
PI (40:10),-0.41445286235154283,6.801748447773551,0.5009326888712167,0.4790905932415903,0.9999800194571477,PI,14333.6409034729,99250.36834716795,5485.040370941162,89650.36766052246,61587.103271484375,75926.64636230469,103670.86688232422,29631.40202331543,32061.10244750977
PI (40:2),-0.31575157485440364,6.564902706464953,0.2894819743669359,0.5905526846251354,0.9999800194571477,PI,16041.081214904783,69881.12492370605,6216.820453643799,52238.70379638672,63053.96528625488,62741.88414001465,62442.52453613281,27022.50175857544,63856.04414367676
PI (40:3),-0.22172808087869117,6.102105616487968,0.14210502498417554,0.7061972361047025,0.9999800194571477,PI,19109.18141555786,46627.38342285156,11363.920791625977,36448.74264526367,43451.42330932617,43546.04263305664,46715.96348571777,21967.581462860107,33939.501892089844
PI (40:4),-0.11911495093633237,6.112400267391962,0.04079473532465272,0.8399346530990056,0.9999800194571477,PI,13321.80097579956,56757.70359802246,10162.520713806152,38360.162521362305,41977.84315490723,39803.622497558594,47589.52374267578,18449.621242523193,40005.80235290527
PI (40:5),-0.29303284780353706,6.679061955344633,0.24906079047650564,0.6177371814610907,0.9999800194571477,PI,18781.361171722412,73047.28433227539,7572.460536956787,59700.24395751953,55346.02400970459,63814.164474487305,66190.8842163086,25150.64189529419,85973.32585144043
PI (40:6),-0.4479511836585498,7.279615708733316,0.5859987129697402,0.4439705761210022,0.9999800194571477,PI,31695.44228363037,89961.9873046875,11190.440803527832,80806.38606262207,73823.88565063477,94998.64727783205,92311.7661743164,44978.36298751831,163903.69165039062
PI (40:7),-0.20729437434656697,6.57136364515504,0.12412018524264568,0.7246080784111041,0.9999800194571477,PI,22400.221752166748,65579.64361572266,9594.38066482544,64409.603775024414,70010.58517456055,61126.60494995117,68693.18533325195,29898.78224182129,36003.922592163086
PI (40:8),-0.3801406390699032,6.640671034174338,0.4207990620606097,0.5165385969237418,0.9999800194571477,PI,22960.08134841919,78917.98672485352,10467.180736541748,50943.12353515625,64895.16427612305,58511.004821777344,90270.42721557616,29633.541984558105,41180.28256225586
PI (40:9),-0.18243791602052772,5.984696905693814,0.09601442325492826,0.7566659449923312,0.9999800194571477,PI,16270.52108001709,46491.16340637207,8737.200626373291,37159.78251647949,39765.7625579834,37928.94270324707,47050.083435058594,17049.401165008545,31218.941864013672
PI (42:0),-0.35008003690829625,6.516542627772035,0.35639875552669764,0.5505131090474601,0.9999800194571477,PI,16078.641201019287,55222.6237487793,8785.38070678711,41371.92305755615,50185.34329223633,56480.0842590332,54640.92381286621,20419.70135498047,97259.66902160645
PI (42:1),-0.26411763881296557,5.569053162769381,0.20204325267292234,0.6530766216978366,0.9999800194571477,PI,13142.021026611328,29636.242065429688,7008.700531005859,25998.84213256836,31569.922637939453,28528.28240966797,31755.302169799805,18305.301288604736,24027.881881713867
PI (42:10),-0.17273570023415943,5.677039163164256,0.08602853361333018,0.7692881063646095,0.9999800194571477,PI,14341.541038513184,36070.18285369873,7679.360427856445,26157.101985931396,30607.3819732666,31315.30242919922,32775.90237426758,14835.301082611084,31729.622604370117
PI (42:11),-0.2153897566534378,7.182563638108551,0.13405989203238278,0.7142591922429901,0.9999800194571477,PI,13978.24098968506,94302.3473815918,7830.220573425293,84022.20532989502,96198.4468383789,85752.14471435547,92747.98808288574,23937.441650390625,145164.92910766602
PI (42:3),-0.44222955961861193,6.5669104079892975,0.5709781234145339,0.44987049780411786,0.9999800194571477,PI,12669.800815582275,86382.86659240723,7789.020587921143,37370.68281173706,49425.90350341797,59319.74373626709,77757.44499206543,19564.84129333496,71772.20361328125
PI (42:4),-0.1282652722614799,5.443124780953734,0.04732377037316837,0.8277873250687274,0.9999800194571477,PI,11819.600917816162,33456.80268859863,6445.460418701172,21335.98154449463,28506.06185913086,26857.942138671875,27618.721786499023,13052.040828704834,23323.401580810547
PI (42:5),-0.23915786126692581,5.818559459740902,0.16546375661891943,0.6841751856696554,0.9999800194571477,PI,11663.640739440918,44040.20314025879,7434.980556488037,28425.161895751953,39439.44297027588,40537.22319030762,36595.56254577637,16304.800960540771,26459.201835632324
PI (42:6),-0.22686048150769492,5.643636111399266,0.1487927976784249,0.6996916836046766,0.9999800194571477,PI,13233.880882263184,37214.0225982666,7472.900588989258,26294.162033081055,30193.08250427246,32373.022247314453,33350.242126464844,15711.241180419922,25515.321868896484
PI (42:7),-0.10165444052133149,6.065696629017851,0.029683501866202278,0.8632103264241194,0.9999800194571477,PI,19979.20133972168,41203.84315490723,11929.060848236084,41106.94253540039,40494.62243652344,41128.74272155762,38632.24253845215,22102.16157150269,37744.662857055664
PI (42:8),-0.2682067287964081,6.408927662044783,0.20840005523677974,0.6480243247489095,0.9999800194571477,PI,18378.721267700195,59572.563537597656,9546.200675964355,50438.78330993652,52728.803161621094,53949.823333740234,59655.14424133301,24181.741706848145,49812.26318359375
PI (42:9),-0.17365532515983576,5.678428166601668,0.08695131864669747,0.7680893016731765,0.9999800194571477,PI,14721.90121459961,34152.66223144531,8105.580562591553,25996.681854248047,34086.34230041504,30795.181838989258,33902.82273864746,16155.361045837402,27867.421981811523
PI (44:0),-0.3416995945371526,5.167098312290265,0.3393811218088558,0.5601866681248212,0.9999800194571477,PI,10154.140731811523,25252.942001342773,5137.120361328125,17024.70132446289,21318.981773376465,26072.241539001465,23187.44158935547,11551.440864562988,19133.06126403809
PI (44:1),-0.14093096545794795,5.148489174983267,0.05716749590246195,0.8110301725951106,0.9999800194571477,PI,9909.000625610352,24857.18148803711,6234.300430297852,18038.901439666748,21220.761421203613,21322.121589660645,20809.081665039062,12255.320892333984,20980.681270599365
PI (44:10),-0.09122835899106642,5.607871868553532,0.02389248255713028,0.8771587980209976,0.9999800194571477,PI,14685.440956115724,33116.6619720459,7493.980590820312,27733.98223876953,29607.72187805176,27020.681854248047,30368.521713256836,15709.141258239746,29384.162109375
PI (44:12),-0.20621772572960814,5.359455032984438,0.12281697732328212,0.7259991078770622,0.9999800194571477,PI,11684.320861816406,29957.381980895996,4992.800361633301,21482.56184387207,26528.72186279297,25922.681838989258,27818.541694641113,12080.44095993042,22073.341537475582
PI (44:2),-0.3665829758572926,5.35761608183978,0.3910519708852005,0.5317469589577049,0.9999800194571477,PI,13887.160984039308,25661.401679992676,7015.120460510254,20843.80142593384,22551.54173278809,24178.00177764893,31199.362060546875,16105.781047821043,19368.401416778564
PI (44:3),-0.15291319497944147,5.28085163582736,0.06734506081465952,0.7952423311267505,0.9999800194571477,PI,11654.300800323486,25255.542079925537,5166.500324249268,22607.481323242188,23485.061683654785,22444.081928253177,25957.10203933716,10957.160820007324,24497.321369171143
PI (44:4),-0.18898745962439503,5.123924539240845,0.10305830546076322,0.7481899644483729,0.9999800194571477,PI,11206.16079711914,24788.06185913086,5441.940368652344,17782.141387939453,21145.181594848633,19203.52140045166,23306.721641540527,13422.980865478516,17822.28133392334
PI (44:5),-0.2090839235481305,5.395638819996724,0.12627364784543715,0.7223273751153627,0.9999800194571477,PI,10894.560802459717,32699.302543640137,5299.000381469727,22170.82167816162,27737.18157196045,28202.082237243652,25201.881958007812,15297.86096572876,19893.441177368164
PI (44:6),-0.3318460129828838,5.368022482470713,0.31995356288075527,0.5716355532948122,0.9999800194571477,PI,10075.720722198486,28389.422332763672,6824.020450592041,19111.50129699707,24888.46150970459,25784.86193847656,28729.701942443848,14630.700931549072,23178.341667175293
PI (44:7),-0.2282734502465305,5.531961445981639,0.15066110283828493,0.6979043836865217,0.9999800194571477,PI,15082.301132202148,33328.06230163574,7912.920623779297,23190.021438598633,26126.801818847656,30360.082321166992,30433.34245300293,15110.200988769531,22519.341567993164
PI (44:8),-0.2951922551571168,5.466575736836473,0.2527520843752882,0.6151438821866324,0.9999800194571477,PI,12645.340900421144,30409.18241882324,6677.240432739258,22969.261360168457,25582.841773986816,26162.761825561523,32407.342529296875,15068.721153259276,23591.72177886963
PIo (18:0),-0.5337916882399425,9.182790037241563,0.8349429585359776,0.36084710416947546,0.9999800194571477,PI,59467.96373748779,513771.10009765625,26770.422134399418,430510.37365722656,360872.6403198242,541789.5979003906,493227.5676269531,133117.4465637207,108059.58819580078
PIo (20:5),-1.2709238241070009,8.942287976820959,4.813286005948612,0.028241144272503134,0.9999800194571477,PI,72706.32482910156,332578.3630371094,26987.401443481445,74784.7271232605,185316.65365600583,442052.0592651367,448409.7623291016,106277.22555541992,477581.294921875
PIo (28:0),-0.20201460874630614,7.072562052900643,0.11784885524866695,0.7313793924638916,0.9999800194571477,PI,27832.7419052124,94143.26763916016,14386.880947113035,83595.74464416504,108825.28866577148,86720.66702270508,93416.6064453125,46247.38366699219,48891.243225097656
PIo (30:0),-0.022212224255245657,7.779336059405561,0.0014111063492237008,0.9700347569395134,0.9999800194571477,PI,44937.28328704834,126316.6078491211,24397.081661224365,186571.5335693359,190026.5764160156,133955.90948486328,132269.68969726562,80137.06549072266,70112.96502685547
PIo (30:1),-0.3632426003349813,7.462616629631381,0.38394369321031263,0.535500158910679,0.9999800194571477,PI,28004.461765289307,109682.3678894043,12300.140869140623,112078.6872253418,118049.30813598631,111244.92956542967,115720.18844604492,61607.6435546875,119500.6693725586
PIo (32:0),-0.025641920367369963,8.579819403191978,0.001880902594393774,0.9654070907911113,0.9999800194571477,PI,81503.04599761963,198549.5557861328,46010.82348251343,363009.30078125,314710.3045654297,255102.6759033203,205598.3962402344,147567.0908203125,110050.7882080078
"PIo (32:1), PIp (32:0)",-0.05361252172924804,7.797337400573738,0.008235262032940227,0.9276925557074313,0.9999800194571477,PI,44871.06360244751,125520.9874267578,21462.30144882202,203559.07568359375,185898.13354492188,142924.5698852539,118702.92810058594,94767.74713134766,67226.24499511719
PIo (34:0),-0.07614589067873458,8.105800441546965,0.016633450621156953,0.8973808050727227,0.9999800194571477,PI,54597.62379074097,170350.91064453125,28114.142028808594,246821.17553710935,217336.3929443359,190812.5764770508,173541.31091308594,83646.4462890625,80131.50537109375
"PIo (34:1), PIp (34:0)",-0.13967226349738449,8.412032922432136,0.05615610249515157,0.8126779006744604,0.9999800194571477,PI,52047.96349334717,242037.6563720703,27326.94193649292,324920.22204589844,244028.2781982422,236283.9135131836,236306.1975708008,102445.30834960938,87030.76611328125
"PIo (34:3), PIp (34:2)",-0.3256746673292681,6.246983104018557,0.3080988047372557,0.5788491846271101,0.9999800194571477,PI,17304.301223754883,54538.72409057617,10739.860774993896,36978.882553100586,49797.16304016113,51207.96389770508,56901.72384643555,21189.841720581055,37941.60250854492
"PIo (34:4), PIp (34:3)",-0.26467443325688583,6.158756952884189,0.20291017239378561,0.6523820222493316,0.9999800194571477,PI,17263.82122039795,55820.283935546875,11006.740703582764,32386.322204589844,46228.8236618042,46702.182861328125,52507.60385131836,20297.921295166016,34014.242279052734
PIo (36:0),-0.10220558368569432,6.787972029484247,0.030008292953425553,0.8624714147410513,0.9999800194571477,PI,27417.761795043945,66744.02499389648,14595.30086517334,75502.8464050293,82290.82571411133,69329.22528076172,70392.78515625,32937.622314453125,52576.12335205078
"PIo (36:1), PIp (36:0)",-0.04914278195650727,7.180194839736849,0.006917509243066888,0.9337151221371753,0.9999800194571477,PI,32896.50242614746,91000.24639892578,15973.921173095703,120087.20913696288,110743.04940795898,89299.96627807617,98956.0672607422,40433.102966308594,53338.583435058594
"PIo (36:2), PIp (36:1)",-0.03867300678720561,6.610368135595094,0.004281357916624984,0.9478299776422627,0.9999800194571477,PI,24283.741806030273,68741.485595703125,12769.880905151367,67951.54461669922,67676.26470947266,61431.28500366211,61196.72463989258,26430.18194580078,45456.003173828125
"PIo (36:3), PIp (36:2)",-0.3634857001903663,6.304683430801557,0.3844476173990188,0.5352325059508362,0.9999800194571477,PI,13469.600986480713,64625.10417175293,6869.960479736328,42194.58232116699,56321.24424743652,56834.823486328125,60575.96434020996,22914.62173843384,31942.382369995117
"PIo (36:4), PIp (36:3)",-0.22678541918980866,6.20118064316543,0.14869999690790792,0.6997807960899972,0.9999800194571477,PI,15021.041133880615,64772.82553100586,6678.080429077148,41335.8628616333,48596.74346923828,48725.10380554199,51157.34373474121,22555.161460876465,32187.64210510254
"PIo (36:5), PIp (36:4)",-0.21238683422336535,6.265552492698283,0.13032408229969406,0.7180962557082068,0.9999800194571477,PI,21857.481372833252,52224.26364135742,11962.780879974363,40354.40301513672,46775.52380371094,51805.74353027344,48346.96353149414,22326.06153869629,43573.04333496094
"PIo (38:1), PIp (38:0)",-0.288633515771208,6.43891075138415,0.24158773676936107,0.6230617121859274,0.9999800194571477,PI,22621.561561584473,56626.843841552734,11349.46082687378,56791.905014038086,54324.04452514648,55426.20364379883,62689.28451538086,30466.781982421875,36859.44216918945
"PIo (38:2), PIp (38:1)",-0.12337894827583266,6.265859109094007,0.04377810575715557,0.8342669911924214,0.9999800194571477,PI,21627.80146408081,50591.22375488281,12792.220985412598,47143.90313720703,49068.58337402344,48874.783630371094,48003.6233215332,23691.661739349365,38121.5027923584
"PIo (38:3), PIp (38:2)",-0.19743863836428877,6.125694479321725,0.11253955286645123,0.737271209969578,0.9999800194571477,PI,20842.181579589844,51248.403228759766,9593.340648651125,38491.16241455078,42415.6032409668,44668.703216552734,47999.60369873047,20187.12144470215,34793.502532958984
"PIo (38:4), PIp (38:3)",-0.21952374963496696,6.380847176394126,0.139280972243796,0.708996871958669,0.9999800194571477,PI,17688.621341705322,72280.46377563477,8562.100704193115,48399.94319152832,55266.14454650879,55038.803314208984,63603.984939575195,21746.94142150879,32404.802627563477
"PIo (38:5), PIp (38:4)",-0.2619263055629119,5.9080196719586215,0.19868910382274407,0.6557810507318559,0.9999800194571477,PI,14599.141078948976,43801.58338165283,7747.940559387207,33399.46234893799,38381.68272399902,38476.582595825195,41353.6630859375,19999.841423034668,29409.061904907227
"PIo (38:6), PIp (38:5)",-0.11333466161099938,6.441517836980255,0.03692081025928928,0.8476263657576745,0.9999800194571477,PI,25621.24179458618,64232.563903808594,11006.440773010254,49437.7635345459,56890.52407836914,49901.28396606445,56381.08395385742,28742.322093963623,44603.96319580078
"PIo (40:1), PIp (40:0)",-0.39399786619263416,6.556177552562764,0.4523066094450314,0.5012416128162067,0.9999800194571477,PI,19832.901439666748,70585.30386352539,11567.560844421389,54281.12333679199,58610.664627075195,56548.10397338867,87239.66580200195,26752.781993865967,36227.74237060547
"PIo (40:2), PIp (40:1)",-0.2918671179882041,5.9235846357738104,0.2470605929015619,0.619152451584335,0.9999800194571477,PI,15525.601123809814,42603.2629699707,8094.140567779541,31120.981887817383,37609.74317932129,37737.04261779785,42995.56295776367,19473.001205444336,33817.56234741211
"PIo (40:3), PIp (40:2)",-0.2833930621661282,6.363207869236711,0.2328370158720645,0.6294281566055633,0.9999800194571477,PI,14500.360977172852,71730.22483825684,6945.78048324585,60904.10356140137,46150.18376159668,50596.803939819336,70816.20654296875,22283.34147644043,29665.28215789795
"PIo (40:4), PIp (40:3)",-0.38297334078513207,6.196079278931079,0.42713669261820497,0.5133972845480822,0.9999800194571477,PI,19509.96141052246,51325.683349609375,9834.800701141356,38675.66261291504,43785.843017578125,44537.763580322266,60372.364501953125,24263.661628723145,33921.76220703125
"PIo (40:5), PIp (40:4)",-0.003832164650890195,7.616205110235998,4.195696192255127e-5,0.9948318032171389,0.9999800194571477,PI,81954.74552536011,122919.48828125,50856.30337142944,93987.1866455078,102679.8271484375,109266.5479736328,106152.8271484375,71804.7855758667,107881.58801269533
"PIo (40:6), PIp (40:5)",-0.06187600920608529,7.005869426594641,0.010974338802043349,0.9165674581130379,0.9999800194571477,PI,15026.261001586914,108356.62855529784,8753.880615234375,77157.36624145508,79890.54454040527,74305.68643188477,74811.10412597656,28263.642208099365,106634.4677734375
PIo (40:7),-0.09505685989881739,6.436919829103749,0.02594687269629503,0.8720301323551396,0.9999800194571477,PI,22308.72150039673,59564.004302978516,9826.720699310305,61205.30465698242,61948.68405151367,50716.62387084961,59856.9245300293,26729.76176071167,36364.7823638916
PIo (42:0),-0.13564048994991992,6.045596462826531,0.052945669106520654,0.8180146404860527,0.9999800194571477,PI,19814.321395874023,41362.343017578125,12802.68083190918,37585.162994384766,42956.86297607422,42097.66311645508,40614.04275512695,22198.06157684326,30690.662078857426
PIo (42:1),-0.15003025074042764,6.113126413126299,0.06482450086059544,0.799026991281375,0.9999800194571477,PI,17723.42120361328,47392.58319091797,9494.080657958984,39604.923278808594,45948.42361450195,43669.42330932617,45751.522888183594,18281.601272583008,38842.243087768555
PIo (42:2),-0.21507770737969284,5.594129282470863,0.13365883464837225,0.7146681939748603,0.9999800194571477,PI,14288.601028442385,31557.562210083008,8910.180576324463,24553.141807556152,28093.342056274418,31035.102088928223,29846.701904296875,16119.34112930298,27278.421936035156
PIo (42:4),-0.20764859648904496,6.651985011799556,0.12454617353068898,0.7241551643837586,0.9999800194571477,PI,13731.560974121094,66930.8250579834,6606.560417175293,59451.46424865723,63959.30471801758,58132.503562927246,62258.96348571777,23160.10164642334,92010.18826293944
PIo (42:6),-0.30730054785897304,6.669182803427054,0.27408867639769596,0.600602147342476,0.9999800194571477,PI,14716.941066741943,97332.30813598631,7899.540534973144,54532.6841506958,62842.96408081055,68610.94508361816,79411.14738464355,25375.181964874268,48259.04315185547
PIp (20:0),-0.6426019769015234,8.0137127591464,1.2146833498109117,0.2704065759918668,0.9999800194571477,PI,68084.56475830078,270166.1359863281,39082.66293334961,9918.040634155272,128300.62902832033,205439.49560546875,217910.2796630859,73632.6849975586,126939.9891357422
PIp (28:0),-0.2401524328508488,6.084133398128242,0.16685398362642445,0.6829230420477371,0.9999800194571477,PI,15315.201065063477,48733.423416137695,7626.640510559082,42570.562744140625,44719.10366821289,42206.38292694092,48642.603439331055,21637.841369628903,31976.50244140625
PIp (30:1),-0.5262852387197656,8.617692474465334,0.8113825588188774,0.3677118122365734,0.9999800194571477,PI,40940.74283981323,157889.66888427734,15637.981033325195,154759.5299987793,130658.9891052246,197512.83111572263,125932.89068603516,97516.06689453124,756468.80908203125
PIp (32:1),0.053563880494499304,6.885025595464609,0.008169394484866643,0.9279815123995683,0.9999800194571477,PI,27524.122062683105,99656.36758422852,13218.52091217041,74891.1049194336,86045.30545043945,74735.96505737305,66833.12536621094,31489.28271484375,54997.403869628906
PIp (34:1),-0.04863158141158875,6.959759723428047,0.0067740963750111405,0.934404258919497,0.9999800194571477,PI,31739.142028808594,76806.14532470703,17681.841217041016,89274.78762817383,94882.34704589844,76193.12545776367,72919.78414916992,44668.98287963867,50325.58395385742
PIp (34:4),-0.382477156369604,6.007958607502782,0.42601626769828727,0.5139502074675455,0.9999800194571477,PI,18945.18126296997,44660.22288513184,8686.000602722168,30552.282341003414,38857.5623626709,42495.0032043457,49178.68322753906,20641.20150756836,31558.38217163086
PIp (36:5),-0.040581891817174705,8.351653229344144,0.004715142875284073,0.9452547675892762,0.9999800194571477,PI,141566.04946899414,183512.6306152344,80950.70561599731,165359.81201171875,176182.57202148438,170054.85107421875,181647.79296875,133925.0096435547,180333.63354492188
PIp (38:6),-0.007511034304144804,8.527557459136158,1.6121832595672458e-4,0.9898693900161911,0.9999800194571477,PI,146905.79113006592,209108.53515625,75795.02533721924,214168.61450195312,240572.79809570312,209710.67504882812,201569.97509765625,141001.2508544922,176706.0517578125
PIp (42:2),-0.2311943690311777,5.649098282345058,0.15456498859475687,0.6942105129993715,0.9999800194571477,PI,14244.401020050049,37987.04277038574,6635.800437927246,23724.821647644043,30804.962295532227,32018.88217163086,32508.52229309082,16050.281070709229,28327.76234436035
PIp (42:4),-0.25237835604021225,5.658045709142063,0.18437880533372208,0.6676368600030324,0.9999800194571477,PI,14063.121055603027,35265.80270385742,7295.620498657227,27113.281799316406,30489.842193603516,32364.802215576172,36704.00277709961,13734.560916900637,26652.341903686523
PIp (42:6),-0.12763871482173608,8.560794757503116,0.046866769138432574,0.8286078910458962,0.9999800194571477,PI,26027.30167388916,427723.81045532227,10798.680728912354,229209.7368774414,199166.0980834961,238247.691986084,259681.2990722656,63591.444969177246,259064.5178833008
PS (22:7),0.1494954663389875,6.756144089563594,0.06326184862427908,0.8014128109532453,0.9999800194571477,PS,37467.52290344238,26960.88173675537,25001.861694335938,78365.72610473633,90567.8281097412,26146.042205810547,42835.68328857422,76925.666259765625,63264.76483154297
PS (24:0),0.30352302696701866,6.905760685920913,0.25815608000630164,0.611389791819779,0.9999800194571477,PS,44268.343200683594,34575.42258453369,27058.121643066406,87537.28729248047,119614.7297668457,19911.741691589355,41509.36291503906,96311.40716552734,51203.44384765625
PS (26:0),0.4565905076388541,6.722818225200115,0.5778942698816536,0.4471388855598228,0.9999800194571477,PS,39580.82308959961,24332.281658172607,27911.56162643433,62360.124755859375,92711.62762451172,24653.36167144775,34484.462326049805,55603.04373168945,87234.84713745117
PS (26:1),0.2266785283188305,7.662999825882661,0.14473095687321802,0.7036223744421929,0.9999800194571477,PS,101249.14697265624,47368.30358886719,91100.8271484375,107852.408203125,112418.34753417967,45679.6435546875,102286.6480102539,119999.36865234376,111328.60888671876
PS (28:0),0.021414323497621054,9.932206057320695,0.0013082731648523804,0.9711467598530882,0.9999800194571477,PS,93858.68574905396,451545.04864501953,37223.70266342163,795553.4613952637,765532.4667663574,406527.5382537842,66476.00506591797,739427.4039306641,974451.3958129884
PS (28:1),0.2671686961174028,6.708515212967054,0.2005082015205062,0.6543109527449518,0.9999800194571477,PS,45998.943283081055,25938.181686401367,43498.04290008545,62700.58404541016,63137.884033203125,24804.4617767334,45068.143310546875,64514.764587402344,60252.984802246094
PS (28:2),0.21263729043194296,5.995482016772188,0.12746398846411466,0.7210760909157742,0.9999800194571477,PS,25034.341999053955,16671.12124633789,19931.561485290527,41108.38262939453,45010.34356689453,15634.881134033203,23740.92156982422,42954.18298339844,40767.30258178711
PS (30:0),0.3641140320331269,7.011196685546672,0.3699590757723854,0.5430265761915619,0.9999800194571477,PS,60354.68439102173,27540.78190612793,51164.72340774536,79281.125,95721.38732910156,31025.74185180664,58485.26374435425,72481.30480957031,64963.36437988281
PS (30:1),0.27895844476367937,6.1538013900212105,0.21841525409672613,0.6402500771794685,0.9999800194571477,PS,31660.8219871521,16652.801231384277,23543.661518096924,48004.08392333984,47324.623291015625,16125.441188812256,23409.78183746338,49702.103607177734,44926.423400878906
PS (30:2),0.1398394956467952,6.415373826300873,0.05538598240855208,0.8139430922588089,0.9999800194571477,PS,34761.62243652344,19508.46128845215,25224.521953582764,53596.22314453125,54267.16326904297,25433.721755981445,26898.821907043457,57184.00329589844,64758.944915771484
PS (30:3),0.22936577177430192,6.520268964611915,0.14815115733453155,0.70030847667022,0.9999800194571477,PS,37585.76290130615,22818.261276245117,25721.26181411743,67380.62420654297,68684.44537353516,20241.341369628903,33661.66241455078,66449.66516113281,51306.443908691406
PS (30:4),-0.01025289202874299,6.183880351583012,3.0043080278119305e-4,0.9861710073708423,0.9999800194571477,PS,27467.52194595337,21014.92133712769,20899.041522979736,45810.203369140625,48975.28402709961,28811.70217514038,28526.52198791504,48586.48327636719,40809.38264465332
PS (32:0),0.29407515113710314,6.969097899083105,0.24249077886088344,0.6224129026576494,0.9999800194571477,PS,48001.96355438232,26517.541534423828,38473.982513427734,86966.52545166016,112422.04718017578,32435.022247314453,45311.66319274902,85632.287109375,59481.00451660156
PS (32:1),0.22551280106799404,6.366549625596706,0.1432509188075528,0.7050703116138526,0.9999800194571477,PS,29519.481819152832,22318.781383514404,24875.78186035156,69019.82518005371,58200.64483642578,20301.10132598877,29904.122158050537,60671.903869628906,39554.94296264648
PS (32:2),-0.020890987162183954,8.28781223607298,0.0012481438607210293,0.971817335684255,0.9999800194571477,PS,64785.70418930054,128142.12913513184,32172.902477264404,457251.54876708984,182570.61328125,97992.48678588869,45198.76317214966,363304.06994628906,53356.00421142578
