lipid,logFC,logCPM,LR,PValue,FDR,type,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023
Lyso_PG(14:0),-0.3366945924543762,7.00648155695457,0.32947813998453057,0.5659665398440878,0.9999800194571477,PG,29961.382125854492,91385.8270263672,14505.84103012085,96856.80569458008,68936.86416625977,68318.88424682617,74471.96533203125,83255.00537109375,49676.62432861328
Lyso_PG(14:1) | PG (14:1),-0.39611841473923814,10.648479841512083,0.45725636395218316,0.4989090142843596,0.9999800194571477,PG,329679.2849121094,1025485.4008789062,115480.76885604858,1861440.6997070312,688667.75048828125,713315.00927734375,953785.64404296875,1386853.9106445312,288534.4426269531
Lyso_PG(14:1) | PG (14:1)_2,-0.3876589199772106,10.654070128643037,0.43777498431154527,0.5081983352911005,0.9999800194571477,PG,322873.14599609375,1022232.7177734376,125751.98804855348,1868853.05859375,695730.224609375,720797.26220703125,944955.755859375,1387978.0146484375,292964.9814453125
Lyso_PG(15:0) | PGo (16:0),-0.5710430633195877,6.9326936040640135,0.9568173378934262,0.3279900519460848,0.9999800194571477,PG,28092.201622009277,80428.92431640625,13147.240936279297,64036.48435974121,68198.02490234375,63018.18440628052,90560.02697753906,72912.36505126953,63839.22380065918
Lyso_PG(15:0) | PGo (16:0)_2,-0.4351246761875185,6.881212813644656,0.552625303400418,0.45724697634378386,0.9999800194571477,PG,25619.201568603516,76202.74573135376,15840.121170043943,68123.58480834961,66891.4652709961,47168.08304977417,89681.98654174805,70348.32418823242,63154.72477340698
Lyso_PG(15:1),-0.6198404741488466,7.427129921827473,1.1292755230360854,0.28792992388027616,0.9999800194571477,PG,40837.68254852295,104567.12664794922,22235.60167312622,88394.56591796875,71533.02453613281,111108.56829833984,106764.50677490234,86968.3251953125,124935.75091552734
Lyso_PG(16:0),0.48950135186408283,6.99748569736202,0.6626152208937128,0.41563818743967385,0.9999800194571477,PG,1482.7800903320312,1466.4600982666016,1450.540096282959,252740.62115478516,167324.37356567383,1652.4201278686523,1460.600112915039,167109.3533935547,1476.4401016235352
Lyso_PG(16:1) | PG (16:1),0.17258155167534653,5.481843763563197,0.08418083519154607,0.7717096424731889,0.9999800194571477,PG,1470.2001037597656,1463.5801048278809,1450.0401077270508,64573.56439208984,66019.54489135742,1455.9201164245603,1604.7201080322266,65649.48458862305,1547.0800971984863
Lyso_PG(16:1) | PG (16:1)_2,0.15463841611011292,5.474485096244921,0.06766342766877642,0.794769708697933,0.9999800194571477,PG,1469.120101928711,1463.9001007080078,1450.0401077270508,65880.7639465332,63689.20376586914,1460.2800979614258,1505.4401092529297,65975.76446533203,1465.0601119995115
Lyso_PG(17:0) | PG (16:0) | PGo (18:0),-0.4778431764599725,10.760943294238192,0.667648276554246,0.41387272829398974,0.9999800194571477,PG,269054.2827453613,1211100.3901367188,111745.08740234376,2082794.2631835935,617377.0625,833568.47021484375,1155757.3764648438,1442103.4287109375,270501.8620605469
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_2,-0.4801618363358471,10.75622263121332,0.6742053648340516,0.41158925633684806,0.9999800194571477,PG,197801.63776016235,1120453.145263672,107011.74765777588,2211664.442138672,660171.5048828125,788924.75390625,1098897.3393554688,1544390.5166015625,247907.35473632812
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_3,-0.45654658754641886,10.741207362653137,0.6089417418115772,0.43518654148114505,0.9999800194571477,PG,198501.51239395145,1032293.5270996094,97830.867919921875,2297427.8745117188,684750.39990234375,737858.494140625,1026135.63671875,1613862.654296875,218858.333984375
Lyso_PG(17:1) | PGp (18:0),-0.13320099875839642,6.680112538569352,0.05105345514431292,0.821240218248919,0.9999800194571477,PG,21777.701599121097,75810.60586547852,11008.500839233398,76240.72598266602,62695.6833190918,50110.323638916016,49994.92346191406,60616.30432128906,50902.10313415527
Lyso_PG(17:1) | PGp (18:0)_2,-0.17979624532993355,6.675764616275597,0.09324472884327406,0.7600919841116192,0.9999800194571477,PG,14801.041217803957,75472.8459777832,12291.080863952637,74860.42657470703,63838.024658203125,50829.223876953125,49294.32360839844,62489.36407470703,52266.263259887695
Lyso_PG(17:2),-0.4837805328954323,6.850338535922363,0.6844690051741509,0.40805207292755374,0.9999800194571477,PG,19385.561241149902,83332.34609985352,14886.001098632812,57492.40423583984,60963.82360839844,72752.0654296875,67634.28466796875,58913.184173583984,74178.66488647461
Lyso_PG(18:0) | PG (18:0),-0.4304878208022727,9.480700729106225,0.5408277148335401,0.46208989691200747,0.9999800194571477,PG,69446.00533676147,630183.5602416992,22771.621612548828,255233.4156494141,219199.39416503903,270748.4178466797,513320.7364501953,153218.15118408203,1006352.5754394532
Lyso_PG(18:0) | PG (18:0)_2,-0.36722260519229655,9.52597026536568,0.39248195209074765,0.5309976591628278,0.9999800194571477,PG,151972.39044189453,623498.3439941406,26621.441871643063,253911.3983154297,220012.93603515625,278998.5871582031,521076.3582763672,160355.33221435547,1004986.3320922852
Lyso_PG(18:1) | PG (18:1),-0.4457613477227957,6.591308624957477,0.5802196208023815,0.44622624946737593,0.9999800194571477,PG,18075.04140472412,64610.56408691406,16629.501251220703,49744.88314819336,48423.263427734375,57904.16421508789,57463.84436035156,50030.34344482422,59695.784240722656
Lyso_PG(18:1) | PG (18:1)_2,-0.4076981528183222,6.572654144171345,0.4845906854634454,0.4863502501358083,0.9999800194571477,PG,15275.121109008787,66471.36492919922,16074.62121963501,55122.30349731445,46652.60339355469,55557.24383544922,57780.30389404297,48653.64318847656,56918.223693847656
Lyso_PG(18:2) | PG (18:2),-0.38973218280591204,6.410413539409358,0.44247839311577764,0.5059286598938011,0.9999800194571477,PG,11264.480712890623,68260.40475463867,13466.78095626831,42524.42321777344,41135.48254394531,53530.50393676758,48194.72317504883,39259.502868652344,56175.00375366211
Lyso_PG(18:2) | PG (18:2)_2,-0.3915971165886868,6.406786121448065,0.4467590874332923,0.5038780437072874,0.9999800194571477,PG,14656.221046447754,67811.64450073242,12482.920879364014,39760.5428314209,41481.68314361572,49334.76336669922,52190.343994140625,38996.342849731445,56802.843490600586
Lyso_PG(18:3) | PG (18:3),-0.6120783457323149,7.609657127032333,1.1008793506613301,0.29407320457507663,0.9999800194571477,PG,26986.821823120117,131288.14923095703,15666.021049499512,93182.5678100586,88314.5673828125,122384.76724243164,118545.48843383788,81362.76644897461,183594.9732971191
Lyso_PG(18:3) | PG (18:3)_2,-0.5591097378671397,7.595829975841061,0.9168608218732857,0.33830057014441806,0.9999800194571477,PG,31245.822135925293,127775.82864379884,15550.881229400637,92210.64569091795,92471.20642089844,114632.96746826172,120569.24768066406,79242.22660827637,179755.27095031738
Lyso_PG(18:4),-0.5297978167347107,6.668103896508623,0.8223291608329641,0.36450005293500065,0.9999800194571477,PG,20263.30142593384,74594.96514892578,13265.22089767456,47273.26371765137,49945.10363769531,63900.224609375,68357.3039855957,47275.16355895996,64394.94375610352
Lyso_PG(19:0),-0.8485036152110578,6.828763360740029,2.1304317587055266,0.144400077069661,0.9999800194571477,PG,22939.702033996586,99370.78726196288,29035.642517089844,7091.660499572754,1482.260097503662,90184.40692138672,99850.367431640625,1575.7201194763184,129053.2489013672
Lyso_PG(19:1),-0.6197249221915999,6.048872769495499,1.1287693482099712,0.28803799140923736,0.9999800194571477,PG,18265.441387176514,68344.76486206055,20064.701293945312,1506.5800971984863,1947.4201164245603,54322.40408325195,56904.523681640625,1614.6401138305664,57384.06451416016
Lyso_PG(20:0),-0.3183203230889561,6.925743799383895,0.294249818615981,0.5875099294845993,0.9999800194571477,PG,24966.14186096191,80667.50579833984,29744.1220703125,66104.90548706055,55315.6637840271,79890.7855834961,67670.92492675781,54257.36389160156,68203.16497802734
Lyso_PG(20:1) | PG (20:1),-0.4156671785893262,8.165121934561556,0.5039115855179261,0.47778642922226233,0.9999800194571477,PG,62393.72423553467,195821.6142578125,75050.8251953125,134309.72912597656,120683.92822647096,178469.873046875,185498.41381835935,136511.50927734375,151699.4521484375
Lyso_PG(20:1) | PG (20:1)_2,-0.4527992912954751,8.188049361754612,0.5988841824037081,0.4390040780037717,0.9999800194571477,PG,67950.94521331787,196073.693359375,72926.764892578125,136436.1104736328,117789.02828216551,178875.5927734375,192032.65283203125,143339.47216796875,157208.93017578125
Lyso_PG(20:2) | PG (20:2),-0.7446778208286559,8.249286804246855,1.6364409388752383,0.2008144857139932,0.9999800194571477,PG,90622.92725372314,285411.64248657227,20144.241317749023,126349.82759094238,135591.2717819214,208107.29663085935,283014.3035888672,157858.75057983398,75848.12626647949
Lyso_PG(20:2) | PG (20:2)_2,-0.7285237046347,8.235331213126173,1.5654676411904802,0.2108664448279873,0.9999800194571477,PG,81918.46466064453,271632.52432250977,20788.201583862305,135710.6885986328,141949.5510559082,203089.37615966797,271758.5769958496,161408.87243652344,79736.98617553711
Lyso_PG(20:3) | PG (20:3),-0.37456994312788516,6.509595626658998,0.40845153616373864,0.5227564925364557,0.9999800194571477,PG,21389.601776123047,65918.30462646484,20446.681411743164,45412.323318481445,31054.822216033936,55877.044342041016,59028.844177246094,35008.04235839844,61253.543884277344
Lyso_PG(20:3) | PG (20:3)_2,-0.3000358147941482,6.500194897307751,0.26119060790301774,0.6093033687285565,0.9999800194571477,PG,23647.941619873047,69630.6644897461,19581.92126464844,43416.16328430176,30767.981941223145,52333.78366088867,55295.88366699219,36153.58251953125,62474.78518676758
Lyso_PG(20:4) | PG (20:4),-0.28119484736864864,6.322195666949273,0.22921153007359862,0.6321090843007928,0.9999800194571477,PG,22074.70171356201,62411.18392944336,20803.881607055664,33355.48222732544,21874.181476593018,50316.703369140625,48369.20318603515,25622.221557617188,59044.60400390625
Lyso_PG(20:4) | PG (20:4)_2,-0.3104749887055773,6.283754367064323,0.2798140268712359,0.5968231359968699,0.9999800194571477,PG,22651.281490325928,58297.76396179199,19744.78142547607,32439.761947631836,23845.56146621704,47936.46319580078,50528.083435058594,25481.22179031372,54664.10339355469
Lyso_PG(20:5) | PG (20:5),-0.41397688078295675,7.12052435299472,0.49977268479415216,0.4796000195402602,0.9999800194571477,PG,33279.34234237671,120679.02905273438,45513.02331542969,51847.24350357056,12547.22092819214,95547.9072265625,96515.82678222656,38832.68264007568,97097.947265625
Lyso_PG(20:5) | PG (20:5)_2,-0.41878007976466886,7.1217034222643765,0.5115407356970536,0.4744726429898524,0.9999800194571477,PG,40075.10256958008,110495.84802246094,43231.74279785156,53899.28333663941,15377.94104385376,93829.56677246094,95290.8662109375,40695.302879333496,100433.68798828124
Lyso_PG(21:0),-0.3057665828256082,6.922776738167213,0.27134194538825795,0.6024330013699388,0.9999800194571477,PG,29722.102321624756,72337.72518920898,20359.28140258789,65967.38375854492,84339.94592285156,73391.18536376953,69278.06475830078,64053.06430053711,55121.823150634766
Lyso_PG(22:0) | PG (22:0),-0.5424023598516661,8.126615479954626,0.8623650642693974,0.35307769047912163,0.9999800194571477,PG,115272.68673706056,246874.18212890625,36193.022552490234,109431.30798339844,105790.38842773438,220064.37451171875,198444.07348632812,119658.20874023438,97126.206298828125
Lyso_PG(22:0) | PG (22:0)_2,-0.5273743860201876,8.292035226523671,0.8147840917335998,0.36670960200044583,0.9999800194571477,PG,133046.94898986816,305872.8214111328,35623.78289794922,122322.34838867188,114068.62829589844,242537.34045410156,237688.99822998047,131945.7901611328,87367.98498535156
Lyso_PG(22:1) | PG (22:1),-0.4347216396598178,6.377532813834818,0.5515787635536071,0.4576733288296601,0.9999800194571477,PG,18021.96137237549,53876.0634765625,13963.400970458984,40216.4030456543,42132.60272216797,50168.22268676758,49870.204040527344,39882.40264892578,55659.60400390625
Lyso_PG(22:1) | PG (22:1)_2,-0.3784843622864011,6.417513403078639,0.417103010509436,0.5183861367236796,0.9999800194571477,PG,19892.201599121097,57000.74412536621,15160.901260375977,43544.18281555176,40328.94276428223,49406.523010253906,52767.66409301758,38844.862716674805,56924.54309082031
Lyso_PG(22:2),-0.49468704311797834,6.704648256110776,0.7159825073921411,0.3974648898044083,0.9999800194571477,PG,25877.062007904053,70406.7251586914,15869.980918884276,56472.00408935547,49606.223205566406,63123.42419433594,71334.88481140137,52930.983947753906,55307.94386291504
Lyso_PG(22:4) | PG (22:4),-0.48521742279771546,7.048539458731456,0.6885858108835237,0.40664581574876235,0.9999800194571477,PG,32203.10205078125,97652.04718017578,21209.92155456543,62163.00408935547,65470.62438964844,85420.36553955078,87246.1265258789,65949.26382446289,66790.425048828125
Lyso_PG(22:4) | PG (22:4)_2,-0.55412947766926135,7.04145439834024,0.9004252830582118,0.3426677027327098,0.9999800194571477,PG,29382.00225830078,95158.586181640625,20540.08139038086,62115.744689941406,63417.54382324219,88287.406982421875,86601.12637329102,67873.10481262207,67896.06561279297
Lyso_PG(22:6) | PG (22:6),-0.7606487473838128,7.209787387558547,1.7081336706023649,0.19122769634810724,0.9999800194571477,PG,27175.182441711426,95293.465087890625,24314.221557617188,71638.82501220703,71060.46472167969,165650.92999267578,72002.50451660156,62544.224060058594,62303.984130859375
Lyso_PG(22:6) | PG (22:6)_2,-0.7618818650036425,7.2430082674085545,1.7137378803718089,0.19050111697307845,0.9999800194571477,PG,30767.982414245605,93761.96667480467,25812.70147705078,71281.52499389648,73096.96588134766,166309.3084716797,74045.684814453125,66782.78479003906,64106.305236816406
Lyso_PI(12:0) | PI (12:0),-0.39731820184146577,6.712863550680123,0.4600299025314598,0.4976099985213873,0.9999800194571477,PI,24602.56173324585,72075.10531616211,11705.90083694458,63254.58444213867,61284.885009765625,67876.32531738281,86122.82629394531,30239.622676849365,51699.76379394531
Lyso_PI(12:0) | PI (12:0)_2,-0.2931592536842889,6.740984416915573,0.2492791273562034,0.6175831239886816,0.9999800194571477,PI,21995.241653442383,77438.42562866211,13926.821025848389,64508.463775634766,65272.983489990234,65886.62432861328,81791.82601928711,32253.86252593994,53322.10321044922
Lyso_PI(12:0) | PI (12:0)_3,-0.3766772419112912,6.733020006319921,0.4131046183538274,0.5203979150381784,0.9999800194571477,PI,22679.261657714844,70420.44485473633,11940.680770874023,62476.725509643555,67985.12423706055,67827.08511352539,84666.48651123047,31480.00217437744,55023.684326171875
Lyso_PI(13:0),-0.4840020023206028,7.222707718146583,0.6851103432463788,0.4078325305732587,0.9999800194571477,PI,41032.8224029541,94464.28717041016,23581.441524505615,65335.46453857422,79814.026123046875,83247.60638427734,129986.2890625,49637.38388442993,90002.8871459961
Lyso_PI(14:0) | PI (14:0),-0.3243055132466269,6.901501775984235,0.3055034911776602,0.5804526204753735,0.9999800194571477,PI,24732.501640319824,88409.08752441406,7737.82052230835,74173.72543334961,76086.5258178711,76960.58627319336,87671.1655883789,35135.28242111206,67115.76525878906
Lyso_PI(14:0) | PI (14:0)_2,-0.30383345055645583,6.908448438796308,0.2678977839714207,0.6047454552323139,0.9999800194571477,PI,27165.76196670532,88502.4866027832,10610.080707550049,74629.80499267578,74569.52569580078,75960.22521972656,88593.86581420898,37317.002670288086,61796.04522705078
Lyso_PI(14:1),-0.3428698833961926,9.528885024029668,0.3417826116492506,0.558802067573742,0.9999800194571477,PI,78919.04601287842,621943.439453125,34645.622703552246,519473.10388183594,514444.1762695313,539328.4323730469,572075.638671875,195377.23229599,287219.0819091797
Lyso_PI(15:0) | PIo (16:0),-0.25118107830421293,9.149781350675873,0.18264307352364995,0.6691115956954672,0.9999800194571477,PI,26341.74208831787,519169.1562843323,15721.86092376709,514272.61895751953,438555.1931457519,280641.96061325073,544975.1896972656,215788.75708007812,77248.48648071289
Lyso_PI(15:0) | PIo (16:0)_2,0.178859949626855,8.903096046189855,0.0903904929291457,0.7636813105096407,0.9999800194571477,PI,18559.62121963501,411753.2945327759,8702.520603179932,518677.5618286133,467257.43045043945,3125.5801887512207,554104.5033073425,176396.09419250488,74041.88470458984
Lyso_PI(15:1) | PIp (16:0),-0.4097464707315498,6.841831921178694,0.48952049756735505,0.4841412774806404,0.9999800194571477,PI,26131.481590270996,81123.9048461914,11199.480709075928,65215.265716552734,60368.003356933594,67713.40435028076,83535.32638549805,42184.543365478516,73600.72549438477
Lyso_PI(15:1) | PIp (16:0)_2,-0.17018072112267454,6.846889926606728,0.08349701143743005,0.7726131399980279,0.9999800194571477,PI,25674.4416885376,78987.32531738281,16357.781074523926,66313.56491088867,68678.98593139648,62624.26416015625,81324.5856628418,31244.242218017574,76934.50500488281
Lyso_PI(16:0) | PI (16:0),1.2160978440419488,5.592462784814841,3.8468198710297656,0.04984040607307236,0.9999800194571477,PI,1466.2001037597656,1663.0201110839844,1457.2401084899902,82126.08554077148,90982.32696533205,1543.7800979614258,1506.9401092529297,40844.24295043945,1476.2200965881348
Lyso_PI(16:0) | PI (16:0)_2,0.9829236778571964,5.624836850895449,2.5666532488066878,0.10913840842120703,0.9999800194571477,PI,1462.4600982666016,1682.400119781494,1457.5401039123535,86098.767333984375,85226.60675048828,1941.2401161193848,1590.58012008667,47394.962982177734,1504.780101776123
Lyso_PI(16:1) | PI (16:1),1.3415131859137954,6.119041627965796,4.626265701263037,0.03148602257848301,0.9999800194571477,PI,1461.440097808838,1534.800106048584,1457.540096282959,131743.10919189453,126482.3278503418,1476.6401023864746,1527.8801040649414,56095.24376296997,1462.5600929260254
Lyso_PI(16:1) | PI (16:1)_2,1.4228118198592221,6.177776229367885,5.163351274934939,0.023068343891329914,0.9999800194571477,PI,1461.7001190185547,1556.3000946044922,1457.2601127624512,139959.6072998047,132299.287109375,1479.8200988769531,1464.620101928711,55863.90421295166,1469.640106201172
Lyso_PI(17:0),-0.6284025631146842,9.183980668964777,1.1610593643781613,0.28124594590561636,0.9999800194571477,PI,58863.44422912598,522382.7579345703,27639.521991729736,397946.46197509766,329690.12677001953,537434.7490234375,515706.74365234375,146157.7112121582,128606.22680664062
Lyso_PI(17:1) | PIp (18:0),-0.29929068883850035,6.619330725418888,0.2598876015613314,0.610197384530942,0.9999800194571477,PI,19301.021411895752,70460.52508544922,13459.300937652588,51768.42367553711,52180.24450683594,61160.38438415527,68238.00421142578,25409.141891479492,71269.84600830078
Lyso_PI(17:1) | PIp (18:0)_2,-0.3597212037130294,6.592683883219994,0.37646569692969933,0.5395008314607792,0.9999800194571477,PI,21061.16139984131,69667.06399536133,10627.580856323242,50402.84395599365,52614.42343139648,65401.344299316406,68404.72584533691,23716.72184753418,66126.30453491211
Lyso_PI(17:1) | PIp (18:0)_3,-0.25997696330466524,6.545222342387816,0.19573038678026933,0.6581894542727916,0.9999800194571477,PI,18456.921447753903,62928.42393493652,9971.860649108889,53803.92329406738,56377.1238861084,57837.72412109375,61037.764221191406,25788.72187805176,67652.04391479492
Lyso_PI(17:2),-0.36374162420175127,7.140423915171178,0.3850048411277385,0.5349368262106838,0.9999800194571477,PI,27981.101726531982,107351.02737426758,14149.901023864746,81839.16641235352,79082.82623291016,92505.88821411131,100150.7865600586,45429.52306365967,81531.94467163086
Lyso_PI(18:0) | PI (18:0),-0.3497341052404219,6.950393444547782,0.35569651916375733,0.5509060475912574,0.9999800194571477,PI,38322.102600097656,103436.5867919922,18551.421348571777,72080.46458053589,2176.320163726806,85553.88565063477,94117.28704833984,1571.340114593506,125769.8071899414
Lyso_PI(18:0) | PI (18:0)_2,-0.43015291923277227,6.913663651295297,0.539953169909495,0.4624521350041762,0.9999800194571477,PI,35555.642578125,99550.96685791016,17264.301177978516,66940.44476699829,1763.4401245117188,88221.68646240234,90611.52746582033,1463.0801010131836,126214.86944580078
Lyso_PI(18:1) | PI (18:1),-0.5964469057374268,6.700908790975261,1.0447715194968623,0.30671433347614063,0.9999800194571477,PI,27164.421810150143,93416.80596923828,15277.001075744629,59808.5046081543,2397.2401809692383,80306.46560668945,99224.92785644533,1771.840103149414,80815.58563232422
Lyso_PI(18:1) | PI (18:1)_2,-0.5939144390871204,6.7016007260049095,1.035826611217999,0.30879408208647324,0.9999800194571477,PI,26627.401809692383,97266.56747436523,13130.76089477539,59562.644134521484,3161.0801963806152,83491.325439453125,95430.0262451172,1621.8001136779783,81827.80645751953
Lyso_PI(18:2) | PI (18:2),-0.6000180268898025,8.019633948837013,1.057496142335367,0.3037869522640681,0.9999800194571477,PI,21262.581562042236,238503.73625183103,10519.620769500732,224396.59564208984,109771.33116912842,209466.67485046387,286896.09939575195,32216.581508636475,63883.78512573242
Lyso_PI(18:2) | PI (18:2)_2,-0.5674608595350097,7.9735071118577805,0.9447544547547295,0.3310581095856142,0.9999800194571477,PI,21482.98141479492,237362.48078918457,10142.400737762451,231775.1178283691,92263.0055999756,217747.7539215088,285794.453704834,2434.940158843994,62561.623138427734
Lyso_PI(18:3) | PI (18:3),-0.7048656699616975,12.868132843689951,1.4644239879591083,0.22622752767527596,0.9999800194571477,PI,158652.03149414062,7375118.41418457,10136.16060256958,7252704.404907227,3408904.908050537,6075404.322265625,8747848.963623047,1981734.8844451904,70834.02569580078
Lyso_PI(18:3) | PI (18:3)_2,-0.7328784657373308,12.859607307745536,1.5844737549766421,0.20811746029818556,0.9999800194571477,PI,155264.61316299438,7210440.148864746,16847.700981140137,7149942.082290649,3382115.435218811,6129537.108032227,8710851.886535645,2025487.797492981,72475.46408081055
Lyso_PI(18:4) | PI (18:4),-0.4529042815040852,6.706985620607878,0.5991416016277071,0.4389057314910366,0.9999800194571477,PI,23100.681579589844,82382.08529663086,11509.260780334473,44423.88299560547,53187.023986816406,65778.56491088867,84633.52445220947,26696.161834716797,71540.74481201172
Lyso_PI(18:4) | PI (18:4)_2,-0.4906591489046232,6.729286079378598,0.7042589698060056,0.4013563084983037,0.9999800194571477,PI,24983.30168914795,80452.625,11324.800689697266,47972.06332397461,51531.32424926758,68408.10559082031,86147.0054321289,28261.581634521484,71871.50671386719
Lyso_PI(19:0),-1.280450597250387,9.205897499045538,4.886091160695285,0.027073916262906814,0.9999800194571477,PI,82597.007568359375,408106.2339477539,30866.562225341797,64033.24454498291,240850.85552978516,537758.02978515625,527039.861114502,133474.55117797852,574804.6939086914
Lyso_PI(19:1),-0.6234921954713739,7.991040606405947,1.1427782633836614,0.28506603103315536,0.9999800194571477,PI,66387.92474365234,269989.5377807617,37572.462478637695,8240.040561676025,127007.78857421876,199834.7745361328,215436.2952880859,68424.245361328125,129182.14990234376
Lyso_PI(20:0) | PI (20:0),1.023868050204829,7.885843177871172,2.7751520353085652,0.09573756536233975,0.9999800194571477,PI,25274.061737060547,157610.4917602539,14592.24098587036,512497.574798584,97054.64779663086,110390.90756225586,84179.0658569336,30166.22203063965,73873.18661499023
Lyso_PI(20:0) | PI (20:0)_2,1.0116037170861392,7.865172632377529,2.712009565615972,0.09959545789517935,0.9999800194571477,PI,24649.68182373047,163007.5096282959,11901.280815124512,500523.8868865967,96775.28717041016,108143.90655517578,85246.2057800293,29862.682403564453,72112.00497436523
Lyso_PI(20:1),-0.20748991053231255,7.918472411538191,0.12436003153743491,0.7243529646843608,0.9999800194571477,PI,79168.76550292969,162850.35131835938,41959.50308227539,131309.1094970703,141247.48767089844,141323.27197265625,166653.33251953125,86753.28625488281,116070.16857910156
Lyso_PI(20:2) | PI (20:2),-0.8893177756806586,9.55456793218274,2.342769490482169,0.12586560532959037,0.9999800194571477,PI,25468.841903686523,703901.0188293457,12576.040897369385,368552.2669143677,531503.3065948486,514094.0180053711,944450.6334533693,305557.8998413086,67286.24493408203
Lyso_PI(20:2) | PI (20:2)_2,-0.8711424526287534,9.547662015521245,2.247020639195398,0.13387193264624173,0.9999800194571477,PI,28168.38198852539,700995.2515869141,12686.380825042725,365697.48373413086,537563.7187347412,512331.0799560547,938776.4866027832,295151.8788757324,65474.80474853515
Lyso_PI(20:3) | PI (20:3),-0.4262079918036647,6.773824556316137,0.5300099990945455,0.4666026556876027,0.9999800194571477,PI,19205.061546325684,95969.12576293944,13365.481002807615,48962.00325012207,60587.8642578125,69427.10412597656,93706.76776123048,30095.922332763672,56375.3434753418
Lyso_PI(20:3) | PI (20:3)_2,-0.39830415158289917,6.758842642739535,0.4623357859945827,0.4965343590408518,0.9999800194571477,PI,18563.741287231445,98732.32772827148,11613.440715789797,49366.64351654053,58054.40493774414,69665.7246017456,91361.56747436523,25777.04148864746,60533.74481201172
Lyso_PI(20:4) | PI (20:4),-0.6485128863681208,6.836847960962354,1.237338788836496,0.2659845511702692,0.9999800194571477,PI,24040.901763916016,84291.98715209961,11670.940803527832,40894.58290863037,69477.58486175537,73522.30572509766,118785.22639465332,26514.061820983887,60508.06425476074
Lyso_PI(20:4) | PI (20:4)_2,-0.6525517901107238,6.81759112205732,1.2529637270245066,0.2629871755308107,0.9999800194571477,PI,22221.721488952637,84852.905517578125,13548.32098388672,40442.462341308594,63202.024475097656,72899.12484741211,115885.68811035156,26255.641555786133,61764.72494506836
Lyso_PI(20:5) | PI (20:5),-0.576123803681366,6.9385259063282305,0.9740949321536623,0.323661033641453,0.9999800194571477,PI,31457.882537841797,89019.9270324707,18811.801239013672,43421.78286743164,57980.24426269531,86523.1650390625,96450.107177734375,38041.782623291016,77241.46475219727
Lyso_PI(20:5) | PI (20:5)_2,-0.4883602699851056,6.893066805284685,0.6976159758009999,0.40358592226423307,0.9999800194571477,PI,31409.222442626953,87778.7265625,18829.4013671875,43663.40286254883,56066.44400024414,73109.76446533203,96217.40689086914,36479.40295410156,78202.38619995117
Lyso_PI(21:0),0.010727748679761315,7.405030307251165,3.2852311233000364e-4,0.9855389693371656,0.9999800194571477,PI,29458.981903076172,101518.12579345705,17956.28143310547,124497.40713500977,164064.65606689453,92840.06625366212,129096.44696044922,38776.062240600586,63325.765075683594
Lyso_PI(22:0) | PI (22:0),-0.4476104237106117,7.706429102956253,0.5851096161077294,0.4443164551109403,0.9999800194571477,PI,40148.36283111572,189754.5291748047,18825.101482391357,111411.92868041992,111499.54653930664,145815.60913085938,183840.1304321289,52331.62371826172,87955.046630859375
Lyso_PI(22:0) | PI (22:0)_2,-0.48110355819386696,7.712338053975393,0.6768614079173858,0.4106695865958664,0.9999800194571477,PI,44634.322914123535,186509.37176513672,19045.521419525143,106627.42755126952,111320.5693359375,152064.70892333984,180110.6915283203,56194.86437988281,87932.9253540039
Lyso_PI(22:1) | PI (22:1),-0.24457205590091077,6.603993041881494,0.17309296266580532,0.67737749641813,0.9999800194571477,PI,30970.28207397461,63315.504150390625,15503.781089782717,47683.48400878906,53353.90414428711,55932.98376464844,65662.98425292969,31679.222091674805,63170.44467163086
Lyso_PI(22:1) | PI (22:1)_2,-0.280060920250996,6.509589187942877,0.22735800145316887,0.63348978815235,0.9999800194571477,PI,27675.001953125,58459.54333496094,12406.56093597412,48086.283782958984,52988.00337219238,57738.10397338867,60971.704498291016,28474.04179382324,55785.18338012695
Lyso_PI(22:2) | PI (22:2),-0.40085610000699845,6.475092575937955,0.46832456412175816,0.49375895877588566,0.9999800194571477,PI,18641.361373901367,66297.60447692871,11351.320713043213,44713.943435668945,51878.64225769043,60017.74337768555,68658.44511413574,25460.84178161621,48115.70307922363
Lyso_PI(22:2) | PI (22:2)_2,-0.3095384328598898,6.459809827489548,0.2781206146682962,0.5979356864301,0.9999800194571477,PI,20042.281326293945,62499.9839553833,9674.22066116333,45397.383056640625,55933.96416473389,54407.9040222168,63427.84408569336,26434.10157775879,53404.66319274902
Lyso_PI(22:4) | PI (22:4),-0.5568287947112397,6.8276634812410295,0.9093048001614079,0.34029894298958474,0.9999800194571477,PI,25028.481872558594,88744.42654418945,14434.501136779783,46860.30375671387,69070.66543579102,74207.725341796875,111836.68731689452,32515.282348632812,44389.12341308594
