lipid,logFC,logCPM,LR,PValue,FDR,type,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,10xBlank_01202023
TAG(54:0)_FA 18:0,-0.0913681733133061,8.603122607788364,0.03836867970585445,0.8447046804967462,0.9998952798792559,TAG,198024.95288085935,227883.07495117188,244745.8388671875,180291.35107421875,278044.1193847656,261753.55908203125,205364.83447265625,213239.4345703125,162601.3515625,167375.23364257812
TAG(54:0)_FA 18:1,-0.054016627605330415,6.0475537516072055,0.013423470818537453,0.9077637327665234,0.9998952798792559,TAG,36569.902099609375,35597.28219604492,40388.4831237793,34065.402587890625,45245.58296203613,37659.38269042969,33334.18228149414,39640.483139038086,31625.58218383789,28295.441986083984
TAG(54:0)_FA 18:2,0.0451251512823667,5.424452241847296,0.009391476076189065,0.9227981624446014,0.9998952798792559,TAG,25819.72169494629,25503.081756591797,25336.80172729492,21278.641563415527,27592.241981506348,26437.501976013184,21888.041595458984,22325.441619873047,19104.081413269043,19930.74153137207
TAG(54:0)_FA 20:0,-0.11969181739732891,8.066931649500345,0.06578770150372293,0.7975716260457922,0.9998952798792559,TAG,128066.38842773438,129408.36840820312,161584.55053710938,111170.40771484376,138183.74951171875,165052.97265625,136239.88940429688,139148.2088623047,128262.0887451172,207440.69458007812
TAG(54:0)_FA 20:4,0.09063879755947042,5.147245509304991,0.03792841363994626,0.8455869561255762,0.9998952798792559,TAG,22943.4419631958,21048.341354370117,22270.581886291504,16789.221145629883,20421.521350860596,22586.861770629883,18812.961380004883,18512.34129333496,15918.921047210692,15270.841007232666
TAG(54:1)_FA 16:0,0.0035809827694709227,6.214222899145927,5.908650069841315e-5,0.9938669017800059,0.9998952798792559,TAG,37747.44274902344,50855.64323425293,50168.90385437012,36288.46224975586,47217.123138427734,48625.023193359375,44977.32339477539,42659.422775268555,32150.461959838867,20897.961334228516
TAG(54:1)_FA 16:1,0.05034910181613621,6.589702594956674,0.011694356672705908,0.9138842827477653,0.9998952798792559,TAG,51772.08386230469,70523.70458984375,63620.684631347656,44632.08312988281,62215.184509277344,65490.6435546875,49440.863708496094,56205.083984375,41429.74264526367,28184.80191040039
TAG(54:1)_FA 18:0,-0.07261819420754086,8.303912155203259,0.024249999727089744,0.8762504887085162,0.9998952798792559,TAG,113902.5089111328,247289.85821533203,259115.49700927737,126001.52642822266,213593.9735107422,182551.5137939453,200915.19567871097,249965.67462158203,114737.1685180664,58759.14434814453
TAG(54:1)_FA 18:1,-0.07717745011010312,9.197906833554429,0.027387289544094473,0.8685574892220929,0.9998952798792559,TAG,288859.93896484375,358750.0615234375,384628.97021484375,265205.0986328125,407368.4497070313,385332.3310546875,308246.3212890625,324549.86181640625,261524.5205078125,246692.72021484375
TAG(54:1)_FA 18:2,-0.023033799995155257,6.39357190200818,0.002442962753093525,0.9605795402079853,0.9998952798792559,TAG,48462.50344848633,44597.30334472656,55870.70361328125,39113.20248413086,52492.704040527344,53540.62371826172,44122.72326660156,45025.12350463867,39881.122802734375,38056.022705078125
TAG(54:1)_FA 20:0,-0.011054838108754472,8.016893317688986,5.629220240734867e-4,0.9810711845225951,0.9998952798792559,TAG,80341.7866821289,100954.00762939452,165362.3503112793,76236.52542114258,108112.92868041992,99145.00567626952,100229.02499389648,137734.64874267578,73504.14639282227,400722.0986328125
TAG(54:1)_FA 20:4,0.10403650129651458,5.131436151394703,0.049984080517055496,0.8230909771509921,0.9998952798792559,TAG,22712.521675109863,22661.021522521973,19111.58131408691,15947.921394348145,22749.70147705078,19298.361282348633,17581.921447753906,18026.761405944824,14879.200904846191,18336.181282043457
TAG(54:2)_FA 16:0,0.01920479423856342,6.333294531175289,0.0017001122182591644,0.9671106105467056,0.9998952798792559,TAG,40767.423278808594,54999.643966674805,56586.36357116699,39819.86279296875,47452.18338012695,48308.66384887695,55249.12413024902,49028.34327697754,33902.762451171875,21361.941467285156
TAG(54:2)_FA 16:1,-0.05774021842763833,6.214150275432531,0.015336580114137632,0.9014412104528537,0.9998952798792559,TAG,34263.38201904297,53607.56362915039,47515.64342498779,35259.86260986328,45222.50305938721,48759.66395568848,49498.72360229492,44113.70344543457,31947.742080688477,21252.68148803711
TAG(54:2)_FA 18:0,0.025724998653333657,9.226437725615945,0.0030512066659866832,0.9559490716920398,0.9998952798792559,TAG,218395.5548095703,508819.67810058594,517921.45959472656,227938.43432617188,350548.9871826172,348156.40393066406,397332.8887939453,469779.0932617187,206214.17602539065,108722.66784667967
TAG(54:2)_FA 18:1,-0.026372302392238138,8.464822595391517,0.0032023767312239215,0.9548721621806181,0.9998952798792559,TAG,128535.6473388672,273998.6813354492,300970.60040283203,145222.6498413086,238424.47680664065,198836.25427246097,216521.6539306641,280496.1036376953,124364.72985839844,67883.14465332031
TAG(54:2)_FA 18:2,-0.0916678857146563,9.157500302598024,0.03862070325385503,0.8442019996402677,0.9998952798792559,TAG,284375.90185546875,327200.66552734375,376492.0073242187,266162.3359375,340166.32373046875,387691.00634765625,315595.6826171875,306813.3408203125,292312.640625,239677.51708984375
TAG(54:2)_FA 20:0,0.040068600048551374,6.234058769189882,0.0074043019150735745,0.9314280587677595,0.9998952798792559,TAG,36992.122467041016,52142.343658447266,53625.94421386719,30042.162406921387,43549.06329345703,44738.80303955078,41925.802978515625,48035.20318603515,28370.242553710938,34607.30210876465
TAG(54:2)_FA 20:4,0.012907252046026853,5.6292691614634975,7.677669475469884e-4,0.9778945582899552,0.9998952798792559,TAG,32036.90216064453,24711.88180541992,27889.50203704834,24956.62187194824,29751.102012634277,25031.341705322266,29081.82179260254,28236.72184753418,22038.921501159668,26022.62197875977
TAG(54:3)_FA 16:0,0.5653376500550678,7.958381633806297,1.484682233314743,0.22304337795997825,0.9998952798792559,TAG,155057.06938171387,154834.3487854004,221196.67721557617,215735.4157409668,113043.10772705078,87472.20681762695,201763.71520996097,114827.0301513672,106182.66818237305,19306.281204223633
TAG(54:3)_FA 16:1,0.030590704105110972,6.372056018455225,0.004314797897265521,0.9476269260265152,0.9998952798792559,TAG,42563.98318481445,57692.56425476074,58545.363372802734,40391.96295166016,49301.28318786621,48425.80404663086,53793.083740234375,53207.20405578613,35459.302505493164,20439.48164367676
TAG(54:3)_FA 18:0,0.35714710168343294,8.321302972424562,0.5916357455862453,0.4417872822379607,0.9998952798792559,TAG,104234.1870727539,385792.06036376953,272545.7598876953,122967.84979248048,136032.35150146484,177162.11450195312,219491.81677246097,218263.9165649414,98749.1864013672,57040.364013671875
TAG(54:3)_FA 18:1,0.0038352634640302355,9.364624040754496,6.77817479299847e-5,0.9934311168377971,0.9998952798792559,TAG,240492.05541992188,542129.6162109375,564504.8635253906,260649.73693847656,382198.9848632813,384015.10974121094,420050.767578125,538796.2427978516,236887.9942626953,117903.888671875
TAG(54:3)_FA 18:2,-0.05685473523945038,8.402628562332511,0.014871260957988852,0.9029403752993063,0.9998952798792559,TAG,122757.92956542967,229469.61694335935,311139.8978881836,140594.40838623047,195644.57373046875,204101.8359375,206659.55737304688,275367.1173095703,137210.70782470703,67268.484375
TAG(54:3)_FA 20:0,0.13149378988399585,5.342515075676539,0.07989793566832404,0.7774357728296142,0.9998952798792559,TAG,21606.501510620117,27500.02195739746,27222.462287902832,19726.621505737305,23868.601470947266,23517.34185028076,23332.30195617676,21051.14183807373,16473.88092803955,18522.40110015869
TAG(54:3)_FA 20:4,-0.03898848532848231,7.17190313133983,0.006996606157031238,0.9333381164868293,0.9998952798792559,TAG,80037.765869140625,81045.78552246094,84270.8857421875,70122.58459472656,85582.50537109375,86822.986572265625,77444.185302734375,80541.405517578125,69130.32507324219,72300.446044921875
TAG(54:4)_FA 16:0,0.7085762677057641,11.158933632290461,2.3324833032820607,0.126699610929686,0.9998952798792559,TAG,1600420.909790039,1439629.483459473,2001986.9545288088,2226638.4025878906,916609.7346191406,601453.1057128906,2082733.5821533203,895364.221862793,1005801.2534179688,22971.2013092041
TAG(54:4)_FA 16:1,0.49958924249959846,7.9200084636380765,1.1590884360721248,0.2816546710020102,0.9998952798792559,TAG,154485.32920837402,152863.19102478027,203715.53309631348,199939.41319274905,113276.30871582033,83390.40521240234,212484.1562194824,108804.58752441406,103980.6266784668,19888.46141052246
TAG(54:4)_FA 18:0,0.6192607688685207,8.728077480081742,1.7816307420762314,0.18194920814563648,0.9998952798792559,TAG,225901.13635253903,397345.5668334961,369077.0267333984,287129.181640625,181675.77362060547,186699.43548583984,280202.5997314453,223470.2172241211,154980.03198242188,61425.82455444336
TAG(54:4)_FA 18:1,0.37633916937399575,8.506677121296407,0.6570713661312766,0.41759576903984286,0.9998952798792559,TAG,107273.02868652344,443473.66424560547,332128.55938720703,136290.68774414062,150137.9305419922,189504.59197998047,251928.3973388672,258726.49658203125,111867.10955810548,59419.984802246094
TAG(54:4)_FA 18:2,0.018630530774520013,9.300357397096864,0.0016000559444364626,0.9680925687803869,0.9998952798792559,TAG,229150.31591796875,476057.4169921875,576311.10302734375,257779.1407470703,320879.2412109375,368180.6806640625,397280.14709472656,521576.94140625,244448.0174560547,129114.490234375
TAG(54:4)_FA 20:0,0.08083862251159729,5.350048862912124,0.03016419721461716,0.8621181898632059,0.9998952798792559,TAG,30781.66254425049,26545.961868286133,24170.761753082275,14445.90100479126,27126.282356262207,22799.561897277832,29266.662216186523,19514.64143371582,13921.601070404053,16650.241081237793
TAG(54:4)_FA 20:4,-0.09452623887827294,8.906412775368276,0.04106321482584008,0.8394159501111714,0.9998952798792559,TAG,218117.33447265625,261265.39697265625,352834.923828125,201649.552734375,264484.2578125,314039.1787109375,249831.49658203125,283065.19921875,237505.7373046875,243623.19775390625
TAG(54:5)_FA 16:0,0.8296685576647791,8.67953091244932,3.1958601367064152,0.07382492529837639,0.9998952798792559,TAG,339657.20703125,254834.21920776367,344947.97036743164,398968.4401550293,166401.99169921875,124842.34771728516,309130.8426513672,158241.1100769043,173405.3291015625,18004.6812210083
TAG(54:5)_FA 16:1,0.6989473706753827,11.098413039613204,2.269573171547563,0.13193623460499113,0.9998952798792559,TAG,1594977.9271240234,1410784.7252197266,1892655.1440429688,2054466.271850586,917854.4006347656,585212.76708984375,1991455.791381836,860736.5129394531,945055.489013672,21322.941482543945
TAG(54:5)_FA 18:0,0.19042813093206243,6.06059567813489,0.1677698944124586,0.6821014260194554,0.9998952798792559,TAG,36554.16232299805,50849.88313293457,46693.5237121582,34496.84248352051,40385.82273101807,39991.98272705078,35904.38284301758,39241.68241119385,26847.92190170288,18872.14123535156
TAG(54:5)_FA 18:1,0.6598470591696876,8.786552025742035,2.022834839881398,0.15494963026026976,0.9998952798792559,TAG,236688.27667236328,421616.1289672851,404809.0903930664,287714.0787963867,190443.8331298828,199325.892578125,288182.10510253906,220426.59698486328,155458.09173583984,64764.24411010742
TAG(54:5)_FA 18:2,0.23042967745179438,8.36791621118463,0.24584776535903075,0.6200140890360372,0.9998952798792559,TAG,110613.68841552734,338472.1978149414,298799.7570800781,127937.71063232422,130140.91003417967,190676.8510131836,226538.83264160156,255731.57482910156,110453.78979492188,60572.64437866211
TAG(54:5)_FA 20:0,0.10569068475111218,5.52732913973487,0.05159097658201983,0.8203176251123935,0.9998952798792559,TAG,27549.32218170166,30730.042110443115,28912.94239807129,22631.981323242188,33108.96250915527,30709.32204437256,20414.061096191406,24857.581741333008,17451.02131652832,17917.581367492676
TAG(54:5)_FA 20:4,-0.03558319366676204,9.121416689532772,0.005828557172208093,0.9391446351168482,0.9998952798792559,TAG,178245.15063476562,317465.7023925781,494204.2227783203,213596.2166748047,274072.57763671875,274597.9561767578,303502.8582763672,455614.1752929687,190750.9696044922,341073.00817871094
TAG(54:6)_FA 16:0,0.16301765006347083,7.17809372769918,0.12289192449443931,0.7259188860841631,0.9998952798792559,TAG,89169.80700683594,82430.02557373047,99235.80648803712,97061.76669311523,84559.54577636719,67260.68493652344,102573.22717285156,83408.42645263672,68039.22479248047,28894.021728515625
TAG(54:6)_FA 16:1,0.8391986147264556,8.660872644060841,3.2694653848957387,0.0705806211876752,0.9998952798792559,TAG,344407.38732910156,259975.02294921875,329418.9237060547,388399.0502929687,166254.71405029297,125601.16717529295,302039.01873779297,152928.01364135742,168759.18920898438,20387.70156097412
TAG(54:6)_FA 18:0,-0.10115494160057784,6.134637268886067,0.047011071267661436,0.8283483394323303,0.9998952798792559,TAG,36459.60235595703,43105.48309326172,43011.56301879883,33196.002532958984,47762.48358154297,43617.14294433594,42573.662658691406,39381.242935180664,32887.60235595703,25229.681915283203
TAG(54:6)_FA 18:1,0.26459894585613214,6.1073270296282764,0.3243142035460095,0.5690264288993868,0.9998952798792559,TAG,39177.081954956055,51947.24368286133,54198.863861083984,33342.6022644043,43030.822982788086,38222.64289855957,33418.14196777344,40792.90298461914,27276.861862182617,20671.58152770996
TAG(54:6)_FA 18:2,0.41795797660577455,8.589020024468436,0.8107701550006825,0.3678926520728612,0.9998952798792559,TAG,202643.53454589844,319480.6640625,354396.1455078125,217270.77606201172,152908.0906982422,199179.1934814453,277585.99798583984,226899.53582763672,148988.3677368164,55558.423278808594
TAG(54:6)_FA 20:0,0.011446527770376734,5.037586722814818,6.037580697011435e-4,0.9803967609451862,0.9998952798792559,TAG,21313.54128265381,19626.34144592285,18845.04119110107,14920.160972595217,22371.661743164062,18746.7413482666,16587.121196746826,19011.94141769409,14736.321235656738,13981.66104888916
TAG(54:6)_FA 20:4,0.12057706305022958,7.8957567501620245,0.06717713820489735,0.7954920962453829,0.9998952798792559,TAG,80510.26568603516,214352.29693603516,206308.49578857425,94340.085693359375,105782.18798828124,145529.07080078125,160596.17449951172,170687.47344970703,87913.3462524414,61396.84405517578
TAG(54:7)_FA 16:0,0.05717934920222252,7.22794384031008,0.015085270227473302,0.9022479671091531,0.9998952798792559,TAG,68104.26434326172,70878.58462524414,150282.4521331787,85264.0259399414,110251.46813964844,68855.74560546875,68465.10397338867,134906.68968200684,55951.464263916016,24206.761627197266
TAG(54:7)_FA 16:1,0.17040792262330823,7.132887943946909,0.13430562813914543,0.7140089311641052,0.9998952798792559,TAG,83903.62600708008,87045.14654541016,96108.4853515625,89893.1467590332,79292.30487060547,67078.74499511719,101250.76770019533,77748.7865600586,66229.80514526367,29374.701934814453
TAG(54:7)_FA 18:0,-0.07155833306132595,6.233564871906597,0.02354630651339562,0.8780449487777244,0.9998952798792559,TAG,40007.422943115234,51794.86395263672,47100.68276977539,30671.04208374023,50313.44338989258,53158.48434448242,38860.542724609375,43133.46304321289,34208.662353515625,26289.241897583008
TAG(54:7)_FA 18:1,-0.01664226986028008,6.154976537272249,0.001275493361390545,0.971510367486643,0.9998952798792559,TAG,38810.76287841797,41932.463134765625,46293.922943115234,35214.642501831055,46827.60345458984,45307.88314819336,38740.76251220703,40795.523010253906,30968.222442626953,27554.221923828125
TAG(54:7)_FA 18:2,0.15485012893996092,6.148273329628067,0.11086274990903888,0.7391640371961301,0.9998952798792559,TAG,38758.762451171875,48007.88342285156,52613.9641418457,34672.662689208984,41548.24301147461,41200.58285522461,38835.90254211426,40737.00297546387,29943.242294311523,25290.36166381836
TAG(54:7)_FA 20:0,-0.06299442733654709,5.826790103162554,0.018251474393309763,0.8925343774369023,0.9998952798792559,TAG,30293.98176574707,34249.54204559326,36466.30293273926,26427.94175720215,34673.58229827881,35289.6222076416,27185.92169189453,32194.262969970703,33431.16213226318,21194.221565246586
TAG(54:7)_FA 20:4,0.18997557068024118,5.903598404945213,0.16696985552971455,0.6828189541888463,0.9998952798792559,TAG,29009.622604370117,52431.46346282959,44540.68263244629,24081.98169708252,31691.44218444824,33553.162521362305,37066.922271728516,34642.02275085449,24550.80166625977,19854.32154846191
TAG(54:8)_FA 16:0,0.10461858424554327,6.4140821075712875,0.0505521297471887,0.8221052970334215,0.9998952798792559,TAG,42403.36322021485,61512.10353088379,56808.74401855469,46078.08361816406,54229.58331298828,64140.40481567383,40014.80276489258,42620.02325439453,37148.96273803711,26868.181884765625
TAG(54:8)_FA 16:1,-0.004613567493074555,7.312502185265638,9.805911395233124e-5,0.9920990930673719,0.9998952798792559,TAG,73536.32504272461,74681.56564331055,155082.3117828369,83415.26513671875,109455.28646850586,83328.6875,78196.56466674805,142044.63018798828,59796.483337402344,28112.962059020996
TAG(54:8)_FA 18:0,0.11198768939059871,6.884272459716917,0.05793500971230969,0.8097900223980898,0.9998952798792559,TAG,48617.22341918945,97932.5071105957,87224.76721191406,57340.28366088867,72218.32531738281,87378.04507446289,59679.24411010742,65748.26400756836,47535.783462524414,32772.021881103516
TAG(54:8)_FA 18:1,0.0013815939727963979,6.758151704018024,8.794931090960745e-6,0.9976337771417727,0.9998952798792559,TAG,48133.74383544922,77370.24560546875,79878.2861328125,49051.123626708984,69490.04498291016,83720.7660522461,50674.463958740234,62121.42434692383,47008.9231262207,32958.802490234375
TAG(54:8)_FA 18:2,-0.02866245473239103,6.414462489713642,0.0037822299020717765,0.9509611445343412,0.9998952798792559,TAG,49053.52359008789,48708.12356567383,55671.823669433594,37894.022521972656,52956.603424072266,52857.68392944336,45452.243408203125,49694.783294677734,39113.56283569336,36988.402252197266
TAG(54:8)_FA 20:0,0.09599635166252285,5.951390523165223,0.04255352320514305,0.8365682532143337,0.9998952798792559,TAG,34499.04229736328,47122.92324066162,40047.942474365234,25649.721740722656,34830.20236206055,38503.042709350586,32419.62191772461,37432.44287109375,26453.12183380127,23918.601539611816
TAG(54:8)_FA 20:4,0.04239798207086988,5.3578187908595245,0.008290019514220148,0.9274532238656239,0.9998952798792559,TAG,25447.841598510742,26870.501945495605,23702.92176055908,18025.461387634277,24271.58180999756,22590.8016204834,26265.321891784668,22474.48175048828,17273.781085968018,18129.121383666992
TAG(56:0)_FA 16:0,0.029466861963074402,7.409618265046081,0.0040036320335730124,0.9495481118794372,0.9998952798792559,TAG,81253.52651977539,98018.76704406738,98995.86653137208,93409.08682250977,111057.42623901369,98907.00524902344,71191.96337890625,99047.2064819336,70087.36451721191,101798.86618041992
TAG(56:0)_FA 16:1,-0.10877680462889594,5.844746446008602,0.05434871081473602,0.8156619356612252,0.9998952798792559,TAG,31165.462463378903,36461.842864990234,29590.04219055176,27648.78205871582,36293.22299194336,35375.04284667969,32843.402252197266,30993.70249938965,30659.36250305176,23676.841690063477
TAG(56:0)_FA 18:0,-0.012422288373485683,6.313264651008706,7.107380483830639e-4,0.9787311797108322,0.9998952798792559,TAG,38889.60250854492,53617.30368041992,54947.20378112793,37230.7229309082,54166.943786621094,50276.0036315918,40320.022857666016,49998.883361816406,34512.602462768555,25687.941925048828
TAG(56:0)_FA 18:1,-0.0777622840349153,6.450612535885232,0.027801371411101172,0.8675766508938634,0.9998952798792559,TAG,42863.64291381836,45359.603523254395,55867.963386535645,37852.10263824463,58174.26379394531,48436.42315673828,46325.44345855713,50284.002853393555,33449.04275512695,56905.6833190918
TAG(56:0)_FA 18:2,0.030757297377252787,6.199141474887081,0.004361861915526788,0.9473424816658981,0.9998952798792559,TAG,46406.54315185547,45410.68310546875,39622.64306640625,32410.74237060547,47805.92321777344,40896.42303466797,40878.0029296875,37601.54252624512,31260.22216796875,38811.66226196289
TAG(56:0)_FA 20:0,-0.03301460419194753,7.990445691008279,0.00501772649272425,0.9435283495988903,0.9998952798792559,TAG,126145.16833496094,147716.43212890625,169617.97216796875,124051.52941894533,150378.9912109375,158771.77075195312,132432.30895996094,138908.14880371094,131954.31030273438,113286.24865722656
TAG(56:0)_FA 20:4,0.07737748149261549,5.270521204558755,0.02763392604694559,0.8679723697039139,0.9998952798792559,TAG,21728.001510620117,25556.921829223633,21754.20156097412,19367.28143310547,22176.36151123047,22566.94164276123,19837.861518859863,21994.761558532715,16952.221183776855,18941.801399230957
TAG(56:1)_FA 16:0,0.16443626688998503,5.86934366273509,0.12503429663502175,0.7236372577190932,0.9998952798792559,TAG,31926.882446289062,45179.94288635254,39452.162841796875,27336.8219833374,35423.882583618164,38011.12326049805,30286.502166748047,29099.781936645508,25557.841873168945,20548.841331481937
TAG(56:1)_FA 16:1,0.03571259688436305,7.385576969093437,0.005881589222553885,0.9388689508229359,0.9998952798792559,TAG,85453.986328125,94920.92596435548,93122.60595703124,85866.90573120117,97273.4655456543,101944.48965454102,74004.723388671875,89379.14727783203,70923.9441986084,112207.1460571289
TAG(56:1)_FA 18:0,6.486104072830477e-4,6.000693483067071,1.9382605387363583e-6,0.9988891740974705,0.9998952798792559,TAG,27470.52198791504,45259.42352294922,50054.48426055908,27511.142135620117,42270.14324951172,40813.74304199219,35239.76264953613,40713.78297424317,25465.20182800293,20360.781692504883
TAG(56:1)_FA 18:1,-0.023791309157766605,6.350692866747463,0.0026062323568112333,0.9592846647586475,0.9998952798792559,TAG,42167.8625793457,53814.70361328125,52824.54412841797,36819.8225402832,49473.4033203125,54365.88381958008,41354.002532958984,49581.223693847656,37487.083068847656,31410.142196655273
TAG(56:1)_FA 18:2,0.05148560721939342,6.516127418602382,0.012228435210772659,0.9119476193087518,0.9998952798792559,TAG,53277.063400268555,49173.98376464844,56674.32405090332,37984.42261123657,58226.92362213135,48432.16355895996,44238.14389038086,50671.40376281738,33035.72229766846,64401.1658782959
TAG(56:1)_FA 20:0,-0.07798774690208483,6.952300940885134,0.027963509059823366,0.8671946411688226,0.9998952798792559,TAG,56565.463928222656,84959.026611328125,88113.16595458984,53248.723571777344,75355.6049194336,76665.00469970703,70587.72546386719,90020.66720581055,53752.92385864258,36528.12268066406
TAG(56:1)_FA 20:4,0.07462031494110132,5.5493011525491545,0.025699018554405484,0.8726375637674114,0.9998952798792559,TAG,29967.62191772461,31862.301986694336,25172.66148376465,22632.861625671387,32275.461868286133,26680.482048034668,22598.361877441406,26571.762237548828,20646.22158050537,18633.74124145508
TAG(56:2)_FA 16:0,0.006751097854167914,6.046585332366235,2.1001862607761268e-4,0.9884374461984242,0.9998952798792559,TAG,35885.12283325195,43374.58352661133,35793.442947387695,26323.002082824707,40866.90254211426,37132.90263366699,35888.122497558594,30345.582008361816,29381.5223236084,43486.843437194824
TAG(56:2)_FA 16:1,0.20219714113110962,5.870394020806616,0.18918466713080306,0.6635960799713909,0.9998952798792559,TAG,28818.562088012695,46891.123474121094,39853.54328918457,29758.70204925537,34893.902603149414,38425.642578125,29339.68179321289,30169.062255859375,23356.1619720459,21458.481323242188
TAG(56:2)_FA 18:0,-0.018688758964189655,6.133373028122812,0.0016083871171019837,0.9680096532191048,0.9998952798792559,TAG,33849.142517089844,47093.48352050781,47724.40351867676,33548.28256225586,47757.743255615234,39465.84289550781,41982.843032836914,45762.36367034912,27694.861846923828,23245.26155090332
TAG(56:2)_FA 18:1,-0.05834800821678634,6.047783956910268,0.015660668014334078,0.9004106657775847,0.9998952798792559,TAG,32901.822174072266,44846.9033203125,44837.76300048828,26285.261672973633,37228.80267333984,42628.12303161621,37421.36259460449,43919.36267089844,29119.342346191406,25465.261795043945
TAG(56:2)_FA 18:2,-0.03885508395434452,6.376445899021835,0.00694859352063304,0.9335667052167935,0.9998952798792559,TAG,41446.243103027344,52598.72344970703,53298.704010009766,40872.14280700683,48109.563720703125,57638.123931884766,41608.52258300781,50238.52340698242,40433.94287109375,30946.502197265625
TAG(56:2)_FA 20:0,-0.10222441060988521,7.863893002835843,0.04801230819794,0.8265588222273114,0.9998952798792559,TAG,126684.88684082033,161870.3726196289,154717.27099609375,90474.9873046875,131017.48895263672,156975.13116455078,157597.21032714844,152568.5714111328,106628.52801513672,55912.803955078125
TAG(56:2)_FA 20:4,-0.017554661817802075,5.124675177065996,0.001418988541090016,0.9699512226631013,0.9998952798792559,TAG,19992.381355285645,20702.981506347656,19080.50144958496,16807.761192321777,21464.481521606445,20383.401344299316,18755.9614944458,19442.8413772583,15752.861129760742,17971.461193084717
TAG(56:3)_FA 16:0,0.001206734805524778,5.838406819847567,6.709145964123309e-6,0.9979333201930397,0.9998952798792559,TAG,36191.16262817383,33438.742126464844,31870.022338867188,29165.16227722168,40261.422607421875,33735.50244140625,29628.44174194336,33090.96209716797,24955.82176208496,22100.261459350582
TAG(56:3)_FA 16:1,0.09973110206975433,6.105619844504793,0.04593299099087744,0.8302976525345087,0.9998952798792559,TAG,34451.44241333008,52903.28407287598,37201.6424407959,28846.982109069824,43825.642837524414,41332.6028137207,32224.642013549805,31832.80283355713,27900.64190673828,43707.043601989746
TAG(56:3)_FA 18:0,0.43646804137005446,7.523718459464055,0.8842983654826639,0.347027088269445,0.9998952798792559,TAG,108849.84762573242,112039.92868041992,154421.21216583252,151697.17221069336,88457.5263671875,64850.94430541992,146552.7921142578,99349.64625549316,81137.08535766602,18396.621215820312
TAG(56:3)_FA 18:1,-0.14438235108537276,6.399252752493438,0.09565126100051202,0.7571120570439738,0.9998952798792559,TAG,43967.62251281738,52332.76306152344,56779.882904052734,35577.32260131836,51353.0442199707,53949.22375488281,51747.12339782715,64652.82518005371,34851.6025390625,22891.34178161621
TAG(56:3)_FA 18:2,0.040921575450403314,6.259366102377095,0.007723095220285359,0.9299711446525591,0.9998952798792559,TAG,36503.962463378906,53533.96469116211,56212.90406799317,35263.88269042969,41101.883056640625,50596.923400878906,45227.42303466797,47603.62390136719,32499.12210083008,25345.982055664062
TAG(56:3)_FA 20:0,0.16063219562249534,6.667728115271406,0.11931361903634752,0.7297801204857125,0.9998952798792559,TAG,47817.223236083984,91390.86611938477,76384.0461730957,37765.06253051758,50252.44369506836,63959.50424194336,63403.98452758789,62930.42434692383,38134.763122558594,32250.822052001953
TAG(56:3)_FA 20:4,-0.0652549463047969,5.938008935486368,0.019583787598890012,0.8887057481613078,0.9998952798792559,TAG,34181.58224487305,32479.58233642578,39598.50256347656,30219.102142333984,38135.003021240234,40134.02267456055,30843.68197631836,33877.12275695801,32445.482360839844,24591.201629638672
TAG(56:4)_FA 16:0,-0.02863602070860714,6.019120097826961,0.0037751677295787545,0.9510068909173263,0.9998952798792559,TAG,37293.462310791016,36387.46258544922,38043.102767944336,36677.08251953125,38219.20262145996,34298.502502441406,45043.90281677246,40300.00311279297,29429.64225769043,21459.48126220703
TAG(56:4)_FA 16:1,0.08374681785351619,5.883532328176386,0.03237745361218458,0.8572017446267308,0.9998952798792559,TAG,36086.242599487305,39725.18347167969,32547.902374267574,31436.78239440918,43086.322692871094,35489.722900390625,28943.841819763184,31268.00205230713,24914.701614379883,21452.441604614258
TAG(56:4)_FA 18:0,0.6894082036391013,10.595673399244083,2.2080853981533437,0.1372889649034604,0.9998952798792559,TAG,1081914.4838256836,940356.2775268556,1396293.1130981443,1473491.635803223,628367.7818603516,406030.20666503906,1378337.8359375,637693.7178955078,694158.8675537109,21503.6213760376
TAG(56:4)_FA 18:1,0.24043540978258776,7.343053115263032,0.2676998557985826,0.6048789184484128,0.9998952798792559,TAG,98930.16709136964,85979.48587036133,134194.80751037598,112522.92791748048,74377.88562011719,70665.96469116211,126727.78854370116,96279.42585754396,80517.44631958008,23016.64143371582
TAG(56:4)_FA 18:2,-0.1330977166721803,6.380698882548064,0.08131208292593328,0.7755271287879633,0.9998952798792559,TAG,38953.282485961914,52862.90467834473,56033.48385620117,37263.482902526855,48743.10368347168,52746.34394836426,48378.86328125,63411.84385681152,36191.40269470215,26030.621963500977
TAG(56:4)_FA 20:0,-0.050226099173392005,7.036140528027805,0.011607493950350545,0.9142034615841476,0.9998952798792559,TAG,53757.54391479492,100890.9469909668,85093.1459350586,58056.06315612793,64337.40542602539,96455.66511535645,61308.3849029541,74755.90531921387,79772.62467956543,46783.3836517334
