lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M1-WT-cortex10x_01202023,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,M5FAD173-WT-Cortex10x_01192023,DOD100-M1-WT-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M5FAD173-WT-Diencephalon10x_01192023,10xBlank_01202023
PI (30:2),-0.3842947164243732,7.3518159702815185,0.6507746477200262,0.4198358588929821,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,26180.82194519043,27674.90180587769,117826.70809936523,107158.80743408205,113952.34664916992,77401.26596069336,88728.66516113281,91243.84704589844,107919.76770019533,100075.86590576172,94457.12591552734
PI (30:3),-0.5216136724018606,6.2823872357778,1.2117669406115965,0.2709824659572934,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,15421.001209259031,13624.020961761476,46468.0036315918,49826.68344116211,44443.52345275879,36983.30267333984,37546.80274963379,48981.8035736084,47740.98294067383,47237.08316040039,59143.68330383301
PI (30:4),-0.4249872547548627,6.411243895425747,0.7984397113696104,0.371560279958619,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,16516.641235351562,14883.041118621826,56594.64394378662,65357.46495056152,55272.86380004883,51849.923263549805,37512.02251434326,53718.924072265625,52017.38387298584,58441.36415100098,35465.4022064209
PI (32:0),-0.07799838158867056,10.163349041516044,0.026118603598547452,0.8716110047593255,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,226664.05493164065,280792.08029556274,841673.45556640625,733344.2294921875,1022960.29296875,603373.828125,776586.3583984375,544128.69482421875,718730.63037109375,684884.3095703125,359021.90576171875
PI (32:1),-0.07177542660828842,9.631916639377705,0.022104741172370268,0.8818088005206473,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,158019.0926513672,177726.95261001587,633433.80615234375,518059.5971679688,731231.4521484375,363487.1440429688,551380.0859375,358302.3249511719,531106.89599609375,466929.41552734375,225152.615234375
PI (32:2),-0.13152368340879964,9.242179611549297,0.07462070100109486,0.7847241548058068,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,168559.77099609375,204110.29377365112,401856.6674804688,385358.2055664063,412517.8911132813,316571.44384765625,369250.265625,317306.123046875,369589.6064453125,336442.7666015625,258897.87841796875
PI (32:3),-0.47257981496299384,6.448021446768361,0.9909550436982499,0.3195090654552769,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,19844.92123413086,14850.261013031006,57898.944580078125,62074.70454406738,55555.143814086914,49103.28366088867,41283.76281738281,56304.383697509766,60333.6842956543,55138.90367126465,37263.66284179688
PI (32:4),-0.3846999036268181,6.85046290477806,0.6521589746507743,0.4193418457972532,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,25519.94155883789,14999.861114501951,81539.48597717285,83605.10633850098,74745.18518829346,79951.76582336426,58125.183586120605,71281.46572875977,73701.24594116211,80365.96714782715,33829.00190734863
PI (32:5),-0.40753988149795517,6.749837171063718,0.733228123361414,0.39183882511922824,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,26611.42183303833,14830.341152191162,73261.28625488281,76573.52513122559,76148.80502319336,62165.52488708496,54305.78366088867,66796.20455932617,74073.40518188477,69025.5258178711,37329.70248413086
PI (34:0),-0.11982655461821076,9.741179055907848,0.06187407848301496,0.8035580322443262,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,232600.81591796875,280374.07820510864,512041.5361328125,498886.8403320313,623987.62890625,460397.4150390625,498755.498046875,419001.99072265625,487042.5947265625,490563.6958007813,475098.173828125
PI (34:1),-0.14704679283701375,9.793085662570283,0.09340254471317166,0.7598952860939491,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,137670.65002441406,122307.40782928468,579147.099609375,504785.4711914063,889017.32861328125,458133.41259765625,499667.3879394531,394524.6276855469,552469.70263671875,500362.74853515625,558142.7624511719
PI (34:2),-0.1637281038007428,9.070853863942734,0.11596512895721389,0.7334525170655016,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,114742.7876586914,133015.08963012695,400424.6218261719,379800.2087402344,430897.6337890625,266769.8801269531,325588.2214355469,258359.8984375,371013.0993652344,319469.38232421875,178375.07104492188
PI (34:3),-0.2196959654072055,7.002976699892715,0.20980237599269458,0.6469223437619256,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,34141.82288360596,21821.04155731201,100206.666015625,102268.74661254884,94210.12837219238,59920.004959106445,64454.92425537109,64540.84487915039,89269.1460571289,76133.38534545898,47541.063903808594
PI (34:4),-0.4255623355619627,6.291531480633201,0.8006319376568172,0.3709044977005003,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,16654.061199188232,14754.461009979248,53800.28352355957,52410.48387145996,47874.983642578125,44414.5233001709,42308.583236694336,50764.82356262207,49083.20343017578,50378.26371765137,34364.50213623047
PI (34:5),-0.3587375345584651,7.1183089744965855,0.5659231641479892,0.45188350557514667,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,31439.92170715332,16785.881183624268,101869.68836975098,107101.6082458496,85700.88670349121,84554.58624267578,66850.80519104004,84979.24523925781,90614.62478637695,85606.82583618164,56586.20388793945
PI (34:6),-0.3077815154986274,6.533013759011162,0.4148241358375344,0.5195310644135387,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,18714.88136291504,15238.121044158936,64135.80404663086,64948.94467163086,65852.24499511719,52569.844177246094,51973.54399108887,53006.384353637695,57035.24496459961,59575.82458496094,39426.82279968262
PI (36:0),-0.20804225039442417,8.471738943110736,0.1879533636231372,0.6646255019411207,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,107766.46856689452,129973.48913192748,220398.25512695312,217847.33715820312,220439.41796875,190911.8935546875,194182.8740234375,189223.052734375,214415.91455078125,210801.03540039065,169436.51220703125
PI (36:1),-0.39574855171477596,7.814439136285717,0.6907885543083125,0.40589629362398644,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,55202.26419067383,35326.082458496094,148002.29064941406,143476.388671875,231554.33306884769,117868.54809570312,98630.2667541504,123843.02740478516,172986.8731689453,152604.65057373047,56182.66430664063
PI (36:2),-0.5044031776010239,8.4861025793513,1.1317379373658696,0.287404937130183,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,74638.88568115234,54751.10397720337,247324.9776611328,247442.3795166016,347221.26403808594,173390.69091796875,141449.169921875,201824.5760498047,286442.0803222656,261545.3162841797,92591.245849609375
PI (36:3),-0.16958208247851297,7.822661622991847,0.12446732413263817,0.724238931913892,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,41156.443351745605,29765.22229385376,191855.3726196289,202457.45281982425,210705.37322998047,111121.72708129884,96264.206787109375,96688.50714111328,176302.03131103516,137257.19046020508,57282.94403076172
PI (36:4),0.12340767117105915,8.659971889267018,0.06416797438578214,0.8000255909278975,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,49908.4637298584,27570.30178451538,293733.8406982422,395044.025390625,444851.0302734375,311892.96185302734,208838.13186645508,169668.712890625,328438.86279296875,156828.09075927734,49265.12387084961
PI (36:5),-0.4270284065134489,6.4987582158959585,0.806262519430561,0.3692275501652195,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,16733.221225738525,17634.961238861084,62628.24432373047,70304.56506347656,62136.48394775391,53828.84327697754,38657.74298095703,57463.94519042969,63750.844299316406,56451.18359375,31696.00204467773
PI (36:6),-0.41300623469571535,6.642937498947393,0.7533509931636222,0.3854173559862032,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,22048.6414642334,29084.102226257324,65124.34454345703,65759.9838256836,65790.98452758789,55169.60394287109,43805.8829498291,62304.02423095703,59921.58428955078,67478.72467041016,46188.38366699219
PI (36:7),-0.3651002534380825,6.991070566215385,0.5864754538822581,0.44378528436631937,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,28712.38201904297,26753.34200286865,90283.00506591795,88219.08685302734,89188.02719116211,66670.36419677734,62992.68392944336,73574.14456176758,79333.6460571289,87152.42645263672,52231.56365966797
PI (36:8),-0.1169331368461531,7.54927592998582,0.05890518070896178,0.8082347897902086,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,41357.282791137695,31120.18238067627,131175.66989135742,117885.36883544922,199022.7706298828,113184.8489074707,97295.78729248048,93347.94720458984,118898.4893798828,113069.44863891602,54564.58361816406
PI (38:0) | PIp (40:6),-0.302874265252289,6.637709941578851,0.40154051029276205,0.5262947438075413,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,28102.72184753418,22504.46148300171,68647.0845336914,62716.284088134766,69395.68508911133,55955.42413330078,50495.86276245117,63128.58474731445,63181.28512573242,55427.54382324219,41279.66320800781
PI (38:0) | PIp (40:6)_2,-0.22529304893720803,6.6023669325062615,0.2207300832301371,0.6384841937978714,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,31030.381942749023,20489.421493530277,70591.28549194336,66164.56442260742,65556.38473510742,55738.78399658203,46128.84358215332,57104.423828125,59609.86474609375,55243.6237487793,39103.42330932617
PI (38:1),-0.35918084830108926,6.391909604116414,0.5673240048281514,0.45132424930428355,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,17341.581089019775,18118.301147460938,61934.20388793945,57676.76406860352,57930.88377380371,47118.68362426758,40257.12301635742,49401.9635925293,55624.02359008789,53526.56369018555,33391.98225402832
PI (38:2),-0.5037967974364488,6.571304832119591,1.1289036495113578,0.2880093132656738,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,22272.68154144287,14486.080951690674,62454.84420776367,68446.14489746094,68698.42471313477,51706.22393798828,42224.622955322266,63591.30352783203,68126.08534240723,60695.98410797119,34534.48245239258
PI (38:3),-0.032954346121572754,7.714605444751591,0.004643195046810433,0.9456733977774443,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,35302.64250946045,17836.481163024902,138112.22882080078,176123.87170410156,216682.29400634769,166701.99444580078,112467.3087310791,100099.98727416992,174208.31201171875,90154.30599975586,29888.84211730957
PI (38:4),0.18116835609681983,10.587909780658462,0.13752370687143411,0.7107552992633148,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,145686.7495727539,46381.72327804565,1011579.4360351562,1457961.3286132812,1806871.6315917969,1462645.5623779297,877265.9484710693,600095.0607910156,1419173.439453125,466919.0941162109,33924.32278442383
PI (38:5),0.18297939757587803,8.47099292502573,0.14026004105471657,0.708022633062813,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,59704.60357666016,23604.98152923584,236406.95666503903,358466.3269042969,337966.02447509766,326711.46282958984,193154.3924560547,134232.85034179688,298323.02111816406,131125.10864257812,31828.921997070312
PI (38:6),-0.22311120823247182,7.417062496869393,0.21644248228631113,0.641764041132016,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,42183.76315307617,29075.501956939697,109593.56811523438,131915.46899414062,145562.5099182129,111479.76681518556,80040.125244140625,86559.54675292969,128362.70904541016,99290.42614746094,46680.34298706055
PI (38:7),-0.1149928036485853,7.750030611718493,0.05695700949218008,0.8113718127831098,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,35107.50262069702,21339.801528930664,112569.38653564452,141311.92840576172,326400.118057251,141646.7091369629,93209.78649902344,125290.06860351562,156127.7317199707,99885.54620361328,39463.90299987793
PI (38:8),-0.3024174788441768,6.707393059746915,0.4003168739513967,0.5269256553482923,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,28192.961990356445,22890.121536254883,70115.16436767578,69466.90509033203,83928.76547241211,59271.78369140625,47236.30364990234,60470.62435913086,64158.74456787109,68912.60464477539,38304.08239746094
PI (38:9),-0.3310151070847818,6.498821420791696,0.48073411873065197,0.4880899790646585,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,27357.341987609863,21094.00144958496,61301.80465698242,60089.66397094727,60564.72351074219,46377.602600097656,42822.58346557617,54494.08364868164,57870.48388671875,53748.92353820801,40901.10299682617
PI (40:0),-0.20449105297230813,8.410948324473646,0.18153562234238052,0.6700568589051868,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,129526.97062683104,20942.041400909424,215499.7189025879,234002.0965881348,219492.8318786621,202969.8313293457,127687.32843017578,160303.71112060547,198166.2741394043,196063.93464660645,248674.4577331543
PI (40:1),-0.24519107017324093,6.271600708185904,0.2618802606623376,0.6088313234152706,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,22981.662071228027,15756.601119995115,62246.86457824707,54353.603271484375,51379.3846282959,37174.88285827637,37035.943016052246,43091.48300170898,49677.64376831055,44952.94305419922,32715.142013549805
PI (40:10),-0.62589150126155,7.184585106567043,1.7582282009507253,0.18484566758502075,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,52954.96369934082,13915.401054382324,70333.64590454102,101256.16595458984,131758.37153625488,71694.42498779297,61198.58460998535,107894.32801818848,146951.37197875977,66395.92601013184,32061.10244750977
PI (40:2),-0.5104295082559688,6.724069275890746,1.1594124380412723,0.2815874289358355,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,27549.96199798584,13505.20086669922,85186.2060546875,64669.52416992188,66264.96572875977,47470.24327087402,40559.40326309204,67095.02550506592,67718.18428039551,67674.8861541748,63856.04414367676
PI (40:3),-0.3073594318085523,6.146620615788378,0.413661893464905,0.5201167001745967,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,20366.941482543945,20482.52130889893,45775.84368896485,45589.18276977539,44942.92306518555,39732.98281860352,33122.60251617432,45289.083251953125,44946.62307739258,37289.32304382324,33939.501892089844
PI (40:4),-0.4157608524402962,6.295254927645784,0.7635841124883882,0.3822092060456944,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,26251.68170928955,12934.420948028564,49107.66371154785,49793.68347930908,53345.7233581543,43950.302978515625,31935.482414245605,48393.2236328125,53748.423736572266,45763.32305908203,40005.80235290527
PI (40:5),-0.34549878887558094,6.8034820491611985,0.5243499712546509,0.46899198359845673,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,29581.10182189941,16669.021228790283,66822.82516479492,71178.06491088867,76468.50581359863,59723.94482421875,44385.10305786133,61930.54440307617,67179.22486877441,62180.86479187012,85973.32585144043
PI (40:6),-0.21190680009733948,7.755009425389129,0.19506267433916946,0.6587359810858389,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,87737.786376953125,29873.121921539307,111063.46746826172,132795.1298828125,145851.39001464844,131605.98852539062,83133.74520874023,108578.80767822266,153336.9307861328,88955.80624389648,163903.69165039062
PI (40:7),-0.22058414244573676,6.809436556853631,0.21151664694616557,0.6455812600045293,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,31155.921813964844,19793.781406402588,77506.4651184082,80106.32571411133,80837.00570678711,73256.00454711914,57271.22450256348,61969.06427001953,77174.12557983398,63605.34391784668,36003.922592163086
PI (40:8),-0.06289887412457927,6.898712237766012,0.01696087490699938,0.8963813558209421,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,49289.664138793945,23108.16169738769,73756.8247680664,67220.62490844727,66106.26455688477,110702.82968139648,62285.20376586914,63611.2649230957,71988.68502807617,63058.0641784668,41180.28256225586
PI (40:9),-0.49001198157335196,6.149396907594609,1.066818698863699,0.301665133561493,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,17913.96111679077,14623.161144256592,41983.82302856445,50833.723541259766,48874.84365844727,38300.92251586914,30015.36199951172,46641.54342651367,48244.60386657715,45278.76362609863,31218.941864013672
PI (42:0),-0.5053131554321494,6.698094883001076,1.135835775508554,0.28653397182176465,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,33623.562534332275,18191.221115112305,56448.36389160156,56106.70397949219,53007.48338317871,49657.343185424805,41834.98313522339,52182.34414672852,65609.20486450195,65875.96427154541,97259.66902160645
PI (42:1),-0.37170174714672016,5.725673585473029,0.6081502630291027,0.43548512001807077,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,17095.241249084473,11830.200839996338,37362.28298950195,33121.442626953125,33680.982330322266,25892.56182861328,25710.80213546753,30999.662109375,34299.46243286133,33825.96206665039,24027.881881713867
PI (42:10),-0.40800121910207254,5.8717303529370355,0.7348709031109597,0.39130888107472095,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,17799.101188659668,12626.100860595703,36200.1428527832,41704.38307189941,34145.74252319336,30601.30229187012,25198.98171615601,34346.42247009277,36314.54251098633,38428.76274108887,31729.62260437012
PI (42:11),-0.33568801790390124,7.246648509214094,0.49460529853877233,0.4818801468397501,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,50260.88283538818,13659.180992126465,94236.50704956056,91147.447021484375,85985.90643310547,79724.98648834229,54807.3645401001,70958.42510223389,81690.06600952148,95044.12786102296,145164.92910766602
PI (42:3),-0.8320419780381608,6.66269335009306,3.1508919125762986,0.0758854737218458,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,29287.261825561523,10368.720790863035,54715.34394836426,64803.62341308594,44621.58310699463,50916.48315429688,36961.8030090332,62921.14503479004,86863.60493469238,67857.52474975586,71772.20361328125
PI (42:4),-0.5029780832726408,5.555041494085715,1.1250749409220813,0.28882830629911094,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,15510.541244506836,11964.560802459717,26707.581909179688,30805.26206970215,24800.46157836914,25020.861907958984,21618.481590271,30964.92236328125,30986.58209228516,30108.1417388916,23323.401580810547
PI (42:5),-0.5200024728913781,5.998042748063644,1.2041311664183922,0.27249755191264996,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,22736.98176574707,12486.94091796875,39584.16297912598,44853.94305419922,34270.34267425537,39480.26341247559,21930.78168106079,39183.00302124024,44126.682960510254,45769.4829864502,26459.201835632324
PI (42:6),-0.34565933805287746,5.780416221914067,0.5248110607936951,0.46879660451834393,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,18729.50122833252,12792.84088897705,35595.28234863281,37119.50224304199,30045.0220413208,33742.30252075195,23599.70151901245,32476.82211303711,33583.58236694336,35306.882232666016,25515.321868896484
PI (42:7),-0.3309656809811912,6.22181293226193,0.4805797503265694,0.4881598308561105,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,22219.561805725098,19138.18145370484,51888.70361328125,47967.10333251953,46508.96405029297,37508.602783203125,35015.38245391846,44199.422912597656,46508.26370239258,44666.62313842773,37744.662857055664
PI (42:8),-0.5410708867727043,6.605153572357862,1.3057951923874498,0.25315737216057355,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,25991.44184112549,18294.16131591797,59798.96406555176,64762.144134521484,65668.88427734375,47037.6428527832,40897.82302856445,61268.904296875,62287.00369262695,69872.06620788574,49812.26318359375
PI (42:9),-0.4542547696269574,5.730390789545506,0.9142415258424985,0.33899151619268825,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,14966.601036071776,13346.440795898438,36646.08236694336,33767.042221069336,30268.16205596924,28321.24200439453,21186.921684265137,34871.50225830078,33390.52229309082,32688.902053833008,27867.421981811523
PI (44:0),-0.41553460697018113,5.2738010048847555,0.7626659980019213,0.38249549103845,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,8761.900539398193,9258.200595855713,26372.342208862305,27396.601524353027,22798.181610107426,21238.341247558597,17078.801307678223,25435.621757507324,23730.401412963867,23628.64192199707,19133.06126403809
PI (44:1),-0.4266300955510646,5.250089414907269,0.8046393021883915,0.36970990410287213,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,8594.260581970215,10683.180770874023,24027.18169784546,26089.80181121826,22601.02156829834,19631.56131362915,17043.801094055176,23439.48153686523,25412.321800231937,22410.6015625,20980.681270599365
PI (44:10),-0.40315427928568454,5.680492408495024,0.7172237910885997,0.3970560685831341,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,14838.88109588623,12718.080924987791,31737.502197265625,33607.94234466553,27943.822288513184,28134.12188720703,23444.681686401367,33656.082401275635,28627.84196472168,31731.80184936523,29384.162109375
PI (44:12),-0.3839538285854342,5.4922621938853515,0.6495257415060678,0.42028229036325615,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,15762.521102905272,10934.180839538574,27050.122177124023,30819.602310180664,25636.62171936035,25176.40173339844,19210.141498565677,27659.001754760742,27986.782165527344,28188.641677856445,22073.341537475582
PI (44:2),-0.3156297816683498,5.428501949486072,0.4364923468501729,0.508820327074159,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,14225.680961608889,11631.240810394287,27673.00214767456,29048.982093811035,23120.94166564941,26834.441619873047,19281.18166732788,25092.64189147949,28608.502113342285,25039.441318511963,19368.401416778564
PI (44:3),-0.4557360247054121,5.308956532469359,0.9202722435082928,0.33740350016662707,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,10647.100883483889,9674.280647277832,24116.362014770508,27453.122108459476,20934.48164367676,21331.621589660645,16085.140937805176,24759.70195770264,24910.981590271,24196.181785583496,24497.321369171143
PI (44:4),-0.3453301694777354,5.242052179535577,0.5237661430187188,0.46923955913150767,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,10223.600784301758,11492.960803985596,22336.081428527832,24855.421844482426,23844.021682739258,22428.06172180176,17457.021255493164,23086.501953125,22486.641662597656,23977.76189422607,17822.28133392334
PI (44:5),-0.4883192845864631,5.600028068012819,1.0592743619386056,0.30338074450760566,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,12032.980735778809,9656.740676879885,29989.78203964233,32700.642364501957,29901.522304534912,30283.602088928223,21863.501636505127,31964.242599487305,32289.762489318848,32091.041584014893,19893.441177368164
PI (44:6),-0.42568775769754374,5.439597499221815,0.8010488529681083,0.37077996464347174,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,12843.060806274414,10226.640632629396,25174.341735839844,32069.042137146,23330.72148132324,24281.38166809082,18472.62120437622,25382.361785888672,27581.80191040039,28730.341510772705,23178.341667175293
PI (44:7),-0.3419314253217871,5.589820371235207,0.513386038431122,0.473676728317888,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,14643.94108581543,13651.901039123535,28979.38182067871,30736.58187866211,28671.18212890625,29417.00213623047,22385.241695404053,30242.58203125,32700.542602539062,25556.261741638184,22519.341567993164
PI (44:8),-0.45696156617908795,5.592295475110502,0.9253526889899035,0.336073444753733,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,14454.361122131348,12394.920852661133,29227.42213439941,30393.36245727539,30605.902557373047,24973.82165527344,21514.00165176392,30801.00218200684,31591.782302856445,30429.882446289062,23591.72177886963
PIo (18:0),-0.3761424372646312,9.230315715693537,0.6230700752930698,0.42990870956288457,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,79314.18662261963,46297.08313751221,478177.20080566406,485351.3542480469,461767.1098632813,426157.5498046875,281529.0758972168,402071.3126220703,416615.0579833984,377687.7634277344,108059.58819580078
PIo (20:5),-0.6007313857066333,8.93114538017105,1.6168224915813862,0.2035354155775312,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,44738.12270736694,57895.7643737793,384257.86474609375,356510.6868286133,121210.80973815918,223341.63497924805,229484.29583740237,303710.03802490234,252580.2131958008,323840.06185913086,477581.294921875
PIo (28:0),-0.3959645240235211,7.176320230130501,0.691542068381068,0.40564036088025957,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,24810.58164215088,22299.461601257324,106768.4072265625,98067.38592529295,103278.46841430664,84228.58609008789,81527.52633666992,81739.58465576172,94614.447021484375,105678.02783203124,48891.243225097656
PIo (30:0),-0.17109331619136275,7.986981836952382,0.12671267839283473,0.7218650964876775,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,45991.98321533203,42928.062980651855,188883.1322631836,182487.91247558597,220077.1527099609,132663.5694580078,168185.53106689453,124951.00982666016,175246.23406982422,154381.05017089844,70112.96502685547
PIo (30:1),-0.27785457988441276,7.6123057205558835,0.33724762737074343,0.5614222684230482,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,33145.8024520874,24886.0216255188,136728.3286743164,131547.4503173828,135717.1098022461,108174.10678100586,110111.287109375,94397.42764282228,135020.80722045898,111266.30798339844,119500.6693725586
PIo (32:0),-0.07390510029870388,8.775202165264997,0.023440294774445647,0.87831765232135794,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,86580.68585205078,75295.58486938477,348892.86572265625,312403.4190673828,382844.8039550781,231093.9938964844,302180.6170654297,189480.95544433597,296412.22216796875,270678.5966796875,110050.7882080078
"PIo (32:1), PIp (32:0)",-0.1820508152316142,8.05297353434339,0.14359988112300925,0.7047281500520618,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,49879.9635925293,42283.603103637695,213272.57739257807,182850.0760498047,234460.11700439453,127653.1083984375,180042.8521118164,119312.96844482422,195309.67474365237,168239.75158691406,67226.24499511719
