lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,10xBlank_01202023
TAG(52:3)_FA 16:1,0.07090683054628312,8.221293492000877,0.023121089010146534,0.8791426070249826,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,184094.25341796875,179435.6328125,196124.1151123047,236472.0557861328,113175.48797607422,116365.30834960938,218307.49908447263,245166.93560791016,126424.52960205078,52742.22393798828
TAG(52:3)_FA 18:0,-0.17734144615558922,6.195140660369282,0.14546629026324354,0.702906139795781,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,38873.32235717773,40853.082748413086,49295.023864746094,44339.263122558594,27287.06186676025,30770.322296142574,71373.50550842285,49942.464111328125,31800.36242675781,21815.24156188965
TAG(52:3)_FA 18:1,-0.10387297137025699,8.713453120716737,0.04983554272348556,0.8233496890568961,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,212227.95678710935,249802.59765625,299627.7021484375,294033.3848876953,141420.4697265625,148373.8516845703,409551.1950683594,332597.78088378906,155965.90893554688,99616.96630859376
TAG(52:3)_FA 18:2,0.08314275447878004,9.883427653836488,0.031778637479874305,0.8585143639131021,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,525458.7326660156,545050.9421386719,588633.21142578125,823178.6530761719,380297.4665527344,329998.58154296875,599616.3811035156,914686.416015625,380616.9064941406,189423.09497070312
TAG(52:3)_FA 20:0,-0.07611004716439031,5.15360573868007,0.026734144723604913,0.87012021146418,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,23566.5216217041,21542.98159790039,16068.661067962646,17313.8412399292,14751.941009521484,23680.261825561523,21235.621669769287,18447.0411529541,15957.381252288818,21066.94174194336
TAG(52:3)_FA 20:4,-0.0500333000915027,5.994589343720833,0.011547333730959508,0.9144252301889275,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,35528.102447509766,40021.122482299805,31396.262176513672,40782.92328643799,30431.5426940918,34046.922912597656,35773.78318786621,48464.04363250733,32291.54208374023,22700.361526489258
TAG(52:4)_FA 16:0,-0.7920854571931711,8.693613156529928,2.9135403751283775,0.08783885660960385,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,164342.49194335938,135038.56939697266,307872.60388183594,166524.41067504883,164323.99084472656,291833.04205322266,296298.11993408203,386280.4926757813,343173.58142089844,53743.84332275391
TAG(52:4)_FA 16:1,-0.3012668063778762,7.419837107036819,0.4206682392541552,0.5166037940950242,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,80699.06634521484,87583.44622802734,124252.78881835938,106950.94647216795,61419.54443359375,73786.80438232422,158688.51040649414,143914.12951660156,85240.986328125,33587.76235961914
TAG(52:4)_FA 18:0,-0.05428787970200368,5.233875094597595,0.013594937594768375,0.9071791528578328,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,24079.241790771484,21047.121475219727,20774.82160186768,20404.84117126465,16630.90104675293,23008.62149047852,25452.441970825195,20102.40138244629,17835.34112548828,16772.841339111328
TAG(52:4)_FA 18:1,-0.22610997703487928,6.435155891327902,0.23668060731370133,0.6266139020457171,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,42704.72282409668,44213.86280822754,64278.82415771485,51422.04405212402,32952.0622253418,35718.062744140625,90479.3273010254,61291.62432861328,36201.24234008789,21887.541458129883
TAG(52:4)_FA 18:2,-0.0013394177241590288,9.001975108148763,8.266577424365096e-6,0.9977059528913355,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,240084.5576171875,323722.0458984375,342811.5217285156,374499.1022949219,207562.43481445312,185427.33129882807,403520.1440429688,411099.626953125,216289.29663085935,143602.51147460938
TAG(52:4)_FA 20:0,-0.14474529391317226,5.0019198535347105,0.09683196144260364,0.7556650457234043,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,18791.24129486084,19804.941345214844,16059.321235656738,15053.40104675293,14177.50119781494,22327.861373901367,17869.121406555176,18535.74133300781,16200.001190185549,16226.041065216064
TAG(52:4)_FA 20:4,0.06456975045259272,8.693935442312513,0.01917656816476665,0.8898614808599385,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,223715.97290039065,265235.17822265625,222685.9189453125,306894.56103515625,207446.85668945312,167506.13159179688,244584.93408203125,371441.4104003906,181585.673828125,107901.12768554688
TAG(52:5)_FA 16:0,-0.2233461625537743,5.9540635678469345,0.23091155262255827,0.6308487482066664,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,37503.78302001953,34762.64291381836,32152.3018951416,34794.702407836914,27355.741638183597,39267.82263183594,43819.64315795898,40849.02311706543,33693.7024230957,18274.68125152588
TAG(52:5)_FA 16:1,-0.7500635158307806,8.694257758536976,2.613154433445743,0.10598076197703415,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,180906.49243164065,137933.44903564453,315260.76263427734,163066.15185546875,160753.5908203125,295840.762878418,295879.681640625,370536.2312011719,341312.6061401367,50212.423400878906
TAG(52:5)_FA 18:0,-0.18480859214989115,6.005281945043673,0.15799362781979198,0.6910104924954871,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,46529.92367553711,39922.44291687012,28823.401779174805,34423.46203613281,23319.02157592773,39668.482971191406,45742.54328918457,38768.442878723145,34110.0029296875,23109.98175048828
TAG(52:5)_FA 18:1,-0.1639041833957985,5.22363582171738,0.12421329090457789,0.7245090132236798,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,22013.20188140869,21715.06153106689,19445.40135192871,18683.641227722168,16536.041275024414,22151.54133605957,22867.341506958008,22707.62173461914,21371.441440582275,17052.901161193848
TAG(52:5)_FA 18:2,-0.07839468233675388,6.573886338314912,0.028368619941716133,0.8662451136230909,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,46578.04348754883,58002.56410217285,69225.8448638916,63076.80500793457,32017.42237854004,39781.54293823242,81896.26510620117,68460.32516479492,39835.82295227051,30046.48207092285
TAG(52:5)_FA 20:0,0.05899466723381144,5.199337251922724,0.016007594586966434,0.8993194295958525,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,23338.26161193848,21655.441696166992,19902.661415100098,19477.72138595581,18159.341217041016,22046.041381835938,20191.021614074707,20039.181274414062,17490.28148651123,18212.04126739502
TAG(52:5)_FA 20:4,-0.02824640898835572,7.564882228724343,0.0036786967375519453,0.9516361520182529,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,94094.42657470705,128553.80865478516,108746.18676757812,135583.24835205078,77971.22491455078,69580.02502441406,141142.99060058594,169024.1089477539,75571.28497314453,53250.86358642578
TAG(52:6)_FA 16:0,-0.09575368978237207,6.165333532573748,0.04233819652938564,0.8369764537700389,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,46949.103515625,43812.04313659668,35191.12268066406,39771.66271972656,31541.242431640625,40918.66253662109,43840.08361816406,45678.62356567383,40104.1630859375,27044.74194335937
TAG(52:6)_FA 16:1,-0.15846140608767428,6.057364476989875,0.11609899859115563,0.7333045697428491,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,44373.22253417969,37613.34275817871,33091.16256713867,37229.04261779785,30412.042053222656,41110.98284912109,48284.44351196289,42886.68354797363,33220.302154541016,19686.301383972168
TAG(52:6)_FA 18:0,-0.06500983514805128,5.573093079410886,0.019500980806427037,0.888939763285697,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,29924.582244873047,29586.14233398437,22786.101806640625,26413.04211425781,22038.62159729004,27310.52195739746,30067.602020263672,30998.801971435547,22737.921508789062,19661.501358032227
TAG(52:6)_FA 18:1,-0.2653531373962354,6.086567510950109,0.3261612523772328,0.5679282728544133,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,47737.20263671875,42043.762634277344,31194.50260925293,34624.34230804443,22502.441535949707,45381.4637298584,51278.54330444336,37929.46241760254,37019.06256103516,25084.04136657715
TAG(52:6)_FA 18:2,-0.023462527949437557,5.5921963643805315,0.0025375555167101993,0.9598242313580544,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,29121.581573486328,31065.08184814453,25932.241989135742,27339.3219909668,18372.841194152832,28438.58197784424,27720.561737060547,29941.14192199707,22160.92137145996,24269.781951904297
TAG(52:6)_FA 20:0,0.1947058573999784,6.117886338500095,0.1736593752650606,0.6768798736116679,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,43025.50246429443,45716.10371398926,50536.70352935791,33485.54260253906,40427.56327819824,38756.22282791138,46535.18362045288,36414.0429763794,29344.82213973999,19249.241325378414
TAG(52:6)_FA 20:4,-0.06857501688818592,7.255369059672689,0.021702578278564033,0.8828810653089568,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,84500.50622558594,98626.9072265625,83454.68634033203,93828.68658447266,64500.32495117188,71868.68505859375,105216.2080078125,109591.34704589844,75282.88525390625,56208.94396972656
TAG(54:0)_FA 16:0,-0.01052554235079174,6.30119326418433,5.105543550598668e-4,0.9819729733761089,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,54507.323822021484,51399.50347900391,39917.48251342773,45950.50296020508,34556.00274658203,41110.84286499024,51913.70341491699,51578.78393554688,40025.40297698975,24908.28192138672
TAG(54:0)_FA 16:1,-0.010013222314151344,6.372426194484942,4.6205473768168304e-4,0.9828504261903915,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,49762.684020996094,47167.14421081543,46433.92272949219,42783.823303222656,31019.342483520508,46719.9231262207,46393.88299560547,51520.62300109863,32567.62263488769,55846.78286743164
TAG(54:0)_FA 18:0,0.09136817331138276,8.603122607785629,0.03836785489875183,0.8447063284496691,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,278044.1193847656,261753.55908203125,205364.83447265625,213239.4345703125,162601.3515625,198024.95288085935,227883.07495117188,244745.8388671875,180291.35107421875,167375.23364257812
TAG(54:0)_FA 18:1,0.05401662760782396,6.047553751605763,0.013423182221544039,0.9077647198569789,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,45245.58296203613,37659.38269042969,33334.18228149414,39640.483139038086,31625.58218383789,36569.902099609375,35597.28219604492,40388.4831237793,34065.402587890625,28295.441986083984
TAG(54:0)_FA 18:2,-0.045125151297884095,5.424452241849272,0.009391274198151223,0.922798989615478,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,27592.241981506348,26437.501976013184,21888.041595458984,22325.441619873047,19104.081413269043,25819.72169494629,25503.0817565918,25336.80172729492,21278.641563415527,19930.74153137207
TAG(54:0)_FA 20:0,0.11969181740224456,8.06693164951917,0.06578628704346554,0.7975737548971003,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,138183.74951171875,165052.97265625,136239.88940429688,139148.2088623047,128262.0887451172,128066.38842773438,129408.36840820312,161584.55053710938,111170.40771484376,207440.69458007807
TAG(54:0)_FA 20:4,-0.0906387975664744,5.147245509288166,0.037927598293862275,0.8455885949638136,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,20421.5213508606,22586.861770629883,18812.961380004883,18512.34129333496,15918.921047210692,22943.4419631958,21048.34135437012,22270.581886291504,16789.221145629883,15270.841007232666
TAG(54:1)_FA 16:0,-0.0035809827754678175,6.214222899100621,5.9085197449348925e-5,0.9938669694167849,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,47217.12313842773,48625.023193359375,44977.32339477539,42659.42277526856,32150.461959838867,37747.44274902344,50855.64323425293,50168.90385437012,36288.46224975586,20897.96133422852
TAG(54:1)_FA 16:1,-0.050349101819472816,6.589702594924019,0.011694105159676838,0.9138852052031087,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,62215.184509277344,65490.6435546875,49440.863708496094,56205.083984375,41429.74264526367,51772.08386230469,70523.70458984375,63620.684631347656,44632.08312988281,28184.80191040039
TAG(54:1)_FA 18:0,0.07261819421130793,8.303912155185122,0.024249478251022083,0.8762518085602572,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,213593.9735107422,182551.5137939453,200915.1956787109,249965.67462158203,114737.1685180664,113902.5089111328,247289.85821533203,259115.49700927731,126001.52642822266,58759.14434814453
TAG(54:1)_FA 18:1,0.07717745011017488,9.19790683355257,0.027386700449824275,0.8685588900205761,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,407368.4497070313,385332.3310546875,308246.3212890625,324549.86181640625,261524.5205078125,288859.9389648437,358750.0615234375,384628.97021484375,265205.0986328125,246692.72021484372
TAG(54:1)_FA 18:2,0.023033800001180264,6.393571902005202,0.0024429102297744976,0.9605799636321725,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,52492.704040527344,53540.62371826172,44122.72326660156,45025.12350463867,39881.122802734375,48462.50344848633,44597.30334472656,55870.70361328125,39113.20248413086,38056.022705078125
TAG(54:1)_FA 20:0,0.011054838123836204,8.01689331775183,5.629097754535906e-4,0.9810713904211176,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,108112.92868041992,99145.00567626952,100229.02499389648,137734.64874267578,73504.14639282227,80341.7866821289,100954.00762939452,165362.3503112793,76236.52542114258,400722.0986328125
TAG(54:1)_FA 20:4,-0.10403650131654493,5.131436151425079,0.04998300602770378,0.8230928471650594,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,22749.70147705078,19298.361282348636,17581.921447753906,18026.761405944824,14879.200904846191,22712.521675109863,22661.021522521973,19111.58131408692,15947.921394348145,18336.181282043457
TAG(54:2)_FA 16:0,-0.019204794242017997,6.333294531129662,0.0017000756281504437,0.9671109642736458,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,47452.18338012695,48308.66384887695,55249.12413024902,49028.34327697754,33902.762451171875,40767.423278808594,54999.643966674805,56586.36357116699,39819.86279296875,21361.94146728516
TAG(54:2)_FA 16:1,0.05774021841900446,6.21415027538827,0.015336250421057684,0.9014422644215387,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,45222.50305938721,48759.66395568848,49498.72360229492,44113.70344543457,31947.74208068848,34263.38201904297,53607.56362915039,47515.64342498779,35259.86260986328,21252.68148803711
TAG(54:2)_FA 18:0,-0.025724998651319345,9.226437725605756,0.003051140723982826,0.955949547220141,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,350548.9871826172,348156.40393066406,397332.8887939453,469779.0932617188,206214.17602539065,218395.5548095703,508819.67810058594,517921.45959472656,227938.43432617188,108722.66784667967
TAG(54:2)_FA 18:1,0.02637230239573516,8.46482259537537,0.003202307747415034,0.9548726477239388,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,238424.47680664065,198836.2542724609,216521.6539306641,280496.1036376953,124364.72985839844,128535.6473388672,273998.6813354492,300970.60040283203,145222.6498413086,67883.14465332031
TAG(54:2)_FA 18:2,0.09166788571606324,9.157500302596931,0.038619872646904696,0.8442036535491666,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,340166.32373046875,387691.00634765625,315595.6826171875,306813.3408203125,292312.640625,284375.90185546875,327200.6655273437,376492.0073242188,266162.3359375,239677.51708984372
TAG(54:2)_FA 20:0,-0.04006860004197025,6.234058769177232,0.007404142720872642,0.9314287941104463,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,43549.06329345703,44738.80303955078,41925.802978515625,48035.20318603516,28370.242553710938,36992.122467041016,52142.34365844727,53625.94421386719,30042.162406921387,34607.30210876465
TAG(54:2)_FA 20:4,-0.012907252054768364,5.629269161492616,7.677504488583509e-4,0.9778947957444545,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,29751.10201263428,25031.341705322266,29081.82179260254,28236.72184753418,22038.921501159668,32036.90216064453,24711.88180541992,27889.50203704834,24956.62187194824,26022.62197875977
TAG(54:3)_FA 16:0,-0.5653376500569283,7.958381633782915,1.4846503113203653,0.22304835297591785,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,113043.10772705078,87472.20681762695,201763.7152099609,114827.0301513672,106182.66818237305,155057.06938171387,154834.3487854004,221196.67721557617,215735.4157409668,19306.281204223636
TAG(54:3)_FA 16:1,-0.03059070410387829,6.372056018409109,0.00431470514709531,0.9476274881218094,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,49301.28318786621,48425.80404663086,53793.083740234375,53207.20405578613,35459.302505493164,42563.98318481445,57692.56425476074,58545.363372802734,40391.96295166016,20439.48164367676
TAG(54:3)_FA 18:0,-0.35714710168340474,8.321302972404725,0.5916230248094507,0.44179219050452884,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,136032.35150146484,177162.11450195312,219491.8167724609,218263.9165649414,98749.1864013672,104234.1870727539,385792.06036376953,272545.7598876953,122967.84979248048,57040.36401367188
TAG(54:3)_FA 18:1,-0.0038352634618400525,9.364624040745573,6.77803618600592e-5,0.9934311840002154,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,382198.9848632813,384015.1097412109,420050.767578125,538796.2427978516,236887.9942626953,240492.05541992188,542129.6162109375,564504.8635253906,260649.73693847656,117903.888671875
TAG(54:3)_FA 18:2,0.0568547352467465,8.40262856231656,0.014870941096887691,0.9029414139528645,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,195644.57373046875,204101.8359375,206659.55737304688,275367.1173095703,137210.70782470703,122757.92956542967,229469.61694335935,311139.8978881836,140594.40838623047,67268.484375
TAG(54:3)_FA 20:0,-0.13149378989520527,5.342515075662282,0.07989621805133673,0.7774381021086475,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,23868.601470947266,23517.34185028076,23332.30195617676,21051.14183807373,16473.88092803955,21606.50151062012,27500.02195739746,27222.462287902832,19726.621505737305,18522.40110015869
TAG(54:3)_FA 20:4,0.03898848532897435,7.171903131346683,0.0069964557118282755,0.9333388315225756,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,85582.50537109375,86822.986572265625,77444.185302734375,80541.405517578125,69130.32507324219,80037.765869140625,81045.78552246094,84270.8857421875,70122.58459472656,72300.446044921875
TAG(54:4)_FA 16:0,-0.7085762677059974,11.158933632287653,2.3324331494950457,0.12670369243147755,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,916609.7346191406,601453.1057128906,2082733.5821533203,895364.221862793,1005801.2534179688,1600420.909790039,1439629.483459473,2001986.9545288088,2226638.4025878906,22971.2013092041
TAG(54:4)_FA 16:1,-0.49958924250289927,7.920008463614151,1.1590635146094428,0.2816598439426146,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,113276.30871582033,83390.40521240234,212484.1562194824,108804.58752441406,103980.6266784668,154485.32920837402,152863.19102478027,203715.53309631348,199939.41319274905,19888.46141052246
TAG(54:4)_FA 18:0,-0.6192607688695025,8.72807748006862,1.7815924352944421,0.1819539060825249,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,181675.77362060547,186699.43548583984,280202.5997314453,223470.2172241211,154980.03198242188,225901.13635253903,397345.5668334961,369077.0267333984,287129.181640625,61425.82455444336
TAG(54:4)_FA 18:1,-0.3763391693723734,8.506677121277972,0.6570572385790001,0.4176007750687364,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,150137.9305419922,189504.59197998047,251928.3973388672,258726.49658203125,111867.10955810548,107273.02868652344,443473.6642456055,332128.55938720703,136290.68774414062,59419.984802246094
TAG(54:4)_FA 18:2,-0.018630530770903986,9.300357397088408,0.0016000214855012018,0.9680929121795482,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,320879.2412109375,368180.6806640625,397280.14709472656,521576.94140625,244448.0174560547,229150.31591796875,476057.4169921875,576311.10302734375,257779.1407470703,129114.490234375
TAG(54:4)_FA 20:0,-0.08083862255720638,5.350048862859814,0.030163548792415895,0.862119657012768,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,27126.282356262207,22799.561897277832,29266.662216186523,19514.64143371582,13921.601070404053,30781.66254425049,26545.961868286133,24170.761753082275,14445.90100479126,16650.241081237793
TAG(54:4)_FA 20:4,0.09452623888284103,8.90641277536929,0.04106233193454045,0.839417652961572,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,264484.2578125,314039.1787109375,249831.49658203125,283065.19921875,237505.7373046875,218117.33447265625,261265.39697265625,352834.923828125,201649.552734375,243623.19775390625
TAG(54:5)_FA 16:0,-0.8296685576658837,8.679530912435323,3.195791422898765,0.07382802769830815,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,166401.99169921875,124842.34771728516,309130.8426513672,158241.1100769043,173405.3291015625,339657.20703125,254834.21920776367,344947.97036743164,398968.4401550293,18004.6812210083
TAG(54:5)_FA 16:1,-0.6989473706757011,11.09841303961021,2.269524372633896,0.1319403891570558,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,917854.4006347656,585212.76708984375,1991455.791381836,860736.5129394531,945055.489013672,1594977.9271240234,1410784.7252197266,1892655.1440429688,2054466.271850586,21322.941482543945
TAG(54:5)_FA 18:0,-0.19042813093897423,6.0605956780858055,0.16776628751222233,0.6821046564405436,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,40385.82273101807,39991.98272705078,35904.38284301758,39241.68241119385,26847.92190170288,36554.16232299805,50849.88313293457,46693.5237121582,34496.84248352051,18872.14123535156
TAG(54:5)_FA 18:1,-0.6598470591708503,8.78655202572866,2.0227913463786535,0.1549540674529777,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,190443.8331298828,199325.892578125,288182.10510253906,220426.59698486328,155458.09173583984,236688.27667236328,421616.1289672852,404809.0903930664,287714.0787963867,64764.24411010742
TAG(54:5)_FA 18:2,-0.23042967744835502,8.36791621116608,0.24584247939037596,0.6200178501739745,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,130140.91003417967,190676.8510131836,226538.8326416016,255731.5748291016,110453.78979492188,110613.68841552734,338472.1978149414,298799.7570800781,127937.71063232422,60572.64437866211
TAG(54:5)_FA 20:0,-0.10569068478337452,5.527329139696388,0.05158986747665051,0.8203195235468842,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,33108.96250915527,30709.32204437256,20414.061096191406,24857.581741333008,17451.02131652832,27549.32218170166,30730.042110443115,28912.94239807129,22631.981323242188,17917.581367492676
TAG(54:5)_FA 20:4,0.035583193672838374,9.12141668953486,0.005828431918416754,0.9391452877319324,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,TAG,274072.57763671875,274597.9561767578,303502.8582763672,455614.1752929688,190750.9696044922,178245.15063476562,317465.7023925781,494204.2227783203,213596.2166748047,341073.00817871094
