lipid,logFC,logCPM,LR,PValue,FDR,type,DOD100-M1-WT-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M5FAD173-WT-Cortex10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023
TAG(56:5)_FA 16:0,0.3274287669853804,6.4257434614506135,0.2946253254549447,0.5872716454068274,0.999964504802779,TAG,51673.76382446289,49630.243713378906,49408.36376953125,38497.10266113281,38066.26313781738,39273.6022644043,33104.90249633789
TAG(56:5)_FA 16:1,0.28468841470501816,6.021392894210917,0.22283972944296693,0.6368846536250323,0.999964504802779,TAG,37800.28317260742,40998.36302947998,37396.04277038574,28175.141998291016,32947.70231628418,30633.46216583252,19917.54136657715
TAG(56:5)_FA 18:0,0.48572915237171593,8.003727939686224,0.6467537495275337,0.42127569536123005,0.999964504802779,TAG,76432.22546386719,215786.09631347656,257733.63774108887,80107.80517578125,142734.34992980957,141350.95135498047,18966.861267089844
TAG(56:5)_FA 18:1,0.4016102524173771,9.86752007974989,0.4428036446624901,0.5057723504053231,0.999964504802779,TAG,205120.73559570312,784323.4182128906,1009389.6517333984,269262.87811279297,558625.5455322266,565310.7159118652,24735.20167541504
TAG(56:5)_FA 18:2,0.19236222920241128,7.077504832832306,0.10183559274355503,0.7496378724895115,0.999964504802779,TAG,46966.82371520996,95671.8867340088,112015.7871170044,51422.043548583984,74605.12561035156,82275.42622375488,21182.441329956055
TAG(56:5)_FA 20:0,0.14846689851939396,5.560419954338037,0.060674406930161254,0.8054331706945655,0.999964504802779,TAG,25643.34164428711,27347.322074890137,25514.80174255371,22953.221557617188,23936.961601257324,21266.561820983887,18046.96134185791
TAG(56:5)_FA 20:4,0.33262082059890885,7.88161292549455,0.3040386436500739,0.5813615617200508,0.999964504802779,TAG,151515.5098876953,141967.4111328125,142972.6905517578,99108.26544189452,107042.5463256836,128076.8296508789,56908.264221191406
TAG(56:6)_FA 16:0,1.4089608785117758,7.598090236949204,5.263037519447835,0.021782969257855358,0.999964504802779,TAG,232518.6374206543,106593.86703491212,129801.52951049805,53283.22393798828,61076.783782958984,61423.82427978515,28520.901596069336
TAG(56:6)_FA 16:1,0.3706573815793855,6.397688223932914,0.37732833881841543,0.5390365437344108,0.999964504802779,TAG,48852.4033203125,46733.76348876953,51971.04376220703,35318.52290344238,37576.72233581543,37018.58332824707,36152.20288848877
TAG(56:6)_FA 18:0,0.5492005915847401,6.868030103848353,0.8257208890699986,0.3635128042590107,0.999964504802779,TAG,60730.04443359375,78161.70574951172,90410.78649902344,43791.842712402344,48997.70361328125,55977.24346923828,34859.68246459961
TAG(56:6)_FA 18:1,0.39480435707920625,7.828159294159332,0.42796004187039216,0.5129916259788991,0.999964504802779,TAG,71692.625244140625,193261.0736694336,204881.4331665039,75890.705078125,124945.4694519043,131036.26953125,21292.06137084961
TAG(56:6)_FA 18:2,0.3603129110126589,9.873816268624681,0.35664249799265235,0.550376844940777,0.999964504802779,TAG,203782.45489501953,792521.8972167969,987505.9201049804,268498.01596069336,563809.4963989258,589896.200012207,23812.921798706055
TAG(56:6)_FA 20:0,0.06622216908348222,5.579279933367392,0.012075412837276644,0.9124980541169003,0.999964504802779,TAG,22977.4015045166,25641.541679382324,22635.081413269043,23517.681716918945,23321.62187194824,18620.86134338379,28334.26197052002
TAG(56:6)_FA 20:4,0.48511048791242983,8.985878322644208,0.6451221525785513,0.42186205496351276,0.999964504802779,TAG,358989.66650390625,346449.8078613281,294964.12072753906,208741.2952880859,234408.97998046875,248068.75744628903,93550.586669921875
TAG(56:7)_FA 16:0,0.3850997593970909,6.629984991910124,0.40722468221798636,0.5233815188051868,0.999964504802779,TAG,48600.2829284668,64995.40478515625,76218.405517578125,44517.16323852539,42744.26298522949,50394.34341430664,23594.62156677246
TAG(56:7)_FA 16:1,1.344258843707584,7.606069631422803,4.806558751273855,0.028351607529380398,0.999964504802779,TAG,230641.89727783203,108681.24829101562,126585.70915222168,56517.924407958984,66834.12530517578,59465.34359741211,28556.76222229004
TAG(56:7)_FA 18:0,-0.09747929323543614,6.961219821845467,0.026165031351183643,0.8714979358354795,0.999964504802779,TAG,60387.7048034668,61925.184020996094,82155.4848022461,57165.0842590332,54752.72463989258,96341.02716064452,25445.201599121097
TAG(56:7)_FA 18:1,0.30179259844072626,6.84862456014,0.25038190111445147,0.616806297448077,0.999964504802779,TAG,53814.543701171875,77643.12658691406,76086.0053100586,48413.44329833984,55534.603759765625,55776.2038269043,39011.222747802734
TAG(56:7)_FA 18:2,0.4352417582989583,7.812920237994595,0.5197693570153206,0.47094008429897255,0.999964504802779,TAG,73851.7448425293,190598.33209228516,205044.0758666992,74194.86538696289,123486.4888305664,125239.46882629396,21795.08140563965
TAG(56:7)_FA 20:0,0.14790203274575225,5.778829758585702,0.06021407959082126,0.8061578984289279,0.999964504802779,TAG,30172.102157592773,29181.44218444824,21488.061546325684,23529.12156677246,22641.38186645508,24519.10174560547,36411.68240356445
TAG(56:7)_FA 20:4,0.7094361328960321,7.84584198945967,1.3724221994616528,0.2413961519390125,0.999964504802779,TAG,121387.62902832033,211212.1752319336,155958.25421142578,90229.8275756836,94353.96575927734,97721.1866455078,49940.60345458984
TAG(56:8)_FA 16:0,0.250653867669907,6.586536175998127,0.17281232664635132,0.6776244036010746,0.999964504802779,TAG,62691.74478149414,52300.16345214844,55806.08331298828,42414.22314453125,44723.26361083984,51915.98373413086,26022.34194946289
TAG(56:8)_FA 16:1,0.33205688674424566,6.635776569134355,0.302999349287802,0.5820081794103974,0.999964504802779,TAG,46177.023529052734,64726.364685058594,77040.96501159668,44929.643325805664,49018.64337158203,47440.56303405762,23650.04164123535
TAG(56:8)_FA 18:0,0.13625447293186954,6.155303117220002,0.05110927919929508,0.8211441658914945,0.999964504802779,TAG,36643.44255065918,39283.50274658203,42799.92280578613,35996.3621673584,33922.342376708984,33599.362365722656,26831.36215209961
TAG(56:8)_FA 18:1,0.010742067626509217,7.032615396513032,3.1780064273334574e-4,0.9857768940753937,0.999964504802779,TAG,68756.98583984375,69111.14437866211,83043.60549926758,52468.56369018555,59732.66418457031,97318.32543182372,29437.34210205078
TAG(56:8)_FA 18:2,0.37450663419625935,6.856215332929214,0.38519410703224827,0.5348364634258056,0.999964504802779,TAG,56827.14440917969,77130.06494140625,80875.44659423828,45786.54327392578,50819.723571777344,60575.52471923828,36622.68264770508
TAG(56:8)_FA 20:0,0.3808797117849923,5.8815323378544475,0.398353493149159,0.5279408088517286,0.999964504802779,TAG,37472.80239868164,38237.062744140625,29816.942085266113,29376.66201019287,23346.72183227539,25472.741973876953,21755.14144897461
TAG(56:8)_FA 20:4,0.45543640701339966,7.620579660657678,0.568914405346959,0.4506906255077538,0.999964504802779,TAG,98856.6674194336,152536.5343322754,121386.8489074707,85809.48556518555,79700.28555297852,92034.52645874023,64226.30374145508
TAG(58:0)_FA 16:0,0.2725264378881253,6.482411522068393,0.20423755499814436,0.6513219381059486,0.999964504802779,TAG,38114.6025390625,41809.54312133789,55975.62414550781,37783.56301879883,34980.30238342285,34521.98231506348,64420.96368408203
TAG(58:0)_FA 16:1,-0.22570167810646932,6.873422536246005,0.14015394027228467,0.7081280227864855,0.999964504802779,TAG,53225.8642578125,73933.9242553711,59974.52487182617,80605.765869140625,67386.6449432373,60471.38507080078,19020.741256713867
TAG(58:0)_FA 18:0,0.018608054781122,7.663112208122638,9.536398938507773e-4,0.9753643942992789,0.999964504802779,TAG,91567.7466430664,97682.48794555664,106857.96771240234,88124.86585998535,86625.0259399414,104986.1880493164,122829.93090820312
TAG(58:0)_FA 18:1,0.13549249367990654,5.743559092370075,0.050537695179906236,0.8221302716841604,0.999964504802779,TAG,28950.921875,30174.28196716309,28174.421867370605,26029.602165222168,25187.942092895508,25247.14179992676,22646.84157562256
TAG(58:0)_FA 18:2,0.1234252346998178,5.318471928679991,0.04193719368834081,0.837739539456333,0.999964504802779,TAG,23096.101638793945,23700.881622314453,16841.701179504395,20087.701385498047,20559.821350097656,15979.501190185549,18108.541038513184
TAG(58:0)_FA 20:0,0.11383965361409816,5.745563477865903,0.03567961402001173,0.8501786539083237,0.999964504802779,TAG,28103.40203857422,29346.442092895508,31089.302276611328,24471.821731567383,25617.64195251465,28400.582229614258,20233.001373291016
TAG(58:0)_FA 20:4,0.32527474807121814,6.090455103499657,0.2907649419767041,0.5897307540219558,0.999964504802779,TAG,48613.02300262451,37241.862464904785,38656.2825012207,26364.181869506836,31563.402500152588,38755.0421295166,16751.601188659668
TAG(58:1)_FA 16:0,0.22564135828953868,5.624674016569317,0.1400669418730871,0.7082144720877233,0.999964504802779,TAG,25689.16192626953,29278.022033691406,29388.302474975582,23712.761749267574,20890.581520080566,24347.24186706543,19112.701416015625
TAG(58:1)_FA 16:1,0.2085049116017765,6.509921629323396,0.11962419936037347,0.7294424335098654,0.999964504802779,TAG,39073.52264404297,44418.503509521484,53217.82395172119,39897.40295410156,35393.462646484375,37525.90270996094,64025.38471984863
TAG(58:1)_FA 18:0,0.18456979031952978,5.948413914357837,0.09375144803622959,0.7594610650816496,0.999964504802779,TAG,28479.742126464844,36998.622497558594,38859.00326538086,30391.6826171875,25753.32179260254,31023.20175552368,24704.081512451172
TAG(58:1)_FA 18:1,0.015692408832499397,7.763350944721289,6.782108869174408e-4,0.9792234539149528,0.999964504802779,TAG,112015.9696044922,110151.10565185548,118829.86987304688,105787.18670654295,102825.48812866212,115614.2684249878,90254.94714355467
TAG(58:1)_FA 18:2,0.19036173481528393,5.76318220656486,0.09972173798587392,0.7521638151735514,0.999964504802779,TAG,28051.441787719727,30445.98193359375,31967.902534484863,26739.54200744629,25116.06192779541,24144.821731567383,22933.141540527344
TAG(58:1)_FA 20:0,0.059719025482165615,5.6073084230514,0.009820487076467543,0.9210601657103303,0.999964504802779,TAG,26124.40187072754,26465.06214904785,24352.121688842773,23807.161582946777,25602.28189086914,21839.86155319214,21224.28151702881
TAG(58:1)_FA 20:4,-0.006402875024736716,5.294612577387947,1.1289435474282072e-4,0.9915224960107657,0.999964504802779,TAG,20259.42144012451,19558.421463012695,20051.361358642574,18727.60149383545,21123.081466674805,18205.38106918335,18212.781127929688
TAG(58:10)_FA 16:0,-0.017152162189403776,5.48233857945256,8.101564199023414e-4,0.9772926809283149,0.999964504802779,TAG,21799.38153076172,24338.90200805664,23550.72177124023,22693.801414489742,22653.981567382812,22271.421600341797,18443.961318969727
TAG(58:10)_FA 16:1,0.08633795409593535,5.454456026926267,0.020524412023632976,0.8860821319462197,0.999964504802779,TAG,22126.62139892578,23951.341583251953,24513.381538391113,25073.02170562744,18458.941177368164,20137.441513061523,18418.02131652832
TAG(58:10)_FA 18:0,0.2799586784206645,6.172798163812311,0.21551083165718407,0.6424819367422848,0.999964504802779,TAG,41191.24327850342,40570.80290222168,49021.844383239746,32570.92221832275,33347.74247741699,37399.4024810791,19410.981323242188
TAG(58:10)_FA 18:1,-0.0417679196481002,5.762583711241667,0.004804141595684541,0.944741341550128,0.999964504802779,TAG,27418.162002563477,27169.901824951172,28580.30200958252,27283.32191467285,26148.761810302734,28879.20188903809,23109.001846313477
TAG(58:10)_FA 18:2,0.29186476161643904,6.556197329614182,0.23420390591059004,0.6284240648600419,0.999964504802779,TAG,63931.824951171875,48827.983337402344,53029.02345275879,42534.18305969238,37789.92263793945,51131.884048461914,30040.742401123047
TAG(58:10)_FA 20:0,0.010403662800795039,5.403521063299631,2.980566641781479e-4,0.9862257517427857,0.999964504802779,TAG,20881.421508789062,21849.941528320312,21397.62156677246,20486.861488342285,22371.561630249023,18452.061401367188,21278.34136199951
TAG(58:10)_FA 20:4,0.1799604679281335,5.8936923181327625,0.08912998482799138,0.7652861269426,0.999964504802779,TAG,30700.342163085938,35308.522857666016,34241.00199890137,27753.02182006836,27201.301971435547,29708.32208251953,22864.701446533203
TAG(58:2)_FA 16:0,0.12668568048613937,5.50545145644129,0.044182423035863394,0.8335145814024778,0.999964504802779,TAG,22541.44162750244,27334.72203063965,23767.601593017574,25581.081497192383,21232.7216796875,17778.961235046387,20092.02130126953
TAG(58:2)_FA 16:1,0.22967136073861297,5.584085917536113,0.14510910961849535,0.703253783865859,0.999964504802779,TAG,24026.401611328125,26215.04168701172,32486.162483215332,24204.581573486328,20853.881240844727,22279.481552124023,17906.241302490234
TAG(58:2)_FA 18:0,0.31937973389627883,6.099140597449093,0.2803391329469491,0.5964790231289433,0.999964504802779,TAG,32704.92250061035,37445.56265258789,41653.62289428711,31300.462158203125,26088.041946411133,28114.262115478516,40114.6630859375
TAG(58:2)_FA 18:1,0.10518906093529162,5.989764518339762,0.03046486734604059,0.8614396215703175,0.999964504802779,TAG,30812.422149658203,35633.08200073242,38212.5827331543,30262.52165222168,28432.602157592773,34126.6424407959,24592.201873779297
TAG(58:2)_FA 18:2,0.06555913420127839,7.754968653080354,0.011836319573376386,0.9133652079961934,0.999964504802779,TAG,114083.34765625,113753.9680480957,118013.46801757812,100275.90893554688,100272.88745117188,117084.88931274414,88038.02629089355
TAG(58:2)_FA 20:0,0.0248344935375069,5.611737939903752,0.0016984253607006394,0.967126921842325,0.999964504802779,TAG,26567.321517944336,26685.98191833496,26167.82208251953,24021.261589050293,23556.901809692383,27501.921630859375,16193.260990142822
TAG(58:2)_FA 20:4,-0.10119607142988411,6.556396019535254,0.02819728179736103,0.8666458517908294,0.999964504802779,TAG,48038.983459472656,48927.24346923828,43023.92297363281,48199.34307861328,52337.54302978515,44482.9626159668,41615.88311767578
TAG(58:3)_FA 16:0,0.20790862582238148,5.969109217689196,0.11893753356378056,0.7301896889151382,0.999964504802779,TAG,32704.462867736816,30275.241989135742,34826.60223388672,30613.96216583252,25850.061637878414,25106.341766357426,36640.90299987793
TAG(58:3)_FA 16:1,0.02477170207788309,5.500053034163937,0.001689823288600678,0.9672102272091241,0.999964504802779,TAG,21059.781463623047,27886.44204711914,23265.5018157959,23804.76153564453,22066.10154724121,21834.66149902344,18222.901443481445
TAG(58:3)_FA 18:0,0.008411548455451041,5.67486668507085,1.9484712657913406e-4,0.9888628784137519,0.999964504802779,TAG,27200.26203918457,27700.622146606445,26049.64192199707,27925.021797180176,24436.90168762207,25103.84210205078,19471.501426696777
TAG(58:3)_FA 18:1,0.1120265426409247,6.244251366667275,0.03455333616902578,0.8525347283067016,0.999964504802779,TAG,36840.36255645752,38686.2629699707,35778.88252258301,33661.92224121094,31844.822463989258,33522.2819519043,50040.80330657959
TAG(58:3)_FA 18:2,0.2444564820906651,6.006208020636536,0.16437639585944908,0.685158824532867,0.999964504802779,TAG,35965.822265625,36729.022872924805,39057.76290130615,29437.022216796875,27851.06178283691,33211.34248352051,22438.6014251709
TAG(58:3)_FA 20:0,0.020573896063705552,5.327207897024166,0.0011656138469078314,0.9727646445845873,0.999964504802779,TAG,19508.881462097168,21915.921703338623,21435.28175354004,19728.621536254883,20509.881523132324,19183.821292877197,17507.061416625977
TAG(58:3)_FA 20:4,-0.1522778285832491,6.1906630750759595,0.06383076126462583,0.8005406176891046,0.999964504802779,TAG,32734.98181152344,36456.16272735596,34618.78212738037,33899.562408447266,36548.66290283203,40142.28337097168,38252.98287963867
TAG(58:4)_FA 16:0,0.20754075783268616,5.273439645534026,0.1185098248093937,0.7306563581849674,0.999964504802779,TAG,23267.281616210938,21395.581512451172,19117.30139160156,20142.661682128903,17959.12126159668,15436.401229858398,16841.121200561523
TAG(58:4)_FA 16:1,0.11722128673196258,5.937145135814218,0.03783055765757126,0.8457837765107951,0.999964504802779,TAG,31286.74269104004,30536.86210632324,32637.88191986084,33398.86218261719,26679.26156616211,23769.90173339844,33434.72286987305
TAG(58:4)_FA 18:0,0.08607847428581583,5.733491254648573,0.020401861952962008,0.8864204261102682,0.999964504802779,TAG,30159.301864624023,28275.96216583252,28081.40185546875,25581.64178466797,26794.06216430664,26362.861907958984,19979.761276245117
TAG(58:4)_FA 18:1,-0.08853831884292132,5.74254942129225,0.02158438361598769,0.8831981278707999,0.999964504802779,TAG,26616.741806030273,29644.562286376953,25547.62184906006,28953.362228393555,27169.241958618164,27424.781814575195,21081.261459350582
TAG(58:4)_FA 18:2,0.08524364851183557,6.331801496994111,0.020008835733051455,0.8875124096276833,0.999964504802779,TAG,38743.442306518555,41849.50346374512,39784.68251037598,36266.80271911621,36526.402923583984,36195.14237213135,48416.92386627197
TAG(58:4)_FA 20:0,0.11199906366728808,5.764057307089075,0.03453560086620655,0.8525721443779598,0.999964504802779,TAG,29538.90202331543,32710.5223236084,28734.942260742188,23431.201461791992,29192.82175064087,28323.601943969727,18228.301162719727
TAG(58:4)_FA 20:4,0.10003619610658754,5.7351768478862155,0.027553163992536142,0.8681636727698961,0.999964504802779,TAG,28362.122116088867,28516.90217590332,28750.74200439453,25588.12181091309,25665.54180908203,25641.801803588867,22720.84147644043
TAG(58:5)_FA 16:0,0.12019608495457818,5.474795739455039,0.03977295498037847,0.8419251595814307,0.999964504802779,TAG,23128.041564941406,24460.681564331055,24487.221717834473,24388.70179748535,21722.88165283203,17649.78108215332,19044.241424560547
TAG(58:5)_FA 16:1,0.29063067747256494,5.328055673037323,0.23220726325035917,0.6298919840803493,0.999964504802779,TAG,25346.56167602539,22518.661575317383,21432.8013381958,20120.001403808594,18255.721282958984,16544.981163024902,15489.0609664917
TAG(58:5)_FA 18:0,0.32493568707481657,6.172167770738246,0.29016071817932243,0.5901175567061152,0.999964504802779,TAG,46342.10348510742,37928.82231140137,42138.38296508789,30409.602157592773,30514.48223876953,36789.54260253906,26653.221435546875
TAG(58:5)_FA 18:1,0.18454980201641935,5.767786189284835,0.09372978007397137,0.7594880057722514,0.999964504802779,TAG,28339.581802368164,32854.88298034668,30683.74207305908,24700.46182250977,27532.74184417725,25272.762100219727,21113.321350097656
TAG(58:5)_FA 18:2,-0.012745546517780891,5.726305226474227,4.473626754588622e-4,0.9831252419445363,0.999964504802779,TAG,27734.721786499023,28222.482292175293,26466.061836242676,24925.881713867188,27115.861724853516,28051.66192626953,21587.241622924805
TAG(58:5)_FA 20:0,0.21073690955641422,5.764835316459087,0.12219220040481102,0.7266689272651348,0.999964504802779,TAG,32939.66187286377,31290.64233016968,31028.26230621338,23577.74154663086,28991.96206665039,26977.561714172363,15629.56113433838
TAG(58:5)_FA 20:4,0.17055856214912607,5.788587075872702,0.08006439347832384,0.7772101657345865,0.999964504802779,TAG,29956.562309265137,28059.92172241211,31246.72194671631,24966.701766967773,25688.402053833008,25779.781742095947,26046.181648254395
TAG(58:6)_FA 16:0,6.653256816554852e-5,5.4965029827947705,1.2203770438645734e-8,0.9999118571527175,0.999964504802779,TAG,20527.26139831543,24907.301887512207,25834.26202392578,24303.22158813477,22112.201553344727,21575.781677246097,18409.601150512695
TAG(58:6)_FA 16:1,0.07756081587593064,5.499185197353436,0.016564067191296772,0.8975938758485064,0.999964504802779,TAG,21017.921585083008,25479.941680908203,26612.781707763672,26352.301879882812,21411.361434936523,18365.7211227417,18786.34154510498
TAG(58:6)_FA 18:0,1.2842366596477084,7.361488821344952,4.399776210865639,0.03594364690944239,0.999964504802779,TAG,189699.8950805664,93688.60748291016,106063.86666870116,46778.46337890625,59496.044830322266,52813.74347686768,23829.66149902344
TAG(58:6)_FA 18:1,0.22967276469741454,6.092033258543105,0.1451164588112874,0.703246625959243,0.999964504802779,TAG,36269.64227294922,39704.022720336914,36558.32243347168,30617.20211791992,28028.70216369629,33372.482261657715,32353.982498168945
TAG(58:6)_FA 18:2,0.17638549969767486,5.82367602314292,0.08562560032146393,0.7698137534833916,0.999964504802779,TAG,34582.78254699707,30077.562049865723,29664.242065429688,27321.12190246582,26046.3219833374,27493.001922607426,21621.64151000977
TAG(58:6)_FA 20:0,0.16391059141425365,5.876889112948933,0.07394875490210497,0.7856718423617935,0.999964504802779,TAG,32538.702377319336,33549.66262817383,31912.8624420166,27423.002075195312,29691.521942138672,27152.141830444336,22698.181579589844
TAG(58:6)_FA 20:4,0.047610310516895474,5.843465426469788,0.0062421140849409085,0.9370270148251282,0.999964504802779,TAG,29327.122344970703,30690.401885986328,32614.10250854492,29425.08209991455,28221.542114257812,28362.30194091797,21732.221466064453
TAG(58:7)_FA 16:0,0.2117480655479227,6.176944307878989,0.12337004118660388,0.7254077659745699,0.999964504802779,TAG,33477.662185668945,40007.56246948242,50947.08387756348,37110.38250732422,31263.722106933594,33729.54211425781,27245.362030029297
TAG(58:7)_FA 16:1,0.13218046089395163,5.544639867013712,0.04809713885827449,0.8264081060171541,0.999964504802779,TAG,24375.0018157959,26679.441680908203,25617.821578979492,23497.34181213379,21737.181442260742,21884.82144165039,18944.00106048584
TAG(58:7)_FA 18:0,0.2728470763833374,6.474713997369318,0.20472063237832575,0.6509371688809997,0.999964504802779,TAG,47185.00314331055,51389.18356323242,63114.96469116211,44058.44296264648,40903.06301879883,42846.62307739258,23818.04160308838
TAG(58:7)_FA 18:1,1.0249229668399367,7.066750034376089,2.8342159257396133,0.09227583039185347,0.999964504802779,TAG,120848.90841674805,80890.00631713867,89177.06549072266,46938.62368774414,46999.46337890625,46074.06311035156,36611.28298950195
TAG(58:7)_FA 18:2,0.20067896812037075,6.138617692877206,0.11081837928850291,0.7392143394544577,0.999964504802779,TAG,37492.60269165039,41128.48289489746,38113.3025970459,29277.861724853516,33299.78257751465,34949.82215118408,31000.122283935547
TAG(58:7)_FA 20:0,0.10853266239268575,7.147876649364437,0.03243400176506839,0.8570784395868283,0.999964504802779,TAG,91393.10751342772,85484.00662231445,73375.04507446289,61349.94403076172,75203.52473449707,88074.58633422852,23436.641555786133
TAG(58:7)_FA 20:4,0.014005888383907926,5.552145911869283,5.402036682937705e-4,0.9814570116211502,0.999964504802779,TAG,22162.46157836914,27058.201736450195,26010.06187438965,22663.56153869629,24461.70188140869,24060.92169189453,17697.08115386963
TAG(58:8)_FA 16:0,0.0672763226754822,6.1674412719614535,0.012463605206789907,0.9111084442900939,0.999964504802779,TAG,32580.122497558594,39239.80308532715,41602.86336517334,35905.482482910156,31941.20245361328,35323.28271484375,33646.12242126465
TAG(58:8)_FA 16:1,0.2002270525069222,6.165930075338826,0.11032090211028844,0.7397790887301622,0.999964504802779,TAG,33573.822265625,41459.8024597168,49762.20333862305,37587.123123168945,32952.12210083008,32732.142211914062,24379.46174621582
TAG(58:8)_FA 18:0,0.26251485916961326,6.497897868481899,0.18953023743941344,0.6633078846746879,0.999964504802779,TAG,55083.06413269043,49381.203704833984,54758.26402282715,46812.7628326416,39477.30258178711,41769.28282165527,28531.862182617188
TAG(58:8)_FA 18:1,0.278761010637762,6.5370137416866845,0.21367789883220212,0.6438998511980113,0.999964504802779,TAG,49260.42332458496,54105.70394897461,62770.783935546875,44171.743423461914,40869.44284057617,45769.502990722656,29198.041931152344
TAG(58:8)_FA 18:2,1.0444141713479294,7.145438336563171,2.9407796832392137,0.08636903372105056,0.999964504802779,TAG,130560.16967773438,83422.2660522461,97267.68731689452,46038.00338745117,50786.52290344238,51122.1438293457,34942.66258239746
TAG(58:8)_FA 20:0,0.5729215083377232,6.1865069382621005,0.8980829675465997,0.34329625856535645,0.999964504802779,TAG,46437.58364868164,58437.58432006836,33171.44223022461,29229.382247924805,31859.96206665039,28234.76210784912,27536.982162475582
TAG(58:8)_FA 20:4,-0.025735703738954646,5.928422610175642,0.0018239819073642138,0.9659342216468366,0.999964504802779,TAG,30968.40259552002,34861.82270812988,33571.002502441406,30768.042526245117,34152.282135009766,32142.601936340332,17268.6810836792
TAG(58:9)_FA 16:0,0.2032964858723777,5.549086165702908,0.11372012071672088,0.735947940777545,0.999964504802779,TAG,26252.52163696289,27509.98178100586,24705.16162109375,22759.4415435791,22346.121864318848,20543.30136871338,19006.40135192871
TAG(58:9)_FA 16:1,0.04045066844051825,6.224732525079701,0.0045060669121426145,0.9464804050816135,0.999964504802779,TAG,31555.182205200195,42250.12316894531,43957.12298583984,37582.70219421387,34407.00225830078,36737.34210205078,34453.062576293945
TAG(58:9)_FA 18:0,0.13508758401935342,5.727637843018163,0.050236139118652545,0.8226528824561045,0.999964504802779,TAG,30286.20245361328,28713.88198852539,27362.662139892574,27470.921966552734,23629.6817779541,24810.241928100582,21806.04155731201
TAG(58:9)_FA 18:1,0.285603562838952,6.608421940117498,0.22428003309386213,0.6357979216701798,0.999964504802779,TAG,68296.90625,47643.94331359863,55780.36375427246,42122.56315612793,45418.943771362305,49873.94371032715,30206.482177734375
TAG(58:9)_FA 18:2,0.3164757384668381,6.518536258873883,0.27528474747646214,0.5998085484027746,0.999964504802779,TAG,48895.24331665039,57963.424072265625,62589.884765625,42040.342712402344,41561.20275878906,46155.92329406738,24124.42172241211
TAG(58:9)_FA 20:0,0.18469492267287757,6.087353375566993,0.09387843452913103,0.7593032458370965,0.999964504802779,TAG,36117.54280090332,34794.26274108887,31711.9022064209,27816.202125549316,28349.86196899414,31009.76222229004,43628.22262573242
TAG(58:9)_FA 20:4,0.17815019780814184,5.875698926548928,0.08734703608979544,0.7675773373385452,0.999964504802779,TAG,36468.78305053711,30998.862007141113,32662.062126159668,25897.921844482426,31083.16184234619,28876.922065734863,18858.701385498047
TAG(60:0)_FA 16:0,0.045050748486590235,5.179300482999153,0.00558860555263864,0.9404080736706466,0.999964504802779,TAG,16456.28127670288,21361.601501464844,19612.921268463135,19819.801193237305,16266.621173858644,16935.30113220215,15923.341106414797
TAG(60:0)_FA 16:1,0.11824182093987026,4.9237141292106505,0.03848765001191623,0.8444671718716581,0.999964504802779,TAG,15894.881065368652,16357.981155395508,16910.841175079346,15450.42095565796,14365.7008934021,13718.461051940918,12940.440822601318
TAG(60:0)_FA 18:0,0.19681373111311823,6.77120602795259,0.10659593950708768,0.7440533998282068,0.999964504802779,TAG,47267.16365432739,40187.52342224121,56848.46424865723,42527.72361755371,37858.04271697998,40751.183280944824,103851.90665435792
TAG(60:0)_FA 18:1,0.041321243768214756,5.327549645391465,0.004701714901898413,0.9453326537359544,0.999964504802779,TAG,19541.821098327637,20330.401500701904,22649.941188812256,20861.261562347412,19859.501392364506,17602.081253051758,18716.081329345703
TAG(60:0)_FA 18:2,0.10740240348589902,4.973780529937643,0.03175638323250496,0.8585633906700814,0.999964504802779,TAG,16694.121116638184,19081.341430664062,14506.020988464355,16657.84117126465,14164.440929412842,14037.62088394165,14047.741180419922
TAG(60:0)_FA 20:0,-0.10329111360377399,7.9504866146099324,0.029378016159625986,0.8639091259704251,0.999964504802779,TAG,131654.95105743408,136924.6890182495,99480.66806030272,135794.33156585693,133384.02709960938,113377.46604156494,107269.90867614746
TAG(60:0)_FA 20:4,0.09911481251685923,5.078516025787865,0.02704571801569955,0.8693723206091313,0.999964504802779,TAG,16428.581157684326,20792.82131576538,14834.261112213137,16422.24122619629,15104.781070709229,15024.920997619629,18389.961143493652
TAG(60:1)_FA 16:0,0.021196326647590708,5.089545522763301,0.0012371692652664024,0.9719414592511136,0.999964504802779,TAG,16233.04118347168,18993.08148956299,18320.22134399414,17417.7013092041,15307.661026000977,17686.361236572266,14615.861053466797
TAG(60:1)_FA 16:1,0.0242682975136805,5.222776392343272,0.0016217803583344903,0.967876807226473,0.999964504802779,TAG,17038.98117828369,19909.401473999023,20974.461490631104,19836.241493225098,17567.66136932373,17006.041221618652,17585.28122329712
TAG(60:1)_FA 18:0,0.20929654021663238,5.544554391539446,0.12052569583875083,0.7284650279980482,0.999964504802779,TAG,23794.621620178223,25723.22184753418,28753.602210998535,22719.041690826416,19760.54151916504,22263.50164794922,19746.101196289062
TAG(60:1)_FA 18:1,0.3882116384065776,6.972615685978926,0.413810471977513,0.5200417689806952,0.999964504802779,TAG,63578.5242767334,45154.86259460449,64201.58421325683,46585.103271484375,43188.403160095215,38580.623054504395,122032.4503479004
