lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M1-WT-cerebellum10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,DOD100-M1-WT-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M5FAD173-WT-Diencephalon10x_01192023,10xBlank_01202023
TAG(56:3)_FA 20:0,0.1964672755861859,6.916620363423845,0.09587407962362707,0.7568382346854102,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,64340.3450012207,85376.12501525879,60991.7840423584,48520.34344482422,75336.66607666016,61334.92431640625,32250.822052001953
TAG(56:3)_FA 20:4,-0.08742358443507517,5.9699317797028195,0.01899436276579536,0.890382647760677,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,33065.04243469238,30687.362091064453,29261.54200744629,32547.002319335938,36918.28268432617,31307.302169799805,24591.201629638672
TAG(56:4)_FA 16:0,0.01934746670958305,6.15504052759471,9.304349916448018e-4,0.9756658749233326,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,36549.642822265625,52126.82421875,28226.70217895508,43439.68315124512,41817.643310546875,29451.30207824707,21459.48126220703
TAG(56:4)_FA 16:1,-0.057637504895555365,5.976817675621883,0.008256891229549979,0.9275979240923848,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,37735.5627746582,31386.002227783203,27414.761825561523,39254.422607421875,36089.582458496094,27011.921615600582,21452.441604614258
TAG(56:4)_FA 18:0,0.21303277376788718,10.195787742519524,0.11271300755106495,0.7370763064068271,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,511196.1209716797,1617349.7708129885,274096.0598144531,672475.8283691406,987543.2452392578,326915.8606567383,21503.6213760376
TAG(56:4)_FA 18:1,0.15703290821697188,7.169136857426848,0.061267152301297756,0.8045042490920103,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,60120.724197387695,155982.5909423828,52482.34341430664,67923.68496704102,110915.90711975098,56474.26387023926,23016.64143371582
TAG(56:4)_FA 18:2,-0.06162144242791033,6.549261361741935,0.009438010256189953,0.9226077331139448,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,47255.70358276367,58572.1436920166,42909.84296417236,50849.58337402344,54906.42416381836,50100.96420288086,26030.621963500977
TAG(56:4)_FA 20:0,0.12648724423147845,6.916279311914245,0.03975660875585163,0.8419572180973129,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,57699.624420166016,74579.42498779297,62832.825592041016,54906.583892822266,63976.624755859375,61312.22514343262,46783.3836517334
TAG(56:4)_FA 20:4,-0.07229999513983636,8.419401794276856,0.012992727823529997,0.9092491709638832,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,170438.07299804688,178067.09301757812,157400.23046875,184488.55322265625,186812.39428710935,167674.7724609375,146159.33081054688
TAG(56:5)_FA 16:0,0.09390036222252518,6.602857828356886,0.021913324961133185,0.8823179087782261,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,48999.524185180664,77196.36541748047,35995.32286834717,54080.364166259766,52907.583740234375,42750.00321960449,33104.90249633789
TAG(56:5)_FA 16:1,-0.044235796106143914,6.142281742152997,0.004863754857979075,0.9444001059373572,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,39454.46292114258,48895.68328857422,25602.121658325195,44240.12316894531,42458.602935791016,30353.90234375,19917.54136657715
TAG(56:5)_FA 18:0,0.4610723242216971,8.081421092186316,0.5262197286683659,0.468200514461811,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,135822.34950256348,359065.8847351074,85247.32614135742,138153.56983947754,197627.5936279297,72809.76513671875,18966.861267089844
TAG(56:5)_FA 18:1,0.30134607036029193,9.824101709263983,0.22532943794794846,0.6350088162548226,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,289935.9411010742,1367833.9744873047,258346.2583618164,406935.60693359375,784220.5145263672,292534.84063720703,24735.20167541504
TAG(56:5)_FA 18:2,0.14088818611281892,7.151015390033701,0.04932158710198564,0.8242479952005816,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,60379.24398803711,146858.39013671875,56119.704330444336,72284.465087890625,100539.78680419922,60720.723571777344,21182.441329956055
TAG(56:5)_FA 20:0,-0.02314629763031492,5.573326649496338,0.0013316166268566576,0.9708905976456411,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,23710.861824035645,27418.521697998047,22192.081329345703,25055.60171508789,26524.66199493408,23604.64121246338,18046.96134185791
TAG(56:5)_FA 20:4,-0.25105303003645035,8.02749112724814,0.1564772747109089,0.6924207334949825,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,115265.77069091795,149847.11071777344,128478.34967041016,144534.15130615234,168841.5938720703,159292.99298095703,56908.264221191406
TAG(56:6)_FA 16:0,0.5468890118660554,7.816010959190625,0.7390633658183106,0.3899610807139794,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,119164.64755249023,286526.9176635742,76287.16485595703,110611.92810058594,140972.17041015625,68272.30453491211,28520.901596069336
TAG(56:6)_FA 16:1,0.07982329858529544,6.638684771855582,0.015836339860982207,0.8998565831379635,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,47657.80310058594,79589.92568969727,37015.90283203125,52919.24360656738,56813.204498291016,43470.92332458496,36152.20288848877
TAG(56:6)_FA 18:0,0.3474575773012841,7.285426425488176,0.2993767038128681,0.584273435554075,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,87306.345703125,148610.13177490234,61167.70391845703,81530.04541015625,92425.3272705078,56233.52410888672,34859.68246459961
TAG(56:6)_FA 18:1,0.5151639110278268,7.817912944790862,0.6562415393673291,0.4178899653983059,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,88279.98635864258,310115.06271362305,88682.80685424805,90539.32751464844,168416.44915771484,71578.84506225586,21292.06137084961
TAG(56:6)_FA 18:2,0.27269153681867286,9.821196135706849,0.1845749144704314,0.6674707566799245,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,296628.68322753906,1348745.4502563477,250042.8194580078,410559.72479248047,801851.2370605469,286374.0994873047,23812.921798706055
TAG(56:6)_FA 20:0,-0.19670620076608394,5.548184724317405,0.09609788640000261,0.7565635487793999,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,19646.34132385254,23373.34161376953,18601.681243896484,23503.68162536621,23877.241592407227,23643.1817779541,28334.26197052002
TAG(56:6)_FA 20:4,-0.0966672374474122,9.19548778141034,0.023224717968332698,0.8788741533738171,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,271041.08056640625,365571.0897216797,319759.2569580078,262920.0388183594,403060.8518066406,368880.70080566406,93550.586669921875
TAG(56:7)_FA 16:0,0.2467393956295622,6.766450969612645,0.15114809453743305,0.6974406036755629,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,60534.9641418457,87891.54656982422,50149.60330200195,59199.44389343262,64660.7449798584,43177.363189697266,23594.62156677246
TAG(56:7)_FA 16:1,0.5181790276354854,7.850874031788205,0.6639047901608137,0.4151847808408367,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,119519.28717041016,298004.9819030762,74145.56530761719,119916.1492919922,141362.48956298828,70167.58526611328,28556.76222229004
TAG(56:7)_FA 18:0,-0.07221974764150636,6.838593165485099,0.01296348703044714,0.9093509071470803,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,63478.0436706543,69587.22430419922,51446.80270385742,70818.0849609375,74907.925537109375,50543.3837890625,25445.201599121097
TAG(56:7)_FA 18:1,0.34751594325296387,7.119334056660678,0.29947539554450486,0.5842114876658796,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,63986.12469482422,130176.67059326172,64295.86456298828,63920.04382324219,79847.78564453125,56630.50360107422,39011.222747802734
TAG(56:7)_FA 18:2,0.5122243870339829,7.812116324871909,0.6488125875621336,0.420537530603991,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,90976.38540649414,306397.90298461914,86646.7262878418,90014.40594482422,170557.35470581055,69071.32507324219,21795.08140563965
TAG(56:7)_FA 20:0,-0.13929214256075304,5.8038955209544625,0.04820671082505079,0.826213638660178,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,25796.021701812744,24639.40187072754,22567.961517333984,26594.00163269043,27133.48240661621,27755.22204589844,36411.68240356445
TAG(56:7)_FA 20:4,0.47585954439527584,8.28154280891365,0.5603609703134679,0.4541148387100014,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,168111.91403198242,239851.51321411133,203970.45672607425,101563.44610595705,189514.59375,155066.6280517578,49940.60345458984
TAG(56:8)_FA 16:0,-3.4235176893701493e-4,6.476460324110859,2.9134298529243097e-7,0.999569332277776,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,50460.34295654297,47887.40393066406,43653.44287109375,50792.463317871094,55013.84371948242,39162.102600097656,26022.34194946289
TAG(56:8)_FA 16:1,0.14483091923227454,6.765347592976536,0.05211881670038562,0.8194165543806337,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,58737.44357299805,81709.58609008789,50772.16368103027,60129.365325927734,67203.564697265625,45920.54356384277,23650.04164123535
TAG(56:8)_FA 18:0,0.028279374261568825,6.182344021629138,0.0019878006955877936,0.964438291488504,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,40106.322677612305,36361.762268066406,36549.66233825683,39918.842224121094,39540.28289794922,33651.50276184082,26831.36215209961
TAG(56:8)_FA 18:1,-0.020627029638460338,6.879315182376342,0.0010576094303615946,0.9740566430024828,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,62928.02439880371,71053.1242980957,56850.384841918945,65768.28504943848,77104.46473693848,53534.00454711914,29437.34210205078
TAG(56:8)_FA 18:2,0.3204892743083244,7.144378377993322,0.2547976179582747,0.6137170038970179,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,67102.20440673828,132445.94952392578,63566.86395263672,67785.4049987793,82149.2466430664,57806.06414794922,36622.68264770508
TAG(56:8)_FA 20:0,-0.09763837320469994,5.8570594315966495,0.023691304881509723,0.8776729718742926,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,28993.181930541992,30963.042221069336,26796.362098693848,36259.72265625,30236.38214111328,27303.461532592773,21755.14144897461
TAG(56:8)_FA 20:4,0.23653561943155357,7.7873998119092285,0.13892254795700865,0.7093545034210239,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,107498.0687866211,140425.19064331055,134440.11279296875,90945.5471496582,123150.81115722656,115198.42953491212,64226.30374145508
TAG(58:0)_FA 16:0,-0.32226505331268324,6.474469470977274,0.2576127011503502,0.6117650251961051,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,35859.22296142578,33464.581970214844,35119.78260803223,43534.00296020508,48795.28335571289,41256.74362182617,64420.96368408203
TAG(58:0)_FA 16:1,-0.08592174837740361,6.884434642789923,0.018348402396441088,0.8922511331740438,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,78914.44436645508,62190.484786987305,51069.64334106445,85818.46765136719,60750.90380859375,59634.92427062988,19020.741256713867
TAG(58:0)_FA 18:0,0.2687144614030887,7.603921188151549,0.1792326050972406,0.6720335586311313,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,96304.06689453124,93237.3878173828,103153.18757629396,76680.0454711914,82134.18569946289,88809.46572875977,122829.93090820312
TAG(58:0)_FA 18:1,-0.15956368353248318,5.815332138983217,0.06325223036748184,0.8014275923648769,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,27428.66195678711,29639.80210876465,24593.48151397705,31817.262466430664,33426.322509765625,27127.801795959473,22646.84157562256
TAG(58:0)_FA 18:2,-0.06101465100410498,5.318992733323491,0.009252169053013404,0.9233711055578718,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,19849.38144683838,20811.401573181152,17962.44123840332,22354.32179260254,21141.78130340576,18415.901321411133,18108.541038513184
TAG(58:0)_FA 20:0,-0.11900758758126434,5.658393644494146,0.03519246398514042,0.8511929342465567,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,25965.62191772461,26248.46188354492,22054.501472473145,28369.94186782837,29709.901947021484,23741.221687316895,20233.001373291016
TAG(58:0)_FA 20:4,-0.529691721171109,5.96115353536705,0.6935172116684499,0.40497061697763087,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,27926.00170135498,29259.14207458496,25157.561595916748,42596.36262512207,51332.30302429199,27682.60223007202,16751.601188659668
TAG(58:1)_FA 16:0,-0.061252732149134424,5.537873964427308,0.009324740731443626,0.9230720930424691,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,23699.021713256836,24341.941802978516,21314.541473388672,25182.541763305664,25248.501541137695,22870.58162689209,19112.701416015625
TAG(58:1)_FA 16:1,-0.19961565254906266,6.483907279779803,0.09896584737745684,0.7530742047090478,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,35512.68212890625,37086.843170166016,38209.52275085449,39715.58262634277,48412.34292602539,41818.00280761719,64025.38471984863
TAG(58:1)_FA 18:0,-0.2910825016060678,5.900924049458681,0.21024615664123297,0.6465745373627343,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,31335.20211791992,26003.40184020996,24148.22176361084,37195.80239868164,35012.16248321533,29392.24217224121,24704.081512451172
TAG(58:1)_FA 18:1,0.26717847541661854,7.645394279334435,0.17719301763645484,0.673796697524852,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,101196.70825195312,116147.22952270508,110449.12971496582,73987.30450439453,90045.74653625488,110907.80738830566,90254.94714355467
TAG(58:1)_FA 18:2,-0.13648464714571107,5.764091305925915,0.046284166926056955,0.8296600758809605,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,25990.901985168457,27299.88186645508,25219.281867980957,29564.662033081055,32210.082275390625,26026.54224395752,22933.141540527344
TAG(58:1)_FA 20:0,-0.07805872982780424,5.593487139547147,0.015142936586414635,0.9020622467068243,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,21641.22141265869,26390.16202545166,22993.3016204834,25941.42185974121,26793.20178222656,23094.661457061768,21224.28151702881
TAG(58:1)_FA 20:4,-0.12482371756815182,5.364928370799216,0.03871404557730784,0.8440162534570418,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,22160.52149963379,19070.00134277344,17870.781288146973,23341.741592407227,19992.961624145508,21957.141647338867,18212.781127929688
TAG(58:10)_FA 16:0,-0.0844399163562104,5.6121526171344875,0.017719686365239795,0.894102185464096,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,24515.721794128414,28712.78204345703,20837.381492614742,28205.502014160156,27197.00180053711,23503.121673583984,18443.961318969727
TAG(58:10)_FA 16:1,-0.08683546071147842,5.600114919893298,0.0187391659995626,0.8911168947401082,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,24382.701736450195,25808.482025146484,22529.241569519043,28328.242156982426,25014.961700439453,24650.00178527832,18418.02131652832
TAG(58:10)_FA 18:0,-0.542242480401548,6.105150435682303,0.7265845935212383,0.39399249979618023,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,33053.542083740234,31428.40234375,25607.401710510258,50109.78398132324,53092.48426818848,30626.382438659668,19410.981323242188
TAG(58:10)_FA 18:1,-0.13539284480441297,5.701953305439638,0.045546609820609874,0.8310020983829122,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,26641.48161315918,24074.741897583008,23539.66160583496,27054.982063293457,31036.38237762451,25253.16184234619,23109.001846313477
TAG(58:10)_FA 18:2,0.18897836574288684,6.4909145171232305,0.08870775415880416,0.7658264515081488,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,60697.92468261719,41070.22302246094,46840.32292175293,45507.863540649414,49563.96357727051,39301.922775268555,30040.742401123047
TAG(58:10)_FA 20:0,-0.058932723297005954,5.459011949562522,0.008631693738209378,0.9259775169101957,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,21023.481620788574,23134.621658325195,19756.081466674805,24169.38180541992,20707.121459960938,22154.041580200195,21278.34136199951
TAG(58:10)_FA 20:4,0.06204270658891444,6.001595730317338,0.00956716740529373,0.9220816593914247,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,36902.70262145996,32519.781951904297,31983.942489624023,34504.14311218262,31216.982192993164,32930.422439575195,22864.701446533203
TAG(58:2)_FA 16:0,-0.07809860143221882,5.532182042635239,0.01515832882785162,0.9020127351429841,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,22490.92172241211,25079.241821289062,20693.401473999023,26395.181869506836,26051.681838989258,20479.1615524292,20092.02130126953
TAG(58:2)_FA 16:1,-0.10338993138476589,5.53239702115426,0.026563315947782967,0.8705321635469502,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,25393.08184814453,22202.961486816406,20821.42148590088,26200.98161315918,26929.861892700195,21838.34129333496,17906.241302490234
TAG(58:2)_FA 18:0,-0.3471348226688426,6.166514513657091,0.2988050668558344,0.5846325079964757,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,33161.18249511719,31096.84259033203,26400.782234191895,42098.563247680664,39457.78288269043,35265.78259277344,40114.6630859375
TAG(58:2)_FA 18:1,-0.10117332174977312,5.898007619000158,0.025437483471790756,0.8732817907021071,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,29157.502075195312,25967.781784057617,31449.862228393555,30094.68198394775,34238.24182891846,31080.4416885376,24592.201873779297
TAG(58:2)_FA 18:2,0.3512811081240363,7.613781446563595,0.3059867556225981,0.5801533778389165,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,100422.5867614746,113108.66952514648,114899.40854644775,74620.82508850098,87732.0464477539,98690.26661682127,88038.02629089355
TAG(58:2)_FA 20:0,-0.07770380083998593,5.675933171747521,0.015005756757744848,0.9025046403267731,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,27465.781867980957,28616.482009887695,22960.661712646484,29097.161903381348,28642.542320251465,26444.901641845703,16193.260990142822
TAG(58:2)_FA 20:4,-0.032244543073173496,6.516870297358062,0.0025843447051556723,0.9594558450721999,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,48331.663513183594,48198.48309326172,39427.70315551758,48982.50354003906,53298.28356933594,38939.522552490234,41615.88311767578
TAG(58:3)_FA 16:0,-0.24494822152174406,5.996429781961908,0.1489563402007548,0.6995347186080018,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,30836.48203277588,28523.182388305664,23884.302032470703,29410.041931152344,39316.982414245605,31674.62222290039,36640.90299987793
TAG(58:3)_FA 16:1,-0.10876464851231969,5.498404501161295,0.02939611581950885,0.8638676189985603,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,20648.161529541016,26127.161895751953,20297.88144683838,25616.36164855957,25603.021865844727,21588.64140319824,18222.901443481445
TAG(58:3)_FA 18:0,-0.10933459274305815,5.80883072624923,0.029705785385431227,0.8631594979953495,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,32865.26239013672,28956.461837768555,22675.321716308594,35827.90249633789,30102.262008666992,26219.96192932129,19471.501426696777
TAG(58:3)_FA 18:1,-0.37713756789336456,6.30505295827134,0.35253784502492636,0.5526800213917252,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,31284.60171508789,32873.882736206055,31116.32225036621,40292.802642822266,43951.48246765137,41393.76212310791,50040.80330657959
TAG(58:3)_FA 18:2,-0.2306247712563692,5.96080334504034,0.13206387791962015,0.7163016644681196,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,28273.78196716309,29315.56182861328,31049.622428894043,32890.402282714844,39633.082427978516,33815.58275604248,22438.6014251709
TAG(58:3)_FA 20:0,-0.009935729633792034,5.44905908342171,2.4536576080436134e-4,0.9875023234255236,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,22416.561408996586,25468.721603393555,19249.1614112854,22408.621711730957,24682.141914367676,21054.241416931152,17507.061416625977
TAG(58:3)_FA 20:4,-0.09967146205735153,6.166040347814889,0.024688378797634414,0.8751460513248337,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,33090.94223022461,38249.40246582031,29799.342002868652,36233.822914123535,34281.44239807129,38147.303077697754,38252.98287963867
TAG(58:4)_FA 16:0,-0.12596308140010584,5.329591890266925,0.039423733085072826,0.8426115566679325,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,21484.28160095215,19890.961456298828,17053.821113586426,23932.841720581055,22776.48162841797,18057.741271972656,16841.121200561523
TAG(58:4)_FA 16:1,-0.3635277778650752,5.975635156952333,0.3276128709139243,0.5670681085470674,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,28117.00213623047,28628.94206237793,23312.461456298828,31933.10188293457,39986.5633392334,32572.38240814209,33434.72286987305
TAG(58:4)_FA 18:0,-0.11774237300908644,5.8483908857081195,0.034449005955195844,0.852754976085882,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,28571.32209777832,38366.682624816895,21335.041648864742,35279.782806396484,35086.12251281738,25097.001403808594,19979.761276245117
TAG(58:4)_FA 18:1,-0.061815696793265096,5.736588648014963,0.009497093104528176,0.9223666330492568,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,30465.40251159668,27286.542121887207,22351.061515808105,30381.28192138672,29011.942001342773,25319.662200927734,21081.261459350582
TAG(58:4)_FA 18:2,-0.34617923926266025,6.327361303937437,0.2971686780940672,0.5856628738638561,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,32484.00230407715,35835.38269042969,31278.842262268063,40859.26314544678,48101.78280639648,39542.3034362793,48416.92386627197
TAG(58:4)_FA 20:0,0.06061087960918795,5.798308251977851,0.009130597357398074,0.9238746741195631,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,32376.22232055664,32812.44255065918,24840.64192199707,29998.182174682617,30725.862243652344,26410.46157836914,18228.301162719727
TAG(58:4)_FA 20:4,-0.22850597538003334,5.706000847684968,0.1296479933325827,0.7187972909537405,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,24604.841705322266,24528.02198791504,23251.66157150269,28966.942260742188,29584.90219116211,27596.06202697754,22720.84147644043
TAG(58:5)_FA 16:0,-0.2789085487600083,5.555561240753959,0.1930490201228281,0.6603909680293648,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,22754.22169494629,23799.721435546875,18697.661170959473,29092.0818939209,26079.02215576172,24575.361724853516,19044.241424560547
TAG(58:5)_FA 16:1,-0.21512743111640253,5.394730624618522,0.11492205240540443,0.7346085608319765,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,TAG,21171.90156555176,24007.101776123047,15924.761123657228,26856.221908569336,25772.402053833008,18678.28140258789,15489.0609664917
