lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M1-WT-cerebellum10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,DOD100-M1-WT-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M5FAD173-WT-Diencephalon10x_01192023,10xBlank_01202023
Lyso_PG(20:2) | PG (20:2),-1.4439016045314481,9.451146155594742,4.979736171440891,0.0256458939067438,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PG,234534.21588134769,278466.1998901367,144314.99029541016,386361.72970581055,1110743.507446289,335348.6989135742,75848.12626647949
Lyso_PG(20:2) | PG (20:2)_2,-1.5099261265215684,9.44979279180894,5.4261941784002365,0.019836864709440117,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PG,227378.0750732422,269779.52014160156,136886.58926391602,394050.2710266113,1116083.1503601074,338614.0032043457,79736.98617553711
Lyso_PG(20:3) | PG (20:3),0.02362689706566931,6.731010820267446,0.001387581468748067,0.9702854690057778,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PG,54313.144134521484,62131.263916015625,38082.9627532959,53333.56405639648,55793.02365112305,43238.08331298828,61253.543884277344
Lyso_PG(20:3) | PG (20:3)_2,0.05802050578404247,6.750935740941524,0.008367275961518317,0.9271169058102954,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PG,58205.24331665039,64135.5852355957,36223.38233947754,52252.06381225586,57100.00378417969,43176.90280151367,62474.78518676758
Lyso_PG(20:4) | PG (20:4),-0.021205996499905032,6.570276943537298,0.0011177884260860083,0.9733290206257887,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PG,53964.82354736328,53392.164154052734,26480.321975708008,46675.883392333984,46869.303649902344,41808.28373336792,59044.60400390625
Lyso_PG(20:4) | PG (20:4)_2,-0.1130571750964495,6.574420333292968,0.03176377082635895,0.8585471136203174,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PG,50270.26333618164,55960.34390258789,26932.701858520508,50409.06393432617,47473.98355102539,44885.12287902832,54664.10339355469
Lyso_PG(20:5) | PG (20:5),0.052484646141911326,7.372767260771265,0.006847002114227507,0.9340530193912316,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PG,99649.48864746094,107874.2080078125,38261.44261550903,90312.506591796875,88813.34680175781,55922.6435508728,97097.947265625
Lyso_PG(20:5) | PG (20:5)_2,-0.04827272625784894,7.3542588139052825,0.005792189267594949,0.9393344215473289,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PG,94791.26745605467,94049.006103515625,40965.64276123047,90336.94677734376,90423.466064453125,56678.303813934326,100433.68798828124
Lyso_PG(21:0),0.07289366413303901,7.0219281543281005,0.013206554265025261,0.908508712206811,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PG,69463.56430053711,75957.90451049805,57931.744453430176,56096.80310058594,61217.86477661133,76288.76672363281,55121.823150634766
Lyso_PG(22:0) | PG (22:0),0.095244924617697,8.272201469384092,0.022546219615833252,0.8806431278009516,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PG,198025.9346923828,198759.79083251953,115923.28857421876,125371.20770263672,232407.77734375,129613.50732421876,97126.206298828125
Lyso_PG(22:0) | PG (22:0)_2,0.09585707801887287,8.431660823100396,0.02283696996164508,0.8798817983309979,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PG,221273.9514770508,240249.6602783203,127512.96716308594,132831.85095214844,273797.4415283203,151267.8692626953,87367.98498535156
Lyso_PG(22:1) | PG (22:1),0.004624104878403091,6.6405197571094154,5.315001658345864e-5,0.9941831493058029,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PG,50895.263580322266,53426.663665771484,39876.26252746582,46507.783111572266,48134.862701416016,49789.70378112793,55659.60400390625
Lyso_PG(22:1) | PG (22:1)_2,0.014922467235259607,6.65122957901889,5.535127986604493e-4,0.9812300190413902,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PG,53153.14416503906,54159.74475097656,38140.86242675781,46573.622955322266,47815.063385009766,50030.843505859375,56924.54309082031
Lyso_PG(22:2),0.1148851434439896,7.0013441298373325,0.03279962719275353,0.8562838465089232,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PG,64709.10447692871,82182.90670776367,56996.82398986816,63943.823806762695,63314.023529052734,61020.82498168945,55307.94386291504
Lyso_PG(22:4) | PG (22:4),0.1694750156378942,7.301067803626111,0.07135455711392069,0.7893746611587664,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PG,99761.16662597656,89267.46594238281,65274.66424560547,75008.625244140625,81511.22467041016,71980.20492553711,66790.425048828125
Lyso_PG(22:4) | PG (22:4)_2,0.12998200628904544,7.3141541104908,0.041983602018490274,0.8376510330633701,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PG,98412.14739990234,91113.62628173828,63939.70394897461,78984.22564697266,82190.72634887695,72383.02529907227,67896.06561279297
Lyso_PG(22:6) | PG (22:6),-0.021814363664810307,7.1836486113325435,0.001182876294478774,0.9725637903386682,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PG,73243.88592529297,81578.20666503906,64741.48400878906,73085.1650390625,69224.945068359375,81244.08544921875,62303.984130859375
Lyso_PG(22:6) | PG (22:6)_2,-0.05575103242296321,7.205958221229802,0.0077256921866251105,0.9299594019825488,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PG,75350.2053527832,81456.24542236328,63104.44470214844,73765.965087890625,70963.665283203125,84391.86544799805,64106.305236816406
Lyso_PI(12:0) | PI (12:0),-0.14335550237126324,6.9415163283254095,0.05106287632054318,0.8212240040517513,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,28306.221740722656,84709.1859741211,67609.56565856934,62948.00439453125,72001.904296875,63929.98400878906,51699.76379394531
Lyso_PI(12:0) | PI (12:0)_2,-0.11778726123061474,6.97328903957144,0.03447716624640407,0.8526954939479019,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,31095.502098083496,81699.24530029297,72132.44439697266,65184.444732666016,69831.80532836914,65931.64434814453,53322.10321044922
Lyso_PI(12:0) | PI (12:0)_3,-0.22855182353593462,6.943382873767801,0.12970914634911423,0.7187337966881976,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,28311.342002868652,79921.40631103516,64896.464294433594,61735.00396728515,72060.3251953125,68475.02508544922,55023.684326171875
Lyso_PI(13:0),-0.10248123822966182,7.4761358005946335,0.026101103066878295,0.8716536518506447,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,50159.60388946533,112139.06774902344,92840.48663330078,88041.56555175781,100036.94732666016,86445.34631347656,90002.8871459961
Lyso_PI(14:0) | PI (14:0),-0.24399916986536868,7.179665639398481,0.147814761285872,0.7006324588208499,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,34938.842193603516,88278.82525634766,77266.98547363281,77018.10507202148,81696.1852722168,78921.18536376953,67115.76525878906
Lyso_PI(14:0) | PI (14:0)_2,-0.2509448771135647,7.143787210055806,0.1563391296926966,0.692549603526268,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,33801.602741241455,86684.0651550293,76597.76501464844,71922.00552368164,82606.22671508789,80378.94665527344,61796.04522705078
Lyso_PI(14:1),-0.4194435945717253,9.85463896087295,0.43581068194180306,0.5091514225585717,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,135995.75078582764,564905.05078125,567016.634765625,577600.70166015625,569121.9011230469,554944.9953613281,287219.0819091797
Lyso_PI(15:0) | PIo (16:0),-0.1294242477416078,9.353469190636558,0.0416254785413912,0.8383353454735663,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,3361.920211791992,481182.39500427246,583872.5711975098,2981.9402198791504,419664.1083068848,747041.7401123047,77248.48648071289
Lyso_PI(15:0) | PIo (16:0)_2,-0.1342986773603763,9.324822378377858,0.044818793849117355,0.83233757989419,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,1759.1401329040527,459316.7342224121,582637.5874633789,3010.2001876831055,390935.7881278992,752933.0030822754,74041.88470458984
Lyso_PI(15:1) | PIp (16:0),-0.27299769741748336,6.963058718322444,0.1849800460922777,0.6671279432383126,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,25188.12172317505,78890.12567138672,59178.963928222656,56597.76386642456,71749.404541015625,67538.64532470703,73600.72549438477
Lyso_PI(15:1) | PIp (16:0)_2,-0.21985738892649415,7.00219355325447,0.12003740291129361,0.7289939266120923,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,20211.501667022705,78543.20639038086,70370.444580078125,50827.68334197998,73202.16510009766,72923.36517333984,76934.50500488281
Lyso_PI(16:0) | PI (16:0),-0.0010082343744647923,5.792383226556271,2.526743628550321e-6,0.9987317044513123,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,1567.220100402832,1743.6201248168943,84950.28555297852,1489.740104675293,1489.8201065063477,90765.68591308594,1476.2200965881348
Lyso_PI(16:0) | PI (16:0)_2,-0.07819770303578154,5.782798504364025,0.015197273107332876,0.9018875785924374,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,1486.760097503662,1516.3201065063477,82266.58605957031,1527.2601051330566,1490.400104522705,92569.78631591795,1504.780101776123
Lyso_PI(16:1) | PI (16:1),0.15219647439228728,6.369174367112964,0.057551197372958995,0.8104090938900096,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,1516.940113067627,1566.300106048584,135654.9076538086,1548.7201042175293,1671.540111541748,129531.8305053711,1462.5600929260254
Lyso_PI(16:1) | PI (16:1)_2,0.10680921272690222,6.379981365673012,0.02835077717099921,0.8662867874449179,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,1508.0001220703125,1602.040126800537,134600.150390625,1574.8601036071775,1551.680103302002,132821.46844482422,1469.640106201172
Lyso_PI(17:0),-0.3818677138721779,9.34428675397941,0.3614394675005319,0.5477078769853788,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,99020.60654449464,503586.0916748047,359323.03857421875,451729.7956542969,440162.6307373047,345800.6390991211,128606.22680664062
Lyso_PI(17:1) | PIp (18:0),-0.24916964111552314,6.848772481805078,0.1541355132062563,0.6946142309525539,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,28375.442066192627,69268.70501708984,52207.20428466797,52067.64385986328,61055.784271240234,63783.76399230957,71269.84600830078
Lyso_PI(17:1) | PIp (18:0)_2,-0.3083845532640423,6.805294236767105,0.23594513940497563,0.627150211643434,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,23477.70171356201,64069.045349121094,55532.84405517578,55174.4045715332,61300.06427001953,60621.78407287598,66126.30453491211
Lyso_PI(17:1) | PIp (18:0)_3,-0.2693564738283379,6.73674438457462,0.1800835922792885,0.6713014125053812,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,23474.22166824341,60402.563552856445,51971.38439941406,52496.223693847656,53306.544006347656,57508.86442565918,67652.04391479492
Lyso_PI(17:2),-0.2770411131302135,7.345654079854847,0.1904943535446364,0.6625054895092162,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,38813.1828918457,94730.76571655272,84766.42706298828,91277.56512451172,89759.5073852539,84095.34484863281,81531.94467163086
Lyso_PI(18:0) | PI (18:0),-0.3622247934269482,7.011200571737124,0.3252897056549955,0.5684459328527919,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,41941.6428527832,101704.12713623048,1585.840114593506,87577.46600341797,88591.98663330078,1469.5801010131836,125769.8071899414
Lyso_PI(18:0) | PI (18:0)_2,-0.31418355323756936,7.027943927448819,0.24488508960712352,0.6206998963830349,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,46524.58316040039,101403.0675048828,1686.240119934082,86212.86614990234,90202.18518066406,1549.500114440918,126214.86944580078
Lyso_PI(18:1) | PI (18:1),-0.41067048366625936,6.825951341013411,0.41780897721037036,0.5180323516005761,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,32688.46255493164,110174.80853271484,1585.4801177978516,84962.34674072266,94174.5281982422,1671.480110168457,80815.58563232422
Lyso_PI(18:1) | PI (18:1)_2,-0.292103478717789,6.856065470759596,0.21173139978054678,0.6454137221574678,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,39279.96249389648,112897.36917114258,1765.4801216125488,82652.2864074707,94537.46691894533,1529.6200981140137,81827.80645751953
Lyso_PI(18:2) | PI (18:2),-0.8406225517658903,7.981193573865096,1.732286415703129,0.188119164347543,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,45629.44384765625,283449.1376953125,2728.6601905822754,270742.419342041,275018.4161682129,2166.4401512145996,63883.78512573242
Lyso_PI(18:2) | PI (18:2)_2,-0.7624430317675391,8.01467223409362,1.4285396424493229,0.23200291751165877,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,55440.92433166504,293043.6199951172,2962.0802154541016,259043.83163452148,292098.3041229248,2420.980194091797,62561.623138427734
Lyso_PI(18:3) | PI (18:3),-0.4339087017509737,13.256248167599916,0.46627709651870575,0.49470488246722116,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,1108765.7086791992,9017962.689697266,5282289.402523041,8503795.555419922,8538973.4345703125,3432882.2231140137,70834.02569580078
Lyso_PI(18:3) | PI (18:3)_2,-0.39745781988032497,13.248601470601633,0.39146313130901333,0.5315313188566675,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,1261473.7984313965,9129985.50732422,5173628.779884338,8669269.057128906,8335527.7421875,3143541.560207367,72475.46408081055
Lyso_PI(18:4) | PI (18:4),-0.42307834744140776,7.09011007321969,0.44335111879490796,0.5055094320682573,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,29790.102115631104,88778.10650634766,55778.844146728516,79973.50549316406,73052.84490966797,76264.00668334961,71540.74481201172
Lyso_PI(18:4) | PI (18:4)_2,-0.39493329554298673,7.055674430770536,0.3865020798108958,0.5341438116579467,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,29886.262008666992,88855.187255859375,52733.62298583984,79983.64639282227,71221.40557861328,69600.4850769043,71871.50671386719
Lyso_PI(19:0),-0.29181902442386054,9.535192710911954,0.21132998350822163,0.6457269678409696,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,119203.69091796876,339945.18475341797,405689.1903991699,371650.06927490234,304500.24017333984,391521.5315246582,574804.6939086914
Lyso_PI(19:1),-0.5405514489945445,8.390967892418345,0.7221361622723634,0.39544410192491036,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,76700.08508300781,206630.5535888672,147601.572265625,244452.3192138672,238804.26306152344,142307.70880126953,129182.14990234376
Lyso_PI(20:0) | PI (20:0),-0.9874704889237609,7.507456608359285,2.3779856770215697,0.12305612784324337,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,27494.401824951172,100491.08828735352,64285.88473510742,144194.06985473633,141523.2869873047,90995.88668823242,73873.18661499023
Lyso_PI(20:0) | PI (20:0)_2,-0.9119644279211825,7.492144644969556,2.033836090577097,0.15383190189671364,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,27781.8819732666,99610.3055114746,69121.86444091797,146254.68990325928,130837.2495727539,89151.54725646973,72112.00497436523
Lyso_PI(20:1),-0.27307082105814806,8.177755511713267,0.1850850113891198,0.6670391964870437,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,95359.72668457033,177406.5517578125,134682.80883789062,160203.2314453125,162164.15161132812,168143.25170898438,116070.16857910156
Lyso_PI(20:2) | PI (20:2),-0.12685699760794747,10.1641965175435,0.03999118207138963,0.8414978230428874,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,145046.9137878418,1085672.139129639,745132.8973388672,505923.1332397461,1106084.9411621094,544474.81298828125,67286.24493408203
Lyso_PI(20:2) | PI (20:2)_2,-0.13637295467502616,10.16231850026799,0.046213635097956285,0.8297879261684302,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,141717.7893218994,1090943.8528442385,736958.7850036621,497973.990234375,1103466.2647705078,559198.289932251,65474.80474853515
Lyso_PI(20:3) | PI (20:3),0.054285421881544865,6.993152448368967,0.007324815438551013,0.9317962151584567,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,30329.622177124023,100758.36703491212,69472.48553466797,58993.72412109375,73654.44584655762,58848.04365539551,56375.3434753418
Lyso_PI(20:3) | PI (20:3)_2,0.08824303415467714,6.980983848191332,0.01935301152843749,0.8893591948134159,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,27755.56155395508,101938.0866394043,68859.64503479004,56435.00396728515,71562.02555847168,56835.805000305176,60533.74481201172
Lyso_PI(20:4) | PI (20:4),-0.21912161817521328,7.219337862585526,0.11923744869159236,0.7298630138861307,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,35430.7225189209,112571.98727416992,69103.62489318848,94095.04693603516,84363.58575439453,69927.06451416016,60508.06425476074
Lyso_PI(20:4) | PI (20:4)_2,-0.13459443419298953,7.216232222348862,0.04501486335379923,0.8319767003411398,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,41561.50314331055,115503.32766723631,65911.92514038086,87761.36540222168,83724.88659667969,68896.7045135498,61764.72494506836
Lyso_PI(20:5) | PI (20:5),-0.1595123669445601,7.162787959004516,0.0632156821557146,0.8014837708400022,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,40032.822998046875,84395.20684814453,73289.96563720703,75278.1654663086,73108.32537841797,72705.96603393555,77241.46475219727
Lyso_PI(20:5) | PI (20:5)_2,-0.16723042992597084,7.202670643134281,0.06947770282931742,0.7920987670664984,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,40050.72219848633,88782.6872253418,74940.68502807617,76912.7063293457,75141.545166015625,76514.56466674805,78202.38619995117
Lyso_PI(21:0),-0.612796795186271,7.534737162112048,0.9265258026415495,0.3357673232785467,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,41802.92306518555,105488.24728393556,86084.62646484375,90487.30712890624,106023.14736938477,156552.9949798584,63325.765075683594
Lyso_PI(22:0) | PI (22:0),-0.7478936903523954,8.113713416896438,1.3751285319121966,0.2409326815927806,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,40855.62286758423,176077.4532470703,120032.9500732422,210111.9931640625,230140.8342895508,122210.96966552734,87955.046630859375
Lyso_PI(22:0) | PI (22:0)_2,-0.7399141871239807,8.108836387576586,1.3462540247237484,0.24593406232395498,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,39094.3226852417,180142.77532958984,118459.46856689452,206922.8153076172,233247.6756591797,119523.36868286131,87932.9253540039
Lyso_PI(22:1) | PI (22:1),-0.4558756258516359,6.918441505666676,0.5144552333117645,0.47321655382322286,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,32720.622344970703,67087.08477783203,51090.78356933594,60274.60552978515,68230.50482177734,77238.3860168457,63170.44467163086
Lyso_PI(22:1) | PI (22:1)_2,-0.44968628107183595,6.848299339890047,0.5006354512778444,0.4792210434198876,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,36835.06268310547,62944.14392089844,46467.583404541016,58132.86344909668,62749.44396972656,77494.32461547852,55785.18338012695
Lyso_PI(22:2) | PI (22:2),-0.258769383627014,6.7004880618413,0.16622448470411655,0.683489259768413,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,26095.3416595459,66476.26585388184,51343.024353027344,54786.64501953125,57248.22416687012,59025.20384979248,48115.70307922363
Lyso_PI(22:2) | PI (22:2)_2,-0.20302528893207133,6.710352624136266,0.10237466355670222,0.7489983428670074,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,24529.061599731445,68327.06495666504,52392.242919921875,51497.124282836914,57445.044189453125,57131.864250183105,53404.66319274902
Lyso_PI(22:4) | PI (22:4),-0.08812079194667263,7.101098429023481,0.019299566613426578,0.889511090582028,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,41848.70246887207,100828.58755493164,71910.06484985352,83404.62515258789,81822.56588745117,61864.20378112793,44389.12341308594
Lyso_PI(22:4) | PI (22:4)_2,-0.09854508204129436,7.120407556881531,0.02413481186658828,0.8765423820893857,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,43725.14227294922,99839.08731079102,71721.24472045898,82985.666015625,84073.0647277832,62778.22422790527,46897.20364379883
Lyso_PI(22:6) | PI (22:6),-0.40784609600895505,7.287071944183586,0.41210836657046457,0.5209013169874335,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,36638.922790527344,108881.72875976562,63075.003814697266,98876.60757446288,102606.70626831056,71226.36471557617,69642.30505371094
Lyso_PI(22:6) | PI (22:6)_2,-0.45697020387306475,7.286405303945636,0.5169258624816848,0.47215597558562056,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,38774.38293457031,102204.4065246582,63855.86476135254,98567.90661621094,103973.60610961914,75750.14443206787,66985.02429199219
Lyso_PS(12:0) | PS (12:0),-0.13563672327829096,6.8229871702269165,0.04571358189241437,0.8306972948832092,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PS,41797.58274459839,42126.04304885864,63595.20446777344,19289.22120285034,68058.22454833984,80249.44561767578,70351.16497802734
Lyso_PS(12:0) | PS (12:0)_2,-0.10999058195304948,6.817473803634191,0.030064687023696024,0.8623435365086366,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PS,38366.082931518555,44732.3430519104,67364.484375,18242.98126220703,69191.96423339844,80427.02575683594,66672.48522949219
Lyso_PS(13:0) | PS (12:0),-0.09620574870522866,7.484891131095491,0.023002887357506552,0.8794495641770388,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PS,72418.08570861816,64162.2844619751,103606.328125,25317.381942749023,130069.4892578125,113651.88793945312,104050.64685058594
Lyso_PS(13:0) | PS (12:0)_2,-0.19598306263519027,7.545923615171117,0.09540360812752624,0.7574168086180328,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PS,69296.04517745972,64716.02420043945,107081.04663085938,26570.1819190979,142223.51025390625,121043.34887695312,109224.1280517578
Lyso_PS(14:0),-0.30061144374584114,6.8469865742871825,0.2242226909911551,0.6358411054419387,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PS,27932.422080993652,41741.96318817139,80923.40573120117,20055.721435546875,84163.9857788086,89919.20553588867,51522.92321777344
Lyso_PS(14:1) | PS (14:1),-0.20969054167856715,10.499880564150862,0.10920719342539087,0.7410485462135095,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PS,231311.47485733032,495857.2742996216,1362649.7783203125,310130.40630340576,1328409.751953125,957770.10693359375,359968.5234375
Lyso_PS(14:1) | PS (14:1)_2,-0.2495098643837163,10.501203590699404,0.15456473152153194,0.6942107544610393,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PS,238473.89477157593,473341.1899642944,1351059.3720703125,383025.9913635254,1297693.3178710938,953562.97314453125,350454.306640625
Lyso_PS(15:0) | PSo (16:0),-0.5427983209046062,6.690366376006346,0.7280793508580246,0.3935064549030089,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PS,29071.082023620605,2975.860202789306,78540.6655883789,26436.22201538086,37403.04232406616,109502.98776245116,58220.9235534668
