lipid,logFC,logCPM,LR,PValue,FDR,type,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,10xBlank_01202023
PEo (36:2),0.6345433029684954,7.383029679724114,1.7207583819817958,0.1895954538203325,0.9972693222116406,PE,100296.9267578125,112921.82720947266,173537.15338134766,95388.74813842772,91405.28717041016,86115.74621582031,79278.64544677734,28715.342037200928,62982.884185791016,70934.02456665039,60238.78433227539
PEo (36:3),0.6525104749034466,7.36791430147318,1.8187583252420154,0.17746114780466132,0.9972693222116406,PE,100696.9871826172,105139.56744384766,193511.09552001953,102788.56784057616,73165.22476196289,90162.94595336914,77896.52615356445,24860.44164276123,65456.62390136719,69075.72525024414,54553.723693847656
PEo (36:4),0.04206583536672775,7.060197512800556,0.007622672184879775,0.9304267620442951,0.9972693222116406,PE,81378.62673950195,72804.32510375977,106236.46823120116,58444.88400268555,56807.604431152344,90751.825927734375,81019.20614624023,25320.441844940186,63800.684967041016,65351.78482055664,58951.66506958008
PEo (36:5),0.062273662186618506,6.713321946198419,0.016704453601960267,0.8971632279998338,0.9972693222116406,PE,63926.264709472656,59815.3844909668,75385.804443359375,50145.38333129883,44420.403259277344,65726.00509643555,59482.58499145508,22330.481693267822,52713.86338806152,49022.363189697266,52111.863830566406
PEo (38:0),0.4731083502793462,9.023835914198846,0.9599854509724537,0.3271905434343427,0.9972693222116406,PE,383186.30364990234,295294.8049926758,341314.2416381836,494076.2807006836,252335.26147460935,248295.6967163086,311507.16522216797,35859.18236923218,434109.3088378906,176599.2120361328,98827.6455078125
PEo (38:1),0.12854444799886727,7.198269637594882,0.07115869049698631,0.7896571392667094,0.9972693222116406,PE,85975.98712158203,95049.90692138672,86823.70587158203,77584.14562988281,79237.06536865234,84167.84533691406,78842.14636230469,38610.84281158447,68399.52453613281,68185.32489013672,64799.56494140625
PEo (38:2),0.2051529611139946,7.304454295892989,0.18115759075720916,0.6703803069930563,0.9972693222116406,PE,92128.80651855467,90515.62713623048,127150.20770263672,92239.80603027344,71845.06579589844,103986.54620361328,80958.96423339844,38215.10263824463,70190.78576660156,65491.543884277344,62723.40478515625
PEo (38:3),0.29745546895440034,7.132908869079374,0.38048732342031166,0.5373425444564637,0.9972693222116406,PE,76704.62469482422,80887.96551513672,136916.41033935547,76127.92590332031,64373.92431640625,82042.2865600586,74375.80487060547,35139.6026802063,55881.184478759766,59506.10467529297,53738.78381347656
PEo (38:4),0.16816126998713588,7.644362267464501,0.1217523873265236,0.7271416014175471,0.9972693222116406,PE,124398.29125976562,117253.56768798828,182581.85223388672,100827.88739013672,83645.90628051758,130877.2294921875,117602.40686035156,33944.762268066406,105482.54672241212,100034.32611083984,57848.88397216797
PEo (38:5),0.26000920972455016,7.613958800488492,0.2908450371496656,0.589679518875425,0.9972693222116406,PE,109767.1459350586,105052.427734375,213687.83728027344,100836.4460144043,89518.86560058594,121092.02825927734,105389.40771484376,29663.561908721924,106895.44869995116,106535.42791748048,47719.54364013672
PEo (38:6),0.2625301033448398,7.792316856409995,0.29650550761652994,0.5860814928223547,0.9972693222116406,PE,123169.03021240234,109189.86755371094,272596.5817260742,106280.40716552734,93796.7269897461,135226.8091430664,116059.1883544922,29924.90198898315,126103.1506652832,130335.78955078124,48624.98318481445
PEo (40:0),0.29700314664213895,8.358897433929013,0.37934412391041405,0.5379544592744003,0.9972693222116406,PE,174776.1739501953,186638.49291992188,395599.3834228515,154034.88897705078,144443.37109375,189717.6336669922,172467.27172851562,51347.343868255615,182942.13348388672,181560.6749267578,74184.26550292969
PEo (40:2),0.01517041147121151,6.978206553996448,9.914110883642024e-4,0.974881413800923,0.9972693222116406,PE,76449.68591308594,69752.38439941406,69678.72454833984,70114.944580078125,57209.94396972656,75470.1650390625,70881.3451538086,36153.582458496094,55774.68371582031,54995.184143066406,67354.98455810547
PEo (40:3),0.29089503710973713,7.388061596291821,0.36392015169906244,0.546337103318471,0.9972693222116406,PE,108766.36822509766,91917.6264038086,100672.12701416016,116152.62786865234,98312.94677734376,98596.84716796876,91777.10650634766,33346.962268829346,89640.32452392578,63903.40478515625,62180.68426513672
PEo (40:4),0.213053862329325,7.370609046415683,0.19536735390914817,0.6584864604734619,0.9972693222116406,PE,100833.28759765624,94851.506591796875,136259.24810791016,88499.02600097656,77087.80517578125,98214.52746582033,89598.7660522461,38826.08278656006,78298.72467041016,71622.3646850586,65576.48498535156
PEo (40:5),0.26256215166565233,7.949355075234421,0.29657819823069076,0.586035578078971,0.9972693222116406,PE,146543.62841796875,137195.9110107422,213344.9549560547,135659.03076171875,117780.38763427734,139818.8900756836,130401.96868896484,40565.242919921875,124384.84704589844,129952.68920898438,103374.60748291016
PEo (40:6),0.19984094873315453,10.371282451157871,0.17191150606049632,0.6784185493463695,0.9972693222116406,PE,760379.9854125977,720103.0008544922,901165.6768798828,794539.7785644531,655233.33154296875,675794.8889160156,759719.2194824219,36789.18246459961,827124.1087036133,900752.5665893556,704991.9232788086
PEo (42:0),0.03664369092770955,6.783775441524831,0.005784216012898469,0.9393761101149354,0.9972693222116406,PE,65596.44482421875,64663.084869384766,63250.46472167969,57328.72448730469,54242.04406738281,64279.8642578125,63108.14465332031,32577.382232666016,46132.60311889648,49865.383728027344,54419.50369262695
PEo (42:2),0.07716551671743482,7.242103908472739,0.02564843629693314,0.8727618974752419,0.9972693222116406,PE,94029.3471069336,82754.30560302734,97542.08712768556,92628.12658691406,70162.18426513672,95726.40612792967,85301.685791015625,35548.142654418945,85502.44543457031,64363.624450683594,55708.50402832031
PEo (42:4),0.15905356778425528,8.461405326112905,0.10892889573722186,0.7413668832516049,0.9972693222116406,PE,217147.49615478516,200121.0791015625,178594.9962158203,166375.21124267578,154981.89233398438,173441.2123413086,194501.28955078125,34530.30256652832,162053.28964233398,195157.3767089844,324055.8346557617
PEo (42:6),-0.033892742441773926,7.770650414387712,0.00494851777398253,0.94391850773217445,0.9972693222116406,PE,124135.28912353516,119256.41015625,119720.26852416992,103557.54833984376,112056.08792114258,158426.65209960938,143702.9087524414,31732.34243774414,104704.80624389648,101626.72674560548,124321.7060546875
PEp (16:0),0.48850336268888206,8.648288737852983,1.0231744642144358,0.3117671989875789,0.9972693222116406,PE,251169.0972290039,222606.99530029297,219816.8980102539,418059.7351074219,263602.8385925293,214841.87295532227,197271.03378295896,24910.341918945312,339464.2777404785,159676.39315795898,54986.14303588867
PEp (20:0),-0.08468431049780265,6.4124118637004,0.030888127135767718,0.8604902078273341,0.9972693222116406,PE,53882.94369506836,55237.90423583984,63896.864807128906,6040.200435638428,35550.462493896484,48970.544189453125,54936.24334716797,23669.06167602539,32086.68258666992,35011.90234375,64054.60452270508
PEp (28:0),-0.04094033828129786,6.244699020550248,0.007219938193202324,0.9322850664992507,0.9972693222116406,PE,46192.26335144043,46191.18322753906,41532.602630615234,34385.74272155762,31737.622192382812,44417.62307739258,41803.46250915527,19323.44142150879,37828.12260437012,36251.10283660889,45536.66323852539
PEp (30:0),-0.030672881894836367,6.493851100101165,0.004052785163001449,0.9492397699576884,0.9972693222116406,PE,55023.144134521484,61388.58404541016,43204.04296875,47735.783294677734,38488.02279663086,58625.264099121094,55591.743713378906,22156.981506347656,40800.00325012207,42621.24365234375,42990.90328979492
PEp (30:1),-0.07419818595038274,6.577593735979069,0.023713296400302397,0.8776166569945271,0.9972693222116406,PE,57859.1643371582,54773.24407958984,47992.68344116211,41499.28289794922,43364.14309692383,56323.44415283203,58983.143798828125,22415.001678466797,45886.02265930176,44158.14392089844,62109.14465332031
PEp (32:1),0.053010461733865,6.735044503953608,0.012104747624562151,0.9123922620333035,0.9972693222116406,PE,64988.123779296875,62870.92404174805,60323.3044128418,54781.18382263184,48193.4231262207,65226.0048828125,57085.58349609375,22913.02165222168,55198.62328338623,48173.68394470215,61631.52438354492
PEp (34:4),0.07842433048005107,6.4991727156691645,0.026491026312442045,0.8707068987587909,0.9972693222116406,PE,54545.88415527344,51968.20330810547,42986.44296264648,39328.44274902344,58340.34411621094,52623.74395751953,48710.80349731445,27924.52166366577,34615.64236450195,36340.96203613281,53312.76406860352
PEp (36:6),0.20442016607088442,7.832547330023308,0.17986949400460617,0.6714854193136818,0.9972693222116406,PE,128701.32873535156,119788.86865234376,249197.61590576172,104069.82800292967,98205.20733642578,148869.13214111328,123040.38989257812,30879.98217391968,122923.48797607422,128862.90954589844,67523.58465576172
PEp (40:7),0.3639440146952467,7.588739126786728,0.5691034396618591,0.4506154056583062,0.9972693222116406,PE,108454.04815673828,116515.06927490234,186654.4956665039,102622.2866821289,101637.38659667967,108680.54693603516,99946.30603027344,33458.8426361084,93979.96716308594,93555.28619384766,63073.764892578125
PEp (42:0),-0.1145582434165531,6.842899285956381,0.05651937562782905,0.8120842777838168,0.9972693222116406,PE,67671.54431152344,62738.484375,57738.18438720703,57994.904541015625,50124.08404541016,78571.72540283203,64634.80529785156,32115.402145385742,54040.904296875,48854.503479003906,65286.44451904297
PEp (42:4),-0.04048025556580335,6.657516541793544,0.007058738233240547,0.9330434741091883,0.9972693222116406,PE,62150.42395019531,55461.56399536133,55328.88342285156,48559.38348388672,46814.043518066406,66829.38427734375,52469.74383544922,30971.042434692383,43825.12368774414,42189.52279663086,55964.783630371094
PG (14:0),0.3343155344946206,7.017136114079049,0.4804048748267178,0.4882389821894851,0.9972693222116406,PG,89092.84759521484,86966.28625488281,86250.64630126953,75101.62530517578,67410.04513549805,27099.622066497803,93128.02642822266,14533.980953216553,94931.66613769533,70276.74453735352,50930.9035949707
PG (18:4),0.4320708611794063,6.666343711132188,0.8012145512279858,0.37073048660012164,0.9972693222116406,PG,70874.26434326172,68988.00497436523,77864.28503417969,43407.50328063965,50610.84323120117,19232.261386871334,77246.4856262207,16483.46114730835,47370.08346557617,48520.2234954834,61716.084716796875
PG (20:0),0.2456552457339352,6.859041952825178,0.25965010883844286,0.6103606366231227,0.9972693222116406,PG,71234.06494140625,84153.34555053711,82781.88632202148,51911.16345214844,58910.64392089844,24829.941898345947,69657.02432250977,19511.281448364258,68653.44454956055,85083.10527038574,52910.88430786133
PG (22:2),0.497621987434606,6.708659451629984,1.0614868470170222,0.3028763144827737,0.9972693222116406,PG,69647.88473510742,69045.94515991211,89776.64556884766,49668.48336029053,54714.383377075195,23554.6618309021,65715.28497314453,15187.781143188477,58817.16358947754,51804.162353515625,55415.843673706055
PG (24:0),0.1350299952682353,7.126186997692604,0.07851773999936995,0.7793162637055009,0.9972693222116406,PG,75010.72607421875,95667.9059753418,101553.74723815918,53127.10417175293,90617.20492553712,49079.72381591797,89944.68453979492,14448.141082763672,84345.48495483398,117103.84881591795,44715.28372192383
PG (24:1),0.16042302566353908,7.493304912225266,0.11080979450315454,0.739224073178896,0.9972693222116406,PG,109177.02758789062,112716.06787109376,106247.08801269533,95172.46716308594,96555.606689453125,44602.08322143555,112305.1474609375,49533.56349182129,99262.14709472656,101123.8468017578,89024.44677734375
PG (26:0),0.18073269059178768,6.87618483882357,0.14062082317377644,0.7076646084872524,0.9972693222116406,PG,66235.84509277344,84886.80572509766,74311.68463134766,46195.34280395508,58374.72375488281,24587.721324920654,66110.66394042969,14626.540954589844,61566.14442443848,101972.0287475586,77219.28582763672
PG (28:0),0.20779380695226857,10.261502010334045,0.1858544221104239,0.6663895788267585,0.9972693222116406,PG,718908.9151000977,670174.6101074219,650422.0460205078,680955.0684814453,826968.3687744141,264386.68099975586,1016613.843322754,21802.26148223877,782895.7040405273,915152.0684204102,642308.7884521484
PG (28:1),0.2682043756598552,6.874346635128007,0.30943304578454467,0.5780282996177921,0.9972693222116406,PG,69539.72497558594,81051.105224609375,73453.96551513672,59529.964416503906,61926.12438964844,26846.00193786621,77196.04577636719,25180.161743164062,64154.104248046875,62034.70373535156,66218.52410888672
PG (28:2),0.25523046600703125,6.531190842450207,0.2802526957127611,0.5965356388523848,0.9972693222116406,PG,53529.94366455078,50906.14373779297,60729.04376220703,38068.5224609375,44777.60345458984,23745.461559295654,55748.8837890625,13637.940998077393,49136.78338623047,47175.40380859375,85055.92672729492
PG (30:0),0.2618061973170013,7.12437457259043,0.29486882162564143,0.5871172359311643,0.9972693222116406,PG,81537.986083984375,98035.7862548828,80108.8060913086,68573.1455078125,90816.98699951172,32787.12222290039,80228.04504394531,29750.70202255249,75579.545166015625,94880.786865234375,63750.92449951172
PG (30:1),0.31835496045524725,6.318232374011183,0.43570491268712885,0.5092028296845029,0.9972693222116406,PG,52076.263427734375,56070.34362792969,50230.44332885742,41905.222747802734,41835.14291381836,18835.421421051025,55197.92404174805,13778.760929107666,44006.68325805664,44039.84292602539,40275.58282470703
PG (30:2),0.26638008660301077,6.467343745022187,0.30523831386972233,0.5806169524828267,0.9972693222116406,PG,63196.82540893555,57632.56311035156,56427.523529052734,40607.882720947266,41277.02262878418,23800.501441955566,65149.54425048828,14760.300914764404,44766.80288696289,46555.50321960449,52244.96357727051
PG (30:3),0.056896259654288815,6.691418060922518,0.013944297789748816,0.9059995350254452,0.9972693222116406,PG,62836.44418334961,65559.02520751953,58737.66400146485,45472.78323364258,54388.44338989258,29765.92241287231,76447.86486816406,16092.001083374023,68295.22457885742,62917.48434448242,53280.26364135742
PG (30:4),0.2236236022765985,6.276563824174991,0.2152026341049691,0.6427198375605323,0.9972693222116406,PG,47431.04391479492,51552.944091796875,45182.62298583984,35421.26232910156,44195.46307373047,22770.88174438477,54187.56381225586,14433.560955047607,37764.0827331543,43492.10328674317,45092.143463134766
PG (32:0),0.27464985897216326,7.335376055288182,0.32446783163692716,0.5689349321470969,0.9972693222116406,PG,102661.30920410156,122131.96990966795,90913.38623046876,78924.9262084961,97710.2476196289,39577.30274963379,115070.44732666016,21391.061458587646,87876.62707519531,111980.74896240234,68149.18524169922
PG (32:1),0.3923732291522197,6.769543906394361,0.6611868100757761,0.41614126714027655,0.9972693222116406,PG,68470.18572998047,75817.4644165039,76655.34420776367,68881.66543579102,59248.243103027344,25372.121620178223,74694.26599121094,14159.2610206604,74797.98553466797,57182.02453613281,39920.783111572266
PG (32:2),0.647431541582363,9.29587795678658,1.790843046779628,0.18082347982063865,0.9972693222116406,PG,392078.50762939453,398096.94775390625,512530.8069458008,582529.606628418,395898.5482788086,119164.9298248291,413328.43322753906,26959.901775360107,605861.0270385742,246204.4418334961,62236.564208984375
PG (32:3),0.2085670036303676,6.580426930084429,0.18722707465212807,0.6652345898137568,0.9972693222116406,PG,63209.6640625,65859.7043762207,58968.36376953125,49142.40414428711,46723.10299682617,23466.881675720215,73803.7056274414,15343.681079864502,54519.024169921875,57137.94415283203,43656.64297485352
PG (32:4),0.316482712963829,6.738028953516846,0.4306154436825409,0.5116871138548729,0.9972693222116406,PG,71272.84426879883,69176.14544677734,57781.50408935547,64012.52453613281,66856.82427978516,28669.12201690674,78410.9853515625,15332.041122436523,55551.9635925293,65611.50494384766,43767.94314575195
PG (34:0),0.2785800243677476,6.798456520500433,0.33379935404769867,0.5634304089000466,0.9972693222116406,PG,66877.004150390625,83671.3861694336,68513.7046508789,54289.243560791016,64896.94482421875,31330.44228744507,72769.9653930664,20180.881317138672,60963.64401245117,66616.06436157227,49477.183349609375
PG (34:1),0.41720888499014386,7.115986541456432,0.7472457895226512,0.3873496335173396,0.9972693222116406,PG,97016.3271484375,110687.7080078125,94483.4663696289,71242.86572265625,70110.50451660156,35052.26232910156,94466.78662109376,27320.36191558838,63624.60461425781,75185.30548095703,58451.984619140625
PG (34:2),0.33772371057133704,6.606624513514712,0.4902176198313555,0.48383024529058,0.9972693222116406,PG,62951.82421875,66409.44396972656,70047.14520263672,53909.764251708984,46673.04379272461,25164.001960754395,66322.664306640625,18729.521453857426,50971.34387207031,51579.94384765625,45983.30322265625
PG (34:3),0.2999989243916168,6.652320068360352,0.38700298979784975,0.5338789793557303,0.9972693222116406,PG,72619.38543701172,65866.825439453125,62880.80453491211,51316.90350341797,50856.38357543945,23883.321411132812,69338.10418701172,18821.62124633789,52959.46432495117,57098.12414550781,50424.14373779297
PG (34:4),0.2827181886573908,6.5570179062605565,0.3437697572811125,0.5576612869984492,0.9972693222116406,PG,59670.64373779297,65237.984802246094,56091.543365478516,51233.14318847656,51276.02380371094,21463.98167037964,65353.26452636719,18820.901405334473,52110.52355957031,51496.02392578125,45698.94369506836
PG (34:5),0.28990158625758755,7.3246632620572845,0.3614425962803125,0.5477061440578033,0.9972693222116406,PG,114854.7078552246,113787.20703125,96956.06671142578,81746.66543579102,82222.4260559082,44998.28350067139,136859.2509765625,18886.521327972412,69591.08529663086,99814.38790893556,70728.80438232422
PG (34:5)_2,0.32104257684078774,7.233437298267171,0.44309569231535306,0.5056320686132735,0.9972693222116406,PG,109379.72705078124,116243.6484375,92314.26574707033,68555.92572021484,75991.68591308594,41845.60361480713,125280.52908325195,15567.101219177246,68075.24481201172,92482.32647705078,70120.16534423828
PG (34:6),0.8911700631624878,7.06743995689548,3.3681947602235596,0.06646654969343423,0.9972693222116406,PG,70648.46466064453,76898.20538330078,68447.42443847656,56236.7038269043,205641.6192626953,24153.501556396484,81264.82537841797,15447.06103515625,58262.48403930664,63944.04525756836,49891.1640625
PG (36:0),0.29578499409747416,7.824150870212732,0.376240484864411,0.539622164743149,0.9972693222116406,PG,155276.81091308594,160520.53149414062,145426.36944580078,104161.4268798828,119120.2685546875,60285.365142822266,192551.75201416016,26809.32172012329,110802.34716796876,125020.51040649414,112770.00897216795
PG (36:1),0.6777420565862985,8.583259902602315,1.9608861540109501,0.16141857759945757,0.9972693222116406,PG,327750.125,465343.634765625,241880.8974609375,163990.11303710938,152643.41088867188,127548.14990234376,288672.16015625,78201.06611633301,108305.64794921876,125836.62841796876,142614.4111328125
PG (36:2),0.9161648846422372,8.149430908749297,3.556772858632939,0.05930292703209113,0.9972693222116406,PG,210270.61474609375,295363.35888671875,291566.50341796875,135456.6688232422,147769.42932128906,76272.4460144043,183601.09423828125,36417.28263092041,118402.70867919922,100915.50714111328,75807.625
PG (36:3),0.43291678493008595,6.59528007441576,0.804342289209373,0.36979825927968957,0.9972693222116406,PG,64602.94482421875,65802.70471191406,74620.64590454102,51583.30340576172,48415.143463134766,18850.161560058594,65631.92492675781,15298.441036224363,50154.80368041992,55483.66384887695,47194.82287597656
PG (36:4),0.24114531958158744,6.920047270544377,0.25021495458224763,0.6169237619932578,0.9972693222116406,PG,81562.94561767578,79938.54602050781,73942.565673828125,60300.664306640625,60757.76446533203,32641.962490081787,75829.1049194336,25278.081565856937,68529.38482666016,67130.60446166992,64116.624450683594
PG (36:5),0.3397432040572631,6.4634746489852875,0.49608079231131796,0.4812272685816753,0.9972693222116406,PG,60590.14431762695,64185.924560546875,54459.46401977539,45094.44317626953,46931.08288574219,21976.8013381958,59659.6833190918,16411.4612159729,42524.802810668945,52034.184020996094,42303.02325439453
PG (36:6),0.2333364612616962,6.547457716453999,0.23428661768978998,0.6283634224697782,0.9972693222116406,PG,63522.98452758789,65156.74542236328,56194.36380004883,50280.56369018555,49347.50354003906,24445.661491394043,74582.12594604492,15210.240997314451,48829.70324707031,57779.20390319824,35202.042388916016
PG (36:7),0.478251862714239,6.797157240905086,0.9808314272190732,0.32199362635203005,0.9972693222116406,PG,71985.40545654297,77834.86557006836,81653.72518920898,66273.86456298828,66902.44519042969,24791.101776123047,72210.74502563477,15057.66107559204,71342.984619140625,58086.88381958008,40557.30270385742
PG (36:8),0.6732258377624859,8.75911001472694,1.9350795396094327,0.1642037874459027,0.9972693222116406,PG,296234.89935302734,296965.7359008789,341300.18225097656,369803.4525146485,271330.4959716797,87291.60531616211,291947.18048095703,26512.662017822266,366350.0997314453,174112.8104248047,56242.584411621094
PG (38:0) | PGp (40:6),0.7363530260358818,7.975508219318276,2.3109348025591316,0.12846676978477697,0.9972693222116406,PG,171645.53173828125,186674.55206298828,231502.2156982422,186827.71124267575,146874.11010742188,64613.38435745239,161618.36865234375,20422.941493988037,172754.33142089844,102031.88842773438,45743.74346923828
PG (38:1),0.6986312388178131,7.381999957706683,2.08240600337831,0.14900514720454783,0.9972693222116406,PG,115862.64855957033,144494.67224121094,154156.64916992188,97556.76593017578,82408.92608642578,41153.2223815918,99646.46673583984,22715.701496124268,88475.28649902344,80918.98516845703,49655.80303955078
PG (38:2),1.1327721044035006,7.83548498437982,5.391442328629636,0.02023573793120287,0.9972693222116406,PG,162822.4302368164,183788.25427246097,293659.70428466797,161890.5516052246,116573.74868774414,43362.363021850586,130693.92932128906,19836.72134399414,110809.54754638672,83248.826171875,48587.86279296875
PG (38:3),0.7116672344587294,6.957345509432653,2.160033490342016,0.1416416031331854,0.9972693222116406,PG,84256.14660644531,103815.64666748048,123004.24932861328,67932.84490966797,58492.764587402344,29682.382263183594,79485.98468017578,18435.24137496948,54960.804290771484,58011.385009765625,45920.02325439453
PG (38:4),0.4777032788617752,7.380964864590486,0.9786108109847191,0.3225420153598978,0.9972693222116406,PG,124769.32934570312,152429.77026367188,108377.70751953124,80060.46661376953,85231.92596435547,48413.9035949707,120148.58947753906,30956.52191925049,69125.44512939453,83124.24609375,61057.764404296875
PG (38:5),0.291498341668164,6.783172594826242,0.3654210934872708,0.5455108055077003,0.9972693222116406,PG,71816.18493652344,80462.56622314453,73143.405517578125,56772.623291015625,55807.964416503906,26989.82211303711,73927.52569580078,21626.38148498535,59987.023834228516,65208.20443725586,46921.72302246094
PG (38:6),0.366254637282477,6.906633249482941,0.5763218952674833,0.4477576427146676,0.9972693222116406,PG,80243.22497558594,83531.10577392578,85172.24615478516,71672.02618408203,62291.72412109375,27388.561851501465,87110.2064819336,18452.281299591064,74571.265380859375,64447.90481567383,41587.902740478516
PG (38:7),0.8501614142444817,8.427274851136058,3.0696867463011586,0.07976484057299402,0.9972693222116406,PG,235963.1780395508,212291.11590576172,296591.3388977051,379159.5712585449,182919.5133666992,34410.322174072266,203782.6960144043,18223.08132171631,307632.7173461914,135423.55123901367,47670.643798828125
PG (38:8),0.5194509531317061,6.8167690221196935,1.156156019695572,0.2822641770140794,0.9972693222116406,PG,72259.22421264648,81806.74505615234,94550.08639526369,65800.88488769531,58871.284118652344,22462.30145263672,77060.34555053711,18022.50134277344,56750.54397583008,61920.12422180176,43721.88293457031
PG (38:9),0.6006064695231007,7.229716539497195,1.542888765870885,0.21418832983216443,0.9972693222116406,PG,100570.40673828124,102260.98614501952,146055.21295166016,95365.22686767578,71459.66516113281,39702.363441467285,93376.02520751952,19675.56132888794,91437.76556396484,67737.94451904297,48835.36358642578
PG (40:0) | PGp (42:6),0.19864802094846418,9.065881217931077,0.16986550855085625,0.6802313621363447,0.9972693222116406,PG,323370.88092041016,299949.12396240234,297352.64123535156,263359.6002807617,277818.64178466797,135677.29107666016,464600.6171264648,21515.90158843994,287721.15829467773,312534.71978759766,414513.41119384766
PG (40:0) | PGp (42:6)_2,0.208001214448747,8.959112979498245,0.18622374238157136,0.6660783259997565,0.9972693222116406,PG,298972.8729248047,283724.8239135742,277558.0202636719,243686.5756225586,261725.3572998047,131266.3504638672,412492.5054321289,19603.58136367798,276890.36279296875,294281.2544555664,379299.68127441406
PG (40:1),0.23644033709638496,6.5205011279042635,0.24055335157072477,0.6238067405042683,0.9972693222116406,PG,61322.64392089844,67440.464111328125,54508.624572753906,45627.543060302734,47570.143157958984,23245.461639404297,66906.82513427734,17818.441158294678,48038.52365112305,54954.8232421875,39614.50277709961
PG (40:10),0.10047024831032263,8.928028436060236,0.0434777545324323,0.834828277110064,0.9972693222116406,PG,310347.1228027344,266139.2975769043,440369.03125,260231.59881591797,233162.5552368164,129807.72835540771,463966.2941894531,16758.88115310669,580517.6903991699,174710.93518066406,41414.763244628906
PG (40:2),-0.14015601060472943,8.356465740640392,0.0845921185464249,0.7711681519975055,0.9972693222116406,PG,205937.39331054688,232124.9974975586,240617.85546875,104503.00756835938,126271.88916015624,76551.7446899414,347649.522857666,16520.401206970215,258131.09802246097,255713.45468139648,82514.9857788086
PG (40:3),0.2175590954974386,6.738688458433664,0.20370488463726133,0.6517468437210356,0.9972693222116406,PG,72138.905517578125,77787.4658203125,62706.44451904297,56021.24395751953,51627.88348388672,36191.12243652344,79251.36560058594,21746.221614837646,50706.88287353515,57895.22384643555,45485.20330810547
PG (40:4),0.5095685119190304,7.269958455339921,1.112824014608122,0.291468893306978,0.9972693222116406,PG,124583.2686767578,143169.44995117188,89830.14660644531,69679.68518066406,82969.74548339844,42139.5632019043,116841.72814941406,28611.821926116943,56802.7444152832,73788.02526855469,62290.7841796875
PG (40:5),0.539173124507941,7.791825396673649,1.2451365005081243,0.2644834163697714,0.9972693222116406,PG,189616.4755859375,238564.677734375,122842.1495361328,92044.56652832033,102873.50744628906,64978.18493652344,177841.2919921875,37855.122802734375,78225.32598876953,96434.52734375,85592.88562011719
PG (40:6),0.7450133104763449,10.20423551997018,2.3650642825232353,0.12407880201809653,0.9972693222116406,PG,1214776.7060546875,1628535.978515625,599473.2802734375,356361.0263671875,513357.11865234375,354938.38525390625,1052223.6748046875,211167.71599578857,235693.4782714844,381514.23046875,353904.54736328125
PG (40:7),0.7383689013398582,7.226226000912309,2.323424149398648,0.1274392207994626,0.9972693222116406,PG,106104.12817382812,127133.4481201172,131037.12994384766,82633.80560302734,88099.34753417969,40730.54299926758,91645.96643066406,21362.02161026001,63645.72442626953,72676.9052734375,48032.46319580078
PG (40:8),0.6444570506487833,6.897459317923259,1.7744778420808416,0.18282888028584185,0.9972693222116406,PG,77888.145263671875,88967.74719238281,117788.2489013672,64692.68453979492,64129.004821777344,27508.02239227295,75666.74548339844,17509.26124572754,58926.044372558594,60564.2048034668,40546.40286254883
PG (40:9),0.35367211412742233,6.9029189217657,0.5375003055506795,0.46347053108223357,0.9972693222116406,PG,80412.78503417969,73496.685546875,96233.66680908205,66826.6655883789,59659.784118652344,29688.461975097656,83229.08557128906,16273.801120758057,82038.46615600586,60889.50390625,46388.383697509766
PG (42:0),-0.05121113725790151,7.528070373813533,0.011297348708069421,0.9153530693777916,0.9972693222116406,PG,115512.04943847656,111320.38674926758,115512.82995605467,56446.724060058594,111010.16737365724,68713.50551605225,169393.93257141113,13106.000846862791,116755.30819702148,133589.48892211914,68010.10345458984
PG (42:1),0.2821467049410469,6.4514563302936425,0.34238287524681255,0.5584569999458706,0.9972693222116406,PG,56569.78471374512,63088.004302978516,55951.32357788086,44489.80303955078,51046.00354003906,25507.08155441284,62865.26379394531,14279.060962677002,45950.02322387695,54596.583740234375,31529.662155151367
PG (42:10),0.28161171113615985,6.623664572132186,0.341088914976055,0.5592013529551171,0.9972693222116406,PG,69950.98471069336,61197.36407470703,60771.84506225586,45197.04302978515,47537.503494262695,24708.581535339355,69781.864990234375,15188.161148071287,48440.62322998047,55082.80325317383,65537.6849975586
PG (42:11),0.3579622978899032,8.52275067143282,0.550604535774255,0.45807078632426457,0.9972693222116406,PG,242892.83905029297,201742.5787658691,183121.14950561523,161634.6124267578,166181.4921875,83331.62501525879,228535.6756591797,12267.180835723875,182255.3577270508,208171.13256835935,425765.8896789551
PG (42:2),0.19928638078748073,6.520422826895439,0.17094845374674605,0.6792702588475148,0.9972693222116406,PG,59565.60437011719,65217.56439208984,63501.544036865234,41957.342681884766,45722.68322753906,22684.981590270996,80196.0258178711,11833.5608253479,51695.8635559082,55664.164154052734,35810.40270996094
