lipid,logFC,logCPM,LR,PValue,FDR,type,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,DOD100-M1-WT-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M5FAD173-WT-Cortex10x_01192023,10xBlank_01202023
PEo (34:3),-0.19029891060166718,6.718275409635242,0.11431591907194161,0.7352830285486796,0.99988633890637435,PE,62402.5244140625,52314.7434387207,55549.34390258789,49794.70388793945,71678.52508544922,52152.243591308594,46889.40328979492,51130.02337646485
PEo (34:4),-0.09046611002871298,6.597087819292255,0.025763767493458545,0.8724785906613249,0.99988633890637435,PE,60597.804138183594,53803.06335449219,46162.723205566406,42367.243103027344,51438.76336669922,53120.683502197266,45029.86306762695,54821.244232177734
PEo (36:0),-0.013087845845500995,6.515801743134298,5.379363473991816e-4,0.9814959594859592,0.99988633890637435,PE,59330.14407348633,49994.48278808594,48667.7434387207,41543.283203125,46337.083099365234,49936.48355102539,43298.44290161133,47888.66329956055
PEo (36:1),-0.049035076498819836,7.057186680661007,0.0075599040806082485,0.9307130768757087,0.99988633890637435,PE,77646.6852722168,67480.56436157227,90181.7667236328,70191.384765625,71407.46466064453,76528.62591552734,70667.42611694336,46045.104095458984
PEo (36:2),-0.015574524208495363,7.256363841861969,7.618565323355142e-4,0.9779797869221384,0.99988633890637435,PE,88423.22662353516,91593.64697265624,98241.52642822266,70779.40533447266,76567.8442993164,92981.866943359375,75222.6254272461,60238.78433227539
PEo (36:3),-0.05560871839959561,7.2898216132553415,0.009724785626985977,0.9214444936176256,0.99988633890637435,PE,96551.96618652344,86930.32577514648,105171.2678527832,69956.92449951172,74189.62512207031,104341.9266052246,81331.86529541016,54553.723693847656
PEo (36:4),-0.024289132672007472,7.127306840031997,0.0018534789979867128,0.965660042490562,0.99988633890637435,PE,95222.12677001952,79189.66561889648,78640.68637084961,61634.14453125,67878.16467285156,86054.42559814453,69081.6244506836,58951.66506958008
PEo (36:5),-0.025564885785071892,6.905347670337371,0.0020533623479934704,0.9638569955165922,0.99988633890637435,PE,79590.08514404297,60611.684143066406,73115.02459716797,55549.04425048828,59866.76412963867,69164.98526000977,60921.40365600586,52111.863830566406
PEo (38:0),-0.13312976700462684,9.2221182066842,0.055865739268483594,0.8131538416374352,0.99988633890637435,PE,378051.5602416992,274026.8442687988,529550.8460083008,244269.28125,332766.72637939453,343708.8399658203,397464.12353515625,98827.6455078125
PEo (38:1),-0.14324392244725234,7.236928429106652,0.06469254640194327,0.7992272648284339,0.99988633890637435,PE,96572.30682373048,78046.10479736328,83847.62677001953,67985.86486816406,85216.22662353516,91455.667236328125,72497.42517089844,64799.56494140625
PEo (38:2),-0.0861994718102815,7.193462776919275,0.0233885603850581,0.8784509624998375,0.99988633890637435,PE,90720.60614013672,74886.88513183594,88748.9455871582,68604.44448852539,79928.90563964844,83461.926025390625,73385.28485107422,62723.40478515625
PEo (38:3),-0.09079117421401087,7.004777099649744,0.02595002941711755,0.87202241522388,0.99988633890637435,PE,82555.08581542969,70056.50476074219,74571.48565673828,56650.32415771485,69430.30529785156,76780.006103515625,62912.66436767578,53738.78381347656
PEo (38:4),0.09292908305709845,7.7039901335466805,0.027022577782190638,0.8694277131235904,0.99988633890637435,PE,155280.57385253906,119347.7880859375,127507.75073242188,106120.82836914062,92418.24658203124,129701.30682373048,112231.58654785156,57848.88397216797
PEo (38:5),0.08044099463744775,7.781246212370348,0.02025705892799573,0.886821487621448,0.99988633890637435,PE,170824.51232910156,112015.9285888672,147091.42999267578,115182.98760986328,91941.32635498048,141368.2294921875,129745.5485534668,47719.54364013672
PEo (38:6),0.13408547077566468,7.988419339989184,0.05617225268179027,0.8126514667274894,0.99988633890637435,PE,211948.2742919922,132721.73052978516,172952.8525390625,126779.82766723631,98562.04724121094,173657.81365966797,142710.3310546875,48624.98318481445
PEo (40:0),0.029894103256606578,8.652131354099165,0.002802653656090115,0.9577796380002315,0.99988633890637435,PE,315270.18420410156,218887.3348388672,264178.88049316406,194472.6951904297,164939.2127685547,272763.0583496094,248706.11767578125,74184.26550292969
PEo (40:2),-0.06071987554625624,6.996295445447011,0.011596278895922296,0.9142447594721143,0.99988633890637435,PE,82492.1254272461,66850.8246459961,70382.40521240234,54739.40380859375,69966.14489746094,66417.76470947266,60677.16418457031,67354.98455810547
PEo (40:3),-0.04935291505885244,7.5846252251479145,0.007658416419872083,0.9302642464281441,0.99988633890637435,PE,130340.2109375,90680.4467163086,136067.02905273438,87470.56579589844,112520.40759277344,102256.50775146484,100322.36764526369,62180.68426513672
PEo (40:4),-0.03720841468072258,7.354136428342844,0.004351385976747224,0.9474056620163169,0.99988633890637435,PE,106263.0062866211,92255.26623535156,94831.36614990234,76007.88543701172,81118.4453125,96803.80651855467,85884.027099609375,65576.48498535156
PEo (40:5),0.025112264300122096,8.006815060410233,0.00197804567676485,0.964525599676448,0.99988633890637435,PE,178015.1524658203,137389.0899658203,155940.41046142578,120341.51013183594,116743.58850097656,149097.48992919922,140389.28930664062,103374.60748291016
PEo (40:6),0.020572375596060274,10.452002379016108,0.0013277280503416478,0.9709331124102802,0.99988633890637435,PE,821650.1892089844,818281.1588745117,874977.5704345703,604285.979309082,614852.5393066406,692385.12744140625,833936.813293457,704991.9232788086
PEo (42:0),-0.0518137129187692,6.773596268920972,0.008441577212552787,0.9267949263139563,0.99988633890637435,PE,73775.60498046875,59225.24420166016,58126.62414550781,46906.003021240234,55635.0439453125,64105.504455566406,51507.26419067383,54419.50369262695
PEo (42:2),-0.1639359077428869,7.295106764918282,0.08478010948192605,0.7709211209230925,0.99988633890637435,PE,98808.26763916016,73378.66510009766,105967.02709960938,69393.224853515625,89784.94592285156,87104.44519042969,91116.3462524414,55708.50402832031
PEo (42:4),-0.10691564939052799,8.602753006451133,0.03600402939446212,0.8495071714955388,0.99988633890637435,PE,215031.19512939453,194828.51489257812,163592.37042236328,162146.7514038086,181655.3734130859,190498.37701416016,178411.17449951172,324055.8346557617
PEo (42:6),-0.20011728533625087,7.842915688934762,0.1264522598548865,0.7221391959662943,0.99988633890637435,PE,141706.29022216797,114357.84796142578,111707.92922973631,101329.38775634766,126248.02783203124,139468.56970214844,107876.20764160156,124321.7060546875
PEp (16:0),0.07583221759856085,8.73583367383354,0.01800558118770823,0.8932563842467631,0.99988633890637435,PE,255020.06353759769,217841.6905517578,350705.28479003906,263159.78216552734,215155.0531005859,247365.79345703125,253359.15576171875,54986.14303588867
PEp (20:0),-0.3486406623876282,6.4704520711618265,0.3850560524551838,0.5349096668049166,0.99988633890637435,PE,56272.94403076172,47258.643005371094,20454.341537475582,36302.02197265625,48199.982666015625,56083.26397705078,38722.58270263672,64054.60452270508
PEp (28:0),-0.07623137724898807,6.257100260990082,0.018285738345525715,0.8924341635554772,0.99988633890637435,PE,46402.94329833984,40028.06280517578,36550.46223449707,36277.42248535156,36952.422760009766,44932.22314453125,35256.82297515869,45536.66323852539
PEp (30:0),-0.01088569295583782,6.499259677661232,3.7211381686574896e-4,0.984609560371132,0.99988633890637435,PE,56659.784423828125,53178.0439453125,49401.16394042969,41447.10321044922,45755.0036315918,52444.683990478516,42135.32308959961,42990.90328979492
PEp (30:1),-0.03700881481161943,6.62693308703819,0.004304662397544234,0.9476883862906311,0.99988633890637435,PE,58232.22479248047,50142.84408569336,51883.00439453125,46060.7633972168,47501.343322753906,54120.782958984375,45457.322998046875,62109.14465332031
PEp (32:1),-0.22296943768393926,6.81606552207588,0.15706513190320948,0.6918730791545016,0.99988633890637435,PE,66854.74404907227,54412.46435546875,61264.88458251953,46339.44268798828,68658.26602172852,59229.42378234863,55012.34359741211,61631.52438354492
PEp (34:4),-0.05435182834490653,6.443654646067603,0.009289410144162957,0.9232175161753002,0.99988633890637435,PE,56597.483825683594,45841.78366088867,45115.603271484375,34504.2825012207,47205.643463134766,45382.743255615234,37385.60256958008,53312.76406860352
PEp (36:5),-0.1553157575095418,7.202243997849067,0.07608056501294413,0.7826809015771167,0.99988633890637435,PE,88505.90643310547,73715.524658203125,73882.00451660156,63465.584716796875,80397.70574951172,81396.98614501953,68607.3645324707,88156.58575439453
PEp (36:6),0.04432112300134202,8.118685122934549,0.00615745053619321,0.937454651151115,0.99988633890637435,PE,211815.05657958984,136512.46783447266,196287.39443969727,133271.5888671875,125313.6089477539,180956.63311767575,153616.70956420898,67523.58465576172
PEp (40:7),-0.0659419996565736,7.715030072860141,0.01367920213766638,0.906893240008806,0.99988633890637435,PE,139920.40838623047,109352.86846923828,136445.169921875,100773.98693847656,99151.94757080078,144619.43029785156,112584.58807373048,63073.764892578125
PEp (42:0),0.09880656365143965,6.892688910686646,0.030541417167569307,0.8612674115681094,0.99988633890637435,PE,85472.26599121094,62200.925048828125,69371.92462158203,49023.563873291016,55436.104095458984,64396.22424316406,52356.924072265625,65286.44451904297
PEp (42:4),-0.0946240934258199,6.714473506729917,0.028190119954160764,0.8666626296539489,0.99988633890637435,PE,67722.06481933594,51640.38397216797,55543.1044921875,47769.10400390625,55114.82373046875,59375.62438964844,50245.883361816406,55964.783630371094
PG (14:0),-0.2450124308889545,7.252544393432499,0.18975875708110834,0.6631174777579713,0.99988633890637435,PG,91191.6474609375,62724.744140625,98580.30694580078,77553.60552978516,92057.68649291992,80660.38568115234,96692.30676269533,50930.9035949707
PG (18:4),-0.12209230915302058,6.994855158063746,0.046969811353847035,0.828422509689791,0.99988633890637435,PG,83605.90576171875,58997.643127441406,58279.484130859375,70194.98486328125,70045.68469238281,77322.94515991211,57985.8836517334,61716.084716796875
PG (20:0),-0.17881968307457768,6.9912131743025245,0.10091175571733407,0.7507382229506688,0.99988633890637435,PG,79647.06494140625,57828.26431274414,73174.98498535156,62700.984924316406,75892.68557739258,69056.58480834961,68136.02557373047,52910.88430786133
PG (22:2),-0.3434602352977385,6.954366383802463,0.37367130069219456,0.5410098641437766,0.99988633890637435,PG,81775.78591918945,61614.3232421875,55461.843673706055,50480.50378417969,83179.98571777344,74684.48416137695,59362.9833984375,55415.843673706055
PG (24:0),-0.0894380357825474,7.329233332909882,0.02518157942176913,0.8739154425251912,0.99988633890637435,PG,108425.7279663086,60099.38528442383,95325.42694091795,105818.68759155272,90739.64486694336,80734.3063659668,101787.96563720705,44715.28372192383
PG (24:1),-0.14007244129166832,7.614726364654681,0.06185483685453619,0.8035879547247011,0.99988633890637435,PG,107814.70776367188,102523.80712890624,101890.18725585938,107324.7078857422,103270.78771972656,107933.9874267578,110757.42749023438,89024.44677734375
PG (26:0),-0.0977856018494371,6.925411206071164,0.03010831374456302,0.8622446940297865,0.99988633890637435,PG,67901.64450073242,53811.32443237305,69080.32556152344,58074.4436340332,62452.3642578125,62535.40435791016,59004.04357910156,77219.28582763672
PG (28:0),-0.2890168077655534,10.54349045516509,0.26431294198482647,0.6071724686788208,0.99988633890637435,PG,816771.732421875,736989.5354614258,727348.2096557617,786074.7878417969,818957.7813720703,891870.2127685547,904993.8998413086,642308.7884521484
PG (28:1),-0.15605999029655487,7.045430507881709,0.07681268710916808,0.7816641483590046,0.99988633890637435,PG,76626.22595214844,65540.96484375,68795.524658203125,66357.14373779297,71089.1244506836,74185.76556396484,69193.70495605469,66218.52410888672
PG (28:2),-0.14286312479167435,6.7371353673392935,0.06434666576933523,0.7997532586098769,0.99988633890637435,PG,56898.7239074707,48334.52359008789,49241.383361816406,48001.30319213867,49840.40347290039,54123.06405639648,51616.563537597656,85055.92672729492
PG (30:0),-0.04509178805786069,7.258498887553309,0.006392141118340078,0.9362763333417069,0.99988633890637435,PG,87563.66687011719,73238.14440917969,99541.10772705078,82987.365234375,83002.365966796875,83474.965576171875,78109.966064453125,63750.92449951172
PG (30:1),-0.10821187379944612,6.549585908255919,0.03688182605299062,0.8477058470314538,0.99988633890637435,PG,56729.98385620117,48126.76364135742,55123.92353820801,45026.883209228516,51745.68344116211,51292.80355834961,49604.723541259766,40275.58282470703
PG (30:2),-0.0976317440360277,6.670140126307213,0.030013258254712072,0.8624601505422885,0.99988633890637435,PG,67671.5845336914,55108.96371459961,52014.78283691406,42471.76290893555,52254.52365112305,57778.74432373047,51340.64407348633,52244.96357727051
PG (30:3),-0.20277599870223637,6.922443748723271,0.12984004867894328,0.7185979395643721,0.99988633890637435,PG,80264.76602172852,49391.28369140625,64444.065200805664,61979.42498779297,70875.1044921875,62135.584564208984,70677.964599609375,53280.26364135742
PG (30:4),-0.10658130365274573,6.466802423980922,0.03577679457956151,0.8499771768095633,0.99988633890637435,PG,55495.7236328125,43390.92321777344,44866.08331298828,44173.02355957031,49336.36349487305,50233.30279541016,40374.5828704834,45092.143463134766
PG (32:0),-0.019543949138910447,7.544490596004408,0.0011998512245554593,0.972367707347421,0.99988633890637435,PG,110267.2474975586,94173.0069580078,120860.2699584961,103335.9873046875,99233.5284423828,101251.18731689452,100266.4672241211,68149.18524169922
PG (32:1),-0.1482178657535011,7.043032411995576,0.06927237853710722,0.7923991562571268,0.99988633890637435,PG,74876.6849822998,61783.06478881836,95037.5283203125,66439.16555786133,78819.50534057617,70659.54550170898,77277.00698852539,39920.783111572266
PG (32:2),-0.3869723249506738,9.60166739145862,0.47475349929482036,0.4908084263502788,0.99988633890637435,PG,421410.26861572266,265542.63287353516,625595.9060668945,428424.1611328125,589981.5108642578,415399.5427246094,541513.5987548828,62236.564208984375
PG (32:3),-0.1037954387650026,6.798936392817739,0.033928835272945435,0.8538582730587562,0.99988633890637435,PG,72947.80572509766,57634.34423828125,61466.68438720703,54548.10339355469,59693.72412109375,62462.1242980957,61810.944763183594,43656.64297485352
PG (32:4),-0.1078896285466823,7.056222605691632,0.03666297022391518,0.8481528626270669,0.99988633890637435,PG,78420.94567871094,67730.86389160156,70689.12478637695,82292.44641113281,78088.70602416992,70382.2855834961,74951.60479736328,43767.94314575195
PG (32:5),0.37403206379632187,6.978270303357637,0.4326359140090974,0.5106983718576886,0.99988633890637435,PG,64834.60479736328,61361.8037109375,141260.64776611328,55899.803955078125,56942.42364501953,58152.703552246094,54420.323791503906,52170.14404296875
PG (34:0),-0.03669266316832106,6.89608741143195,0.004231457210153167,0.9481344674503328,0.99988633890637435,PG,75389.54537963867,57950.66375732422,75363.00567626953,59227.40447998047,63582.74481201172,66039.24533081055,60277.36456298828,49477.183349609375
PG (34:1),-0.09331254447028738,7.332942866464545,0.02741370061357884,0.8684947026287841,0.99988633890637435,PG,98759.027587890625,75341.0654296875,104941.1082763672,83637.0458984375,94625.0069580078,84263.34558105469,87044.42694091797,58451.984619140625
PG (34:2),-0.07670665072294619,6.854421283490388,0.018515367771215097,0.8917650055505919,0.99988633890637435,PG,72865.54510498047,59468.704833984375,66565.54452514648,59144.984619140625,61865.78451538086,64478.34426879883,62402.364517211914,45983.30322265625
PG (34:3),-0.14676361244889316,6.842493348100903,0.06791635302806753,0.7943950810843559,0.99988633890637435,PG,72847.94598388672,58371.244567871094,59765.58447265625,55731.06414794922,62944.06396484375,67213.66467285156,59389.144104003906,50424.14373779297
PG (34:4),-0.04440588998243522,6.716532995927884,0.0061988995967112714,0.9372449244664476,0.99988633890637435,PG,65700.20458984375,51828.84368896485,58445.26416015625,57604.16400146485,54064.4638671875,62481.96432495117,51124.52349853515,45698.94369506836
PG (34:5),-0.038587429417009246,7.55845532461405,0.004680133102510808,0.9454580689389859,0.99988633890637435,PG,136217.45016479492,106144.8264465332,89846.84503173828,94560.66693115234,98848.58682250977,113697.42837524414,93091.48733520508,70728.80438232422
PG (34:5)_2,-0.0942904246612312,7.471408875983524,0.027992180635919794,0.8671272071245272,0.99988633890637435,PG,120037.7671508789,94973.30615234376,87226.1467590332,90437.16638183594,93951.42669677734,105226.00897216795,93001.22705078124,70120.16534423828
PG (34:6),0.07103074709106874,6.971406895920683,0.01579975873028161,0.899971704509804,0.99988633890637435,PG,82189.62564086914,61685.084411621094,88466.5267944336,61463.224182128906,62492.80480957031,64966.92462158203,65746.0041809082,49891.1640625
PG (36:0),-0.309275131648107,8.038048220754172,0.30278898680921884,0.5821392364231014,0.99988633890637435,PG,163240.29028320312,133486.2294921875,120362.70886230467,120062.92929077148,161425.8114013672,161855.33044433594,137429.3504638672,112770.00897216795
PG (36:1),-0.7346971652728125,8.82027924834157,1.7176983895769808,0.18998958252129117,0.99988633890637435,PG,319739.82080078125,168404.01171875,166981.65258789062,166357.49145507812,429031.01171875,309153.0009765625,186507.41333007812,142614.4111328125
PG (36:2),-0.6340345145468043,8.370023253176365,1.2784981202576091,0.2581784712647077,0.99988633890637435,PG,224894.81396484375,156952.45068359375,136565.0096435547,124319.60900878906,312738.2443847656,219512.89697265625,141173.46923828125,75807.625
PG (36:3),-0.1629477121808136,6.865315604031012,0.08375760098579121,0.7722683666344409,0.99988633890637435,PG,72386.58462524414,59820.203552246094,62004.74420166016,58023.80438232422,67619.905029296875,70320.925048828125,57461.044189453125,47194.82287597656
PG (36:4),-0.16153008677131775,7.103022232628829,0.08230410020632917,0.7741989122603855,0.99988633890637435,PG,84260.36657714844,71186.665283203125,70165.92352294922,65921.06439208984,74410.66467285156,80452.54571533203,71613.40441894531,64116.624450683594
PG (36:5),-0.04701089875402968,6.667692096052695,0.006948085698581963,0.9335691272064822,0.99988633890637435,PG,63652.20468139648,56045.08367919922,55682.70397949219,51790.00421142578,50790.56378173828,57807.28387451172,54978.50360107422,42303.02325439453
PG (36:6),-0.04896433051960825,6.709788540366952,0.007537993066989657,0.9308133051338289,0.99988633890637435,PG,70225.76593017578,54638.98431396485,63869.40368652344,51691.30374145508,50681.82357788086,64160.32427978515,58855.88381958008,35202.042388916016
PG (36:7),-0.18080075836496587,6.999293760711859,0.10316556880297861,0.7480633986214447,0.99988633890637435,PG,77981.225830078125,60613.324645996094,76128.12466430664,68683.0655670166,79149.00595092773,69147.34451293945,72932.4455871582,40557.30270385742
PG (36:8),-0.39134599999870573,9.020922780203861,0.4855813365866197,0.4859050180880795,0.99988633890637435,PG,292627.7795410156,193368.9156494141,387173.6243286133,277586.10552978516,386411.1553955078,297908.6530761719,344737.4437866211,56242.584411621094
PG (38:0) | PGp (40:6),-0.29159936305989903,8.133864302798266,0.26906804092550374,0.6039576244281307,0.99988633890637435,PG,167925.13342285156,124772.2085571289,198558.65600585935,141366.56799316406,190174.71356201172,169809.42895507812,170645.83209228516,45743.74346923828
PG (38:1),-0.29364182423291385,7.493873227871591,0.2728588685198474,0.6014204345313522,0.99988633890637435,PG,105921.36688232422,90607.34552001952,106595.76861572266,87448.78564453125,121216.64819335938,109294.20849609376,98048.486572265625,49655.80303955078
PG (38:2),-0.18799760577189864,7.903002085243505,0.11156555540833324,0.7383687647672452,0.99988633890637435,PG,143769.7691040039,135439.39141845703,174621.65255737305,98696.74505615234,145187.01055908203,147819.08984375,139263.43008422852,48587.86279296875
PG (38:3),-0.28176104573402094,7.028457215873108,0.25115738828435497,0.6162613013182353,0.99988633890637435,PG,79688.54602050781,70741.84423828125,67800.78381347656,58550.32345581055,80991.42547607422,79192.40533447266,72152.52508544922,45920.02325439453
PG (38:4),-0.3724517632679468,7.5896304082698105,0.43966679287586885,0.5072833240942096,0.99988633890637435,PG,126488.54956054688,90277.52606201172,90394.206787109375,92182.96667480467,136480.009765625,119284.06762695312,99562.02746582033,61057.764404296875
PG (38:5),-0.1428523343092866,7.013366011699378,0.06433823255900961,0.7997661020811461,0.99988633890637435,PG,80117.82525634766,63794.76446533203,72651.28466796875,68546.224853515625,73184.16552734375,75128.88568115234,69885.64471435547,46921.72302246094
PG (38:6),-0.05104133484994527,7.103724069236775,0.00819171204648228,0.9278834755860689,0.99988633890637435,PG,93351.48645019533,65490.14456176758,93411.406494140625,67631.82458496094,72126.76470947266,79418.06610107422,78120.3251953125,41587.902740478516
PG (38:7),-0.17943589175443486,8.600397381354705,0.10161377025724505,0.749901574414716,0.99988633890637435,PG,229901.9549560547,161570.07202148438,350485.86111450195,182212.89190673828,235200.4008178711,222099.0767211914,259120.66076660156,47670.643798828125
PG (38:8),-0.11932925444210826,6.966499629002621,0.04486449048874874,0.8322533984539198,0.99988633890637435,PG,75823.2456665039,69245.04504394531,70308.88424682617,64020.744689941406,68125.20458984375,72014.1049194336,70646.2240600586,43721.88293457031
PG (38:9),-0.20890315033519385,7.352831548116448,0.13782848847426976,0.7104494033824501,0.99988633890637435,PG,95750.58721923828,78785.52627563477,112607.68743896484,75827.7045288086,91124.20709228516,100291.76586914062,98773.00704956056,48835.36358642578
PG (40:0) | PGp (42:6),-0.3293064340909057,9.341430050507183,0.3434270070574712,0.5578577364560042,0.99988633890637435,PG,359981.8244628906,318848.20373535156,273436.478515625,273960.65966796875,386680.98541259766,375699.0263671875,301134.34674072266,414513.41119384766
PG (40:0) | PGp (42:6)_2,-0.269717809820873,9.209458647995646,0.2300930882420289,0.6314548135580412,0.99988633890637435,PG,327849.5430908203,292347.3389892578,255408.5947265625,264658.8729248047,328446.0856323242,351540.8924560547,273542.41900634766,379299.68127441406
PG (40:1),-0.16915546567134682,6.708925644622083,0.09027525955889354,0.7638275113601558,0.99988633890637435,PG,67263.86441040039,50071.84387207031,63952.144958496094,47450.92346191406,60631.38446044922,59966.364318847656,56693.104064941406,39614.50277709961
PG (40:10),-0.17432592366360433,9.383231009437651,0.09589653048169566,0.7568106641148089,0.99988633890637435,PG,384750.243347168,132398.00854492188,845022.247467041,280562.9995727539,347433.8899536133,317825.1064453125,599872.6474609375,41414.763244628906
PG (40:2),-0.10228466670801536,8.462369755146696,0.03294825639022747,0.8559621472165804,0.99988633890637435,PG,235470.77667236328,115554.06912231444,335838.4853210449,147535.951171875,152889.55078125,185994.95513916016,283149.9178466797,82514.9857788086
PG (40:3),-0.12684634206019849,6.904956079798009,0.05070556414909788,0.8218400564302654,0.99988633890637435,PG,76191.64556884766,65587.74530029297,61867.403869628906,60491.684020996094,67243.22509765625,69096.68505859375,63756.14483642578,45485.20330810547
PG (40:4),-0.44774975489385876,7.476455585518261,0.6362128268392551,0.4250855238838338,0.99988633890637435,PG,125203.9090576172,73237.7451171875,72138.82513427734,84477.045654296875,131304.76879882812,111929.42785644533,89779.006591796875,62290.7841796875
PG (40:5),-0.5633972206789785,8.022232103045273,1.0088294623183174,0.31518342698916363,0.99988633890637435,PG,189214.67333984375,98597.66650390624,96212.92736816406,116205.888671875,214803.2353515625,155818.65063476562,134482.56872558594,85592.88562011719
PG (40:6),-0.8184890301347958,10.48625228417247,2.132247251485751,0.14422916850759443,0.99988633890637435,PG,1134166.7529296875,439533.611328125,377455.3442382813,608337.8232421875,1454527.33203125,905678.443359375,705732.9873046875,353904.54736328125
PG (40:7),-0.22837165296510775,7.306708172252209,0.16479322484519798,0.6847813096638571,0.99988633890637435,PG,109157.82763671876,76022.64544677734,83356.36633300781,77835.32458496094,95819.58770751952,97777.5267944336,87491.78662109375,48032.46319580078
PG (40:8),-0.21036011902339105,6.9595567650532715,0.1397610092555368,0.7085187170791492,0.99988633890637435,PG,74316.80572509766,64786.14407348633,75138.02499389648,58737.784423828125,70589.02517700195,76690.04595947266,71536.7844543457,40546.40286254883
PG (40:9),-0.10066561676075245,7.130987715881724,0.031911044543903644,0.8582230327790805,0.99988633890637435,PG,81593.3857421875,62658.38494873047,107797.2470703125,67421.0844116211,73295.86639404297,78606.86535644531,84672.28698730469,46388.383697509766
PG (42:0),-0.3937859999576257,7.999770282023934,0.49166981640337326,0.48318338169167074,0.99988633890637435,PG,189561.2371826172,67832.3440246582,130338.26936340332,146706.37237548828,191951.00843811035,118242.12942504884,170693.11334228516,68010.10345458984
PG (42:1),-0.10856415081256598,6.573309550354455,0.03712285604180464,0.8472151288155848,0.99988633890637435,PG,54910.44375610352,48594.683349609375,56337.74450683594,54736.624084472656,50540.444091796875,54373.26290893555,56178.68392944336,31529.662155151367
PG (42:10),-0.17049810333546564,6.824911252240296,0.0917173442467174,0.7620051563346459,0.99988633890637435,PG,68879.08529663086,53123.06378173828,52832.76388549805,55560.32455444336,60959.76477050781,63663.584869384766,55439.14297485352,65537.6849975586
PG (42:11),-0.2606632059762304,8.7562467704179,0.21485825336003472,0.6429859135734597,0.99988633890637435,PG,216991.89895629883,187432.17050170896,160206.6521911621,169173.9524230957,211025.7693786621,205345.1366882324,192983.83486938477,425765.8896789551
PG (42:2),-0.29371056909266896,6.713406973409851,0.2729799281046325,0.6013397800779822,0.99988633890637435,PG,62108.04452514648,46965.04309082031,59099.223205566406,54113.34405517578,61565.16424560547,62189.46389770508,65301.14498901367,35810.40270996094
PG (42:3),-0.5825127859869449,8.388228356219287,1.0786669635026553,0.2989959568321852,0.99988633890637435,PG,220453.49542236328,102580.22747802734,184676.6134033203,162115.51239013672,244389.21502685547,191108.21502685547,255126.0132446289,68653.12451171875
PG (42:4),-0.12587847371162256,6.5125128830688785,0.04993259985849363,0.8231805965151793,0.99988633890637435,PG,55963.2038269043,39670.80233764648,67969.06617736816,42449.64309692383,46201.92303466797,49291.34387207031,60225.58432006836,30665.162048339844
PG (42:5),-0.11140993500703686,6.466799850125092,0.03909750901880216,0.8432556118908,0.99988633890637435,PG,59732.40423583984,39687.96212768555,51533.30358886719,44770.422912597656,44851.36322021485,52950.54333496094,49600.5637512207,34417.342712402344
PG (42:6),-0.20656527043168466,7.37029320319827,0.13475308635315741,0.7135538996214971,0.99988633890637435,PG,105658.9676513672,78566.76510620117,109208.22689819336,80434.82650756836,111978.44787597656,96676.708740234375,86121.02471923828,39467.10256958008
PG (42:7),-0.15933873481331734,6.613270789644452,0.08007994742450825,0.7771890977783718,0.99988633890637435,PG,64392.66424560547,45759.76330566406,52550.043701171875,48609.30310058594,55914.76446533203,52699.023986816406,54640.36395263672,40694.88275146485
PG (42:8),-0.03676468162074263,6.930197935777541,0.004248104804389641,0.948032685823455,0.99988633890637435,PG,81313.66589355469,58426.36376953125,76391.74569702148,64025.48516845703,63201.343505859375,67711.52502441406,68634.38497924805,42254.74349975586
PG (42:9),-0.12228238828089462,7.535716539626225,0.04711735893738478,0.8281574298408808,0.99988633890637435,PG,112536.04901123048,107231.66885375977,108513.7671508789,102591.74752807616,98093.306884765625,111742.00793457033,117689.04864501952,41169.52258300781
PG (44:0),-0.10175565379572189,5.917907684634474,0.03260483688450222,0.8567066007815309,0.99988633890637435,PG,37497.342529296875,29381.022003173828,35008.48229980469,31383.36227416992,32861.7825012207,32521.52227783203,33691.542541503906,24744.54190063477
PG (44:1),-0.014644995535878181,5.940454726230355,6.735661409038585e-4,0.9792947044905823,0.99988633890637435,PG,39869.24317932129,31131.60206604004,33978.18241119385,31751.201873779297,29842.182052612305,34037.30229187012,32411.2022895813,28024.14193725586
PG (44:10),-0.39901786559348873,6.769257407797519,0.5048497056923225,0.4773769191991386,0.99988633890637435,PG,75019.96502685547,51835.90432739258,51927.18307495117,43259.36364746094,75505.92578125,67778.64581298828,57772.48425292969,38662.6628112793
PG (44:12),-0.4737123618947959,6.687820686115634,0.7123871362582577,0.3986524777689639,0.99988633890637435,PG,70893.74499511719,43432.78308105469,42709.36306762695,46312.2431640625,80839.92565917969,61501.40411376953,50526.483642578125,36960.40249633789
PG (44:2),-0.17528498613989457,6.11089972087413,0.09694854089804039,0.7555226973143881,0.99988633890637435,PG,42002.942794799805,36351.96240234375,35662.54256820679,32748.462493896484,37004.942321777344,39444.44257354736,38754.9227104187,31114.98211669922
PG (44:3),-0.09101900565902801,5.995223953615832,0.026079238070110478,0.8717069553382202,0.99988633890637435,PG,41804.962619781494,33163.26206970215,34672.08222579956,30187.46196746826,32100.20236968994,35796.282653808594,35820.062576293945,27819.921768188477
