lipid,logFC,logCPM,LR,PValue,FDR,type,DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M3-5xFAD-cerebellum10x_01202023,DOD99-M1-5xFAD-cerebellum10x_01202023,M1FAD173-5xFAD-Cerebellum10x_01182023,M2FAD173-5xFAD-Cerebellum10x_01192023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,10xBlank_01202023
TAG(48:0)_FA 18:1,-0.28895438202442714,6.409866854053827,0.3028304602055414,0.582113393569716,0.9806534698349677,TAG,41759.70300292969,42113.722915649414,45741.123931884766,69247.88429260254,33373.64205932617,50345.684005737305,46333.94314575195,45933.64437866211,50687.08363342285,37313.52290344238,17451.48129272461
TAG(48:0)_FA 18:2,-0.364115206751545,5.714615252146797,0.48036859704566837,0.48825540474063567,0.9806534698349677,TAG,21843.841537475582,26457.521560668945,26580.26206970215,28371.261947631836,28516.581970214844,33197.26208496094,32919.962326049805,26158.38192749023,23490.961463928223,22817.901596069336,24623.141876220703
TAG(48:1)_FA 16:1,-0.20877387543959988,9.780018949513964,0.15822102315723896,0.6907996864375585,0.9806534698349677,TAG,271641.59912109375,318934.4638671875,618380.67626953125,810532.0419921875,487655.2155761719,424723.7021484375,330793.44677734375,396914.0849609375,732845.1494140625,503328.27197265625,194068.1337890625
TAG(48:1)_FA 18:2,-0.2663567818638593,6.477899571808787,0.25738221347103263,0.611924340119528,0.9806534698349677,TAG,41200.26290893555,41071.22344970703,52490.16344451904,65898.2241973877,43075.222984313965,50911.28396606445,51772.46405029297,44427.28282165527,53952.98369598389,40241.542419433594,21580.621459960938
TAG(48:2)_F A18:0,-0.3362673489274701,6.186698900806014,0.40987273884275055,0.5220341051532991,0.9806534698349677,TAG,34484.50244140625,34009.62258911133,40332.54246520996,54262.763748168945,29540.162315368652,45687.56314086914,37220.84270477295,41656.1432800293,36892.06233215332,33731.10234451294,19507.101570129395
TAG(48:2)_FA 16:0,-0.18994486716820155,8.451330465297877,0.13098690166589222,0.7174109721339644,0.9806534698349677,TAG,142297.03002929688,146760.88989257812,222359.15478515625,273253.4990234375,182051.953125,173777.51123046875,149367.8310546875,179013.57202148438,212955.15551757812,176656.61083984375,124294.44946289062
TAG(48:3)_FA 16:0,-0.3545303216352764,5.73083233446867,0.4554747099888061,0.4997465026271529,0.9806534698349677,TAG,25138.281768798828,25810.661750793457,27531.602127075195,30803.24225616455,25452.061920166016,36221.90263366699,27955.781784057617,26311.962020874023,26165.902053833008,24838.10189819336,21828.9214553833
TAG(48:3)_FA 16:1,-0.16266636111821903,8.467382380181888,0.09608416456740088,0.7565803799711539,0.9806534698349677,TAG,138217.02954101562,156969.23168945312,233867.39916992188,277998.94140625,181938.43359375,177752.99267578125,153400.3310546875,181771.1328125,205636.5556640625,171759.13134765625,126884.00854492188
TAG(48:3)_FA 18:0,-0.38196752207243867,5.319358398902008,0.5284660167354787,0.4672524927553459,0.9806534698349677,TAG,18406.28133392334,15990.021202087402,20543.621490478516,20901.02143096924,18334.041088104248,26493.921966552734,21853.601760864258,18269.821182250977,18831.141315460205,16306.02126312256,26828.741706848145
TAG(48:3)_FA 18:1,-0.31331465829149663,6.212178793656055,0.3559349658135602,0.5507725650972839,0.9806534698349677,TAG,32463.162200927734,31680.26222229004,46208.34371948242,56820.12390136719,30714.8219833374,42732.483657836914,34725.962463378906,41988.942779541016,40354.72314453125,37327.04290771485,20756.80153656006
TAG(50:0)_FA 16:0,-0.28481136264253143,9.286837163971974,0.29423875723750825,0.5875169516485089,0.9806534698349677,TAG,240381.8759765625,303502.65966796875,376303.9677734375,448152.25146484375,296770.0419921875,323699.203125,291660.66064453125,304379.90234375,413042.64599609375,327301.341796875,227623.57763671875
TAG(50:0)_FA 16:1,-0.2651005259949545,7.3345484746279075,0.25496993535404044,0.6135971310582766,0.9806534698349677,TAG,75151.32531738281,84187.12561035156,84471.58642578125,99523.78662109376,78775.8857421875,91383.42639160156,81122.32604980469,79695.1259765625,86888.04675292969,75913.76513671875,71715.80505371094
TAG(50:1)_FA 18:0,-0.29835255021654994,9.017870939714296,0.3228314253474309,0.5699110100015825,0.9806534698349677,TAG,166514.1513671875,224755.15600585935,323374.6630859375,457339.9519042969,261214.7039794922,304363.48388671875,230790.9169921875,238066.4150390625,396710.7644042969,280582.22021484375,107111.12768554688
TAG(50:1)_FA 18:1,-0.3470983296106137,6.63938249854833,0.43664658079296714,0.5087454647171125,0.9806534698349677,TAG,40434.902923583984,40783.52325439453,59214.5842590332,78435.16638183594,44180.46292114258,65576.38467407227,46856.36380004883,46633.14340209961,68297.26516723633,49295.18371582031,28582.96209716797
TAG(50:1)_FA 18:2,-0.3102746109617271,5.574722444928668,0.3490593947254865,0.554646067410593,0.9806534698349677,TAG,22614.46156311035,24117.301681518555,24044.14210510254,24743.241653442383,27980.701972961426,34018.40200805664,26384.401664733887,23939.301513671875,22641.7216796875,18211.98122406006,18597.181327819824
TAG(50:2)_FA 16:0,-0.3272494248973287,9.378669936737435,0.38825639271999535,0.5332173424548292,0.9806534698349677,TAG,172658.37255859375,342745.86474609375,409741.2547607422,608998.8776855469,319614.4079589844,438470.15490722656,303355.95703125,298047.12243652344,495621.1770019531,369056.0252685547,106504.26745605467
TAG(50:2)_FA 16:1,-0.2977202440390662,9.357185412302552,0.32146748050763563,0.5707270747403558,0.9806534698349677,TAG,247693.09814453125,316526.6650390625,397640.2685546875,459176.93115234375,327186.2392578125,347163.9873046875,307095.62060546875,325959.86572265625,434516.49072265625,339557.9814453125,224732.83642578125
TAG(50:2)_FA 18:1,-0.3283856891986943,9.854216517179953,0.3909522203321103,0.5317992986072779,0.9806534698349677,TAG,301515.60107421875,383542.50927734375,614147.8134765625,757714.509765625,443594.1516113281,520154.3754882813,423779.431640625,447820.8515625,681298.263671875,498108.30712890625,232282.01708984375
TAG(50:2)_FA 18:2,-0.29602170880091594,6.791795331521774,0.31780358827086275,0.5729306073389451,0.9806534698349677,TAG,39950.40316772461,46140.443267822266,66507.60446166992,82410.58554077148,64197.144775390625,69124.0053100586,52702.824615478516,51199.12338256836,68938.20498657227,60479.74465942383,31987.42221069336
TAG(50:3)_FA 16:1,-0.3269208435073278,9.44970549810997,0.3874789031688124,0.5336275829526068,0.9806534698349677,TAG,181610.0334472656,365904.8640136719,445246.4265136719,613994.9097900391,337849.6416015625,452206.4609375,315734.62268066406,320393.84423828125,517357.4304199219,386577.0114746094,115041.82775878906
TAG(50:3)_FA 18:2,-0.18593009450121492,10.158304980997356,0.12551339934543648,0.7231300266696379,0.9806534698349677,TAG,375331.9252929687,460457.369140625,805367.716796875,916359.60791015625,704743.0830078125,622227.7705078125,481779.71484375,522254.97802734375,800625.873046875,619353.60888671875,275159.537109375
TAG(50:4)_FA 18:0,-0.35707984292238676,5.490156341444135,0.4620230191538326,0.496680027156479,0.9806534698349677,TAG,20773.461250305176,19277.401596069336,24255.081665039062,27021.842376708984,21803.121452331543,34338.48190307617,24254.16172027588,22493.901489257812,18763.90129852295,18354.781188964844,19876.881538391113
TAG(52:0)_FA 16:0,-0.34075151750040317,8.271928128372695,0.42087584180717386,0.5165003394879613,0.9806534698349677,TAG,131840.84936523438,153362.990234375,186818.81274414065,188566.31176757812,137839.72998046875,175273.65283203125,151643.14990234375,148520.01171875,186967.8917236328,172407.75268554688,117571.30859375
TAG(52:0)_FA 16:1,-0.3939844770997872,6.10683299403552,0.562174553688692,0.45338540638295416,0.9806534698349677,TAG,30794.362060546875,37276.962463378906,33635.402404785156,41110.32292175293,30051.38232421875,43897.8829498291,36108.8825378418,34402.76239013672,37966.02291870117,34000.50244140625,28469.58221435547
TAG(52:0)_FA 18:0,-0.36660925206479383,9.289779632187411,0.48700229792996197,0.48526756668062226,0.9806534698349677,TAG,257648.23779296875,313807.10009765625,369332.6884765625,394824.291015625,269337.87890625,354590.88671875,308401.3828125,310510.20263671875,388155.689453125,337392.58154296875,235985.79833984375
TAG(52:0)_FA 18:1,-0.3577305612908886,6.763889549409813,0.4637387907393986,0.4958818085437194,0.9806534698349677,TAG,47470.68264770508,53014.72332763672,55580.72430419922,67469.564697265625,52530.30389404297,65019.184020996094,53951.50329589844,52112.92367553711,62475.06427001953,58320.343994140625,45804.143493652344
TAG(52:0)_FA 18:2,-0.4220760386958952,5.624490783238265,0.6448845732878681,0.4219475374133166,0.9806534698349677,TAG,19131.361541748047,24439.46171569824,23385.421951293945,27010.1619720459,27137.20171356201,32527.242111206055,30221.362411499023,24412.121559143063,22121.441467285156,23316.36173248291,23511.88192749023
TAG(52:0)_FA 20:0,-0.31334862782802714,7.174151892457778,0.3560250041209656,0.5507221773981573,0.9806534698349677,TAG,55300.10382080078,64592.083984375,85180.62585449219,96619.16668701172,82099.68743896484,89937.986083984375,70907.0453491211,70513.22448730469,88416.14651489258,70640.80535888672,46022.583251953125
TAG(52:0)_FA 20:4,-0.42347583745867073,5.486909366388098,0.6491469572160327,0.4204178297690415,0.9806534698349677,TAG,21653.78158569336,19028.9013671875,23796.261627197266,23541.541664123535,22806.2819480896,35269.923011779785,24146.821746826172,23389.602020263672,20707.361446380615,18121.761192321777,17294.401275634766
TAG(52:1)_FA 16:0,-0.28989669543617536,7.770093248185529,0.3048175935027757,0.5808778667545081,0.9806534698349677,TAG,63200.82470703125,142693.31072998047,124938.96838378906,184139.95385742188,100097.42767333984,148126.1700439453,103788.0675048828,98108.98678588869,151733.3325805664,112189.84790039062,36838.66278076172
TAG(52:1)_FA 16:1,-0.3896124038451194,8.35738618247965,0.5498395294777083,0.4583832697083972,0.9806534698349677,TAG,130903.109375,154861.310546875,194672.31396484375,203974.57153320312,147450.35180664062,184817.4736328125,159764.23046875,159889.01098632812,203410.03491210935,190146.85620117188,126673.42846679688
TAG(52:1)_FA 18:0,-0.35585040461581496,9.468863043613597,0.45890941689140163,0.4981341001191751,0.9806534698349677,TAG,191900.0340576172,407205.9455566406,422749.8937988281,619875.9046630859,311945.00744628906,538492.45947265625,341197.51123046875,321774.1015625,503716.1436767578,334120.19860839844,108766.12854003906
TAG(52:1)_FA 18:1,-0.36039185831474685,9.994397148329815,0.47066799670938053,0.49268001925920984,0.9806534698349677,TAG,399756.2705078125,488014.93359375,586010.4052734375,674510.310546875,482779.837890625,558391.2763671875,490253.7314453125,499268.197265625,660197.90185546875,567951.12060546875,378191.5263671875
TAG(52:1)_FA 18:2,-0.26930347251972164,6.85872085803348,0.2631034970189705,0.6079959830334541,0.9806534698349677,TAG,48623.943603515625,56023.084411621094,64261.84490966797,68929.18395996094,68642.28527832031,63308.64465332031,59064.544006347656,55803.104553222656,64613.64447021485,60689.823669433594,47212.68347167969
TAG(52:1)_FA 20:4,-0.583261259786939,5.472969032572734,1.2275192384749976,0.26789003012459656,0.9806534698349677,TAG,19152.141456604004,21133.301429748535,19810.981517791748,20439.32172393799,21808.241584777832,40736.12326049805,24454.78164291382,23645.98162841797,18202.921493530273,17693.32134246826,18970.081588745117
TAG(52:1)_FA20:0,-0.28018898917355184,6.120102366316096,0.2847603216337118,0.5935979730103351,0.9806534698349677,TAG,23787.5216217041,32419.04225158691,45162.22332763672,46155.862716674805,38694.38285064697,45154.94313049317,35931.16298675537,34447.64241027832,36695.282455444336,30634.14203643799,25316.082092285156
TAG(52:2)_FA 16:0,-0.29139763169047617,8.404183724125142,0.30797936905491974,0.5789227801528113,0.9806534698349677,TAG,105611.28771972656,198709.59185791016,205945.8344116211,286032.4420776367,156883.6519165039,242369.07733154297,169892.75408935547,152937.63055419922,228017.0743408203,161536.93200683594,52272.26361083984
TAG(52:2)_FA 16:1,-0.29243442526499064,7.865024733669159,0.3101689723780512,0.5775765156563187,0.9806534698349677,TAG,66901.14416503906,153948.6909790039,131586.96893310547,197204.5731201172,105645.16696166992,165102.7134399414,106956.72857666016,101928.98608398438,163804.55194091797,118809.98797607422,41600.56280517578
TAG(52:2)_FA 18:0,0.20588095784838806,8.428963288152021,0.15386872388353368,0.6948653467720796,0.9806534698349677,TAG,116968.3681640625,222125.1954345703,289584.5568847656,341040.82049560547,178458.1939086914,151742.2919921875,128080.50903320312,166152.93493652344,208277.13067626953,132698.92907714844,64860.944763183594
TAG(52:2)_FA 18:1,-0.387149130362384,10.00115038477917,0.5429360084526706,0.46121848999752874,0.9806534698349677,TAG,262505.31689453125,529782.24609375,608442.61474609375,928351.43408203125,469863.4287109375,766848.1345214844,504325.9396972656,453913.4951171875,759273.3310546875,518186.8515625,146284.83056640625
TAG(52:2)_FA 18:2,-0.31493841333210226,10.055264385631615,0.35965128000498225,0.5486999694503595,0.9806534698349677,TAG,413770.5087890625,501985.35546875,625175.8251953125,667609.9228515625,575501.181640625,578558.421875,495228.875,535013.1962890625,637305.630859375,578141.40625,408352.490234375
TAG(52:2)_FA 20:0,-0.2778909797456107,5.673907116014911,0.2801067795248855,0.5966312381994662,0.9806534698349677,TAG,23568.70174407959,23331.481689453125,30480.061798095703,30960.86220550537,25148.662189483643,31416.881885528564,27530.342277526855,26673.862075805664,24148.361907958984,21450.581619262695,21178.581508636475
TAG(52:2)_FA 20:4,-0.3966061033998806,5.420372137029759,0.5696288655258286,0.45040643302374633,0.9806534698349677,TAG,17667.061111450195,24556.78175354004,21322.721557617188,22354.021743774418,21030.54141998291,32978.46221923828,24381.2014541626,21452.04135131836,18386.941276550293,17080.54144668579,18906.641372680664
TAG(52:3)_FA 16:0,0.20804154444962217,7.511601964162533,0.1571102461011833,0.6918310992859357,0.9806534698349677,TAG,60344.40463256836,155057.45028686523,126759.92810058594,178067.57055664062,94759.86563110352,85585.00677490234,66518.02426147461,81017.96578979492,113455.04873657228,78496.56512451172,29103.38217163086
TAG(52:3)_FA 16:1,-0.2675108041498504,8.467336726558564,0.2596260224810294,0.6103771987962614,0.9806534698349677,TAG,104172.90728759766,201803.1149902344,220339.9775390625,314227.8832397461,167518.4901123047,245089.4552001953,176643.1739501953,157208.6121826172,243168.3145751953,171377.05078125,52742.22393798828
TAG(52:3)_FA 18:0,0.13754763873112208,6.384617664858592,0.06870786944637075,0.7932274940567414,0.9806534698349677,TAG,32625.041915893555,51100.503662109375,58967.52412414551,78187.58596801758,45720.04315185547,46215.62287902832,33667.86225891113,36707.42246246338,43736.382888793945,34818.242332458496,21815.24156188965
TAG(52:3)_FA 18:2,-0.3501207172448827,10.09406534100398,0.444287125754272,0.5050604674436915,0.9806534698349677,TAG,287421.8625488281,563651.15478515625,671240.20263671875,921601.78759765625,559505.1555175781,827937.5314941406,547351.2155761719,500839.0146484375,713471.92919921875,529112.609375,189423.09497070312
TAG(52:3)_FA 20:0,-0.47928904196805366,5.373216423959393,0.8306945883337562,0.36207175843266093,0.9806534698349677,TAG,18279.781448364258,19337.521476745605,19197.181427001953,20923.44161605835,20198.301330566406,31721.94241333008,24724.361854553223,19410.941284179688,21189.92179107666,16282.10117340088,21066.94174194336
TAG(52:3)_FA 20:4,-0.3960153664136363,6.074154013821648,0.5679669667389362,0.4510679224590934,0.9806534698349677,TAG,27346.882080078125,29621.58221435547,37424.26268005371,44662.202476501465,33112.30207824707,47186.4434967041,33723.161880493164,33717.52233886719,40808.12351226807,30004.702087402344,22700.361526489258
TAG(52:4)_FA 16:0,-0.20001482593102116,8.540598695610367,0.1452325508253134,0.7031335831345157,0.9806534698349677,TAG,78474.90567016602,549125.703338623,123840.98956298828,222694.8548278809,141214.12963867188,153076.72967529297,126619.0694580078,179623.23266601562,331366.7458190918,228718.63696289065,53743.843322753906
TAG(52:4)_FA 16:1,0.24609026901011788,7.537972749153337,0.21975743250732194,0.6392248047991429,0.9806534698349677,TAG,65087.50338745117,156125.1701965332,129909.52764892578,177485.87326049805,101264.78692626952,82019.96499633789,64608.58450317383,77890.10540771484,123000.07043457033,80952.5456237793,33587.76235961914
TAG(52:4)_FA 18:0,-0.30134749881815365,5.342253715580806,0.32929152964162967,0.5660765591685855,0.9806534698349677,TAG,18970.201263427734,18951.96128845215,19365.521446228027,27471.32191467285,20524.76125717163,32445.56248855591,20689.66148376465,18855.241207122803,17731.56137084961,16743.80121612549,16772.841339111328
TAG(52:4)_FA 18:1,0.18598554162520942,6.613513077024229,0.12558177061760034,0.7230577301754832,0.9806534698349677,TAG,38430.562927246094,57032.4436340332,73084.26432800293,93362.14643096924,57860.82322692871,52369.063552856445,37341.40280151367,44641.58337402344,53830.383712768555,36599.58288574219,21887.541458129883
TAG(52:4)_FA 20:0,-0.36683545045102944,5.112256771603174,0.4875259954969806,0.4850329816201702,0.9806534698349677,TAG,17218.840953826904,14024.981090545654,16961.301277160645,17852.921279907227,19591.061210632324,25288.441696166992,20793.381370544434,16674.00122833252,14045.221000671389,14615.621078491213,16226.041065216064
TAG(52:4)_FA 20:4,-0.3159503793973072,8.836475829482243,0.3619593683652058,0.5474200611359384,0.9806534698349677,TAG,139586.36877441406,198221.97521972656,295838.4631347656,351579.7080078125,261357.51818847656,293926.38415527344,217624.05615234375,215362.0751953125,298041.4766845703,243981.9600830078,107901.12768554688
TAG(52:5)_FA 16:0,-0.415218730129212,6.036272000443863,0.6241918498024077,0.42949382036917744,0.9806534698349677,TAG,27080.28207397461,40351.502517700195,32001.38190460205,42482.20335388184,27274.601760864258,53380.183990478516,30199.102294921875,31886.02222442627,34846.4822845459,33968.022216796875,18274.68125152588
TAG(52:5)_FA 16:1,-0.24087916956525945,8.539353649537624,0.21056285165832378,0.6463266039503991,0.9806534698349677,TAG,82383.96646118164,540110.6781616211,118749.98782348631,220999.5780944824,136060.4884033203,157417.9696044922,122838.70867919922,189814.874420166,332855.8861694336,223450.4559249878,50212.423400878906
TAG(52:5)_FA 18:0,-0.4024544484918084,6.10255647348376,0.5865279780334731,0.4437648774569369,0.9806534698349677,TAG,33228.062507629395,38456.022705078125,35668.982345581055,42424.282943725586,24402.04190063477,55923.62356567383,43090.24266052246,32935.0821685791,30033.022048950195,27976.72177886963,23109.98175048828
TAG(52:5)_FA 18:1,-0.38793831115927147,5.398747977922843,0.545075275971385,0.4603369450850881,0.9806534698349677,TAG,18506.30143737793,19573.721366882324,22410.08154296875,26144.501823425293,19550.22142028809,33004.44218444824,19245.141189575195,21993.801696777344,19308.80139160156,18773.641326904297,17052.901161193848
TAG(52:5)_FA 18:2,0.2325009531869526,6.725959672829063,0.19617793892780355,0.6578237537010614,0.9806534698349677,TAG,40075.82275390625,59685.14489746094,85137.02587890625,90953.00497436523,70307.50379943848,51139.40380859375,42622.96299743652,48213.962982177734,54411.183685302734,38655.862243652344,30046.48207092285
TAG(52:5)_FA 20:0,-0.4597056511098144,5.357466944754765,0.7644758636073448,0.38193143207055097,0.9806534698349677,TAG,18706.041381835938,20761.80142211914,21180.42140197754,19483.02166748047,18815.481300354004,31972.76260375977,22330.861709594727,21663.781295776367,18361.62126922607,16359.98104095459,18212.04126739502
TAG(52:6)_FA 16:0,-0.4072040590425809,6.263336532023743,0.6004128203715027,0.43842055974752975,0.9806534698349677,TAG,34613.622619628906,35844.32272338867,37967.72271728515,46687.743576049805,38670.282287597656,51753.863830566406,40573.762786865234,36302.142669677734,46080.462890625,38963.742767333984,27044.741943359375
TAG(52:6)_FA 16:1,-0.33584001544033154,6.190323817225747,0.40883464528189983,0.5225615867331863,0.9806534698349677,TAG,29270.162078857426,52345.163513183594,35477.32275390625,46970.12300872803,31317.12180328369,54554.723388671875,36788.762634277344,37216.02305603027,35911.422607421875,34253.80218887329,19686.301383972168
TAG(52:6)_FA 18:0,-0.30787537743135523,5.633274707522195,0.3436942838861796,0.5577045337505724,0.9806534698349677,TAG,22232.22152709961,20874.361221313477,27414.64208984375,33153.02244567871,25360.701850891113,33903.24234008789,24548.182083129883,22341.581588745117,27533.66192626953,24301.44174194336,19661.501358032227
TAG(52:6)_FA 18:1,-0.42519399184998746,6.182696442435942,0.6544383523364843,0.418530308037604,0.9806534698349677,TAG,36258.722259521484,36974.78259277344,38372.88310241699,41077.403160095215,28615.701599121097,58483.80349731445,43123.60321044922,35762.72206115723,29127.842239379883,34437.00233459473,25084.04136657715
TAG(52:6)_FA 18:2,-0.3230053346853615,5.777157661933892,0.37823588210744674,0.5385488777317394,0.9806534698349677,TAG,22787.721633911133,27659.842010498047,30155.642120361328,29363.4624710083,30695.821952819824,37519.182861328125,28204.862197875977,27742.18211364746,25105.96174621582,24081.521911621097,24269.781951904297
TAG(52:6)_FA 20:0,-0.21131872971043264,6.146178611249752,0.1620869981325086,0.6872422920633939,0.9806534698349677,TAG,31353.181938171387,49751.163230896,39637.00298309326,39202.24296569824,37439.3627243042,54726.18363952637,37515.06217956543,32072.86208343506,31037.342544555664,31926.462120056152,19249.241325378414
TAG(54:0)_FA 16:0,-0.2637282797250408,6.415634783548645,0.25233385125920904,0.6154365142295163,0.9806534698349677,TAG,34134.70217895508,40742.90267944336,54569.243896484375,65654.00405883789,37765.14279174805,61501.96423339844,39603.98303222656,36622.342056274414,53063.40310668945,41026.443115234375,24908.28192138672
TAG(54:0)_FA 16:1,-0.2776870619675439,6.4387688809862285,0.27970887345691153,0.5968920948586698,0.9806534698349677,TAG,30042.801712036133,43042.14343261719,40517.78338623047,61745.44554138184,43495.50299835205,46265.78330993652,52460.00380706787,35992.461975097656,46020.923011779785,38740.00245666504,55846.78286743164
TAG(54:0)_FA 18:0,-0.3937635780480168,8.663200949857044,0.5615839917263656,0.4536227313992263,0.9806534698349677,TAG,177298.45288085938,186806.41455078125,227620.27709960935,242566.87768554688,181379.5334472656,222229.39453125,202168.19287109375,206829.6357421875,243345.55737304688,221837.5563964844,167375.23364257812
TAG(54:0)_FA 18:1,-0.35226308584283605,6.082043117436338,0.4496927694641535,0.5024808893510192,0.9806534698349677,TAG,30969.58221435547,30521.78231811523,35149.402587890625,40180.00280761719,35123.56231689453,44506.763122558594,33726.92250061035,30374.7820892334,37318.88275146485,37279.78251647949,28295.441986083984
TAG(54:0)_FA 18:2,-0.2560879227086283,5.531754244241498,0.2379304813126346,0.6257048420306732,0.9806534698349677,TAG,21072.22148132324,26136.80201721191,25551.90156555176,24955.561637878414,24102.281997680664,33258.30227661133,26926.141983032227,18836.261207580566,22774.141609191895,20135.501541137695,19930.74153137207
TAG(54:0)_FA 20:0,-0.3566757973307625,8.12797679445076,0.46102881750584856,0.4971435461170697,0.9806534698349677,TAG,110554.60864257812,121598.12915039062,137908.61010742188,153286.97021484375,138312.68920898438,143687.56909179688,130520.7490234375,128619.74829101562,153941.33129882812,140357.5302734375,207440.69458007812
TAG(54:0)_FA 20:4,-0.2778696903049762,5.441909041483344,0.2800592457473954,0.5966623876045921,0.9806534698349677,TAG,18457.60147857666,20999.381313323975,22854.301834106445,23471.66170501709,29812.742027282715,30286.622467041016,23723.78157043457,22021.36157989502,20030.981452941895,17745.28123474121,15270.841007232666
TAG(54:1)_FA 16:0,-0.19335773618216306,6.328231929770868,0.13572585204246934,0.7125676190610194,0.9806534698349677,TAG,29406.482147216797,51507.70324707031,44740.923248291016,62001.40434265137,40641.04220581055,49761.5036315918,37292.20294189453,36711.36289978027,50466.60383605957,38827.40235900879,20897.961334228516
TAG(54:1)_FA 16:1,-0.2671281167520548,6.6857358992210285,0.25887515546764917,0.6108939931992838,0.9806534698349677,TAG,38819.56286621094,46587.7830657959,66922.40545654297,77501.36717224121,52021.683502197266,70763.40509033203,45456.76315307617,45495.563415527344,66016.56477355957,52512.903411865234,28184.80191040039
TAG(54:1)_FA 18:0,-0.4649993996447233,8.568537921413428,0.7822057855591993,0.3764673800098792,0.9806534698349677,TAG,97823.34777832033,231285.55590820312,212974.49725341797,310493.0641479492,151012.05108642578,311654.77935791016,194102.85546875,168981.93225097656,279281.77978515625,181422.1708984375,58759.14434814453
TAG(54:1)_FA 18:1,-0.4175030788092205,9.236230089928794,0.6311008272058416,0.4269518105947452,0.9806534698349677,TAG,241955.45703125,283473.17919921875,347088.02734375,357753.0241699219,273539.818359375,329084.0234375,298296.91943359375,303853.33935546875,366762.166015625,352011.083984375,246692.72021484375
TAG(54:1)_FA 18:2,-0.313636027205975,6.513483720571683,0.3566687927714156,0.5503621486327381,0.9806534698349677,TAG,38146.80267333984,40877.742767333984,46868.802978515625,54127.78308105469,56412.7841796875,57647.44366455078,45381.762939453125,43390.08270263672,47422.64373779297,47832.94372558594,38056.022705078125
TAG(54:1)_FA 20:0,-0.5452030772338835,8.129131176795408,1.0735721733244645,0.30013996822373545,0.9806534698349677,TAG,62300.60485839844,99823.20721435548,107180.00622558594,160311.41009521484,95047.98556518556,167864.70916748047,114780.6470336914,104597.30834960938,141985.69146728516,94689.38702392578,400722.0986328125
TAG(54:1)_FA 20:4,-0.5458672856943829,5.340118210398578,1.0760494026343395,0.29958301564182727,0.9806534698349677,TAG,18482.70121383667,19013.881393432617,18160.30126953125,20758.08168411255,17713.121227264404,35388.38258743286,20967.361541748047,22153.501541137695,17403.58095550537,15321.301124572754,18336.181282043457
TAG(54:2)_FA 16:0,-0.13918386317635567,6.467815423515363,0.07035200029258704,0.7908249561343165,0.9806534698349677,TAG,33177.02243041992,73954.64561462402,48342.403091430664,62093.22398376465,40674.68281555176,61380.265045166016,41495.52339935303,38842.78291320801,47259.2229309082,42418.70301818848,21361.941467285156
TAG(54:2)_FA 18:0,-0.19640046288009474,9.52066622466785,0.14003608388975408,0.7082451426617865,0.9806534698349677,TAG,210004.9952392578,459804.7221679687,470556.4375,674040.2330322266,340124.36755371094,502143.0733642578,342082.6280517578,320027.94091796875,524570.1981201172,326477.40393066406,108722.66784667967
TAG(54:2)_FA 18:1,-0.44568579827838495,8.756278923682077,0.7188297945886006,0.39652802617464006,0.9806534698349677,TAG,112767.58923339844,253571.07861328125,247936.77642822263,357948.6044921875,178295.67236328125,334893.90283203125,226210.85467529297,193085.83624267575,311782.2824707031,219686.1563720703,67883.14465332031
TAG(54:2)_FA 18:2,-0.27543758304057847,9.261201918597362,0.2752181238747653,0.5998526956153407,0.9806534698349677,TAG,255024.61865234375,292699.28076171875,357968.48681640625,351455.28369140625,364701.20703125,335567.72509765625,287214.04052734375,304934.5615234375,338242.025390625,338522.50048828125,239677.51708984375
TAG(54:2)_FA 20:0,-0.21288643641988056,6.451970717613488,0.16450062869444082,0.6850462507314468,0.9806534698349677,TAG,31408.582611083984,47437.52374267578,55292.84405517578,60041.723403930664,44849.723693847656,56485.34338378906,39770.90267944336,46068.86297607422,43339.66342163086,34206.242027282715,34607.30210876465
TAG(54:2)_FA 20:4,-0.2759490300262704,5.664156743166524,0.2762109181824144,0.5991955386890401,0.9806534698349677,TAG,20931.001678466797,30986.702102661133,21369.96165466309,30054.242027282715,27671.74216079712,26845.282012939453,26133.56172180176,25431.181869506836,28865.06223297119,21244.661529541016,26022.62197875977
TAG(54:3)_FA 18:0,0.44337439927955846,8.590976428658271,0.7114203826604353,0.3989726821897607,0.9806534698349677,TAG,112298.84716796876,358434.1884765625,336171.2258300781,403917.1469116211,196455.9310913086,142159.48895263672,124142.48889160156,174943.01275634766,226354.39770507812,140637.0892944336,57040.364013671875
TAG(54:3)_FA 18:1,-0.21526297728449695,9.670733660263762,0.1682002169691259,0.6817163101082453,0.9806534698349677,TAG,225743.53869628903,481447.7778320313,525973.859375,764655.1887207031,378746.38671875,539193.123046875,398221.4025878906,356805.22692871094,590274.8620605469,370625.580078125,117903.888671875
TAG(54:3)_FA 18:2,-0.3797496942326527,8.67836406761977,0.5224354731859648,0.46980462348457713,0.9806534698349677,TAG,106452.587890625,237554.01916503903,254274.5,321766.8601074219,195786.7371826172,330797.7265625,209410.09497070312,186993.85095214844,253999.2169189453,200656.93627929688,67268.484375
