lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,DOD100-M1-WT-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M5FAD173-WT-Diencephalon10x_01192023,10xBlank_01202023
"(11Z,14Z)-eicosadienoylcarnitine",0.08086900529617179,11.534770761470456,0.025355329256853992,0.8734848576151352,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CAR,1490627.2612304688,1620460.4702148438,1434255.701171875,1426995.7827148438,1442118.8286132812,1332756.2084960938,1313436.7885742188,1536662.2856445312,1833013.6752929688
(11Z)-eicoseneoylcarnitine,0.10611269694466721,11.546808882905621,0.04358832785328559,0.8346214069143728,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CAR,1498962.5366210938,1640511.7080078125,1468215.3647460938,1455302.6083984375,1517652.2963867188,1300758.2841796875,1356376.1943359375,1553075.8388671875,1770335.1005859375
"(13Z,16Z)-docosadienoylcarnitine",0.1715567081092022,11.553020247142854,0.11346718612458062,0.7362308028930796,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CAR,1468592.0839233398,1801727.1483154297,1494908.485961914,1415503.9500732422,1514023.7989501953,1284612.1057128906,1277668.0494384766,1509455.984741211,1846519.2565917969
"(5Z,8Z)-3-hydroxytetradecadienoylcarnitine",0.025286559969825713,12.199522750458353,0.002487281904905103,0.9602238668233046,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CAR,2392796.6845703125,2414485.858154297,2782494.2834472656,2515677.2600097656,2177589.061767578,3004035.1204833984,2011026.9294433596,2188599.0122070312,2077579.7651367188
"(5Z,8Z)-tetradecadienoylcarnitine",0.1687767851259386,15.41243216591112,0.1098394704403094,0.7403269704557311,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CAR,24583201.19921875,20847168.3828125,28155528.892578125,22671427.51611328,34723637.06933594,15439015.444335938,37982357.49316406,18655737.47460937,1785924.2541503906
"(7Z,10Z,13Z,16Z)-docosatetraenoylcarnitine",0.18075077325251898,11.392838688546544,0.12588088024494937,0.722741708709119,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CAR,1291661.7513427734,1585961.4837646484,1354965.4031982422,1177180.6912841797,1447871.6550292969,1148186.4895019531,1091271.1774902344,1370722.953857422,1684194.2908935547
"(7Z,10Z)-hexadecadienoylcarnitine",0.06095540817968902,11.876906717737405,0.014422851433664619,0.9044077532831444,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CAR,1929676.493652344,1850445.7600097656,1793115.135986328,1852051.1657714844,1707312.4143066406,1685194.9013671875,1660596.78125,1881966.8132324216,2578376.07409668
"(9Z,12Z,15Z)-3-hydroxyoctadecatrienoylcarnitine",0.16913765081505075,14.96024116776914,0.11030716003844176,0.7397947091432929,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CAR,15425044.841796877,17616816.35986328,15560660.842773438,23578611.47607422,23004359.768066406,24808766.91748047,19723779.49658203,7436995.044921875,2155070.9477539062
"(9Z,12Z)-3-hydroxyhexadecadienoylcarnitine",0.19724497345001263,13.694471602552044,0.1497446838283616,0.6987794670386993,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CAR,6473824.611083984,7022553.862060547,6461878.519042969,9142425.646728516,9132833.381347656,8561014.840332031,7636011.399658203,4199385.319580078,2817110.0759277344
(9Z)-3-hydroxyoctadecenoylcarnitine,0.1789190408388386,15.041755262377597,0.12335732213772932,0.7254213485760365,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CAR,16167813.693847656,18424387.296875,16605329.997558594,25047980.522460938,24543649.78955078,25626555.60546875,21029996.70898437,8047711.172851562,2395006.220703125
1-O-behenoyl-Cer(d18:1/16:0),0.11690165979280404,6.154183025193032,0.05286186551188621,0.8181562008080134,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,Cer,34723.00240325928,36657.50228881836,39095.64287948608,48923.5634727478,37555.88233184815,41078.122703552246,41187.70300292969,27728.001831054688,22294.401321411133
1-O-carboceroyl-Cer(d18:1/16:0),0.3476398020883464,7.365452068764486,0.4604596213470131,0.4974092468615966,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,Cer,95524.1658706665,72723.06428146362,87146.86511993408,155467.693359375,73221.06582641602,63072.24443435669,96314.38687133788,71027.58568572998,49086.90395736694
1-O-carboceroyl-Cer(d18:1/18:0),0.03973779154815617,5.430973456468765,0.006136140351884478,0.9375627542877972,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,Cer,22350.52140426636,19638.42140197754,19103.36149597168,21265.18152618408,19184.941383361816,16931.921321868896,20784.1814994812,21460.881801605225,32565.38228225708
1-O-cerotoyl-Cer(d18:1/16:0),-0.06913314317792285,7.397146040045645,0.01869103494209412,0.891255946197905,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,Cer,77170.1263885498,71760.08392715454,66176.30462646484,109173.28615570068,77536.20505905151,63247.98458099365,78392.94470977783,111197.36640167236,104272.36771011353
1-O-cerotoyl-Cer(d18:1/18:0),-0.08985563983078253,9.103842460704596,0.03161254174392525,0.8588807060736766,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,Cer,260292.91549301147,226606.41647338867,224349.4774131775,218882.65203475952,217872.79592895508,157930.9115447998,228741.71733093265,339689.64263916016,544596.580368042
1-O-eicosanoyl-Cer(d18:1/16:0),0.28939264154329153,6.4484021330978125,0.3203516379583107,0.5713964000324068,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,Cer,40271.942752838135,48901.74348449707,79985.14546966553,45007.06316757202,38794.08239746094,40477.462688446045,47302.34348678589,36310.98204803467,28402.641986846924
1-O-lignoceroyl-Cer(d18:1/16:0),0.37862543168185925,7.202444216105405,0.5450131796238793,0.460362495937848,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,Cer,88004.54573059082,67973.50408935547,83376.7452545166,147981.1301498413,69986.14563369751,70156.98491287231,90403.96683502196,53195.04327392578,19274.341342926025
1-O-myristoyl-Cer(d18:1/16:0),0.1366576387215328,6.5682709461091875,0.0721514287177456,0.7882296777357125,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,Cer,48533.30375289917,53109.183780670166,59416.14421081543,49433.40335083008,43722.223094940186,44181.50326156616,49011.963397979736,45070.7234954834,43334.30277252197
1-O-palmitoyl-Cer(d18:1/16:0),0.15629131471264815,6.491701512686172,0.09425555080726511,0.7588352515414978,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,Cer,42280.12342071533,51340.90389251709,57042.14367675781,44925.50315475464,38691.3226890564,39518.76318740845,44456.16331863403,41486.06307220459,50665.82361602783
1-O-stearoyl-Cer(d18:1/16:0),0.342187628554769,6.750938651161086,0.4462878392805578,0.5041030922820399,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,Cer,45861.98350524902,60920.96372222901,108743.84694671632,58732.24412536621,43761.36296844482,51899.82354354858,56296.36441421509,42019.50308609009,32940.40257644653
1-O-tricosanoyl-Cer(d18:1/16:0),0.37958358995140784,6.480636815287214,0.5477186140974482,0.45925136834236707,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,Cer,42481.76253890991,46389.883586883545,47993.66288375855,85672.64553451538,45309.76321029663,42341.26301193237,47969.623191833496,34593.72241592407,21537.66153717041
1-O-tricosanoyl-Cer(d18:1/18:0),0.028041822216177428,4.408108530652491,0.003057160990252328,0.9559061544500002,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,Cer,9886.160655975342,11597.380840301514,10146.580741882324,12243.720832824709,8869.920574188232,9018.440578460692,11086.620765686035,10810.2406539917,12759.900817871094
"12-Hydroxy-12-octadecanoylcarnitine, 3-hydroxyoctadecanoylcarnitine",0.1140123972414679,13.117692744314873,0.05029552242186197,0.82254983840645,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CAR,4456442.3203125,4906805.72265625,4376553.2001953125,5851287.732910156,5240845.183105469,5983760.49609375,5044906.811035156,2897261.4868164062,2428656.8916015625
12:0 Cholesteryl ester,-0.04808990175455581,8.063141558933848,0.00903376002679579,0.9242782147202677,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CE,197889.75340271,192208.85467529297,196251.07221984863,46403.643058776855,45492.56311035156,169429.59413146973,191839.97328186035,48507.40311431885,158999.98956298828
12:0 Cholesteryl ester_2,-0.06107648864343603,8.032374268362265,0.014582202740712091,0.9038836748065731,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CE,188985.39365386963,191529.11226654053,181537.25415039065,43779.26319885254,49127.3635559082,170046.1913909912,177208.31147766113,51444.80327987671,163044.15301513672
14:0 Cholesteryl ester,-0.02840392128942331,7.238135340374205,0.003147931522107683,0.955257021363455,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CE,107592.74710083008,111948.30752563477,95863.90637207033,37085.942611694336,34170.76250457764,99233.18690490724,90300.9059906006,40449.28260803223,85346.74568939209
14:1 Cholesteryl ester,-0.036186309850885334,7.2406618550501225,0.00511149952217238,0.9430040013992282,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CE,105616.70771789552,114755.32794189452,89815.826416015625,36128.2225151062,35097.92267227173,93945.5266494751,94580.62687683104,39776.48303985596,91728.62675476074
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester,0.020728115771905035,8.816659220927495,0.0016717604303266853,0.9673858480944006,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CE,344296.18408203125,322049.3430175781,282733.9587402344,111289.70825195312,97976.74700927734,282307.5396728516,277162.119140625,107436.90838623048,268696.0985107422
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester_2,-0.02234081915364254,8.810624487322928,0.0019468494574539363,0.9648062659921298,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CE,339298.6618652344,310006.2232055664,279367.6589355469,109775.18774414062,90888.4663696289,282309.6809082031,278571.67907714844,108698.96670532228,281328.5203857422
15:0 Cholesteryl ester,-0.12711000747697,8.6389834522723,0.06338662829512032,0.8012211567779775,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CE,266142.63873291016,262806.1593017578,247914.3380126953,100862.94711303712,93542.90643310548,257820.4782714844,246816.4970703125,116445.74822998048,248100.27880859372
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester,-0.04970498894119074,8.835304837051558,0.00965173302392941,0.921739152733741,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CE,325613.7829589844,314207.48400878906,285182.6004638672,111228.06823730467,104504.52752685548,295206.8620605469,267262.1589355469,126887.06896972656,282264.8193359375
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester_2,0.0060639077243329655,8.84557005665261,1.4319592446554452e-4,0.9904523821991549,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CE,332167.2241210937,320285.1428222656,290290.8615722656,109240.58813476562,110252.7873840332,280321.3400878906,274924.6597290039,121661.82904052734,287922.24072265625
15:1 Cholesteryl ester,-0.1183367723805618,8.670506499184576,0.0549129420396639,0.8147248336587709,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CE,268890.8377685547,271941.5600585937,254635.35803222656,99233.0864868164,98567.5069580078,268707.9381103516,249741.7177734375,113070.3878173828,255572.7781982422
16:0 Campesteryl ester | 17:0 Cholesteryl ester,0.34676166219301724,9.010501627381757,0.4581792062090244,0.49847615517027033,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CE,599021.1501617432,364204.10803222656,448713.8888244629,151944.7908821106,56299.90330123901,336776.8264312744,328525.7266998291,76195.66496658325,121273.30940246582
16:0 Campesteryl ester | 17:0 Cholesteryl ester_2,0.35323444367786105,9.034237068808375,0.47522954862142797,0.4905911182019985,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CE,609993.4200134277,360084.2857208252,463799.4299316406,156451.45086669922,55858.1439781189,347830.1068267822,326737.5634002685,75534.00523757935,125768.08905029295
16:2 Campesteryl ester,0.3703780512721383,8.98893002167872,0.5218501195195131,0.4700535389727361,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CE,625300.3235015869,333241.1462402344,437722.5107727051,152684.90951156616,56317.044551849365,342955.9080352783,310051.0410308838,69768.96461868286,117353.56846618652
"16:2 Cholesteryl ester, zymosteryl palmitoleate",-0.00486721427708531,8.809265781466067,9.231254807673395e-5,0.9923340894186561,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CE,318423.20361328125,314303.2229003906,291071.2001953125,108236.02865600586,103669.7276916504,280581.6188964844,265993.7189941406,119384.78771972656,274790.7999267578
16:3 Campesteryl ester,0.39119800679429595,8.984453123030796,0.581311998246747,0.44579851854493696,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CE,615577.74658203125,344850.82232666016,433388.474029541,157380.9925956726,58418.86434555054,332875.0812988281,310477.7449951172,71218.46506500244,114802.70822143556
16:3 Cholesteryl ester,-0.004987944330591406,8.751388254906512,9.694938489701599e-5,0.9921439258646062,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CE,310266.3620605469,293686.3809814453,270211.9997558594,109016.26788330078,102616.72705078124,259728.7784423828,258171.55993652344,119627.44903564452,268572.4782714844
16:3 Stigmasteryl ester,0.36376136575313817,9.305467701613095,0.5036067158690685,0.4779196349439151,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CE,727697.5627822876,427144.43183898926,529747.2166748047,192696.09077453613,87870.18571090698,417130.1490478516,365903.52224731445,105826.8872909546,174687.61349487305
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester",0.4272495357443106,9.487681228361437,0.6916078863960156,0.40561801684478926,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CE,855093.6213684082,510967.8601989746,612365.7075805664,204385.9342041016,84979.48628616333,472836.2958374024,411432.9081420898,95725.1279220581,197711.39486694336
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester_2",0.4053006746505227,9.491968916277925,0.6233558985040872,0.4298029400909558,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CE,852660.2135925293,521878.4792175293,601565.92333984375,199647.8141479492,89481.14645385742,467518.1094055176,432811.65029907227,94433.90701293944,197452.6138916016
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",0.4046229864300822,9.46642896857519,0.6213030127619277,0.4305634900887873,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CE,842930.1578979492,510275.13067626953,586323.5788574219,197720.9366455078,81592.54598236084,449361.2501220703,421981.7488708496,102442.5464553833,201944.2561798096
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester_2",0.40526059713135043,9.490889841730613,0.6232343976662378,0.4298478969172226,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CE,862067.712310791,517304.1920166016,595576.9428405762,204358.05494308472,83035.78645706177,468996.0119934082,424691.0045776367,98708.50708389282,199674.9553833008
17:1 Cholesteryl ester; 16:1 Campesteryl ester,0.34431900705637325,9.020614804271736,0.45182374965725103,0.5014701547466203,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CE,611723.5156555176,350131.3035583496,446275.3489227295,159345.89164733887,60428.163719177246,345805.9059753418,328314.5411529541,73089.96499633789,122837.10720825195
17:1 Cholesteryl ester; 16:1 Campesteryl ester_2,0.33412485296771016,8.966268184707028,0.42576648335580103,0.5140736158681218,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CE,597038.2792663574,335558.16551208496,423873.5100250244,151612.76976776123,55816.66398239136,334849.38470458984,315089.0400085449,72327.7248840332,119584.48794555664
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",0.6352782713684902,8.909674192055931,1.5052696493294206,0.21986231723273414,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CE,579479.3815917969,415102.8081359863,312724.2644042969,103781.74765777588,79692.8857498169,251351.8338623047,233254.1951904297,69918.46492004395,232670.8377380371
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated_2",0.5960964914131817,8.919874996705866,1.3293661530260579,0.24891801111248632,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CE,581549.4797363281,415805.8867492676,298301.0598449707,106387.14749145508,80918.7451248169,256823.51718139648,238287.11483764648,71601.82501220703,241449.8783721924
18:1 Campesteryl ester,0.40162533978036,8.754857328743373,0.6122573064067183,0.4339391581412198,0.9999377890991636,5,3,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ WT | Brain Region_ diencephalon,CE,455285.64990234375,356218.5864562988,290367.66189575195,90191.30676269533,66857.70453643799,251414.53872680664,228142.67880249023,71419.0849647522,225617.7167816162
