Lipid,Class,DOD93_F4_Female_5xFAD_cortex ,DOD94_F4_Female_5xFAD_cortex ,DOD94_F3_Female_WT_cortex ,FAD184_F3_Female_WT_cortex ,FAD184_F4_Female_WT_cortex ,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
PC(31:2)|PC(O-32:2)|PC(P-32:1),PC,2696502.1501464844,1451143.5888671875,1291606.6966552734,1265726.8585205078,1897444.052368164,271354.10095214844,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(31:3)|PC(O-32:3),PC,2787132.928100586,1618498.3614501953,1566967.5479736328,1343842.2696533203,1939654.7530517576,385224.4067993164,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(31:4),PC,2480651.957885742,1511592.7100830078,1472390.056274414,1232363.740234375,1671243.6174316406,372392.70703125,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(32:0)|PC(O-33:0),PC,52495409.615234375,20786253.123046875,15372557.967773438,22343351.661621094,39481386.27783203,242903.3336181641,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(32:1)|PC(O-33:1)|PC(P-33:0),PC,51398200.54003906,20608324.263916016,15045501.889648438,21900852.4375,38609273.13867188,246056.3389892578,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(32:2)|PC(O-33:2)|PC(P-33:1),PC,48670104.20751953,19302049.50036621,14174316.176269531,20632364.10546875,36577072.41821289,256284.6384277344,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(32:3)|PC(P-33:2),PC,41904555.84765625,16518171.092285156,11624599.513671877,16922622.252441406,30566792.14892578,254985.2386474609,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(32:4),PC,24826600.25415039,9385829.808166504,6576170.349121094,9466357.35205078,16715297.188720703,253017.7388916016,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(32:5),PC,8913526.909667969,3705914.23034668,2700243.7380371094,3437956.0546875,5527528.967285156,282708.0399169922,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(33:0)|PC(O-34:0),PC,54596621.986816406,21993857.66870117,16092640.575683594,23018909.80273437,41439030.682128906,219498.7763671875,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(33:1)|PC(O-34:1)|PC(P-34:0),PC,54777704.87597656,22145184.411987305,15813237.86669922,23300827.83251953,41727396.990722656,237269.09716796875,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(33:2)|PC(O-34:2)|PC(P-34:1),PC,54404236.9140625,22198108.754638672,16056741.291503906,23334738.30859375,41538270.728515625,248116.97790527344,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(33:3)|PC(O-34:3)|PC(P-34:2),PC,54713098.259765625,21782468.57763672,16275578.797851562,23447603.159179688,41459251.345703125,267630.37939453125,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(33:4)|PC(O-34:4)|PC(O-34:4)|PC(P-34:3),PC,54847123.330078125,22311449.60620117,16030121.941894531,23269547.799316406,41301827.72973633,267641.29919433594,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(33:5)|PC(P-34:4),PC,53921568.88720703,22045559.49584961,16083049.376953123,22585480.99560547,40801959.64819336,260203.41662597656,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(34:0)|PC(O-35:0),PC,67938286.88769531,31993122.67529297,22995776.134765625,34675260.509277344,51095175.98046875,324222.78381347656,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(34:1)|PC(O-35:1)|PC(P-35:0),PC,66487582.02050781,31288649.06982422,22765773.354492188,34305708.13671875,50184650.33886719,313882.4805908203,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(34:2)|PC(O-35:2)|PC(P-35:1),PC,66230363.30078125,31231024.294311523,22844910.205078125,34300785.622558594,49814452.564941406,326319.50732421875,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(34:3)|PC(P-35:2),PC,84349247.08300781,40715794.37597656,31223250.303710938,43825945.16113281,66489291.54541016,366911.0434570313,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(34:4)|PC(O-35:4),PC,82555536.53808594,39444160.048828125,30197413.44482422,42200324.375,64572234.89990234,372481.181640625,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(34:5),PC,69781327.20019531,31733230.16845703,23641743.39794922,33898545.294921875,54116191.9506836,319498.12145996094,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(34:6),PC,55531333.46728516,22781193.84387207,16309071.685058594,23987464.89111328,42582668.64086914,248373.1767578125,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(35:2)|PC(O-36:2)|PC(P-36:1),PC,68573008.59375,32938161.99682617,23949204.13671875,35210668.450683594,51911005.93408203,317816.1457519531,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(35:3)|PC(O-36:3)|PC(P-36:2),PC,68627007.59326172,32793931.150878903,23306042.40673828,35226971.73730469,51487626.1171875,351350.7839355469,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(35:4)|PC(O-36:4)|PC(P-36:3),PC,69213117.54101562,32943426.06835937,23690991.60791016,35184721.42675781,51974747.40527344,346831.9011230469,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(35:5)|PC(O-36:5)|PC(P-36:4),PC,68953565.37890625,32306201.54638672,23792083.39453125,35275096.62792969,51567766.59814453,334744.42236328125,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(35:6)|PC(P-36:5),PC,68231320.79736328,32065843.77050781,23551989.974121094,34917423.103515625,51289500.40014648,315437.60485839844,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(36:3)|PC(P-37:2),PC,57807010.43457031,27354591.30493164,19948426.15722656,30403469.84472656,43541314.71191406,400943.2009277344,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(36:4)|PC(O-37:4),PC,82770465.30175781,41714291.92504883,32337130.01171875,44962092.51074219,64644693.37597656,476578.4150390625,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(36:5),PC,80980768.96972656,40600878.01342773,31029778.029296875,43484828.85546875,61937772.393066406,462512.9323730469,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(36:6),PC,76278732.76953125,37938651.81591797,28306745.93798828,40982134.01269531,57596495.87841797,399503.1044921875,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(36:7)|PC(35:0)|PC(O-36:0),PC,73876346.83496094,36357956.89208984,26668045.66748047,39255529.91308594,55862692.1875,326317.0236816406,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(36:8)|PC(35:1)|PC(O-36:1)|PC(P-36:0),PC,71306687.04296875,34810372.30761719,25214962.185546875,37172880.36230469,53792492.30029297,332072.9392089844,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(37:3)|PC(O-38:3)|PC(P-38:2),PC,40755526.30078125,19619639.05078125,13909809.400634766,21368247.330078125,29631673.68530273,386180.650390625,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(37:4)|PC(O-38:4)|PC(P-38:3),PC,37629737.37792969,17624755.93017578,12618398.354492188,19193469.85791016,27028554.279296875,404687.3852539063,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(37:5)|PC(O-38:5)|PC(P-38:4),PC,37153301.95214844,17498863.310791016,12348601.596191406,18749251.918945312,26510368.64453125,389331.6237792969,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(37:6)|PC(O-38:6)|PC(P-38:5),PC,37186486.50341797,17027573.830078125,12163304.14111328,18468165.8984375,26075250.6953125,364113.2419433594,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(37:7)|PC(P-38:6)|PC(36:0)|PC(O-37:0),PC,37168714.43457031,16274940.46899414,12090503.279296877,18417599.75,25966593.587646484,360695.64685058594,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(38:3),PC,42683086.497558594,19748678.841430664,15010433.166748049,23405000.263671875,31709398.369873047,274159.2764892578,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(38:4),PC,45620431.033691406,21842816.498291016,16433462.68359375,25436931.28222656,34843503.27392578,399302.21240234375,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(38:5),PC,45726950.3671875,21536672.426513672,16657588.004394531,25354166.560058597,34442277.64892578,414168.7924804688,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(38:6),PC,52015379.11279297,25781943.921142574,19816999.54785156,30667191.55175781,39226023.115234375,410916.4072265625,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(38:7)|PC(37:0)|PC(O-38:0),PC,51443576.57714844,25695097.987548828,19305668.21972656,29847555.56103516,38543308.53417969,395878.490234375,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(38:8)|PC(37:1)|PC(O-38:1)|PC(P-38:0),PC,48313917.314453125,23657525.455078125,17713914.345703125,27847206.255371094,35917167.00878906,387948.4470214844,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(38:9)|PC(37:2)|PC(O-38:2)|PC(P-38:1),PC,43795471.53515625,20713544.681396484,15749312.06640625,24138755.119628903,32387533.985839844,382420.6647949219,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(39:4)|PC(O-40:4)|PC(P-40:3),PC,30006457.92626953,14358280.33227539,10577112.146484377,16836616.70361328,20507621.762939453,190151.3702392578,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(39:5)|PC(O-40:5)|PC(P-40:4),PC,29178330.126953125,14104819.662475586,10041606.544189451,16138365.8203125,20073175.463989258,199861.11083984372,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(39:6)|PC(O-40:6)|PC(P-40:5),PC,29184249.843017574,13607695.226928713,10061340.31982422,16077334.668457031,19786550.17553711,187979.2957763672,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(39:7)|PC(P-40:6)|PC(38:0)|PC(O-39:0),PC,29110273.62475586,13764968.206298828,10222393.74975586,16153828.13671875,19873081.296020508,188171.55212402344,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(39:8)|PC(O-40:8)|PC(38:1)|PC(O-39:1)|PC(P-39:0),PC,30705261.619628903,14472720.869018557,10940396.25048828,17063928.228271484,21652552.43188477,183708.5941162109,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(40:1)|PC(P-41:0),PC,11690104.126464844,7082879.476318359,5765892.9833984375,6858443.517578125,10183506.790527344,2522248.9741210938,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(40:10)|PC(39:3)|PC(O-40:3)|PC(P-40:2),PC,31939817.127929688,14904479.24194336,11170318.625,18287525.106933597,22203703.174316406,177901.65368652344,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(40:2),PC,13414521.221679688,7743561.24609375,6261866.252441406,7754933.783203125,11470860.489746094,2267926.0346679688,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(40:3),PC,13645845.169921877,7711327.061035156,6137556.313964844,7876935.193847656,11461047.288085938,1954027.7021484373,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(40:4),PC,14085409.115722656,7615630.853027344,5857240.8017578125,7877757.1171875,11176932.934082031,1344782.2175292969,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(40:5),PC,16727273.779541016,8283267.752929687,5995488.425537109,9187864.38330078,12039869.83215332,312125.4022216797,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(40:6),PC,24508736.903320312,11317805.401611328,8553467.90991211,13601493.298828123,16546321.64074707,140607.8096923828,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(40:7)|PC(39:0)|PC(O-40:0),PC,28631923.142089844,13111136.497375488,9993746.438232422,16114372.84350586,19674463.66052246,153546.9096069336,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(40:8)|PC(39:1)|PC(O-40:1)|PC(P-40:0),PC,33795249.048828125,15692788.444335938,11617524.790283203,19418068.06835937,23857100.10791016,167319.9132080078,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(40:9)|PC(39:2)|PC(O-40:2)|PC(P-40:1),PC,33172982.61523437,15398679.237670898,11460405.176269531,19118068.334960938,23349489.516845703,163255.57202148438,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(41:5)|PC(P-42:4),PC,10463039.88671875,6410230.5771484375,5451928.839355469,6185837.815917969,9609494.27294922,2749338.249023437,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
PC(41:6)|PC(O-42:6),PC,10391077.138671877,6381231.798828125,5388591.354980469,6159841.8046875,9454354.063964844,2690963.1279296875,Genotype: 5xFAD | Brain Region: cortex  | Sex: Female,Genotype: WT | Brain Region: cortex  | Sex: Female,Genotype: 5xFAD__Brain Region: cortex __Sex: Female vs Genotype: WT__Brain Region: cortex __Sex: FemaleAveraging_All_Across_methods2,2,3,Blank_Blank_Blank_Blank_Blank
