Unnamed: 0,Class,Intensity,Lipid,Parent_Ion,Product_Ion,Sample_ID,Transition
2205,,24239.98175811768,,832.7,615.5,11282023_FAD185_M4_WT_dienc_O3on_01,832.7 -> 615.5
2206,,24241.701663970947,,832.7,657.6,11282023_FAD185_M4_WT_dienc_O3on_01,832.7 -> 657.6
2207,,24211.56170654297,,834.7,617.5,11282023_FAD185_M4_WT_dienc_O3on_01,834.7 -> 617.5
2208,,24304.841762542725,,840.8,623.6,11282023_FAD185_M4_WT_dienc_O3on_01,840.8 -> 623.6
2209,,24201.66174697876,,840.8,651.6,11282023_FAD185_M4_WT_dienc_O3on_01,840.8 -> 651.6
2210,,24222.641757965088,,840.8,651.6,11282023_FAD185_M4_WT_dienc_O3on_01,840.8 -> 651.6
2211,,24160.241771698,,842.7,625.5,11282023_FAD185_M4_WT_dienc_O3on_01,842.7 -> 625.5
2212,,24168.20175933838,,842.7,653.5,11282023_FAD185_M4_WT_dienc_O3on_01,842.7 -> 653.5
2213,,24198.42172241211,,844.7,627.5,11282023_FAD185_M4_WT_dienc_O3on_01,844.7 -> 627.5
2214,,24217.56172561645,,844.7,655.5,11282023_FAD185_M4_WT_dienc_O3on_01,844.7 -> 655.5
2215,,24223.30176544189,,846.7,629.5,11282023_FAD185_M4_WT_dienc_O3on_01,846.7 -> 629.5
2216,TAG,74519.14530944824,[TG(50:3)]_FA18:1,846.8,547.5,11282023_FAD185_M4_WT_dienc_O3on_01,846.8 -> 547.5
2217,,24147.40173339844,,846.8,657.6,11282023_FAD185_M4_WT_dienc_O3on_01,846.8 -> 657.6
2218,,24438.62174987793,,848.7,631.5,11282023_FAD185_M4_WT_dienc_O3on_01,848.7 -> 631.5
2219,,24204.821712493896,,850.8,633.6,11282023_FAD185_M4_WT_dienc_O3on_01,850.8 -> 633.6
2220,TAG,35714.3624420166,[TG(51:6)]_FA16:1,854.7,583.4,11282023_FAD185_M4_WT_dienc_O3on_01,854.7 -> 583.4
2221,TAG,24419.601802825928,"[TG(52:7),TG(51:0)]_FA18:1",866.8,567.5,11282023_FAD185_M4_WT_dienc_O3on_01,866.8 -> 567.5
2222,TAG,24842.12173843384,[TG(52:6)]_FA18:2,868.8,571.5,11282023_FAD185_M4_WT_dienc_O3on_01,868.8 -> 571.5
2223,,24236.701736450195,,868.8,651.6,11282023_FAD185_M4_WT_dienc_O3on_01,868.8 -> 651.6
2224,,24128.841724395752,,870.7,653.5,11282023_FAD185_M4_WT_dienc_O3on_01,870.7 -> 653.5
2225,TAG,28863.74210739136,[TG(52:5)]_FA16:1,870.8,599.5,11282023_FAD185_M4_WT_dienc_O3on_01,870.8 -> 599.5
2226,,24163.78173065185,,872.7,655.5,11282023_FAD185_M4_WT_dienc_O3on_01,872.7 -> 655.5
2227,,24137.241764068604,,874.8,657.6,11282023_FAD185_M4_WT_dienc_O3on_01,874.8 -> 657.6
2228,TAG,24229.881759643555,[TG(53:6)]_FA18:1,882.8,583.5,11282023_FAD185_M4_WT_dienc_O3on_01,882.8 -> 583.5
2229,TAG,25414.24186325073,[TG(54:6)]_FA18:1,896.8,597.5,11282023_FAD185_M4_WT_dienc_O3on_01,896.8 -> 597.5
2230,TAG,63560.704624176025,[TG(54:5)]_FA18:1,898.8,599.5,11282023_FAD185_M4_WT_dienc_O3on_01,898.8 -> 599.5
2231,TAG,174811.15048980713,"[TG(55:11),TG(54:4)]_FA18:1",900.8,601.5,11282023_FAD185_M4_WT_dienc_O3on_01,900.8 -> 601.5
2232,TAG,24189.30173110962,"[TG(55:11),TG(54:4)]_FA16:1",900.8,629.5,11282023_FAD185_M4_WT_dienc_O3on_01,900.8 -> 629.5
2233,TAG,343889.38471221924,"[TG(55:10),TG(54:3)]_FA18:1",902.8,603.5,11282023_FAD185_M4_WT_dienc_O3on_01,902.8 -> 603.5
2234,TAG,94627.76698303224,"[TG(55:9),TG(54:2)]_FA18:1",904.8,605.5,11282023_FAD185_M4_WT_dienc_O3on_01,904.8 -> 605.5
2235,TAG,29587.962070465088,"[TG(55:8),TG(54:1)]_FA18:1",906.8,607.5,11282023_FAD185_M4_WT_dienc_O3on_01,906.8 -> 607.5
2236,TAG,24249.941745758057,"[TG(55:7),TG(54:0)]_FA16:1",908.9,637.6,11282023_FAD185_M4_WT_dienc_O3on_01,908.9 -> 637.6
2237,TAG,24717.16186141968,"[TG(56:11),TG(55:4)]_FA18:1",914.8,615.5,11282023_FAD185_M4_WT_dienc_O3on_01,914.8 -> 615.5
2238,TAG,25351.661792755127,"[TG(56:10),TG(55:3)]_FA18:1",916.8,617.5,11282023_FAD185_M4_WT_dienc_O3on_01,916.8 -> 617.5
2239,TAG,24517.74175643921,"[TG(56:7),TG(55:0)]_FA18:1",922.9,623.6,11282023_FAD185_M4_WT_dienc_O3on_01,922.9 -> 623.6
2240,TAG,24145.82172775269,"[TG(56:7),TG(55:0)]_FA16:1",922.9,651.6,11282023_FAD185_M4_WT_dienc_O3on_01,922.9 -> 651.6
2241,TAG,24662.62176513672,[TG(56:6)]_FA18:1,924.8,625.5,11282023_FAD185_M4_WT_dienc_O3on_01,924.8 -> 625.5
2242,TAG,26593.54192352295,"[TG(57:12),TG(56:5)]_FA18:1",926.8,627.5,11282023_FAD185_M4_WT_dienc_O3on_01,926.8 -> 627.5
2243,TAG,26633.381908416748,"[TG(57:11),TG(56:4)]_FA18:1",928.8,629.5,11282023_FAD185_M4_WT_dienc_O3on_01,928.8 -> 629.5
2244,TAG,24712.361824035645,"[TG(57:10),TG(56:3)]_FA18:1",930.6,631.5,11282023_FAD185_M4_WT_dienc_O3on_01,930.6 -> 631.5
2245,TAG,27802.88204574585,"[TG(57:9),TG(56:2)]_FA18:1",932.9,633.6,11282023_FAD185_M4_WT_dienc_O3on_01,932.9 -> 633.6
2246,TAG,24280.321769714355,"[TG(58:7),TG(57:0)]_FA18:1",950.9,651.6,11282023_FAD185_M4_WT_dienc_O3on_01,950.9 -> 651.6
2247,TAG,24366.02167892456,"[TG(59:13),TG(58:6)]_FA18:1",952.8,653.5,11282023_FAD185_M4_WT_dienc_O3on_01,952.8 -> 653.5
2248,TAG,24250.42174911499,"[TG(59:12),TG(58:5)]_FA18:1",954.8,655.5,11282023_FAD185_M4_WT_dienc_O3on_01,954.8 -> 655.5
2249,TAG,24672.861755371094,"[TG(59:11),TG(58:4)]_FA18:1",956.9,657.6,11282023_FAD185_M4_WT_dienc_O3on_01,956.9 -> 657.6
2250,,25000.201835632324,,584.4,437.3,11282023_FAD185_M4_WT_hippo_O3on_01,584.4 -> 437.3
2251,,24249.72172164917,,612.4,437.3,11282023_FAD185_M4_WT_hippo_O3on_01,612.4 -> 437.3
2252,,24471.381729125977,,622.5,503.4,11282023_FAD185_M4_WT_hippo_O3on_01,622.5 -> 503.4
2253,,24807.66177368164,,624.5,505.4,11282023_FAD185_M4_WT_hippo_O3on_01,624.5 -> 505.4
2254,,24805.84171295166,,626.5,437.3,11282023_FAD185_M4_WT_hippo_O3on_01,626.5 -> 437.3
2255,,24363.18176651001,,650.5,503.4,11282023_FAD185_M4_WT_hippo_O3on_01,650.5 -> 503.4
2256,,24340.901775360107,,652.5,505.4,11282023_FAD185_M4_WT_hippo_O3on_01,652.5 -> 505.4
2257,,24743.84178161621,,654.5,437.3,11282023_FAD185_M4_WT_hippo_O3on_01,654.5 -> 437.3
2258,,24298.48173522949,,664.6,503.4,11282023_FAD185_M4_WT_hippo_O3on_01,664.6 -> 503.4
2259,,24363.22173309326,,666.6,505.4,11282023_FAD185_M4_WT_hippo_O3on_01,666.6 -> 505.4
2260,,24314.28178024292,,692.6,503.4,11282023_FAD185_M4_WT_hippo_O3on_01,692.6 -> 503.4
2261,,24691.101734161377,,694.6,505.4,11282023_FAD185_M4_WT_hippo_O3on_01,694.6 -> 505.4
2262,,24812.16176223755,,694.6,547.5,11282023_FAD185_M4_WT_hippo_O3on_01,694.6 -> 547.5
2263,,24388.86170578003,,702.5,583.4,11282023_FAD185_M4_WT_hippo_O3on_01,702.5 -> 583.4
2264,,24269.88167572021,,714.6,567.5,11282023_FAD185_M4_WT_hippo_O3on_01,714.6 -> 567.5
2265,,24184.141735076904,,716.6,571.5,11282023_FAD185_M4_WT_hippo_O3on_01,716.6 -> 571.5
2266,,24365.141757965088,,718.6,599.5,11282023_FAD185_M4_WT_hippo_O3on_01,718.6 -> 599.5
2267,,25178.76181793213,,722.7,547.5,11282023_FAD185_M4_WT_hippo_O3on_01,722.7 -> 547.5
2268,,24740.36177825928,,730.5,583.4,11282023_FAD185_M4_WT_hippo_O3on_01,730.5 -> 583.4
2269,,24772.721752166748,,730.6,583.5,11282023_FAD185_M4_WT_hippo_O3on_01,730.6 -> 583.5
2270,TAG | DAG,27821.661979675293,"[TG(42:2)]_FA18:1 | DG(44:9),DG(43:2)_C18:1",736.6,437.3,11282023_FAD185_M4_WT_hippo_O3on_01,736.6 -> 437.3
2271,,72709.70529556274,,736.7,547.5,11282023_FAD185_M4_WT_hippo_O3on_01,736.7 -> 547.5
