Class,Intensity,Lipid,Parent_Ion,Product_Ion,Sample_ID,Transition
,24597.661739349365,,584.4,437.3,11282023_DOD94_F3_WT_cereb_O3on_01,584.4 -> 437.3
,25330.241771697998,,612.4,437.3,11282023_DOD94_F3_WT_cereb_O3on_01,612.4 -> 437.3
,24767.02172088623,,622.5,503.4,11282023_DOD94_F3_WT_cereb_O3on_01,622.5 -> 503.4
,24404.361713409424,,624.5,505.4,11282023_DOD94_F3_WT_cereb_O3on_01,624.5 -> 505.4
,24768.021743774414,,626.5,437.3,11282023_DOD94_F3_WT_cereb_O3on_01,626.5 -> 437.3
,24278.92169189453,,650.5,503.4,11282023_DOD94_F3_WT_cereb_O3on_01,650.5 -> 503.4
,24204.981716156006,,652.5,505.4,11282023_DOD94_F3_WT_cereb_O3on_01,652.5 -> 505.4
,24527.541709899902,,654.5,437.3,11282023_DOD94_F3_WT_cereb_O3on_01,654.5 -> 437.3
,24351.461727142334,,664.6,503.4,11282023_DOD94_F3_WT_cereb_O3on_01,664.6 -> 503.4
,24386.9217338562,,666.6,505.4,11282023_DOD94_F3_WT_cereb_O3on_01,666.6 -> 505.4
,24479.1017036438,,692.6,503.4,11282023_DOD94_F3_WT_cereb_O3on_01,692.6 -> 503.4
,24542.3217086792,,694.6,505.4,11282023_DOD94_F3_WT_cereb_O3on_01,694.6 -> 505.4
,24381.981719970703,,694.6,547.5,11282023_DOD94_F3_WT_cereb_O3on_01,694.6 -> 547.5
,24294.001697540283,,702.5,583.4,11282023_DOD94_F3_WT_cereb_O3on_01,702.5 -> 583.4
,24144.121646881104,,714.6,567.5,11282023_DOD94_F3_WT_cereb_O3on_01,714.6 -> 567.5
,24114.021713256836,,716.6,571.5,11282023_DOD94_F3_WT_cereb_O3on_01,716.6 -> 571.5
,24576.261714935303,,718.6,599.5,11282023_DOD94_F3_WT_cereb_O3on_01,718.6 -> 599.5
,24720.381759643555,,722.7,547.5,11282023_DOD94_F3_WT_cereb_O3on_01,722.7 -> 547.5
,25288.061840057373,,730.5,583.4,11282023_DOD94_F3_WT_cereb_O3on_01,730.5 -> 583.4
,24885.04177093506,,730.6,583.5,11282023_DOD94_F3_WT_cereb_O3on_01,730.6 -> 583.5
TAG | DAG,28387.882038116455,"[TG(42:2)]_FA18:1 | DG(44:9),DG(43:2)_C18:1",736.6,437.3,11282023_DOD94_F3_WT_cereb_O3on_01,736.6 -> 437.3
,66336.6247253418,,736.7,547.5,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5
,24243.88168334961,,742.6,567.5,11282023_DOD94_F3_WT_cereb_O3on_01,742.6 -> 567.5
,24188.121746063232,,744.6,571.5,11282023_DOD94_F3_WT_cereb_O3on_01,744.6 -> 571.5
,24089.501735687256,,744.6,583.4,11282023_DOD94_F3_WT_cereb_O3on_01,744.6 -> 583.4
,24060.961624145508,,744.6,597.5,11282023_DOD94_F3_WT_cereb_O3on_01,744.6 -> 597.5
,25107.041702270508,,746.6,599.5,11282023_DOD94_F3_WT_cereb_O3on_01,746.6 -> 599.5
,25328.821784973145,,746.6,599.5,11282023_DOD94_F3_WT_cereb_O3on_01,746.6 -> 599.5
,24385.26177215576,,748.6,601.5,11282023_DOD94_F3_WT_cereb_O3on_01,748.6 -> 601.5
,24350.341705322266,,748.6,629.5,11282023_DOD94_F3_WT_cereb_O3on_01,748.6 -> 629.5
,24164.421714782715,,750.6,603.5,11282023_DOD94_F3_WT_cereb_O3on_01,750.6 -> 603.5
,24390.541702270508,,752.6,605.5,11282023_DOD94_F3_WT_cereb_O3on_01,752.6 -> 605.5
,24264.501697540283,,754.6,607.5,11282023_DOD94_F3_WT_cereb_O3on_01,754.6 -> 607.5
,24587.321758270264,,756.7,567.5,11282023_DOD94_F3_WT_cereb_O3on_01,756.7 -> 567.5
,25278.321784973145,,756.7,637.6,11282023_DOD94_F3_WT_cereb_O3on_01,756.7 -> 637.6
,24170.6017036438,,758.6,583.5,11282023_DOD94_F3_WT_cereb_O3on_01,758.6 -> 583.5
,24162.921760559082,,758.7,571.5,11282023_DOD94_F3_WT_cereb_O3on_01,758.7 -> 571.5
,24274.401691436768,,760.7,599.5,11282023_DOD94_F3_WT_cereb_O3on_01,760.7 -> 599.5
,24226.58164215088,,762.6,615.5,11282023_DOD94_F3_WT_cereb_O3on_01,762.6 -> 615.5
,24352.68170928955,,764.6,617.5,11282023_DOD94_F3_WT_cereb_O3on_01,764.6 -> 617.5
,24341.82173538208,,764.7,547.5,11282023_DOD94_F3_WT_cereb_O3on_01,764.7 -> 547.5
,24094.061687469482,,770.7,623.6,11282023_DOD94_F3_WT_cereb_O3on_01,770.7 -> 623.6
,24175.841716766357,,770.7,651.6,11282023_DOD94_F3_WT_cereb_O3on_01,770.7 -> 651.6
,24400.4817237854,,772.6,583.4,11282023_DOD94_F3_WT_cereb_O3on_01,772.6 -> 583.4
,24167.421688079834,,772.6,597.5,11282023_DOD94_F3_WT_cereb_O3on_01,772.6 -> 597.5
,24013.141723632812,,772.6,625.5,11282023_DOD94_F3_WT_cereb_O3on_01,772.6 -> 625.5
