Unnamed: 0,Class,Intensity,Lipid,Parent_Ion,Product_Ion,Sample_ID,Transition
1960,,25849.921871185303,,692.6,503.4,11282023_FAD185_M4_WT_cortex_O3on_01,692.6 -> 503.4
1961,,43015.32335281372,,694.6,505.4,11282023_FAD185_M4_WT_cortex_O3on_01,694.6 -> 505.4
1962,,24308.46172714233,,694.6,547.5,11282023_FAD185_M4_WT_cortex_O3on_01,694.6 -> 547.5
1963,,24639.52174377441,,702.5,583.4,11282023_FAD185_M4_WT_cortex_O3on_01,702.5 -> 583.4
1964,,24235.381717681885,,714.6,567.5,11282023_FAD185_M4_WT_cortex_O3on_01,714.6 -> 567.5
1965,,24245.501735687256,,716.6,571.5,11282023_FAD185_M4_WT_cortex_O3on_01,716.6 -> 571.5
1966,,25272.40184020996,,718.6,599.5,11282023_FAD185_M4_WT_cortex_O3on_01,718.6 -> 599.5
1967,,24886.80182647705,,722.7,547.5,11282023_FAD185_M4_WT_cortex_O3on_01,722.7 -> 547.5
1968,,24162.64176559448,,730.5,583.4,11282023_FAD185_M4_WT_cortex_O3on_01,730.5 -> 583.4
1969,,24397.861736297607,,730.6,583.5,11282023_FAD185_M4_WT_cortex_O3on_01,730.6 -> 583.5
1970,TAG | DAG,33239.0823059082,"[TG(42:2)]_FA18:1 | DG(44:9),DG(43:2)_C18:1",736.6,437.3,11282023_FAD185_M4_WT_cortex_O3on_01,736.6 -> 437.3
1971,,83078.64595794678,,736.7,547.5,11282023_FAD185_M4_WT_cortex_O3on_01,736.7 -> 547.5
1972,,24275.98175048828,,742.6,567.5,11282023_FAD185_M4_WT_cortex_O3on_01,742.6 -> 567.5
1973,,24195.94174957276,,744.6,571.5,11282023_FAD185_M4_WT_cortex_O3on_01,744.6 -> 571.5
1974,,24475.081745147705,,744.6,583.4,11282023_FAD185_M4_WT_cortex_O3on_01,744.6 -> 583.4
1975,,24321.60168838501,,744.6,597.5,11282023_FAD185_M4_WT_cortex_O3on_01,744.6 -> 597.5
1976,,27067.761917114258,,746.6,599.5,11282023_FAD185_M4_WT_cortex_O3on_01,746.6 -> 599.5
1977,,26012.581882476807,,746.6,599.5,11282023_FAD185_M4_WT_cortex_O3on_01,746.6 -> 599.5
1978,,24824.521785736084,,748.6,601.5,11282023_FAD185_M4_WT_cortex_O3on_01,748.6 -> 601.5
1979,,25087.12180328369,,748.6,629.5,11282023_FAD185_M4_WT_cortex_O3on_01,748.6 -> 629.5
1980,,24734.821807861328,,750.6,603.5,11282023_FAD185_M4_WT_cortex_O3on_01,750.6 -> 603.5
1981,,24321.24172592163,,752.6,605.5,11282023_FAD185_M4_WT_cortex_O3on_01,752.6 -> 605.5
1982,,24337.681785583496,,754.6,607.5,11282023_FAD185_M4_WT_cortex_O3on_01,754.6 -> 607.5
1983,,24601.56174850464,,756.7,567.5,11282023_FAD185_M4_WT_cortex_O3on_01,756.7 -> 567.5
1984,,33095.542572021484,,756.7,637.6,11282023_FAD185_M4_WT_cortex_O3on_01,756.7 -> 637.6
