Unnamed: 0,Class,Intensity,Lipid,Parent_Ion,Product_Ion,Sample_ID,Transition
245,,24369.96173477173,,818.7,629.5,11282023_DOD94_F3_WT_cortex_O3on_01,818.7 -> 629.5
246,,25803.94181060791,,820.7,603.5,11282023_DOD94_F3_WT_cortex_O3on_01,820.7 -> 603.5
247,,24725.84175491333,,820.7,631.5,11282023_DOD94_F3_WT_cortex_O3on_01,820.7 -> 631.5
248,,25086.381748199463,,822.7,605.5,11282023_DOD94_F3_WT_cortex_O3on_01,822.7 -> 605.5
249,,26786.88191986084,,822.8,633.6,11282023_DOD94_F3_WT_cortex_O3on_01,822.8 -> 633.6
250,,24553.141708374023,,824.7,607.5,11282023_DOD94_F3_WT_cortex_O3on_01,824.7 -> 607.5
251,,24151.281757354736,,826.7,651.6,11282023_DOD94_F3_WT_cortex_O3on_01,826.7 -> 651.6
252,,24257.021728515625,,826.8,637.6,11282023_DOD94_F3_WT_cortex_O3on_01,826.8 -> 637.6
253,,24030.26171875,,828.6,653.5,11282023_DOD94_F3_WT_cortex_O3on_01,828.6 -> 653.5
254,,24028.841762542725,,830.6,655.5,11282023_DOD94_F3_WT_cortex_O3on_01,830.6 -> 655.5
255,,24124.48178100586,,832.7,615.5,11282023_DOD94_F3_WT_cortex_O3on_01,832.7 -> 615.5
256,,24212.741729736328,,832.7,657.6,11282023_DOD94_F3_WT_cortex_O3on_01,832.7 -> 657.6
257,,24745.20179367065,,834.7,617.5,11282023_DOD94_F3_WT_cortex_O3on_01,834.7 -> 617.5
258,,24712.14183425904,,840.8,623.6,11282023_DOD94_F3_WT_cortex_O3on_01,840.8 -> 623.6
259,,24029.121757507324,,840.8,651.6,11282023_DOD94_F3_WT_cortex_O3on_01,840.8 -> 651.6
260,,24087.541736602783,,840.8,651.6,11282023_DOD94_F3_WT_cortex_O3on_01,840.8 -> 651.6
261,,24562.90180206299,,842.7,625.5,11282023_DOD94_F3_WT_cortex_O3on_01,842.7 -> 625.5
262,,24126.10174560547,,842.7,653.5,11282023_DOD94_F3_WT_cortex_O3on_01,842.7 -> 653.5
263,,24164.081703186035,,844.7,627.5,11282023_DOD94_F3_WT_cortex_O3on_01,844.7 -> 627.5
264,,24026.22169113159,,844.7,655.5,11282023_DOD94_F3_WT_cortex_O3on_01,844.7 -> 655.5
265,,24024.421714782715,,846.7,629.5,11282023_DOD94_F3_WT_cortex_O3on_01,846.7 -> 629.5
266,TAG,81673.54570007324,[TG(50:3)]_FA18:1,846.8,547.5,11282023_DOD94_F3_WT_cortex_O3on_01,846.8 -> 547.5
267,,24128.341709136963,,846.8,657.6,11282023_DOD94_F3_WT_cortex_O3on_01,846.8 -> 657.6
268,,24072.04168319702,,848.7,631.5,11282023_DOD94_F3_WT_cortex_O3on_01,848.7 -> 631.5
269,,24062.181720733643,,850.8,633.6,11282023_DOD94_F3_WT_cortex_O3on_01,850.8 -> 633.6
270,TAG,27335.94199752808,[TG(51:6)]_FA16:1,854.7,583.4,11282023_DOD94_F3_WT_cortex_O3on_01,854.7 -> 583.4
