,Class,Intensity,Lipid,Parent_Ion,Product_Ion,Sample_ID,Transition
4918,,25160.781799316406,,848.7,631.5,11292023_FAD185_M3_5xFAD_cereb_O3on_01,848.7 -> 631.5
4919,,24362.26174545288,,850.8,633.6,11292023_FAD185_M3_5xFAD_cereb_O3on_01,850.8 -> 633.6
4920,TAG,42525.14299011231,[TG(51:6)]_FA16:1,854.7,583.4,11292023_FAD185_M3_5xFAD_cereb_O3on_01,854.7 -> 583.4
4921,TAG,24794.16176605225,"[TG(52:7),TG(51:0)]_FA18:1",866.8,567.5,11292023_FAD185_M3_5xFAD_cereb_O3on_01,866.8 -> 567.5
4922,TAG,29558.362098693848,[TG(52:6)]_FA18:2,868.8,571.5,11292023_FAD185_M3_5xFAD_cereb_O3on_01,868.8 -> 571.5
4923,,24098.02177810669,,868.8,651.6,11292023_FAD185_M3_5xFAD_cereb_O3on_01,868.8 -> 651.6
4924,,23834.481685638428,,870.7,653.5,11292023_FAD185_M3_5xFAD_cereb_O3on_01,870.7 -> 653.5
4925,TAG,77424.96517944336,[TG(52:5)]_FA16:1,870.8,599.5,11292023_FAD185_M3_5xFAD_cereb_O3on_01,870.8 -> 599.5
4926,,24137.62173843384,,872.7,655.5,11292023_FAD185_M3_5xFAD_cereb_O3on_01,872.7 -> 655.5
4927,,23935.02174758911,,874.8,657.6,11292023_FAD185_M3_5xFAD_cereb_O3on_01,874.8 -> 657.6
4928,TAG,25255.36184310913,[TG(53:6)]_FA18:1,882.8,583.5,11292023_FAD185_M3_5xFAD_cereb_O3on_01,882.8 -> 583.5
4929,TAG,57944.124393463135,[TG(54:6)]_FA18:1,896.8,597.5,11292023_FAD185_M3_5xFAD_cereb_O3on_01,896.8 -> 597.5
4930,TAG,392996.19173049927,[TG(54:5)]_FA18:1,898.8,599.5,11292023_FAD185_M3_5xFAD_cereb_O3on_01,898.8 -> 599.5
4931,TAG,1043292.5527801514,"[TG(55:11),TG(54:4)]_FA18:1",900.8,601.5,11292023_FAD185_M3_5xFAD_cereb_O3on_01,900.8 -> 601.5
4932,TAG,27584.621955871586,"[TG(55:11),TG(54:4)]_FA16:1",900.8,629.5,11292023_FAD185_M3_5xFAD_cereb_O3on_01,900.8 -> 629.5
4933,TAG,1289004.147983551,"[TG(55:10),TG(54:3)]_FA18:1",902.8,603.5,11292023_FAD185_M3_5xFAD_cereb_O3on_01,902.8 -> 603.5
4934,TAG,259848.5404624939,"[TG(55:9),TG(54:2)]_FA18:1",904.8,605.5,11292023_FAD185_M3_5xFAD_cereb_O3on_01,904.8 -> 605.5
4935,TAG,45588.58336639404,"[TG(55:8),TG(54:1)]_FA18:1",906.8,607.5,11292023_FAD185_M3_5xFAD_cereb_O3on_01,906.8 -> 607.5
4936,TAG,24757.36177825928,"[TG(55:7),TG(54:0)]_FA16:1",908.9,637.6,11292023_FAD185_M3_5xFAD_cereb_O3on_01,908.9 -> 637.6
4937,TAG,31981.24229812622,"[TG(56:11),TG(55:4)]_FA18:1",914.8,615.5,11292023_FAD185_M3_5xFAD_cereb_O3on_01,914.8 -> 615.5
4938,TAG,33668.2426109314,"[TG(56:10),TG(55:3)]_FA18:1",916.8,617.5,11292023_FAD185_M3_5xFAD_cereb_O3on_01,916.8 -> 617.5
4939,TAG,30017.32207107544,"[TG(56:7),TG(55:0)]_FA18:1",922.9,623.6,11292023_FAD185_M3_5xFAD_cereb_O3on_01,922.9 -> 623.6
4940,TAG,24143.72169113159,"[TG(56:7),TG(55:0)]_FA16:1",922.9,651.6,11292023_FAD185_M3_5xFAD_cereb_O3on_01,922.9 -> 651.6
4941,TAG,28570.402015686035,[TG(56:6)]_FA18:1,924.8,625.5,11292023_FAD185_M3_5xFAD_cereb_O3on_01,924.8 -> 625.5
4942,TAG,38199.60252380371,"[TG(57:12),TG(56:5)]_FA18:1",926.8,627.5,11292023_FAD185_M3_5xFAD_cereb_O3on_01,926.8 -> 627.5
4943,TAG,66013.68535995483,"[TG(57:11),TG(56:4)]_FA18:1",928.8,629.5,11292023_FAD185_M3_5xFAD_cereb_O3on_01,928.8 -> 629.5
4944,TAG,33513.40240859985,"[TG(57:10),TG(56:3)]_FA18:1",930.6,631.5,11292023_FAD185_M3_5xFAD_cereb_O3on_01,930.6 -> 631.5
4945,TAG,44161.7830619812,"[TG(57:9),TG(56:2)]_FA18:1",932.9,633.6,11292023_FAD185_M3_5xFAD_cereb_O3on_01,932.9 -> 633.6
4946,TAG,25604.641815185547,"[TG(58:7),TG(57:0)]_FA18:1",950.9,651.6,11292023_FAD185_M3_5xFAD_cereb_O3on_01,950.9 -> 651.6
4947,TAG,24486.64176940918,"[TG(59:13),TG(58:6)]_FA18:1",952.8,653.5,11292023_FAD185_M3_5xFAD_cereb_O3on_01,952.8 -> 653.5
4948,TAG,24275.361785888672,"[TG(59:12),TG(58:5)]_FA18:1",954.8,655.5,11292023_FAD185_M3_5xFAD_cereb_O3on_01,954.8 -> 655.5
4949,TAG,26010.18186187744,"[TG(59:11),TG(58:4)]_FA18:1",956.9,657.6,11292023_FAD185_M3_5xFAD_cereb_O3on_01,956.9 -> 657.6
4950,,25032.30179214477,,584.4,437.3,11292023_FAD185_M3_5xFAD_cortex_O3on_01,584.4 -> 437.3
4951,,25755.641849517822,,612.4,437.3,11292023_FAD185_M3_5xFAD_cortex_O3on_01,612.4 -> 437.3
4952,,25294.461826324463,,622.5,503.4,11292023_FAD185_M3_5xFAD_cortex_O3on_01,622.5 -> 503.4
4953,,25692.221836090088,,624.5,505.4,11292023_FAD185_M3_5xFAD_cortex_O3on_01,624.5 -> 505.4
4954,,30827.842266082764,,626.5,437.3,11292023_FAD185_M3_5xFAD_cortex_O3on_01,626.5 -> 437.3
4955,,25583.04186630249,,650.5,503.4,11292023_FAD185_M3_5xFAD_cortex_O3on_01,650.5 -> 503.4
4956,,25038.16181564331,,652.5,505.4,11292023_FAD185_M3_5xFAD_cortex_O3on_01,652.5 -> 505.4
4957,,26317.84188842773,,654.5,437.3,11292023_FAD185_M3_5xFAD_cortex_O3on_01,654.5 -> 437.3
4958,,24807.3017578125,,664.6,503.4,11292023_FAD185_M3_5xFAD_cortex_O3on_01,664.6 -> 503.4
4959,,25833.301845550537,,666.6,505.4,11292023_FAD185_M3_5xFAD_cortex_O3on_01,666.6 -> 505.4
4960,,27397.481956481934,,692.6,503.4,11292023_FAD185_M3_5xFAD_cortex_O3on_01,692.6 -> 503.4
4961,,52877.503688812256,,694.6,505.4,11292023_FAD185_M3_5xFAD_cortex_O3on_01,694.6 -> 505.4
4962,,25662.32183074951,,694.6,547.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,694.6 -> 547.5
4963,,26138.641902923584,,702.5,583.4,11292023_FAD185_M3_5xFAD_cortex_O3on_01,702.5 -> 583.4
4964,,24996.30179977417,,714.6,567.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,714.6 -> 567.5
4965,,25901.561824798584,,716.6,571.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,716.6 -> 571.5
4966,,25302.88179397583,,718.6,599.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,718.6 -> 599.5
4967,,25103.541790008545,,722.7,547.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,722.7 -> 547.5
4968,,25105.781776428223,,730.5,583.4,11292023_FAD185_M3_5xFAD_cortex_O3on_01,730.5 -> 583.4
4969,,24874.181785583496,,730.6,583.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,730.6 -> 583.5
4970,TAG | DAG,39913.46292114258,"[TG(42:2)]_FA18:1 | DG(44:9),DG(43:2)_C18:1",736.6,437.3,11292023_FAD185_M3_5xFAD_cortex_O3on_01,736.6 -> 437.3
4971,,70734.50545501709,,736.7,547.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,736.7 -> 547.5
4972,,24364.741771698,,742.6,567.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,742.6 -> 567.5
4973,,25378.681854248047,,744.6,571.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,744.6 -> 571.5
4974,,25798.461875915527,,744.6,583.4,11292023_FAD185_M3_5xFAD_cortex_O3on_01,744.6 -> 583.4
4975,,24421.82176589966,,744.6,597.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,744.6 -> 597.5
4976,,24999.381732940677,,746.6,599.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,746.6 -> 599.5
4977,,25452.52183532715,,746.6,599.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,746.6 -> 599.5
4978,,24694.641761779785,,748.6,601.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,748.6 -> 601.5
4979,,25650.341835021973,,748.6,629.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,748.6 -> 629.5
4980,,24933.741806030277,,750.6,603.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,750.6 -> 603.5
4981,,24369.061771392822,,752.6,605.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,752.6 -> 605.5
4982,,24539.181762695312,,754.6,607.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,754.6 -> 607.5
4983,,26273.121864318848,,756.7,567.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,756.7 -> 567.5
4984,,39132.94277191162,,756.7,637.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,756.7 -> 637.6
4985,,25036.241790771484,,758.6,583.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,758.6 -> 583.5
4986,,25766.101890563965,,758.7,571.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,758.7 -> 571.5
4987,,27934.301986694336,,760.7,599.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,760.7 -> 599.5
4988,,24524.621795654297,,762.6,615.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,762.6 -> 615.5
4989,,25052.58177947998,,764.6,617.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,764.6 -> 617.5
4990,,27275.081970214844,,764.7,547.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,764.7 -> 547.5
4991,,24654.721725463867,,770.7,623.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,770.7 -> 623.6
4992,,24972.801795959476,,770.7,651.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,770.7 -> 651.6
4993,,24380.921783447266,,772.6,583.4,11292023_FAD185_M3_5xFAD_cortex_O3on_01,772.6 -> 583.4
4994,,24407.62182998657,,772.6,597.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,772.6 -> 597.5
4995,,24296.34180831909,,772.6,625.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,772.6 -> 625.5
4996,,24658.00180053711,,772.7,583.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,772.7 -> 583.5
4997,,24326.921730041504,,774.6,599.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,774.6 -> 599.5
4998,,24965.98178100586,,774.6,627.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,774.6 -> 627.5
4999,TAG,25842.501949310303,[TG(45:4)]_FA16:1,774.7,503.4,11292023_FAD185_M3_5xFAD_cortex_O3on_01,774.7 -> 503.4
5000,,24594.62177658081,,776.6,601.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,776.6 -> 601.5
5001,,24711.52177810669,,776.6,629.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,776.6 -> 629.5
5002,,24211.001754760742,,776.6,629.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,776.6 -> 629.5
5003,TAG,33468.76237487793,[TG(45:3)]_FA16:1,776.7,505.4,11292023_FAD185_M3_5xFAD_cortex_O3on_01,776.7 -> 505.4
5004,,24885.221767425537,,778.6,603.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,778.6 -> 603.5
5005,,24860.76177597046,,778.6,631.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,778.6 -> 631.5
5006,,25195.54181289673,,780.7,605.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,780.7 -> 605.5
5007,,24260.3017578125,,780.7,633.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,780.7 -> 633.6
5008,,32209.422203063965,,782.6,607.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,782.6 -> 607.5
5009,,25234.56177520752,,784.7,567.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,784.7 -> 567.5
5010,,24593.88178253174,,784.7,637.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,784.7 -> 637.6
5011,,24634.76174545288,,786.7,571.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,786.7 -> 571.5
5012,,29630.422145843502,,786.7,597.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,786.7 -> 597.5
5013,,143100.94960784912,,788.7,599.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,788.7 -> 599.5
5014,,138409.86866378784,,788.7,599.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,788.7 -> 599.5
5015,,24165.00170898437,,790.6,615.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,790.6 -> 615.5
5016,,358567.88597106934,,790.7,601.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,790.7 -> 601.5
5017,,24388.501792907715,,790.7,629.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,790.7 -> 629.5
5018,,24126.62171173096,,792.6,617.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,792.6 -> 617.5
5019,,298334.16065979004,,792.7,603.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,792.7 -> 603.5
5020,,76420.84609603882,,794.7,605.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,794.7 -> 605.5
5021,,27924.06200027466,,796.7,607.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,796.7 -> 607.5
5022,,24269.301776885983,,798.7,623.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,798.7 -> 623.6
5023,,24387.101753234863,,798.7,651.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,798.7 -> 651.6
5024,,24537.361766815186,,798.7,651.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,798.7 -> 651.6
5025,,24695.80172729492,,798.8,637.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,798.8 -> 637.6
5026,,24248.40169906616,,800.6,625.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,800.6 -> 625.5
5027,,24691.161811828613,,800.6,653.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,800.6 -> 653.5
5028,,24171.701751708984,,800.7,583.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,800.7 -> 583.5
5029,,24088.221755981445,,802.6,627.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,802.6 -> 627.5
5030,,24118.36178970337,,802.6,655.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,802.6 -> 655.5
5031,,24525.16177368164,,804.6,629.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,804.6 -> 629.5
5032,,29538.62205886841,,804.7,615.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,804.7 -> 615.5
5033,,24289.98175048828,,804.7,657.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,804.7 -> 657.6
5034,,24095.801723480225,,806.6,631.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,806.6 -> 631.5
5035,,34848.16231536865,,806.7,617.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,806.7 -> 617.5
5036,,24388.72177505493,,808.7,633.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,808.7 -> 633.6
5037,,24425.54176712036,,812.8,623.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,812.8 -> 623.6
5038,,24513.42177200317,,812.8,651.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,812.8 -> 651.6
5039,,24890.801776885983,,814.7,597.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,814.7 -> 597.5
5040,,25027.02183151245,,814.7,625.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,814.7 -> 625.5
5041,,29446.86207962036,,816.7,599.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,816.7 -> 599.5
5042,,27674.022010803223,,816.7,627.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,816.7 -> 627.5
5043,,42945.44298171997,,818.7,601.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,818.7 -> 601.5
5044,,30768.742221832275,,818.7,629.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,818.7 -> 629.5
5045,,31206.082153320312,,818.7,629.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,818.7 -> 629.5
5046,,41863.762855529785,,820.7,603.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,820.7 -> 603.5
5047,,34681.08253097534,,820.7,631.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,820.7 -> 631.5
5048,,28033.862014770508,,822.7,605.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,822.7 -> 605.5
5049,,28348.281978607178,,822.8,633.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,822.8 -> 633.6
5050,,25053.76177597046,,824.7,607.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,824.7 -> 607.5
5051,,24415.701736450195,,826.7,651.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,826.7 -> 651.6
5052,,24428.881755828857,,826.8,637.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,826.8 -> 637.6
5053,,24271.40174484253,,828.6,653.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,828.6 -> 653.5
5054,,24227.941738128666,,830.6,655.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,830.6 -> 655.5
5055,,24796.001747131348,,832.7,615.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,832.7 -> 615.5
5056,,24516.0018119812,,832.7,657.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,832.7 -> 657.6
5057,,24572.421756744385,,834.7,617.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,834.7 -> 617.5
5058,,24525.341709136963,,840.8,623.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,840.8 -> 623.6
5059,,24445.281730651852,,840.8,651.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,840.8 -> 651.6
5060,,24426.461780548096,,840.8,651.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,840.8 -> 651.6
5061,,24903.421745300293,,842.7,625.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,842.7 -> 625.5
5062,,24367.82177734375,,842.7,653.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,842.7 -> 653.5
5063,,24322.401741027832,,844.7,627.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,844.7 -> 627.5
5064,,24258.06175994873,,844.7,655.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,844.7 -> 655.5
5065,,24303.16173171997,,846.7,629.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,846.7 -> 629.5
5066,TAG,82442.70571517944,[TG(50:3)]_FA18:1,846.8,547.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,846.8 -> 547.5
5067,,25434.261795043945,,846.8,657.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,846.8 -> 657.6
5068,,24311.54169845581,,848.7,631.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,848.7 -> 631.5
5069,,24340.48177719116,,850.8,633.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,850.8 -> 633.6
5070,TAG,46086.44376373291,[TG(51:6)]_FA16:1,854.7,583.4,11292023_FAD185_M3_5xFAD_cortex_O3on_01,854.7 -> 583.4
5071,TAG,24520.761753082275,"[TG(52:7),TG(51:0)]_FA18:1",866.8,567.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,866.8 -> 567.5
5072,TAG,31743.622318267822,[TG(52:6)]_FA18:2,868.8,571.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,868.8 -> 571.5
5073,,24815.6018409729,,868.8,651.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,868.8 -> 651.6
5074,,24410.261768341064,,870.7,653.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,870.7 -> 653.5
5075,TAG,72894.84503555298,[TG(52:5)]_FA16:1,870.8,599.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,870.8 -> 599.5
5076,,24094.021697998047,,872.7,655.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,872.7 -> 655.5
5077,,24248.401748657227,,874.8,657.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,874.8 -> 657.6
5078,TAG,24818.30173110962,[TG(53:6)]_FA18:1,882.8,583.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,882.8 -> 583.5
5079,TAG,44759.16333770752,[TG(54:6)]_FA18:1,896.8,597.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,896.8 -> 597.5
5080,TAG,236160.2366065979,[TG(54:5)]_FA18:1,898.8,599.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,898.8 -> 599.5
5081,TAG,616619.6038665771,"[TG(55:11),TG(54:4)]_FA18:1",900.8,601.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,900.8 -> 601.5
5082,TAG,25230.241847991943,"[TG(55:11),TG(54:4)]_FA16:1",900.8,629.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,900.8 -> 629.5
5083,TAG,428627.9383125305,"[TG(55:10),TG(54:3)]_FA18:1",902.8,603.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,902.8 -> 603.5
5084,TAG,96536.1482963562,"[TG(55:9),TG(54:2)]_FA18:1",904.8,605.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,904.8 -> 605.5
5085,TAG,28824.10201644897,"[TG(55:8),TG(54:1)]_FA18:1",906.8,607.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,906.8 -> 607.5
5086,TAG,24718.76180648804,"[TG(55:7),TG(54:0)]_FA16:1",908.9,637.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,908.9 -> 637.6
5087,TAG,27922.521965026852,"[TG(56:11),TG(55:4)]_FA18:1",914.8,615.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,914.8 -> 615.5
5088,TAG,30428.5022354126,"[TG(56:10),TG(55:3)]_FA18:1",916.8,617.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,916.8 -> 617.5
5089,TAG,24859.5217628479,"[TG(56:7),TG(55:0)]_FA18:1",922.9,623.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,922.9 -> 623.6
5090,TAG,24284.20176315308,"[TG(56:7),TG(55:0)]_FA16:1",922.9,651.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,922.9 -> 651.6
5091,TAG,24941.66181564331,[TG(56:6)]_FA18:1,924.8,625.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,924.8 -> 625.5
5092,TAG,28547.522079467773,"[TG(57:12),TG(56:5)]_FA18:1",926.8,627.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,926.8 -> 627.5
5093,TAG,33296.642391204834,"[TG(57:11),TG(56:4)]_FA18:1",928.8,629.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,928.8 -> 629.5
5094,TAG,27849.621967315677,"[TG(57:10),TG(56:3)]_FA18:1",930.6,631.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,930.6 -> 631.5
5095,TAG,28100.84206390381,"[TG(57:9),TG(56:2)]_FA18:1",932.9,633.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,932.9 -> 633.6
5096,TAG,24356.70175552368,"[TG(58:7),TG(57:0)]_FA18:1",950.9,651.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,950.9 -> 651.6
5097,TAG,24926.86178207397,"[TG(59:13),TG(58:6)]_FA18:1",952.8,653.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,952.8 -> 653.5
5098,TAG,24354.761741638184,"[TG(59:12),TG(58:5)]_FA18:1",954.8,655.5,11292023_FAD185_M3_5xFAD_cortex_O3on_01,954.8 -> 655.5
5099,TAG,26381.461936950684,"[TG(59:11),TG(58:4)]_FA18:1",956.9,657.6,11292023_FAD185_M3_5xFAD_cortex_O3on_01,956.9 -> 657.6
5100,,24898.24179840088,,584.4,437.3,11292023_FAD185_M3_5xFAD_dienc_O3on_01,584.4 -> 437.3
5101,,24718.401782989506,,612.4,437.3,11292023_FAD185_M3_5xFAD_dienc_O3on_01,612.4 -> 437.3
5102,,24331.701694488525,,622.5,503.4,11292023_FAD185_M3_5xFAD_dienc_O3on_01,622.5 -> 503.4
5103,,24364.9817237854,,624.5,505.4,11292023_FAD185_M3_5xFAD_dienc_O3on_01,624.5 -> 505.4
5104,,24899.66178894043,,626.5,437.3,11292023_FAD185_M3_5xFAD_dienc_O3on_01,626.5 -> 437.3
5105,,24246.30170059204,,650.5,503.4,11292023_FAD185_M3_5xFAD_dienc_O3on_01,650.5 -> 503.4
5106,,24034.42169189453,,652.5,505.4,11292023_FAD185_M3_5xFAD_dienc_O3on_01,652.5 -> 505.4
5107,,24339.121726989742,,654.5,437.3,11292023_FAD185_M3_5xFAD_dienc_O3on_01,654.5 -> 437.3
5108,,24104.581714630127,,664.6,503.4,11292023_FAD185_M3_5xFAD_dienc_O3on_01,664.6 -> 503.4
