,Class,Intensity,Lipid,Parent_Ion,Product_Ion,Sample_ID,Transition
2488,,24206.18170166016,,812.8,651.6,11282023_FAD189_M3_WT_cereb_O3on_01,812.8 -> 651.6
2489,,24012.40166091919,,814.7,597.5,11282023_FAD189_M3_WT_cereb_O3on_01,814.7 -> 597.5
2490,,25076.50177001953,,814.7,625.5,11282023_FAD189_M3_WT_cereb_O3on_01,814.7 -> 625.5
2491,,25782.001834869385,,816.7,599.5,11282023_FAD189_M3_WT_cereb_O3on_01,816.7 -> 599.5
2492,,24458.721740722656,,816.7,627.5,11282023_FAD189_M3_WT_cereb_O3on_01,816.7 -> 627.5
2493,,30365.4621925354,,818.7,601.5,11282023_FAD189_M3_WT_cereb_O3on_01,818.7 -> 601.5
2494,,25405.94179916382,,818.7,629.5,11282023_FAD189_M3_WT_cereb_O3on_01,818.7 -> 629.5
2495,,24913.58177947998,,818.7,629.5,11282023_FAD189_M3_WT_cereb_O3on_01,818.7 -> 629.5
2496,,31401.422382354736,,820.7,603.5,11282023_FAD189_M3_WT_cereb_O3on_01,820.7 -> 603.5
2497,,26117.42184829712,,820.7,631.5,11282023_FAD189_M3_WT_cereb_O3on_01,820.7 -> 631.5
2498,,26265.24189376831,,822.7,605.5,11282023_FAD189_M3_WT_cereb_O3on_01,822.7 -> 605.5
2499,,25721.54179763794,,822.8,633.6,11282023_FAD189_M3_WT_cereb_O3on_01,822.8 -> 633.6
2500,,24431.961738586426,,824.7,607.5,11282023_FAD189_M3_WT_cereb_O3on_01,824.7 -> 607.5
2501,,23733.001655578613,,826.7,651.6,11282023_FAD189_M3_WT_cereb_O3on_01,826.7 -> 651.6
2502,,24137.681720733643,,826.8,637.6,11282023_FAD189_M3_WT_cereb_O3on_01,826.8 -> 637.6
2503,,23693.3816947937,,828.6,653.5,11282023_FAD189_M3_WT_cereb_O3on_01,828.6 -> 653.5
2504,,23826.081699371334,,830.6,655.5,11282023_FAD189_M3_WT_cereb_O3on_01,830.6 -> 655.5
2505,,23948.821662902832,,832.7,615.5,11282023_FAD189_M3_WT_cereb_O3on_01,832.7 -> 615.5
2506,,23673.021633148197,,832.7,657.6,11282023_FAD189_M3_WT_cereb_O3on_01,832.7 -> 657.6
2507,,24130.48175430298,,834.7,617.5,11282023_FAD189_M3_WT_cereb_O3on_01,834.7 -> 617.5
2508,,24123.30170059204,,840.8,623.6,11282023_FAD189_M3_WT_cereb_O3on_01,840.8 -> 623.6
2509,,23715.64168548584,,840.8,651.6,11282023_FAD189_M3_WT_cereb_O3on_01,840.8 -> 651.6
2510,,24038.701690673828,,840.8,651.6,11282023_FAD189_M3_WT_cereb_O3on_01,840.8 -> 651.6
2511,,23921.94171524048,,842.7,625.5,11282023_FAD189_M3_WT_cereb_O3on_01,842.7 -> 625.5
2512,,23710.38166809082,,842.7,653.5,11282023_FAD189_M3_WT_cereb_O3on_01,842.7 -> 653.5
2513,,23874.801692962646,,844.7,627.5,11282023_FAD189_M3_WT_cereb_O3on_01,844.7 -> 627.5
2514,,23862.461681365967,,844.7,655.5,11282023_FAD189_M3_WT_cereb_O3on_01,844.7 -> 655.5
2515,,23846.001640319824,,846.7,629.5,11282023_FAD189_M3_WT_cereb_O3on_01,846.7 -> 629.5
2516,TAG,84373.80602264404,[TG(50:3)]_FA18:1,846.8,547.5,11282023_FAD189_M3_WT_cereb_O3on_01,846.8 -> 547.5
2517,,24316.74172592163,,846.8,657.6,11282023_FAD189_M3_WT_cereb_O3on_01,846.8 -> 657.6
2518,,24024.86170578003,,848.7,631.5,11282023_FAD189_M3_WT_cereb_O3on_01,848.7 -> 631.5
2519,,24220.40173721313,,850.8,633.6,11282023_FAD189_M3_WT_cereb_O3on_01,850.8 -> 633.6
2520,TAG,42160.543128967285,[TG(51:6)]_FA16:1,854.7,583.4,11282023_FAD189_M3_WT_cereb_O3on_01,854.7 -> 583.4
2521,TAG,23891.56167602539,"[TG(52:7),TG(51:0)]_FA18:1",866.8,567.5,11282023_FAD189_M3_WT_cereb_O3on_01,866.8 -> 567.5
2522,TAG,25035.06172180176,[TG(52:6)]_FA18:2,868.8,571.5,11282023_FAD189_M3_WT_cereb_O3on_01,868.8 -> 571.5
2523,,23888.12169265747,,868.8,651.6,11282023_FAD189_M3_WT_cereb_O3on_01,868.8 -> 651.6
2524,,23698.42164993286,,870.7,653.5,11282023_FAD189_M3_WT_cereb_O3on_01,870.7 -> 653.5
2525,TAG,36866.202503204346,[TG(52:5)]_FA16:1,870.8,599.5,11282023_FAD189_M3_WT_cereb_O3on_01,870.8 -> 599.5
2526,,23817.74169921875,,872.7,655.5,11282023_FAD189_M3_WT_cereb_O3on_01,872.7 -> 655.5
2527,,23817.021686553955,,874.8,657.6,11282023_FAD189_M3_WT_cereb_O3on_01,874.8 -> 657.6
2528,TAG,24105.081665039062,[TG(53:6)]_FA18:1,882.8,583.5,11282023_FAD189_M3_WT_cereb_O3on_01,882.8 -> 583.5
2529,TAG,28948.502056121823,[TG(54:6)]_FA18:1,896.8,597.5,11282023_FAD189_M3_WT_cereb_O3on_01,896.8 -> 597.5
2530,TAG,85633.02600479126,[TG(54:5)]_FA18:1,898.8,599.5,11282023_FAD189_M3_WT_cereb_O3on_01,898.8 -> 599.5
2531,TAG,144363.61017608643,"[TG(55:11),TG(54:4)]_FA18:1",900.8,601.5,11282023_FAD189_M3_WT_cereb_O3on_01,900.8 -> 601.5
2532,TAG,24183.60171508789,"[TG(55:11),TG(54:4)]_FA16:1",900.8,629.5,11282023_FAD189_M3_WT_cereb_O3on_01,900.8 -> 629.5
2533,TAG,343348.2835388184,"[TG(55:10),TG(54:3)]_FA18:1",902.8,603.5,11282023_FAD189_M3_WT_cereb_O3on_01,902.8 -> 603.5
2534,TAG,118907.02890396118,"[TG(55:9),TG(54:2)]_FA18:1",904.8,605.5,11282023_FAD189_M3_WT_cereb_O3on_01,904.8 -> 605.5
2535,TAG,35291.52267456055,"[TG(55:8),TG(54:1)]_FA18:1",906.8,607.5,11282023_FAD189_M3_WT_cereb_O3on_01,906.8 -> 607.5
2536,TAG,23979.84169006348,"[TG(55:7),TG(54:0)]_FA16:1",908.9,637.6,11282023_FAD189_M3_WT_cereb_O3on_01,908.9 -> 637.6
2537,TAG,23943.70171737671,"[TG(56:11),TG(55:4)]_FA18:1",914.8,615.5,11282023_FAD189_M3_WT_cereb_O3on_01,914.8 -> 615.5
2538,TAG,24723.501762390137,"[TG(56:10),TG(55:3)]_FA18:1",916.8,617.5,11282023_FAD189_M3_WT_cereb_O3on_01,916.8 -> 617.5
2539,TAG,24486.80172729492,"[TG(56:7),TG(55:0)]_FA18:1",922.9,623.6,11282023_FAD189_M3_WT_cereb_O3on_01,922.9 -> 623.6
2540,TAG,23669.801651000977,"[TG(56:7),TG(55:0)]_FA16:1",922.9,651.6,11282023_FAD189_M3_WT_cereb_O3on_01,922.9 -> 651.6
2541,TAG,24862.441738128666,[TG(56:6)]_FA18:1,924.8,625.5,11282023_FAD189_M3_WT_cereb_O3on_01,924.8 -> 625.5
2542,TAG,25497.521755218502,"[TG(57:12),TG(56:5)]_FA18:1",926.8,627.5,11282023_FAD189_M3_WT_cereb_O3on_01,926.8 -> 627.5
2543,TAG,28569.902004241943,"[TG(57:11),TG(56:4)]_FA18:1",928.8,629.5,11282023_FAD189_M3_WT_cereb_O3on_01,928.8 -> 629.5
2544,TAG,24989.94179916382,"[TG(57:10),TG(56:3)]_FA18:1",930.6,631.5,11282023_FAD189_M3_WT_cereb_O3on_01,930.6 -> 631.5
2545,TAG,28475.962028503414,"[TG(57:9),TG(56:2)]_FA18:1",932.9,633.6,11282023_FAD189_M3_WT_cereb_O3on_01,932.9 -> 633.6
2546,TAG,24367.04168701172,"[TG(58:7),TG(57:0)]_FA18:1",950.9,651.6,11282023_FAD189_M3_WT_cereb_O3on_01,950.9 -> 651.6
2547,TAG,24014.24169921875,"[TG(59:13),TG(58:6)]_FA18:1",952.8,653.5,11282023_FAD189_M3_WT_cereb_O3on_01,952.8 -> 653.5
2548,TAG,23803.68166732788,"[TG(59:12),TG(58:5)]_FA18:1",954.8,655.5,11282023_FAD189_M3_WT_cereb_O3on_01,954.8 -> 655.5
2549,TAG,24007.141624450684,"[TG(59:11),TG(58:4)]_FA18:1",956.9,657.6,11282023_FAD189_M3_WT_cereb_O3on_01,956.9 -> 657.6
2550,,24113.021686553955,,584.4,437.3,11282023_FAD189_M3_WT_cortex_O3on_01,584.4 -> 437.3
2551,,24331.40167236328,,612.4,437.3,11282023_FAD189_M3_WT_cortex_O3on_01,612.4 -> 437.3
2552,,24825.101718902588,,622.5,503.4,11282023_FAD189_M3_WT_cortex_O3on_01,622.5 -> 503.4
2553,,25273.04179382324,,624.5,505.4,11282023_FAD189_M3_WT_cortex_O3on_01,624.5 -> 505.4
2554,,28082.92200088501,,626.5,437.3,11282023_FAD189_M3_WT_cortex_O3on_01,626.5 -> 437.3
2555,,24338.921672821045,,650.5,503.4,11282023_FAD189_M3_WT_cortex_O3on_01,650.5 -> 503.4
2556,,24073.94169235229,,652.5,505.4,11282023_FAD189_M3_WT_cortex_O3on_01,652.5 -> 505.4
2557,,24105.80168533325,,654.5,437.3,11282023_FAD189_M3_WT_cortex_O3on_01,654.5 -> 437.3
2558,,24108.06167602539,,664.6,503.4,11282023_FAD189_M3_WT_cortex_O3on_01,664.6 -> 503.4
2559,,24475.921726226807,,666.6,505.4,11282023_FAD189_M3_WT_cortex_O3on_01,666.6 -> 505.4
2560,,25109.00177001953,,692.6,503.4,11282023_FAD189_M3_WT_cortex_O3on_01,692.6 -> 503.4
2561,,58729.08360290527,,694.6,505.4,11282023_FAD189_M3_WT_cortex_O3on_01,694.6 -> 505.4
2562,,25525.82179641724,,694.6,547.5,11282023_FAD189_M3_WT_cortex_O3on_01,694.6 -> 547.5
2563,,23945.40167236328,,702.5,583.4,11282023_FAD189_M3_WT_cortex_O3on_01,702.5 -> 583.4
2564,,23760.66167068481,,714.6,567.5,11282023_FAD189_M3_WT_cortex_O3on_01,714.6 -> 567.5
2565,,23748.381690979004,,716.6,571.5,11282023_FAD189_M3_WT_cortex_O3on_01,716.6 -> 571.5
2566,,24591.96171951294,,718.6,599.5,11282023_FAD189_M3_WT_cortex_O3on_01,718.6 -> 599.5
2567,,26270.02186203003,,722.7,547.5,11282023_FAD189_M3_WT_cortex_O3on_01,722.7 -> 547.5
2568,,24276.5417137146,,730.5,583.4,11282023_FAD189_M3_WT_cortex_O3on_01,730.5 -> 583.4
2569,,25728.00182723999,,730.6,583.5,11282023_FAD189_M3_WT_cortex_O3on_01,730.6 -> 583.5
2570,TAG | DAG,38578.12259674072,"[TG(42:2)]_FA18:1 | DG(44:9),DG(43:2)_C18:1",736.6,437.3,11282023_FAD189_M3_WT_cortex_O3on_01,736.6 -> 437.3
2571,,122899.58828735352,,736.7,547.5,11282023_FAD189_M3_WT_cortex_O3on_01,736.7 -> 547.5
2572,,24102.92166519165,,742.6,567.5,11282023_FAD189_M3_WT_cortex_O3on_01,742.6 -> 567.5
2573,,23848.70164489746,,744.6,571.5,11282023_FAD189_M3_WT_cortex_O3on_01,744.6 -> 571.5
2574,,23794.341648101807,,744.6,583.4,11282023_FAD189_M3_WT_cortex_O3on_01,744.6 -> 583.4
2575,,23852.281688690186,,744.6,597.5,11282023_FAD189_M3_WT_cortex_O3on_01,744.6 -> 597.5
2576,,24756.161769866943,,746.6,599.5,11282023_FAD189_M3_WT_cortex_O3on_01,746.6 -> 599.5
2577,,24603.101753234863,,746.6,599.5,11282023_FAD189_M3_WT_cortex_O3on_01,746.6 -> 599.5
2578,,24518.701721191406,,748.6,601.5,11282023_FAD189_M3_WT_cortex_O3on_01,748.6 -> 601.5
2579,,23964.54166030884,,748.6,629.5,11282023_FAD189_M3_WT_cortex_O3on_01,748.6 -> 629.5
2580,,25868.341815948486,,750.6,603.5,11282023_FAD189_M3_WT_cortex_O3on_01,750.6 -> 603.5
2581,,24516.12171936035,,752.6,605.5,11282023_FAD189_M3_WT_cortex_O3on_01,752.6 -> 605.5
2582,,24998.141761779785,,754.6,607.5,11282023_FAD189_M3_WT_cortex_O3on_01,754.6 -> 607.5
2583,,23960.82167816162,,756.7,567.5,11282023_FAD189_M3_WT_cortex_O3on_01,756.7 -> 567.5
2584,,27157.021900177,,756.7,637.6,11282023_FAD189_M3_WT_cortex_O3on_01,756.7 -> 637.6
2585,,23819.281658172607,,758.6,583.5,11282023_FAD189_M3_WT_cortex_O3on_01,758.6 -> 583.5
2586,,23990.60168838501,,758.7,571.5,11282023_FAD189_M3_WT_cortex_O3on_01,758.7 -> 571.5
2587,,28842.202060699463,,760.7,599.5,11282023_FAD189_M3_WT_cortex_O3on_01,760.7 -> 599.5
2588,,24192.481700897217,,762.6,615.5,11282023_FAD189_M3_WT_cortex_O3on_01,762.6 -> 615.5
2589,,23898.841709136963,,764.6,617.5,11282023_FAD189_M3_WT_cortex_O3on_01,764.6 -> 617.5
2590,,25736.961837768555,,764.7,547.5,11282023_FAD189_M3_WT_cortex_O3on_01,764.7 -> 547.5
2591,,23761.681640625,,770.7,623.6,11282023_FAD189_M3_WT_cortex_O3on_01,770.7 -> 623.6
2592,,23721.601665496823,,770.7,651.6,11282023_FAD189_M3_WT_cortex_O3on_01,770.7 -> 651.6
2593,,23890.941703796387,,772.6,583.4,11282023_FAD189_M3_WT_cortex_O3on_01,772.6 -> 583.4
2594,,23699.121646881104,,772.6,597.5,11282023_FAD189_M3_WT_cortex_O3on_01,772.6 -> 597.5
2595,,23724.88164138794,,772.6,625.5,11282023_FAD189_M3_WT_cortex_O3on_01,772.6 -> 625.5
2596,,23828.54168701172,,772.7,583.5,11282023_FAD189_M3_WT_cortex_O3on_01,772.7 -> 583.5
2597,,24427.90171813965,,774.6,599.5,11282023_FAD189_M3_WT_cortex_O3on_01,774.6 -> 599.5
2598,,24047.68170928955,,774.6,627.5,11282023_FAD189_M3_WT_cortex_O3on_01,774.6 -> 627.5
2599,TAG,25581.381774902344,[TG(45:4)]_FA16:1,774.7,503.4,11282023_FAD189_M3_WT_cortex_O3on_01,774.7 -> 503.4
2600,,24034.36170196533,,776.6,601.5,11282023_FAD189_M3_WT_cortex_O3on_01,776.6 -> 601.5
2601,,23677.141689300537,,776.6,629.5,11282023_FAD189_M3_WT_cortex_O3on_01,776.6 -> 629.5
2602,,23870.16167449951,,776.6,629.5,11282023_FAD189_M3_WT_cortex_O3on_01,776.6 -> 629.5
2603,TAG,61577.96481323242,[TG(45:3)]_FA16:1,776.7,505.4,11282023_FAD189_M3_WT_cortex_O3on_01,776.7 -> 505.4
2604,,24172.10164642334,,778.6,603.5,11282023_FAD189_M3_WT_cortex_O3on_01,778.6 -> 603.5
2605,,23838.04162597656,,778.6,631.5,11282023_FAD189_M3_WT_cortex_O3on_01,778.6 -> 631.5
2606,,24828.961681365967,,780.7,605.5,11282023_FAD189_M3_WT_cortex_O3on_01,780.7 -> 605.5
2607,,24840.121696472168,,780.7,633.6,11282023_FAD189_M3_WT_cortex_O3on_01,780.7 -> 633.6
2608,,28471.36199569702,,782.6,607.5,11282023_FAD189_M3_WT_cortex_O3on_01,782.6 -> 607.5
2609,,24373.86171722412,,784.7,567.5,11282023_FAD189_M3_WT_cortex_O3on_01,784.7 -> 567.5
2610,,23720.64163208008,,784.7,637.6,11282023_FAD189_M3_WT_cortex_O3on_01,784.7 -> 637.6
2611,,24065.701721191406,,786.7,571.5,11282023_FAD189_M3_WT_cortex_O3on_01,786.7 -> 571.5
2612,,29175.14200592041,,786.7,597.5,11282023_FAD189_M3_WT_cortex_O3on_01,786.7 -> 597.5
2613,,110408.9478378296,,788.7,599.5,11282023_FAD189_M3_WT_cortex_O3on_01,788.7 -> 599.5
2614,,109643.30708312988,,788.7,599.5,11282023_FAD189_M3_WT_cortex_O3on_01,788.7 -> 599.5
2615,,23752.40163803101,,790.6,615.5,11282023_FAD189_M3_WT_cortex_O3on_01,790.6 -> 615.5
2616,,225422.81895828247,,790.7,601.5,11282023_FAD189_M3_WT_cortex_O3on_01,790.7 -> 601.5
2617,,23914.121654510494,,790.7,629.5,11282023_FAD189_M3_WT_cortex_O3on_01,790.7 -> 629.5
2618,,23699.16163635254,,792.6,617.5,11282023_FAD189_M3_WT_cortex_O3on_01,792.6 -> 617.5
2619,,340154.5678215027,,792.7,603.5,11282023_FAD189_M3_WT_cortex_O3on_01,792.7 -> 603.5
2620,,85426.6660118103,,794.7,605.5,11282023_FAD189_M3_WT_cortex_O3on_01,794.7 -> 605.5
2621,,32063.72218704224,,796.7,607.5,11282023_FAD189_M3_WT_cortex_O3on_01,796.7 -> 607.5
2622,,23780.061668396,,798.7,623.6,11282023_FAD189_M3_WT_cortex_O3on_01,798.7 -> 623.6
2623,,23837.84169769287,,798.7,651.6,11282023_FAD189_M3_WT_cortex_O3on_01,798.7 -> 651.6
2624,,23876.34168243408,,798.7,651.6,11282023_FAD189_M3_WT_cortex_O3on_01,798.7 -> 651.6
2625,,24240.52170562744,,798.8,637.6,11282023_FAD189_M3_WT_cortex_O3on_01,798.8 -> 637.6
2626,,23860.70167160034,,800.6,625.5,11282023_FAD189_M3_WT_cortex_O3on_01,800.6 -> 625.5
2627,,23823.8016166687,,800.6,653.5,11282023_FAD189_M3_WT_cortex_O3on_01,800.6 -> 653.5
2628,,23821.16166305542,,800.7,583.5,11282023_FAD189_M3_WT_cortex_O3on_01,800.7 -> 583.5
2629,,23874.861667633057,,802.6,627.5,11282023_FAD189_M3_WT_cortex_O3on_01,802.6 -> 627.5
2630,,23921.8416595459,,802.6,655.5,11282023_FAD189_M3_WT_cortex_O3on_01,802.6 -> 655.5
2631,,23671.641677856445,,804.6,629.5,11282023_FAD189_M3_WT_cortex_O3on_01,804.6 -> 629.5
2632,,27050.2419090271,,804.7,615.5,11282023_FAD189_M3_WT_cortex_O3on_01,804.7 -> 615.5
2633,,23834.08168411255,,804.7,657.6,11282023_FAD189_M3_WT_cortex_O3on_01,804.7 -> 657.6
2634,,23803.701667785645,,806.6,631.5,11282023_FAD189_M3_WT_cortex_O3on_01,806.6 -> 631.5
2635,,27774.72191619873,,806.7,617.5,11282023_FAD189_M3_WT_cortex_O3on_01,806.7 -> 617.5
2636,,23960.10167694092,,808.7,633.6,11282023_FAD189_M3_WT_cortex_O3on_01,808.7 -> 633.6
2637,,24182.68170166016,,812.8,623.6,11282023_FAD189_M3_WT_cortex_O3on_01,812.8 -> 623.6
2638,,24067.02167129517,,812.8,651.6,11282023_FAD189_M3_WT_cortex_O3on_01,812.8 -> 651.6
2639,,24469.201683044437,,814.7,597.5,11282023_FAD189_M3_WT_cortex_O3on_01,814.7 -> 597.5
2640,,24826.72169494629,,814.7,625.5,11282023_FAD189_M3_WT_cortex_O3on_01,814.7 -> 625.5
2641,,27607.72199249268,,816.7,599.5,11282023_FAD189_M3_WT_cortex_O3on_01,816.7 -> 599.5
2642,,25365.98180770874,,816.7,627.5,11282023_FAD189_M3_WT_cortex_O3on_01,816.7 -> 627.5
2643,,40377.72268676758,,818.7,601.5,11282023_FAD189_M3_WT_cortex_O3on_01,818.7 -> 601.5
2644,,28298.32197189331,,818.7,629.5,11282023_FAD189_M3_WT_cortex_O3on_01,818.7 -> 629.5
2645,,28017.94194793701,,818.7,629.5,11282023_FAD189_M3_WT_cortex_O3on_01,818.7 -> 629.5
2646,,40107.62294006348,,820.7,603.5,11282023_FAD189_M3_WT_cortex_O3on_01,820.7 -> 603.5
2647,,29375.662113189697,,820.7,631.5,11282023_FAD189_M3_WT_cortex_O3on_01,820.7 -> 631.5
2648,,26752.121856689453,,822.7,605.5,11282023_FAD189_M3_WT_cortex_O3on_01,822.7 -> 605.5
2649,,26321.60188293457,,822.8,633.6,11282023_FAD189_M3_WT_cortex_O3on_01,822.8 -> 633.6
2650,,24357.50171661377,,824.7,607.5,11282023_FAD189_M3_WT_cortex_O3on_01,824.7 -> 607.5
2651,,23748.64163589477,,826.7,651.6,11282023_FAD189_M3_WT_cortex_O3on_01,826.7 -> 651.6
2652,,23961.58164215088,,826.8,637.6,11282023_FAD189_M3_WT_cortex_O3on_01,826.8 -> 637.6
2653,,23701.681594848636,,828.6,653.5,11282023_FAD189_M3_WT_cortex_O3on_01,828.6 -> 653.5
2654,,23767.50164413452,,830.6,655.5,11282023_FAD189_M3_WT_cortex_O3on_01,830.6 -> 655.5
2655,,24064.24171066284,,832.7,615.5,11282023_FAD189_M3_WT_cortex_O3on_01,832.7 -> 615.5
2656,,23735.98164749145,,832.7,657.6,11282023_FAD189_M3_WT_cortex_O3on_01,832.7 -> 657.6
2657,,26064.10181427002,,834.7,617.5,11282023_FAD189_M3_WT_cortex_O3on_01,834.7 -> 617.5
2658,,26779.10185623169,,840.8,623.6,11282023_FAD189_M3_WT_cortex_O3on_01,840.8 -> 623.6
2659,,24198.88175201416,,840.8,651.6,11282023_FAD189_M3_WT_cortex_O3on_01,840.8 -> 651.6
2660,,23933.341709136963,,840.8,651.6,11282023_FAD189_M3_WT_cortex_O3on_01,840.8 -> 651.6
2661,,24105.22171401977,,842.7,625.5,11282023_FAD189_M3_WT_cortex_O3on_01,842.7 -> 625.5
2662,,23910.621696472168,,842.7,653.5,11282023_FAD189_M3_WT_cortex_O3on_01,842.7 -> 653.5
2663,,23903.401683807373,,844.7,627.5,11282023_FAD189_M3_WT_cortex_O3on_01,844.7 -> 627.5
2664,,23662.541679382324,,844.7,655.5,11282023_FAD189_M3_WT_cortex_O3on_01,844.7 -> 655.5
2665,,24099.961681365967,,846.7,629.5,11282023_FAD189_M3_WT_cortex_O3on_01,846.7 -> 629.5
2666,TAG,139285.7897529602,[TG(50:3)]_FA18:1,846.8,547.5,11282023_FAD189_M3_WT_cortex_O3on_01,846.8 -> 547.5
2667,,24379.72172164917,,846.8,657.6,11282023_FAD189_M3_WT_cortex_O3on_01,846.8 -> 657.6
2668,,23944.00168228149,,848.7,631.5,11282023_FAD189_M3_WT_cortex_O3on_01,848.7 -> 631.5
2669,,23898.901664733887,,850.8,633.6,11282023_FAD189_M3_WT_cortex_O3on_01,850.8 -> 633.6
2670,TAG,49207.62350463867,[TG(51:6)]_FA16:1,854.7,583.4,11282023_FAD189_M3_WT_cortex_O3on_01,854.7 -> 583.4
2671,TAG,24110.441677093502,"[TG(52:7),TG(51:0)]_FA18:1",866.8,567.5,11282023_FAD189_M3_WT_cortex_O3on_01,866.8 -> 567.5
2672,TAG,27284.42194366455,[TG(52:6)]_FA18:2,868.8,571.5,11282023_FAD189_M3_WT_cortex_O3on_01,868.8 -> 571.5
2673,,24838.82176208496,,868.8,651.6,11282023_FAD189_M3_WT_cortex_O3on_01,868.8 -> 651.6
2674,,23665.321685791016,,870.7,653.5,11282023_FAD189_M3_WT_cortex_O3on_01,870.7 -> 653.5
2675,TAG,97980.52862167358,[TG(52:5)]_FA16:1,870.8,599.5,11282023_FAD189_M3_WT_cortex_O3on_01,870.8 -> 599.5
2676,,23710.281692504883,,872.7,655.5,11282023_FAD189_M3_WT_cortex_O3on_01,872.7 -> 655.5
2677,,23843.10165786743,,874.8,657.6,11282023_FAD189_M3_WT_cortex_O3on_01,874.8 -> 657.6
2678,TAG,24201.84169769287,[TG(53:6)]_FA18:1,882.8,583.5,11282023_FAD189_M3_WT_cortex_O3on_01,882.8 -> 583.5
