Lipid,Sample_ID,db,Parent_Ion,Product_Ion,Retention_Time,OzESI_Intensity,Biology,Genotype,FAC,TG,Group,Max_Intensity,Cluster_RT,Cluster_Ground_Truth_Dif,Area,Area_DDT,Area_DDT_Ratio,Mouse,SLBG_group
[TG(52:5)]_FA16:1,11282023_FAD184_F3_WT_dienc_O3on_01,n-7,788.7,599.5,12.06,512.0,dienc,WT,FA16:1,TG(52:5),131,512.0,12.059600000000001,0.05960000000000143,36.0,24.0,0.0,FAD184_F3,18
[TG(52:5)]_FA16:1,11282023_FAD185_M4_WT_dienc_O3on_01,n-7,788.7,599.5,12.02,1840.0,dienc,WT,FA16:1,TG(52:5),133,1840.0,12.015166666666667,0.015166666666667439,154.0,159.0,0.0,FAD185_M4,21
[TG(52:5)]_FA16:1,11282023_FAD189_M3_WT_dienc_O3on_01,n-7,788.7,599.5,12.02,1849.0,dienc,WT,FA16:1,TG(52:5),134,1849.0,12.015450000000001,0.015450000000001296,201.0,190.0,0.0,FAD189_M3,25
[TG(52:5)]_FA16:1,11282023_FAD185_M4_WT_hippo_O3on_01,n-7,788.7,599.5,12.06,539.0,hippo,WT,FA16:1,TG(52:5),138,539.0,12.059883333333334,0.05988333333333351,77.0,87.0,0.0,FAD185_M4,22
[TG(50:3)]_FA18:1,11282023_DOD94_F3_WT_cereb_O3on_01,n-9,736.7,547.5,13.32,559.0,cereb,WT,FA18:1,TG(50:3),60,559.0,13.3156,0.01440000000000019,121.0,110.0,,DOD94_F3,0
[TG(50:3)]_FA18:1,11282023_FAD184_F4_WT_cereb_O3on_01,n-9,736.7,547.5,13.36,665.0,cereb,WT,FA18:1,TG(50:3),62,665.0,13.360000000000001,0.030000000000001137,128.0,142.0,,FAD184_F4,5
[TG(50:3)]_FA18:1,11282023_FAD185_M4_WT_cereb_O3on_01,n-7,764.7,547.5,13.27,881.0,cereb,WT,FA18:1,TG(50:3),43,881.0,13.265583333333334,0.06441666666666634,87.0,56.0,15.38,FAD185_M4,7
[TG(50:3)]_FA18:1,11282023_FAD185_M4_WT_cereb_O3on_01,n-9,736.7,547.5,13.36,5801.0,cereb,WT,FA18:1,TG(50:3),63,5801.0,13.359983333333334,0.029983333333333917,1039.0,861.0,15.38,FAD185_M4,7
[TG(50:3)]_FA18:1,11282023_FAD189_M3_WT_cereb_O3on_01,n-9,736.7,547.5,13.36,1821.0,cereb,WT,FA18:1,TG(50:3),64,1821.0,13.360033333333334,0.0300333333333338,344.0,314.0,,FAD189_M3,11
[TG(50:3)]_FA18:1,11282023_FAD184_F3_WT_cortex_O3on_01,n-9,736.7,547.5,13.23,2524.0,cortex,WT,FA18:1,TG(50:3),66,2524.0,13.226783333333334,0.10321666666666651,437.0,318.0,,FAD184_F3,3
[TG(50:3)]_FA18:1,11282023_FAD185_M4_WT_cortex_O3on_01,n-7,764.7,547.5,13.18,413.0,cortex,WT,FA18:1,TG(50:3),48,413.0,13.176783333333335,0.15321666666666545,108.0,56.0,8.39,FAD185_M4,8
[TG(50:3)]_FA18:1,11282023_FAD185_M4_WT_cortex_O3on_01,n-9,736.7,547.5,13.36,3674.0,cortex,WT,FA18:1,TG(50:3),68,3674.0,13.360000000000001,0.030000000000001137,460.0,470.0,8.39,FAD185_M4,8
[TG(50:3)]_FA18:1,11282023_FAD189_M3_WT_cortex_O3on_01,n-10,722.7,547.5,13.3,402.0,cortex,WT,FA18:1,TG(50:3),9,402.0,13.3612,0.031200000000000117,32.0,26.0,,FAD189_M3,12
[TG(50:3)]_FA18:1,11282023_FAD189_M3_WT_cortex_O3on_01,n-9,736.7,547.5,13.32,6918.0,cortex,WT,FA18:1,TG(50:3),69,6918.0,13.3156,0.01440000000000019,1060.0,892.0,,FAD189_M3,12
[TG(50:3)]_FA18:1,11282023_DOD94_F3_WT_dienc_O3on_01,n-9,736.7,547.5,13.32,1334.0,dienc,WT,FA18:1,TG(50:3),70,1334.0,13.315616666666667,0.01438333333333297,178.0,195.0,,DOD94_F3,1
[TG(50:3)]_FA18:1,11282023_FAD184_F3_WT_dienc_O3on_01,n-9,736.7,547.5,13.18,686.0,dienc,WT,FA18:1,TG(50:3),71,686.0,13.182366666666667,0.14763333333333328,219.0,357.0,,FAD184_F3,4
[TG(50:3)]_FA18:1,11282023_FAD184_F4_WT_dienc_O3on_01,n-9,736.7,547.5,13.23,591.0,dienc,WT,FA18:1,TG(50:3),72,591.0,13.226783333333334,0.10321666666666651,99.0,154.0,,FAD184_F4,6
[TG(50:3)]_FA18:1,11282023_FAD185_M4_WT_dienc_O3on_01,n-9,736.7,547.5,13.23,424.0,dienc,WT,FA18:1,TG(50:3),73,424.0,13.226750000000001,0.10324999999999918,77.0,91.0,,FAD185_M4,9
[TG(50:3)]_FA18:1,11282023_FAD189_M3_WT_dienc_O3on_01,n-9,736.7,547.5,13.36,1042.0,dienc,WT,FA18:1,TG(50:3),74,1042.0,13.360000000000001,0.030000000000001137,198.0,123.0,,FAD189_M3,13
[TG(50:3)]_FA18:1,11282023_DOD94_F3_WT_hippo_O3on_01,n-9,736.7,547.5,13.36,667.0,hippo,WT,FA18:1,TG(50:3),75,667.0,13.360000000000001,0.030000000000001137,113.0,132.0,,DOD94_F3,2
[TG(50:3)]_FA18:1,11282023_FAD185_M4_WT_hippo_O3on_01,n-9,736.7,547.5,13.45,578.0,hippo,WT,FA18:1,TG(50:3),78,578.0,13.44885,0.11885000000000012,104.0,104.0,,FAD185_M4,10
[TG(54:5)]_FA18:1,11282023_DOD94_F3_WT_cereb_O3on_01,n-9,788.7,599.5,13.3,778.0,cereb,WT,FA18:1,TG(54:5),220,778.0,13.303266666666667,0.06326666666666725,77.0,43.0,,DOD94_F3,26
[TG(54:5)]_FA18:1,11282023_FAD184_F3_WT_cereb_O3on_01,n-9,788.7,599.5,13.26,987.0,cereb,WT,FA18:1,TG(54:5),221,987.0,13.258583333333334,0.01858333333333384,80.0,69.0,,FAD184_F3,29
[TG(54:5)]_FA18:1,11282023_FAD185_M4_WT_cereb_O3on_01,n-7,816.7,599.5,13.16,9256.0,cereb,WT,FA18:1,TG(54:5),203,9256.0,13.1615,0.07850000000000001,785.0,729.0,3.94,FAD185_M4,34
[TG(54:5)]_FA18:1,11282023_FAD185_M4_WT_cereb_O3on_01,n-9,788.7,599.5,13.26,26171.0,cereb,WT,FA18:1,TG(54:5),223,26171.0,13.258583333333334,0.01858333333333384,2941.0,2875.0,3.94,FAD185_M4,34
[TG(54:5)]_FA18:1,11282023_FAD189_M3_WT_cereb_O3on_01,n-7,816.7,599.5,13.21,654.0,cereb,WT,FA18:1,TG(54:5),204,654.0,13.205950000000001,0.0340499999999988,73.0,43.0,15.33,FAD189_M3,38
[TG(54:5)]_FA18:1,11282023_FAD189_M3_WT_cereb_O3on_01,n-9,788.7,599.5,13.26,7969.0,cereb,WT,FA18:1,TG(54:5),224,7969.0,13.258616666666667,0.018616666666666504,670.0,659.0,15.33,FAD189_M3,38
[TG(54:5)]_FA18:1,11282023_DOD94_F3_WT_cortex_O3on_01,n-9,788.7,599.5,13.26,1414.0,cortex,WT,FA18:1,TG(54:5),225,1414.0,13.258583333333334,0.01858333333333384,115.0,97.0,,DOD94_F3,27
[TG(54:5)]_FA18:1,11282023_FAD184_F3_WT_cortex_O3on_01,n-7,816.7,599.5,13.21,1406.0,cortex,WT,FA18:1,TG(54:5),206,1406.0,13.205916666666667,0.03408333333333324,123.0,98.0,6.2,FAD184_F3,30
[TG(54:5)]_FA18:1,11282023_FAD184_F3_WT_cortex_O3on_01,n-9,788.7,599.5,13.26,7540.0,cortex,WT,FA18:1,TG(54:5),226,7540.0,13.258583333333334,0.01858333333333384,617.0,608.0,6.2,FAD184_F3,30
[TG(54:5)]_FA18:1,11282023_FAD184_F4_WT_cortex_O3on_01,n-9,788.7,599.5,13.3,813.0,cortex,WT,FA18:1,TG(54:5),227,813.0,13.303283333333335,0.06328333333333447,53.0,16.0,,FAD184_F4,32
[TG(54:5)]_FA18:1,11282023_FAD185_M4_WT_cortex_O3on_01,n-7,816.7,599.5,13.16,2219.0,cortex,WT,FA18:1,TG(54:5),208,2219.0,13.161516666666667,0.0784833333333328,235.0,224.0,7.08,FAD185_M4,35
[TG(54:5)]_FA18:1,11282023_FAD185_M4_WT_cortex_O3on_01,n-9,788.7,599.5,13.26,19727.0,cortex,WT,FA18:1,TG(54:5),228,19727.0,13.25885,0.018850000000000477,1944.0,1585.0,7.08,FAD185_M4,35
[TG(54:5)]_FA18:1,11282023_FAD189_M3_WT_cortex_O3on_01,n-7,816.7,599.5,13.21,1839.0,cortex,WT,FA18:1,TG(54:5),209,1839.0,13.205933333333334,0.03406666666666602,152.0,108.0,12.98,FAD189_M3,39
[TG(54:5)]_FA18:1,11282023_FAD189_M3_WT_cortex_O3on_01,n-9,788.7,599.5,13.26,14770.0,cortex,WT,FA18:1,TG(54:5),229,14770.0,13.258866666666668,0.018866666666667697,1621.0,1402.0,12.98,FAD189_M3,39
[TG(54:5)]_FA18:1,11282023_DOD94_F3_WT_dienc_O3on_01,n-9,788.7,599.5,13.35,4714.0,dienc,WT,FA18:1,TG(54:5),230,4714.0,13.347683333333334,0.10768333333333402,334.0,493.0,,DOD94_F3,28
[TG(54:5)]_FA18:1,11282023_FAD184_F3_WT_dienc_O3on_01,n-9,788.7,599.5,13.26,727.0,dienc,WT,FA18:1,TG(54:5),231,727.0,13.258583333333334,0.01858333333333384,73.0,97.0,,FAD184_F3,31
[TG(54:5)]_FA18:1,11282023_FAD184_F4_WT_dienc_O3on_01,n-9,788.7,599.5,13.26,617.0,dienc,WT,FA18:1,TG(54:5),232,617.0,13.25885,0.018850000000000477,46.0,58.0,,FAD184_F4,33
[TG(54:5)]_FA18:1,11282023_FAD185_M4_WT_dienc_O3on_01,n-7,816.7,599.5,13.21,583.0,dienc,WT,FA18:1,TG(54:5),213,583.0,13.2059,0.03410000000000046,57.0,26.0,8.38,FAD185_M4,36
[TG(54:5)]_FA18:1,11282023_FAD185_M4_WT_dienc_O3on_01,n-9,788.7,599.5,13.26,3594.0,dienc,WT,FA18:1,TG(54:5),233,3594.0,13.258566666666667,0.01856666666666662,256.0,218.0,8.38,FAD185_M4,36
[TG(54:5)]_FA18:1,11282023_FAD189_M3_WT_dienc_O3on_01,n-7,816.7,599.5,13.21,596.0,dienc,WT,FA18:1,TG(54:5),214,596.0,13.205916666666667,0.03408333333333324,87.0,76.0,6.09,FAD189_M3,40
[TG(54:5)]_FA18:1,11282023_FAD189_M3_WT_dienc_O3on_01,n-9,788.7,599.5,13.21,5626.0,dienc,WT,FA18:1,TG(54:5),234,5626.0,13.214183333333335,0.02581666666666571,488.0,463.0,6.09,FAD189_M3,40
[TG(54:5)]_FA18:1,11282023_FAD185_M4_WT_hippo_O3on_01,n-9,788.7,599.5,13.26,1702.0,hippo,WT,FA18:1,TG(54:5),238,1702.0,13.258866666666668,0.018866666666667697,127.0,126.0,,FAD185_M4,37
[TG(54:6)]_FA18:1,11282023_FAD185_M4_WT_cereb_O3on_01,n-9,786.7,597.5,12.15,3069.0,cereb,WT,FA18:1,TG(54:6),303,3069.0,12.148966666666666,0.018966666666665688,346.0,334.0,,FAD185_M4,42
[TG(54:6)]_FA18:1,11282023_FAD185_M4_WT_cortex_O3on_01,n-9,786.7,597.5,12.1,1377.0,cortex,WT,FA18:1,TG(54:6),308,1377.0,12.104566666666667,0.025433333333333863,121.0,66.0,,FAD185_M4,43
[TG(54:6)]_FA18:1,11282023_FAD189_M3_WT_cortex_O3on_01,n-9,786.7,597.5,12.1,1207.0,cortex,WT,FA18:1,TG(54:6),309,1207.0,12.104583333333334,0.025416666666666643,157.0,138.0,,FAD189_M3,44
[TG(54:6)]_FA18:1,11282023_DOD94_F3_WT_dienc_O3on_01,n-9,786.7,597.5,12.24,544.0,dienc,WT,FA18:1,TG(54:6),310,544.0,12.2378,0.10779999999999923,89.0,19.0,,DOD94_F3,41
"[TG(55:10),TG(54:3)]_FA18:1",11282023_DOD94_F3_WT_cereb_O3on_01,n-7,820.7,603.5,15.6,577.0,cereb,WT,FA18:1,"TG(54:3), TG(55:10)",360,577.0,15.602450000000001,0.03754999999999953,81.0,54.0,32.2,DOD94_F3,45
"[TG(55:10),TG(54:3)]_FA18:1",11282023_DOD94_F3_WT_cereb_O3on_01,n-9,792.7,603.5,15.7,8248.0,cereb,WT,FA18:1,"TG(54:3), TG(55:10)",380,8248.0,15.699466666666668,0.05946666666666722,1618.0,1739.0,32.2,DOD94_F3,45
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F3_WT_cereb_O3on_01,n-7,820.7,603.5,15.56,1076.0,cereb,WT,FA18:1,"TG(54:3), TG(55:10)",361,1076.0,15.558050000000001,0.08194999999999908,232.0,170.0,13.4,FAD184_F3,49
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F3_WT_cereb_O3on_01,n-9,792.7,603.5,15.66,11069.0,cereb,WT,FA18:1,"TG(54:3), TG(55:10)",381,11069.0,15.655083333333334,0.015083333333333115,2118.0,2278.0,13.4,FAD184_F3,49
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F4_WT_cereb_O3on_01,n-7,820.7,603.5,15.56,673.0,cereb,WT,FA18:1,"TG(54:3), TG(55:10)",362,673.0,15.558033333333334,0.0819666666666663,99.0,88.0,24.7,FAD184_F4,53
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F4_WT_cereb_O3on_01,n-9,792.7,603.5,15.66,12847.0,cereb,WT,FA18:1,"TG(54:3), TG(55:10)",382,12847.0,15.655066666666668,0.015066666666667672,2171.0,2174.0,24.7,FAD184_F4,53
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD185_M4_WT_cereb_O3on_01,n-7,820.7,603.5,15.56,21692.0,cereb,WT,FA18:1,"TG(54:3), TG(55:10)",363,21692.0,15.558016666666667,0.08198333333333352,2206.0,2153.0,10.78,FAD185_M4,57
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD185_M4_WT_cereb_O3on_01,n-9,792.7,603.5,15.66,177357.0,cereb,WT,FA18:1,"TG(54:3), TG(55:10)",383,177357.0,15.655050000000001,0.015050000000000452,23031.0,23212.0,10.78,FAD185_M4,57
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD189_M3_WT_cereb_O3on_01,n-7,820.7,603.5,15.65,1551.0,cereb,WT,FA18:1,"TG(54:3), TG(55:10)",364,1551.0,15.646866666666668,0.006866666666667243,251.0,256.0,15.94,FAD189_M3,61
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD189_M3_WT_cereb_O3on_01,n-9,792.7,603.5,15.66,30522.0,cereb,WT,FA18:1,"TG(54:3), TG(55:10)",384,30522.0,15.655100000000001,0.015100000000000335,4051.0,4081.0,15.94,FAD189_M3,61
"[TG(55:10),TG(54:3)]_FA18:1",11282023_DOD94_F3_WT_cortex_O3on_01,n-9,792.7,603.5,15.66,10377.0,cortex,WT,FA18:1,"TG(54:3), TG(55:10)",385,10377.0,15.655066666666668,0.015066666666667672,1730.0,1695.0,,DOD94_F3,46
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F3_WT_cortex_O3on_01,n-7,820.7,603.5,15.56,2337.0,cortex,WT,FA18:1,"TG(54:3), TG(55:10)",366,2337.0,15.558050000000001,0.08194999999999908,281.0,255.0,18.98,FAD184_F3,50
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F3_WT_cortex_O3on_01,n-9,792.7,603.5,15.61,33073.0,cortex,WT,FA18:1,"TG(54:3), TG(55:10)",386,33073.0,15.610666666666667,0.029333333333333655,4724.0,4841.0,18.98,FAD184_F3,50
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F4_WT_cortex_O3on_01,n-9,792.7,603.5,15.66,3957.0,cortex,WT,FA18:1,"TG(54:3), TG(55:10)",387,3957.0,15.655083333333334,0.015083333333333115,918.0,1036.0,,FAD184_F4,54
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD185_M4_WT_cortex_O3on_01,n-7,820.7,603.5,15.56,3272.0,cortex,WT,FA18:1,"TG(54:3), TG(55:10)",368,3272.0,15.558050000000001,0.08194999999999908,355.0,347.0,13.7,FAD185_M4,58
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD185_M4_WT_cortex_O3on_01,n-9,792.7,603.5,15.61,42833.0,cortex,WT,FA18:1,"TG(54:3), TG(55:10)",388,42833.0,15.610666666666667,0.029333333333333655,5299.0,4753.0,13.7,FAD185_M4,58
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD189_M3_WT_cortex_O3on_01,n-7,820.7,603.5,15.6,3716.0,cortex,WT,FA18:1,"TG(54:3), TG(55:10)",369,3716.0,15.602466666666668,0.03753333333333231,458.0,451.0,18.12,FAD189_M3,62
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD189_M3_WT_cortex_O3on_01,n-9,792.7,603.5,15.66,72652.0,cortex,WT,FA18:1,"TG(54:3), TG(55:10)",389,72652.0,15.655083333333334,0.015083333333333115,8650.0,8170.0,18.12,FAD189_M3,62
"[TG(55:10),TG(54:3)]_FA18:1",11282023_DOD94_F3_WT_dienc_O3on_01,n-7,820.7,603.5,15.65,1241.0,dienc,WT,FA18:1,"TG(54:3), TG(55:10)",370,1241.0,15.646866666666668,0.006866666666667243,144.0,110.0,28.35,DOD94_F3,47
"[TG(55:10),TG(54:3)]_FA18:1",11282023_DOD94_F3_WT_dienc_O3on_01,n-9,792.7,603.5,15.7,23010.0,dienc,WT,FA18:1,"TG(54:3), TG(55:10)",390,23010.0,15.6995,0.059499999999999886,3305.0,3118.0,28.35,DOD94_F3,47
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F3_WT_dienc_O3on_01,n-7,820.7,603.5,15.56,648.0,dienc,WT,FA18:1,"TG(54:3), TG(55:10)",371,648.0,15.558033333333334,0.0819666666666663,102.0,76.0,23.21,FAD184_F3,51
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F3_WT_dienc_O3on_01,n-9,792.7,603.5,15.66,9687.0,dienc,WT,FA18:1,"TG(54:3), TG(55:10)",391,9687.0,15.655066666666668,0.015066666666667672,1731.0,1764.0,23.21,FAD184_F3,51
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F4_WT_dienc_O3on_01,n-9,792.7,603.5,15.66,8381.0,dienc,WT,FA18:1,"TG(54:3), TG(55:10)",392,8381.0,15.655066666666668,0.015066666666667672,1437.0,1259.0,,FAD184_F4,55
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD185_M4_WT_dienc_O3on_01,n-7,820.7,603.5,15.6,842.0,dienc,WT,FA18:1,"TG(54:3), TG(55:10)",373,842.0,15.602433333333334,0.03756666666666675,77.0,30.0,73.53,FAD185_M4,59
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD185_M4_WT_dienc_O3on_01,n-9,792.7,603.5,15.66,12118.0,dienc,WT,FA18:1,"TG(54:3), TG(55:10)",393,12118.0,15.655050000000001,0.015050000000000452,2259.0,2206.0,73.53,FAD185_M4,59
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD189_M3_WT_dienc_O3on_01,n-7,820.7,603.5,15.56,1762.0,dienc,WT,FA18:1,"TG(54:3), TG(55:10)",374,1762.0,15.558050000000001,0.08194999999999908,174.0,156.0,28.82,FAD189_M3,63
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD189_M3_WT_dienc_O3on_01,n-9,792.7,603.5,15.61,24021.0,dienc,WT,FA18:1,"TG(54:3), TG(55:10)",394,24021.0,15.610666666666667,0.029333333333333655,4588.0,4496.0,28.82,FAD189_M3,63
"[TG(55:10),TG(54:3)]_FA18:1",11282023_DOD94_F3_WT_hippo_O3on_01,n-7,820.7,603.5,15.74,709.0,hippo,WT,FA18:1,"TG(54:3), TG(55:10)",375,709.0,15.735683333333334,0.09568333333333356,63.0,22.0,85.77,DOD94_F3,48
"[TG(55:10),TG(54:3)]_FA18:1",11282023_DOD94_F3_WT_hippo_O3on_01,n-9,792.7,603.5,15.79,8977.0,hippo,WT,FA18:1,"TG(54:3), TG(55:10)",395,8977.0,15.788316666666667,0.1483166666666662,1861.0,1887.0,85.77,DOD94_F3,48
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F3_WT_hippo_O3on_01,n-7,820.7,603.5,15.56,728.0,hippo,WT,FA18:1,"TG(54:3), TG(55:10)",376,728.0,15.558050000000001,0.08194999999999908,96.0,52.0,36.58,FAD184_F3,52
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F3_WT_hippo_O3on_01,n-9,792.7,603.5,15.66,9171.0,hippo,WT,FA18:1,"TG(54:3), TG(55:10)",396,9171.0,15.655083333333334,0.015083333333333115,1841.0,1902.0,36.58,FAD184_F3,52
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F4_WT_hippo_O3on_01,n-9,792.7,603.5,15.61,4193.0,hippo,WT,FA18:1,"TG(54:3), TG(55:10)",397,4193.0,15.610666666666667,0.029333333333333655,929.0,918.0,,FAD184_F4,56
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD185_M4_WT_hippo_O3on_01,n-7,820.7,603.5,15.56,480.0,hippo,WT,FA18:1,"TG(54:3), TG(55:10)",378,480.0,15.558066666666667,0.08193333333333364,60.0,35.0,57.37,FAD185_M4,60
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD185_M4_WT_hippo_O3on_01,n-9,792.7,603.5,15.66,9855.0,hippo,WT,FA18:1,"TG(54:3), TG(55:10)",398,9855.0,15.655100000000001,0.015100000000000335,2014.0,2008.0,57.37,FAD185_M4,60
"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD189_M3_WT_hippo_O3on_01,n-9,792.7,603.5,15.66,3514.0,hippo,WT,FA18:1,"TG(54:3), TG(55:10)",399,3514.0,15.655083333333334,0.015083333333333115,784.0,774.0,,FAD189_M3,64
"[TG(55:11),TG(54:4)]_FA18:1",11282023_DOD94_F3_WT_cereb_O3on_01,n-9,790.7,601.5,14.46,3356.0,cereb,WT,FA18:1,"TG(54:4), TG(55:11)",460,3356.0,14.456683333333334,0.023316666666666208,437.0,487.0,,DOD94_F3,65
"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD184_F3_WT_cereb_O3on_01,n-9,790.7,601.5,14.46,4175.0,cereb,WT,FA18:1,"TG(54:4), TG(55:11)",461,4175.0,14.456683333333334,0.023316666666666208,415.0,403.0,,FAD184_F3,69
"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD184_F4_WT_cereb_O3on_01,n-9,790.7,601.5,14.5,3439.0,cereb,WT,FA18:1,"TG(54:4), TG(55:11)",462,3439.0,14.501100000000001,0.021100000000000563,453.0,476.0,,FAD184_F4,73
"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD185_M4_WT_cereb_O3on_01,n-7,818.7,601.5,14.4,22476.0,cereb,WT,FA18:1,"TG(54:4), TG(55:11)",443,22476.0,14.404300000000001,0.07569999999999943,723.0,799.0,13.68,FAD185_M4,77
"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD185_M4_WT_cereb_O3on_01,n-9,790.7,601.5,14.46,102138.0,cereb,WT,FA18:1,"TG(54:4), TG(55:11)",463,102138.0,14.456666666666667,0.023333333333333428,11610.0,10930.0,13.68,FAD185_M4,77
"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD189_M3_WT_cereb_O3on_01,n-7,818.7,601.5,14.4,2300.0,cereb,WT,FA18:1,"TG(54:4), TG(55:11)",444,2300.0,14.404333333333334,0.07566666666666677,107.0,93.0,17.52,FAD189_M3,81
"[TG(55:11),TG(54:4)]_FA18:1",11282023_FAD189_M3_WT_cereb_O3on_01,n-9,790.7,601.5,14.46,17600.0,cereb,WT,FA18:1,"TG(54:4), TG(55:11)",464,17600.0,14.456716666666667,0.023283333333333545,1752.0,1629.0,17.52,FAD189_M3,81
"[TG(55:11),TG(54:4)]_FA18:1",11282023_DOD94_F3_WT_cortex_O3on_01,n-9,790.7,601.5,14.46,5919.0,cortex,WT,FA18:1,"TG(54:4), TG(55:11)",465,5919.0,14.456683333333334,0.023316666666666208,634.0,600.0,,DOD94_F3,66
