Lipid,Parent_Ion,Product_Ion,Species,Class,DB Location,FA mass,[FA+AMP]+
FA(27:1)_<>_n-21,297.4,183.0,27:1,FA,<>,408.3,575.4
FA(27:1)_<>_n-22,283.4,183.0,27:1,FA,<>,408.3,575.4
FA(27:1)_<>_n-23,269.4,183.0,27:1,FA,<>,408.3,575.4
FA(27:1)_<>_n-24,255.4,183.0,27:1,FA,<>,408.3,575.4
FA(27:1)_<>_n-25,241.4,183.0,27:1,FA,<>,408.3,575.4
FA(27:2)_<F>_n-2,563.4,183.0,27:2,FA,<F>,406.3,573.4
FA(27:2)_<B>_n-2,561.4,183.0,27:2,FA,<B>,406.3,573.4
FA(27:2)_<F>_n-3,549.4,183.0,27:2,FA,<F>,406.3,573.4
FA(27:2)_<B>_n-3,547.4,183.0,27:2,FA,<B>,406.3,573.4
FA(27:2)_<F>_n-4,535.4,183.0,27:2,FA,<F>,406.3,573.4
FA(27:2)_<B>_n-4,533.4,183.0,27:2,FA,<B>,406.3,573.4
FA(27:2)_<F>_n-5,521.4,183.0,27:2,FA,<F>,406.3,573.4
FA(27:2)_<B>_n-5,519.4,183.0,27:2,FA,<B>,406.3,573.4
FA(27:2)_<F>_n-6,507.4,183.0,27:2,FA,<F>,406.3,573.4
FA(27:2)_<B>_n-6,505.4,183.0,27:2,FA,<B>,406.3,573.4
FA(27:2)_<F>_n-7,493.4,183.0,27:2,FA,<F>,406.3,573.4
FA(27:2)_<B>_n-7,491.4,183.0,27:2,FA,<B>,406.3,573.4
FA(27:2)_<F>_n-8,479.4,183.0,27:2,FA,<F>,406.3,573.4
FA(27:2)_<B>_n-8,477.4,183.0,27:2,FA,<B>,406.3,573.4
FA(27:2)_<F>_n-9,465.4,183.0,27:2,FA,<F>,406.3,573.4
FA(27:2)_<B>_n-9,463.4,183.0,27:2,FA,<B>,406.3,573.4
FA(27:2)_<F>_n-10,451.4,183.0,27:2,FA,<F>,406.3,573.4
FA(27:2)_<B>_n-10,449.4,183.0,27:2,FA,<B>,406.3,573.4
FA(27:2)_<F>_n-11,437.4,183.0,27:2,FA,<F>,406.3,573.4
FA(27:2)_<B>_n-11,435.4,183.0,27:2,FA,<B>,406.3,573.4
FA(27:2)_<F>_n-12,423.4,183.0,27:2,FA,<F>,406.3,573.4
FA(27:2)_<B>_n-12,421.4,183.0,27:2,FA,<B>,406.3,573.4
FA(27:2)_<F>_n-13,409.4,183.0,27:2,FA,<F>,406.3,573.4
FA(27:2)_<B>_n-13,407.4,183.0,27:2,FA,<B>,406.3,573.4
FA(27:2)_<F>_n-14,395.4,183.0,27:2,FA,<F>,406.3,573.4
FA(27:2)_<B>_n-14,393.4,183.0,27:2,FA,<B>,406.3,573.4
FA(27:2)_<F>_n-15,381.4,183.0,27:2,FA,<F>,406.3,573.4
FA(27:2)_<B>_n-15,379.4,183.0,27:2,FA,<B>,406.3,573.4
FA(27:2)_<F>_n-16,367.4,183.0,27:2,FA,<F>,406.3,573.4
FA(27:2)_<B>_n-16,365.4,183.0,27:2,FA,<B>,406.3,573.4
FA(27:2)_<F>_n-17,353.4,183.0,27:2,FA,<F>,406.3,573.4
FA(27:2)_<B>_n-17,351.4,183.0,27:2,FA,<B>,406.3,573.4
FA(27:2)_<F>_n-18,339.4,183.0,27:2,FA,<F>,406.3,573.4
FA(27:2)_<B>_n-18,337.4,183.0,27:2,FA,<B>,406.3,573.4
FA(27:2)_<F>_n-19,325.4,183.0,27:2,FA,<F>,406.3,573.4
FA(27:2)_<B>_n-19,323.4,183.0,27:2,FA,<B>,406.3,573.4
FA(27:2)_<F>_n-20,311.4,183.0,27:2,FA,<F>,406.3,573.4
FA(27:2)_<B>_n-20,309.4,183.0,27:2,FA,<B>,406.3,573.4
FA(27:2)_<F>_n-21,297.4,183.0,27:2,FA,<F>,406.3,573.4
FA(27:2)_<B>_n-21,295.4,183.0,27:2,FA,<B>,406.3,573.4
FA(27:2)_<F>_n-22,283.4,183.0,27:2,FA,<F>,406.3,573.4
FA(27:2)_<B>_n-22,281.4,183.0,27:2,FA,<B>,406.3,573.4
FA(27:2)_<F>_n-23,269.4,183.0,27:2,FA,<F>,406.3,573.4
FA(27:2)_<B>_n-23,267.4,183.0,27:2,FA,<B>,406.3,573.4
FA(27:2)_<F>_n-24,255.4,183.0,27:2,FA,<F>,406.3,573.4
FA(27:2)_<B>_n-24,253.4,183.0,27:2,FA,<B>,406.3,573.4
FA(27:2)_<F>_n-25,241.4,183.0,27:2,FA,<F>,406.3,573.4
FA(27:3)_<BF>_n-2,561.4,183.0,27:3,FA,<BF>,404.3,571.4
FA(27:3)_<BB>_n-2,559.4,183.0,27:3,FA,<BB>,404.3,571.4
FA(27:3)_<FF>_n-3,549.4,183.0,27:3,FA,<FF>,404.3,571.4
FA(27:3)_<BF>_n-3,547.4,183.0,27:3,FA,<BF>,404.3,571.4
FA(27:3)_<BB>_n-3,545.4,183.0,27:3,FA,<BB>,404.3,571.4
FA(27:3)_<FF>_n-4,535.4,183.0,27:3,FA,<FF>,404.3,571.4
FA(27:3)_<BF>_n-4,533.4,183.0,27:3,FA,<BF>,404.3,571.4
FA(27:3)_<BB>_n-4,531.4,183.0,27:3,FA,<BB>,404.3,571.4
FA(27:3)_<FF>_n-5,521.4,183.0,27:3,FA,<FF>,404.3,571.4
FA(27:3)_<BF>_n-5,519.4,183.0,27:3,FA,<BF>,404.3,571.4
FA(27:3)_<BB>_n-5,517.4,183.0,27:3,FA,<BB>,404.3,571.4
FA(27:3)_<FF>_n-6,507.4,183.0,27:3,FA,<FF>,404.3,571.4
FA(27:3)_<BF>_n-6,505.4,183.0,27:3,FA,<BF>,404.3,571.4
FA(27:3)_<BB>_n-6,503.4,183.0,27:3,FA,<BB>,404.3,571.4
FA(27:3)_<FF>_n-7,493.4,183.0,27:3,FA,<FF>,404.3,571.4
FA(27:3)_<BF>_n-7,491.4,183.0,27:3,FA,<BF>,404.3,571.4
FA(27:3)_<BB>_n-7,489.4,183.0,27:3,FA,<BB>,404.3,571.4
FA(27:3)_<FF>_n-8,479.4,183.0,27:3,FA,<FF>,404.3,571.4
FA(27:3)_<BF>_n-8,477.4,183.0,27:3,FA,<BF>,404.3,571.4
FA(27:3)_<BB>_n-8,475.4,183.0,27:3,FA,<BB>,404.3,571.4
FA(27:3)_<FF>_n-9,465.4,183.0,27:3,FA,<FF>,404.3,571.4
FA(27:3)_<BF>_n-9,463.4,183.0,27:3,FA,<BF>,404.3,571.4
FA(27:3)_<BB>_n-9,461.4,183.0,27:3,FA,<BB>,404.3,571.4
FA(27:3)_<FF>_n-10,451.4,183.0,27:3,FA,<FF>,404.3,571.4
FA(27:3)_<BF>_n-10,449.4,183.0,27:3,FA,<BF>,404.3,571.4
FA(27:3)_<BB>_n-10,447.4,183.0,27:3,FA,<BB>,404.3,571.4
FA(27:3)_<FF>_n-11,437.4,183.0,27:3,FA,<FF>,404.3,571.4
FA(27:3)_<BF>_n-11,435.4,183.0,27:3,FA,<BF>,404.3,571.4
FA(27:3)_<BB>_n-11,433.4,183.0,27:3,FA,<BB>,404.3,571.4
FA(27:3)_<FF>_n-12,423.4,183.0,27:3,FA,<FF>,404.3,571.4
FA(27:3)_<BF>_n-12,421.4,183.0,27:3,FA,<BF>,404.3,571.4
FA(27:3)_<BB>_n-12,419.4,183.0,27:3,FA,<BB>,404.3,571.4
FA(27:3)_<FF>_n-13,409.4,183.0,27:3,FA,<FF>,404.3,571.4
FA(27:3)_<BF>_n-13,407.4,183.0,27:3,FA,<BF>,404.3,571.4
FA(27:3)_<BB>_n-13,405.4,183.0,27:3,FA,<BB>,404.3,571.4
FA(27:3)_<FF>_n-14,395.4,183.0,27:3,FA,<FF>,404.3,571.4
FA(27:3)_<BF>_n-14,393.4,183.0,27:3,FA,<BF>,404.3,571.4
FA(27:3)_<BB>_n-14,391.4,183.0,27:3,FA,<BB>,404.3,571.4
FA(27:3)_<FF>_n-15,381.4,183.0,27:3,FA,<FF>,404.3,571.4
FA(27:3)_<BF>_n-15,379.4,183.0,27:3,FA,<BF>,404.3,571.4
FA(27:3)_<BB>_n-15,377.4,183.0,27:3,FA,<BB>,404.3,571.4
FA(27:3)_<FF>_n-16,367.4,183.0,27:3,FA,<FF>,404.3,571.4
FA(27:3)_<BF>_n-16,365.4,183.0,27:3,FA,<BF>,404.3,571.4
FA(27:3)_<BB>_n-16,363.4,183.0,27:3,FA,<BB>,404.3,571.4
FA(27:3)_<FF>_n-17,353.4,183.0,27:3,FA,<FF>,404.3,571.4
FA(27:3)_<BF>_n-17,351.4,183.0,27:3,FA,<BF>,404.3,571.4
FA(27:3)_<BB>_n-17,349.4,183.0,27:3,FA,<BB>,404.3,571.4
FA(27:3)_<FF>_n-18,339.4,183.0,27:3,FA,<FF>,404.3,571.4
FA(27:3)_<BF>_n-18,337.4,183.0,27:3,FA,<BF>,404.3,571.4
FA(27:3)_<BB>_n-18,335.4,183.0,27:3,FA,<BB>,404.3,571.4
FA(27:3)_<FF>_n-19,325.4,183.0,27:3,FA,<FF>,404.3,571.4
FA(27:3)_<BF>_n-19,323.4,183.0,27:3,FA,<BF>,404.3,571.4
FA(27:3)_<BB>_n-19,321.4,183.0,27:3,FA,<BB>,404.3,571.4
FA(27:3)_<FF>_n-20,311.4,183.0,27:3,FA,<FF>,404.3,571.4
FA(27:3)_<BF>_n-20,309.4,183.0,27:3,FA,<BF>,404.3,571.4
FA(27:3)_<BB>_n-20,307.4,183.0,27:3,FA,<BB>,404.3,571.4
FA(27:3)_<FF>_n-21,297.4,183.0,27:3,FA,<FF>,404.3,571.4
FA(27:3)_<BF>_n-21,295.4,183.0,27:3,FA,<BF>,404.3,571.4
FA(27:3)_<BB>_n-21,293.4,183.0,27:3,FA,<BB>,404.3,571.4
FA(27:3)_<FF>_n-22,283.4,183.0,27:3,FA,<FF>,404.3,571.4
FA(27:3)_<BF>_n-22,281.4,183.0,27:3,FA,<BF>,404.3,571.4
FA(27:3)_<BB>_n-22,279.4,183.0,27:3,FA,<BB>,404.3,571.4
FA(27:3)_<FF>_n-23,269.4,183.0,27:3,FA,<FF>,404.3,571.4
FA(27:3)_<BF>_n-23,267.4,183.0,27:3,FA,<BF>,404.3,571.4
FA(27:3)_<BB>_n-23,265.4,183.0,27:3,FA,<BB>,404.3,571.4
FA(27:3)_<FF>_n-24,255.4,183.0,27:3,FA,<FF>,404.3,571.4
FA(27:3)_<BF>_n-24,253.4,183.0,27:3,FA,<BF>,404.3,571.4
FA(27:3)_<FF>_n-25,241.4,183.0,27:3,FA,<FF>,404.3,571.4
FA(27:4)_<BBF>_n-2,559.4,183.0,27:4,FA,<BBF>,402.3,569.4
FA(27:4)_<BBB>_n-2,557.4,183.0,27:4,FA,<BBB>,402.3,569.4
FA(27:4)_<BFF>_n-3,547.4,183.0,27:4,FA,<BFF>,402.3,569.4
FA(27:4)_<BBF>_n-3,545.4,183.0,27:4,FA,<BBF>,402.3,569.4
FA(27:4)_<BBB>_n-3,543.4,183.0,27:4,FA,<BBB>,402.3,569.4
FA(27:4)_<FFF>_n-4,535.4,183.0,27:4,FA,<FFF>,402.3,569.4
FA(27:4)_<BFF>_n-4,533.4,183.0,27:4,FA,<BFF>,402.3,569.4
FA(27:4)_<BBF>_n-4,531.4,183.0,27:4,FA,<BBF>,402.3,569.4
FA(27:4)_<BBB>_n-4,529.4,183.0,27:4,FA,<BBB>,402.3,569.4
FA(27:4)_<FFF>_n-5,521.4,183.0,27:4,FA,<FFF>,402.3,569.4
FA(27:4)_<BFF>_n-5,519.4,183.0,27:4,FA,<BFF>,402.3,569.4
FA(27:4)_<BBF>_n-5,517.4,183.0,27:4,FA,<BBF>,402.3,569.4
FA(27:4)_<BBB>_n-5,515.4,183.0,27:4,FA,<BBB>,402.3,569.4
FA(27:4)_<FFF>_n-6,507.4,183.0,27:4,FA,<FFF>,402.3,569.4
FA(27:4)_<BFF>_n-6,505.4,183.0,27:4,FA,<BFF>,402.3,569.4
FA(27:4)_<BBF>_n-6,503.4,183.0,27:4,FA,<BBF>,402.3,569.4
FA(27:4)_<BBB>_n-6,501.4,183.0,27:4,FA,<BBB>,402.3,569.4
FA(27:4)_<FFF>_n-7,493.4,183.0,27:4,FA,<FFF>,402.3,569.4
FA(27:4)_<BFF>_n-7,491.4,183.0,27:4,FA,<BFF>,402.3,569.4
FA(27:4)_<BBF>_n-7,489.4,183.0,27:4,FA,<BBF>,402.3,569.4
FA(27:4)_<BBB>_n-7,487.4,183.0,27:4,FA,<BBB>,402.3,569.4
FA(27:4)_<FFF>_n-8,479.4,183.0,27:4,FA,<FFF>,402.3,569.4
FA(27:4)_<BFF>_n-8,477.4,183.0,27:4,FA,<BFF>,402.3,569.4
FA(27:4)_<BBF>_n-8,475.4,183.0,27:4,FA,<BBF>,402.3,569.4
FA(27:4)_<BBB>_n-8,473.4,183.0,27:4,FA,<BBB>,402.3,569.4
FA(27:4)_<FFF>_n-9,465.4,183.0,27:4,FA,<FFF>,402.3,569.4
FA(27:4)_<BFF>_n-9,463.4,183.0,27:4,FA,<BFF>,402.3,569.4
FA(27:4)_<BBF>_n-9,461.4,183.0,27:4,FA,<BBF>,402.3,569.4
FA(27:4)_<BBB>_n-9,459.4,183.0,27:4,FA,<BBB>,402.3,569.4
FA(27:4)_<FFF>_n-10,451.4,183.0,27:4,FA,<FFF>,402.3,569.4
FA(27:4)_<BFF>_n-10,449.4,183.0,27:4,FA,<BFF>,402.3,569.4
FA(27:4)_<BBF>_n-10,447.4,183.0,27:4,FA,<BBF>,402.3,569.4
FA(27:4)_<BBB>_n-10,445.4,183.0,27:4,FA,<BBB>,402.3,569.4
FA(27:4)_<FFF>_n-11,437.4,183.0,27:4,FA,<FFF>,402.3,569.4
FA(27:4)_<BFF>_n-11,435.4,183.0,27:4,FA,<BFF>,402.3,569.4
FA(27:4)_<BBF>_n-11,433.4,183.0,27:4,FA,<BBF>,402.3,569.4
FA(27:4)_<BBB>_n-11,431.4,183.0,27:4,FA,<BBB>,402.3,569.4
FA(27:4)_<FFF>_n-12,423.4,183.0,27:4,FA,<FFF>,402.3,569.4
FA(27:4)_<BFF>_n-12,421.4,183.0,27:4,FA,<BFF>,402.3,569.4
FA(27:4)_<BBF>_n-12,419.4,183.0,27:4,FA,<BBF>,402.3,569.4
FA(27:4)_<BBB>_n-12,417.4,183.0,27:4,FA,<BBB>,402.3,569.4
FA(27:4)_<FFF>_n-13,409.4,183.0,27:4,FA,<FFF>,402.3,569.4
FA(27:4)_<BFF>_n-13,407.4,183.0,27:4,FA,<BFF>,402.3,569.4
FA(27:4)_<BBF>_n-13,405.4,183.0,27:4,FA,<BBF>,402.3,569.4
FA(27:4)_<BBB>_n-13,403.4,183.0,27:4,FA,<BBB>,402.3,569.4
FA(27:4)_<FFF>_n-14,395.4,183.0,27:4,FA,<FFF>,402.3,569.4
FA(27:4)_<BFF>_n-14,393.4,183.0,27:4,FA,<BFF>,402.3,569.4
FA(27:4)_<BBF>_n-14,391.4,183.0,27:4,FA,<BBF>,402.3,569.4
FA(27:4)_<BBB>_n-14,389.4,183.0,27:4,FA,<BBB>,402.3,569.4
FA(27:4)_<FFF>_n-15,381.4,183.0,27:4,FA,<FFF>,402.3,569.4
FA(27:4)_<BFF>_n-15,379.4,183.0,27:4,FA,<BFF>,402.3,569.4
FA(27:4)_<BBF>_n-15,377.4,183.0,27:4,FA,<BBF>,402.3,569.4
FA(27:4)_<BBB>_n-15,375.4,183.0,27:4,FA,<BBB>,402.3,569.4
FA(27:4)_<FFF>_n-16,367.4,183.0,27:4,FA,<FFF>,402.3,569.4
FA(27:4)_<BFF>_n-16,365.4,183.0,27:4,FA,<BFF>,402.3,569.4
FA(27:4)_<BBF>_n-16,363.4,183.0,27:4,FA,<BBF>,402.3,569.4
FA(27:4)_<BBB>_n-16,361.4,183.0,27:4,FA,<BBB>,402.3,569.4
FA(27:4)_<FFF>_n-17,353.4,183.0,27:4,FA,<FFF>,402.3,569.4
FA(27:4)_<BFF>_n-17,351.4,183.0,27:4,FA,<BFF>,402.3,569.4
FA(27:4)_<BBF>_n-17,349.4,183.0,27:4,FA,<BBF>,402.3,569.4
FA(27:4)_<BBB>_n-17,347.4,183.0,27:4,FA,<BBB>,402.3,569.4
FA(27:4)_<FFF>_n-18,339.4,183.0,27:4,FA,<FFF>,402.3,569.4
FA(27:4)_<BFF>_n-18,337.4,183.0,27:4,FA,<BFF>,402.3,569.4
FA(27:4)_<BBF>_n-18,335.4,183.0,27:4,FA,<BBF>,402.3,569.4
FA(27:4)_<BBB>_n-18,333.4,183.0,27:4,FA,<BBB>,402.3,569.4
FA(27:4)_<FFF>_n-19,325.4,183.0,27:4,FA,<FFF>,402.3,569.4
FA(27:4)_<BFF>_n-19,323.4,183.0,27:4,FA,<BFF>,402.3,569.4
FA(27:4)_<BBF>_n-19,321.4,183.0,27:4,FA,<BBF>,402.3,569.4
FA(27:4)_<BBB>_n-19,319.4,183.0,27:4,FA,<BBB>,402.3,569.4
FA(27:4)_<FFF>_n-20,311.4,183.0,27:4,FA,<FFF>,402.3,569.4
FA(27:4)_<BFF>_n-20,309.4,183.0,27:4,FA,<BFF>,402.3,569.4
FA(27:4)_<BBF>_n-20,307.4,183.0,27:4,FA,<BBF>,402.3,569.4
FA(27:4)_<BBB>_n-20,305.4,183.0,27:4,FA,<BBB>,402.3,569.4
FA(27:4)_<FFF>_n-21,297.4,183.0,27:4,FA,<FFF>,402.3,569.4
FA(27:4)_<BFF>_n-21,295.4,183.0,27:4,FA,<BFF>,402.3,569.4
FA(27:4)_<BBF>_n-21,293.4,183.0,27:4,FA,<BBF>,402.3,569.4
FA(27:4)_<BBB>_n-21,291.4,183.0,27:4,FA,<BBB>,402.3,569.4
FA(27:4)_<FFF>_n-22,283.4,183.0,27:4,FA,<FFF>,402.3,569.4
FA(27:4)_<BFF>_n-22,281.4,183.0,27:4,FA,<BFF>,402.3,569.4
FA(27:4)_<BBF>_n-22,279.4,183.0,27:4,FA,<BBF>,402.3,569.4
FA(27:4)_<BBB>_n-22,277.4,183.0,27:4,FA,<BBB>,402.3,569.4
FA(27:4)_<FFF>_n-23,269.4,183.0,27:4,FA,<FFF>,402.3,569.4
FA(27:4)_<BFF>_n-23,267.4,183.0,27:4,FA,<BFF>,402.3,569.4
FA(27:4)_<BBF>_n-23,265.4,183.0,27:4,FA,<BBF>,402.3,569.4
FA(27:4)_<FFF>_n-24,255.4,183.0,27:4,FA,<FFF>,402.3,569.4
FA(27:4)_<BFF>_n-24,253.4,183.0,27:4,FA,<BFF>,402.3,569.4
FA(27:4)_<FFF>_n-25,241.4,183.0,27:4,FA,<FFF>,402.3,569.4
FA(27:5)_<BBBF>_n-2,557.4,183.0,27:5,FA,<BBBF>,400.3,567.4
FA(27:5)_<BBBB>_n-2,555.4,183.0,27:5,FA,<BBBB>,400.3,567.4
FA(27:5)_<BBFF>_n-3,545.4,183.0,27:5,FA,<BBFF>,400.3,567.4
FA(27:5)_<BBBF>_n-3,543.4,183.0,27:5,FA,<BBBF>,400.3,567.4
FA(27:5)_<BBBB>_n-3,541.4,183.0,27:5,FA,<BBBB>,400.3,567.4
FA(27:5)_<BFFF>_n-4,533.4,183.0,27:5,FA,<BFFF>,400.3,567.4
FA(27:5)_<BBFF>_n-4,531.4,183.0,27:5,FA,<BBFF>,400.3,567.4
FA(27:5)_<BBBF>_n-4,529.4,183.0,27:5,FA,<BBBF>,400.3,567.4
FA(27:5)_<BBBB>_n-4,527.4,183.0,27:5,FA,<BBBB>,400.3,567.4
FA(27:5)_<FFFF>_n-5,521.4,183.0,27:5,FA,<FFFF>,400.3,567.4
FA(27:5)_<BFFF>_n-5,519.4,183.0,27:5,FA,<BFFF>,400.3,567.4
FA(27:5)_<BBFF>_n-5,517.4,183.0,27:5,FA,<BBFF>,400.3,567.4
FA(27:5)_<BBBF>_n-5,515.4,183.0,27:5,FA,<BBBF>,400.3,567.4
FA(27:5)_<BBBB>_n-5,513.4,183.0,27:5,FA,<BBBB>,400.3,567.4
FA(27:5)_<FFFF>_n-6,507.4,183.0,27:5,FA,<FFFF>,400.3,567.4
FA(27:5)_<BFFF>_n-6,505.4,183.0,27:5,FA,<BFFF>,400.3,567.4
FA(27:5)_<BBFF>_n-6,503.4,183.0,27:5,FA,<BBFF>,400.3,567.4
FA(27:5)_<BBBF>_n-6,501.4,183.0,27:5,FA,<BBBF>,400.3,567.4
FA(27:5)_<BBBB>_n-6,499.4,183.0,27:5,FA,<BBBB>,400.3,567.4
FA(27:5)_<FFFF>_n-7,493.4,183.0,27:5,FA,<FFFF>,400.3,567.4
FA(27:5)_<BFFF>_n-7,491.4,183.0,27:5,FA,<BFFF>,400.3,567.4
FA(27:5)_<BBFF>_n-7,489.4,183.0,27:5,FA,<BBFF>,400.3,567.4
FA(27:5)_<BBBF>_n-7,487.4,183.0,27:5,FA,<BBBF>,400.3,567.4
FA(27:5)_<BBBB>_n-7,485.4,183.0,27:5,FA,<BBBB>,400.3,567.4
FA(27:5)_<FFFF>_n-8,479.4,183.0,27:5,FA,<FFFF>,400.3,567.4
FA(27:5)_<BFFF>_n-8,477.4,183.0,27:5,FA,<BFFF>,400.3,567.4
FA(27:5)_<BBFF>_n-8,475.4,183.0,27:5,FA,<BBFF>,400.3,567.4
FA(27:5)_<BBBF>_n-8,473.4,183.0,27:5,FA,<BBBF>,400.3,567.4
FA(27:5)_<BBBB>_n-8,471.4,183.0,27:5,FA,<BBBB>,400.3,567.4
FA(27:5)_<FFFF>_n-9,465.4,183.0,27:5,FA,<FFFF>,400.3,567.4
FA(27:5)_<BFFF>_n-9,463.4,183.0,27:5,FA,<BFFF>,400.3,567.4
FA(27:5)_<BBFF>_n-9,461.4,183.0,27:5,FA,<BBFF>,400.3,567.4
FA(27:5)_<BBBF>_n-9,459.4,183.0,27:5,FA,<BBBF>,400.3,567.4
FA(27:5)_<BBBB>_n-9,457.4,183.0,27:5,FA,<BBBB>,400.3,567.4
FA(27:5)_<FFFF>_n-10,451.4,183.0,27:5,FA,<FFFF>,400.3,567.4
FA(27:5)_<BFFF>_n-10,449.4,183.0,27:5,FA,<BFFF>,400.3,567.4
FA(27:5)_<BBFF>_n-10,447.4,183.0,27:5,FA,<BBFF>,400.3,567.4
FA(27:5)_<BBBF>_n-10,445.4,183.0,27:5,FA,<BBBF>,400.3,567.4
FA(27:5)_<BBBB>_n-10,443.4,183.0,27:5,FA,<BBBB>,400.3,567.4
FA(27:5)_<FFFF>_n-11,437.4,183.0,27:5,FA,<FFFF>,400.3,567.4
FA(27:5)_<BFFF>_n-11,435.4,183.0,27:5,FA,<BFFF>,400.3,567.4
FA(27:5)_<BBFF>_n-11,433.4,183.0,27:5,FA,<BBFF>,400.3,567.4
FA(27:5)_<BBBF>_n-11,431.4,183.0,27:5,FA,<BBBF>,400.3,567.4
FA(27:5)_<BBBB>_n-11,429.4,183.0,27:5,FA,<BBBB>,400.3,567.4
FA(27:5)_<FFFF>_n-12,423.4,183.0,27:5,FA,<FFFF>,400.3,567.4
FA(27:5)_<BFFF>_n-12,421.4,183.0,27:5,FA,<BFFF>,400.3,567.4
FA(27:5)_<BBFF>_n-12,419.4,183.0,27:5,FA,<BBFF>,400.3,567.4
FA(27:5)_<BBBF>_n-12,417.4,183.0,27:5,FA,<BBBF>,400.3,567.4
FA(27:5)_<BBBB>_n-12,415.4,183.0,27:5,FA,<BBBB>,400.3,567.4
FA(27:5)_<FFFF>_n-13,409.4,183.0,27:5,FA,<FFFF>,400.3,567.4
FA(27:5)_<BFFF>_n-13,407.4,183.0,27:5,FA,<BFFF>,400.3,567.4
FA(27:5)_<BBFF>_n-13,405.4,183.0,27:5,FA,<BBFF>,400.3,567.4
FA(27:5)_<BBBF>_n-13,403.4,183.0,27:5,FA,<BBBF>,400.3,567.4
FA(27:5)_<BBBB>_n-13,401.4,183.0,27:5,FA,<BBBB>,400.3,567.4
FA(27:5)_<FFFF>_n-14,395.4,183.0,27:5,FA,<FFFF>,400.3,567.4
FA(27:5)_<BFFF>_n-14,393.4,183.0,27:5,FA,<BFFF>,400.3,567.4
FA(27:5)_<BBFF>_n-14,391.4,183.0,27:5,FA,<BBFF>,400.3,567.4
FA(27:5)_<BBBF>_n-14,389.4,183.0,27:5,FA,<BBBF>,400.3,567.4
FA(27:5)_<BBBB>_n-14,387.4,183.0,27:5,FA,<BBBB>,400.3,567.4
FA(27:5)_<FFFF>_n-15,381.4,183.0,27:5,FA,<FFFF>,400.3,567.4
FA(27:5)_<BFFF>_n-15,379.4,183.0,27:5,FA,<BFFF>,400.3,567.4
FA(27:5)_<BBFF>_n-15,377.4,183.0,27:5,FA,<BBFF>,400.3,567.4
FA(27:5)_<BBBF>_n-15,375.4,183.0,27:5,FA,<BBBF>,400.3,567.4
FA(27:5)_<BBBB>_n-15,373.4,183.0,27:5,FA,<BBBB>,400.3,567.4
FA(27:5)_<FFFF>_n-16,367.4,183.0,27:5,FA,<FFFF>,400.3,567.4
FA(27:5)_<BFFF>_n-16,365.4,183.0,27:5,FA,<BFFF>,400.3,567.4
FA(27:5)_<BBFF>_n-16,363.4,183.0,27:5,FA,<BBFF>,400.3,567.4
FA(27:5)_<BBBF>_n-16,361.4,183.0,27:5,FA,<BBBF>,400.3,567.4
FA(27:5)_<BBBB>_n-16,359.4,183.0,27:5,FA,<BBBB>,400.3,567.4
FA(27:5)_<FFFF>_n-17,353.4,183.0,27:5,FA,<FFFF>,400.3,567.4
FA(27:5)_<BFFF>_n-17,351.4,183.0,27:5,FA,<BFFF>,400.3,567.4
FA(27:5)_<BBFF>_n-17,349.4,183.0,27:5,FA,<BBFF>,400.3,567.4
FA(27:5)_<BBBF>_n-17,347.4,183.0,27:5,FA,<BBBF>,400.3,567.4
FA(27:5)_<BBBB>_n-17,345.4,183.0,27:5,FA,<BBBB>,400.3,567.4
FA(27:5)_<FFFF>_n-18,339.4,183.0,27:5,FA,<FFFF>,400.3,567.4
FA(27:5)_<BFFF>_n-18,337.4,183.0,27:5,FA,<BFFF>,400.3,567.4
FA(27:5)_<BBFF>_n-18,335.4,183.0,27:5,FA,<BBFF>,400.3,567.4
FA(27:5)_<BBBF>_n-18,333.4,183.0,27:5,FA,<BBBF>,400.3,567.4
FA(27:5)_<BBBB>_n-18,331.4,183.0,27:5,FA,<BBBB>,400.3,567.4
FA(27:5)_<FFFF>_n-19,325.4,183.0,27:5,FA,<FFFF>,400.3,567.4
FA(27:5)_<BFFF>_n-19,323.4,183.0,27:5,FA,<BFFF>,400.3,567.4
FA(27:5)_<BBFF>_n-19,321.4,183.0,27:5,FA,<BBFF>,400.3,567.4
FA(27:5)_<BBBF>_n-19,319.4,183.0,27:5,FA,<BBBF>,400.3,567.4
FA(27:5)_<BBBB>_n-19,317.4,183.0,27:5,FA,<BBBB>,400.3,567.4
FA(27:5)_<FFFF>_n-20,311.4,183.0,27:5,FA,<FFFF>,400.3,567.4
FA(27:5)_<BFFF>_n-20,309.4,183.0,27:5,FA,<BFFF>,400.3,567.4
FA(27:5)_<BBFF>_n-20,307.4,183.0,27:5,FA,<BBFF>,400.3,567.4
FA(27:5)_<BBBF>_n-20,305.4,183.0,27:5,FA,<BBBF>,400.3,567.4
FA(27:5)_<BBBB>_n-20,303.4,183.0,27:5,FA,<BBBB>,400.3,567.4
FA(27:5)_<FFFF>_n-21,297.4,183.0,27:5,FA,<FFFF>,400.3,567.4
FA(27:5)_<BFFF>_n-21,295.4,183.0,27:5,FA,<BFFF>,400.3,567.4
FA(27:5)_<BBFF>_n-21,293.4,183.0,27:5,FA,<BBFF>,400.3,567.4
FA(27:5)_<BBBF>_n-21,291.4,183.0,27:5,FA,<BBBF>,400.3,567.4
