Lipid,Parent_Ion,Chain length,DB Number,DB Location,FA mass,[FA+AMP]+
FA(24:5)_<BBFF>_n-19,279.4,24,5,<BBFF>,358.3,525.4
FA(24:5)_<BBFF>_n-20,265.4,24,5,<BBFF>,358.3,525.4
FA(24:5)_<BFFF>_n-4,491.4,24,5,<BFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-5,477.4,24,5,<BFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-6,463.4,24,5,<BFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-7,449.4,24,5,<BFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-8,435.4,24,5,<BFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-9,421.4,24,5,<BFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-10,407.4,24,5,<BFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-11,393.4,24,5,<BFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-12,379.4,24,5,<BFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-13,365.4,24,5,<BFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-14,351.4,24,5,<BFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-15,337.4,24,5,<BFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-16,323.4,24,5,<BFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-17,309.4,24,5,<BFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-18,295.4,24,5,<BFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-19,281.4,24,5,<BFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-20,267.4,24,5,<BFFF>,358.3,525.4
FA(24:5)_<BFFF>_n-21,253.4,24,5,<BFFF>,358.3,525.4
FA(24:5)_<FFFF>_n-5,479.4,24,5,<FFFF>,358.3,525.4
FA(24:5)_<FFFF>_n-6,465.4,24,5,<FFFF>,358.3,525.4
FA(24:5)_<FFFF>_n-7,451.4,24,5,<FFFF>,358.3,525.4
FA(24:5)_<FFFF>_n-8,437.4,24,5,<FFFF>,358.3,525.4
FA(24:5)_<FFFF>_n-9,423.4,24,5,<FFFF>,358.3,525.4
FA(24:5)_<FFFF>_n-10,409.4,24,5,<FFFF>,358.3,525.4
FA(24:5)_<FFFF>_n-11,395.4,24,5,<FFFF>,358.3,525.4
FA(24:5)_<FFFF>_n-12,381.4,24,5,<FFFF>,358.3,525.4
FA(24:5)_<FFFF>_n-13,367.4,24,5,<FFFF>,358.3,525.4
FA(24:5)_<FFFF>_n-14,353.4,24,5,<FFFF>,358.3,525.4
FA(24:5)_<FFFF>_n-15,339.4,24,5,<FFFF>,358.3,525.4
FA(24:5)_<FFFF>_n-16,325.4,24,5,<FFFF>,358.3,525.4
FA(24:5)_<FFFF>_n-17,311.4,24,5,<FFFF>,358.3,525.4
FA(24:5)_<FFFF>_n-18,297.4,24,5,<FFFF>,358.3,525.4
FA(24:5)_<FFFF>_n-19,283.4,24,5,<FFFF>,358.3,525.4
FA(24:5)_<FFFF>_n-20,269.4,24,5,<FFFF>,358.3,525.4
FA(24:5)_<FFFF>_n-21,255.4,24,5,<FFFF>,358.3,525.4
FA(24:5)_<FFFF>_n-22,241.4,24,5,<FFFF>,358.3,525.4
FA(24:6)_<BBBBB>_n-2,511.4,24,6,<BBBBB>,356.3,523.4
FA(24:6)_<BBBBB>_n-3,497.4,24,6,<BBBBB>,356.3,523.4
FA(24:6)_<BBBBB>_n-4,483.4,24,6,<BBBBB>,356.3,523.4
FA(24:6)_<BBBBB>_n-5,469.4,24,6,<BBBBB>,356.3,523.4
FA(24:6)_<BBBBB>_n-6,455.4,24,6,<BBBBB>,356.3,523.4
FA(24:6)_<BBBBB>_n-7,441.4,24,6,<BBBBB>,356.3,523.4
FA(24:6)_<BBBBB>_n-8,427.4,24,6,<BBBBB>,356.3,523.4
FA(24:6)_<BBBBB>_n-9,413.4,24,6,<BBBBB>,356.3,523.4
FA(24:6)_<BBBBB>_n-10,399.4,24,6,<BBBBB>,356.3,523.4
FA(24:6)_<BBBBB>_n-11,385.4,24,6,<BBBBB>,356.3,523.4
FA(24:6)_<BBBBB>_n-12,371.4,24,6,<BBBBB>,356.3,523.4
FA(24:6)_<BBBBB>_n-13,357.4,24,6,<BBBBB>,356.3,523.4
FA(24:6)_<BBBBB>_n-14,343.4,24,6,<BBBBB>,356.3,523.4
FA(24:6)_<BBBBB>_n-15,329.4,24,6,<BBBBB>,356.3,523.4
FA(24:6)_<BBBBB>_n-16,315.4,24,6,<BBBBB>,356.3,523.4
FA(24:6)_<BBBBB>_n-17,301.4,24,6,<BBBBB>,356.3,523.4
FA(24:6)_<BBBBF>_n-2,513.4,24,6,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBF>_n-3,499.4,24,6,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBF>_n-4,485.4,24,6,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBF>_n-5,471.4,24,6,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBF>_n-6,457.4,24,6,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBF>_n-7,443.4,24,6,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBF>_n-8,429.4,24,6,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBF>_n-9,415.4,24,6,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBF>_n-10,401.4,24,6,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBF>_n-11,387.4,24,6,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBF>_n-12,373.4,24,6,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBF>_n-13,359.4,24,6,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBF>_n-14,345.4,24,6,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBF>_n-15,331.4,24,6,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBF>_n-16,317.4,24,6,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBF>_n-17,303.4,24,6,<BBBBF>,356.3,523.4
FA(24:6)_<BBBBF>_n-18,289.4,24,6,<BBBBF>,356.3,523.4
FA(24:6)_<BBBFF>_n-3,501.4,24,6,<BBBFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-4,487.4,24,6,<BBBFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-5,473.4,24,6,<BBBFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-6,459.4,24,6,<BBBFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-7,445.4,24,6,<BBBFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-8,431.4,24,6,<BBBFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-9,417.4,24,6,<BBBFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-10,403.4,24,6,<BBBFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-11,389.4,24,6,<BBBFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-12,375.4,24,6,<BBBFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-13,361.4,24,6,<BBBFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-14,347.4,24,6,<BBBFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-15,333.4,24,6,<BBBFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-16,319.4,24,6,<BBBFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-17,305.4,24,6,<BBBFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-18,291.4,24,6,<BBBFF>,356.3,523.4
FA(24:6)_<BBBFF>_n-19,277.4,24,6,<BBBFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-4,489.4,24,6,<BBFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-5,475.4,24,6,<BBFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-6,461.4,24,6,<BBFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-7,447.4,24,6,<BBFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-8,433.4,24,6,<BBFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-9,419.4,24,6,<BBFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-10,405.4,24,6,<BBFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-11,391.4,24,6,<BBFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-12,377.4,24,6,<BBFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-13,363.4,24,6,<BBFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-14,349.4,24,6,<BBFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-15,335.4,24,6,<BBFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-16,321.4,24,6,<BBFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-17,307.4,24,6,<BBFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-18,293.4,24,6,<BBFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-19,279.4,24,6,<BBFFF>,356.3,523.4
FA(24:6)_<BBFFF>_n-20,265.4,24,6,<BBFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-5,477.4,24,6,<BFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-6,463.4,24,6,<BFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-7,449.4,24,6,<BFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-8,435.4,24,6,<BFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-9,421.4,24,6,<BFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-10,407.4,24,6,<BFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-11,393.4,24,6,<BFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-12,379.4,24,6,<BFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-13,365.4,24,6,<BFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-14,351.4,24,6,<BFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-15,337.4,24,6,<BFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-16,323.4,24,6,<BFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-17,309.4,24,6,<BFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-18,295.4,24,6,<BFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-19,281.4,24,6,<BFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-20,267.4,24,6,<BFFFF>,356.3,523.4
FA(24:6)_<BFFFF>_n-21,253.4,24,6,<BFFFF>,356.3,523.4
FA(24:6)_<FFFFF>_n-6,465.4,24,6,<FFFFF>,356.3,523.4
FA(24:6)_<FFFFF>_n-7,451.4,24,6,<FFFFF>,356.3,523.4
FA(24:6)_<FFFFF>_n-8,437.4,24,6,<FFFFF>,356.3,523.4
FA(24:6)_<FFFFF>_n-9,423.4,24,6,<FFFFF>,356.3,523.4
FA(24:6)_<FFFFF>_n-10,409.4,24,6,<FFFFF>,356.3,523.4
FA(24:6)_<FFFFF>_n-11,395.4,24,6,<FFFFF>,356.3,523.4
FA(24:6)_<FFFFF>_n-12,381.4,24,6,<FFFFF>,356.3,523.4
FA(24:6)_<FFFFF>_n-13,367.4,24,6,<FFFFF>,356.3,523.4
FA(24:6)_<FFFFF>_n-14,353.4,24,6,<FFFFF>,356.3,523.4
FA(24:6)_<FFFFF>_n-15,339.4,24,6,<FFFFF>,356.3,523.4
FA(24:6)_<FFFFF>_n-16,325.4,24,6,<FFFFF>,356.3,523.4
FA(24:6)_<FFFFF>_n-17,311.4,24,6,<FFFFF>,356.3,523.4
FA(24:6)_<FFFFF>_n-18,297.4,24,6,<FFFFF>,356.3,523.4
FA(24:6)_<FFFFF>_n-19,283.4,24,6,<FFFFF>,356.3,523.4
FA(24:6)_<FFFFF>_n-20,269.4,24,6,<FFFFF>,356.3,523.4
FA(24:6)_<FFFFF>_n-21,255.4,24,6,<FFFFF>,356.3,523.4
FA(24:6)_<FFFFF>_n-22,241.4,24,6,<FFFFF>,356.3,523.4
FA(25:1)_<>_n-2,535.4,25,1,<>,380.3,547.4
FA(25:1)_<>_n-3,521.4,25,1,<>,380.3,547.4
FA(25:1)_<>_n-4,507.4,25,1,<>,380.3,547.4
FA(25:1)_<>_n-5,493.4,25,1,<>,380.3,547.4
FA(25:1)_<>_n-6,479.4,25,1,<>,380.3,547.4
FA(25:1)_<>_n-7,465.4,25,1,<>,380.3,547.4
FA(25:1)_<>_n-8,451.4,25,1,<>,380.3,547.4
FA(25:1)_<>_n-9,437.4,25,1,<>,380.3,547.4
FA(25:1)_<>_n-10,423.4,25,1,<>,380.3,547.4
FA(25:1)_<>_n-11,409.4,25,1,<>,380.3,547.4
FA(25:1)_<>_n-12,395.4,25,1,<>,380.3,547.4
FA(25:1)_<>_n-13,381.4,25,1,<>,380.3,547.4
FA(25:1)_<>_n-14,367.4,25,1,<>,380.3,547.4
FA(25:1)_<>_n-15,353.4,25,1,<>,380.3,547.4
FA(25:1)_<>_n-16,339.4,25,1,<>,380.3,547.4
FA(25:1)_<>_n-17,325.4,25,1,<>,380.3,547.4
FA(25:1)_<>_n-18,311.4,25,1,<>,380.3,547.4
FA(25:1)_<>_n-19,297.4,25,1,<>,380.3,547.4
FA(25:1)_<>_n-20,283.4,25,1,<>,380.3,547.4
FA(25:1)_<>_n-21,269.4,25,1,<>,380.3,547.4
FA(25:1)_<>_n-22,255.4,25,1,<>,380.3,547.4
FA(25:1)_<>_n-23,241.4,25,1,<>,380.3,547.4
FA(25:2)_<B>_n-2,533.4,25,2,<B>,378.3,545.4
FA(25:2)_<B>_n-3,519.4,25,2,<B>,378.3,545.4
FA(25:2)_<B>_n-4,505.4,25,2,<B>,378.3,545.4
FA(25:2)_<B>_n-5,491.4,25,2,<B>,378.3,545.4
FA(25:2)_<B>_n-6,477.4,25,2,<B>,378.3,545.4
FA(25:2)_<B>_n-7,463.4,25,2,<B>,378.3,545.4
FA(25:2)_<B>_n-8,449.4,25,2,<B>,378.3,545.4
FA(25:2)_<B>_n-9,435.4,25,2,<B>,378.3,545.4
FA(25:2)_<B>_n-10,421.4,25,2,<B>,378.3,545.4
FA(25:2)_<B>_n-11,407.4,25,2,<B>,378.3,545.4
FA(25:2)_<B>_n-12,393.4,25,2,<B>,378.3,545.4
FA(25:2)_<B>_n-13,379.4,25,2,<B>,378.3,545.4
FA(25:2)_<B>_n-14,365.4,25,2,<B>,378.3,545.4
FA(25:2)_<B>_n-15,351.4,25,2,<B>,378.3,545.4
FA(25:2)_<B>_n-16,337.4,25,2,<B>,378.3,545.4
FA(25:2)_<B>_n-17,323.4,25,2,<B>,378.3,545.4
FA(25:2)_<B>_n-18,309.4,25,2,<B>,378.3,545.4
FA(25:2)_<B>_n-19,295.4,25,2,<B>,378.3,545.4
FA(25:2)_<B>_n-20,281.4,25,2,<B>,378.3,545.4
FA(25:2)_<B>_n-21,267.4,25,2,<B>,378.3,545.4
FA(25:2)_<B>_n-22,253.4,25,2,<B>,378.3,545.4
FA(25:2)_<F>_n-2,535.4,25,2,<F>,378.3,545.4
FA(25:2)_<F>_n-3,521.4,25,2,<F>,378.3,545.4
FA(25:2)_<F>_n-4,507.4,25,2,<F>,378.3,545.4
FA(25:2)_<F>_n-5,493.4,25,2,<F>,378.3,545.4
FA(25:2)_<F>_n-6,479.4,25,2,<F>,378.3,545.4
FA(25:2)_<F>_n-7,465.4,25,2,<F>,378.3,545.4
FA(25:2)_<F>_n-8,451.4,25,2,<F>,378.3,545.4
FA(25:2)_<F>_n-9,437.4,25,2,<F>,378.3,545.4
FA(25:2)_<F>_n-10,423.4,25,2,<F>,378.3,545.4
FA(25:2)_<F>_n-11,409.4,25,2,<F>,378.3,545.4
FA(25:2)_<F>_n-12,395.4,25,2,<F>,378.3,545.4
FA(25:2)_<F>_n-13,381.4,25,2,<F>,378.3,545.4
FA(25:2)_<F>_n-14,367.4,25,2,<F>,378.3,545.4
FA(25:2)_<F>_n-15,353.4,25,2,<F>,378.3,545.4
FA(25:2)_<F>_n-16,339.4,25,2,<F>,378.3,545.4
FA(25:2)_<F>_n-17,325.4,25,2,<F>,378.3,545.4
FA(25:2)_<F>_n-18,311.4,25,2,<F>,378.3,545.4
FA(25:2)_<F>_n-19,297.4,25,2,<F>,378.3,545.4
FA(25:2)_<F>_n-20,283.4,25,2,<F>,378.3,545.4
FA(25:2)_<F>_n-21,269.4,25,2,<F>,378.3,545.4
FA(25:2)_<F>_n-22,255.4,25,2,<F>,378.3,545.4
FA(25:2)_<F>_n-23,241.4,25,2,<F>,378.3,545.4
FA(25:3)_<BB>_n-2,531.4,25,3,<BB>,376.3,543.4
FA(25:3)_<BB>_n-3,517.4,25,3,<BB>,376.3,543.4
FA(25:3)_<BB>_n-4,503.4,25,3,<BB>,376.3,543.4
FA(25:3)_<BB>_n-5,489.4,25,3,<BB>,376.3,543.4
FA(25:3)_<BB>_n-6,475.4,25,3,<BB>,376.3,543.4
FA(25:3)_<BB>_n-7,461.4,25,3,<BB>,376.3,543.4
FA(25:3)_<BB>_n-8,447.4,25,3,<BB>,376.3,543.4
FA(25:3)_<BB>_n-9,433.4,25,3,<BB>,376.3,543.4
FA(25:3)_<BB>_n-10,419.4,25,3,<BB>,376.3,543.4
FA(25:3)_<BB>_n-11,405.4,25,3,<BB>,376.3,543.4
FA(25:3)_<BB>_n-12,391.4,25,3,<BB>,376.3,543.4
FA(25:3)_<BB>_n-13,377.4,25,3,<BB>,376.3,543.4
FA(25:3)_<BB>_n-14,363.4,25,3,<BB>,376.3,543.4
FA(25:3)_<BB>_n-15,349.4,25,3,<BB>,376.3,543.4
FA(25:3)_<BB>_n-16,335.4,25,3,<BB>,376.3,543.4
FA(25:3)_<BB>_n-17,321.4,25,3,<BB>,376.3,543.4
FA(25:3)_<BB>_n-18,307.4,25,3,<BB>,376.3,543.4
FA(25:3)_<BB>_n-19,293.4,25,3,<BB>,376.3,543.4
FA(25:3)_<BB>_n-20,279.4,25,3,<BB>,376.3,543.4
FA(25:3)_<BB>_n-21,265.4,25,3,<BB>,376.3,543.4
FA(25:3)_<BF>_n-2,533.4,25,3,<BF>,376.3,543.4
FA(25:3)_<BF>_n-3,519.4,25,3,<BF>,376.3,543.4
FA(25:3)_<BF>_n-4,505.4,25,3,<BF>,376.3,543.4
FA(25:3)_<BF>_n-5,491.4,25,3,<BF>,376.3,543.4
FA(25:3)_<BF>_n-6,477.4,25,3,<BF>,376.3,543.4
FA(25:3)_<BF>_n-7,463.4,25,3,<BF>,376.3,543.4
FA(25:3)_<BF>_n-8,449.4,25,3,<BF>,376.3,543.4
FA(25:3)_<BF>_n-9,435.4,25,3,<BF>,376.3,543.4
FA(25:3)_<BF>_n-10,421.4,25,3,<BF>,376.3,543.4
FA(25:3)_<BF>_n-11,407.4,25,3,<BF>,376.3,543.4
FA(25:3)_<BF>_n-12,393.4,25,3,<BF>,376.3,543.4
FA(25:3)_<BF>_n-13,379.4,25,3,<BF>,376.3,543.4
FA(25:3)_<BF>_n-14,365.4,25,3,<BF>,376.3,543.4
FA(25:3)_<BF>_n-15,351.4,25,3,<BF>,376.3,543.4
FA(25:3)_<BF>_n-16,337.4,25,3,<BF>,376.3,543.4
FA(25:3)_<BF>_n-17,323.4,25,3,<BF>,376.3,543.4
FA(25:3)_<BF>_n-18,309.4,25,3,<BF>,376.3,543.4
FA(25:3)_<BF>_n-19,295.4,25,3,<BF>,376.3,543.4
FA(25:3)_<BF>_n-20,281.4,25,3,<BF>,376.3,543.4
FA(25:3)_<BF>_n-21,267.4,25,3,<BF>,376.3,543.4
FA(25:3)_<BF>_n-22,253.4,25,3,<BF>,376.3,543.4
FA(25:3)_<FF>_n-3,521.4,25,3,<FF>,376.3,543.4
FA(25:3)_<FF>_n-4,507.4,25,3,<FF>,376.3,543.4
FA(25:3)_<FF>_n-5,493.4,25,3,<FF>,376.3,543.4
FA(25:3)_<FF>_n-6,479.4,25,3,<FF>,376.3,543.4
FA(25:3)_<FF>_n-7,465.4,25,3,<FF>,376.3,543.4
FA(25:3)_<FF>_n-8,451.4,25,3,<FF>,376.3,543.4
FA(25:3)_<FF>_n-9,437.4,25,3,<FF>,376.3,543.4
FA(25:3)_<FF>_n-10,423.4,25,3,<FF>,376.3,543.4
FA(25:3)_<FF>_n-11,409.4,25,3,<FF>,376.3,543.4
FA(25:3)_<FF>_n-12,395.4,25,3,<FF>,376.3,543.4
FA(25:3)_<FF>_n-13,381.4,25,3,<FF>,376.3,543.4
FA(25:3)_<FF>_n-14,367.4,25,3,<FF>,376.3,543.4
FA(25:3)_<FF>_n-15,353.4,25,3,<FF>,376.3,543.4
FA(25:3)_<FF>_n-16,339.4,25,3,<FF>,376.3,543.4
FA(25:3)_<FF>_n-17,325.4,25,3,<FF>,376.3,543.4
FA(25:3)_<FF>_n-18,311.4,25,3,<FF>,376.3,543.4
FA(25:3)_<FF>_n-19,297.4,25,3,<FF>,376.3,543.4
FA(25:3)_<FF>_n-20,283.4,25,3,<FF>,376.3,543.4
FA(25:3)_<FF>_n-21,269.4,25,3,<FF>,376.3,543.4
FA(25:3)_<FF>_n-22,255.4,25,3,<FF>,376.3,543.4
FA(25:3)_<FF>_n-23,241.4,25,3,<FF>,376.3,543.4
FA(25:4)_<BBB>_n-2,529.4,25,4,<BBB>,374.3,541.4
FA(25:4)_<BBB>_n-3,515.4,25,4,<BBB>,374.3,541.4
FA(25:4)_<BBB>_n-4,501.4,25,4,<BBB>,374.3,541.4
FA(25:4)_<BBB>_n-5,487.4,25,4,<BBB>,374.3,541.4
FA(25:4)_<BBB>_n-6,473.4,25,4,<BBB>,374.3,541.4
FA(25:4)_<BBB>_n-7,459.4,25,4,<BBB>,374.3,541.4
FA(25:4)_<BBB>_n-8,445.4,25,4,<BBB>,374.3,541.4
FA(25:4)_<BBB>_n-9,431.4,25,4,<BBB>,374.3,541.4
FA(25:4)_<BBB>_n-10,417.4,25,4,<BBB>,374.3,541.4
FA(25:4)_<BBB>_n-11,403.4,25,4,<BBB>,374.3,541.4
FA(25:4)_<BBB>_n-12,389.4,25,4,<BBB>,374.3,541.4
FA(25:4)_<BBB>_n-13,375.4,25,4,<BBB>,374.3,541.4
FA(25:4)_<BBB>_n-14,361.4,25,4,<BBB>,374.3,541.4
FA(25:4)_<BBB>_n-15,347.4,25,4,<BBB>,374.3,541.4
FA(25:4)_<BBB>_n-16,333.4,25,4,<BBB>,374.3,541.4
FA(25:4)_<BBB>_n-17,319.4,25,4,<BBB>,374.3,541.4
FA(25:4)_<BBB>_n-18,305.4,25,4,<BBB>,374.3,541.4
FA(25:4)_<BBB>_n-19,291.4,25,4,<BBB>,374.3,541.4
FA(25:4)_<BBB>_n-20,277.4,25,4,<BBB>,374.3,541.4
FA(25:4)_<BBF>_n-2,531.4,25,4,<BBF>,374.3,541.4
FA(25:4)_<BBF>_n-3,517.4,25,4,<BBF>,374.3,541.4
FA(25:4)_<BBF>_n-4,503.4,25,4,<BBF>,374.3,541.4
FA(25:4)_<BBF>_n-5,489.4,25,4,<BBF>,374.3,541.4
FA(25:4)_<BBF>_n-6,475.4,25,4,<BBF>,374.3,541.4
FA(25:4)_<BBF>_n-7,461.4,25,4,<BBF>,374.3,541.4
FA(25:4)_<BBF>_n-8,447.4,25,4,<BBF>,374.3,541.4
FA(25:4)_<BBF>_n-9,433.4,25,4,<BBF>,374.3,541.4
FA(25:4)_<BBF>_n-10,419.4,25,4,<BBF>,374.3,541.4
FA(25:4)_<BBF>_n-11,405.4,25,4,<BBF>,374.3,541.4
FA(25:4)_<BBF>_n-12,391.4,25,4,<BBF>,374.3,541.4
FA(25:4)_<BBF>_n-13,377.4,25,4,<BBF>,374.3,541.4
FA(25:4)_<BBF>_n-14,363.4,25,4,<BBF>,374.3,541.4
FA(25:4)_<BBF>_n-15,349.4,25,4,<BBF>,374.3,541.4
FA(25:4)_<BBF>_n-16,335.4,25,4,<BBF>,374.3,541.4
FA(25:4)_<BBF>_n-17,321.4,25,4,<BBF>,374.3,541.4
FA(25:4)_<BBF>_n-18,307.4,25,4,<BBF>,374.3,541.4
FA(25:4)_<BBF>_n-19,293.4,25,4,<BBF>,374.3,541.4
FA(25:4)_<BBF>_n-20,279.4,25,4,<BBF>,374.3,541.4
FA(25:4)_<BBF>_n-21,265.4,25,4,<BBF>,374.3,541.4
FA(25:4)_<BFF>_n-3,519.4,25,4,<BFF>,374.3,541.4
FA(25:4)_<BFF>_n-4,505.4,25,4,<BFF>,374.3,541.4
FA(25:4)_<BFF>_n-5,491.4,25,4,<BFF>,374.3,541.4
FA(25:4)_<BFF>_n-6,477.4,25,4,<BFF>,374.3,541.4
FA(25:4)_<BFF>_n-7,463.4,25,4,<BFF>,374.3,541.4
FA(25:4)_<BFF>_n-8,449.4,25,4,<BFF>,374.3,541.4
FA(25:4)_<BFF>_n-9,435.4,25,4,<BFF>,374.3,541.4
FA(25:4)_<BFF>_n-10,421.4,25,4,<BFF>,374.3,541.4
FA(25:4)_<BFF>_n-11,407.4,25,4,<BFF>,374.3,541.4
FA(25:4)_<BFF>_n-12,393.4,25,4,<BFF>,374.3,541.4
FA(25:4)_<BFF>_n-13,379.4,25,4,<BFF>,374.3,541.4
FA(25:4)_<BFF>_n-14,365.4,25,4,<BFF>,374.3,541.4
FA(25:4)_<BFF>_n-15,351.4,25,4,<BFF>,374.3,541.4
FA(25:4)_<BFF>_n-16,337.4,25,4,<BFF>,374.3,541.4
FA(25:4)_<BFF>_n-17,323.4,25,4,<BFF>,374.3,541.4
FA(25:4)_<BFF>_n-18,309.4,25,4,<BFF>,374.3,541.4
FA(25:4)_<BFF>_n-19,295.4,25,4,<BFF>,374.3,541.4
FA(25:4)_<BFF>_n-20,281.4,25,4,<BFF>,374.3,541.4
FA(25:4)_<BFF>_n-21,267.4,25,4,<BFF>,374.3,541.4
FA(25:4)_<BFF>_n-22,253.4,25,4,<BFF>,374.3,541.4
FA(25:4)_<FFF>_n-4,507.4,25,4,<FFF>,374.3,541.4
FA(25:4)_<FFF>_n-5,493.4,25,4,<FFF>,374.3,541.4
FA(25:4)_<FFF>_n-6,479.4,25,4,<FFF>,374.3,541.4
FA(25:4)_<FFF>_n-7,465.4,25,4,<FFF>,374.3,541.4
FA(25:4)_<FFF>_n-8,451.4,25,4,<FFF>,374.3,541.4
FA(25:4)_<FFF>_n-9,437.4,25,4,<FFF>,374.3,541.4
FA(25:4)_<FFF>_n-10,423.4,25,4,<FFF>,374.3,541.4
FA(25:4)_<FFF>_n-11,409.4,25,4,<FFF>,374.3,541.4
FA(25:4)_<FFF>_n-12,395.4,25,4,<FFF>,374.3,541.4
FA(25:4)_<FFF>_n-13,381.4,25,4,<FFF>,374.3,541.4
FA(25:4)_<FFF>_n-14,367.4,25,4,<FFF>,374.3,541.4
FA(25:4)_<FFF>_n-15,353.4,25,4,<FFF>,374.3,541.4
FA(25:4)_<FFF>_n-16,339.4,25,4,<FFF>,374.3,541.4
FA(25:4)_<FFF>_n-17,325.4,25,4,<FFF>,374.3,541.4
FA(25:4)_<FFF>_n-18,311.4,25,4,<FFF>,374.3,541.4
FA(25:4)_<FFF>_n-19,297.4,25,4,<FFF>,374.3,541.4
FA(25:4)_<FFF>_n-20,283.4,25,4,<FFF>,374.3,541.4
FA(25:4)_<FFF>_n-21,269.4,25,4,<FFF>,374.3,541.4
FA(25:4)_<FFF>_n-22,255.4,25,4,<FFF>,374.3,541.4
FA(25:4)_<FFF>_n-23,241.4,25,4,<FFF>,374.3,541.4
FA(25:5)_<BBBB>_n-2,527.4,25,5,<BBBB>,372.3,539.4
FA(25:5)_<BBBB>_n-3,513.4,25,5,<BBBB>,372.3,539.4
