,Lipid,Sample_ID,db_pos,OzESI_Intensity,Total_DB_Intensity,n-9%
65,[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-7,27260.361328125,28614.76147460937,
66,[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,1354.40014648437,28614.76147460937,4.733221864128292
67,[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-7,30703.521484375,32898.58154296875,
68,[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-9,2195.06005859375,32898.58154296875,6.672202738366662
69,[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_dienc_O3on_01,n-7,5355.3203125,5355.3203125,
70,[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_hippo_O3on_01,n-7,933.980041503906,933.980041503906,
71,[TG(52:5)]_FA16:1,11292023_FAD189_M2_5xFAD_cereb_O3on_01,n-7,28614.482421875,32619.40258789062,
72,[TG(52:5)]_FA16:1,11292023_FAD189_M2_5xFAD_cereb_O3on_01,n-9,4004.92016601562,32619.40258789062,12.27772383391956
73,[TG(52:5)]_FA16:1,11292023_FAD189_M2_5xFAD_cortex_O3on_01,n-7,5243.96044921875,6246.70050048828,
74,[TG(52:5)]_FA16:1,11292023_FAD189_M2_5xFAD_cortex_O3on_01,n-9,1002.74005126953,6246.70050048828,16.052315157276226
75,[TG(52:5)]_FA16:1,11292023_FAD189_M2_5xFAD_dienc_O3on_01,n-7,6902.66064453125,7527.70068359375,
76,[TG(52:5)]_FA16:1,11292023_FAD189_M2_5xFAD_dienc_O3on_01,n-9,625.0400390625,7527.70068359375,8.303199945565632
77,[TG(52:5)]_FA16:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-12,729.700073242187,1282.460083007812,
78,[TG(52:5)]_FA16:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,552.760009765625,1282.460083007812,
79,[TG(52:5)]_FA16:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-10,1237.64013671875,5536.540527343739,
80,[TG(52:5)]_FA16:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-12,1723.42016601562,5536.540527343739,
81,[TG(52:5)]_FA16:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,1294.1201171875,5536.540527343739,
82,[TG(52:5)]_FA16:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,1281.36010742187,5536.540527343739,23.143695979348806
83,[TG(52:5)]_FA16:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-10,721.260070800781,4397.720397949219,
84,[TG(52:5)]_FA16:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-12,1439.14013671875,4397.720397949219,
85,[TG(52:5)]_FA16:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,871.180053710937,4397.720397949219,
86,[TG(52:5)]_FA16:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,1366.14013671875,4397.720397949219,31.06473384155618
87,[TG(52:5)]_FA16:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-10,552.160034179687,1103.100097656249,
88,[TG(52:5)]_FA16:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,550.940063476562,1103.100097656249,49.94470262917585
89,[TG(52:5)]_FA16:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-10,618.400024414062,3952.580261230467,
90,[TG(52:5)]_FA16:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-12,1969.18017578125,3952.580261230467,
91,[TG(52:5)]_FA16:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,631.660034179687,3952.580261230467,
92,[TG(52:5)]_FA16:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,733.340026855468,3952.580261230467,18.553450616766828
93,[TG(52:6)]_FA18:2,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,628.740051269531,628.740051269531,
94,[TG(54:5)]_FA18:1,11282023_DOD94_F3_WT_cereb_O3on_01,n-9,777.56005859375,777.56005859375,100.0
95,[TG(54:5)]_FA18:1,11282023_DOD94_F3_WT_cortex_O3on_01,n-9,1413.92004394531,1413.92004394531,100.0
96,[TG(54:5)]_FA18:1,11282023_DOD94_F3_WT_dienc_O3on_01,n-9,4713.88037109375,4713.88037109375,100.0
97,[TG(54:5)]_FA18:1,11282023_FAD184_F3_WT_cereb_O3on_01,n-9,986.940063476562,986.940063476562,100.0
98,[TG(54:5)]_FA18:1,11282023_FAD184_F3_WT_cortex_O3on_01,n-7,1406.32006835937,8946.44067382812,
99,[TG(54:5)]_FA18:1,11282023_FAD184_F3_WT_cortex_O3on_01,n-9,7540.12060546875,8946.44067382812,84.28067519104651
100,[TG(54:5)]_FA18:1,11282023_FAD184_F3_WT_dienc_O3on_01,n-9,726.640075683593,726.640075683593,100.0
101,[TG(54:5)]_FA18:1,11282023_FAD184_F4_WT_cortex_O3on_01,n-9,812.580078125,812.580078125,100.0
102,[TG(54:5)]_FA18:1,11282023_FAD184_F4_WT_dienc_O3on_01,n-9,617.200073242187,617.200073242187,100.0
103,[TG(54:5)]_FA18:1,11282023_FAD185_M4_WT_cereb_O3on_01,n-7,9256.140625,35427.5625,
104,[TG(54:5)]_FA18:1,11282023_FAD185_M4_WT_cereb_O3on_01,n-9,26171.421875,35427.5625,73.87305258441079
105,[TG(54:5)]_FA18:1,11282023_FAD185_M4_WT_cortex_O3on_01,n-7,2219.02026367187,21945.80151367187,
106,[TG(54:5)]_FA18:1,11282023_FAD185_M4_WT_cortex_O3on_01,n-9,19726.78125,21945.80151367187,89.88863422331849
107,[TG(54:5)]_FA18:1,11282023_FAD185_M4_WT_dienc_O3on_01,n-7,583.06005859375,4177.400390625,
108,[TG(54:5)]_FA18:1,11282023_FAD185_M4_WT_dienc_O3on_01,n-9,3594.34033203125,4177.400390625,86.04251438520798
109,[TG(54:5)]_FA18:1,11282023_FAD185_M4_WT_hippo_O3on_01,n-9,1702.30017089843,1702.30017089843,100.0
110,[TG(54:5)]_FA18:1,11282023_FAD189_M3_WT_cereb_O3on_01,n-7,654.480041503906,8623.960510253906,
111,[TG(54:5)]_FA18:1,11282023_FAD189_M3_WT_cereb_O3on_01,n-9,7969.48046875,8623.960510253906,92.41091096456519
112,[TG(54:5)]_FA18:1,11282023_FAD189_M3_WT_cortex_O3on_01,n-7,1839.28015136718,16609.68151855468,
113,[TG(54:5)]_FA18:1,11282023_FAD189_M3_WT_cortex_O3on_01,n-9,14770.4013671875,16609.68151855468,88.92645744403636
114,[TG(54:5)]_FA18:1,11282023_FAD189_M3_WT_dienc_O3on_01,n-7,595.840026855468,6221.740417480468,
115,[TG(54:5)]_FA18:1,11282023_FAD189_M3_WT_dienc_O3on_01,n-9,5625.900390625,6221.740417480468,90.42325801344253
116,[TG(54:5)]_FA18:1,11292023_DOD93_F4_5xFAD_cereb_O3on_01,n-9,967.360046386718,967.360046386718,100.0
117,[TG(54:5)]_FA18:1,11292023_DOD93_F4_5xFAD_cortex_O3on_01,n-9,1046.88012695312,1046.88012695312,100.0
118,[TG(54:5)]_FA18:1,11292023_DOD93_F4_5xFAD_dienc_O3on_01,n-9,1571.44006347656,1571.44006347656,100.0
119,[TG(54:5)]_FA18:1,11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-9,3508.38012695312,3508.38012695312,100.0
120,[TG(54:5)]_FA18:1,11292023_DOD94_F4_5xFAD_cortex_O3on_01,n-9,1140.02014160156,1140.02014160156,100.0
121,[TG(54:5)]_FA18:1,11292023_DOD94_F4_5xFAD_hippo_O3on_01,n-9,623.420043945312,623.420043945312,100.0
122,[TG(54:5)]_FA18:1,11292023_FAD185_M1_5xFAD_cereb_O3on_01,n-9,1967.24011230468,1967.24011230468,100.0
123,[TG(54:5)]_FA18:1,11292023_FAD185_M1_5xFAD_cortex_O3on_01,n-9,4133.2802734375,4133.2802734375,100.0
124,[TG(54:5)]_FA18:1,11292023_FAD185_M1_5xFAD_dienc_O3on_01,n-9,2224.14013671875,2224.14013671875,100.0
125,[TG(54:5)]_FA18:1,11292023_FAD185_M1_5xFAD_hippo_O3on_01,n-9,919.860046386718,919.860046386718,100.0
126,[TG(54:5)]_FA18:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-7,1827.68017578125,34917.74267578125,
127,[TG(54:5)]_FA18:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-9,33090.0625,34917.74267578125,94.76575506970295
128,[TG(54:5)]_FA18:1,11292023_FAD185_M3_5xFAD_dienc_O3on_01,n-7,3478.58032226562,28543.46118164062,
129,[TG(54:5)]_FA18:1,11292023_FAD185_M3_5xFAD_dienc_O3on_01,n-9,25064.880859375,28543.46118164062,87.81303956051738
130,[TG(54:5)]_FA18:1,11292023_FAD185_M3_5xFAD_hippo_O3on_01,n-9,8418.6201171875,8418.6201171875,100.0
131,[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-7,1792.06018066406,26700.30236816406,
132,[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,24908.2421875,26700.30236816406,93.2882401256968
133,[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-7,1562.66015625,27088.7421875,
134,[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-9,25526.08203125,27088.7421875,94.23132995458504
135,[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_dienc_O3on_01,n-7,761.06005859375,5891.72021484375,
136,[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_dienc_O3on_01,n-9,5130.66015625,5891.72021484375,87.08254922431117
137,[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_hippo_O3on_01,n-9,1240.94006347656,1240.94006347656,100.0
138,[TG(54:5)]_FA18:1,11292023_FAD189_M2_5xFAD_cereb_O3on_01,n-7,2978.88012695312,25676.72192382812,
139,[TG(54:5)]_FA18:1,11292023_FAD189_M2_5xFAD_cereb_O3on_01,n-9,22697.841796875,25676.72192382812,88.39851856560901
140,[TG(54:5)]_FA18:1,11292023_FAD189_M2_5xFAD_cortex_O3on_01,n-7,631.880065917968,6962.880554199218,
141,[TG(54:5)]_FA18:1,11292023_FAD189_M2_5xFAD_cortex_O3on_01,n-9,6331.00048828125,6962.880554199218,90.92501930775059
142,[TG(54:5)]_FA18:1,11292023_FAD189_M2_5xFAD_dienc_O3on_01,n-7,1408.080078125,12400.3408203125,
143,[TG(54:5)]_FA18:1,11292023_FAD189_M2_5xFAD_dienc_O3on_01,n-9,10992.2607421875,12400.3408203125,88.6448276016859
144,[TG(54:5)]_FA18:1,11292023_FAD189_M2_5xFAD_hippo_O3on_01,n-9,814.800048828125,814.800048828125,100.0
145,[TG(54:5)]_FA18:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,3941.06030273437,3941.06030273437,100.0
146,[TG(54:5)]_FA18:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-12,953.980041503906,7348.320373535156,
147,[TG(54:5)]_FA18:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,6394.34033203125,7348.320373535156,87.01771298731546
148,[TG(54:5)]_FA18:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-10,773.760070800781,6301.200378417968,
149,[TG(54:5)]_FA18:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-12,737.200073242187,6301.200378417968,
150,[TG(54:5)]_FA18:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,4790.240234375,6301.200378417968,76.02107450481805
151,[TG(54:5)]_FA18:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,2872.66015625,2872.66015625,100.0
152,[TG(54:5)]_FA18:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,5370.1005859375,5370.1005859375,100.0
153,[TG(54:6)]_FA18:1,11282023_DOD94_F3_WT_dienc_O3on_01,n-9,543.840026855468,543.840026855468,100.0
154,[TG(54:6)]_FA18:1,11282023_FAD185_M4_WT_cereb_O3on_01,n-9,3069.38012695312,3069.38012695312,100.0
155,[TG(54:6)]_FA18:1,11282023_FAD185_M4_WT_cortex_O3on_01,n-9,1377.34008789062,1377.34008789062,100.0
156,[TG(54:6)]_FA18:1,11282023_FAD189_M3_WT_cortex_O3on_01,n-9,1207.34008789062,1207.34008789062,100.0
157,[TG(54:6)]_FA18:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-7,518.360046386718,3152.240173339838,
158,[TG(54:6)]_FA18:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-9,2633.88012695312,3152.240173339838,83.55582005550329
159,[TG(54:6)]_FA18:1,11292023_FAD185_M3_5xFAD_dienc_O3on_01,n-9,1487.42016601562,1487.42016601562,100.0
160,[TG(54:6)]_FA18:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,1252.92004394531,1252.92004394531,100.0
161,[TG(54:6)]_FA18:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-9,2045.36010742187,2045.36010742187,100.0
162,[TG(54:6)]_FA18:1,11292023_FAD189_M2_5xFAD_cereb_O3on_01,n-9,2071.10009765625,2071.10009765625,100.0
163,[TG(54:6)]_FA18:1,11292023_FAD189_M2_5xFAD_cortex_O3on_01,n-9,1109.00012207031,1109.00012207031,100.0
164,[TG(54:6)]_FA18:1,11292023_FAD189_M2_5xFAD_dienc_O3on_01,n-9,583.380065917968,583.380065917968,100.0
165,[TG(54:6)]_FA18:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,1290.80004882812,1290.80004882812,100.0
166,[TG(54:6)]_FA18:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,1402.68005371093,1402.68005371093,100.0
167,[TG(54:6)]_FA18:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,2389.38012695312,2389.38012695312,100.0
168,[TG(54:6)]_FA18:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,1353.26013183593,1353.26013183593,100.0
169,"[TG(55:10),TG(54:3)]_FA18:1",11282023_DOD94_F3_WT_cereb_O3on_01,n-9,3136.36010742187,3136.36010742187,100.0
170,"[TG(55:10),TG(54:3)]_FA18:1",11282023_DOD94_F3_WT_cortex_O3on_01,n-9,3127.90014648437,3127.90014648437,100.0
171,"[TG(55:10),TG(54:3)]_FA18:1",11282023_DOD94_F3_WT_dienc_O3on_01,n-9,8242.541015625,8242.541015625,100.0
172,"[TG(55:10),TG(54:3)]_FA18:1",11282023_DOD94_F3_WT_hippo_O3on_01,n-9,8976.62109375,8976.62109375,100.0
173,"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F3_WT_cereb_O3on_01,n-9,3050.10009765625,3050.10009765625,100.0
174,"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F3_WT_cortex_O3on_01,n-9,4393.7802734375,4393.7802734375,100.0
175,"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F3_WT_dienc_O3on_01,n-9,3248.30029296875,3248.30029296875,100.0
176,"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F3_WT_hippo_O3on_01,n-9,4685.30029296875,4685.30029296875,100.0
177,"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F4_WT_dienc_O3on_01,n-9,2790.50024414062,2790.50024414062,100.0
178,"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD185_M4_WT_cereb_O3on_01,n-9,10833.220703125,10833.220703125,100.0
179,"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD185_M4_WT_cortex_O3on_01,n-9,3153.7001953125,3153.7001953125,100.0
180,"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD185_M4_WT_dienc_O3on_01,n-9,2538.2001953125,2538.2001953125,100.0
181,"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD185_M4_WT_hippo_O3on_01,n-9,3872.64038085937,3872.64038085937,100.0
182,"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD189_M3_WT_cereb_O3on_01,n-9,3692.30029296875,3692.30029296875,100.0
183,"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD189_M3_WT_cortex_O3on_01,n-9,6516.140625,6516.140625,100.0
184,"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD189_M3_WT_dienc_O3on_01,n-9,2985.16015625,2985.16015625,100.0
185,"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD93_F4_5xFAD_cereb_O3on_01,n-9,9305.8408203125,9305.8408203125,100.0
186,"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD93_F4_5xFAD_cortex_O3on_01,n-9,8602.3203125,8602.3203125,100.0
187,"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD93_F4_5xFAD_dienc_O3on_01,n-7,1196.84008789062,11654.70043945312,
188,"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD93_F4_5xFAD_dienc_O3on_01,n-9,10457.8603515625,11654.70043945312,89.73083783570178
189,"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD93_F4_5xFAD_hippo_O3on_01,n-9,8914.30078125,8914.30078125,100.0
190,"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-7,1091.580078125,16861.521484375,
191,"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-9,15769.94140625,16861.521484375,93.52620652213069
192,"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD94_F4_5xFAD_cortex_O3on_01,n-9,10862.2607421875,10862.2607421875,100.0
193,"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD94_F4_5xFAD_dienc_O3on_01,n-9,7362.8603515625,7362.8603515625,100.0
194,"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD94_F4_5xFAD_hippo_O3on_01,n-9,7821.48046875,7821.48046875,100.0
195,"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD185_M1_5xFAD_cereb_O3on_01,n-9,7610.28076171875,7610.28076171875,100.0
196,"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD185_M1_5xFAD_cortex_O3on_01,n-9,10892.3408203125,10892.3408203125,100.0
197,"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD185_M1_5xFAD_dienc_O3on_01,n-9,9955.5205078125,9955.5205078125,100.0
198,"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD185_M1_5xFAD_hippo_O3on_01,n-9,8269.5009765625,8269.5009765625,100.0
199,"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-9,9047.2001953125,9047.2001953125,100.0
200,"[TG(55:10),TG(54:3)]_FA18:1",11292023_FAD185_M3_5xFAD_dienc_O3on_01,n-9,6834.48046875,6834.48046875,100.0
