lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_hippocampus,DOD94_F4_Female_5xFAD_hippocampus,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_hippocampus,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_hippocampus,DOD94_F3_Female_WT_hippocampus,FAD184_F3_Female_WT_hippocampus,FAD184_F4_Female_WT_hippocampus,FAD185_M4_Male_WT_hippocampus,FAD189_M3_Male_WT_hippocampus,Blank_Blank_Blank_Blank_Blank
[TG(63:12)|TG(62:5)]_FA22:5,1.7285621917729954,12.55591584514779,34.39393103550305,4.501246726175103e-9,3.7244931244530917e-7,TAG,25577164.55029297,4535241.633789063,37643102.32763672,39383942.55078125,19374738.36376953,17534117.747070312,2987563.334228516,9825324.81982422,6291452.643554688,3343065.6357421875,5020843.780761719,1611737.7868652344
DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:0,-1.6689166639637552,3.233768013620232,34.33772654035374,4.6331294658049275e-9,3.737777196538125e-7,DAG,6355.400508880615,2589.5601921081543,2705.600200653076,2607.9201698303223,13197.52096939087,2603.320178985596,36169.40261077881,4030.780296325684,2588.3601875305176,12708.580894470217,2593.8601722717285,83052.00598144531
DG(O-38:9)|DG(36:2)_C18:2,1.7154241108203185,6.423676664344683,33.898393199803195,5.806663577357385e-9,4.570269113202995e-7,DAG,3246.8002281188965,298097.9258499145,3310.9402351379395,3237.460235595703,6104.10050201416,107391.0269203186,19682.9810256958,3222.020248413086,3238.7802200317383,65258.24454116821,3244.6402320861816,940433.7267990112
DG(35:3)_C16:1,-1.6516616059159122,1.5596358734804197,33.63680162523079,6.642404748432021e-9,5.103580981711936e-7,DAG,4836.440368652344,2931.020206451416,3673.2202644348154,2921.9402198791504,2925.04020690918,2921.160221099853,16072.621196746826,2921.0602111816406,2920.780204772949,2930.3802185058594,16177.141124725342,5898.74040222168
[TG(52:5)]_FA18:0,-1.6303319486993904,8.167640367879192,32.85917465567036,9.908234687458996e-9,7.435784496844229e-7,TAG,374212.4312133789,1208726.7245483398,128432.0085144043,104457.52661132812,81759.24615478516,104581.62664794922,1336902.0599975586,509242.1770019531,862497.7973022461,1036941.0848999023,842065.9384765625,26629.72183227539
[TG(52:4)]_FA18:1,1.6502449120060096,8.129292257631013,31.53510227489459,1.9586731771341632e-8,1.4365087142299874e-6,TAG,198174.2164306641,151453.4718017578,480507.1959228516,3048758.300048828,1759397.2177734375,1406246.5223388672,167663.11029052734,240204.77600097656,117847.84759521484,490399.4801025391,307894.99853515625,58547.94396972656
PE(44:1),-1.5866167050032955,8.423704480240438,31.17522849557281,2.3575537982824108e-8,1.6906280237905198e-6,PE,468652.19704437256,1451388.5310287476,161322.22917175293,137036.60969161987,91430.88668823242,118894.1287498474,1477921.850883484,613352.9843902588,1130414.4385299685,1178938.33146286,997330.02759552,64799.24423217773
[TG(52:8)|TG(51:1)]_FA18:3,-1.5822590124263962,8.031150766331852,31.009387187561515,2.567834899188542e-8,1.8013920042785707e-6,TAG,326570.6632080078,1064266.399230957,144048.47119140625,128617.65014648438,101294.80725097656,123401.98846435548,1137293.4727172852,501166.3350219727,820126.8565368652,923924.6457519532,744321.2060546875,36916.682678222656
[TG(52:7)|TG(51:0)]_FA18:2,-1.5805387772612634,7.893967060417168,30.944024095661007,2.6557856418290815e-8,1.8234511204643504e-6,TAG,349148.40173339844,933448.6290283204,126505.8480834961,110327.00775146484,86249.22595214844,113300.70819091795,1000513.9033203124,468646.31213378906,754460.041809082,865282.1577758789,667690.5902099609,31425.24237060547
[TG(52:6)]_FA18:3,1.628565389345427,8.441905240799443,30.762116459722165,2.9167688572218203e-8,1.9609193963030864e-6,TAG,252342.53857421875,187759.0321044922,580164.64306640625,3525627.8376464844,2354001.740722656,1782272.3612060547,215829.45434570312,311832.9423828125,186666.59338378903,581404.1058349609,359956.2410888672,91084.34631347656
[TG(54:7)|TG(53:0)]_FA18:2,1.6263320383105462,6.934620351339741,30.68206157344912,3.039622105753771e-8,1.961772107053484e-6,TAG,126787.34924316406,103820.86724853516,339304.82403564453,1103201.6076660156,803915.0362548828,516570.4508666992,95689.24658203124,111929.48724365234,78863.905517578125,164545.37139892578,125383.72821044922,46564.96325683594
[TG(56:9)|TG(55:2)]_FA20:4,1.6267900346359374,6.918770863631835,30.69827970321058,3.014321752911829e-8,1.961772107053484e-6,TAG,113209.62756347656,97221.06677246094,260268.75659179688,1159066.430419922,812095.219543457,525815.5386352539,89005.3062133789,116929.24786376952,81443.745849609375,159858.5714111328,122788.88848876952,48443.04309082031
[TG(63:12)|TG(62:5)]_FA22:6,1.6179079942454466,9.362440445698892,30.38520453774981,3.542196057196222e-8,2.2413071914847468e-6,TAG,2715589.7318725586,542690.6159667969,4180855.971313477,4086265.0678710938,2087615.2139892576,1851836.204284668,400965.5833129883,1092590.8434448242,698280.6698608398,386061.9454956055,604010.4847412109,183103.4722290039
[TG(52:6)]_FA18:1,-1.5641756627673407,8.074600188320767,30.325960550297168,3.652051363735422e-8,2.2663787982258092e-6,TAG,369897.2868652344,1148746.1612854004,131967.18701171875,112161.5473022461,87690.1060180664,96259.62655639648,1258333.384338379,516530.4511413574,758671.7067260742,976454.0100097656,739445.55419921875,25199.92176818848
[TG(54:6)]_FA20:4,1.594534572015706,10.164087612124952,29.564992390121922,5.4072779048354004e-8,3.2923180752648747e-6,TAG,935157.3583984376,743648.5947265625,2471274.7690429688,11461275.055664062,7337921.454101562,5548770.373046875,621907.4006347656,1158220.6826171875,528861.3359375,2139346.0720214844,1159650.4467773438,240371.81713867188
LPC(24:1),-1.5289784521970053,10.438267348745034,29.015713877759474,7.179356153379665e-8,4.290330056843737e-6,PC,2989996.987548828,4548652.8330078125,947463.6771240234,703872.4908447266,598382.2253417969,706272.10205078125,5272523.836914063,3168024.669921875,4206632.830078125,4545923.9130859375,4707881.474853516,98224.22705078124
[TG(54:8)|TG(53:1)]_FA18:3,1.5719791454287764,7.108244928791434,28.781338169942046,8.102812113548147e-8,4.754140852803613e-6,TAG,153090.31201171875,114887.16809082033,288536.95935058594,1327383.1115722656,917316.3161621094,555687.78515625,99660.26654052734,141621.87084960938,107625.92822265624,183244.6722412109,139078.56994628906,50717.52389526367
[TG(54:6)]_FA18:1,1.5665789987970147,6.861235100327506,28.59506193951347,8.920939335377697e-8,5.140691292011398e-6,TAG,117212.04907226562,94106.60681152344,243329.8748779297,1125836.612915039,783034.0325927734,466373.7537841797,81822.9857788086,116210.04895019533,80845.3862915039,166679.6925048828,121939.90753173828,43440.762939453125
LPC(24:0),-1.514918847718413,10.452474660596257,28.499434541280607,9.372585687407062e-8,5.306198949695191e-6,PC,3035732.380126953,4636961.5380859375,962746.7464599608,714065.1926269531,600970.9619140625,718077.5908203125,5341079.8818359375,3243856.2265625,4207227.968261719,4565285.9443359375,4701352.3974609375,98562.5264892578
[TG(54:5)]_FA18:0,1.558897891338412,6.592454731471578,28.33099664068868,1.0224560179652589e-7,5.688733741334294e-6,TAG,97698.78680419922,83960.24548339844,198989.31134033203,905537.53564453125,633252.1180419922,406648.6701660156,69930.7646484375,99288.34759521484,66880.90515136719,130602.22912597656,103340.40740966795,45290.223083496094
PC(22:0),-1.5088928013969856,10.06906121268757,28.27940277034576,1.0500740023443514e-7,5.743370856890206e-6,PC,2324176.128173828,3519406.118652344,742475.70751953125,560010.240234375,475063.4091796875,587647.1022949219,4077941.171142578,2455371.291015625,3219591.5419921875,3554628.092773437,3554114.2106933594,98047.44714355467
[TG(51:4)]_FA16:0,-1.5051860736110303,7.364273185495748,28.143771903160086,1.1262952266333393e-7,6.05759116057631e-6,TAG,217770.43780517575,642144.8049926758,107664.56826782228,103271.36825561523,103905.76654052734,81494.88568115234,755284.1890258789,295769.01861572266,486527.2729492188,559708.716796875,457797.0746765137,23257.22166442871
[TG(52:5)]_FA18:2,1.5502270506909506,8.292993502599836,28.03550323105629,1.1911003761237406e-7,6.301116252051329e-6,TAG,251062.75854492188,167788.4913330078,609678.9426269531,3055530.0986328125,1987049.8947753904,1656412.9576416016,294515.5977783203,250685.67810058597,127255.80908203124,530499.2723388672,348189.2839355469,78901.92565917969
[TG(63:11)|TG(62:4)]_FA22:5,1.5442706159137907,9.03763389586496,27.8327264591062,1.3226970394108107e-7,6.7751481685375965e-6,TAG,2167288.761413574,436664.88928222656,3106818.197631836,3250834.7712402344,1685657.704711914,1540713.3064575195,310954.20263671875,922547.1664428712,577589.421081543,323203.42321777344,509002.37646484375,158149.33099365234
DG(36:3)_C16:1,1.544781470302643,6.509129493889777,27.848713243028676,1.3118128351678812e-7,6.7751481685375965e-6,DAG,558926.3790893555,87196.18650054932,436158.0338897705,327200.3408203125,388930.60874176025,220166.69567489624,41107.26296234131,37562.12256240845,228180.0153121948,89144.50645446777,33822.342319488525,48801.16325378418
[TG(51:5)]_FA16:1,-1.4805067182579446,7.407660789073824,27.252793631136228,1.7851701123659594e-7,9.001162425945236e-6,TAG,221856.45794677731,668553.8033447266,111850.78784179688,112924.3077392578,98638.42639160156,96466.1260986328,693688.5318908691,350411.4664916992,496572.6153564453,548906.5149536133,540491.7579345703,26470.341918945312
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:1,1.5251178946239317,6.5674508881741955,27.180531064079332,1.8531543663724362e-7,9.200198677359771e-6,DAG,170829.49340057373,277437.6010360718,69014.60486602783,122716.78902053832,126053.36786651611,2979.200206756592,158374.57176208496,2904.9802169799805,7788.440601348877,2882.060218811035,2899.320209503174,842503.0589599609
PI(35:5)|PI(O-36:5)|PI(P-36:4),-1.4741117890115647,7.347973846073345,27.02399123896611,2.0094584765872453e-7,9.825034096889456e-6,PI,246323.53637695312,639757.0421447754,109441.62689208984,90236.58599853516,74545.58480834961,80061.4253540039,718094.7596435547,306537.96182250977,466885.6948852539,553821.1786499023,446469.6868896485,43434.64291381836
[TG(53:9)|TG(52:2)]_FA18:0,1.5150063467992,9.670271491478875,26.84472971781816,2.2047478011292417e-7,1.0618986797379198e-5,TAG,686716.666015625,554253.4365234375,1495332.974609375,8129493.1650390625,5101279.340332031,3960041.5444335938,434289.55615234375,820238.4365234375,347525.0231933594,1646523.8173828125,899036.54541015625,202028.53369140625
[TG(40:2)]_FA16:1,-1.4675453773126392,8.815070993226671,26.7905225949944,2.267466503936395e-7,1.0760462365004038e-5,TAG,880463.9066162109,1105074.0538330078,484046.9956054688,561752.9835205078,310873.2006835937,355219.1472167969,1112482.7717285156,1443883.5083007812,1713808.1204833984,1724577.0482177734,1053503.5642089844,54243.9838256836
PI(38:4),1.5054302411144136,10.48050619467259,26.524759999098023,2.601819019150507e-7,1.2168217354780705e-5,PI,2527837.923828125,2649365.159790039,3576204.261352539,10287533.256835938,12076061.775390623,3190865.0505371094,1296785.277770996,2794874.53125,717200.9805908203,1686231.904663086,999443.51806640625,67657.58447265625
DG(30:2)_C16:1,1.5006029830278924,8.637122163566339,26.363739393775177,2.828000319492152e-7,1.3037081472858822e-5,DAG,2268862.3515625,300569.56157302856,2275757.557250977,1169570.2041282654,909017.7023162842,805771.7874755859,182081.0933914185,274939.0178985596,759672.7119522095,329451.6222305298,184479.29246902463,834123.8420410156
[TG(58:7)|TG(57:0)]_FA20:4,1.4789311671825427,7.318281067569071,25.64694445339046,4.0994408298991413e-7,1.863224726490779e-5,TAG,153569.63049316406,210022.51385498047,571284.4348144531,1107321.9151611328,1010390.6930541992,755392.5531616211,93939.92599487305,199685.4938354492,145799.90948486328,170313.31188964844,218704.81463623047,40370.902770996094
[TG(57:12)|TG(56:5)]_FA18:2,1.4652382868403224,8.14154549680254,25.19902713599367,5.17082747576301e-7,2.317536147817671e-5,TAG,367228.7813110352,435296.4709472656,986785.0477294922,1827373.2243652344,1966623.3892822263,1128849.8087158203,187006.0157470703,429406.5279541016,203441.07550048828,338146.7650756836,334294.84118652344,49453.223205566406
PE(40:6)|PE(dO-40:0),1.4540082867283797,11.456972775103951,24.834305521658838,6.247563785536954e-7,2.7617655254695548e-5,PE,4833597.339355469,5612047.855224609,5427520.743164063,20809606.98046875,24164498.76196289,5973649.063964844,2620115.302978516,6081498.237060547,1568707.595703125,3012974.922241211,1891038.3601074216,183418.73315429688
[TG(57:10)|TG(56:3)]_FA18:0,1.4527065391659852,7.95454550339493,24.791677266228366,6.387266345755171e-7,2.7853660132097212e-5,TAG,323657.72424316406,396806.0255126953,731171.4381103516,1658019.0948486328,1797301.6671142578,979512.8357543944,159467.4721069336,392010.63067626953,177720.77178955078,296566.142578125,295754.3607788086,43386.563079833984
[TG(56:6)]_FA18:2,1.4470952287696486,10.316623105720085,24.610627263693456,7.016372517113354e-7,3.0189112150299723e-5,TAG,2123470.2495117188,2412650.526489258,3604014.192138672,8376436.725097656,10148382.623291016,3592473.8127441406,969244.0715332032,2470156.3315429688,755693.32861328125,1579801.9318847656,1127761.5037841797,73558.2855834961
PE(38:4),1.4376890872863972,11.158282082375823,24.307793644153126,8.210618150931486e-7,3.4862716806652506e-5,PE,4673404.194824219,5074492.185302734,4527667.164306641,15055717.863769531,19099217.714111328,5359061.441650391,2100327.642944336,5251704.792236328,1473689.3442382812,2136504.79296875,1525883.530517578,85672.04602050781
PC(22:1),-1.3949454052450678,9.236581105409307,24.265464837601037,8.393048357886399e-7,3.517450266350572e-5,PC,1340169.357055664,1924378.427001953,491123.11560058594,397054.2487792969,361428.70471191406,404476.8093261719,2237458.8244628906,1362720.0190429688,1742295.3833007812,1916914.8725585935,1944850.131958008,94402.546142578125
[TG(51:5)]_FA14:0,-1.3904138559395682,6.544483975628814,24.110624914377695,9.095705398011316e-7,3.763056579408015e-5,TAG,131292.74884033203,329275.5208129883,80668.0258178711,68916.44454956055,71441.78448486328,76613.56524658203,376095.7059326172,163281.61102294922,281168.6604614258,296817.4184265137,275805.84033203125,34294.842529296875
[TG(55:11)|TG(54:4)]_FA16:0,1.428292842535862,10.490325363794959,24.006817326822787,9.599520331929432e-7,3.9212217862197815e-5,TAG,2241330.8197021484,2679747.8377685547,3586523.334228516,10351034.572265623,11778133.262939451,3545794.8024902344,1115713.934509277,3043589.740478516,793812.4105224609,1891175.8172607424,1048207.5858154296,59198.84399414063
