lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M1_Male_5xFAD_diencephalon,FAD185_M3_Male_5xFAD_diencephalon,FAD189_M1_Male_5xFAD_diencephalon,FAD189_M2_Male_5xFAD_diencephalon,FAD185_M4_Male_WT_diencephalon,FAD189_M3_Male_WT_diencephalon,Blank_Blank_Blank_Blank_Blank
[TG(56:7)|TG(55:0)]_FA16:0,1.3456777869484358,7.744959454706143,8.192343981827435,0.00420675358751615,0.04138778605766651,TAG,1663744.2900390625,1053139.0321044922,1177823.7971191406,1276025.2084960938,301125.3017578125,473272.1984863281,83634.48522949219
LPS(20:2),-1.2196065387960782,5.825668503805913,8.177468951862465,0.004241389966929087,0.041601718611793806,PS,215211.91438674927,38307.12292480469,225711.43655395508,258191.33837890625,214065.6746826172,442152.05335617065,41663.323123931885
[TG(48:7)|TG(47:0)]_FA18:2,-1.2148705531948727,4.734738884466439,8.112540512556507,0.004396007475361076,0.0429876246151218,TAG,95129.60748291016,77229.16583251953,80375.56604003906,76129.88525390625,158850.7110595703,123701.6687927246,31198.32241821289
DG(42:11)|DG(41:4)_C16:0,1.336826686703445,12.176277831720215,8.092820918827783,0.004444093755043281,0.04332655754539175,DAG,2186355.438293457,512950.1959915161,1406772.7841796875,12549453.704589844,1045703.8785400392,1446022.155456543,44577926.87664795
DG(32:2)_C16:1,-1.2123261588789493,7.302451312705888,8.078452263289364,0.004479468769098772,0.04345828289680961,DAG,642017.430847168,72782.52526855469,409739.3658180237,642138.7418212891,739625.5325927734,773944.9498291016,355963.46728515625
LPS(P-20:0),1.3362554018961714,1.1687422279486213,8.076402197415177,0.004484539263910009,0.04345828289680961,PS,38123.16283035278,3452.6202507019043,4126.880359649658,4151.260341644287,2938.720203399658,4364.540237426758,3378.480255126953
[TG(54:12)|TG(53:5)]_FA18:2,1.3323752462747578,6.661123224779763,8.042748377105452,0.004568616892510596,0.04414049913811884,TAG,244640.3792724609,983996.6016845704,729555.7253417969,422596.7698364258,189689.21392822263,168529.61141967773,41791.243072509766
PG(40:5),1.3272013674485246,10.559087472301666,7.985103561445708,0.0047163797327231275,0.04543211163432099,PG,6859250.83203125,6384273.08203125,17391966.77734375,4813411.3642578125,2790848.4995117188,2470009.522460937,911319.083984375
[TG(53:6)]_FA18:1,-1.2000324159121103,4.996268608741236,7.911990086797232,0.004910821708050576,0.04702439659311338,TAG,99622.4071044922,105637.00762939452,114181.88806152344,84392.18664550781,214171.49639892575,126338.3288269043,30317.642120361328
PE(38:3),1.3211255890677995,8.211348588063503,7.917351259951829,0.004896290398811236,0.04702439659311338,PE,1601909.8537597656,1647406.6643066406,2913559.376953125,984832.4865722656,536516.7205810547,536365.3590087891,87890.98571777344
[TG(62:12)|TG(61:5)]_FA18:0,1.3185222704086124,4.993732520451793,7.887836625696309,0.004976835901155244,0.04751553092611826,TAG,279278.8770751953,200591.25540161133,139739.46881103516,118519.76873779295,50323.64309692383,61239.92431640625,24297.421875
[TG(59:13)|TG(58:6)]_FA22:6,1.3169906361548667,7.735061216261848,7.87138674030939,0.005022312313092049,0.04780826499807682,TAG,1419943.5517578125,1181207.0917358398,1206393.8959960938,1243428.9434814453,359346.9662475586,403522.6318054199,105849.52697753906
[TG(53:7)|TG(52:0)]_FA16:0,1.3129547078273587,7.634807572417388,7.826647946683806,0.005148148640112821,0.04866322052442382,TAG,995599.65283203125,2174488.3325195312,590905.81982421875,738989.72998046875,262748.71826171875,442723.9541015625,159585.59204101562
[TG(59:12)|TG(58:5)]_FA20:4,1.3126708041066038,6.682724939876375,7.823414669452176,0.005157366414426075,0.04866322052442382,TAG,459585.4920654297,831144.5740966797,665810.9128417969,453152.5660400391,150660.07098388672,222517.21325683597,51291.50341796875
PE(40:7)|PE(39:0)|PE(O-40:0),1.3130510975676661,8.683886603268013,7.827769512601662,0.005144955083355497,0.04866322052442382,PE,2184122.2392578125,2414819.2866210938,4013079.3959960938,1343222.1147460938,749248.53076171875,755329.83251953125,96693.20751953124
[TG(54:11)|TG(53:4)]_FA18:1,1.3097420078596758,6.502728113840357,7.7909975346774445,0.005250719743827242,0.04939962861029303,TAG,193298.8961791992,850869.619934082,684385.6428222656,399235.0123291016,174985.57458496094,149582.01300048828,37672.02243041992
[TG(50:3)]_FA16:1,1.307883286617106,9.666867092661954,7.770667503413279,0.005310142283311812,0.04952551776950063,TAG,3203361.7846679688,7671169.908203125,5325252.14453125,3323341.5009765625,1559667.7490234375,1420730.813232422,157774.49194335938
[TG(56:11)|TG(55:4)]_FA20:4,1.3080934319766668,7.188303726710425,7.772873523412272,0.005303661298085007,0.04952551776950063,TAG,635844.8815917969,501565.3526611328,934065.30810546875,1336741.281982422,233781.83447265625,285556.719909668,94930.22662353516
PG(35:4)|PG(O-36:4)|PG(P-36:3),-1.1895265474976937,5.782977265492703,7.771648901245499,0.005307258074309184,0.04952551776950063,PG,138581.12939453125,140949.8507080078,263735.61877441406,138081.44970703125,301793.5450439453,278725.0964355469,67758.54473876953
[TG(54:12)|TG(53:5)]_FA22:5,1.2979810309366928,7.6080604300087025,7.661615618620999,0.005640797022128674,0.05242082812200508,TAG,1046096.4168701172,699701.4540710449,1452539.245727539,1539868.609008789,353485.9667663574,367320.7835083008,46360.54321289063
[TG(61:11)|TG(60:4)]_FA20:4,1.297618076106614,9.051790794284642,7.657695294183213,0.005653067302899836,0.05242082812200508,TAG,3798754.864868164,1997655.466369629,3370672.4771118164,3625367.619689941,818700.86181640625,1148883.8783569336,184800.55477905276
[TG(54:10)|TG(53:3)]_FA18:1,1.2961410443277384,7.241746435838495,7.6414066899960735,0.005704341473858311,0.05274472761071854,TAG,437787.0723876953,1422096.655883789,1037928.5756835938,680538.32470703125,272514.9182128906,282458.7197265625,50050.663146972656
PE(37:6)|PE(O-38:6)|PE(P-38:5),1.2955629704157037,7.687731580772926,7.635104510503879,0.005724306866112708,0.05277810930555917,PE,1155628.6501464844,1227694.4267578125,1898085.9074707031,614888.4580078125,374564.4685058594,373989.9085083008,87416.285888671875
PE(34:1)|PE(O-35:1)|PE(P-35:0),1.2913246450086784,8.388458978761868,7.588758591286023,0.005873337986927471,0.05399789653508533,PE,2051664.803955078,1668408.707763672,3123230.396850586,1164647.368774414,580406.0377197266,649754.3104248047,129344.28930664062
LPI(19:1)|LPI(P-20:0),-1.1712557339787015,3.011553451839079,7.526178606976828,0.006080875792733154,0.055719306003668034,PI,4358.060314178467,4248.54024887085,31375.361667633057,5141.840412139893,30927.442569732662,4741.560447692871,54542.76413726807
PI(34:0)|PI(O-35:0),1.2852014481844354,8.966165167516257,7.521967129679979,0.00609510846584903,0.055719306003668034,PI,3350962.2963867188,3359864.812988281,1241298.0288085938,1955446.9135742188,609738.0615234375,948021.42333984375,1098962.5219726562
PI(40:5),1.284582932765267,6.654288799840884,7.515006104770691,0.006118707797424483,0.05577703407426217,PI,456463.60916137695,334045.66326904297,461103.5519104004,412946.8645324707,122839.16729736328,133472.54843139648,376630.103881836
[TG(52:8)|TG(51:1)]_FA18:2,-1.1681165239200706,5.918330549374005,7.48920222927336,0.006207004851303574,0.05642254832438488,TAG,217279.4165649414,196686.7543334961,166127.43133544922,208481.79541015625,389396.5476074219,263548.64001464844,47031.223083496094
[TG(66:8)|TG(65:1)]_FA18:1,-1.166493025222259,4.048170478718476,7.467326466735358,0.006282878548947168,0.05695182325127109,TAG,62756.56430053711,47234.80346679688,58192.664489746094,42924.723083496094,120112.24897766112,50882.24346923828,17076.481033325195
[TG(50:4)]_FA18:2,1.2795688233904101,8.679730370199989,7.460731084720464,0.006305939136800552,0.05700074396205989,TAG,1099208.5341796875,3601143.6376953125,3298447.467773437,1574240.7426757812,644120.51025390625,874385.13134765625,187771.9123535156
PI(38:5),1.2736781312862837,8.28744444598143,7.396900345876929,0.006533636344447075,0.058893979004275725,PI,2013962.1749267576,1495978.0202026367,2954717.5932617188,1152492.1221923828,570053.4670410156,610975.5142822266,48350.22351074219
[TG(62:14)|TG(61:7)|TG(60:0)]_FA18:2,1.2716005377391566,5.174777939306992,7.373974676670969,0.006617450958037566,0.0594833265782374,TAG,308678.3156738281,229732.43850708008,157871.7911376953,133434.38793945312,59421.74417114258,70015.88470458984,28481.5421295166
FA(17:3),1.2677517825202917,5.507500382060007,7.332357085702824,0.006772418426918123,0.06070720628795773,FA,510656.1794433594,104387.3876953125,55634.98406982422,49300.32312011719,59837.124267578125,48578.423400878906,190737.4938964844
[TG(54:11)|TG(53:4)]_FA18:2,1.2655602727229864,7.454714217931042,7.309281785081112,0.006859933940480329,0.061228858307623056,TAG,536181.9473876953,1681222.4649658203,1133846.07421875,768498.6947021484,290321.8217773437,368420.2854614258,63383.60430908203
[TG(54:12)|TG(53:5)]_FA18:3,1.265349865888013,7.527478301735983,7.307023351677344,0.0068685611116701415,0.061228858307623056,TAG,631797.3488769531,1674582.5087890625,1172420.2927246094,872876.8323974609,298240.14013671875,397908.1478271485,61723.884338378906
[TG(60:12)|TG(59:5)]_FA16:0,1.2644363400236804,4.640703432001809,7.296531630696563,0.006908784840396019,0.06141776495856185,TAG,192111.85458374023,122389.7074584961,99155.66693115234,155022.67156982422,40015.30305480957,49121.52346801758,21945.841735839844
[TG(56:13)|TG(55:6)]_FA18:0,1.2611701780474904,6.303033722153087,7.261967687822562,0.007043008245694579,0.06193245463124518,TAG,464747.2360839844,814586.962890625,230449.55755615237,250682.2567138672,114272.92736816406,169408.8514404297,73371.82537841797
[TG(62:12)|TG(61:5)]_FA22:5,1.2618769897018078,6.823931197147202,7.269632029840523,0.007013016952777683,0.06193245463124518,TAG,693970.9445800781,561466.80029296875,670182.0842895508,740886.6514892578,202224.8140258789,214969.75415039065,57810.263916015625
DG(38:7)|DG(37:0)_C18:1,1.2613252207239052,4.739671308097211,7.261855227618071,0.007043449287160515,0.06193245463124518,DAG,66583.60443115234,42280.42302322388,36802.24234390259,57741.72361755371,5228.7604331970215,28504.98190307617,208052.99420166016
FA(19:2),1.2621399473914319,8.595108476907601,7.2725694508553715,0.007001557159855313,0.06193245463124518,FA,5438410.132324219,1691859.089111328,898362.63330078125,1167973.19921875,842515.1268310547,544134.9461669922,216946.63403320312
[TG(53:8)|TG(52:1)]_FA16:1,1.2605973486956243,7.806111255501549,7.255978825422062,0.007066534403397599,0.06196659380370667,TAG,1115710.1030273438,2506596.16015625,658152.396484375,815309.09326171875,312384.5615234375,515778.3522949219,150641.97021484375
[TG(56:12)|TG(55:5)]_FA20:4,1.259496790036159,7.184006894060206,7.2441326181669865,0.007113306837269249,0.062207699631078237,TAG,584648.6016845703,1069736.5390625,773976.9157714844,966577.7932128906,242174.09729003903,298546.4028930664,71398.02557373047
[TG(48:8)|TG(47:1)]_FA18:3,-1.1474333648302135,4.803108707036491,7.221041886583407,0.007205387358396578,0.0628426621771507,TAG,105785.22760009766,81455.52517700195,86428.60626220703,81156.32531738281,162318.49151611328,128645.78930664062,31842.002075195312
[TG(53:8)|TG(52:1)]_FA14:0,1.255036896311848,6.278948980971007,7.196270965271651,0.0073055230529427825,0.06354426655484194,TAG,179640.8345336914,345073.3073120117,217184.036315918,1042748.692993164,137070.56964111328,145075.30987548828,53764.78381347656
[TG(60:13)|TG(59:6)]_FA22:5,1.254094495559893,6.778434049573426,7.186273441409867,0.007346339513103198,0.06372752045372047,TAG,422718.06829833984,559139.4631347656,338120.3256835937,1255694.3657836914,173626.17169189453,238022.8359375,53200.70385742188
[TG(52:9)|TG(51:2)]_FA18:3,-1.1434667799757985,6.085281737403276,7.170544094262368,0.00741102941739088,0.06411633225179723,TAG,245782.1188964844,203508.41534423828,192890.61193847656,239999.037109375,435116.0719604492,280650.70178222656,62521.50415039063
[TG(53:6)]_FA18:3,1.245261409525573,6.738954249853063,7.092145574861205,0.007742250213157383,0.06620047925266975,TAG,279658.02056884766,969256.533203125,749111.1134033203,487878.3330078125,207199.53314208984,189999.03411865237,46627.563049316406
[TG(57:11)|TG(56:4)]_FA16:0,1.2450119435264864,5.735394490435175,7.089311560276201,0.007754502992720536,0.06620047925266975,TAG,296014.7422485352,302563.1198730469,372510.65045166016,219608.6370849609,88329.6859741211,101332.78771972656,53375.82334899902
[TG(58:12)|TG(57:5)]_FA20:4,1.2455204004526836,6.664394715817751,7.094885497235736,0.007730423058365128,0.06620047925266975,TAG,403578.547668457,602123.5090942383,374057.9670410156,936147.8056640624,174153.65270996094,195623.69274902344,75362.9658203125
[TG(62:15)|TG(61:8)|TG(60:1)]_FA18:3,1.2464421568279502,5.291534505358459,7.104399992028959,0.007689496024919381,0.06620047925266975,TAG,337500.8458251953,233909.25775146484,169397.27349853516,162633.8911743164,65500.08456420898,77815.92611694336,28362.48210144043
PI(36:5),1.2453173621370428,6.025038366914822,7.092627068297587,0.007740170458405563,0.06620047925266975,PI,206890.6940307617,441943.0347900391,603687.8228149414,253305.31817626956,136212.53009033203,100541.44805908205,37556.10272216797
[TG(58:8)|TG(57:1)]_FA14:0,-1.1343047814472136,4.044092788908864,7.053211591173522,0.007912326401817162,0.06736959709410022,TAG,51879.52374267578,46966.22305297852,56188.14370727539,52261.12377929688,95683.2873840332,72758.10562133789,21194.86141967773
[TG(57:12)|TG(56:5)]_FA16:1,1.2388735733733793,5.931647774576158,7.0242667283528135,0.008041239318336923,0.06828705073756118,TAG,323134.8046875,369609.4682006836,420626.9682617188,250338.91735839844,101221.62701416016,117343.40768432616,60011.24449920654
DG(40:5)_C18:0,-1.130621847536378,3.6056123967758,7.0061900977248115,0.008122835744389113,0.06879892637045582,DAG,30786.182304382324,26292.321849823,24844.021797180176,58307.86401748657,52060.92374420166,63944.22465133667,25974.80177307129
DG(32:3)_C16:1,-1.1289376511116942,8.11950576977523,6.986140197383069,0.008214330615294762,0.06939174056428324,DAG,1174526.3561401367,73028.94514083862,794453.5142250061,1290667.0584106443,1326071.564880371,1365042.144104004,532644.7174072266
[TG(62:8)|TG(61:1)]_FA22:6,1.2342349075912564,6.400280325420631,6.9753429357624555,0.008264038450541272,0.06962937879868586,TAG,592436.2156982422,512593.5833129883,482363.3510742188,412760.8282470703,131745.54974365234,192112.4530944824,33467.18246459961
[TG(56:7)|TG(55:0)]_FA18:0,1.227301458410594,7.082385765103657,6.902413937663368,0.008607944535905198,0.07233811723272415,TAG,740574.3737792969,641404.5244140625,857824.3013916016,953619.2958984376,205342.9951171875,315098.3239746094,60471.68432617188
[TG(53:6)]_FA22:6,1.2222284196286222,7.78507163475217,6.849250209306774,0.008867848089825353,0.07394456275417678,TAG,1138088.8164978027,821286.2284545898,1643877.5628051758,1705193.2969970703,427815.0731506348,421850.04473876953,50775.64358520508
[TG(58:13)|TG(57:6)]_FA22:5,1.2226737385971214,6.811279397463726,6.853839133842485,0.008845100633372118,0.07394456275417678,TAG,568612.1387939453,602135.4598388672,481992.21380615234,983809.5820922852,188899.7333984375,239597.0373535156,51019.72317504883
FA(16:5),1.222710477625029,4.055303788986359,6.852703484934409,0.00885072451592555,0.07394456275417678,FA,155717.57165527344,47944.30346679688,22806.84169006348,19731.8214263916,20479.84147644043,18151.621368408203,75985.025146484375
[TG(58:14)|TG(57:7)|TG(56:0)]_FA22:6,1.2214960547213183,6.945971625199947,6.8415208614514995,0.008906298213993524,0.0740737740632915,TAG,586775.3021850586,626709.3184204102,567093.338684082,1123987.6300048828,219803.3555908203,250294.0555419922,51446.98388671875
[TG(57:8)|TG(56:1)]_FA18:0,1.2170981716114768,6.502921082025603,6.795506276002925,0.009138760402683696,0.07561738415246229,TAG,475194.2149658203,699242.7805786133,542998.5205688477,399261.0684814453,123508.50964355467,229425.8729248047,41148.28283691406
DG(24:0)_C18:0,-1.1140804657210723,5.481214620876769,6.799632242256621,0.009117665107264368,0.07561738415246229,DAG,105990.7275505066,116111.54755401611,112973.04859161375,156688.99060058594,205230.03540039065,193337.2321166992,114614.86840820312
PI(32:0)|PI(O-33:0),1.2127058840268623,9.504131766750815,6.749886181904003,0.009375366512620045,0.0773767461284524,PI,7511828.59375,4368252.346191406,2009958.17578125,3244554.983398437,901195.24755859375,1945244.40234375,340252.5053710937
[TG(52:6)]_FA18:2,1.2117071509729422,6.598750851804978,6.73934185555845,0.009430941159776877,0.0776368549045918,TAG,205191.0139160156,817505.6549072266,851649.6907958984,392284.00256347656,223081.25512695312,141436.60974121094,33825.68228149414
PG(40:2),1.2109753023786614,7.566731710642293,6.731819295237074,0.009470795519611918,0.077766557612691245,PG,1215891.5153808594,1140631.039794922,1311199.093017578,786389.69921875,305423.80322265625,426744.05078125,83805.76599121094
[TG(62:7)|TG(61:0)]_FA22:5,1.2102638339724214,6.2368246576682225,6.724293013678107,0.009510842266404664,0.07778943601473799,TAG,543565.3982543945,462474.6169433594,414031.5097351074,361216.4047241211,123310.06823730467,169104.53186035156,29735.042266845703
[TG(65:0)]_FA18:0,-1.1078849514755282,4.007391157103134,6.7222405425591205,0.00952179337645538,0.07778943601473799,TAG,62612.4845123291,44173.06336975098,55513.94467163086,45216.06335449219,110637.84921264648,51144.28430175781,18392.92127609253
DG(31:1)_C16:1,-1.1067819994957935,9.028769774399894,6.709422848580285,0.009590475980573427,0.07815269189219812,DAG,2100262.422729492,134784.0897064209,1595821.7832870483,2488617.3040771484,2492053.056762696,2534347.001098633,988632.05859375
LPE(15:1)|LPE(P-16:0),-1.1046719696337548,6.373565016921533,6.683234060434188,0.009732388948565932,0.07891060084678961,PE,338364.4202270508,310443.2657470703,294075.68005371094,172379.35083007812,510510.17474365234,376812.6650390625,57129.9638671875
PG(39:6)|PG(O-40:6)|PG(P-40:5),1.2065511227197876,7.117997961479603,6.68584503130478,0.009718144453251419,0.07891060084678961,PG,868091.67919921875,589964.0446777344,829625.5192871094,652267.3029785156,209267.4952392578,271990.7784423828,214987.41357421875
[TG(66:7)]_FA18:0,-1.1041818436303177,4.0374492998010165,6.676520922972941,0.009769111653954351,0.07900983285040274,TAG,63309.344818115234,48533.20351409912,56789.14443969727,45264.06265258789,115448.96781921388,50742.86389160156,17253.341415405273
DG(33:1)|DG(O-34:1)_C16:1,-1.1033380212954544,8.571528712425563,6.666903748444383,0.009821967807204148,0.07923872528461948,DAG,1633177.2545776367,101424.84744262695,1077176.8819580078,1800904.7583007812,1767047.361694336,1898985.6730957031,719989.2328491211
FA(16:3),1.2029405621300266,6.342377271708488,6.648318835301321,0.009924942759254525,0.0798698012072677,FA,971985.517578125,308324.3623046875,86344.58581542969,96657.2470703125,136476.0714111328,93651.76623535156,251397.3388671875
DG(37:4)_C16:1,1.1999725566477306,9.65056258806384,6.617907388776075,0.0100958387844279,0.08104296457051949,DAG,3474479.632537842,35378.94260406494,2508539.922626496,13712745.507247925,1667738.173614502,1505399.6058654785,43886.56324768066
[TG(62:13)|TG(61:6)]_FA22:6,1.1988092235902705,6.996079281207358,6.605795092029439,0.010164740603333939,0.08139359287086506,TAG,754576.0712890625,636720.3049926758,779472.4953613281,820022.6490478516,241078.59857177731,247193.47705078125,60234.62423706055
[TG(57:10)|TG(56:3)]_FA18:2,1.1974883628615767,6.78917142144355,6.592161850323805,0.010242871359945777,0.0818162026696659,TAG,558792.2423095703,885416.7897949219,650932.62939453125,479678.5942993164,151293.91149902344,284598.7006225586,48982.123596191406
[TG(60:8)|TG(59:1)]_FA22:5,1.1936865437485111,6.330954855138676,6.552975598542616,0.010470890131181444,0.08343101840326549,TAG,433501.4694213867,543642.0587158203,523132.4031066895,375476.9241333008,151060.7709350586,158146.9888305664,37697.762603759766
[TG(56:9)|TG(55:2)]_FA22:6,1.1909513554035245,6.6128373099853235,6.524922618849814,0.010637317683383723,0.08445668421513801,TAG,313338.9828796387,757574.7335205078,755215.3935546875,443282.03747558594,185118.7545166016,191852.39263916016,44075.903060913086
[TG(60:9)|TG(59:2)]_FA22:6,1.1907143258786301,6.4881167405497715,6.522476322021248,0.010651958622733552,0.08445668421513801,TAG,489456.38943481445,604199.9758300781,593697.1444091797,410516.2921447754,170070.47271728516,176237.63256835938,38988.54260253906
FA(17:6),1.1865319521674382,4.158123098072926,6.478405033788476,0.010919292358446095,0.0863641089232979,FA,160005.1513671875,61184.88357543945,24068.62188720703,26268.36199951172,22188.261672973636,21862.34164428711,77384.78515625
[TG(59:9)|TG(58:2)]_FA18:0,1.1853526648448578,5.766292592195569,6.467458120234369,0.010986756463230102,0.08668523987003311,TAG,308653.16119384766,383098.7469482422,279610.1389770508,277703.81829833984,72124.345458984375,140741.3500366211,33522.38247680664
[TG(49:7)|TG(48:0)]_FA20:4,1.1835447611973862,8.459086002227224,6.449024001574799,0.01110133102767074,0.08737559811291093,TAG,158913.15161132812,140595.87091064453,160067.57196044922,986654.541015625,104356.7276611328,136801.0287475586,3293378.932495117
[TG(56:9)|TG(55:2)]_FA18:2,1.181662731491549,7.219521045448415,6.4299727404468285,0.011221030088547553,0.08810283234973953,TAG,799236.4094238281,682207.6729736328,950612.6350097656,1068131.5201416016,222916.8143310547,367565.322265625,63094.684143066406
[TG(55:8)|TG(54:1)]_FA18:2,1.1791846749909904,6.535819945371378,6.404650937954216,0.011382180183899032,0.08915120255689848,TAG,535486.0570068359,906347.4105224608,279095.4592285156,304455.6021728516,139543.7696533203,205507.7951660156,97657.58728027344
PE(36:4)|PE(O-37:4),1.1740070834300946,7.998299848709255,6.35215264307044,0.011723895365425105,0.09160535192306735,PE,1464704.9040527344,1389636.8743896484,2277212.911376953,882658.7141113281,506467.2581787109,491117.6149902344,98054.26770019533
[TG(51:8)|TG(50:1)]_FA18:0,1.1732060048268296,9.097112049836895,6.344061311716359,0.01177749161863084,0.09163831541505647,TAG,2191716.201416016,4878508.8603515625,3557832.3454589844,2160463.876953125,990465.1057128906,1176268.0766601562,183136.9313964844
[TG(52:7)|TG(51:0)]_FA18:3,1.1731087710528811,6.6363904471125705,6.342944522592006,0.011784908861868124,0.09163831541505647,TAG,232353.7192993164,806990.1816101074,854773.0811767578,421420.6534423828,230037.4766235352,152775.08966064453,35813.00262451172
PI(34:2)|PI(O-35:2)|PI(P-35:1),1.1721758606586268,8.988396471662156,6.333618106407812,0.011847038575130486,0.09189998433160114,PI,2299321.9099121094,3976967.9487304688,3262780.4396972656,2402344.8791503906,1014509.495361328,984869.9631347656,151088.35009765625
DG(36:3)_C16:1,-1.0740619833983973,6.6043865369972945,6.311001541122096,0.011999103801955272,0.09285637402616226,DAG,171294.5137939453,26513.001823425293,567428.6007919312,591705.0591125488,418174.77209472656,666989.4177398682,48801.16325378418
[TG(53:6)]_FA20:4,1.169174605786364,6.503746718503612,6.3031000889022835,0.01205270142492292,0.09304800836896236,TAG,236690.83489990237,754207.8717651367,711271.6959228516,382629.1451416016,156969.49157714844,198654.19296264648,44729.52337646485
[TG(56:13)|TG(55:6)]_FA16:0,1.167973536701518,5.658391957955937,6.290800344429954,0.012136623577056582,0.09347227752544532,TAG,357886.92822265625,223585.7561340332,227582.57806396484,272528.3405151367,72266.86553955078,110715.74765014648,70473.325927734375
[TG(54:7)|TG(53:0)]_FA18:0,1.1611032637663712,8.6184259773666,6.221846726235526,0.01261834300881189,0.09626334016415122,TAG,1679127.4379882812,931880.7783203124,2709503.619873047,4024825.598632813,689741.8884277344,886766.205078125,116795.029296875
[TG(55:11)|TG(54:4)]_FA22:5,1.1611391575276007,6.142501623529359,6.222027810514192,0.012617052528187686,0.09626334016415122,TAG,660793.9899597168,381158.1445922852,323973.92010498047,281145.1838378906,131119.56814575195,144385.48889160156,37268.18283081055
[TG(66:10)|TG(65:3)]_FA18:3,-1.0672787279804918,4.306687381175652,6.22945621756935,0.012564231378770685,0.09626334016415122,TAG,78004.8653717041,54752.30349731445,68262.96598815918,60122.24435424805,132675.1526184082,65780.64434051514,21056.381454467773
PE(O-38:9)|PE(36:2)|PE(O-37:2)|PE(P-37:1),1.161170795727125,8.589348395471523,6.22252510018552,0.012613509336158448,0.09626334016415122,PE,2383042.848388672,1866727.3154296875,3643154.161132813,1298247.044921875,713226.1905517578,834357.0539550781,89604.54736328125
PG(44:10),1.1593032593851411,8.263441387958576,6.203745129976596,0.012748029271824807,0.09702332655702511,PG,1315473.3568115234,1319694.8725585938,3479133.263916016,868756.0841064453,555218.8376464844,622126.48486328125,225876.27685546875
[TG(55:7)|TG(54:0)]_FA18:1,1.1526750593927657,6.405653973120333,6.1371960001124535,0.013236704983308608,0.10050552230855736,TAG,484136.5993041992,846889.7586669922,254707.998046875,277519.5397949219,132845.80859375,190265.0938720703,79912.52575683594
DG(30:2)_C18:0,-1.0580472098231295,4.397255030228239,6.119954310183857,0.013366425551864281,0.10125224238466206,DAG,49081.54357528687,50291.6237487793,47058.183418273926,77554.06533813477,88080.5458984375,86752.38650512695,64008.22445678711
[TG(59:11)|TG(58:4)]_FA18:2,1.1479779912372776,6.0436896597195044,6.090278125953773,0.013592768841721744,0.10272567927924138,TAG,385830.026184082,470357.9739074707,334931.78302001953,333030.18377685547,85268.10638427734,182243.93328857425,32623.38217163086
PE(37:4)|PE(O-38:4)|PE(P-38:3),1.1449382509111388,7.139175194488075,6.060135884534248,0.013826704501127758,0.10424947529238149,PE,760778.5305175781,803022.4049072266,1270848.096923828,413509.1512451172,265971.6610107422,287110.2019042969,77729.96551513672
PI(40:7)|PI(39:0)|PI(O-40:0)|PI(dO-41:0),1.144020363109372,7.330097777352903,6.051026763801929,0.013898212785205408,0.10454436516983182,PI,1161959.7055664062,627612.24951171875,878605.64501953125,1081581.815673828,263003.5795898437,379408.7282714844,81820.8056640625
DG(30:2)_C16:1,-1.0515921268544297,8.410628078318203,6.044705486216117,0.013948059513191748,0.1046753210443483,DAG,1171592.5828857422,187220.7933921814,778239.8585853577,1799252.9169921875,1530345.093383789,1486057.2296142578,834123.8420410156
[TG(54:8)|TG(53:1)]_FA18:2,1.1383349140566987,6.165537866384026,5.994525036519917,0.014350344218576613,0.10744445659709217,TAG,401173.7935791016,421319.771484375,429373.7473144531,363854.4647216797,121059.02868652344,157764.53051757812,56419.303955078125
[TG(57:11)|TG(56:4)]_FA18:3,1.1371796968313401,6.906961416944006,5.98318544239919,0.014442893510635947,0.1077682703790438,TAG,609208.0814208984,898386.5402832031,698913.88623046875,553765.3961181641,169527.4110107422,317011.06201171875,60484.58441162109
[TG(60:14)|TG(59:7)|TG(58:0)]_FA22:6,1.1369632760635604,6.9962237467013875,5.981050754129683,0.014460384590680496,0.1077682703790438,TAG,513223.133972168,618028.5391845703,430149.59240722656,1377008.9971923828,218552.51708984372,289595.1397705078,69407.06466674805
[TG(56:10)|TG(55:3)]_FA18:3,1.1362573863978631,7.337023378720338,5.974098742553906,0.014517498842309047,0.1079446284887818,TAG,883724.44091796875,733847.2474365234,978508.1683349608,1171447.97265625,244914.8787841797,411345.9494628906,72522.68505859375
[TG(56:8)|TG(55:1)]_FA22:5,1.1324266429745986,6.495676148555989,5.936219403221912,0.014832802229470676,0.11003552366552154,TAG,308535.33947753906,687514.3229980469,688670.6858520508,397526.2688598633,173134.47119140625,187557.0531616211,38751.52279663086
DG(41:6)_C16:1,1.1294883435510283,13.591680889511087,5.907440359941752,0.015077063587436197,0.11159101879967112,DAG,6979694.425991058,1504409.9029769895,4496830.547721863,51504059.8972168,4242479.447509766,6986996.728881836,109112254.70947266
[TG(66:9)|TG(65:2)]_FA18:2,-1.0388953592282248,4.167700013157293,5.896140530325283,0.015174099697788903,0.112052219049805,TAG,75152.12632751465,52142.6639251709,61991.8837890625,47830.6233215332,117337.13098144533,59468.50373840332,21010.4814453125
PC(25:0),-1.0377391009679595,6.500888379712276,5.883298860424475,0.015285157464731644,0.11261461903810277,PC,328791.1046142578,285893.33752441406,328542.6455078125,236594.5565185547,467391.8566894531,437126.1135253906,115220.46899414062
