Lipid,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo
TAG(48:2)_FA 16:0,155836.19140625,226148.0751953125,221907.21557617188,139358.8095703125,173777.51123046875,149367.8310546875,179013.57202148438,212955.15551757807,176656.61083984375
TAG(48:2)_FA 16:1,158453.17236328125,403834.2087402344,416225.0104980469,179032.23266601562,254368.02001953125,205606.27392578125,267900.01953125,430564.0139160156,311774.52282714844
TAG(48:2)_FA 18:1,41851.38345336914,87979.9263305664,85360.3250579834,40118.94302368164,59546.32450866699,45502.36349487305,56073.06425476074,77729.1069946289,66366.50466918945
TAG(48:2)_FA 18:2,106904.22888183594,192499.0760498047,276162.49981689453,110022.52868652344,140095.72973632812,118560.72772216795,149038.13256835938,214925.65197753903,183946.4740600586
TAG(48:3)_FA 16:0,29981.922149658203,32405.76234436035,27463.741989135742,25331.761795043945,36221.90263366699,27955.781784057617,26311.962020874023,26165.902053833008,24838.10189819336
TAG(48:3)_FA 16:1,146784.99096679688,224572.03662109372,217217.19384765625,141107.69018554688,177752.99267578125,153400.3310546875,181771.1328125,205636.5556640625,171759.13134765625
TAG(48:3)_FA 18:0,22112.12149047852,20227.94129180908,23993.24144744873,18166.72116470337,26493.92196655273,21853.601760864258,18269.821182250977,18831.141315460205,16306.02126312256
TAG(48:3)_FA 18:1,39531.562255859375,49237.52374267578,43745.38291931152,34169.7223815918,42732.483657836914,34725.962463378906,41988.942779541016,40354.72314453125,37327.04290771485
TAG(48:3)_FA 18:2,53619.18322753906,108654.64624023438,125890.7660522461,57548.204193115234,76641.1061706543,58925.34451293945,80133.76593017578,102198.22525024414,81998.96594238281
TAG(50:0)_FA 16:0,289225.17919921875,362522.34521484375,416211.53271484375,277153.7202148437,323699.203125,291660.66064453125,304379.90234375,413042.64599609375,327301.341796875
TAG(50:0)_FA 16:1,90446.14697265624,86823.3076171875,87284.18713378906,73494.96533203125,91383.42639160156,81122.32604980469,79695.1259765625,86888.04675292969,75913.76513671875
TAG(50:1)_FA 18:0,215956.0334472656,321024.9245605469,391794.54443359375,194452.37243652344,304363.48388671875,230790.9169921875,238066.4150390625,396710.7644042969,280582.2202148437
TAG(50:1)_FA 18:1,47110.9033203125,56556.36428833008,77982.26480102539,47415.86325073242,65576.38467407227,46856.36380004883,46633.14340209961,68297.26516723633,49295.18371582031
TAG(50:1)_FA 18:2,30473.522384643555,24907.74175262451,23845.401847839355,20775.841438293457,34018.40200805664,26384.401664733887,23939.301513671875,22641.7216796875,18211.98122406006
TAG(50:2)_FA 16:0,211516.2332763672,406425.81640625,502565.1213378906,235704.55700683597,438470.15490722656,303355.95703125,298047.12243652344,495621.1770019531,369056.0252685547
TAG(50:2)_FA 16:1,297296.8818359375,376635.6025390625,433420.0102539063,283749.017578125,347163.9873046875,307095.62060546875,325959.86572265625,434516.49072265625,339557.9814453125
TAG(50:2)_FA 18:0,82613.98657226562,201453.09619140625,203718.79876708984,88845.3471069336,136423.29064941406,102237.66650390624,131392.8497314453,197627.05596923828,148397.71405029297
TAG(50:2)_FA 18:1,386235.486328125,592065.4775390625,672071.5268554688,359556.46533203125,520154.3754882813,423779.431640625,447820.8515625,681298.263671875,498108.3071289063
TAG(50:2)_FA 18:2,54494.40347290039,61808.28466796875,75760.60557556152,49144.66369628906,69124.0053100586,52702.82461547852,51199.12338256836,68938.20498657227,60479.74465942383
TAG(50:3)_FA 16:0,136634.2890625,268438.5185546875,250195.6956787109,137931.029296875,191579.51293945312,155823.81018066406,182955.7353515625,249232.7576904297,187492.57165527344
TAG(50:3)_FA 16:1,229305.53564453125,443383.95166015625,522046.73974609375,246939.99865722656,452206.4609375,315734.62268066406,320393.84423828125,517357.4304199219,386577.0114746094
TAG(50:3)_FA 18:0,63637.58428955078,103538.38708496094,94238.1265258789,57809.64404296875,80466.82446289062,61646.84405517578,75469.14642333984,89164.22741699219,69930.76501464844
TAG(50:3)_FA 18:1,115917.34826660156,315540.5830078125,274956.04064941406,120963.6495361328,210021.794921875,147324.1494140625,201050.015625,275613.240234375,204346.357421875
TAG(50:3)_FA 18:2,402923.46728515625,649689.7250976562,913357.8872070312,464570.17333984375,622227.7705078125,481779.71484375,522254.97802734375,800625.873046875,619353.6088867188
TAG(50:4)_FA 16:0,31777.442428588867,57722.54406738281,50835.0438079834,33402.02250671387,44766.60255432129,33441.00254821777,35382.54245758057,39989.84284210205,36883.64277648926
TAG(50:4)_FA 16:1,141887.82983398438,298857.6030273437,267303.84020996094,142666.9708251953,199621.4130859375,167050.71240234375,193582.6123046875,258662.71899414065,198834.6136474609
TAG(50:4)_FA 18:0,25313.06187438965,27889.302337646484,22968.08140563965,20312.48143005371,34338.48190307617,24254.16172027588,22493.90148925781,18763.90129852295,18354.781188964844
TAG(50:4)_FA 18:1,90654.48596191406,150531.25134277344,119229.22778320312,77697.66564941406,102758.06689453124,88472.96643066406,106607.24768066406,116900.60717773438,92017.64642333984
TAG(50:4)_FA 18:2,170426.2109375,373858.2473144531,424215.5666503906,183860.8337402344,297927.7587890625,213757.1971435547,286841.8630371094,356223.8653564453,282973.5368652344
TAG(52:0)_FA 16:0,158434.09204101562,181485.65307617188,183773.15234375,139745.70947265625,175273.65283203125,151643.14990234375,148520.01171875,186967.8917236328,172407.75268554688
TAG(52:0)_FA 16:1,38350.90274047852,42725.8828125,42092.78288269043,36086.74258422852,43897.8829498291,36108.8825378418,34402.76239013672,37966.02291870117,34000.50244140625
TAG(52:0)_FA 18:0,300363.5009765625,365023.3852539063,403900.484375,266634.92138671875,354590.88671875,308401.3828125,310510.20263671875,388155.689453125,337392.58154296875
TAG(52:0)_FA 18:1,61348.024658203125,63273.364196777344,70228.40545654297,52887.66387939453,65019.184020996094,53951.50329589844,52112.92367553711,62475.06427001953,58320.34399414063
TAG(52:0)_FA 18:2,29994.92219543457,26106.16166687012,23647.26166534424,21766.381439208984,32527.24211120605,30221.362411499023,24412.121559143063,22121.44146728516,23316.36173248291
TAG(52:0)_FA 20:0,68358.14483642578,78648.265625,97184.6866760254,58949.06478881836,89937.98608398438,70907.0453491211,70513.22448730469,88416.14651489258,70640.80535888672
TAG(52:0)_FA 20:4,24549.12187957764,23962.3818359375,21053.061462402344,21074.18145751953,35269.923011779785,24146.82174682617,23389.602020263672,20707.36144638061,18121.761192321777
TAG(52:1)_FA 16:0,83871.30572509766,137687.7095336914,180498.03088378903,88401.34600830078,148126.1700439453,103788.0675048828,98108.98678588869,151733.3325805664,112189.84790039062
TAG(52:1)_FA 16:1,157143.21142578125,187174.453125,201887.55346679688,143067.29052734375,184817.4736328125,159764.23046875,159889.01098632812,203410.03491210935,190146.85620117188
TAG(52:1)_FA 18:0,222722.25415039065,446893.54833984375,510872.2493896485,241074.8603515625,538492.4594726562,341197.51123046875,321774.1015625,503716.1436767578,334120.19860839844
TAG(52:1)_FA 18:1,490359.494140625,577407.662109375,680849.98828125,444960.6103515625,558391.2763671875,490253.7314453125,499268.197265625,660197.9018554688,567951.1206054688
TAG(52:1)_FA 18:2,61569.403869628906,62175.3041381836,71670.8052368164,54537.76385498047,63308.64465332031,59064.544006347656,55803.104553222656,64613.64447021485,60689.8236694336
TAG(52:1)_FA 20:4,21300.22134399414,19962.60167312622,19719.12120819092,15904.841190338137,40736.12326049805,24454.78164291382,23645.98162841797,18202.921493530277,17693.32134246826
TAG(52:1)_FA20:0,28922.101669311523,41234.70335388184,42454.72268676758,26303.60173034668,45154.94313049317,35931.16298675537,34447.64241027832,36695.282455444336,30634.14203643799
TAG(52:2)_FA 16:0,116000.48712158205,212729.7584228516,241348.91680908203,123922.00860595705,242369.07733154297,169892.75408935547,152937.63055419922,228017.0743408203,161536.93200683594
TAG(52:2)_FA 16:1,83587.86596679688,143942.63104248047,180689.87322998047,90789.62530517578,165102.7134399414,106956.72857666016,101928.98608398438,163804.55194091797,118809.98797607422
TAG(52:2)_FA 18:0,101019.2061767578,290407.30212402344,232776.0946044922,103048.90789794922,151742.2919921875,128080.50903320312,166152.93493652344,208277.13067626956,132698.92907714844
TAG(52:2)_FA 18:1,311382.70263671875,623399.8991699219,786854.5153808594,345975.14306640625,766848.1345214844,504325.9396972656,453913.4951171875,759273.3310546875,518186.8515625
TAG(52:2)_FA 18:2,474282.271484375,576523.5234375,728729.818359375,455644.0927734375,578558.421875,495228.875,535013.1962890625,637305.630859375,578141.40625
TAG(52:2)_FA 20:0,23711.281616210938,27441.20196533203,25601.28207397461,20607.161418914795,31416.881885528564,27530.342277526852,26673.862075805664,24148.361907958984,21450.58161926269
TAG(52:2)_FA 20:4,24178.201629638672,22248.501419067383,21842.7216796875,18193.001167297363,32978.46221923828,24381.2014541626,21452.04135131836,18386.941276550293,17080.54144668579
TAG(52:3)_FA 16:0,68756.7846069336,160723.13412475586,142149.6911315918,82917.52606201172,85585.00677490234,66518.02426147461,81017.96578979492,113455.04873657228,78496.56512451172
TAG(52:3)_FA 16:1,116365.30834960938,218307.49908447263,245166.93560791016,126424.52960205078,245089.4552001953,176643.1739501953,157208.6121826172,243168.3145751953,171377.05078125
TAG(52:3)_FA 18:0,30770.322296142574,71373.50550842285,49942.464111328125,31800.36242675781,46215.62287902832,33667.86225891113,36707.42246246338,43736.382888793945,34818.242332458496
TAG(52:3)_FA 18:1,148373.8516845703,409551.1950683594,332597.78088378906,155965.90893554688,241095.2353515625,190883.7333984375,237412.31616210935,315200.6003417969,218075.0517578125
TAG(52:3)_FA 18:2,329998.58154296875,599616.3811035156,914686.416015625,380616.9064941406,827937.5314941406,547351.2155761719,500839.0146484375,713471.9291992188,529112.609375
TAG(52:3)_FA 20:0,23680.261825561523,21235.621669769287,18447.0411529541,15957.381252288818,31721.94241333008,24724.361854553223,19410.941284179688,21189.92179107666,16282.10117340088
TAG(52:3)_FA 20:4,34046.922912597656,35773.78318786621,48464.04363250733,32291.542083740234,47186.4434967041,33723.161880493164,33717.52233886719,40808.12351226807,30004.702087402344
TAG(52:4)_FA 16:0,291833.04205322266,296298.11993408203,386280.4926757813,343173.58142089844,153076.72967529297,126619.0694580078,179623.23266601562,331366.7458190918,228718.63696289065
TAG(52:4)_FA 16:1,73786.80438232422,158688.51040649414,143914.12951660156,85240.986328125,82019.96499633789,64608.58450317383,77890.10540771484,123000.07043457033,80952.5456237793
TAG(52:4)_FA 18:0,23008.62149047852,25452.441970825195,20102.40138244629,17835.34112548828,32445.56248855591,20689.66148376465,18855.241207122803,17731.56137084961,16743.80121612549
TAG(52:4)_FA 18:1,35718.062744140625,90479.3273010254,61291.62432861328,36201.24234008789,52369.063552856445,37341.40280151367,44641.58337402344,53830.38371276856,36599.58288574219
TAG(52:4)_FA 18:2,185427.33129882807,403520.1440429688,411099.626953125,216289.29663085935,292525.62060546875,242604.97583007807,289770.40234375,344618.080078125,266450.45947265625
TAG(52:4)_FA 20:0,22327.861373901367,17869.121406555176,18535.74133300781,16200.001190185549,25288.441696166992,20793.381370544437,16674.00122833252,14045.221000671389,14615.621078491213
TAG(52:4)_FA 20:4,167506.13159179688,244584.93408203125,371441.4104003906,181585.673828125,293926.38415527344,217624.05615234372,215362.0751953125,298041.4766845703,243981.9600830078
TAG(52:5)_FA 16:0,39267.82263183594,43819.64315795898,40849.02311706543,33693.7024230957,53380.18399047852,30199.102294921875,31886.02222442627,34846.4822845459,33968.022216796875
TAG(52:5)_FA 16:1,295840.762878418,295879.681640625,370536.2312011719,341312.6061401367,157417.9696044922,122838.70867919922,189814.874420166,332855.8861694336,223450.4559249878
TAG(52:5)_FA 18:0,39668.482971191406,45742.54328918457,38768.442878723145,34110.0029296875,55923.62356567383,43090.24266052246,32935.0821685791,30033.022048950195,27976.72177886963
TAG(52:5)_FA 18:1,22151.54133605957,22867.341506958008,22707.62173461914,21371.441440582275,33004.44218444824,19245.141189575195,21993.801696777344,19308.80139160156,18773.641326904297
TAG(52:5)_FA 18:2,39781.54293823242,81896.26510620117,68460.32516479492,39835.82295227051,51139.40380859375,42622.96299743652,48213.96298217773,54411.183685302734,38655.86224365234
TAG(52:5)_FA 20:0,22046.041381835938,20191.021614074707,20039.181274414062,17490.28148651123,31972.76260375977,22330.861709594727,21663.781295776367,18361.621269226074,16359.98104095459
TAG(52:5)_FA 20:4,69580.02502441406,141142.99060058594,169024.1089477539,75571.28497314453,125618.1890258789,90937.94732666016,109232.20733642578,134374.66760253906,113329.2882080078
TAG(52:6)_FA 16:0,40918.66253662109,43840.08361816406,45678.62356567383,40104.1630859375,51753.863830566406,40573.762786865234,36302.14266967773,46080.462890625,38963.742767333984
TAG(52:6)_FA 16:1,41110.98284912109,48284.44351196289,42886.68354797363,33220.302154541016,54554.72338867188,36788.762634277344,37216.02305603027,35911.422607421875,34253.80218887329
TAG(52:6)_FA 18:0,27310.52195739746,30067.602020263672,30998.801971435547,22737.921508789062,33903.24234008789,24548.182083129883,22341.58158874512,27533.66192626953,24301.44174194336
TAG(52:6)_FA 18:1,45381.4637298584,51278.54330444336,37929.46241760254,37019.06256103516,58483.80349731445,43123.60321044922,35762.72206115723,29127.842239379883,34437.00233459473
TAG(52:6)_FA 18:2,28438.58197784424,27720.561737060547,29941.14192199707,22160.92137145996,37519.182861328125,28204.862197875977,27742.18211364746,25105.96174621582,24081.521911621094
TAG(52:6)_FA 20:0,38756.22282791138,46535.18362045288,36414.0429763794,29344.82213973999,54726.18363952637,37515.06217956543,32072.86208343506,31037.342544555664,31926.462120056152
TAG(52:6)_FA 20:4,71868.68505859375,105216.2080078125,109591.34704589844,75282.88525390625,89773.38586425781,76092.06561279297,90529.2861328125,89492.66613769531,82022.94641113281
TAG(54:0)_FA 16:0,41110.84286499024,51913.70341491699,51578.78393554688,40025.40297698975,61501.96423339844,39603.98303222656,36622.342056274414,53063.40310668945,41026.443115234375
TAG(54:0)_FA 16:1,46719.9231262207,46393.88299560547,51520.62300109863,32567.62263488769,46265.78330993652,52460.00380706787,35992.461975097656,46020.923011779785,38740.00245666504
TAG(54:0)_FA 18:0,198024.95288085935,227883.07495117188,244745.8388671875,180291.35107421875,222229.39453125,202168.19287109372,206829.6357421875,243345.55737304688,221837.5563964844
TAG(54:0)_FA 18:1,36569.902099609375,35597.28219604492,40388.4831237793,34065.402587890625,44506.763122558594,33726.92250061035,30374.7820892334,37318.88275146485,37279.78251647949
TAG(54:0)_FA 18:2,25819.72169494629,25503.0817565918,25336.80172729492,21278.641563415527,33258.30227661133,26926.141983032227,18836.261207580566,22774.14160919189,20135.50154113769
TAG(54:0)_FA 20:0,128066.38842773438,129408.36840820312,161584.55053710938,111170.40771484376,143687.56909179688,130520.7490234375,128619.74829101562,153941.33129882812,140357.5302734375
TAG(54:0)_FA 20:4,22943.4419631958,21048.34135437012,22270.581886291504,16789.221145629883,30286.622467041016,23723.78157043457,22021.36157989502,20030.98145294189,17745.28123474121
TAG(54:1)_FA 16:0,37747.44274902344,50855.64323425293,50168.90385437012,36288.46224975586,49761.5036315918,37292.20294189453,36711.36289978027,50466.60383605957,38827.40235900879
TAG(54:1)_FA 16:1,51772.08386230469,70523.70458984375,63620.684631347656,44632.08312988281,70763.40509033203,45456.76315307617,45495.563415527344,66016.56477355957,52512.903411865234
TAG(54:1)_FA 18:0,113902.5089111328,247289.85821533203,259115.49700927731,126001.52642822266,311654.77935791016,194102.85546875,168981.93225097656,279281.77978515625,181422.1708984375
TAG(54:1)_FA 18:1,288859.9389648437,358750.0615234375,384628.97021484375,265205.0986328125,329084.0234375,298296.9194335937,303853.33935546875,366762.166015625,352011.083984375
TAG(54:1)_FA 18:2,48462.50344848633,44597.30334472656,55870.70361328125,39113.20248413086,57647.44366455078,45381.762939453125,43390.08270263672,47422.64373779297,47832.94372558594
TAG(54:1)_FA 20:0,80341.7866821289,100954.00762939452,165362.3503112793,76236.52542114258,167864.70916748047,114780.6470336914,104597.30834960938,141985.69146728516,94689.38702392578
TAG(54:1)_FA 20:4,22712.521675109863,22661.021522521973,19111.581314086918,15947.921394348145,35388.38258743286,20967.361541748047,22153.50154113769,17403.58095550537,15321.301124572754
TAG(54:2)_FA 16:0,40767.423278808594,54999.643966674805,56586.36357116699,39819.86279296875,61380.265045166016,41495.52339935303,38842.78291320801,47259.2229309082,42418.70301818848
TAG(54:2)_FA 16:1,34263.38201904297,53607.56362915039,47515.64342498779,35259.86260986328,46074.00286865234,38126.90225219727,34171.442962646484,52157.0436706543,39359.92265319824
TAG(54:2)_FA 18:0,218395.5548095703,508819.67810058594,517921.45959472656,227938.43432617188,502143.0733642578,342082.6280517578,320027.94091796875,524570.1981201172,326477.40393066406
TAG(54:2)_FA 18:1,128535.6473388672,273998.6813354492,300970.60040283203,145222.6498413086,334893.90283203125,226210.85467529297,193085.83624267575,311782.2824707031,219686.1563720703
TAG(54:2)_FA 18:2,284375.90185546875,327200.6655273437,376492.0073242188,266162.3359375,335567.72509765625,287214.0405273437,304934.5615234375,338242.025390625,338522.50048828125
TAG(54:2)_FA 20:0,36992.122467041016,52142.34365844727,53625.94421386719,30042.162406921387,56485.34338378906,39770.90267944336,46068.86297607422,43339.66342163086,34206.242027282715
TAG(54:2)_FA 20:4,32036.90216064453,24711.88180541992,27889.50203704834,24956.62187194824,26845.282012939453,26133.56172180176,25431.18186950684,28865.06223297119,21244.661529541016
TAG(54:3)_FA 16:0,155057.06938171387,154834.3487854004,221196.67721557617,215735.4157409668,101800.08758544922,79847.20506286621,120291.16843414308,186989.65314483643,143982.11079406738
TAG(54:3)_FA 16:1,42563.98318481445,57692.56425476074,58545.363372802734,40391.96295166016,58209.72457885742,45183.84342956543,39162.68326568604,45550.34336090088,45527.94332885742
TAG(54:3)_FA 18:0,104234.1870727539,385792.06036376953,272545.7598876953,122967.84979248048,142159.48895263672,124142.48889160156,174943.01275634766,226354.39770507807,140637.0892944336
TAG(54:3)_FA 18:1,240492.05541992188,542129.6162109375,564504.8635253906,260649.73693847656,539193.123046875,398221.4025878906,356805.22692871094,590274.8620605469,370625.580078125
TAG(54:3)_FA 18:2,122757.92956542967,229469.61694335935,311139.8978881836,140594.40838623047,330797.7265625,209410.09497070312,186993.85095214844,253999.2169189453,200656.93627929688
TAG(54:3)_FA 20:0,21606.50151062012,27500.02195739746,27222.462287902832,19726.621505737305,38863.36276245117,21670.261878967285,22261.18147277832,20193.28131103516,17921.441375732422
TAG(54:3)_FA 20:4,80037.76586914062,81045.78552246094,84270.8857421875,70122.58459472656,92758.8663330078,76703.14526367188,76978.826171875,77704.22540283203,72962.5048828125
TAG(54:4)_FA 16:0,1600420.909790039,1439629.483459473,2001986.9545288088,2226638.4025878906,697085.7416381836,622604.1403198242,1126607.6694335938,1739709.1236190796,1388914.760635376
TAG(54:4)_FA 16:1,154485.32920837402,152863.19102478027,203715.53309631348,199939.41319274905,103087.38746643066,87895.36636352539,121257.72845458984,179125.6703338623,138870.18963623047
TAG(54:4)_FA 18:0,225901.13635253903,397345.5668334961,369077.0267333984,287129.181640625,164797.97247314453,135905.24827575684,232389.89947509769,333165.6428527832,225980.035736084
TAG(54:4)_FA 18:1,107273.02868652344,443473.6642456055,332128.55938720703,136290.68774414062,151365.13177490234,137902.3900756836,181518.7935180664,274707.56146240234,168291.67291259766
TAG(54:4)_FA 18:2,229150.31591796875,476057.4169921875,576311.1030273438,257779.1407470703,528546.5354003906,363674.7624511719,367272.3674316406,483229.2902832031,348359.81091308594
TAG(54:4)_FA 20:0,30781.66254425049,26545.961868286133,24170.761753082275,14445.90100479126,39591.06329345703,26062.182106018063,20655.581504821777,35829.18310546875,25732.341796875
TAG(54:4)_FA 20:4,218117.33447265625,261265.39697265625,352834.923828125,201649.552734375,286349.8806152344,237999.39599609372,240867.67700195312,295954.18017578125,279112.12060546875
TAG(54:5)_FA 16:0,339657.20703125,254834.21920776367,344947.97036743164,398968.4401550293,177548.65280151367,143375.68939208984,215489.03466033936,355459.06413269043,259659.8567047119
TAG(54:5)_FA 16:1,1594977.9271240234,1410784.7252197266,1892655.1440429688,2054466.271850586,703710.9702148438,607009.7640380859,1112212.2109222412,1679162.5775756836,1309375.7333374023
TAG(54:5)_FA 18:0,36554.16232299805,50849.88313293457,46693.5237121582,34496.84248352051,58223.28410339356,34793.76226043701,40871.70283508301,38742.02313232422,32161.922355651852
TAG(54:5)_FA 18:1,236688.27667236328,421616.1289672852,404809.0903930664,287714.0787963867,170459.23095703125,147876.70935058594,232956.3745727539,356525.4869995117,240532.93701171875
TAG(54:5)_FA 18:2,110613.68841552734,338472.1978149414,298799.7570800781,127937.71063232422,155605.0128173828,136537.74786376953,187689.43450927731,231401.0723876953,151117.91259765625
TAG(54:5)_FA 20:0,27549.32218170166,30730.042110443115,28912.94239807129,22631.981323242188,45919.12310028076,30057.102256774902,27462.62189102173,19119.001216888428,21118.42147064209
TAG(54:5)_FA 20:4,178245.15063476562,317465.7023925781,494204.2227783203,213596.2166748047,468562.5863037109,313610.7205810547,278097.1580810547,394880.5711669922,272745.73876953125
TAG(54:6)_FA 16:0,89169.80700683594,82430.02557373047,99235.80648803712,97061.76669311523,72266.666015625,52722.92401123047,57772.92416381836,70601.10455322266,60709.82421875
TAG(54:6)_FA 16:1,344407.3873291016,259975.02294921875,329418.9237060547,388399.0502929688,178429.11065673828,139101.7283935547,199062.13513183597,333877.7280883789,247898.7982788086
TAG(54:6)_FA 18:0,36459.60235595703,43105.48309326172,43011.56301879883,33196.002532958984,45549.48318481445,42682.52322387695,37230.56243896485,40021.34326171875,36878.68273925781
TAG(54:6)_FA 18:1,39177.081954956055,51947.24368286133,54198.863861083984,33342.6022644043,58297.82418823242,33432.50233459473,38194.20291137695,43920.86276245117,34682.242279052734
TAG(54:6)_FA 18:2,202643.53454589844,319480.6640625,354396.1455078125,217270.7760620117,179413.7114868164,140999.86791992188,208894.27600097656,280226.0388183594,175317.99224853516
TAG(54:6)_FA 20:0,21313.54128265381,19626.34144592285,18845.041191101074,14920.160972595217,28408.76178741455,19060.68132019043,17533.78133392334,17407.56109237671,14701.801094055176
TAG(54:6)_FA 20:4,80510.26568603516,214352.2969360352,206308.49578857425,94340.08569335938,124739.69012451172,100544.82745361328,134933.7713623047,150557.0307006836,105735.6078491211
TAG(54:7)_FA 16:0,68104.26434326172,70878.58462524414,150282.4521331787,85264.0259399414,54952.02380371094,87529.24687194824,59744.78439331055,113983.64865112305,50588.92361450195
TAG(54:7)_FA 16:1,83903.62600708008,87045.14654541016,96108.4853515625,89893.1467590332,70423.70489501953,54184.1438293457,56822.86373901367,68998.36505126953,61507.10452270508
TAG(54:7)_FA 18:0,40007.422943115234,51794.86395263672,47100.68276977539,30671.042083740234,42952.18276977539,34817.58215332031,38671.08312988281,46384.14318847656,40851.62265014648
TAG(54:7)_FA 18:1,38810.76287841797,41932.463134765625,46293.922943115234,35214.642501831055,47832.303955078125,35790.942932128906,35907.58239746094,38876.00244140625,34481.42263793945
TAG(54:7)_FA 18:2,38758.76245117188,48007.88342285156,52613.9641418457,34672.662689208984,57870.76458740234,38722.70236206055,43498.90274047852,39785.96266174317,32533.362411499023
TAG(54:7)_FA 20:0,30293.98176574707,34249.54204559326,36466.30293273926,26427.94175720215,36710.72277832031,31992.522872924805,30042.10235595703,33717.783016204834,29741.02220153809
TAG(54:7)_FA 20:4,29009.62260437012,52431.46346282959,44540.68263244629,24081.98169708252,42395.34324645996,28865.10201263428,29432.7420501709,35045.52271270752,24502.781524658203
TAG(54:8)_FA 16:0,42403.36322021485,61512.10353088379,56808.74401855469,46078.08361816406,49673.083251953125,44004.30294799805,40877.74298095703,56571.023529052734,43755.80337524414
TAG(54:8)_FA 16:1,73536.32504272461,74681.56564331055,155082.3117828369,83415.26513671875,67987.12545776367,83492.58529663086,72243.26547241211,146161.76885986328,61547.503173828125
TAG(54:8)_FA 18:0,48617.22341918945,97932.5071105957,87224.76721191406,57340.28366088867,71293.20532226562,52013.48377990723,64509.06393432617,78690.42529296875,59609.9841003418
TAG(54:8)_FA 18:1,48133.74383544922,77370.24560546875,79878.2861328125,49051.12362670898,62918.72381591797,45676.36306762695,55139.9040222168,77637.68463134766,59936.9446105957
TAG(54:8)_FA 18:2,49053.52359008789,48708.12356567383,55671.8236694336,37894.022521972656,51834.223876953125,44653.743713378906,45184.16326904297,48077.78359985352,41361.76281738281
TAG(54:8)_FA 20:0,34499.04229736328,47122.92324066162,40047.942474365234,25649.721740722656,46631.26313781738,35759.68243408203,35791.46223449707,34564.542152404785,30169.54211425781
TAG(54:8)_FA 20:4,25447.841598510742,26870.501945495605,23702.92176055908,18025.46138763428,33248.00241851807,24121.40173339844,21322.54135131836,28374.6019821167,23198.44174194336
TAG(56:0)_FA 16:0,81253.52651977539,98018.76704406738,98995.86653137208,93409.08682250977,102471.96890258788,144477.04928588867,90916.06701660156,107441.0874633789,80112.64544677734
TAG(56:0)_FA 16:1,31165.462463378903,36461.84286499024,29590.04219055176,27648.78205871582,48246.54357910156,36705.04275512695,26849.48210144043,32005.68254852295,23116.44163513184
TAG(56:0)_FA 18:0,38889.60250854492,53617.30368041992,54947.20378112793,37230.7229309082,62699.423828125,39421.20216369629,39727.443115234375,60134.3639831543,42949.64306640625
TAG(56:0)_FA 18:1,42863.64291381836,45359.6035232544,55867.963386535645,37852.10263824463,56943.50425720215,64298.624084472656,41640.68327331543,45837.8823928833,42169.60285949707
TAG(56:0)_FA 18:2,46406.54315185547,45410.68310546875,39622.64306640625,32410.74237060547,56545.92401123047,47139.20349121094,38831.142822265625,35452.90267944336,31500.002227783203
TAG(56:0)_FA 20:0,126145.16833496094,147716.43212890625,169617.97216796875,124051.52941894533,151669.0311279297,128221.46875,130550.2890625,145220.15075683594,157475.3106689453
TAG(56:0)_FA 20:4,21728.00151062012,25556.921829223636,21754.20156097412,19367.28143310547,43797.30296325684,25993.58169555664,24014.82157897949,19829.941398620605,19930.761192321777
TAG(56:1)_FA 16:0,31926.882446289062,45179.94288635254,39452.16284179688,27336.8219833374,38688.44281768799,27555.8819732666,31271.202507019043,34527.562019348145,29636.16254425049
TAG(56:1)_FA 16:1,85453.986328125,94920.92596435548,93122.60595703124,85866.90573120117,96515.02728271484,121607.30937194824,87478.94561767578,104813.1667175293,85579.24549865723
TAG(56:1)_FA 18:0,27470.52198791504,45259.42352294922,50054.48426055908,27511.14213562012,48200.26322937012,32714.922004699707,32143.162185668945,41539.7025756836,33365.3024597168
TAG(56:1)_FA 18:1,42167.8625793457,53814.70361328125,52824.54412841797,36819.8225402832,65290.58416748047,40358.80233764648,42811.42303466797,54498.78359985352,40897.62321472168
TAG(56:1)_FA 18:2,53277.06340026856,49173.98376464844,56674.32405090332,37984.42261123657,57728.80381011963,68031.20545959473,44721.28327941895,49486.203243255615,40406.12294769287
TAG(56:1)_FA 20:0,56565.463928222656,84959.02661132812,88113.16595458984,53248.723571777344,134345.93017578125,87348.14682006836,72382.9252319336,89135.88580322266,58045.42456054688
TAG(56:1)_FA 20:4,29967.62191772461,31862.301986694336,25172.66148376465,22632.861625671387,40419.68307495117,29803.74166870117,27637.06198120117,23657.80177307129,23724.081871032715
TAG(56:2)_FA 16:0,35885.12283325195,43374.58352661133,35793.442947387695,26323.002082824707,45195.00393676758,35591.16261291504,28533.961669921875,27081.182243347168,29530.021697998047
TAG(56:2)_FA 16:1,28818.56208801269,46891.12347412109,39853.54328918457,29758.70204925537,40854.862701416016,32409.26202392578,30166.58218383789,36570.54280090332,28506.52239227295
