Lipid,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype__WT___Brain_Region__cerebellum,Genotype__WT___Brain_Region__cerebellum,Genotype__WT___Brain_Region__cerebellum
[TG(48:3)]_FA18:2,48806.08367919922,49885.64291381836,131228.13159179688,154573.3921508789,109185.8660888672,64058.94451904297,62465.52474975586,75174.62605285645
[TG(50:0)]_FA16:0,240381.8759765625,303502.65966796875,376303.9677734375,448152.25146484375,296770.0419921875,296618.6030273437,307106.09765625,276803.27685546875
[TG(50:0)]_FA16:1,75151.32531738281,84187.12561035156,84471.58642578125,99523.78662109376,78775.8857421875,81695.56616210938,79668.28552246094,72867.06530761719
[TG(50:1)]_FA18:0,166514.1513671875,224755.15600585935,323374.6630859375,457339.9519042969,261214.7039794922,235623.85546875,223999.5185546875,224061.23461914065
[TG(50:1)]_FA18:1,40434.902923583984,40783.52325439453,59214.5842590332,78435.16638183594,44180.46292114258,52375.16375732422,45950.98315429688,40971.20346069336
[TG(50:1)]_FA18:2,22614.46156311035,24117.301681518555,24044.14210510254,24743.241653442383,27980.701972961426,24023.981773376465,25995.62176513672,20804.361473083496
[TG(50:2)]_FA16:0,172658.37255859375,342745.8647460937,409741.2547607422,608998.8776855469,319614.4079589844,294044.4211425781,315688.68298339844,299135.9998779297
[TG(50:2)]_FA16:1,247693.09814453125,316526.6650390625,397640.2685546875,459176.93115234375,327186.2392578125,313060.0405273437,312454.7236328125,287521.380859375
[TG(50:2)]_FA18:0,80413.74530029297,104234.16723632812,208500.95721435547,282303.1591796875,156989.7706298828,127055.00854492188,125975.78881835938,133745.80841064453
[TG(50:2)]_FA18:1,301515.60107421875,383542.50927734375,614147.8134765625,757714.509765625,443594.1516113281,417222.1293945313,390681.76708984375,378610.6455078125
[TG(50:2)]_FA18:2,39950.40316772461,46140.443267822266,66507.60446166992,82410.58554077148,64197.14477539063,47570.28323364258,51328.2233581543,54081.34454345703
[TG(50:3)]_FA16:0,142229.91015625,188419.7744140625,272466.1381835937,356950.7635498047,203853.7126464844,218548.27319335935,219157.39428710935,203832.69470214844
[TG(50:3)]_FA16:1,181610.0334472656,365904.8640136719,445246.4265136719,613994.9097900391,337849.6416015625,316781.78076171875,331851.8669433594,308257.9959716797
[TG(50:3)]_FA18:0,62083.74456787109,69464.28466796875,104534.3875732422,117886.4097290039,76731.84558105469,77690.98583984375,72766.04522705078,70022.10479736328
[TG(50:3)]_FA18:1,121857.16735839844,151510.78967285156,334075.0234375,393412.3090209961,220385.45935058597,186417.9158935547,179239.27404785156,181542.35412597656
[TG(50:3)]_FA18:2,375331.9252929688,460457.369140625,805367.716796875,916359.6079101562,704743.0830078125,450254.7309570313,454815.4174804688,560690.8959960938
[TG(50:4)]_FA16:0,30857.26205444336,41782.84298706055,59053.52478027344,68719.76513671875,43630.14311218262,52054.98355102539,50314.50337219238,44000.32357788086
[TG(50:4)]_FA16:1,144189.55041503906,200953.115234375,292996.841796875,374343.6456298828,219499.0162353516,232499.63525390625,211941.8115234375,210409.63513183597
[TG(50:4)]_FA18:0,20773.461250305176,19277.401596069336,24255.081665039062,27021.842376708984,21803.121452331543,25230.501808166504,21682.081352233887,18672.801414489742
[TG(50:4)]_FA18:1,82417.76586914062,92151.88671875,151031.4111328125,159598.31134033203,102107.32666015624,104131.34753417967,100678.22692871094,92203.4464111328
[TG(50:4)]_FA18:2,166116.55224609375,204660.0166015625,482612.8481445313,561499.509765625,361069.9250488281,233013.83715820312,243563.25439453125,297334.8020019531
[TG(52:0)]_FA16:0,131840.84936523438,153362.990234375,186818.81274414065,188566.31176757807,137839.72998046875,162435.85131835938,150771.4716796875,137626.33056640625
[TG(52:0)]_FA16:1,30794.362060546875,37276.962463378906,33635.40240478516,41110.32292175293,30051.38232421875,40367.72283935547,35484.1423034668,32393.222076416016
[TG(52:0)]_FA18:0,257648.23779296875,313807.10009765625,369332.6884765625,394824.291015625,269337.87890625,303540.36376953125,309747.76220703125,254092.8767089844
[TG(52:0)]_FA18:1,47470.68264770508,53014.72332763672,55580.72430419922,67469.56469726562,52530.30389404297,57027.123596191406,52609.0439453125,48544.50323486328
[TG(52:0)]_FA18:2,19131.361541748047,24439.46171569824,23385.421951293945,27010.1619720459,27137.20171356201,24180.101852416992,24180.841796875,19842.04130935669
[TG(52:0)]_FA20:0,55300.10382080078,64592.083984375,85180.62585449219,96619.16668701172,82099.68743896484,64575.84460449219,68470.86413574219,59571.14385986328
[TG(52:0)]_FA20:4,21653.78158569336,19028.9013671875,23796.261627197266,23541.54166412353,22806.2819480896,24306.56169128418,23415.32172393799,20414.041358947758
[TG(52:1)]_FA16:0,63200.82470703125,142693.31072998047,124938.96838378906,184139.95385742188,100097.42767333984,102435.80694580078,134089.50958251953,83501.26718139648
[TG(52:1)]_FA16:1,130903.109375,154861.310546875,194672.31396484372,203974.57153320312,147450.35180664062,160659.2509765625,164090.830078125,141842.8896484375
[TG(52:1)]_FA18:0,191900.0340576172,407205.9455566406,422749.8937988281,619875.9046630859,311945.00744628906,371617.4493408203,409224.068359375,328490.44189453125
[TG(52:1)]_FA18:1,399756.2705078125,488014.93359375,586010.4052734375,674510.310546875,482779.837890625,502725.4150390625,495660.3984375,446362.369140625
[TG(52:1)]_FA18:2,48623.943603515625,56023.08441162109,64261.84490966797,68929.18395996094,68642.28527832031,57373.62420654297,55696.543884277344,51346.52334594727
[TG(52:1)]_FA20:0,23787.5216217041,32419.042251586918,45162.22332763672,46155.862716674805,38694.38285064697,35117.96212768555,30912.14208984375,34797.58324432373
[TG(52:1)]_FA20:4,19152.141456604004,21133.30142974853,19810.981517791748,20439.32172393799,21808.241584777832,20842.78150939941,21240.18145751953,16053.441108703611
[TG(52:2)]_FA16:0,105611.28771972656,198709.59185791016,205945.8344116211,286032.4420776367,156883.6519165039,194669.0747680664,222004.6967163086,167121.7899169922
[TG(52:2)]_FA16:1,66901.14416503906,153948.6909790039,131586.96893310547,197204.5731201172,105645.16696166992,110627.90832519533,143800.49002075195,89178.6279296875
[TG(52:2)]_FA18:0,116968.3681640625,222125.1954345703,289584.5568847656,341040.82049560547,178458.1939086914,238114.9157714844,242398.29541015625,202942.4949951172
[TG(52:2)]_FA18:1,262505.31689453125,529782.24609375,608442.6147460938,928351.4340820312,469863.4287109375,515875.8505859375,551404.4753417969,462213.8325195313
[TG(52:2)]_FA18:2,413770.5087890625,501985.35546875,625175.8251953125,667609.9228515625,575501.181640625,463175.1123046875,494821.0107421875,502460.037109375
[TG(52:2)]_FA20:0,23568.70174407959,23331.481689453125,30480.061798095703,30960.86220550537,25148.662189483643,23986.08155822754,22673.321502685547,23945.661918640137
[TG(52:2)]_FA20:4,17667.061111450195,24556.78175354004,21322.721557617188,22354.02174377441,21030.54141998291,20826.301277160645,20994.901237487797,16833.88104248047
[TG(52:3)]_FA16:0,60344.40463256836,155057.45028686523,126759.92810058594,178067.57055664062,94759.86563110352,136149.0916442871,158734.94900512695,119826.8900604248
[TG(52:3)]_FA16:1,104172.90728759766,201803.1149902344,220339.9775390625,314227.8832397461,167518.4901123047,207012.0914916992,212509.6163330078,178054.3519897461
[TG(52:3)]_FA18:0,32625.041915893555,51100.503662109375,58967.52412414551,78187.58596801758,45720.04315185547,64383.78466796875,66030.34468078613,44083.22344970703
[TG(52:3)]_FA18:1,169898.4130859375,294195.06201171875,387302.7019042969,494051.0065917969,280396.19763183594,340237.1815185547,340975.9855957031,295828.3741455078
[TG(52:3)]_FA18:2,287421.8625488281,563651.1547851562,671240.2026367188,921601.7875976562,559505.1555175781,463658.12646484375,549364.9291992188,551067.3708496094
[TG(52:3)]_FA20:0,18279.781448364258,19337.521476745605,19197.181427001957,20923.44161605835,20198.301330566406,20016.7614364624,21367.86149597168,16866.66124343872
[TG(52:3)]_FA20:4,27346.882080078125,29621.58221435547,37424.26268005371,44662.202476501465,33112.30207824707,33981.50234985352,35947.202392578125,33176.78234863281
[TG(52:4)]_FA16:0,78474.90567016602,549125.703338623,123840.98956298828,222694.8548278809,141214.12963867188,154610.09112548828,372259.60583496094,105254.90771484376
[TG(52:4)]_FA16:1,65087.50338745117,156125.1701965332,129909.52764892578,177485.87326049805,101264.78692626952,144676.74737548828,158859.2897644043,112912.7293395996
[TG(52:4)]_FA18:0,18970.20126342773,18951.96128845215,19365.521446228027,27471.32191467285,20524.76125717163,21570.54124450684,21701.961791992188,17161.121044158936
[TG(52:4)]_FA18:1,38430.562927246094,57032.4436340332,73084.26432800293,93362.14643096924,57860.82322692871,80045.64541625977,85239.8060760498,68870.66383361816
[TG(52:4)]_FA18:2,201346.05444335935,345315.2463378906,483869.87353515625,542564.7507324219,359210.6267089844,338350.9655761719,387407.2844238281,379934.0241699219
[TG(52:4)]_FA20:0,17218.840953826904,14024.981090545654,16961.301277160645,17852.921279907227,19591.061210632324,17079.301078796387,18459.041255950928,15051.241172790527
[TG(52:4)]_FA20:4,139586.36877441406,198221.97521972656,295838.4631347656,351579.7080078125,261357.51818847656,191065.8146972656,203057.5529785156,210335.7335205078
[TG(52:5)]_FA16:0,27080.28207397461,40351.5025177002,32001.38190460205,42482.20335388184,27274.601760864258,36094.14221191406,36038.02224731445,30242.18211364746
[TG(52:5)]_FA16:1,82383.96646118164,540110.6781616211,118749.98782348631,220999.5780944824,136060.4884033203,163186.45233154297,364108.8865966797,98760.10696411131
[TG(52:5)]_FA18:0,33228.062507629395,38456.022705078125,35668.982345581055,42424.28294372559,24402.04190063477,40038.80258178711,35707.562408447266,27482.682220458984
[TG(52:5)]_FA18:1,18506.30143737793,19573.721366882324,22410.08154296875,26144.501823425293,19550.22142028809,22576.701667785645,22394.0415725708,19637.76139831543
[TG(52:5)]_FA18:2,40075.82275390625,59685.14489746094,85137.02587890625,90953.00497436523,70307.50379943848,72303.20448303223,82176.2865600586,75760.80619812012
[TG(52:5)]_FA20:0,18706.041381835938,20761.80142211914,21180.42140197754,19483.02166748047,18815.481300354004,18692.18128967285,17575.321311950684,19280.581130981445
[TG(52:5)]_FA20:4,72429.82501220703,93310.32788085938,177557.8316040039,199699.2930908203,137580.79028320312,95356.52673339844,107495.28686523438,127165.62994384766
[TG(52:6)]_FA16:0,34613.622619628906,35844.32272338867,37967.72271728516,46687.743576049805,38670.282287597656,43516.603088378906,41530.44323730469,32264.122344970703
[TG(52:6)]_FA16:1,29270.162078857426,52345.1635131836,35477.32275390625,46970.12300872803,31317.12180328369,41933.32261657715,47199.38342285156,32359.042098999023
[TG(52:6)]_FA18:0,22232.22152709961,20874.36122131348,27414.64208984375,33153.02244567871,25360.701850891117,26390.221893310547,23777.1417388916,22091.42156982422
[TG(52:6)]_FA18:1,36258.722259521484,36974.78259277344,38372.88310241699,41077.403160095215,28615.701599121094,46376.64326477051,38806.42221069336,28871.74208068848
[TG(52:6)]_FA18:2,22787.721633911133,27659.842010498047,30155.642120361328,29363.4624710083,30695.821952819824,26381.22201538086,29948.522254943848,24445.42170715332
[TG(52:6)]_FA20:0,31353.181938171387,49751.163230896,39637.00298309326,39202.24296569824,37439.3627243042,37315.20249938965,35074.903244018555,28687.22226333618
[TG(52:6)]_FA20:4,71848.04479980469,81622.66564941406,122793.78894042967,124644.98889160156,93732.32678222656,85382.36669921875,89610.56707763672,82304.00561523438
[TG(54:0)]_FA16:0,34134.70217895508,40742.90267944336,54569.243896484375,65654.00405883789,37765.14279174805,47970.90362548828,37950.02261352539,37203.942932128906
[TG(54:0)]_FA16:1,30042.801712036133,43042.14343261719,40517.78338623047,61745.44554138184,43495.50299835205,35742.26252746582,44467.64306640625,35204.72215270996
[TG(54:0)]_FA18:0,177298.45288085938,186806.41455078125,227620.27709960935,242566.87768554688,181379.5334472656,204297.39331054688,201362.25537109372,173917.9521484375
[TG(54:0)]_FA18:1,30969.58221435547,30521.782318115234,35149.402587890625,40180.00280761719,35123.56231689453,37138.98229980469,32506.04235839844,28760.20230102539
[TG(54:0)]_FA18:2,21072.22148132324,26136.802017211918,25551.90156555176,24955.561637878414,24102.281997680664,21678.82141113281,24878.38148498535,19296.581481933597
[TG(54:0)]_FA20:0,110554.60864257812,121598.12915039062,137908.61010742188,153286.97021484375,138312.68920898438,117324.98754882812,125680.96875,114368.14782714844
[TG(54:0)]_FA20:4,18457.60147857666,20999.38131332397,22854.301834106445,23471.66170501709,29812.742027282715,19081.34136581421,18334.8811416626,19014.061683654785
[TG(54:1)]_FA16:0,29406.4821472168,51507.70324707031,44740.923248291016,62001.40434265137,40641.04220581055,41190.10322570801,46939.66326904297,35817.48274230957
[TG(54:1)]_FA16:1,38819.56286621094,46587.7830657959,66922.40545654297,77501.36717224121,52021.68350219727,50139.02348327637,43731.46340942383,46806.343505859375
[TG(54:1)]_FA18:0,97823.34777832033,231285.55590820312,212974.497253418,310493.0641479492,151012.05108642578,170222.4507446289,195996.75366210935,140117.3087158203
[TG(54:1)]_FA18:1,241955.45703125,283473.17919921875,347088.02734375,357753.0241699219,273539.818359375,300287.38232421875,292870.47998046875,262790.71923828125
[TG(54:1)]_FA18:2,38146.80267333984,40877.742767333984,46868.802978515625,54127.78308105469,56412.7841796875,43373.563049316406,43108.483306884766,36120.26248168945
[TG(54:1)]_FA20:0,62300.60485839844,99823.20721435548,107180.00622558594,160311.41009521484,95047.98556518556,86845.72680664062,85074.12573242188,87824.32656860352
[TG(54:1)]_FA20:4,18482.70121383667,19013.881393432617,18160.30126953125,20758.08168411255,17713.121227264404,17312.901275634766,20795.921493530277,15448.301265716553
[TG(54:2)]_FA16:0,33177.02243041992,73954.64561462402,48342.40309143066,62093.22398376465,40674.68281555176,51706.74345397949,65084.26530456543,37971.86280822754
[TG(54:2)]_FA16:1,29596.62205505371,49325.66342163086,48629.56289672852,66026.3048248291,43045.56327819824,43742.24298095703,46424.50323486328,34383.742736816406
[TG(54:2)]_FA18:0,210004.9952392578,459804.7221679688,470556.4375,674040.2330322266,340124.36755371094,410715.10546875,489722.3540039063,340573.84533691406
[TG(54:2)]_FA18:1,112767.58923339844,253571.07861328125,247936.77642822263,357948.6044921875,178295.67236328125,186973.2344360352,219415.8370361328,163319.4315185547
[TG(54:2)]_FA18:2,255024.61865234372,292699.28076171875,357968.48681640625,351455.28369140625,364701.20703125,284694.71875,286748.8984375,271099.37841796875
[TG(54:2)]_FA20:0,31408.582611083984,47437.52374267578,55292.84405517578,60041.72340393066,44849.723693847656,44169.92321777344,41307.1231842041,45297.08290100098
[TG(54:2)]_FA20:4,20931.0016784668,30986.702102661133,21369.96165466309,30054.242027282715,27671.74216079712,23824.24169921875,27326.92176818848,22958.50160980225
[TG(54:3)]_FA16:0,54627.52362060547,404242.4279937744,70094.74424743652,126380.68746948242,89049.00573730469,97318.54711914062,251093.2389831543,61687.82466125488
[TG(54:3)]_FA16:1,34228.84228515625,76428.72459411621,48852.12344360352,67280.70524597168,41734.32327270508,52444.24382019043,64482.68537902832,34534.06245422363
[TG(54:3)]_FA18:0,112298.84716796876,358434.1884765625,336171.2258300781,403917.1469116211,196455.9310913086,273009.2342529297,338113.3245239258,221601.5968017578
[TG(54:3)]_FA18:1,225743.53869628903,481447.7778320313,525973.859375,764655.1887207031,378746.38671875,467360.7895507813,524169.4227294922,391466.4060058594
[TG(54:3)]_FA18:2,106452.587890625,237554.01916503903,254274.5,321766.8601074219,195786.7371826172,151065.83056640625,208087.2138671875,171073.4930419922
[TG(54:3)]_FA20:0,18143.56174468994,23273.42176818848,25759.481769561768,25941.74200439453,29031.28221511841,21212.921501159668,21891.1815032959,20704.82135772705
[TG(54:3)]_FA20:4,72205.50549316406,73220.92529296875,83912.04650878906,76818.34582519531,76957.60522460938,71222.68518066406,85429.92663574219,71262.28381347656
[TG(54:4)]_FA16:0,335346.3248291016,4010678.230651856,390915.4860839844,1011546.701171875,692422.7406005859,752926.9150390625,2426072.8455810547,387466.1301269531
[TG(54:4)]_FA16:1,53138.58377075195,407542.51150512695,67382.2647857666,124133.50675201416,77156.24423217773,102899.6869506836,241566.7357788086,60785.54428100586
[TG(54:4)]_FA18:0,102374.94732666016,537637.0939941406,252887.17706298828,356198.9856262207,173725.1727294922,202989.85522460935,356178.02362060547,155722.69012451172
[TG(54:4)]_FA18:1,126769.06909179688,378698.82287597656,367932.8642578125,474926.6879272461,234938.1005859375,328562.2840576172,372916.3830566406,270512.3541870117
[TG(54:4)]_FA18:2,223972.03369140625,450741.7290039063,526170.7321777344,673923.7076416016,408952.1458740234,362616.9887695313,477306.7934570313,426337.36853027344
[TG(54:4)]_FA20:0,15536.681045532228,21183.30132293701,18205.80096817017,23067.821784973145,23889.02174758911,18216.421340942383,16934.001174926758,14929.520942687988
[TG(54:4)]_FA20:4,191478.61279296875,231398.6357421875,265750.42041015625,310028.6188964844,260150.71899414065,215972.33544921875,223070.09692382807,221672.15698242188
[TG(54:5)]_FA16:0,99436.3058166504,777511.4712677002,100488.44715881348,197321.91619873047,146969.1321105957,173815.75366210938,505118.9419555664,112897.94790649414
[TG(54:5)]_FA16:1,346989.82275390625,4093728.986328125,387367.1691894531,934241.530456543,642110.3692626953,738291.4484863281,2390938.000610352,361552.12927246094
[TG(54:5)]_FA18:0,29186.681915283203,46408.48342895508,40432.0225982666,62268.625091552734,31134.30187988281,46132.16293334961,41715.44291687012,31542.36214447021
[TG(54:5)]_FA18:1,107037.16821289062,563041.635925293,262088.5577392578,398693.1521606445,191962.25341796875,215725.63568115237,392650.10803222656,185094.7739868164
[TG(54:5)]_FA18:2,121952.18731689452,340834.74060058594,358481.86657714844,436885.49060058594,239804.1961669922,234887.41400146484,345197.802734375,282089.9779663086
[TG(54:5)]_FA20:0,25673.0817565918,29495.021942138672,28460.2218170166,32752.162574768063,21103.7015953064,28018.88186645508,29478.02174377441,19604.981468200684
[TG(54:5)]_FA20:4,166313.2130126953,316185.943359375,350307.6477050781,516537.525390625,291113.5046386719,250644.51513671875,318093.1640625,318614.9033203125
[TG(54:6)]_FA16:0,53933.303619384766,296144.90057373047,59221.96499633789,93962.50634765624,77277.12533569336,85247.54592895508,169770.67163085938,63587.00506591797
[TG(54:6)]_FA16:1,93093.14602661131,754508.2671508789,106781.16818237305,186840.0742492676,129435.43005371094,173473.73052978516,503260.65924072266,100323.22732543944
[TG(54:6)]_FA18:0,31629.042083740234,38157.42288208008,37336.04278564453,54100.0036315918,35937.38249206543,40805.38287353516,39184.74279785156,34072.2423248291
[TG(54:6)]_FA18:1,29881.642364501957,49271.56369018555,44384.14302062988,71218.94496154785,32504.362258911133,43836.12274169922,40131.54263305664,36672.00230407715
[TG(54:6)]_FA18:2,94492.9462890625,531193.8634033203,257601.27600097656,337374.12481689453,201142.8962402344,157997.5714111328,328983.82208251953,182370.7149658203
[TG(54:6)]_FA20:0,15827.201110839844,17721.18141937256,17540.101272583008,20273.76132965088,17761.681480407715,18354.06145477295,16228.481178283691,14856.20095062256
[TG(54:6)]_FA20:4,93110.12786865234,187204.33276367188,231786.63647460935,266709.53985595703,164503.47045898438,170354.89080810547,189934.15380859372,212539.8737182617
[TG(54:7)]_FA16:0,44664.723541259766,48500.10333251953,63887.80465698242,207703.93655395508,89890.76695251465,68150.86328125,78003.90600585938,58284.405376434326
[TG(54:7)]_FA16:1,52795.98361206055,305645.7446594238,65426.60546875,92484.966796875,79189.94509887695,85146.00634765625,167617.61224365234,59389.68383789063
[TG(54:7)]_FA18:0,28722.44204711914,32730.58251953125,48088.843017578125,54809.08416748047,39649.78285217285,35523.442443847656,33919.84242248535,34953.1423034668
[TG(54:7)]_FA18:1,31592.462463378903,33079.302337646484,39157.20278930664,53456.52362060547,38102.36282348633,38540.70278930664,35646.08233642578,34085.28259277344
[TG(54:7)]_FA18:2,28893.822143554688,45649.5634765625,43500.50381469727,60120.16491699219,41991.72270202637,41618.34295654297,47973.323150634766,36404.42205810547
[TG(54:7)]_FA20:0,22768.621337890625,27145.761917114258,34665.66244506836,39712.24243164063,41124.88305664063,24500.74153137207,29270.621994018555,28044.68203735352
[TG(54:7)]_FA20:4,29571.06231689453,42165.04293823242,53831.76327514648,57031.52471923828,44413.66329956055,48213.86396789551,52386.08295440674,49383.62363433838
[TG(54:8)]_FA16:0,37812.342849731445,46929.36361694336,56787.4035949707,58941.764556884766,41902.94320678711,50907.384216308594,42555.5431060791,41117.70330810547
[TG(54:8)]_FA16:1,45481.78393554688,51704.32406616211,72859.34547424316,208941.73541259769,103024.24744415285,77990.0458984375,86560.26544189453,66962.38401794434
[TG(54:8)]_FA18:0,41737.90307617188,52158.24331665039,84189.3056640625,101340.0270690918,60922.92427062988,54149.08407592773,55738.62454223633,51473.22302246094
[TG(54:8)]_FA18:1,38945.842834472656,47144.743255615234,78770.3459777832,88779.0451965332,61091.66482543945,53109.44354248047,44851.32290649414,54349.32443237305
[TG(54:8)]_FA18:2,36963.76248168945,41269.12283325195,48020.38342285156,62858.26501464844,49774.423583984375,44008.7233581543,45491.62258911133,37979.72247314453
[TG(54:8)]_FA20:0,29368.162185668945,30008.38200378418,44236.84339904785,46494.34310913086,37361.92205810547,32848.62226867676,32055.022338867188,28483.501983642574
[TG(54:8)]_FA20:4,18145.62134552002,18871.221366882324,23611.70188522339,24270.241802215576,27846.842140197758,21954.101776123047,24247.62181854248,19729.50154113769
[TG(56:0)]_FA16:0,85976.42660522461,75441.52462768555,113484.66778564452,128957.78855895996,98889.02508544922,87123.10568237305,87407.56600952148,101787.66709899902
[TG(56:0)]_FA16:1,25519.54183959961,28234.701858520508,35275.142181396484,33327.92240905762,25425.061920166016,28831.102325439453,31752.26205444336,25593.26173400879
[TG(56:0)]_FA18:0,32951.882263183594,38176.68243408203,53888.0033569336,62407.66427612305,41238.502990722656,43075.94273376465,38486.24249267578,36492.32238769531
[TG(56:0)]_FA18:1,35791.0825881958,37764.6026763916,47111.4832611084,66597.00464630127,56078.04432678223,37731.74282836914,52191.043395996094,33125.52222442627
[TG(56:0)]_FA18:2,35782.662353515625,41608.76281738281,41967.8030090332,41197.882888793945,37848.72290039063,41023.14303588867,40264.96331787109,31257.562271118164
[TG(56:0)]_FA20:0,113959.46752929688,130814.20971679688,143283.22985839844,153925.27099609375,163745.4716796875,126400.20922851562,131230.75024414062,123876.30810546876
[TG(56:0)]_FA20:4,19450.40133666992,23548.201698303223,23547.221633911133,24760.641731262207,26266.821868896484,19542.50146484375,21767.82148742676,20306.58154296875
[TG(56:1)]_FA16:0,27263.08168029785,27778.18182373047,38074.00253295898,45890.14352416992,31426.48223876953,29099.44206237793,27709.621948242188,28368.04234313965
[TG(56:1)]_FA16:1,81062.30645751953,73865.2243347168,119241.96810913086,121769.94647216795,92598.48641967772,91794.7063293457,89541.08508300781,102900.5069580078
[TG(56:1)]_FA18:0,23440.66180419922,36441.802307128906,38756.28289794922,51946.743255615234,34143.90216064453,33996.42219543457,36260.08262634277,29969.3621673584
[TG(56:1)]_FA18:1,34091.12226867676,38149.22271728516,59136.7043762207,59829.46490478516,52945.88340759277,39062.34228515625,39133.02275085449,39367.00308227539
[TG(56:1)]_FA18:2,35070.12242126465,42021.88327026367,48528.12382507324,68273.90397644043,56623.80365753174,43748.44345092773,49194.1435546875,36763.041664123535
[TG(56:1)]_FA20:0,50678.983642578125,83216.3062133789,90751.86694335938,99578.02783203124,65641.70489501953,64695.24530029297,69733.5244140625,59051.583404541016
[TG(56:1)]_FA20:4,23468.661743164062,27228.22203063965,28280.042068481445,32626.082160949707,23450.86158752441,29421.94201660156,26536.54219055176,21710.981552124023
[TG(56:2)]_FA16:0,26330.861602783203,28913.30166625977,33490.60238647461,37188.84310913086,35027.782081604004,30085.86195373535,34225.66229248047,27711.26205444336
[TG(56:2)]_FA16:1,24431.02178955078,27557.941680908203,45265.3232421875,49406.72383117676,32053.22232055664,33518.60232543945,30161.16192626953,28116.80212402344
[TG(56:2)]_FA18:0,27002.362091064453,45832.32328796387,38712.72270202637,61921.20428466797,32951.10224151611,42583.26321411133,44730.78332519531,34413.9227142334
[TG(56:2)]_FA18:1,25895.961639404297,37018.0426940918,43814.403327941895,50798.34403991699,47250.42343139648,31322.502471923828,35653.58255004883,32373.12236022949
[TG(56:2)]_FA18:2,36326.62268066406,41420.58279418945,61951.82427978516,60849.80358886719,56958.3037109375,38017.04254150391,42349.48289489746,42597.22291564941
[TG(56:2)]_FA20:0,131703.1915283203,151746.06817626953,203494.7347412109,160054.47100830078,120720.18872070312,127904.8881225586,176732.93237304688,120274.62963867188
[TG(56:2)]_FA20:4,17861.241256713867,19640.84127807617,18033.02130889893,20255.30173110962,19082.601329803467,18510.16128540039,18082.881317138672,14333.420860290527
[TG(56:3)]_FA16:0,31293.122344970703,38272.08276367188,34006.96235656738,38070.86280822754,25126.98197937012,37540.88243103027,35059.482330322266,26445.00170898437
[TG(56:3)]_FA16:1,27792.32208251953,31770.54280090332,33127.18251037598,40293.223083496094,34400.46257019043,32364.18228912353,33711.28202819824,29540.58179473877
[TG(56:3)]_FA18:0,44893.72296142578,274369.62100219727,65220.04493713379,107329.84771728516,73172.30535888672,85342.54643249512,177172.9132080078,53507.483810424805
[TG(56:3)]_FA18:1,33098.82238769531,65185.06575012207,57755.82411193848,71210.564453125,47420.362869262695,48011.78326416016,55908.443618774414,45801.18280029297
[TG(56:3)]_FA18:2,30083.20231628418,44513.44342041016,54472.74380493164,63737.52391052246,55718.72459411621,37304.16255187988,46545.643127441406,35973.92251586914
[TG(56:3)]_FA20:0,46588.20327758789,88819.48513793945,102512.12716674805,94618.66590881348,70930.94500732422,64340.3450012207,85376.12501525879,60991.7840423584
[TG(56:3)]_FA20:4,26784.341918945312,29534.24234008789,31128.50212097168,38954.20277404785,36374.70251464844,33065.04243469238,30687.362091064453,29261.54200744629
[TG(56:4)]_FA16:0,24523.20184326172,66061.84422302246,29407.522384643555,42982.5431060791,28997.52185821533,36549.642822265625,52126.82421875,28226.70217895508
[TG(56:4)]_FA16:1,30041.06201171875,35665.52233886719,30210.962173461918,38487.52265930176,26004.522247314453,37735.5627746582,31386.002227783203,27414.761825561523
[TG(56:4)]_FA18:0,236881.79718017575,2705391.914672852,275989.00213623047,704877.6713562012,459266.4302978516,511196.1209716797,1617349.7708129885,274096.0598144531
[TG(56:4)]_FA18:1,45037.20297241211,254376.3789672852,66857.90466308594,95777.18682861328,74914.6251373291,60120.724197387695,155982.5909423828,52482.34341430664
[TG(56:4)]_FA18:2,31786.5625,61012.764892578125,57094.64456176758,72595.80400085449,47359.9835357666,47255.70358276367,58572.1436920166,42909.84296417236
[TG(56:4)]_FA20:0,36436.68255615234,113988.16912841795,97425.72610473631,98991.00563049316,76022.66638183594,57699.624420166016,74579.42498779297,62832.825592041016
[TG(56:4)]_FA20:4,149518.59130859375,172254.19140625,206057.99584960935,201349.474609375,223114.17504882807,170438.07299804688,178067.09301757812,157400.23046875
[TG(56:5)]_FA16:0,33708.90249633789,124181.44909667967,40861.16284179688,62404.60362243652,46442.10330963135,48999.52418518066,77196.36541748047,35995.32286834717
[TG(56:5)]_FA16:1,25075.461868286133,70358.88450622559,29989.20216369629,45271.46354675293,28334.681854248047,39454.46292114258,48895.68328857422,25602.121658325195
[TG(56:5)]_FA18:0,74558.28604125977,510083.1562805176,85778.34631347656,149807.06930541992,111462.76705932616,135822.34950256348,359065.8847351074,85247.32614135742
[TG(56:5)]_FA18:1,212981.5162353516,2551038.7456054688,287463.5223388672,560417.0626831055,428104.7498779297,289935.9411010742,1367833.9744873047,258346.2583618164
[TG(56:5)]_FA18:2,43924.6435546875,255951.61700439453,68949.90403747559,101451.02717590332,73653.28616333008,60379.24398803711,146858.39013671875,56119.704330444336
