Lipid,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype__WT___Brain_Region__cerebellum,Genotype__WT___Brain_Region__cerebellum,Genotype__WT___Brain_Region__cerebellum
LPG(18:1) | PG(18:1)_2,48769.063415527344,58092.46484375,49702.003326416016,51724.9241027832,58534.82409667969,61001.4443359375,66468.6049194336,48332.9831237793
LPG(18:2) | PG(18:2),51599.18362426758,57407.98455810547,43559.54315185547,39340.28271484375,47537.10284423828,54953.82385253906,53948.12335205078,45337.12316894531
LPG(18:2) | PG(18:2)_2,49794.02355957031,55135.523986816406,39425.782623291016,39686.12268066406,47837.403564453125,54531.9838256836,52636.8239440918,45306.24264526367
LPG(18:3) | PG(18:3),106756.7882080078,106870.3271484375,114003.40936279295,91087.06716918944,100456.42672729492,134346.63009643555,127566.70831298828,89604.70388793945
LPG(18:3) | PG(18:3)_2,96034.8856201172,104317.98825073242,107662.4462890625,86723.36682128906,103017.5668334961,135043.18920898438,127935.80996704102,90437.76748657228
LPG(18:4),56096.76373291016,65212.84448242188,62384.36544799805,49654.12322998047,174362.79260253906,65665.86434936523,131495.16912841797,50235.20346069336
LPG(19:0),112813.84869384766,88240.36608886719,108852.66900634766,7578.180591583252,1496.860107421875,102460.34771728516,93020.94689941406,1522.6601104736328
LPG(19:1),47349.46340942383,57767.38430786133,59946.46487426758,1471.220100402832,1693.200107574463,57377.68383789063,64509.50476074219,1518.3001136779783
LPG(20:0),59278.34423828125,67833.32440185547,66394.34454345703,57505.1439819336,59631.86423873901,68628.60424804688,75519.64538574219,52961.363708496094
LPG(20:1) | PG(20:1),185503.85229492188,196921.25439453125,183124.39428710935,133498.3887939453,124218.08980941772,216873.6533203125,202092.67626953125,148779.87036132812
LPG(20:1) | PG(20:1)_2,187745.33276367188,189612.07373046875,189274.81201171875,137888.45092773438,121087.00860977171,206998.31298828125,196205.21411132807,143936.43041992188
LPG(20:2) | PG(20:2),240705.9771118164,183546.7528381348,176597.39389038086,101175.9282836914,158364.3914527893,234534.21588134769,278466.1998901367,144314.99029541016
LPG(20:2) | PG(20:2)_2,239636.17864990237,185327.2699584961,178072.7731628418,105171.92741394044,155551.30838012695,227378.0750732422,269779.5201416016,136886.58926391602
LPG(20:3) | PG(20:3),46925.66317749024,56418.90411376953,47527.043395996094,43009.36299133301,37714.86256027222,54313.144134521484,62131.263916015625,38082.9627532959
LPG(20:3) | PG(20:3)_2,48473.04391479492,56484.003326416016,51407.32415771485,41739.36322021485,38512.242961883545,58205.24331665039,64135.5852355957,36223.38233947754
LPG(20:4) | PG(20:4),41831.763092041016,46034.82400512695,43288.06301879883,34530.76208496094,24966.221740722656,53964.82354736328,53392.164154052734,26480.321975708008
LPG(20:4) | PG(20:4)_2,41418.62301635742,49828.68328857422,44380.00296020508,31546.76222229004,25858.20176315308,50270.26333618164,55960.34390258789,26932.701858520508
LPG(20:5) | PG(20:5),87661.26611328125,93299.6864013672,87087.14611816406,53252.8237953186,18484.74133300781,99649.48864746094,107874.2080078125,38261.44261550903
LPG(20:5) | PG(20:5)_2,79279.96588134766,94927.96716308594,84972.46643066406,51972.80401992798,18534.06114578247,94791.26745605467,94049.00610351562,40965.64276123047
LPG(21:0),59670.00411987305,69381.48477172852,67264.46476745605,61262.1640625,61799.223724365234,69463.56430053711,75957.90451049805,57931.744453430176
LPG(22:0) | PG(22:0),245808.49822998047,175841.2091064453,181643.05004882807,108837.88732910156,113843.86853027344,198025.9346923828,198759.79083251956,115923.28857421876
LPG(22:0) | PG(22:0)_2,299735.8608398437,201345.47314453125,217374.3406982422,108657.02764892578,117852.60919189452,221273.9514770508,240249.6602783203,127512.96716308594
LPG(22:1) | PG(22:1),40773.44268798828,50134.44384765625,42618.34262084961,43165.36296081543,47668.92338562012,50895.263580322266,53426.663665771484,39876.26252746582
LPG(22:1) | PG(22:1)_2,42584.983642578125,46158.40390014648,46588.663665771484,42760.60325622559,50023.72326660156,53153.14416503906,54159.74475097656,38140.86242675781
LPG(22:2),60435.80392456055,62044.94409179688,78172.88453674316,53586.0435333252,61370.52389526367,64709.10447692871,82182.90670776367,56996.82398986816
LPG(22:4) | PG(22:4),74052.26599121094,81905.60632324219,83728.44494628906,71426.80532836914,78666.42565917969,99761.16662597656,89267.46594238281,65274.66424560547
LPG(22:4) | PG(22:4)_2,70033.96551513672,80879.56582641602,75982.48583984375,69049.94454956055,78148.74584960938,98412.14739990234,91113.62628173828,63939.70394897461
LPG(22:6) | PG(22:6),62915.68469238281,77542.28540039062,74554.80529785156,68730.70532226562,81255.20520019531,73243.88592529297,81578.20666503906,64741.48400878906
LPG(22:6) | PG(22:6)_2,60534.44415283203,77599.98516845703,72408.5456237793,67699.96557617188,84375.5062866211,75350.2053527832,81456.24542236328,63104.44470214844
LPI(12:0) | PI(12:0),71548.58477783203,79706.44577026367,67937.68493652344,67739.52377319336,61630.80322265625,28306.221740722656,84709.1859741211,67609.56565856934
LPI(12:0) | PI(12:0)_2,70659.92568969727,73683.28536987305,71695.88525390625,69980.82470703125,63992.32495117188,31095.502098083496,81699.24530029297,72132.44439697266
LPI(12:0) | PI(12:0)_3,71486.62503051758,73936.62545776367,69798.84512329102,69552.76554870605,58001.94413757324,28311.34200286865,79921.40631103516,64896.4642944336
LPI(13:0),116219.48864746094,121563.18920898438,98220.82678222656,71262.90509033203,79406.70520019531,50159.60388946533,112139.06774902344,92840.48663330078
LPI(14:0) | PI(14:0),80269.96612548828,86106.4267578125,80563.72436523438,79248.44470214844,68248.48446655273,34938.84219360352,88278.82525634766,77266.98547363281
LPI(14:0) | PI(14:0)_2,77404.00573730469,83585.72540283203,85662.72647094727,80768.46560668945,67742.80604553223,33801.602741241455,86684.0651550293,76597.76501464844
LPI(14:1),492905.5151367188,462032.9493408203,546428.8160400391,593898.8458251953,453928.28259277344,135995.75078582764,564905.05078125,567016.634765625
LPI(15:0) | PI(O-16:0),564576.1209793091,422371.09925460815,562403.4044876099,523059.9155578613,470045.072845459,3361.920211791992,481182.39500427246,583872.5711975098
LPI(15:0) | PI(O-16:0)_2,564512.1929969788,4734.740337371826,555324.547618866,533344.8758850098,464390.9094848633,1759.1401329040527,459316.7342224121,582637.5874633789
LPI(15:1) | PI(P-16:0),67377.20484924316,71621.02481079102,89534.94537353516,69033.58589172363,72077.68557739258,25188.12172317505,78890.12567138672,59178.963928222656
LPI(15:1) | PI(P-16:0)_2,73891.20491027832,71514.36463928223,90217.4255065918,74750.5260925293,79128.12576293945,20211.501667022705,78543.20639038086,70370.44458007812
LPI(16:0) | PI(16:0),1527.3001022338867,1670.1001167297363,1615.9601020812988,96092.28634643556,88828.78671264648,1567.220100402832,1743.6201248168943,84950.28555297852
LPI(16:0) | PI(16:0)_2,1488.2601013183594,1617.7401237487793,1543.8601112365725,93003.98657226562,85581.92584228516,1486.760097503662,1516.3201065063477,82266.58605957031
LPI(16:1) | PI(16:1),1493.8201026916504,1551.360107421875,1495.920093536377,158491.15286254883,133583.4295349121,1516.940113067627,1566.300106048584,135654.9076538086
LPI(16:1) | PI(16:1)_2,1479.9601020812988,1533.60009765625,1613.8201141357422,152827.6737060547,133576.58923339844,1508.0001220703125,1602.040126800537,134600.150390625
LPI(17:0),392852.9119873047,423640.9487304688,503176.41717529297,398554.1893920898,307145.1143798828,99020.60654449464,503586.0916748047,359323.03857421875
LPI(17:1) | PI(P-18:0),52347.70462036133,65386.50523376465,61339.12471008301,61824.24424743652,53001.283752441406,28375.442066192627,69268.70501708984,52207.20428466797
LPI(17:1) | PI(P-18:0)_2,52208.30383300781,66959.46566772461,59933.60433959961,65727.0844116211,55461.56468200684,23477.70171356201,64069.04534912109,55532.84405517578
LPI(17:1) | PI(P-18:0)_3,49741.40414428711,61349.38439941406,55866.94366455078,61857.84465026856,59144.92370605469,23474.22166824341,60402.563552856445,51971.38439941406
LPI(17:2),73574.08474731445,94209.42654418944,81939.94567871094,91189.22567749023,91960.7066040039,38813.1828918457,94730.76571655272,84766.42706298828
LPI(18:0) | PI(18:0),79190.18518066406,103337.12634277344,135226.6275024414,81393.42435455322,1695.4601135253906,41941.6428527832,101704.12713623048,1585.840114593506
LPI(18:0) | PI(18:0)_2,83925.7661743164,107355.76623535156,131907.92938232422,72758.38538742065,1489.260097503662,46524.58316040039,101403.0675048828,1686.240119934082
LPI(18:1) | PI(18:1),76160.14535522461,111757.82876586914,98335.96685791016,73354.82473754883,2444.100212097168,32688.46255493164,110174.80853271484,1585.4801177978516
LPI(18:1) | PI(18:1)_2,72141.82443237305,111600.7489013672,98978.8471069336,66598.14413452148,3166.040271759033,39279.96249389648,112897.36917114258,1765.4801216125488
LPI(18:2) | PI(18:2),149668.54858398438,128020.87036132812,180037.15363311768,314281.6018218994,234522.87727737427,45629.44384765625,283449.1376953125,2728.6601905822754
LPI(18:2) | PI(18:2)_2,149745.21069335938,132682.68923950195,174039.2713317871,312813.79817199707,169663.3657836914,55440.92433166504,293043.6199951172,2962.0802154541016
LPI(18:3) | PI(18:3),3834955.607788086,2725131.880004883,4437843.0965271,10656942.586486816,8679905.184753418,1108765.7086791992,9017962.689697266,5282289.402523041
LPI(18:3) | PI(18:3)_2,3930294.12121582,2749517.9498291016,4529918.005340576,10675264.685180664,8648756.55594635,1261473.7984313965,9129985.50732422,5173628.779884338
LPI(18:4) | PI(18:4),68908.92468261719,76902.90512084961,72776.52423095703,48817.48341369629,55700.38426208496,29790.102115631104,88778.10650634766,55778.84414672852
LPI(18:4) | PI(18:4)_2,67838.08477783203,72985.0853881836,71582.64477539062,48895.14289855957,53559.124420166016,29886.262008666992,88855.18725585938,52733.62298583984
LPI(19:0),529254.7145385742,484439.8168334961,413745.2269897461,125100.61126708984,438352.7853088379,119203.69091796876,339945.184753418,405689.1903991699
LPI(19:1),171724.43200683594,157603.5704345703,205387.09448242188,8626.620601654053,144426.42932128906,76700.08508300781,206630.5535888672,147601.572265625
LPI(20:0) | PI(20:0),61579.3039855957,79255.18534851074,72635.96560668945,189781.7537536621,80585.72679138184,27494.40182495117,100491.08828735352,64285.88473510742
LPI(20:0) | PI(20:0)_2,61042.98391723633,79000.14590454102,74005.36441040039,187632.29229736328,83022.92585754395,27781.8819732666,99610.3055114746,69121.86444091797
LPI(20:1),165078.49047851562,175328.35302734375,149493.8104248047,119667.44873046876,135956.27124023438,95359.72668457033,177406.5517578125,134682.80883789062
LPI(20:2) | PI(20:2),1003061.4029541016,942263.7373657228,672845.5310821533,248946.3592224121,501401.5224761963,145046.9137878418,1085672.139129639,745132.8973388672
LPI(20:2) | PI(20:2)_2,1007710.8746337892,945370.1643676758,679754.2737121582,249093.87591552731,509448.3409729004,141717.7893218994,1090943.8528442385,736958.7850036621
LPI(20:3) | PI(20:3),71380.48556518555,109065.06716918944,78296.54550170898,48116.5837097168,58360.84338378906,30329.622177124023,100758.36703491212,69472.48553466797
LPI(20:3) | PI(20:3)_2,66447.80508422852,108928.9676513672,79232.84661865234,48873.56314086914,59421.383728027344,27755.56155395508,101938.0866394043,68859.64503479004
LPI(20:4) | PI(20:4),74845.50500488281,124237.82723999023,79367.46630859375,43223.42284393311,68561.72511291504,35430.7225189209,112571.98727416992,69103.62489318848
LPI(20:4) | PI(20:4)_2,72096.44534301758,124659.04876708984,76568.8053894043,43757.00346374512,64750.363998413086,41561.50314331055,115503.32766723631,65911.92514038086
LPI(20:5) | PI(20:5),91448.02639770508,84247.44598388672,100297.40631103516,51292.763092041016,67474.04556274414,40032.82299804688,84395.20684814453,73289.96563720703
LPI(20:5) | PI(20:5)_2,90679.0873413086,84855.4857788086,102349.10690307616,53015.58332824707,65923.54495239258,40050.72219848633,88782.6872253418,74940.68502807617
LPI(21:0),84067.546875,87720.9663696289,95151.248046875,104170.94622802734,87422.86624145508,41802.92306518555,105488.24728393556,86084.62646484375
LPI(22:0) | PI(22:0),206093.8515625,136723.00854492188,157687.591796875,101894.08666992188,109381.94738769533,40855.62286758423,176077.4532470703,120032.9500732422
LPI(22:0) | PI(22:0)_2,204358.2969360352,140389.76947021484,162375.03314208984,99719.22708129884,107903.88751220705,39094.3226852417,180142.77532958984,118459.46856689452
LPI(22:1) | PI(22:1),72899.08612060547,55840.32385253906,59668.404052734375,48246.743255615234,57225.78430175781,32720.622344970703,67087.08477783203,51090.78356933594
LPI(22:1) | PI(22:1)_2,72859.7847290039,53866.50378417969,58015.44400024414,44562.3427734375,51698.723693847656,36835.06268310547,62944.14392089844,46467.583404541016
LPI(22:2) | PI(22:2),52567.44366455078,61767.42385864258,61551.36492919922,51271.18376922608,47449.22351074219,26095.3416595459,66476.26585388184,51343.024353027344
LPI(22:2) | PI(22:2)_2,54188.56330871582,57124.38357543945,58959.60395812988,53914.123191833496,50490.88342285156,24529.061599731445,68327.06495666504,52392.24291992188
LPI(22:4) | PI(22:4),73600.02499389648,103006.76626586914,74778.62466430664,59230.54405212402,66780.70523071289,41848.70246887207,100828.58755493164,71910.06484985352
LPI(22:4) | PI(22:4)_2,73409.66497802734,105546.9481201172,85225.04528808594,59971.30480957031,64615.66500854492,43725.14227294922,99839.08731079102,71721.24472045898
LPI(22:6) | PI(22:6),75545.02505493164,88791.8857421875,87440.16510009766,80266.18502807617,119871.6668701172,36638.922790527344,108881.72875976562,63075.00381469727
LPI(22:6) | PI(22:6)_2,75985.60598754883,90237.08618164062,100554.4679260254,81945.04669189453,110091.80856323242,38774.38293457031,102204.4065246582,63855.86476135254
LPS(12:0) | PS(12:0),15442.441108703611,34404.902114868164,26479.14196395874,73219.42547607422,77032.76495361328,41797.58274459839,42126.04304885864,63595.20446777344
LPS(12:0) | PS(12:0)_2,16327.38123703003,35306.34232711792,26400.38193511963,68938.8851928711,70448.845703125,38366.08293151856,44732.3430519104,67364.484375
LPS(13:0) | PS(12:0),21207.081481933597,58036.60424804688,24735.54165649414,99603.64685058594,103346.74633789062,72418.08570861816,64162.2844619751,103606.328125
LPS(13:0) | PS(12:0)_2,21339.561714172363,64569.084400177,29634.36228942871,108921.32800292967,102911.18737792967,69296.04517745972,64716.02420043945,107081.04663085938
LPS(14:0),20525.641445159912,34221.862464904785,31639.182495117188,95390.38604736328,87068.30596923828,27932.42208099365,41741.96318817139,80923.40573120117
LPS(14:1) | PS(14:1),310236.50410461426,283956.6777610779,499643.1551513672,2019083.532714844,1399402.146484375,231311.47485733032,495857.2742996216,1362649.7783203125
LPS(14:1) | PS(14:1)_2,326401.11850357056,283205.55752182007,504826.7169189453,2027265.5493164065,1366494.2841796875,238473.89477157596,473341.1899642944,1351059.3720703125
LPS(15:0) | PS(O-16:0),17739.221046447754,28534.82201385498,3884.3802375793457,64642.98434448242,80137.74743652344,29071.082023620605,2975.860202789306,78540.6655883789
LPS(15:0) | PS(O-16:0)_2,14203.780868530272,19471.3415184021,3340.4602394104004,68425.32525634766,80004.34539794922,17800.06135559082,2016.400161743164,82471.36572265625
LPS(15:1),22005.74157714844,49850.543685913086,68373.52584075928,128141.25073242188,140951.90887451172,45034.443157196045,51027.52350616455,122841.90899658205
LPS(16:0) | PS(16:0),1527.2801055908203,1735.6601066589355,1470.0201034545898,128081.49114990234,125329.72994995116,1589.7200965881348,1560.8400993347168,110110.28857421876
LPS(16:0) | PS(16:0)_2,1490.920093536377,1494.4601135253906,1542.6601028442385,128352.13189697266,125700.72607421876,1466.2200965881348,1510.9601020812988,109398.66900634766
LPS(16:1) | PS(16:1),1463.0200996398926,1461.56010055542,1574.1801071166992,58237.60403442383,62345.724517822266,1465.7001037597656,1460.7800979614258,61040.48419189453
LPS(16:1) | PS(16:1)_2,1463.2201042175293,1492.1600952148438,1474.760108947754,59639.08438110352,66766.80487060547,1466.680088043213,1529.240104675293,56821.023864746094
LPS(17:0) | PS(O-18:0),196158.55406570435,264401.6774787903,718753.8912353516,2134706.1748046875,1419614.7587890625,216663.9764595032,618023.602306366,1341913.3032226562
LPS(17:0) | PS(O-18:0)_2,470603.8163948059,265930.3554763794,753800.2857666016,2206227.642089844,1477076.1206054688,206127.9143447876,561933.6593780518,1418677.9946289062
LPS(17:0) | PS(O-18:0)_3,446125.8094329834,246916.8966331482,652264.4158935547,2317702.9331054688,1549653.1533203125,187415.21215438843,588388.2116241455,1503362.1142578125
LPS(17:1) | PS(P-18:0),8278.260597229004,20156.321586608887,20749.08142471313,78891.42602539062,82797.80599975586,18330.701347351074,22935.201774597168,55906.623596191406
LPS(17:1) | PS(P-18:0)_2,14554.2209815979,21175.861499786377,19557.861598968502,79398.90576171875,83881.50701904297,18481.10138320923,26667.20167541504,58591.32354736328
LPS(17:2),15911.041229248049,27406.18185043335,20650.16146850586,50638.72396850586,62408.68505859375,21082.081523895264,32911.66214752197,54298.944244384766
LPS(18:0) | PS(18:0),21799.001377105717,36419.962799072266,28956.182048797607,58232.74280929565,94535.44651412964,35472.38247680664,46176.70299530029,21602.36111831665
LPS(18:0) | PS(18:0)_2,14719.001064300535,40121.50302886963,31424.701442718502,26188.54146575928,81346.66519927979,35771.602195739746,47233.46329116821,10900.94051361084
LPS(18:1) | PS(18:1),17376.641262054443,35967.84259033203,18823.72151184082,53166.703411102295,59132.34423828125,31112.262294769287,35970.48225021362,47162.50341415405
LPS(18:1) | PS(18:1)_2,10244.600658416748,32078.12224960327,20738.22127532959,45441.663356781006,57194.30383300781,31162.32218170166,37647.542362213135,37531.6224899292
LPS(18:2) | PS(18:2),15718.441352844238,22068.96136856079,16611.26108932495,41545.002700805664,43420.50286865234,21608.801483154297,28054.16201019287,46367.38302612305
LPS(18:2) | PS(18:2)_2,9508.90069580078,26627.54210281372,15198.48119354248,39460.88265991211,45614.623764038086,20571.921417236328,29414.06206512451,44926.90283203125
LPS(18:3) | PS(18:3),36644.56262207031,34596.40252685547,39233.0832862854,95792.62649536131,108431.14727783205,25429.941772460938,47328.28337478638,93332.60614013672
LPS(18:3) | PS(18:3)_2,42226.94295120239,48177.08249282837,46667.084270477295,99065.78778076172,108570.10668945312,24889.04176712036,46512.94332122803,96180.4271850586
LPS(18:4),10444.040744781494,26110.441822052,21789.04150390625,45809.62341308594,60119.624267578125,19890.74133300781,26007.841762542725,46234.52383422852
LPS(18:4)_2,14007.840728759766,23836.841815948486,23810.362174987797,43623.10290527344,60939.50473022461,21914.72146987915,30551.28214263916,52488.16409301758
LPS(19:0),14094.88098526001,37334.42266082764,22571.321590423584,43919.862648010254,43170.38347625733,33772.402252197266,43529.64334106445,43842.423248291016
LPS(19:1),15745.380931854248,28588.661991119385,16528.241382598877,21949.22170639038,14231.501075744629,23428.841648101807,31496.882194519043,28501.40182495117
LPS(20:0) | PS(20:0),18148.861431121823,44264.6428527832,20746.841636657715,60933.744689941406,71053.00567626953,40904.762786865234,47438.04373168945,61975.204833984375
LPS(20:0) | PS(20:0)_2,17281.44123840332,40406.56268310547,15365.801063537598,61411.54425048828,72123.48400878906,40550.02256774902,52115.623596191406,62898.92449951172
LPS(20:1) | PS(20:1),48522.92406845093,97520.38696289062,62342.42475509644,137061.4493408203,145735.9698486328,103260.88696289062,120051.70849609376,146038.3905029297
LPS(20:1) | PS(20:1)_2,46369.48344421387,103859.56762695312,53660.86389160156,130523.71118164062,141851.28955078125,101174.34753417967,121282.96948242188,143733.54943847656
LPS(20:2) | PS(20:2),35956.58232498169,62626.42433929443,49289.90411758423,102011.44709777832,190468.65353393555,32369.82244873047,81246.44653320312,172152.21444702148
LPS(20:2) | PS(20:2)_2,36238.223011016846,56705.384017944336,62294.88401412964,108560.86581420898,188595.15321350095,31775.56214904785,66992.96417236328,164607.43182373047
LPS(20:3) | PS(20:3),17133.521060943604,28818.08209228516,15811.36103439331,49217.82362365723,47578.22351074219,19179.481231689453,31267.041870117188,50255.76327514648
LPS(20:3) | PS(20:3)_2,15695.661170959473,31765.682327270508,12438.020851135254,48319.34346008301,50257.06365966797,22563.241584777832,30119.72235107422,45658.30340576172
LPS(20:4) | PS(20:4),15432.760913848875,26313.02174377441,11885.84073638916,35489.222396850586,40933.38299560547,21773.26141357422,27803.401885986328,39023.942932128906
LPS(20:4) | PS(20:4)_2,16542.641094207764,30179.64216613769,16713.220832824707,36217.50268554688,40887.402770996094,23458.541534423828,34046.662200927734,36660.422790527344
LPS(20:5) | PS(20:5),29569.921871185303,51257.02308654785,43639.64377212525,72087.56481933594,71849.56512451172,55933.003662109375,63889.18490982056,67421.98461914062
LPS(20:5) | PS(20:5)_2,24169.90156555176,63200.284255981445,43537.1630821228,66807.58410644531,66848.66497802734,52411.92376708984,59715.62384796143,71535.3046875
LPS(21:0),15582.38094329834,33283.32272338867,14904.701164245604,65137.42344665527,70739.10446166992,22951.98162078857,40046.003326416016,65748.90493774414
LPS(22:0 | PS(22:0),64381.52437591553,61049.34436035156,63037.68505096436,87838.76629638672,87984.26611328125,56386.7442779541,72341.30493164062,79767.2255859375
LPS(22:0 | PS(22:0)_2,89391.30450439453,62177.744064331055,68333.04535675049,94667.2865600586,87196.6460571289,50425.32373046875,76911.42517089844,77705.04559326172
LPS(22:1) | PS(22:1),14526.141040802002,24214.941848754883,13813.281047821043,42059.54327392578,43152.48336791992,22002.741424560547,25710.441955566406,38415.602767944336
LPS(22:1) | PS(22:1)_2,13372.660800933838,21134.881607055664,12699.06076812744,39364.14254760742,43786.26261901856,21582.04141235352,25743.12173461914,39669.64308166504
LPS(22:2) | PS(22:2),23789.44136428833,28112.181716918945,21484.681156158447,54884.78413391113,59309.903381347656,23908.84169006348,28885.982025146484,57570.3250579834
LPS(22:2) | PS(22:2)_2,24139.70188522339,30303.862174987797,22492.121616363525,48475.80354309082,59051.764221191406,17557.041305541992,31993.82243347168,56043.703552246094
LPS(22:4) | PS(22:4),22896.48169708252,34449.202239990234,24961.681854248047,61765.72454833984,60545.94415283203,29972.781982421875,36506.60238647461,56100.52355957031
LPS(22:4) | PS(22:4)_2,22884.84171295166,33150.90232849121,25564.20179367065,60122.82385253906,63084.02377319336,30410.0022354126,41713.60299682617,61532.20440673828
LPS(22:6) | PS(22:6),18537.561279296875,41547.442932128906,27948.20212554932,75914.30545043945,91221.36721801758,36597.70245361328,51700.2041015625,65853.92449951172
LPS(22:6) | PS(22:6)_2,24433.18203735352,43726.84281921387,18715.42135620117,72770.96514892578,87582.9457397461,33072.74256896973,44419.60333251953,64280.46472167969
"Linoelaidyl carnitine | O-linoleoylcarnitine | 9,12-Hexadecadienylcarnitine",5187867.46875,8540479.934570312,8147970.249023437,7258763.232421875,6417243.6640625,6427668.4609375,6523871.8017578125,6429227.993164063
Lyso_C17sphingosine-1-phosphocholine,52986.60391235352,57440.58419799805,62417.06414794922,73641.38424682617,68976.42373657227,69984.40475463867,66522.70385742188,66307.1255493164
Lyso_Sphinganine-1-phosphocholine,153746.052734375,150175.46923828125,176523.90893554688,205671.07287597656,215744.57739257807,194181.5760498047,197308.5112915039,195126.857421875
Lyso_Sphingosine-1-phosphocholine,81775.86724853516,85903.36688232422,91782.22644042967,127676.89025878906,132027.6318359375,93191.40753173828,103894.36724853516,103619.70684814452
O-(11-carboxyundecanoyl)carnitine,1474095.4887695312,1767469.7470703125,1581158.4799804688,1897017.413330078,1605101.083984375,1636443.1501464844,1628954.5754394531,1609929.6301269531
O-(13-carboxytridecanoyl)carnitine,2110475.984375,2267488.357666016,2318483.2495117188,2595080.1494140625,2656519.479736328,2525970.9899902344,2484566.024658203,2774485.9384765625
O-(17-carboxyheptadecanoyl)carnitine,1547938.091796875,1767424.203125,1733107.8115234375,1904498.5239257808,1968279.7216796875,1780632.291015625,1825409.1884765625,1904286.744140625
O-arachidonoylcarnitine,1606444.248046875,1581450.2255859375,1706995.9501953125,1925770.7993164065,1992535.3129882808,1813997.779296875,1854003.634765625,2451500.782714844
O-behenoylcarnitine,918663.254333496,1015143.6715965272,1046629.1194114684,1159352.5242614746,1183595.9450912476,1108163.3492889404,1117372.6411895752,1778627.9196472168
O-oleoylcarnitine | Elaidic carnitine,2176943.9604492188,2820594.7856445312,2794081.3002929688,2715296.607421875,2836430.014648437,2524766.19921875,2579686.61328125,2918418.5444335938
O-palmitoleoylcarnitine | trans-Hexadec-2-enoyl carnitine,1385193.285888672,1409915.178955078,1459747.1696777344,1718928.3461914062,1681448.0129394531,1594045.3452148438,1572857.943359375,1900881.853515625
PC(30:0),72801.08450317383,391338.7117919922,108587.5694580078,124928.19088745116,120522.75088500977,116663.56880187988,219265.19830322263,92519.5457763672
PC(30:1),74715.64407348633,416144.6285400391,108181.40823364258,123018.46990966795,114475.02696228027,114787.52682495116,217753.1545715332,84294.10525512695
PC(30:2),73565.58590698242,429697.21673583984,104348.8675994873,115490.2880859375,112548.90631103516,115927.44927978516,228871.4760437012,89100.36520385742
PC(32:0),426905.2700500488,7163767.58996582,695434.5860595703,846672.7756347656,836932.9093933105,680101.5065307617,3429927.025512696,387112.7424011231
PC(32:1),418487.78283691406,7818270.932556152,637687.8773498535,824249.7723693848,825254.3915405273,663512.8841247559,3057185.627105713,399630.3648376465
PC(32:2),450606.71350097656,7888158.215942383,651045.5532684326,875913.4967651367,741068.885345459,672424.2381896973,3223585.253051758,396469.03533935547
PC(32:3),419251.1065673828,7343195.507446289,621406.620513916,829960.1398010254,829691.2442321777,614475.9673461914,3392896.830383301,360493.7225036621
PC(32:4),248226.3409423828,3437179.1732788086,368471.08416748047,628592.6538391113,569757.8708496094,336706.1000671387,1794084.3795166016,291534.23989868164
PC(32:5),159636.4114074707,1894942.348693848,247461.0770111084,374823.2222900391,330099.0574951172,223210.3800354004,974021.8276672364,194160.63345336917
PC(34:0),603786.881652832,12552702.819000244,941699.38772583,1125983.251739502,1178566.6207122805,1014638.4526062012,4444064.818878174,622026.8252868652
PC(34:1),628704.3765563965,12612282.07385254,1068184.6707305908,1098086.6652526855,1245018.453704834,983094.4783630372,4764350.840148926,603501.1135559082
PC(34:2),712174.5064697266,12546810.162353516,1070276.280532837,1154056.8831176758,1295362.3955078125,1020757.8615112304,4760836.946105957,617045.473449707
PC(34:3),907888.7071533204,19383231.46862793,1467655.251373291,1773161.9710388184,1701044.7861328125,1388814.911682129,7016003.7537231445,886306.9071960449
PC(34:4),907231.9483032228,17858137.23461914,1460516.994598389,1774699.7514038086,1810527.606201172,1487002.601928711,7160792.481872559,857089.4302978516
PC(34:5),637867.320526123,11978499.087768557,998883.9015045166,1490512.654296875,1386077.9812316897,847765.8843383789,4998585.224243164,688614.253112793
PC(34:6),466239.2950744629,8511072.836547852,676761.5384521484,895605.5742645264,828511.2948608398,735070.428527832,3424368.128479004,409838.70669555664
PC(36:0) | PC(P-38:6),259913.45834350583,4415483.768127441,404203.798538208,501732.61752319336,490324.3750457764,435053.77502441406,1925494.163330078,260955.25415039065
PC(36:0) | PC(P-38:6)_2,266564.74310302734,4385001.407592773,398814.83627319336,456085.11933898926,504190.735168457,416322.4945983887,1791330.5129699707,280876.4214630127
PC(36:1),267520.6982116699,4257458.500793457,410542.6410827637,476557.8649291992,519122.6141357422,446005.8759765625,1859780.460388184,268880.7839050293
PC(36:2),338383.81607055664,6547054.532836914,510861.3107757568,512960.8851623535,620163.6167297363,597167.1774291992,2435243.9852600098,313175.8644104004
PC(36:3),719691.6755981445,13835294.039245604,1103990.530502319,1080139.570892334,1169060.3991394043,1217512.9953918457,5501434.023681641,590098.4023742676
PC(36:4),978536.9825439452,18627279.01867676,1459716.989868164,1832690.521575928,1901743.4043579104,1571687.805633545,7546484.6759643555,975125.3948364258
PC(36:5),851489.8762207031,17421224.068145752,1351792.802986145,1540312.9434509275,1714870.1974487305,1371656.7071533203,6620324.056365967,803399.8494567871
