Lipid,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo
TAG(54:1)_FA 18:1,241955.45703125,283473.17919921875,347088.02734375,357753.0241699219,273539.818359375,329084.0234375,298296.9194335937,303853.33935546875,366762.166015625,352011.083984375
TAG(54:1)_FA 18:2,38146.80267333984,40877.742767333984,46868.802978515625,54127.78308105469,56412.7841796875,57647.44366455078,45381.762939453125,43390.08270263672,47422.64373779297,47832.94372558594
TAG(54:1)_FA 20:0,62300.60485839844,99823.20721435548,107180.00622558594,160311.41009521484,95047.98556518556,167864.70916748047,114780.6470336914,104597.30834960938,141985.69146728516,94689.38702392578
TAG(54:1)_FA 20:4,18482.70121383667,19013.881393432617,18160.30126953125,20758.08168411255,17713.121227264404,35388.38258743286,20967.361541748047,22153.50154113769,17403.58095550537,15321.301124572754
TAG(54:2)_FA 16:0,33177.02243041992,73954.64561462402,48342.40309143066,62093.22398376465,40674.68281555176,61380.265045166016,41495.52339935303,38842.78291320801,47259.2229309082,42418.70301818848
TAG(54:2)_FA 16:1,29596.62205505371,49325.66342163086,48629.56289672852,66026.3048248291,43045.56327819824,46074.00286865234,38126.90225219727,34171.442962646484,52157.0436706543,39359.92265319824
TAG(54:2)_FA 18:0,210004.9952392578,459804.7221679688,470556.4375,674040.2330322266,340124.36755371094,502143.0733642578,342082.6280517578,320027.94091796875,524570.1981201172,326477.40393066406
TAG(54:2)_FA 18:1,112767.58923339844,253571.07861328125,247936.77642822263,357948.6044921875,178295.67236328125,334893.90283203125,226210.85467529297,193085.83624267575,311782.2824707031,219686.1563720703
TAG(54:2)_FA 18:2,255024.61865234372,292699.28076171875,357968.48681640625,351455.28369140625,364701.20703125,335567.72509765625,287214.0405273437,304934.5615234375,338242.025390625,338522.50048828125
TAG(54:2)_FA 20:0,31408.582611083984,47437.52374267578,55292.84405517578,60041.72340393066,44849.723693847656,56485.34338378906,39770.90267944336,46068.86297607422,43339.66342163086,34206.242027282715
TAG(54:2)_FA 20:4,20931.0016784668,30986.702102661133,21369.96165466309,30054.242027282715,27671.74216079712,26845.282012939453,26133.56172180176,25431.18186950684,28865.06223297119,21244.661529541016
TAG(54:3)_FA 16:0,54627.52362060547,404242.4279937744,70094.74424743652,126380.68746948242,89049.00573730469,101800.08758544922,79847.20506286621,120291.16843414308,186989.65314483643,143982.11079406738
TAG(54:3)_FA 16:1,34228.84228515625,76428.72459411621,48852.12344360352,67280.70524597168,41734.32327270508,58209.72457885742,45183.84342956543,39162.68326568604,45550.34336090088,45527.94332885742
TAG(54:3)_FA 18:0,112298.84716796876,358434.1884765625,336171.2258300781,403917.1469116211,196455.9310913086,142159.48895263672,124142.48889160156,174943.01275634766,226354.39770507807,140637.0892944336
TAG(54:3)_FA 18:1,225743.53869628903,481447.7778320313,525973.859375,764655.1887207031,378746.38671875,539193.123046875,398221.4025878906,356805.22692871094,590274.8620605469,370625.580078125
TAG(54:3)_FA 18:2,106452.587890625,237554.01916503903,254274.5,321766.8601074219,195786.7371826172,330797.7265625,209410.09497070312,186993.85095214844,253999.2169189453,200656.93627929688
TAG(54:3)_FA 20:0,18143.56174468994,23273.42176818848,25759.481769561768,25941.74200439453,29031.28221511841,38863.36276245117,21670.261878967285,22261.18147277832,20193.28131103516,17921.441375732422
TAG(54:3)_FA 20:4,72205.50549316406,73220.92529296875,83912.04650878906,76818.34582519531,76957.60522460938,92758.8663330078,76703.14526367188,76978.826171875,77704.22540283203,72962.5048828125
TAG(54:4)_FA 16:0,335346.3248291016,4010678.230651856,390915.4860839844,1011546.701171875,692422.7406005859,697085.7416381836,622604.1403198242,1126607.6694335938,1739709.1236190796,1388914.760635376
TAG(54:4)_FA 16:1,53138.58377075195,407542.51150512695,67382.2647857666,124133.50675201416,77156.24423217773,103087.38746643066,87895.36636352539,121257.72845458984,179125.6703338623,138870.18963623047
TAG(54:4)_FA 18:0,102374.94732666016,537637.0939941406,252887.17706298828,356198.9856262207,173725.1727294922,164797.97247314453,135905.24827575684,232389.89947509769,333165.6428527832,225980.035736084
TAG(54:4)_FA 18:1,126769.06909179688,378698.82287597656,367932.8642578125,474926.6879272461,234938.1005859375,151365.13177490234,137902.3900756836,181518.7935180664,274707.56146240234,168291.67291259766
TAG(54:4)_FA 18:2,223972.03369140625,450741.7290039063,526170.7321777344,673923.7076416016,408952.1458740234,528546.5354003906,363674.7624511719,367272.3674316406,483229.2902832031,348359.81091308594
TAG(54:4)_FA 20:0,15536.681045532228,21183.30132293701,18205.80096817017,23067.821784973145,23889.02174758911,39591.06329345703,26062.182106018063,20655.581504821777,35829.18310546875,25732.341796875
TAG(54:4)_FA 20:4,191478.61279296875,231398.6357421875,265750.42041015625,310028.6188964844,260150.71899414065,286349.8806152344,237999.39599609372,240867.67700195312,295954.18017578125,279112.12060546875
TAG(54:5)_FA 16:0,99436.3058166504,777511.4712677002,100488.44715881348,197321.91619873047,146969.1321105957,177548.65280151367,143375.68939208984,215489.03466033936,355459.06413269043,259659.8567047119
TAG(54:5)_FA 16:1,346989.82275390625,4093728.986328125,387367.1691894531,934241.530456543,642110.3692626953,703710.9702148438,607009.7640380859,1112212.2109222412,1679162.5775756836,1309375.7333374023
TAG(54:5)_FA 18:0,29186.681915283203,46408.48342895508,40432.0225982666,62268.625091552734,31134.30187988281,58223.28410339356,34793.76226043701,40871.70283508301,38742.02313232422,32161.922355651852
TAG(54:5)_FA 18:1,107037.16821289062,563041.635925293,262088.5577392578,398693.1521606445,191962.25341796875,170459.23095703125,147876.70935058594,232956.3745727539,356525.4869995117,240532.93701171875
TAG(54:5)_FA 18:2,121952.18731689452,340834.74060058594,358481.86657714844,436885.49060058594,239804.1961669922,155605.0128173828,136537.74786376953,187689.43450927731,231401.0723876953,151117.91259765625
TAG(54:5)_FA 20:0,25673.0817565918,29495.021942138672,28460.2218170166,32752.162574768063,21103.7015953064,45919.12310028076,30057.102256774902,27462.62189102173,19119.001216888428,21118.42147064209
TAG(54:5)_FA 20:4,166313.2130126953,316185.943359375,350307.6477050781,516537.525390625,291113.5046386719,468562.5863037109,313610.7205810547,278097.1580810547,394880.5711669922,272745.73876953125
TAG(54:6)_FA 16:0,53933.303619384766,296144.90057373047,59221.96499633789,93962.50634765624,77277.12533569336,72266.666015625,52722.92401123047,57772.92416381836,70601.10455322266,60709.82421875
TAG(54:6)_FA 16:1,93093.14602661131,754508.2671508789,106781.16818237305,186840.0742492676,129435.43005371094,178429.11065673828,139101.7283935547,199062.13513183597,333877.7280883789,247898.7982788086
TAG(54:6)_FA 18:0,31629.042083740234,38157.42288208008,37336.04278564453,54100.0036315918,35937.38249206543,45549.48318481445,42682.52322387695,37230.56243896485,40021.34326171875,36878.68273925781
TAG(54:6)_FA 18:1,29881.642364501957,49271.56369018555,44384.14302062988,71218.94496154785,32504.362258911133,58297.82418823242,33432.50233459473,38194.20291137695,43920.86276245117,34682.242279052734
TAG(54:6)_FA 18:2,94492.9462890625,531193.8634033203,257601.27600097656,337374.12481689453,201142.8962402344,179413.7114868164,140999.86791992188,208894.27600097656,280226.0388183594,175317.99224853516
TAG(54:6)_FA 20:0,15827.201110839844,17721.18141937256,17540.101272583008,20273.76132965088,17761.681480407715,28408.76178741455,19060.68132019043,17533.78133392334,17407.56109237671,14701.801094055176
TAG(54:6)_FA 20:4,93110.12786865234,187204.33276367188,231786.63647460935,266709.53985595703,164503.47045898438,124739.69012451172,100544.82745361328,134933.7713623047,150557.0307006836,105735.6078491211
TAG(54:7)_FA 16:0,44664.723541259766,48500.10333251953,63887.80465698242,207703.93655395508,89890.76695251465,54952.02380371094,87529.24687194824,59744.78439331055,113983.64865112305,50588.92361450195
TAG(54:7)_FA 16:1,52795.98361206055,305645.7446594238,65426.60546875,92484.966796875,79189.94509887695,70423.70489501953,54184.1438293457,56822.86373901367,68998.36505126953,61507.10452270508
TAG(54:7)_FA 18:0,28722.44204711914,32730.58251953125,48088.843017578125,54809.08416748047,39649.78285217285,42952.18276977539,34817.58215332031,38671.08312988281,46384.14318847656,40851.62265014648
TAG(54:7)_FA 18:1,31592.462463378903,33079.302337646484,39157.20278930664,53456.52362060547,38102.36282348633,47832.303955078125,35790.942932128906,35907.58239746094,38876.00244140625,34481.42263793945
TAG(54:7)_FA 18:2,28893.822143554688,45649.5634765625,43500.50381469727,60120.16491699219,41991.72270202637,57870.76458740234,38722.70236206055,43498.90274047852,39785.96266174317,32533.362411499023
TAG(54:7)_FA 20:0,22768.621337890625,27145.761917114258,34665.66244506836,39712.24243164063,41124.88305664063,36710.72277832031,31992.522872924805,30042.10235595703,33717.783016204834,29741.02220153809
TAG(54:7)_FA 20:4,29571.06231689453,42165.04293823242,53831.76327514648,57031.52471923828,44413.66329956055,42395.34324645996,28865.10201263428,29432.7420501709,35045.52271270752,24502.781524658203
TAG(54:8)_FA 16:0,37812.342849731445,46929.36361694336,56787.4035949707,58941.764556884766,41902.94320678711,49673.083251953125,44004.30294799805,40877.74298095703,56571.023529052734,43755.80337524414
TAG(54:8)_FA 16:1,45481.78393554688,51704.32406616211,72859.34547424316,208941.73541259769,103024.24744415285,67987.12545776367,83492.58529663086,72243.26547241211,146161.76885986328,61547.503173828125
TAG(54:8)_FA 18:0,41737.90307617188,52158.24331665039,84189.3056640625,101340.0270690918,60922.92427062988,71293.20532226562,52013.48377990723,64509.06393432617,78690.42529296875,59609.9841003418
TAG(54:8)_FA 18:1,38945.842834472656,47144.743255615234,78770.3459777832,88779.0451965332,61091.66482543945,62918.72381591797,45676.36306762695,55139.9040222168,77637.68463134766,59936.9446105957
TAG(54:8)_FA 18:2,36963.76248168945,41269.12283325195,48020.38342285156,62858.26501464844,49774.423583984375,51834.223876953125,44653.743713378906,45184.16326904297,48077.78359985352,41361.76281738281
TAG(54:8)_FA 20:0,29368.162185668945,30008.38200378418,44236.84339904785,46494.34310913086,37361.92205810547,46631.26313781738,35759.68243408203,35791.46223449707,34564.542152404785,30169.54211425781
TAG(54:8)_FA 20:4,18145.62134552002,18871.221366882324,23611.70188522339,24270.241802215576,27846.842140197758,33248.00241851807,24121.40173339844,21322.54135131836,28374.6019821167,23198.44174194336
TAG(56:0)_FA 16:0,85976.42660522461,75441.52462768555,113484.66778564452,128957.78855895996,98889.02508544922,102471.96890258788,144477.04928588867,90916.06701660156,107441.0874633789,80112.64544677734
TAG(56:0)_FA 16:1,25519.54183959961,28234.701858520508,35275.142181396484,33327.92240905762,25425.061920166016,48246.54357910156,36705.04275512695,26849.48210144043,32005.68254852295,23116.44163513184
TAG(56:0)_FA 18:0,32951.882263183594,38176.68243408203,53888.0033569336,62407.66427612305,41238.502990722656,62699.423828125,39421.20216369629,39727.443115234375,60134.3639831543,42949.64306640625
TAG(56:0)_FA 18:1,35791.0825881958,37764.6026763916,47111.4832611084,66597.00464630127,56078.04432678223,56943.50425720215,64298.624084472656,41640.68327331543,45837.8823928833,42169.60285949707
TAG(56:0)_FA 18:2,35782.662353515625,41608.76281738281,41967.8030090332,41197.882888793945,37848.72290039063,56545.92401123047,47139.20349121094,38831.142822265625,35452.90267944336,31500.002227783203
TAG(56:0)_FA 20:0,113959.46752929688,130814.20971679688,143283.22985839844,153925.27099609375,163745.4716796875,151669.0311279297,128221.46875,130550.2890625,145220.15075683594,157475.3106689453
TAG(56:0)_FA 20:4,19450.40133666992,23548.201698303223,23547.221633911133,24760.641731262207,26266.821868896484,43797.30296325684,25993.58169555664,24014.82157897949,19829.941398620605,19930.761192321777
TAG(56:1)_FA 16:0,27263.08168029785,27778.18182373047,38074.00253295898,45890.14352416992,31426.48223876953,38688.44281768799,27555.8819732666,31271.202507019043,34527.562019348145,29636.16254425049
TAG(56:1)_FA 16:1,81062.30645751953,73865.2243347168,119241.96810913086,121769.94647216795,92598.48641967772,96515.02728271484,121607.30937194824,87478.94561767578,104813.1667175293,85579.24549865723
TAG(56:1)_FA 18:0,23440.66180419922,36441.802307128906,38756.28289794922,51946.743255615234,34143.90216064453,48200.26322937012,32714.922004699707,32143.162185668945,41539.7025756836,33365.3024597168
TAG(56:1)_FA 18:1,34091.12226867676,38149.22271728516,59136.7043762207,59829.46490478516,52945.88340759277,65290.58416748047,40358.80233764648,42811.42303466797,54498.78359985352,40897.62321472168
TAG(56:1)_FA 18:2,35070.12242126465,42021.88327026367,48528.12382507324,68273.90397644043,56623.80365753174,57728.80381011963,68031.20545959473,44721.28327941895,49486.203243255615,40406.12294769287
TAG(56:1)_FA 20:0,50678.983642578125,83216.3062133789,90751.86694335938,99578.02783203124,65641.70489501953,134345.93017578125,87348.14682006836,72382.9252319336,89135.88580322266,58045.42456054688
TAG(56:1)_FA 20:4,23468.661743164062,27228.22203063965,28280.042068481445,32626.082160949707,23450.86158752441,40419.68307495117,29803.74166870117,27637.06198120117,23657.80177307129,23724.081871032715
TAG(56:2)_FA 16:0,26330.861602783203,28913.30166625977,33490.60238647461,37188.84310913086,35027.782081604004,45195.00393676758,35591.16261291504,28533.961669921875,27081.182243347168,29530.021697998047
TAG(56:2)_FA 16:1,24431.02178955078,27557.941680908203,45265.3232421875,49406.72383117676,32053.22232055664,40854.862701416016,32409.26202392578,30166.58218383789,36570.54280090332,28506.52239227295
TAG(56:2)_FA 18:0,27002.362091064453,45832.32328796387,38712.72270202637,61921.20428466797,32951.10224151611,63486.44418334961,43493.32345581055,34653.502685546875,44264.12294769287,37505.38345336914
TAG(56:2)_FA 18:1,25895.961639404297,37018.0426940918,43814.403327941895,50798.34403991699,47250.42343139648,47968.28414916992,37629.922790527344,36234.98272705078,42444.74299621582,31226.962142944336
TAG(56:2)_FA 18:2,36326.62268066406,41420.58279418945,61951.82427978516,60849.80358886719,56958.3037109375,68450.08505249023,43104.1227722168,45282.24298095703,48647.56318664551,42139.94303894043
TAG(56:2)_FA 20:0,131703.1915283203,151746.06817626953,203494.7347412109,160054.47100830078,120720.18872070312,196004.2930297852,138887.73168945312,167154.5537109375,140943.81192016602,95789.64739990234
TAG(56:2)_FA 20:4,17861.241256713867,19640.84127807617,18033.02130889893,20255.30173110962,19082.601329803467,31986.18204498291,20230.541717529297,19179.02133178711,16289.28119277954,17459.681182861328
TAG(56:3)_FA 16:0,31293.122344970703,38272.08276367188,34006.96235656738,38070.86280822754,25126.98197937012,55886.6637878418,32032.722106933597,29196.28224182129,29773.70196533203,27750.621673583984
TAG(56:3)_FA 16:1,27792.32208251953,31770.54280090332,33127.18251037598,40293.223083496094,34400.46257019043,42064.38269042969,36646.76268005371,27319.441871643063,34244.54239654541,30214.50171661377
TAG(56:3)_FA 18:0,44893.72296142578,274369.62100219727,65220.04493713379,107329.84771728516,73172.30535888672,99143.0867767334,69682.00455474854,92841.86643981934,142418.7703704834,113891.2888031006
TAG(56:3)_FA 18:1,33098.82238769531,65185.06575012207,57755.82411193848,71210.564453125,47420.362869262695,80311.6067199707,55927.36361694336,43628.74295043945,49954.78294372559,45263.82251739502
TAG(56:3)_FA 18:2,30083.20231628418,44513.44342041016,54472.74380493164,63737.52391052246,55718.72459411621,55776.52445983887,41175.483139038086,40758.702880859375,49263.08363342285,41829.90257263184
TAG(56:3)_FA 20:0,46588.20327758789,88819.48513793945,102512.12716674805,94618.66590881348,70930.94500732422,63645.10467529297,56558.2236328125,59098.78381347656,59504.74296569824,45259.922912597656
TAG(56:3)_FA 20:4,26784.341918945312,29534.24234008789,31128.50212097168,38954.20277404785,36374.70251464844,42396.58297729492,34265.76254272461,30032.70211791992,34782.68257141113,31463.422302246094
TAG(56:4)_FA 16:0,24523.20184326172,66061.84422302246,29407.522384643555,42982.5431060791,28997.52185821533,58159.964279174805,34719.18257141113,30338.822006225582,39241.32262420654,32373.48223876953
TAG(56:4)_FA 16:1,30041.06201171875,35665.52233886719,30210.962173461918,38487.52265930176,26004.522247314453,53107.54370117188,33603.78221130371,30029.841995239258,27644.28205871582,28153.06219482422
TAG(56:4)_FA 18:0,236881.79718017575,2705391.914672852,275989.00213623047,704877.6713562012,459266.4302978516,528228.3597412109,418144.907409668,728260.7382736206,1242158.3147125244,948129.274116516
TAG(56:4)_FA 18:1,45037.20297241211,254376.3789672852,66857.90466308594,95777.18682861328,74914.6251373291,101242.36807250977,72957.00549316406,81054.58605957031,105302.02702331544,88032.56678771973
TAG(56:4)_FA 18:2,31786.5625,61012.764892578125,57094.64456176758,72595.80400085449,47359.9835357666,83407.84541320801,58350.26409912109,44078.48350524902,49213.203144073486,48514.802978515625
TAG(56:4)_FA 20:0,36436.68255615234,113988.16912841795,97425.72610473631,98991.00563049316,76022.66638183594,74122.44529724121,56397.245361328125,65194.14410400391,82988.2251586914,67798.16455078125
TAG(56:4)_FA 20:4,149518.59130859375,172254.19140625,206057.99584960935,201349.474609375,223114.17504882807,210696.89453125,180392.05151367188,184171.27294921875,197299.8935546875,192513.9150390625
TAG(56:5)_FA 16:0,33708.90249633789,124181.44909667967,40861.16284179688,62404.60362243652,46442.10330963135,68235.52554321289,46077.64359283447,38498.86245727539,47043.08313751221,43458.46286010742
TAG(56:5)_FA 16:1,25075.461868286133,70358.88450622559,29989.20216369629,45271.46354675293,28334.681854248047,59696.44413757324,35000.46257019043,32272.382217407227,36917.442390441895,31110.202575683597
TAG(56:5)_FA 18:0,74558.28604125977,510083.1562805176,85778.34631347656,149807.06930541992,111462.76705932616,154493.78982543945,109390.24819946288,144925.57055664062,257327.620513916,197902.5546875
TAG(56:5)_FA 18:1,212981.5162353516,2551038.7456054688,287463.5223388672,560417.0626831055,428104.7498779297,526429.2896728516,413256.55111694336,638478.0075683594,844812.6567840576,613592.855682373
TAG(56:5)_FA 18:2,43924.6435546875,255951.61700439453,68949.90403747559,101451.02717590332,73653.28616333008,109363.72732543944,73511.4242553711,87914.9260559082,111287.28692626952,82284.32611083984
TAG(56:5)_FA 20:0,22592.561714172363,25531.601860046387,30205.72164916992,29887.021911621094,25298.20181274414,46203.20311355591,27875.741981506348,27508.16178894043,20587.02167892456,22229.64178466797
TAG(56:5)_FA 20:4,83718.76525878906,173014.3524169922,170935.83135986328,214269.09747314453,129469.189453125,270674.5979003906,170129.2315673828,134986.47106933594,187370.3760986328,137773.189453125
TAG(56:6)_FA 16:0,69588.86447143555,630807.814239502,86311.2657623291,133964.8097229004,115811.92785644533,66715.10494995117,56572.7643737793,65414.6848449707,78465.86489868164,65645.20449829102
TAG(56:6)_FA 16:1,32548.442474365234,126242.7293395996,42577.703125,59200.36376953125,44072.04370117188,69423.3656616211,48866.10317993164,37394.80244445801,50796.72355651856,39995.88288116455
TAG(56:6)_FA 18:0,58140.06335449219,236124.9574584961,62453.36444091797,99687.4676513672,84356.42492675781,74392.08435058594,58772.82403564453,56816.08410644531,73622.58581542969,64279.66442871094
TAG(56:6)_FA 18:1,67976.5046081543,500764.3926696777,90356.7469177246,124602.40829467772,101747.9469909668,158477.49017333984,110575.22705078124,131672.80961608887,193679.61408996585,133954.2307434082
TAG(56:6)_FA 18:2,209052.4938354492,2599582.2903442383,293245.28356933594,577874.5012817383,434397.510559082,521921.1123962402,401637.56564331055,644182.914352417,872190.9426269531,603636.9887237549
TAG(56:6)_FA 20:0,19947.101402282715,24745.201599121094,23350.64176940918,25655.261741638184,23081.821548461918,33034.30242919922,27021.281661987305,24702.121963500977,23381.241928100582,18033.32129669189
TAG(56:6)_FA 20:4,191601.8555908203,352834.7268066406,417564.7702636719,484272.5238037109,306868.4052734375,364963.8693847656,269574.7639160156,303896.67834472656,347637.7253417969,241842.1187744141
TAG(56:7)_FA 16:0,40341.9026184082,108622.54696655272,63515.70501708984,82035.02575683594,52067.423400878906,63885.26373291016,44233.043518066406,52155.103759765625,72630.84509277344,53495.8639831543
TAG(56:7)_FA 16:1,68317.0446472168,618845.5997924805,84132.98573303223,127704.76834106444,115706.78814697266,79119.62557983398,56414.70413208008,68458.72547912598,76198.1852722168,67863.26454162598
TAG(56:7)_FA 18:0,42187.96276855469,39172.02267456055,58449.30438232422,196267.45361328125,88919.76719665527,59029.50379943848,86909.74519348145,61420.50352478027,100858.96688842772,45670.06282043457
TAG(56:7)_FA 18:1,54239.32360839844,222761.97552490237,67293.48498535156,86672.0068359375,94326.6260986328,78290.28567504883,64293.48400878906,61139.36437988281,68801.28540039062,59400.84439086914
TAG(56:7)_FA 18:2,66625.96447753906,491680.490814209,92210.08670043944,130698.14807128906,109670.78833007812,150463.8507385254,111108.98835754396,136535.6694946289,198095.3359680176,131992.60848236084
TAG(56:7)_FA 20:0,21275.021461486816,22438.781707763672,26704.621826171875,33752.682273864746,30470.42244720459,29968.06202697754,26199.50186920166,27006.341766357426,29098.582443237305,26805.002311706543
TAG(56:7)_FA 20:4,86955.90588378906,251033.4574584961,278096.6986694336,302744.0994873047,185636.15048217773,104654.78790283205,100574.08721923828,135754.20922851562,168195.95306396484,112511.58627319336
TAG(56:8)_FA 16:0,49593.702545166016,48045.86282348633,55145.68341064453,52309.94342041016,41428.1032409668,62556.024841308594,42848.26327514648,53443.22364807129,47735.58377075195,42655.54273986816
TAG(56:8)_FA 16:1,42099.42321777344,108654.927734375,66271.78448486328,82525.22523498535,57712.0643157959,60580.70411682129,43292.06289672852,49228.60266113281,69994.1658782959,54712.9430847168
TAG(56:8)_FA 18:0,29155.48223876953,38104.70278930664,43856.98355102539,49506.66329956055,36991.00273132324,46007.98371887207,34559.082763671875,38018.14265441895,43159.32295227051,37384.64254760742
TAG(56:8)_FA 18:1,47490.623291015625,43996.04333496094,62506.18395996094,166822.63543701172,99391.88595581056,63518.9440612793,92543.90469360352,60054.104888916016,101355.78584289552,47476.34341430664
TAG(56:8)_FA 18:2,56894.063903808594,231371.73614501956,65204.08508300781,89243.26580810547,85506.2658996582,84688.30541992188,64908.50424194336,59093.90435791016,65800.64465332031,57398.30401611328
TAG(56:8)_FA 20:0,25008.02195739746,25871.401916503903,35851.56251525879,34145.10221862793,30617.82208251953,37894.34281921387,27957.861923217773,31767.6219329834,33068.42205810547,22972.82148742676
TAG(56:8)_FA 20:4,62984.82473754883,213304.19653320312,216657.15606689453,248947.61529541016,146417.9291381836,101394.80767822266,88465.90673828125,132490.5880126953,162905.01080322266,116906.1655883789
TAG(58:0)_FA 16:0,31945.982299804688,31117.9423828125,48316.723236083984,44207.26361083984,37378.64269256592,49168.12365722656,38400.92247009277,33765.62217712402,38927.6022644043,31988.18231201172
TAG(58:0)_FA 16:1,51779.303619384766,50020.40284729004,70020.16561889648,72350.38484191895,49866.7234954834,93356.027053833,72419.58576965332,53729.763580322266,69607.18472290039,60708.96401977539
TAG(58:0)_FA 18:0,92658.76637268066,70841.8240814209,121864.50820922852,132074.16802978516,100263.0253753662,108152.00631713869,161491.31071472168,95092.30612182616,106232.70895385742,77286.62408447266
TAG(58:0)_FA 18:1,22075.44163513184,22118.921752929688,26251.70196533203,28663.88201904297,34295.961601257324,48471.38354492188,33600.26200866699,27994.262008666992,26154.30177307129,25396.96184539795
TAG(58:0)_FA 18:2,20355.861434936523,19780.58123779297,20278.061401367188,19770.621559143063,24399.341796875,34462.16246032715,24475.6016998291,19382.12134170532,18042.94130706787,17685.941329956055
TAG(58:0)_FA 20:0,23447.521484375,26651.681762695312,29524.942337036133,34189.82238006592,31630.021865844727,53572.883880615234,27872.761993408203,28510.961959838867,30343.281951904297,22633.28164672852
TAG(58:0)_FA 20:4,23850.1416015625,19462.10138702393,24881.12168121338,43376.26235580444,40270.80279159546,43597.74295425415,38771.84316253662,31078.4418258667,34860.30291748047,22104.601474761963
TAG(58:1)_FA 16:0,19801.48129272461,20133.30160522461,30619.242156982426,33621.222396850586,20493.66159057617,36049.20261001587,25735.121673583984,22599.841262817383,28956.02193450928,22240.78143310547
TAG(58:1)_FA 16:1,34342.56278991699,31380.142211914062,47208.70309448242,42604.08326721192,42127.18325805664,49253.3631439209,37708.022521972656,31741.242233276367,38269.46269226074,30331.80212402344
TAG(58:1)_FA 18:0,24457.94155883789,25599.68196105957,43094.2629699707,52364.76413726807,29606.782318115234,41016.343505859375,28095.061950683597,30083.862365722656,38622.28286743164,30955.342254638672
TAG(58:1)_FA 18:1,103398.5273590088,81341.1061706543,147086.67114257812,129265.8299407959,123998.54991149902,119836.3081665039,172542.2278289795,124638.72784423828,113047.08764648438,86404.50646972656
TAG(58:1)_FA 18:2,23773.94187927246,24616.981658935547,29755.14227294922,26152.68197631836,35673.84259033203,43535.20303344727,36361.302421569824,30006.30210876465,28027.841789245605,26258.721603393555
TAG(58:1)_FA 20:0,21505.16177368164,25578.201599121094,30262.681671142574,31380.30165863037,28333.661987304688,33921.042404174805,27976.88229370117,25459.801971435547,26789.402053833008,22514.16148376465
TAG(58:1)_FA 20:4,21028.12142944336,20846.40143585205,20357.98164367676,22226.601669311523,20379.18148803711,34204.962463378906,20376.541358947758,20653.9015045166,18600.341094970703,15289.241012573242
TAG(58:10)_FA 16:0,18831.88130950928,32152.18199157715,21745.261489868164,25660.101669311523,21365.00134277344,38040.28211212158,23499.9217376709,21255.10124206543,21010.981189727783,20574.061447143555
TAG(58:10)_FA 16:1,23343.40171813965,28227.50204467773,23988.581497192383,22162.301475524902,21876.10157775879,50244.80363464356,25284.54165649414,22545.321395874023,22831.36155700684,21487.961418151852
TAG(58:10)_FA 18:0,25105.16145324707,20739.14143371582,24586.10148620605,42428.66381072998,36167.52242279053,47865.52297973633,36685.04216003418,28170.221923828125,33837.20196533203,24155.98145294189
TAG(58:10)_FA 18:1,23973.021926879883,26455.121856689453,25898.12174224853,31044.22200012207,29129.942237854004,35900.162925720215,27507.241928100582,22977.581741333008,27015.341873168945,23783.3819732666
TAG(58:10)_FA 18:2,54203.64404296875,41421.40286254883,56251.524017333984,48709.92314147949,47841.74311828613,56408.243591308594,47649.12350463867,43945.64343261719,46773.10270690918,42565.88342285156
TAG(58:10)_FA 20:0,19398.96166229248,22119.68130493164,23189.641567230225,24108.721618652344,27222.742095947266,41912.82267761231,22371.021560668945,22097.04148864746,20283.90163421631,20225.20132446289
TAG(58:10)_FA 20:4,29658.76229095459,42596.16288757324,34487.16223144531,42846.42260742188,36991.282859802246,43806.862701416016,34584.842376708984,32488.342346191406,35099.16223144531,28770.06202697754
TAG(58:2)_FA 16:0,20839.521453857426,22248.721603393555,26172.64193725586,23287.94164276123,21366.48149871826,34452.42239379883,27844.222282409668,18720.50141143799,19070.181182861328,17658.46128463745
TAG(58:2)_FA 16:1,20286.16160583496,21383.76154327393,32458.20260620117,31755.922645568848,24473.62180328369,36474.54232788086,24606.401878356934,22886.86166381836,27084.78192138672,23011.921836853027
TAG(58:2)_FA 18:0,24437.72158813477,26851.20191192627,34971.20274353027,38869.74331665039,34904.12208557129,40754.38261413574,37895.26265716553,28345.121826171875,33632.30295562744,27220.121955871586
TAG(58:2)_FA 18:1,26136.48200988769,29724.06214904785,43802.04260253906,47814.90342712402,40468.50254058838,41995.36267089844,30439.66241455078,33958.06265258789,35139.42227172852,31275.462394714355
TAG(58:2)_FA 18:2,104127.58889770508,88175.6284790039,132202.00979614258,131999.79000854492,125871.82704162598,111850.60754394533,160847.86883544922,120963.4302520752,102581.76666259766,87463.98551940918
TAG(58:2)_FA 20:0,21993.341674804688,27152.902305603027,28888.281616210938,37454.44249725342,25314.62184906006,46862.2430267334,34745.46240234375,27386.20196533203,24602.441986083984,23323.661544799805
