Lipid,Genotype_WT__Brain_Region_cortex,Genotype_WT__Brain_Region_cortex,Genotype_WT__Brain_Region_cortex,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon
TAG(58:4)_FA 16:1,31286.74269104004,30536.86210632324,32637.88191986084,31933.10188293457,39986.5633392334,32572.38240814209
TAG(58:4)_FA 18:0,30159.301864624023,28275.96216583252,28081.40185546875,35279.782806396484,35086.12251281738,25097.001403808597
TAG(58:4)_FA 18:1,26616.741806030277,29644.562286376957,25547.62184906006,30381.28192138672,29011.942001342773,25319.66220092773
TAG(58:4)_FA 18:2,38743.44230651856,41849.50346374512,39784.68251037598,40859.26314544678,48101.78280639648,39542.3034362793
TAG(58:4)_FA 20:0,29538.90202331543,32710.5223236084,28734.942260742188,29998.182174682617,30725.862243652344,26410.46157836914
TAG(58:4)_FA 20:4,28362.122116088867,28516.90217590332,28750.74200439453,28966.942260742188,29584.90219116211,27596.06202697754
TAG(58:5)_FA 16:0,23128.041564941406,24460.68156433105,24487.221717834476,29092.0818939209,26079.02215576172,24575.36172485352
TAG(58:5)_FA 16:1,25346.56167602539,22518.661575317383,21432.8013381958,26856.221908569336,25772.402053833008,18678.28140258789
TAG(58:5)_FA 18:0,46342.10348510742,37928.82231140137,42138.38296508789,48603.3236694336,46843.74346923828,32980.38179016113
TAG(58:5)_FA 18:1,28339.581802368164,32854.88298034668,30683.74207305908,35764.08255004883,36571.582458496094,26447.4817237854
TAG(58:5)_FA 18:2,27734.721786499023,28222.482292175293,26466.06183624268,35870.002502441406,32350.322555541992,27979.40224456787
TAG(58:5)_FA 20:0,32939.66187286377,31290.64233016968,31028.26230621338,30053.28192138672,27661.60205078125,27616.64199066162
TAG(58:5)_FA 20:4,29956.562309265137,28059.92172241211,31246.72194671631,29895.702262878414,33360.62228393555,30626.68256378174
TAG(58:6)_FA 16:0,20527.26139831543,24907.301887512207,25834.26202392578,29442.76211547852,21812.14163208008,22314.821754455566
TAG(58:6)_FA 16:1,21017.921585083008,25479.941680908203,26612.781707763672,28040.561965942383,27448.521942138672,21895.72183227539
TAG(58:6)_FA 18:0,189699.8950805664,93688.60748291016,106063.86666870116,103260.98699951172,109793.10803222656,54202.20379638672
TAG(58:6)_FA 18:1,36269.64227294922,39704.022720336914,36558.32243347168,42547.6630859375,42493.20281982422,36835.4627456665
TAG(58:6)_FA 18:2,34582.78254699707,30077.562049865723,29664.242065429688,36837.04249572754,37799.96273803711,27111.401863098145
TAG(58:6)_FA 20:0,32538.702377319336,33549.66262817383,31912.8624420166,31838.742317199707,31792.12225341797,29982.101989746094
TAG(58:6)_FA 20:4,29327.122344970703,30690.401885986328,32614.10250854492,32180.501983642574,37035.422592163086,33352.34230041504
TAG(58:7)_FA 16:0,33477.662185668945,40007.56246948242,50947.08387756348,38745.14237976074,37169.02215576172,33568.22216796875
TAG(58:7)_FA 16:1,24375.0018157959,26679.441680908203,25617.82157897949,29652.542434692383,23755.621658325195,21307.4415435791
TAG(58:7)_FA 18:0,47185.00314331055,51389.18356323242,63114.96469116211,52254.12390136719,51572.76351928711,40549.7229309082
TAG(58:7)_FA 18:1,120848.90841674805,80890.00631713867,89177.06549072266,70852.4446105957,94370.18670654295,55776.724182128906
TAG(58:7)_FA 18:2,37492.60269165039,41128.48289489746,38113.3025970459,40316.78289794922,42623.30291748047,37146.142486572266
TAG(58:7)_FA 20:0,91393.10751342772,85484.00662231445,73375.04507446289,56557.26341247559,69530.72525024414,47282.64413833618
TAG(58:7)_FA 20:4,22162.46157836914,27058.201736450195,26010.06187438965,27340.40196609497,29418.74225616455,23717.761528015137
TAG(58:8)_FA 16:0,32580.122497558597,39239.80308532715,41602.86336517334,40201.72233581543,37749.442626953125,38293.70263671875
TAG(58:8)_FA 16:1,33573.822265625,41459.8024597168,49762.20333862305,38571.14294433594,38147.762756347656,34969.88259887695
TAG(58:8)_FA 18:0,55083.06413269043,49381.203704833984,54758.26402282715,50807.82357788086,49946.68350219727,36152.882415771484
TAG(58:8)_FA 18:1,49260.42332458496,54105.70394897461,62770.78393554688,45304.063415527344,52298.20350646973,45983.38298034668
TAG(58:8)_FA 18:2,130560.16967773438,83422.2660522461,97267.68731689452,75152.38507080078,92929.20697021484,54920.223693847656
TAG(58:8)_FA 20:0,46437.58364868164,58437.58432006836,33171.44223022461,41663.94296264648,37227.8028717041,29062.86212158203
TAG(58:8)_FA 20:4,30968.40259552002,34861.82270812988,33571.002502441406,40916.02272796631,37313.642822265625,30092.58226776123
TAG(58:9)_FA 16:0,26252.52163696289,27509.98178100586,24705.16162109375,28359.90217590332,28362.18194580078,23479.60189819336
TAG(58:9)_FA 16:1,31555.182205200195,42250.12316894531,43957.12298583984,42043.00291442871,43163.742736816406,40729.44317626953
TAG(58:9)_FA 18:0,30286.20245361328,28713.88198852539,27362.662139892574,32659.082458496094,27699.72171020508,23177.74158859253
TAG(58:9)_FA 18:1,68296.90625,47643.94331359863,55780.36375427246,45676.62347412109,49751.86404418945,42312.32302856445
TAG(58:9)_FA 18:2,48895.24331665039,57963.424072265625,62589.884765625,46496.06289672852,51778.76373291016,44083.36318969727
TAG(58:9)_FA 20:0,36117.54280090332,34794.26274108887,31711.9022064209,29471.842315673828,36277.10271835327,31700.761932373047
TAG(58:9)_FA 20:4,36468.78305053711,30998.862007141117,32662.062126159668,31879.38230895996,31008.902465820312,27544.322036743164
TAG(60:0)_FA 16:0,16456.28127670288,21361.601501464844,19612.92126846313,20989.82147216797,18122.801357269287,18392.401081085205
TAG(60:0)_FA 16:1,15894.881065368652,16357.981155395508,16910.841175079346,16015.500999450684,17235.981117248535,15349.060997009276
TAG(60:0)_FA 18:0,47267.16365432739,40187.52342224121,56848.46424865723,36234.802894592285,56438.804275512695,48344.40325164795
TAG(60:0)_FA 18:1,19541.82109832764,20330.401500701904,22649.941188812256,23262.66166305542,21951.381702423096,18892.68141937256
TAG(60:0)_FA 18:2,16694.121116638184,19081.341430664062,14506.020988464355,20824.86149597168,17669.761169433594,14821.920959472656
TAG(60:0)_FA 20:0,131654.95105743408,136924.6890182495,99480.66806030272,74815.1649017334,101978.24603652954,115290.74520111084
TAG(60:0)_FA 20:4,16428.581157684326,20792.82131576538,14834.261112213137,18242.50115585327,17036.44129562378,16429.681312561035
TAG(60:1)_FA 16:0,16233.04118347168,18993.08148956299,18320.22134399414,20547.481231689453,20056.021171569824,15707.52117538452
TAG(60:1)_FA 16:1,17038.98117828369,19909.401473999023,20974.461490631104,23369.981800079346,22272.461498260494,18714.1012878418
TAG(60:1)_FA 18:0,23794.621620178223,25723.22184753418,28753.60221099853,25426.281829833984,24001.7813873291,20768.32157897949
TAG(60:1)_FA 18:1,63578.5242767334,45154.86259460449,64201.58421325684,47500.32389831543,63637.60346984863,64588.88381958008
TAG(60:1)_FA 18:2,20786.14167022705,21846.581741333008,22632.72148895264,24596.48149871826,23119.841674804688,19384.881587982178
TAG(60:1)_FA 20:0,23827.741622924805,20594.721572875977,21495.341232299805,21915.8017616272,24710.381690979004,21538.161628723145
TAG(60:1)_FA 20:4,29104.682216644287,28659.94204711914,27743.722106933597,27066.46202468872,28682.001808166504,32445.02187347412
TAG(60:10)_FA 16:0,22867.90184020996,21417.901443481445,19191.601402282715,23920.04160308838,18125.281356811523,18089.361282348636
TAG(60:10)_FA 16:1,23595.86155700684,23307.701538085938,23437.721717834476,25108.30174255371,23416.961837768555,20103.50151824951
TAG(60:10)_FA 18:0,19085.7414894104,22180.141662597656,21307.72148895264,25633.021942138672,24077.18194961548,18813.58144378662
TAG(60:10)_FA 18:1,20297.801330566406,18208.92148590088,18433.181159973145,23498.00184631348,22003.98159790039,19295.641555786133
TAG(60:10)_FA 18:2,27895.20213317871,32147.522003173828,33621.12254333496,30728.02215576172,32743.242736816406,33426.98197937012
TAG(60:10)_FA 20:0,47425.56324005127,29305.36158752441,41310.8623046875,42054.50342559815,53894.86348724365,22672.64172363281
TAG(60:10)_FA 20:4,25119.82176208496,29689.602127075195,27204.24200439453,29442.06202697754,26300.581481933597,23097.881523132324
TAG(60:11)_FA 16:0,33951.7223815918,35550.262634277344,29263.14205932617,38517.68292236328,32878.682373046875,28122.8219909668
TAG(60:11)_FA 16:1,21879.74168395996,21517.741470336918,18752.741271972656,22898.82148742676,21248.50144958496,19479.4613609314
TAG(60:11)_FA 18:0,28990.12174987793,28280.54179382324,29223.881980896,27473.00177001953,29077.802032470703,32966.681900024414
TAG(60:11)_FA 18:1,18235.661376953125,21149.901412963867,20697.001502990723,22425.861671447758,19695.361503601074,20504.42135620117
TAG(60:11)_FA 18:2,19329.26146697998,20906.761596679688,20777.701301574707,22507.941650390625,22549.20149230957,21566.161682128903
TAG(60:11)_FA 20:0,22964.78158569336,21443.861618041992,17658.84108734131,21060.64161300659,19429.741298675537,16993.821258544922
TAG(60:11)_FA 20:4,22633.101669311523,25659.86194610596,25799.681915283203,26011.54189300537,24197.38175201416,20532.90153503418
TAG(60:12)_FA 16:0,21924.781616210938,19897.12124633789,18572.561416625977,21210.861541748047,20272.48151397705,16213.901264190674
TAG(60:12)_FA 16:1,32416.26232910156,35894.402282714844,29044.882232666016,35032.86251831055,35518.802673339844,30729.38201904297
TAG(60:12)_FA 18:0,21000.66133117676,21219.8214263916,19038.10121154785,23869.28204345703,24540.64195251465,17793.96116256714
TAG(60:12)_FA 18:1,34176.12268066406,35585.80266571045,35367.38204193115,29902.38229370117,34211.40216064453,39811.22272491455
TAG(60:12)_FA 18:2,21436.86155700684,21627.32145690918,20824.901580810547,23679.46144104004,24713.521560668945,20871.601501464844
TAG(60:12)_FA 20:0,41234.20303344727,43019.522857666016,36759.142578125,43405.68313598633,39202.782653808594,40228.00277709961
TAG(60:12)_FA 20:4,27218.622310638428,28067.12205505371,24497.58185577393,29032.86193847656,24919.741806030277,25504.30192565918
TAG(60:2)_FA 16:0,19226.64121246338,18277.021270751957,19199.141326904297,21649.74153137207,18482.74133300781,18100.141468048096
TAG(60:2)_FA 16:1,16176.641082763672,17628.181266784668,20112.10123825073,22281.10154724121,19165.54133605957,16383.901092529297
TAG(60:2)_FA 18:0,21509.621520996094,21756.12142944336,22794.401599884037,24563.12172317505,20771.821449279785,18941.36131286621
TAG(60:2)_FA 18:1,27048.22173309326,22954.941787719727,28349.20215606689,24572.42160797119,26543.12181854248,23830.34191131592
TAG(60:2)_FA 18:2,62542.74482727051,48761.48403930664,63518.06404876709,46323.60330200195,69452.26373291016,59044.6641998291
TAG(60:2)_FA 20:0,34272.9024848938,28603.522064208984,27989.361598968502,31598.202224731445,35095.2024269104,28404.741443634037
TAG(60:2)_FA 20:4,20859.241439819336,19095.301361083984,19967.141258239742,17264.28119659424,20425.041496276852,17459.441276550293
TAG(60:3)_FA 16:0,16133.841094970703,17957.481170654297,18938.20149230957,23621.081581115723,20254.001495361328,16509.26123046875
TAG(60:3)_FA 16:1,18079.62115478516,20483.821395874023,19625.36138153076,19370.281295776367,20676.281272888184,16641.381187438965
TAG(60:3)_FA 18:0,46804.88372039795,40817.802185058594,48934.68369293213,39798.58263778687,52754.94383239746,33359.482749938965
TAG(60:3)_FA 18:1,20739.1014251709,22772.741485595703,20833.14124298096,23657.02166748047,23508.581634521484,20546.0016784668
TAG(60:3)_FA 18:2,27191.061965942383,27283.621948242188,30798.842262268063,26351.12190246582,27849.561950683597,23348.38164520264
TAG(60:3)_FA 20:0,20847.161682128903,22444.4418258667,20147.56133270264,24793.621925354004,25605.90193176269,18039.2611618042
TAG(60:3)_FA 20:4,21351.501502990723,23339.46182250977,20725.0213470459,20800.9015045166,18787.801307678223,20530.98129272461
TAG(60:4)_FA 16:0,16370.56103515625,15797.041061401367,17365.401153564453,19983.64143371582,18235.081314086918,16197.201156616213
TAG(60:4)_FA 16:1,16338.481170654297,19378.6014251709,18982.62135314941,18899.34149169922,18637.7014541626,15646.041122436523
TAG(60:4)_FA 18:0,26251.82176208496,20447.861526489258,20605.501556396484,25991.32215881348,24115.18154144287,18137.08123016357
TAG(60:4)_FA 18:1,44095.18241882324,32243.322540283203,35664.02257537842,31506.08211517334,41425.66287231445,33147.70234298706
TAG(60:4)_FA 18:2,21321.44157409668,21389.66144561768,22708.321502685547,24599.961486816406,22149.60148620605,21381.701171875
TAG(60:4)_FA 20:0,16756.881275177002,18854.20106506348,17869.821369171143,22070.041534423828,20710.641387939453,18925.681449890137
TAG(60:4)_FA 20:4,96533.12672424316,98934.70882415771,91173.06547546388,56117.98265838623,79231.74552154541,96759.74563598631
TAG(60:5)_FA 16:0,18324.241165161133,21519.641555786133,21745.941818237305,22575.661560058597,20552.82164001465,17466.66135406494
TAG(60:5)_FA 16:1,16924.86110687256,18960.881271362305,18315.86138153076,18495.64123535156,16286.66120147705,15297.581104278564
TAG(60:5)_FA 18:0,17274.92124938965,22382.681480407715,22280.561546325684,25309.20143890381,21757.941360473636,17988.001457214355
TAG(60:5)_FA 18:1,26206.281616210938,22242.4416885376,19781.761531829838,23972.94167327881,25287.241622924805,19930.34135437012
TAG(60:5)_FA 18:2,45638.66355895996,30742.442276000977,31017.82302093506,34104.28254699707,42317.48252868652,33063.58238220215
TAG(60:5)_FA 20:0,22527.701484680176,23849.30149841309,21831.201343536377,24278.14191436768,25365.94171142578,25672.34177017212
TAG(60:5)_FA 20:4,23049.761688232426,21774.88176727295,21891.381191253666,20657.86163330078,23179.78164672852,20878.2412147522
TAG(60:6)_FA 16:0,18158.24133300781,19233.181442260742,18284.341331481934,21124.64144897461,18684.281120300293,17119.60122680664
TAG(60:6)_FA 16:1,16983.441200256348,22598.48156738281,21528.16178894043,22885.06155395508,21384.301361083984,20124.82135772705
TAG(60:6)_FA 18:0,21513.10154724121,23094.72194671631,23692.96175384521,25832.081573486328,20354.24126434326,21178.00154113769
TAG(60:6)_FA 18:1,22342.54167175293,21633.06159210205,21556.52124786377,22057.0613861084,22564.68169403076,19834.501598358154
TAG(60:6)_FA 18:2,26234.241897583008,22128.461540222168,19218.181427001957,25443.401626586918,23253.861686706543,18211.4411277771
TAG(60:6)_FA 20:0,24623.98188018799,26700.94201660156,25838.661743164062,29473.302001953125,27440.761917114258,24424.58187866211
TAG(60:6)_FA 20:4,36013.303173065186,29542.10219192505,26895.882026672363,30991.52201461792,33019.70266723633,29392.60271453857
TAG(60:7)_FA 16:0,27355.881881713867,23908.50164794922,26028.1416015625,26768.30166625977,27959.841766357426,23788.701690673828
TAG(60:7)_FA 16:1,17487.241188049316,19592.501350402832,19855.40135574341,21069.08132171631,20718.36153411865,18113.541145324707
TAG(60:7)_FA 18:0,29223.502227783203,34257.56265258789,44619.84365844727,34269.04200744629,34542.54260253906,29585.36173248291
TAG(60:7)_FA 18:1,26010.281845092773,22129.90153503418,19686.00115585327,23174.10167694092,22336.76146697998,22398.841567993164
TAG(60:7)_FA 18:2,22883.34155273437,22558.181594848636,20936.70132446289,24016.00161743164,23507.641494750977,23498.501831054688
TAG(60:7)_FA 20:0,24282.562103271484,24186.021476745605,25574.221893310547,23612.981506347656,25424.86180114746,23334.261657714844
TAG(60:7)_FA 20:4,19594.261344909668,22610.121658325195,21251.70154571533,23960.7816696167,23450.40184020996,20192.601501464844
TAG(60:8)_FA 16:0,21130.601516723636,22546.361740112305,22266.101737976074,24930.162109375,22329.921508789062,21489.141479492188
TAG(60:8)_FA 16:1,23377.941528320312,25313.861755371094,27145.821884155277,28271.422119140625,26854.841796875,22300.88151550293
TAG(60:8)_FA 18:0,25963.44206237793,29221.54216003418,33988.14242553711,33147.40249633789,34147.22227478027,30415.24186706543
TAG(60:8)_FA 18:1,30390.46220397949,31709.042236328125,39482.422790527344,30822.28239440918,32568.94255065918,28250.92196655273
TAG(60:8)_FA 18:2,27246.122009277344,23275.94190979004,21581.181632995605,21640.121459960938,22506.841751098636,23868.161544799805
TAG(60:8)_FA 20:0,31784.382354736328,33124.5022277832,24710.301483154297,31111.642044067383,27900.021850585938,23593.461791992188
TAG(60:8)_FA 20:4,18270.281295776367,19205.42126464844,17097.481246948242,20289.20128250122,18872.08142089844,16288.401123046877
TAG(60:9)_FA 16:0,20984.00156402588,25160.92156982422,23460.32182312012,25809.54182434082,22276.001556396484,19662.76156616211
TAG(60:9)_FA 16:1,18075.901245117188,26220.50164794922,23569.681427001957,23896.921844482426,23641.56167602539,21021.541709899902
TAG(60:9)_FA 18:0,20919.721466064453,22426.481674194336,21560.341400146484,24355.2216796875,22430.281677246094,19953.461265563965
TAG(60:9)_FA 18:1,29618.382247924805,30470.802200317383,33847.80234527588,31098.92246246338,33174.7825012207,34049.40221405029
TAG(60:9)_FA 18:2,31241.822036743164,31340.322204589844,39042.762634277344,28861.46225738525,34320.22213745117,30512.162406921387
TAG(60:9)_FA 20:0,24463.96152496338,22774.081634521484,21235.261711120605,22581.52149963379,22519.92176818848,19359.621391296387
TAG(60:9)_FA 20:4,19798.041313171387,23135.961837768555,20601.1416015625,25662.101852416992,24327.06145477295,26571.24193572998
TetradecanoylcarnitineO-tetradecanoylcarnitine,1355258.702392578,1317943.5366210938,1386846.6630859375,1429469.1391601562,1199532.0002441406,1401760.232421875
cis-5-Tetradecenoylcarnitine,2559044.7060546875,1632098.033203125,1874269.0612792969,1225282.1127929688,1738371.5986328125,1479865.5439453125
"ecdysone palmitate, 22:3 Cholesteryl ester, 20:2 Stigmasteryl ester, 20:3 Sitosteryl ester",761966.9335327148,636043.1421508789,151632.98983764648,607827.5447998047,525964.3529052734,172992.2515258789
