Lipid,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo
SM (d18:1/18:1)9Z)),1042221.1514892578,980684.5364379884,2998299.4664611816,1043867.3071289062,987808.5922851562,1245633.782775879,1211536.8535461426,56741.9238357544,1314489.960510254,1500085.780303955
SM (d18:1/20:0),1351595.5618896484,1332155.0217895508,3838104.4809265137,1415425.961364746,1432152.8619995115,1392916.0263061523,1322780.9508666992,45775.30305480957,1258626.8468933103,1702759.6933288574
SM (d18:1/24:0),973231.2134399414,747032.4548950195,1564004.304397583,1544755.5499267578,915924.66897583,750779.5282897949,811375.6739807129,97842.3259124756,1344862.4555854795,830816.0477142334
SM (d18:1/24:1)15Z)),1128917.448852539,902451.2876586914,2060425.8222045896,1665325.3455200195,992320.8182373048,879806.6069946289,944257.7020568848,112168.26585388184,1436828.6246643066,957222.9588623048
SM (d18:1/26:0),1365607.2575683594,1191475.301513672,1473297.5185546875,1441085.276611328,1415886.1740722656,1449199.345703125,1684387.5764160156,327271.33923339844,1585077.1171875,1534772.4384765625
SM (d18:1/26:1)17Z)),1289433.874267578,1098509.784423828,1432014.8791503906,1313327.1306152344,1279854.974609375,1387360.0678710938,1551344.9899902344,280124.219909668,1425356.864013672,1345255.7666015625
SM (d18:2/14:0),96408.3684387207,94213.20739746094,94810.08724975586,104647.32763671876,87352.18676757812,93825.70503234863,101209.04580688477,18257.64130783081,98310.74783325195,92129.10690307616
SM (d18:2/18:1),839667.9732666016,836913.7100219727,2749532.805633545,1004863.5840454102,819748.7165527344,1060986.1602172852,1073051.082244873,29242.581741333008,1180481.9966278076,1644354.0101623535
SM (d18:2/20:1),2110029.226867676,2010324.973388672,6351303.946289063,2168632.104125977,2064306.700378418,2570134.7602539062,2237583.9177246094,81876.80433654785,2354503.1831054688,2960454.59072876
SM (d18:2/22:1),2070703.0107421875,2193962.321777344,6083787.410827637,2315998.779022217,2340796.2645874023,2281397.798187256,1950745.115814209,69806.86447143555,2204717.4811706543,2786987.816253662
SM (d18:2/24:1),1227283.998840332,1061922.1692504885,2630033.4037475586,1915034.3080444336,1204316.4586791992,981419.563812256,1029593.3963928224,107579.7089691162,1568589.759918213,1115480.6082305908
Stearidonyl carnitine,7413143.80859375,8357928.888671875,7617386.715820312,10886106.6484375,10714777.014648438,10002261.798828123,6046550.1533203125,8512447.366210938,7607350.793945312,7297773.143554687
"Stearoylcarnitine, hexadecanedioic acid mono-L-carnitine ester",10146290.541015623,11433944.416992188,10667193.811523438,15841526.404296877,17365327.075195312,14425207.583496094,8155545.7587890625,12631110.74169922,11137722.26953125,11453538.203125
TAG(48:0)_FA 16:0,454355.150390625,539813.2314453125,392991.54833984375,577110.4565429688,341892.3061523437,412796.8666992188,334154.7045898437,398009.2055664063,712698.1625976562,500423.2980957031
TAG(48:0)_FA 16:1,63452.2649230957,61018.62322998047,43994.582916259766,62390.66487121582,40324.743408203125,56126.56378173828,45552.82312011719,47885.82388305664,68616.9849243164,48759.00375366211
TAG(48:0)_FA 18:0,84953.30548095703,108037.86669921876,70077.60479736328,104163.84771728516,64714.24472045898,76055.80526733398,62502.86437988281,79583.48553466797,134509.64764404297,101630.6475830078
TAG(48:0)_FA 18:1,62525.46438598633,49429.84306335449,45729.94332885742,55230.44451904297,31213.98208618164,50345.684005737305,46333.94314575195,45933.64437866211,50687.08363342285,37313.52290344238
TAG(48:0)_FA 18:2,29945.082077026367,30632.50210571289,27329.921783447266,26489.44203186035,20137.30139160156,33197.26208496094,32919.962326049805,26158.381927490234,23490.961463928223,22817.901596069336
TAG(48:1)_FA 16:0,221680.4982910156,318377.482421875,238422.17700195312,338591.1826171875,175902.23022460938,246380.37573242188,183851.8916015625,266280.5388183594,426034.7310791016,291070.9647216797
TAG(48:1)_FA 16:1,481882.341796875,552821.4609375,395407.3081054688,597999.6254882812,348810.64404296875,424723.7021484375,330793.4467773437,396914.0849609375,732845.1494140625,503328.27197265625
TAG(48:1)_FA 18:1,113582.40637207033,151877.41076660156,87458.16516113281,119218.94717407228,71037.36450195312,97759.9468383789,81265.36608886719,102526.86749267578,154974.58990478516,109140.32873535156
TAG(48:1)_FA 18:2,58125.32336425781,55506.58419799805,52518.22375488281,56740.90391540527,35639.5827331543,50911.28396606445,51772.46405029297,44427.28282165527,53952.98369598389,40241.5424194336
TAG(48:1)_FA18:0,48536.00312805176,60684.52412414551,41388.10232543945,58598.6435546875,34963.882637023926,50947.2236328125,40248.28254699707,51179.64266967773,70746.40617370605,58599.36422729492
TAG(48:2)_F A18:0,43263.46347045898,35554.52235412598,28619.642028808597,39931.04264831543,25345.26164245605,45687.56314086914,37220.84270477295,41656.1432800293,36892.06233215332,33731.10234451294
TAG(48:2)_FA 16:0,181052.55346679688,195211.85400390625,168323.61254882812,185258.91357421875,140686.90991210938,173777.51123046875,149367.8310546875,179013.57202148438,212955.15551757807,176656.61083984375
TAG(48:2)_FA 16:1,227844.41430664065,334650.9855957031,235031.36010742188,330623.2038574219,181808.7137451172,254368.02001953125,205606.27392578125,267900.01953125,430564.0139160156,311774.52282714844
TAG(48:2)_FA 18:1,52703.90435791016,70396.42404174805,49542.22422790527,59811.00393676758,37966.0025177002,59546.32450866699,45502.36349487305,56073.06425476074,77729.1069946289,66366.50466918945
TAG(48:2)_FA 18:2,135707.02783203125,214365.0948486328,128598.30981445312,190865.2724609375,145471.25061035156,140095.72973632812,118560.72772216795,149038.13256835938,214925.65197753903,183946.4740600586
TAG(48:3)_FA 16:0,32832.2024230957,33122.60251617432,25245.28207397461,26139.621334075928,19889.08154296875,36221.90263366699,27955.781784057617,26311.962020874023,26165.902053833008,24838.10189819336
TAG(48:3)_FA 16:1,170404.33203125,205557.6552734375,171820.13110351562,191621.75439453125,140271.41088867188,177752.99267578125,153400.3310546875,181771.1328125,205636.5556640625,171759.13134765625
TAG(48:3)_FA 18:0,24513.84169006348,22368.92143249512,17592.181091308594,22067.50157546997,17172.881225585938,26493.92196655273,21853.601760864258,18269.821182250977,18831.141315460205,16306.02126312256
TAG(48:3)_FA 18:1,47275.142822265625,39184.2830657959,31406.882110595703,38614.98231506348,25987.942169189453,42732.483657836914,34725.962463378906,41988.942779541016,40354.72314453125,37327.04290771485
TAG(48:3)_FA 18:2,62026.68432617188,96077.54672241212,63820.76446533203,98971.8272705078,54926.80406188965,76641.1061706543,58925.34451293945,80133.76593017578,102198.22525024414,81998.96594238281
TAG(50:0)_FA 16:0,380459.35009765625,383024.048828125,325377.0849609375,358669.10498046875,256712.43676757807,323699.203125,291660.66064453125,304379.90234375,413042.64599609375,327301.341796875
TAG(50:0)_FA 16:1,96275.30651855467,93594.36669921876,86402.76647949219,81874.025390625,73131.42529296875,91383.42639160156,81122.32604980469,79695.1259765625,86888.04675292969,75913.76513671875
TAG(50:1)_FA 18:0,299785.68408203125,307774.3803710937,263078.638671875,333819.4426269531,197198.19287109372,304363.48388671875,230790.9169921875,238066.4150390625,396710.7644042969,280582.2202148437
TAG(50:1)_FA 18:1,67729.30493164062,59656.00393676758,46185.36315917969,63490.925201416016,43414.76306152344,65576.38467407227,46856.36380004883,46633.14340209961,68297.26516723633,49295.18371582031
TAG(50:1)_FA 18:2,28454.36195373535,25467.981964111328,21051.2412109375,21943.66162109375,18106.10124206543,34018.40200805664,26384.401664733887,23939.301513671875,22641.7216796875,18211.98122406006
TAG(50:2)_FA 16:0,363779.62341308594,357810.0642089844,369138.14208984375,477444.94958496094,221784.29663085935,438470.15490722656,303355.95703125,298047.12243652344,495621.1770019531,369056.0252685547
TAG(50:2)_FA 16:1,409876.685546875,404281.5087890625,347116.544921875,374746.328125,270193.85888671875,347163.9873046875,307095.62060546875,325959.86572265625,434516.49072265625,339557.9814453125
TAG(50:2)_FA 18:0,114335.4482421875,156521.9892578125,130366.3699951172,159370.87072753906,88347.72650146484,136423.29064941406,102237.66650390624,131392.8497314453,197627.05596923828,148397.71405029297
TAG(50:2)_FA 18:1,580547.1083984375,591752.5200195312,472559.25537109375,585494.2006835938,341880.3798828125,520154.3754882813,423779.431640625,447820.8515625,681298.263671875,498108.3071289063
TAG(50:2)_FA 18:2,61544.36508178711,71723.06457519531,52111.583557128906,69331.18472290039,52707.34420776367,69124.0053100586,52702.82461547852,51199.12338256836,68938.20498657227,60479.74465942383
TAG(50:3)_FA 16:0,174340.15270996094,208072.9353027344,220707.95361328125,232520.7972412109,126812.20959472656,191579.51293945312,155823.81018066406,182955.7353515625,249232.7576904297,187492.57165527344
TAG(50:3)_FA 16:1,373991.7471923828,376919.701171875,373465.5672607422,491540.0616455078,228749.25415039065,452206.4609375,315734.62268066406,320393.84423828125,517357.4304199219,386577.0114746094
TAG(50:3)_FA 18:0,75264.08477783203,86357.96563720703,75863.72619628906,79364.22534179688,55814.3236694336,80466.82446289062,61646.84405517578,75469.14642333984,89164.22741699219,69930.76501464844
TAG(50:3)_FA 18:1,184159.89404296875,238983.5977783203,190772.07421875,232195.4571533203,111334.8291015625,210021.794921875,147324.1494140625,201050.015625,275613.240234375,204346.357421875
TAG(50:3)_FA 18:2,555770.7397460938,711192.6767578125,553127.5551757812,757489.873046875,516185.5791015625,622227.7705078125,481779.71484375,522254.97802734375,800625.873046875,619353.6088867188
TAG(50:4)_FA 16:0,43024.403060913086,44207.74383544922,42203.44282531738,42125.06366729736,26707.422119140625,44766.60255432129,33441.00254821777,35382.54245758057,39989.84284210205,36883.64277648926
TAG(50:4)_FA 16:1,191632.7734375,228848.99462890625,234190.03784179688,237596.294921875,131417.6885986328,199621.4130859375,167050.71240234375,193582.6123046875,258662.71899414065,198834.6136474609
TAG(50:4)_FA 18:0,27963.401985168457,26172.16195678711,25195.98176574707,20707.06164550781,20895.721534729004,34338.48190307617,24254.16172027588,22493.90148925781,18763.90129852295,18354.781188964844
TAG(50:4)_FA 18:1,108800.66821289062,118509.74829101562,103441.86785888672,105566.20770263672,71868.24548339844,102758.06689453124,88472.96643066406,106607.24768066406,116900.60717773438,92017.64642333984
TAG(50:4)_FA 18:2,223954.45581054688,360618.6516113281,266631.0998535156,351159.18359375,188168.39379882807,297927.7587890625,213757.1971435547,286841.8630371094,356223.8653564453,282973.5368652344
TAG(52:0)_FA 16:0,202138.99243164065,201194.2353515625,160031.63208007812,161335.3515625,136146.02978515625,175273.65283203125,151643.14990234375,148520.01171875,186967.8917236328,172407.75268554688
TAG(52:0)_FA 16:1,47144.3835144043,42595.623046875,35096.6823425293,36397.88262939453,31221.622344970703,43897.8829498291,36108.8825378418,34402.76239013672,37966.02291870117,34000.50244140625
TAG(52:0)_FA 18:0,431298.9487304688,412741.05322265625,338455.00634765625,337480.60400390625,251547.25927734372,354590.88671875,308401.3828125,310510.20263671875,388155.689453125,337392.58154296875
TAG(52:0)_FA 18:1,76731.48498535156,70865.78466796875,51962.38342285156,60850.044189453125,48664.00347900391,65019.184020996094,53951.50329589844,52112.92367553711,62475.06427001953,58320.34399414063
TAG(52:0)_FA 18:2,28414.941970825195,26468.64175415039,25479.401962280277,20857.241569519043,19904.76141357422,32527.24211120605,30221.362411499023,24412.121559143063,22121.44146728516,23316.36173248291
TAG(52:0)_FA 20:0,80268.26489257812,92286.64581298828,75206.18518066406,85078.98559570312,76890.90454101562,89937.98608398438,70907.0453491211,70513.22448730469,88416.14651489258,70640.80535888672
TAG(52:0)_FA 20:4,25453.14183807373,24570.72164916992,18610.9612197876,19395.621391296387,16056.100952148438,35269.923011779785,24146.82174682617,23389.602020263672,20707.36144638061,18121.761192321777
TAG(52:1)_FA 16:0,133847.36987304688,112646.82696533205,151174.88995361328,142396.57037353516,81189.62585449219,148126.1700439453,103788.0675048828,98108.98678588869,151733.3325805664,112189.84790039062
TAG(52:1)_FA 16:1,209399.43383789065,210765.11596679688,168494.81079101562,167897.1123046875,135542.689453125,184817.4736328125,159764.23046875,159889.01098632812,203410.03491210935,190146.85620117188
TAG(52:1)_FA 18:0,396015.9409179688,336507.0080566406,382526.3271484375,509767.4923095703,213105.615234375,538492.4594726562,341197.51123046875,321774.1015625,503716.1436767578,334120.19860839844
TAG(52:1)_FA 18:1,644329.2099609375,631530.86328125,532379.8583984375,570810.9204101562,426939.6044921875,558391.2763671875,490253.7314453125,499268.197265625,660197.9018554688,567951.1206054688
TAG(52:1)_FA 18:2,64416.84490966797,66952.00457763672,57007.30416870117,59387.98455810547,55142.3236694336,63308.64465332031,59064.544006347656,55803.104553222656,64613.64447021485,60689.8236694336
TAG(52:1)_FA 20:4,22423.08162689209,20651.281494140625,18304.581283569336,17555.101104736328,14785.480880737305,40736.12326049805,24454.78164291382,23645.98162841797,18202.921493530277,17693.32134246826
TAG(52:1)_FA20:0,37267.98271179199,40907.58403015137,32345.68194580078,35814.522888183594,28195.601776123047,45154.94313049317,35931.16298675537,34447.64241027832,36695.282455444336,30634.14203643799
TAG(52:2)_FA 16:0,179617.01513671875,166286.19342041016,185158.01403808597,226650.5942993164,113291.82861328124,242369.07733154297,169892.75408935547,152937.63055419922,228017.0743408203,161536.93200683594
TAG(52:2)_FA 16:1,132409.14916992188,114282.46862792967,143445.8311767578,159437.21112060547,85573.42645263672,165102.7134399414,106956.72857666016,101928.98608398438,163804.55194091797,118809.98797607422
TAG(52:2)_FA 18:0,145703.93090820312,175386.45483398438,208527.2354736328,190274.93280029297,90569.22692871094,151742.2919921875,128080.50903320312,166152.93493652344,208277.13067626956,132698.92907714844
TAG(52:2)_FA 18:1,569937.28125,504093.1254882813,564345.3569335938,751794.3227539062,313613.1652832031,766848.1345214844,504325.9396972656,453913.4951171875,759273.3310546875,518186.8515625
TAG(52:2)_FA 18:2,572832.7421875,653710.3525390625,552109.60546875,607948.05859375,500496.330078125,578558.421875,495228.875,535013.1962890625,637305.630859375,578141.40625
TAG(52:2)_FA 20:0,25363.041702270508,27821.94184112549,22367.701446533203,23021.44198989868,18293.321228027344,31416.881885528564,27530.342277526852,26673.862075805664,24148.361907958984,21450.58161926269
TAG(52:2)_FA 20:4,22558.18158340454,23783.84161376953,21200.64129638672,18451.241233825684,17358.02109527588,32978.46221923828,24381.2014541626,21452.04135131836,18386.941276550293,17080.54144668579
TAG(52:3)_FA 16:0,79175.1456451416,87166.30590820312,122336.79022216795,112680.52960205078,54715.80435180664,85585.00677490234,66518.02426147461,81017.96578979492,113455.04873657228,78496.56512451172
TAG(52:3)_FA 16:1,184094.25341796875,179435.6328125,196124.1151123047,236472.0557861328,113175.48797607422,245089.4552001953,176643.1739501953,157208.6121826172,243168.3145751953,171377.05078125
TAG(52:3)_FA 18:0,38873.32235717773,40853.082748413086,49295.023864746094,44339.263122558594,27287.06186676025,46215.62287902832,33667.86225891113,36707.42246246338,43736.382888793945,34818.242332458496
TAG(52:3)_FA 18:1,212227.95678710935,249802.59765625,299627.7021484375,294033.3848876953,141420.4697265625,241095.2353515625,190883.7333984375,237412.31616210935,315200.6003417969,218075.0517578125
TAG(52:3)_FA 18:2,525458.7326660156,545050.9421386719,588633.2114257812,823178.6530761719,380297.4665527344,827937.5314941406,547351.2155761719,500839.0146484375,713471.9291992188,529112.609375
TAG(52:3)_FA 20:0,23566.5216217041,21542.98159790039,16068.661067962646,17313.8412399292,14751.941009521484,31721.94241333008,24724.361854553223,19410.941284179688,21189.92179107666,16282.10117340088
TAG(52:3)_FA 20:4,35528.102447509766,40021.122482299805,31396.262176513672,40782.92328643799,30431.5426940918,47186.4434967041,33723.161880493164,33717.52233886719,40808.12351226807,30004.702087402344
TAG(52:4)_FA 16:0,164342.49194335938,135038.56939697266,307872.60388183594,166524.41067504883,164323.99084472656,153076.72967529297,126619.0694580078,179623.23266601562,331366.7458190918,228718.63696289065
TAG(52:4)_FA 16:1,80699.06634521484,87583.44622802734,124252.78881835938,106950.94647216795,61419.54443359375,82019.96499633789,64608.58450317383,77890.10540771484,123000.07043457033,80952.5456237793
TAG(52:4)_FA 18:0,24079.241790771484,21047.121475219727,20774.82160186768,20404.84117126465,16630.90104675293,32445.56248855591,20689.66148376465,18855.241207122803,17731.56137084961,16743.80121612549
TAG(52:4)_FA 18:1,42704.72282409668,44213.86280822754,64278.82415771485,51422.04405212402,32952.0622253418,52369.063552856445,37341.40280151367,44641.58337402344,53830.38371276856,36599.58288574219
TAG(52:4)_FA 18:2,240084.5576171875,323722.0458984375,342811.5217285156,374499.1022949219,207562.43481445312,292525.62060546875,242604.97583007807,289770.40234375,344618.080078125,266450.45947265625
TAG(52:4)_FA 20:0,18791.24129486084,19804.941345214844,16059.321235656738,15053.40104675293,14177.50119781494,25288.441696166992,20793.381370544437,16674.00122833252,14045.221000671389,14615.621078491213
TAG(52:4)_FA 20:4,223715.97290039065,265235.17822265625,222685.9189453125,306894.56103515625,207446.85668945312,293926.38415527344,217624.05615234372,215362.0751953125,298041.4766845703,243981.9600830078
TAG(52:5)_FA 16:0,37503.78302001953,34762.64291381836,32152.3018951416,34794.702407836914,27355.741638183597,53380.18399047852,30199.102294921875,31886.02222442627,34846.4822845459,33968.022216796875
TAG(52:5)_FA 16:1,180906.49243164065,137933.44903564453,315260.76263427734,163066.15185546875,160753.5908203125,157417.9696044922,122838.70867919922,189814.874420166,332855.8861694336,223450.4559249878
TAG(52:5)_FA 18:0,46529.92367553711,39922.44291687012,28823.401779174805,34423.46203613281,23319.02157592773,55923.62356567383,43090.24266052246,32935.0821685791,30033.022048950195,27976.72177886963
TAG(52:5)_FA 18:1,22013.20188140869,21715.06153106689,19445.40135192871,18683.641227722168,16536.041275024414,33004.44218444824,19245.141189575195,21993.801696777344,19308.80139160156,18773.641326904297
TAG(52:5)_FA 18:2,46578.04348754883,58002.56410217285,69225.8448638916,63076.80500793457,32017.42237854004,51139.40380859375,42622.96299743652,48213.96298217773,54411.183685302734,38655.86224365234
TAG(52:5)_FA 20:0,23338.26161193848,21655.441696166992,19902.661415100098,19477.72138595581,18159.341217041016,31972.76260375977,22330.861709594727,21663.781295776367,18361.621269226074,16359.98104095459
TAG(52:5)_FA 20:4,94094.42657470705,128553.80865478516,108746.18676757812,135583.24835205078,77971.22491455078,125618.1890258789,90937.94732666016,109232.20733642578,134374.66760253906,113329.2882080078
TAG(52:6)_FA 16:0,46949.103515625,43812.04313659668,35191.12268066406,39771.66271972656,31541.242431640625,51753.863830566406,40573.762786865234,36302.14266967773,46080.462890625,38963.742767333984
TAG(52:6)_FA 16:1,44373.22253417969,37613.34275817871,33091.16256713867,37229.04261779785,30412.042053222656,54554.72338867188,36788.762634277344,37216.02305603027,35911.422607421875,34253.80218887329
TAG(52:6)_FA 18:0,29924.582244873047,29586.14233398437,22786.101806640625,26413.04211425781,22038.62159729004,33903.24234008789,24548.182083129883,22341.58158874512,27533.66192626953,24301.44174194336
TAG(52:6)_FA 18:1,47737.20263671875,42043.762634277344,31194.50260925293,34624.34230804443,22502.441535949707,58483.80349731445,43123.60321044922,35762.72206115723,29127.842239379883,34437.00233459473
TAG(52:6)_FA 18:2,29121.581573486328,31065.08184814453,25932.241989135742,27339.3219909668,18372.841194152832,37519.182861328125,28204.862197875977,27742.18211364746,25105.96174621582,24081.521911621094
TAG(52:6)_FA 20:0,43025.50246429443,45716.10371398926,50536.70352935791,33485.54260253906,40427.56327819824,54726.18363952637,37515.06217956543,32072.86208343506,31037.342544555664,31926.462120056152
TAG(52:6)_FA 20:4,84500.50622558594,98626.9072265625,83454.68634033203,93828.68658447266,64500.32495117188,89773.38586425781,76092.06561279297,90529.2861328125,89492.66613769531,82022.94641113281
TAG(54:0)_FA 16:0,54507.323822021484,51399.50347900391,39917.48251342773,45950.50296020508,34556.00274658203,61501.96423339844,39603.98303222656,36622.342056274414,53063.40310668945,41026.443115234375
TAG(54:0)_FA 16:1,49762.684020996094,47167.14421081543,46433.92272949219,42783.823303222656,31019.342483520508,46265.78330993652,52460.00380706787,35992.461975097656,46020.923011779785,38740.00245666504
TAG(54:0)_FA 18:0,278044.1193847656,261753.55908203125,205364.83447265625,213239.4345703125,162601.3515625,222229.39453125,202168.19287109372,206829.6357421875,243345.55737304688,221837.5563964844
TAG(54:0)_FA 18:1,45245.58296203613,37659.38269042969,33334.18228149414,39640.483139038086,31625.58218383789,44506.763122558594,33726.92250061035,30374.7820892334,37318.88275146485,37279.78251647949
TAG(54:0)_FA 18:2,27592.241981506348,26437.501976013184,21888.041595458984,22325.441619873047,19104.081413269043,33258.30227661133,26926.141983032227,18836.261207580566,22774.14160919189,20135.50154113769
TAG(54:0)_FA 20:0,138183.74951171875,165052.97265625,136239.88940429688,139148.2088623047,128262.0887451172,143687.56909179688,130520.7490234375,128619.74829101562,153941.33129882812,140357.5302734375
TAG(54:0)_FA 20:4,20421.5213508606,22586.861770629883,18812.961380004883,18512.34129333496,15918.921047210692,30286.622467041016,23723.78157043457,22021.36157989502,20030.98145294189,17745.28123474121
TAG(54:1)_FA 16:0,47217.12313842773,48625.023193359375,44977.32339477539,42659.42277526856,32150.461959838867,49761.5036315918,37292.20294189453,36711.36289978027,50466.60383605957,38827.40235900879
TAG(54:1)_FA 16:1,62215.184509277344,65490.6435546875,49440.863708496094,56205.083984375,41429.74264526367,70763.40509033203,45456.76315307617,45495.563415527344,66016.56477355957,52512.903411865234
TAG(54:1)_FA 18:0,213593.9735107422,182551.5137939453,200915.1956787109,249965.67462158203,114737.1685180664,311654.77935791016,194102.85546875,168981.93225097656,279281.77978515625,181422.1708984375
TAG(54:1)_FA 18:1,407368.4497070313,385332.3310546875,308246.3212890625,324549.86181640625,261524.5205078125,329084.0234375,298296.9194335937,303853.33935546875,366762.166015625,352011.083984375
TAG(54:1)_FA 18:2,52492.704040527344,53540.62371826172,44122.72326660156,45025.12350463867,39881.122802734375,57647.44366455078,45381.762939453125,43390.08270263672,47422.64373779297,47832.94372558594
TAG(54:1)_FA 20:0,108112.92868041992,99145.00567626952,100229.02499389648,137734.64874267578,73504.14639282227,167864.70916748047,114780.6470336914,104597.30834960938,141985.69146728516,94689.38702392578
TAG(54:1)_FA 20:4,22749.70147705078,19298.361282348636,17581.921447753906,18026.761405944824,14879.200904846191,35388.38258743286,20967.361541748047,22153.50154113769,17403.58095550537,15321.301124572754
TAG(54:2)_FA 16:0,47452.18338012695,48308.66384887695,55249.12413024902,49028.34327697754,33902.762451171875,61380.265045166016,41495.52339935303,38842.78291320801,47259.2229309082,42418.70301818848
TAG(54:2)_FA 16:1,45222.50305938721,48759.66395568848,49498.72360229492,44113.70344543457,31947.74208068848,46074.00286865234,38126.90225219727,34171.442962646484,52157.0436706543,39359.92265319824
TAG(54:2)_FA 18:0,350548.9871826172,348156.40393066406,397332.8887939453,469779.0932617188,206214.17602539065,502143.0733642578,342082.6280517578,320027.94091796875,524570.1981201172,326477.40393066406
TAG(54:2)_FA 18:1,238424.47680664065,198836.2542724609,216521.6539306641,280496.1036376953,124364.72985839844,334893.90283203125,226210.85467529297,193085.83624267575,311782.2824707031,219686.1563720703
TAG(54:2)_FA 18:2,340166.32373046875,387691.00634765625,315595.6826171875,306813.3408203125,292312.640625,335567.72509765625,287214.0405273437,304934.5615234375,338242.025390625,338522.50048828125
TAG(54:2)_FA 20:0,43549.06329345703,44738.80303955078,41925.802978515625,48035.20318603516,28370.242553710938,56485.34338378906,39770.90267944336,46068.86297607422,43339.66342163086,34206.242027282715
TAG(54:2)_FA 20:4,29751.10201263428,25031.341705322266,29081.82179260254,28236.72184753418,22038.921501159668,26845.282012939453,26133.56172180176,25431.18186950684,28865.06223297119,21244.661529541016
TAG(54:3)_FA 16:0,113043.10772705078,87472.20681762695,201763.7152099609,114827.0301513672,106182.66818237305,101800.08758544922,79847.20506286621,120291.16843414308,186989.65314483643,143982.11079406738
TAG(54:3)_FA 16:1,49301.28318786621,48425.80404663086,53793.083740234375,53207.20405578613,35459.302505493164,58209.72457885742,45183.84342956543,39162.68326568604,45550.34336090088,45527.94332885742
TAG(54:3)_FA 18:0,136032.35150146484,177162.11450195312,219491.8167724609,218263.9165649414,98749.1864013672,142159.48895263672,124142.48889160156,174943.01275634766,226354.39770507807,140637.0892944336
TAG(54:3)_FA 18:1,382198.9848632813,384015.1097412109,420050.767578125,538796.2427978516,236887.9942626953,539193.123046875,398221.4025878906,356805.22692871094,590274.8620605469,370625.580078125
TAG(54:3)_FA 18:2,195644.57373046875,204101.8359375,206659.55737304688,275367.1173095703,137210.70782470703,330797.7265625,209410.09497070312,186993.85095214844,253999.2169189453,200656.93627929688
TAG(54:3)_FA 20:0,23868.601470947266,23517.34185028076,23332.30195617676,21051.14183807373,16473.88092803955,38863.36276245117,21670.261878967285,22261.18147277832,20193.28131103516,17921.441375732422
TAG(54:3)_FA 20:4,85582.50537109375,86822.98657226562,77444.18530273438,80541.40551757812,69130.32507324219,92758.8663330078,76703.14526367188,76978.826171875,77704.22540283203,72962.5048828125
TAG(54:4)_FA 16:0,916609.7346191406,601453.1057128906,2082733.5821533203,895364.221862793,1005801.2534179688,697085.7416381836,622604.1403198242,1126607.6694335938,1739709.1236190796,1388914.760635376
TAG(54:4)_FA 16:1,113276.30871582033,83390.40521240234,212484.1562194824,108804.58752441406,103980.6266784668,103087.38746643066,87895.36636352539,121257.72845458984,179125.6703338623,138870.18963623047
TAG(54:4)_FA 18:0,181675.77362060547,186699.43548583984,280202.5997314453,223470.2172241211,154980.03198242188,164797.97247314453,135905.24827575684,232389.89947509769,333165.6428527832,225980.035736084
TAG(54:4)_FA 18:1,150137.9305419922,189504.59197998047,251928.3973388672,258726.49658203125,111867.10955810548,151365.13177490234,137902.3900756836,181518.7935180664,274707.56146240234,168291.67291259766
TAG(54:4)_FA 18:2,320879.2412109375,368180.6806640625,397280.14709472656,521576.94140625,244448.0174560547,528546.5354003906,363674.7624511719,367272.3674316406,483229.2902832031,348359.81091308594
TAG(54:4)_FA 20:0,27126.282356262207,22799.561897277832,29266.662216186523,19514.64143371582,13921.601070404053,39591.06329345703,26062.182106018063,20655.581504821777,35829.18310546875,25732.341796875
TAG(54:4)_FA 20:4,264484.2578125,314039.1787109375,249831.49658203125,283065.19921875,237505.7373046875,286349.8806152344,237999.39599609372,240867.67700195312,295954.18017578125,279112.12060546875
TAG(54:5)_FA 16:0,166401.99169921875,124842.34771728516,309130.8426513672,158241.1100769043,173405.3291015625,177548.65280151367,143375.68939208984,215489.03466033936,355459.06413269043,259659.8567047119
TAG(54:5)_FA 16:1,917854.4006347656,585212.7670898438,1991455.791381836,860736.5129394531,945055.489013672,703710.9702148438,607009.7640380859,1112212.2109222412,1679162.5775756836,1309375.7333374023
TAG(54:5)_FA 18:0,40385.82273101807,39991.98272705078,35904.38284301758,39241.68241119385,26847.92190170288,58223.28410339356,34793.76226043701,40871.70283508301,38742.02313232422,32161.922355651852
TAG(54:5)_FA 18:1,190443.8331298828,199325.892578125,288182.10510253906,220426.59698486328,155458.09173583984,170459.23095703125,147876.70935058594,232956.3745727539,356525.4869995117,240532.93701171875
TAG(54:5)_FA 18:2,130140.91003417967,190676.8510131836,226538.8326416016,255731.5748291016,110453.78979492188,155605.0128173828,136537.74786376953,187689.43450927731,231401.0723876953,151117.91259765625
TAG(54:5)_FA 20:0,33108.96250915527,30709.32204437256,20414.061096191406,24857.581741333008,17451.02131652832,45919.12310028076,30057.102256774902,27462.62189102173,19119.001216888428,21118.42147064209
TAG(54:5)_FA 20:4,274072.57763671875,274597.9561767578,303502.8582763672,455614.1752929688,190750.9696044922,468562.5863037109,313610.7205810547,278097.1580810547,394880.5711669922,272745.73876953125
