Lipid,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex
Lyso_PS(20:3) | PS (20:3),19326.3412399292,61891.78454589844,17282.18109512329,39712.94284057617,44104.88360595703,22307.701667785645,22304.54093170166,46543.82398986816,43513.18316650391
Lyso_PS(20:3) | PS (20:3)_2,22626.021423339844,58385.044021606445,17559.28109741211,38494.86248779297,40805.62298583984,22191.761489868164,18255.94122314453,49311.224029541016,46476.843185424805
Lyso_PS(20:4) | PS (20:4),20595.541549682617,57360.64376831055,14233.881088256836,28652.94187927246,33311.50271606445,23299.42190551757,16099.041164398192,40279.94253540039,36422.5422668457
Lyso_PS(20:4) | PS (20:4)_2,20244.161338806152,58521.54458618164,18861.60121536255,30006.46208190918,34174.6823425293,22559.901473999023,9024.160606384276,39108.68250274658,37333.86274719238
Lyso_PS(20:5) | PS (20:5),53817.763790130615,105577.1279296875,39880.123096466064,59555.48422241211,58458.364318847656,59290.44467163086,26863.94188690185,73986.92468261719,67697.34533691406
Lyso_PS(20:5) | PS (20:5)_2,55513.583892822266,100645.28698730467,31408.82249450684,59676.3837890625,62237.00427246094,61786.80438232422,31295.58213043213,75139.9652709961,61447.444580078125
Lyso_PS(21:0),26657.42193603516,90924.62615966795,21774.52130889893,54742.82385253906,64909.763916015625,22683.28150177002,17912.50141143799,77235.64570617676,72234.92599487305
Lyso_PS(22:0 | PS (22:0),57513.86380004883,149153.15155029297,44862.46336364746,81682.9058227539,110419.0869140625,47714.5632019043,42469.94303131104,107932.46807861328,90322.40637207033
Lyso_PS(22:0 | PS (22:0)_2,54903.24407958984,172109.39001464844,55921.70335388184,78971.7250366211,113563.34869384766,47877.70329284668,43225.842834472656,103659.58673095705,82815.08575439453
Lyso_PS(22:1) | PS (22:1),21675.54141235352,57579.72396850586,20441.701274871823,35805.04231262207,35946.10269165039,15132.981048583984,14471.14087677002,41395.40264892578,41688.38258361816
Lyso_PS(22:1) | PS (22:1)_2,23245.421676635742,57378.56503295898,21256.94152450561,34179.842361450195,38008.78268432617,15877.061122894287,16157.100929260254,43814.4627532959,41421.062927246094
Lyso_PS(22:2) | PS (22:2),27115.561767578125,66449.36477661133,22288.64160919189,43652.04325866699,53191.38427734375,22050.52180099488,24956.40176773072,52078.363830566406,48897.86357116699
Lyso_PS(22:2) | PS (22:2)_2,19505.78123474121,70862.08526611328,21103.421562194824,44471.583557128906,56415.00346374512,21836.541564941406,19746.26153182984,52852.50367736816,53005.14367675781
Lyso_PS(22:4) | PS (22:4),38141.58224487305,75608.64663696289,25375.68173217773,46928.06301879883,56045.32400512695,33751.30236816406,34120.54249572754,66779.46481323242,64020.20391845703
Lyso_PS(22:4) | PS (22:4)_2,29998.9623413086,74799.24548339844,24926.40165710449,51946.243255615234,58347.26440429688,32469.6821975708,26913.48194885254,63101.56451416016,61880.30419921875
Lyso_PS(22:6) | PS (22:6),41820.76330566406,97840.9271850586,29373.70195770264,62303.50341796875,105927.66784667967,37838.8429107666,22939.90170669556,82535.50540161133,71675.64501953125
Lyso_PS(22:6) | PS (22:6)_2,43811.74301147461,94435.12683105467,35205.08265686035,59629.14447021485,107330.64697265624,37993.6028137207,26037.902084350582,83750.86569213867,71117.80517578125
Lyso_Sphinganine-1-phosphocholine,203941.5712890625,172750.6117553711,175613.45043945312,194024.97369384769,170412.57446289062,189485.9306640625,178589.7117919922,186740.51306152344,172950.71350097656
Lyso_Sphingosine-1-phosphocholine,94008.5673828125,90738.86682128906,92334.54565429688,119596.1078491211,99931.30859375,94429.22619628906,100628.38635253906,110373.4071044922,96445.08605957033
O-(11-carboxyundecanoyl)carnitine,1731202.8771972656,1739311.9392089844,1918406.1040039065,1776006.7917480469,1649938.2678222656,1557884.4775390625,1581315.2109375,1745685.2873535156,1531372.3439941406
O-(13-carboxytridecanoyl)carnitine,2665642.423339844,2598514.3828125,2535346.2927246094,2475313.7912597656,2383176.061767578,2405194.053710937,2310353.83984375,2437745.028076172,2255850.57421875
O-(17-carboxyheptadecanoyl)carnitine,1898620.6997070312,2164544.181152344,1907903.1274414065,1809047.045410156,1838888.2495117188,1834931.7705078125,1755247.0849609375,1839317.6376953125,1711503.1088867188
O-arachidonoylcarnitine,1932781.3159179688,2044320.1259765625,1834919.6635742188,1870650.3305664065,1858463.8955078125,1829980.9995117188,1706509.4047851562,1883849.105224609,1763317.923828125
O-behenoylcarnitine,1184270.2881202698,1323492.815822601,1101060.8301696775,1107051.5848388672,1151729.6306381226,1116577.554206848,1044821.2492179872,1171594.4060668943,1056279.627861023
"O-oleoylcarnitine, Elaidic carnitine",2801788.6118164062,3094329.1772460938,2869263.9248046875,3327537.8647460938,3727183.805664064,2773002.709960937,2983881.759765625,3085034.6826171875,3306372.66015625
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",1680550.531982422,1683534.466796875,1588934.2338867188,1642177.7680664062,1534474.7985839844,1536914.521484375,1488814.3935546875,1608873.7958984375,1493512.0478515625
PC (30:0),105900.78839111328,105742.36575317384,170340.57301330566,129019.88667297363,106470.00909423828,129933.3910522461,116630.44833374023,152744.52752685547,125665.26805114746
PC (30:1),100131.08609008788,102176.80632019044,158191.79438781738,125479.73042297363,99094.60607910156,129784.9296722412,120120.7906036377,140426.02969360352,117434.88774108888
PC (30:2),99383.78677368164,106229.40826416016,168418.17153930664,123631.98880004884,96501.10516357422,126637.08709716795,112903.4891052246,138724.5475769043,122758.89114379884
PC (32:0),1022007.2694702148,998933.9606933594,3117817.8639831543,967606.019744873,941605.0653686523,2357660.930175781,1826688.9967956543,2127019.393737793,1778752.6961975098
PC (32:1),982136.6622314452,1045170.4931640624,3294692.1028442383,1057586.0389709473,950395.5458068848,2369130.5982055664,1634195.82131958,2098794.509277344,1805993.871673584
PC (32:2),1001608.1361694336,964986.6069335938,3214999.939819336,1057844.7817687988,917394.8801269532,2247709.628479004,1673276.2655944824,2173880.5497436523,1738790.2268066406
PC (32:3),961744.021850586,1002372.652770996,3072477.6345825195,1016463.386871338,941355.8466186523,2136391.2243652344,1661801.962524414,2049472.7799682613,1741005.318145752
PC (32:4),525916.8311767578,534027.8240356445,1743391.7229003906,760893.8249511719,664026.7261352539,1055484.4328308103,886550.6607055664,1430855.727874756,1192960.0970153809
PC (32:5),312935.3221130371,313115.3441772461,897555.8111877441,446878.0377807617,363187.6665649414,522274.98651123047,459197.47970581055,638474.694152832,572200.7554931641
PC (34:0),1334747.8936462402,1224335.9797973633,3852212.231262207,1412344.091003418,1390857.7197875977,2737615.950592041,1885339.1196289065,2348091.656524658,2019261.8479003904
PC (34:1),1396159.8264465332,1371552.6341552734,3690538.781036377,1381796.279296875,1401110.129699707,2770319.4630737305,1961131.831298828,2287324.1769104004,2050798.997528076
PC (34:2),1412241.9114990234,1434621.052307129,4183366.924682617,1461674.5265655518,1430529.9355163574,2994239.275909424,2154005.573913574,2465066.464263916,2000678.8881225584
PC (34:3),2212837.022460937,2136904.794555664,6288813.217102051,2238978.2575683594,2089924.302368164,4842006.84185791,3337816.443664551,4107918.184997559,3624979.509277344
PC (34:4),2156676.599182129,2105789.944213867,6125820.717834473,2239270.74029541,2108441.6021118164,5138659.023010254,3561297.6348571777,4238107.655456543,3610984.562927246
PC (34:5),1381279.5521240234,1521125.7707519531,4748156.144165039,1839137.1158447263,1636283.299194336,3162121.820678711,2388621.394226074,3547659.2666625977,2754064.3200683594
PC (34:6),1015678.5639343262,1075447.565246582,3260180.841369629,1144480.6765441897,1039331.022644043,2476337.464050293,1740922.983428955,2141706.8081359863,1981255.288360596
PC (36:0); PCp(38:6),487717.5406951904,520755.48318481445,1501081.071807861,565495.3728179932,551573.441619873,1073340.145980835,715040.3348693848,934419.0025177002,798936.8723144531
PC (36:0); PCp(38:6)_2,515433.6124267578,499082.0797729492,1467203.474472046,564009.5972595215,558790.9998779297,1098453.1669311523,755911.8649902344,934852.2697143556,826708.8567199707
PC (36:1),514542.4436950684,524037.9494934082,1558410.198638916,580421.2794952393,527341.399597168,1172225.6256256104,755884.35546875,967763.8065185548,774481.8807067871
PC (36:2),672171.686340332,677575.8850097656,1890692.8607177727,673722.9930114746,650016.4404907227,1438878.4006652832,996532.1138916016,1113131.5540771484,926464.28225708
PC (36:3),1534892.1795043943,1419661.1565551758,4288650.219177246,1343225.918395996,1289068.6963500977,3115201.568725586,2170907.823944092,2177423.71673584,1862500.7440795896
PC (36:4),2088473.3629760745,2037568.09375,5925515.791992188,2184723.6154174805,2144820.00479126,4308732.340698242,2812312.969940185,3681490.1226501465,3196106.7580566406
PC (36:5),1835644.8310546875,1758753.9612426758,5431139.847961426,2117078.837524414,1981715.0854187007,4083944.54486084,2594552.6103515625,3302031.971984864,2845746.782348633
PC (36:6),1514455.0162353516,1515136.3699951172,4269117.551086426,1679083.563415527,1643278.8785095215,3276899.757019043,2291955.067779541,2865296.9714660645,2462093.1835632324
PC (36:7),1540253.7851867676,1432013.2853393557,4133002.510467529,1586092.474761963,1588428.2809448242,3571650.7203063965,2287541.713821411,2744952.402496338,2356507.614074707
PC (36:8),1328760.4218139648,1401810.8900146484,4153762.8084869385,1428254.4309692385,1423884.5290222168,2906023.545349121,1991085.4551696773,2527840.515777588,2163156.180175781
PC (38:0),961997.10055542,692323.9741516113,1544220.5084533691,1540335.292541504,858190.6138305664,1371879.5652770996,936104.9093475342,1667425.286315918,1065123.1325378418
PC (38:1),921103.0446166992,758168.2310791016,1540768.4653625488,1526734.8310546875,882011.9263916016,1423933.5285949707,914287.1392822266,1748555.90234375,1102013.993988037
PC (38:2),1013753.8958129884,816662.5343017578,1690591.3887634275,1579069.3018798828,897935.2758789062,1551464.590057373,977349.3514404296,1735262.8902893066,1145337.6372680664
PC (38:3),1230750.2282104492,1066339.7164916992,2550043.2766418457,1944783.3080444336,1204400.215209961,1920608.8248901367,1345786.1668395996,2258879.8778686523,1488482.025390625
PC (38:4),1197282.5147705078,1106307.772125244,2688871.127319336,1882282.0358276367,1259628.8879699707,1972111.0270385745,1271784.3414916992,2180333.365081787,1525123.1832580566
PC (38:5),1161199.7526245115,1040244.238708496,2514339.6647338867,1791273.2988891602,1187661.6634521484,1840459.329040528,1253247.875579834,2066995.373535156,1544624.383728027
PC (38:6),1329026.1171569824,1096592.3419189453,3136485.163543701,1987675.758178711,1303691.910522461,2410972.672821045,1559145.194580078,2459125.271118164,1924574.073852539
PC (38:7),1241948.6104736328,1069392.1952514648,2644534.98046875,1908615.1712036133,1262968.332763672,2274356.069152832,1522532.044555664,2516891.8024902344,1701978.518005371
PC (38:8),1156137.2275390625,1009596.0447387696,2434330.098510742,1812139.113647461,1186555.0354614258,2089666.9063110352,1391616.5280456543,2350869.321411133,1609270.7653503418
PC (38:9),1123529.1834716797,905738.0805664062,2267927.247894287,1711167.0705871582,1081376.6384277344,1857659.9555664065,1244237.6931762695,2129772.312652588,1479556.658996582
PC (40:0),1448404.92578125,1222904.2131347656,1488455.0051269531,1432089.041015625,1387893.5847167969,1582781.1389160156,1412196.8814697266,1444050.828857422,1418034.682861328
PC (40:1),1452266.237548828,1244676.9318847656,1511477.6423339844,1492374.822265625,1412461.0703125,1633122.9645996094,1462032.466796875,1552190.3928222656,1433003.928955078
PC (40:10),1027946.158569336,766694.6724853516,1683945.4159851074,1588597.3434448242,956192.2734680176,1557999.5173950195,958850.7764892578,1828344.574249268,1241833.4076843262
PC (40:2),1279268.3020019531,1103519.4831542969,1436023.740234375,1379619.2543945312,1277553.9731445312,1444073.6162109375,1317454.6396484375,1454481.46484375,1338964.0627441406
PC (40:3),1240400.8415527344,1105497.292236328,1410619.938232422,1275827.8666992188,1262121.912109375,1419251.337890625,1219414.8254394531,1356977.994140625,1326434.49609375
PC (40:4),848982.7995605469,778181.5689697266,1168042.4727783203,1157312.3801269531,1033120.259765625,1081032.374633789,950275.2263183594,1241155.0922851562,1072188.1606445312
PC (40:5),387625.72805023193,370193.5038757324,786520.5244750977,500717.0267944336,408577.66415405273,710224.4737930298,442718.9234313965,667303.0416412354,505079.2373962402
PC (40:6),460299.0145874024,446873.098236084,1083875.3007354736,562043.6393737793,507747.7749633789,898211.360534668,589123.3134613037,776436.8652191162,652600.7422485352
PC (40:7),557978.7012023926,485296.1728210449,1273069.6962738037,576494.4826049805,575257.8496246338,1072353.8200683594,694386.656173706,934193.7870941162,829198.560798645
PC (40:8),691568.1838684082,664083.3470153809,1452812.238357544,912447.7685546876,761100.6529846191,1373985.9977111816,881063.5364074707,1276959.448059082,997355.1043395996
PC (40:9),1021380.1309814452,799959.0910949707,1772807.013305664,1621786.4715881348,939977.9172973632,1567999.7755126953,1004099.2340393066,1812571.5178833008,1201865.443786621
PC (42:0),582000.2416381836,479390.55627441406,520529.3158569336,402835.9885559082,438820.7575073242,577972.2818603516,545564.4717407227,411119.3937072754,453479.5969238281
PC (42:1),1325592.940673828,1113729.1340332031,1248765.830078125,1253101.9288330078,1327000.9045410156,1427023.9190673828,1306623.5635986328,1287468.8671875,1330715.654296875
PC (42:10),1440854.13671875,1249677.1325683594,1451271.1552734375,1407823.5073242188,1383108.8051757812,1542269.5522460938,1418976.9555664062,1421037.5119628906,1424112.4223632812
PC (42:11),1421910.8159179688,1238601.7521972656,1445798.673828125,1387356.2944335938,1330843.3618164062,1515794.0729980469,1397111.9274902344,1495301.727294922,1425890.895263672
PC (42:2),1393669.3264160156,1174518.5776367188,1312771.5986328125,1379796.3897705078,1397697.8166503906,1514512.1345214844,1392059.4216308594,1381845.8447265625,1355349.8618164062
PC (42:3),1368938.9949951172,1210809.7150878906,1290115.4558105469,1386319.586669922,1420944.4919433594,1478058.9360351562,1388212.5795898438,1321376.9831542969,1342641.4814453125
PC (42:4),1427933.2292480469,1222489.4826660156,1282135.3188476562,1367077.15234375,1454099.8212890625,1521322.8979492188,1389392.2724609375,1337972.76953125,1367366.096923828
PC (42:5),1418611.1184082031,1222547.242919922,1274619.7729492188,1386006.76171875,1405139.7072753906,1550687.0874023438,1406789.9045410156,1386547.58203125,1400052.1174316406
PC (42:6),1428668.1796875,1212852.8198242188,1363107.1560058594,1378144.5991210938,1383445.50390625,1592153.2060546875,1422065.9753417969,1457543.7177734375,1439143.065673828
PC (42:7),1493516.2739257812,1266471.0622558594,1566049.389892578,1487589.6599121094,1477148.1450195312,1666495.055419922,1481602.0871582031,1557059.0720214844,1574422.7915039062
PC (42:8),1478002.6484375,1277358.6215820312,1560647.2421875,1442708.116455078,1466663.9807128906,1700541.6362304688,1472248.3706054688,1534358.4768066406,1431874.0185546875
PC (42:9),1454149.5590820312,1253753.2271728516,1539959.4212646484,1457257.2387695312,1453568.250732422,1616484.1186523438,1473657.461669922,1529695.2902832031,1485733.4521484375
PC (44:0),48110.86358642578,41732.80313873291,46110.52394866943,41685.00266265869,37498.24298095703,50888.46403121948,44885.08349609375,49500.28255462647,42205.50341033936
PC (44:1),52104.00288391113,41677.1623916626,50933.02239227295,42276.1236076355,41909.7830657959,51940.46336364746,45810.604164123535,46116.922592163086,42730.22184371948
PC (44:10),114298.1075668335,94585.54804992676,118187.46895599364,96059.28789520264,89323.04524230957,135141.167842865,105637.54731750488,109311.6477355957,98530.7873687744
PC (44:12),327483.38595581055,262963.7820739746,294910.74390411377,271139.4140548706,274953.9784927368,309817.8291168213,289504.30432128906,274378.1179962158,279560.6388320923
PC (44:2),61940.66571044922,49070.88346481323,56769.74388122559,46375.16355133057,47396.98251342773,58098.00439453125,47602.16346740723,45569.32448959351,45159.9627532959
PC (44:3),62424.76456451416,52710.94362640381,65533.30489349365,55423.32423400879,55802.26294708252,69687.74429321289,56379.8431930542,63581.94469833374,50982.4832611084
PC (44:4),62274.384017944336,54518.96472930908,68848.32445526123,54009.66303634644,60286.58460998535,83022.92795944214,57676.24362945557,61378.14545440674,60072.88314437866
PC (44:5),83859.2661819458,70399.92528533936,83373.96768951416,70373.40377807617,69314.34380340576,104806.92765426636,73847.34627532959,72986.22403335571,75638.98731994629
PC (44:6),109251.24885559082,87994.00439453125,112958.10671234132,87268.10405731201,91502.60726928712,134380.98518371582,92132.36652374268,111865.04670715332,97956.58586883543
PC (44:7),109746.78755950928,89429.26718139648,110228.36604309082,93887.50660324097,96803.98780822754,127019.57167816162,96906.38692474364,97125.06790924072,98735.98741149902
