Lipid,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype__5xFAD___Brain_Region__cerebellum,Genotype__5xFAD___Brain_Region__cerebellum,Genotype__5xFAD___Brain_Region__cerebellum,Genotype__5xFAD___Brain_Region__cerebellum,Genotype__5xFAD___Brain_Region__cerebellum
TAG(50:1)_FA 18:0,299785.68408203125,307774.3803710937,263078.638671875,333819.4426269531,197198.1928710937,166514.1513671875,224755.15600585932,323374.6630859375,457339.9519042969,261214.7039794922
TAG(50:1)_FA 18:1,67729.30493164062,59656.00393676758,46185.36315917969,63490.925201416016,43414.76306152344,40434.902923583984,40783.52325439453,59214.5842590332,78435.16638183594,44180.46292114258
TAG(50:1)_FA 18:2,28454.36195373535,25467.981964111328,21051.2412109375,21943.66162109375,18106.10124206543,22614.46156311035,24117.301681518555,24044.14210510254,24743.241653442383,27980.701972961426
TAG(50:2)_FA 16:0,363779.62341308594,357810.0642089844,369138.14208984375,477444.94958496094,221784.29663085932,172658.37255859375,342745.8647460937,409741.2547607422,608998.8776855469,319614.4079589844
TAG(50:2)_FA 16:1,409876.685546875,404281.5087890625,347116.544921875,374746.328125,270193.85888671875,247693.09814453125,316526.6650390625,397640.2685546875,459176.93115234375,327186.2392578125
TAG(50:2)_FA 18:0,114335.4482421875,156521.9892578125,130366.3699951172,159370.87072753906,88347.72650146484,80413.74530029297,104234.16723632812,208500.95721435547,282303.1591796875,156989.7706298828
TAG(50:2)_FA 18:1,580547.1083984375,591752.5200195312,472559.25537109375,585494.2006835938,341880.3798828125,301515.60107421875,383542.50927734375,614147.8134765625,757714.509765625,443594.1516113281
TAG(50:2)_FA 18:2,61544.36508178711,71723.06457519531,52111.583557128906,69331.18472290039,52707.34420776367,39950.40316772461,46140.443267822266,66507.60446166992,82410.58554077148,64197.14477539063
TAG(50:3)_FA 16:0,174340.15270996094,208072.9353027344,220707.95361328125,232520.7972412109,126812.20959472656,142229.91015625,188419.7744140625,272466.1381835937,356950.7635498047,203853.7126464844
TAG(50:3)_FA 16:1,373991.7471923828,376919.701171875,373465.5672607422,491540.0616455078,228749.25415039065,181610.0334472656,365904.8640136719,445246.4265136719,613994.9097900391,337849.6416015625
TAG(50:3)_FA 18:0,75264.08477783203,86357.96563720703,75863.72619628906,79364.22534179688,55814.3236694336,62083.74456787109,69464.28466796875,104534.3875732422,117886.4097290039,76731.84558105469
TAG(50:3)_FA 18:1,184159.89404296875,238983.5977783203,190772.07421875,232195.4571533203,111334.8291015625,121857.16735839844,151510.78967285156,334075.0234375,393412.3090209961,220385.459350586
TAG(50:3)_FA 18:2,555770.7397460938,711192.6767578125,553127.5551757812,757489.873046875,516185.5791015625,375331.9252929688,460457.369140625,805367.716796875,916359.6079101562,704743.0830078125
TAG(50:4)_FA 16:0,43024.403060913086,44207.74383544922,42203.44282531738,42125.06366729736,26707.422119140625,30857.26205444336,41782.84298706055,59053.52478027344,68719.76513671875,43630.14311218262
TAG(50:4)_FA 16:1,191632.7734375,228848.99462890625,234190.03784179688,237596.294921875,131417.6885986328,144189.55041503906,200953.115234375,292996.841796875,374343.6456298828,219499.0162353516
TAG(50:4)_FA 18:0,27963.401985168457,26172.16195678711,25195.98176574707,20707.06164550781,20895.721534729004,20773.461250305176,19277.401596069336,24255.081665039062,27021.842376708984,21803.121452331543
TAG(50:4)_FA 18:1,108800.66821289062,118509.74829101562,103441.86785888672,105566.20770263672,71868.24548339844,82417.76586914062,92151.88671875,151031.4111328125,159598.31134033203,102107.32666015624
TAG(50:4)_FA 18:2,223954.45581054688,360618.6516113281,266631.0998535156,351159.18359375,188168.39379882807,166116.55224609375,204660.0166015625,482612.8481445313,561499.509765625,361069.9250488281
TAG(52:0)_FA 16:0,202138.99243164065,201194.2353515625,160031.63208007812,161335.3515625,136146.02978515625,131840.84936523438,153362.990234375,186818.81274414065,188566.31176757807,137839.72998046875
TAG(52:0)_FA 16:1,47144.3835144043,42595.623046875,35096.6823425293,36397.88262939453,31221.622344970703,30794.362060546875,37276.962463378906,33635.40240478516,41110.32292175293,30051.38232421875
TAG(52:0)_FA 18:0,431298.9487304688,412741.05322265625,338455.00634765625,337480.60400390625,251547.2592773437,257648.23779296875,313807.10009765625,369332.6884765625,394824.291015625,269337.87890625
TAG(52:0)_FA 18:1,76731.48498535156,70865.78466796875,51962.38342285156,60850.044189453125,48664.00347900391,47470.68264770508,53014.72332763672,55580.72430419922,67469.56469726562,52530.30389404297
TAG(52:0)_FA 18:2,28414.941970825195,26468.64175415039,25479.40196228028,20857.241569519043,19904.76141357422,19131.361541748047,24439.46171569824,23385.421951293945,27010.1619720459,27137.20171356201
TAG(52:0)_FA 20:0,80268.26489257812,92286.64581298828,75206.18518066406,85078.98559570312,76890.90454101562,55300.10382080078,64592.083984375,85180.62585449219,96619.16668701172,82099.68743896484
TAG(52:0)_FA 20:4,25453.14183807373,24570.72164916992,18610.9612197876,19395.621391296387,16056.100952148438,21653.78158569336,19028.9013671875,23796.261627197266,23541.54166412353,22806.2819480896
TAG(52:1)_FA 16:0,133847.36987304688,112646.82696533205,151174.88995361328,142396.57037353516,81189.62585449219,63200.82470703125,142693.31072998047,124938.96838378906,184139.95385742188,100097.42767333984
TAG(52:1)_FA 16:1,209399.43383789065,210765.11596679688,168494.81079101562,167897.1123046875,135542.689453125,130903.109375,154861.310546875,194672.3139648437,203974.57153320312,147450.35180664062
TAG(52:1)_FA 18:0,396015.9409179688,336507.0080566406,382526.3271484375,509767.4923095703,213105.615234375,191900.0340576172,407205.9455566406,422749.8937988281,619875.9046630859,311945.00744628906
TAG(52:1)_FA 18:1,644329.2099609375,631530.86328125,532379.8583984375,570810.9204101562,426939.6044921875,399756.2705078125,488014.93359375,586010.4052734375,674510.310546875,482779.837890625
TAG(52:1)_FA 18:2,64416.84490966797,66952.00457763672,57007.30416870117,59387.98455810547,55142.3236694336,48623.943603515625,56023.08441162109,64261.84490966797,68929.18395996094,68642.28527832031
TAG(52:1)_FA 20:4,22423.08162689209,20651.281494140625,18304.581283569336,17555.101104736328,14785.480880737305,19152.141456604004,21133.30142974853,19810.981517791748,20439.32172393799,21808.241584777832
TAG(52:1)_FA20:0,37267.98271179199,40907.58403015137,32345.68194580078,35814.522888183594,28195.601776123047,23787.5216217041,32419.04225158692,45162.22332763672,46155.862716674805,38694.38285064697
TAG(52:2)_FA 16:0,179617.01513671875,166286.19342041016,185158.014038086,226650.5942993164,113291.82861328124,105611.28771972656,198709.59185791016,205945.8344116211,286032.4420776367,156883.6519165039
TAG(52:2)_FA 16:1,132409.14916992188,114282.46862792967,143445.8311767578,159437.21112060547,85573.42645263672,66901.14416503906,153948.6909790039,131586.96893310547,197204.5731201172,105645.16696166992
TAG(52:2)_FA 18:0,145703.93090820312,175386.45483398438,208527.2354736328,190274.93280029297,90569.22692871094,116968.3681640625,222125.1954345703,289584.5568847656,341040.82049560547,178458.1939086914
TAG(52:2)_FA 18:1,569937.28125,504093.1254882813,564345.3569335938,751794.3227539062,313613.1652832031,262505.31689453125,529782.24609375,608442.6147460938,928351.4340820312,469863.4287109375
TAG(52:2)_FA 18:2,572832.7421875,653710.3525390625,552109.60546875,607948.05859375,500496.330078125,413770.5087890625,501985.35546875,625175.8251953125,667609.9228515625,575501.181640625
TAG(52:2)_FA 20:0,25363.041702270508,27821.94184112549,22367.701446533203,23021.44198989868,18293.321228027344,23568.70174407959,23331.481689453125,30480.061798095703,30960.86220550537,25148.662189483643
TAG(52:2)_FA 20:4,22558.18158340454,23783.84161376953,21200.64129638672,18451.241233825684,17358.02109527588,17667.061111450195,24556.78175354004,21322.721557617188,22354.02174377441,21030.54141998291
TAG(52:3)_FA 16:0,79175.1456451416,87166.30590820312,122336.79022216795,112680.52960205078,54715.80435180664,60344.40463256836,155057.45028686523,126759.92810058594,178067.57055664062,94759.86563110352
TAG(52:3)_FA 16:1,184094.25341796875,179435.6328125,196124.1151123047,236472.0557861328,113175.48797607422,104172.90728759766,201803.1149902344,220339.9775390625,314227.8832397461,167518.4901123047
TAG(52:3)_FA 18:0,38873.32235717773,40853.082748413086,49295.023864746094,44339.263122558594,27287.06186676025,32625.041915893555,51100.503662109375,58967.52412414551,78187.58596801758,45720.04315185547
TAG(52:3)_FA 18:1,212227.95678710932,249802.59765625,299627.7021484375,294033.3848876953,141420.4697265625,169898.4130859375,294195.06201171875,387302.7019042969,494051.0065917969,280396.19763183594
TAG(52:3)_FA 18:2,525458.7326660156,545050.9421386719,588633.2114257812,823178.6530761719,380297.4665527344,287421.8625488281,563651.1547851562,671240.2026367188,921601.7875976562,559505.1555175781
TAG(52:3)_FA 20:0,23566.5216217041,21542.98159790039,16068.661067962646,17313.8412399292,14751.941009521484,18279.781448364258,19337.521476745605,19197.18142700196,20923.44161605835,20198.301330566406
TAG(52:3)_FA 20:4,35528.102447509766,40021.122482299805,31396.262176513672,40782.92328643799,30431.5426940918,27346.882080078125,29621.58221435547,37424.26268005371,44662.202476501465,33112.30207824707
TAG(52:4)_FA 16:0,164342.49194335938,135038.56939697266,307872.60388183594,166524.41067504883,164323.99084472656,78474.90567016602,549125.703338623,123840.98956298828,222694.8548278809,141214.12963867188
TAG(52:4)_FA 16:1,80699.06634521484,87583.44622802734,124252.78881835938,106950.94647216795,61419.54443359375,65087.50338745117,156125.1701965332,129909.52764892578,177485.87326049805,101264.78692626952
TAG(52:4)_FA 18:0,24079.241790771484,21047.121475219727,20774.82160186768,20404.84117126465,16630.90104675293,18970.20126342773,18951.96128845215,19365.521446228027,27471.32191467285,20524.76125717163
TAG(52:4)_FA 18:1,42704.72282409668,44213.86280822754,64278.82415771485,51422.04405212402,32952.0622253418,38430.562927246094,57032.4436340332,73084.26432800293,93362.14643096924,57860.82322692871
TAG(52:4)_FA 18:2,240084.5576171875,323722.0458984375,342811.5217285156,374499.1022949219,207562.43481445312,201346.05444335932,345315.2463378906,483869.87353515625,542564.7507324219,359210.6267089844
TAG(52:4)_FA 20:0,18791.24129486084,19804.941345214844,16059.321235656738,15053.40104675293,14177.50119781494,17218.840953826904,14024.981090545654,16961.301277160645,17852.921279907227,19591.061210632324
TAG(52:4)_FA 20:4,223715.97290039065,265235.17822265625,222685.9189453125,306894.56103515625,207446.85668945312,139586.36877441406,198221.97521972656,295838.4631347656,351579.7080078125,261357.51818847656
TAG(52:5)_FA 16:0,37503.78302001953,34762.64291381836,32152.3018951416,34794.702407836914,27355.7416381836,27080.28207397461,40351.5025177002,32001.38190460205,42482.20335388184,27274.601760864258
TAG(52:5)_FA 16:1,180906.49243164065,137933.44903564453,315260.76263427734,163066.15185546875,160753.5908203125,82383.96646118164,540110.6781616211,118749.98782348631,220999.5780944824,136060.4884033203
TAG(52:5)_FA 18:0,46529.92367553711,39922.44291687012,28823.401779174805,34423.46203613281,23319.02157592773,33228.062507629395,38456.022705078125,35668.982345581055,42424.28294372559,24402.04190063477
TAG(52:5)_FA 18:1,22013.20188140869,21715.06153106689,19445.40135192871,18683.641227722168,16536.041275024414,18506.30143737793,19573.721366882324,22410.08154296875,26144.501823425293,19550.22142028809
TAG(52:5)_FA 18:2,46578.04348754883,58002.56410217285,69225.8448638916,63076.80500793457,32017.42237854004,40075.82275390625,59685.14489746094,85137.02587890625,90953.00497436523,70307.50379943848
TAG(52:5)_FA 20:0,23338.26161193848,21655.441696166992,19902.661415100098,19477.72138595581,18159.341217041016,18706.041381835938,20761.80142211914,21180.42140197754,19483.02166748047,18815.481300354004
TAG(52:5)_FA 20:4,94094.42657470705,128553.80865478516,108746.18676757812,135583.24835205078,77971.22491455078,72429.82501220703,93310.32788085938,177557.8316040039,199699.2930908203,137580.79028320312
TAG(52:6)_FA 16:0,46949.103515625,43812.04313659668,35191.12268066406,39771.66271972656,31541.242431640625,34613.622619628906,35844.32272338867,37967.72271728516,46687.743576049805,38670.282287597656
TAG(52:6)_FA 16:1,44373.22253417969,37613.34275817871,33091.16256713867,37229.04261779785,30412.042053222656,29270.162078857426,52345.1635131836,35477.32275390625,46970.12300872803,31317.12180328369
TAG(52:6)_FA 18:0,29924.582244873047,29586.14233398437,22786.101806640625,26413.04211425781,22038.62159729004,22232.22152709961,20874.36122131348,27414.64208984375,33153.02244567871,25360.70185089112
TAG(52:6)_FA 18:1,47737.20263671875,42043.762634277344,31194.50260925293,34624.34230804443,22502.441535949707,36258.722259521484,36974.78259277344,38372.88310241699,41077.403160095215,28615.701599121094
TAG(52:6)_FA 18:2,29121.581573486328,31065.08184814453,25932.241989135742,27339.3219909668,18372.841194152832,22787.721633911133,27659.842010498047,30155.642120361328,29363.4624710083,30695.821952819824
TAG(52:6)_FA 20:0,43025.50246429443,45716.10371398926,50536.70352935791,33485.54260253906,40427.56327819824,31353.181938171387,49751.163230896,39637.00298309326,39202.24296569824,37439.3627243042
TAG(52:6)_FA 20:4,84500.50622558594,98626.9072265625,83454.68634033203,93828.68658447266,64500.32495117188,71848.04479980469,81622.66564941406,122793.78894042967,124644.98889160156,93732.32678222656
TAG(54:0)_FA 16:0,54507.323822021484,51399.50347900391,39917.48251342773,45950.50296020508,34556.00274658203,34134.70217895508,40742.90267944336,54569.243896484375,65654.00405883789,37765.14279174805
TAG(54:0)_FA 16:1,49762.684020996094,47167.14421081543,46433.92272949219,42783.823303222656,31019.342483520508,30042.801712036133,43042.14343261719,40517.78338623047,61745.44554138184,43495.50299835205
TAG(54:0)_FA 18:0,278044.1193847656,261753.55908203125,205364.83447265625,213239.4345703125,162601.3515625,177298.45288085938,186806.41455078125,227620.27709960932,242566.87768554688,181379.5334472656
TAG(54:0)_FA 18:1,45245.58296203613,37659.38269042969,33334.18228149414,39640.483139038086,31625.58218383789,30969.58221435547,30521.782318115234,35149.402587890625,40180.00280761719,35123.56231689453
TAG(54:0)_FA 18:2,27592.241981506348,26437.501976013184,21888.041595458984,22325.441619873047,19104.081413269043,21072.22148132324,26136.80201721192,25551.90156555176,24955.56163787841,24102.281997680664
TAG(54:0)_FA 20:0,138183.74951171875,165052.97265625,136239.88940429688,139148.2088623047,128262.0887451172,110554.60864257812,121598.12915039062,137908.61010742188,153286.97021484375,138312.68920898438
TAG(54:0)_FA 20:4,20421.5213508606,22586.861770629883,18812.961380004883,18512.34129333496,15918.921047210692,18457.60147857666,20999.38131332397,22854.301834106445,23471.66170501709,29812.742027282715
TAG(54:1)_FA 16:0,47217.12313842773,48625.023193359375,44977.32339477539,42659.42277526856,32150.461959838867,29406.4821472168,51507.70324707031,44740.923248291016,62001.40434265137,40641.04220581055
TAG(54:1)_FA 16:1,62215.184509277344,65490.6435546875,49440.863708496094,56205.083984375,41429.74264526367,38819.56286621094,46587.7830657959,66922.40545654297,77501.36717224121,52021.68350219727
TAG(54:1)_FA 18:0,213593.9735107422,182551.5137939453,200915.1956787109,249965.67462158203,114737.1685180664,97823.34777832033,231285.55590820312,212974.497253418,310493.0641479492,151012.05108642578
TAG(54:1)_FA 18:1,407368.4497070313,385332.3310546875,308246.3212890625,324549.86181640625,261524.5205078125,241955.45703125,283473.17919921875,347088.02734375,357753.0241699219,273539.818359375
TAG(54:1)_FA 18:2,52492.704040527344,53540.62371826172,44122.72326660156,45025.12350463867,39881.122802734375,38146.80267333984,40877.742767333984,46868.802978515625,54127.78308105469,56412.7841796875
TAG(54:1)_FA 20:0,108112.92868041992,99145.00567626952,100229.02499389648,137734.64874267578,73504.14639282227,62300.60485839844,99823.20721435548,107180.00622558594,160311.41009521484,95047.98556518556
TAG(54:1)_FA 20:4,22749.70147705078,19298.36128234864,17581.921447753906,18026.761405944824,14879.200904846191,18482.70121383667,19013.881393432617,18160.30126953125,20758.08168411255,17713.121227264404
TAG(54:2)_FA 16:0,47452.18338012695,48308.66384887695,55249.12413024902,49028.34327697754,33902.762451171875,33177.02243041992,73954.64561462402,48342.40309143066,62093.22398376465,40674.68281555176
TAG(54:2)_FA 16:1,45222.50305938721,48759.66395568848,49498.72360229492,44113.70344543457,31947.74208068848,29596.62205505371,49325.66342163086,48629.56289672852,66026.3048248291,43045.56327819824
TAG(54:2)_FA 18:0,350548.9871826172,348156.40393066406,397332.8887939453,469779.0932617188,206214.17602539065,210004.9952392578,459804.7221679688,470556.4375,674040.2330322266,340124.36755371094
TAG(54:2)_FA 18:1,238424.47680664065,198836.2542724609,216521.6539306641,280496.1036376953,124364.72985839844,112767.58923339844,253571.07861328125,247936.77642822263,357948.6044921875,178295.67236328125
TAG(54:2)_FA 18:2,340166.32373046875,387691.00634765625,315595.6826171875,306813.3408203125,292312.640625,255024.6186523437,292699.28076171875,357968.48681640625,351455.28369140625,364701.20703125
TAG(54:2)_FA 20:0,43549.06329345703,44738.80303955078,41925.802978515625,48035.20318603516,28370.242553710938,31408.582611083984,47437.52374267578,55292.84405517578,60041.72340393066,44849.723693847656
TAG(54:2)_FA 20:4,29751.10201263428,25031.341705322266,29081.82179260254,28236.72184753418,22038.921501159668,20931.0016784668,30986.702102661133,21369.96165466309,30054.242027282715,27671.74216079712
TAG(54:3)_FA 16:0,113043.10772705078,87472.20681762695,201763.7152099609,114827.0301513672,106182.66818237305,54627.52362060547,404242.4279937744,70094.74424743652,126380.68746948242,89049.00573730469
TAG(54:3)_FA 16:1,49301.28318786621,48425.80404663086,53793.083740234375,53207.20405578613,35459.302505493164,34228.84228515625,76428.72459411621,48852.12344360352,67280.70524597168,41734.32327270508
TAG(54:3)_FA 18:0,136032.35150146484,177162.11450195312,219491.8167724609,218263.9165649414,98749.1864013672,112298.84716796876,358434.1884765625,336171.2258300781,403917.1469116211,196455.9310913086
TAG(54:3)_FA 18:1,382198.9848632813,384015.1097412109,420050.767578125,538796.2427978516,236887.9942626953,225743.53869628903,481447.7778320313,525973.859375,764655.1887207031,378746.38671875
TAG(54:3)_FA 18:2,195644.57373046875,204101.8359375,206659.55737304688,275367.1173095703,137210.70782470703,106452.587890625,237554.01916503903,254274.5,321766.8601074219,195786.7371826172
TAG(54:3)_FA 20:0,23868.601470947266,23517.34185028076,23332.30195617676,21051.14183807373,16473.88092803955,18143.56174468994,23273.42176818848,25759.481769561768,25941.74200439453,29031.28221511841
TAG(54:3)_FA 20:4,85582.50537109375,86822.98657226562,77444.18530273438,80541.40551757812,69130.32507324219,72205.50549316406,73220.92529296875,83912.04650878906,76818.34582519531,76957.60522460938
TAG(54:4)_FA 16:0,916609.7346191406,601453.1057128906,2082733.5821533203,895364.221862793,1005801.2534179688,335346.3248291016,4010678.230651856,390915.4860839844,1011546.701171875,692422.7406005859
TAG(54:4)_FA 16:1,113276.30871582033,83390.40521240234,212484.1562194824,108804.58752441406,103980.6266784668,53138.58377075195,407542.51150512695,67382.2647857666,124133.50675201416,77156.24423217773
TAG(54:4)_FA 18:0,181675.77362060547,186699.43548583984,280202.5997314453,223470.2172241211,154980.03198242188,102374.94732666016,537637.0939941406,252887.17706298828,356198.9856262207,173725.1727294922
TAG(54:4)_FA 18:1,150137.9305419922,189504.59197998047,251928.3973388672,258726.49658203125,111867.10955810548,126769.06909179688,378698.82287597656,367932.8642578125,474926.6879272461,234938.1005859375
TAG(54:4)_FA 18:2,320879.2412109375,368180.6806640625,397280.14709472656,521576.94140625,244448.0174560547,223972.03369140625,450741.7290039063,526170.7321777344,673923.7076416016,408952.1458740234
TAG(54:4)_FA 20:0,27126.282356262207,22799.561897277832,29266.662216186523,19514.64143371582,13921.601070404053,15536.681045532228,21183.30132293701,18205.80096817017,23067.821784973145,23889.02174758911
TAG(54:4)_FA 20:4,264484.2578125,314039.1787109375,249831.49658203125,283065.19921875,237505.7373046875,191478.61279296875,231398.6357421875,265750.42041015625,310028.6188964844,260150.71899414065
TAG(54:5)_FA 16:0,166401.99169921875,124842.34771728516,309130.8426513672,158241.1100769043,173405.3291015625,99436.3058166504,777511.4712677002,100488.44715881348,197321.91619873047,146969.1321105957
TAG(54:5)_FA 16:1,917854.4006347656,585212.7670898438,1991455.791381836,860736.5129394531,945055.489013672,346989.82275390625,4093728.986328125,387367.1691894531,934241.530456543,642110.3692626953
TAG(54:5)_FA 18:0,40385.82273101807,39991.98272705078,35904.38284301758,39241.68241119385,26847.92190170288,29186.681915283203,46408.48342895508,40432.0225982666,62268.625091552734,31134.30187988281
TAG(54:5)_FA 18:1,190443.8331298828,199325.892578125,288182.10510253906,220426.59698486328,155458.09173583984,107037.16821289062,563041.635925293,262088.5577392578,398693.1521606445,191962.25341796875
TAG(54:5)_FA 18:2,130140.91003417967,190676.8510131836,226538.8326416016,255731.5748291016,110453.78979492188,121952.18731689452,340834.74060058594,358481.86657714844,436885.49060058594,239804.1961669922
TAG(54:5)_FA 20:0,33108.96250915527,30709.32204437256,20414.061096191406,24857.581741333008,17451.02131652832,25673.0817565918,29495.021942138672,28460.2218170166,32752.162574768063,21103.7015953064
TAG(54:5)_FA 20:4,274072.57763671875,274597.9561767578,303502.8582763672,455614.1752929688,190750.9696044922,166313.2130126953,316185.943359375,350307.6477050781,516537.525390625,291113.5046386719
TAG(54:6)_FA 16:0,84559.54577636719,67260.68493652344,102573.22717285156,83408.42645263672,68039.22479248047,53933.303619384766,296144.90057373047,59221.96499633789,93962.50634765624,77277.12533569336
TAG(54:6)_FA 16:1,166254.71405029297,125601.16717529295,302039.01873779297,152928.01364135742,168759.18920898438,93093.14602661131,754508.2671508789,106781.16818237305,186840.0742492676,129435.43005371094
TAG(54:6)_FA 18:0,47762.48358154297,43617.14294433594,42573.662658691406,39381.24293518066,32887.60235595703,31629.042083740234,38157.42288208008,37336.04278564453,54100.0036315918,35937.38249206543
TAG(54:6)_FA 18:1,43030.822982788086,38222.64289855957,33418.14196777344,40792.90298461914,27276.861862182617,29881.64236450196,49271.56369018555,44384.14302062988,71218.94496154785,32504.362258911133
TAG(54:6)_FA 18:2,152908.0906982422,199179.1934814453,277585.99798583984,226899.53582763672,148988.3677368164,94492.9462890625,531193.8634033203,257601.27600097656,337374.12481689453,201142.8962402344
TAG(54:6)_FA 20:0,22371.661743164062,18746.7413482666,16587.121196746826,19011.94141769409,14736.321235656738,15827.201110839844,17721.18141937256,17540.101272583008,20273.76132965088,17761.681480407715
TAG(54:6)_FA 20:4,105782.18798828124,145529.07080078125,160596.17449951172,170687.47344970703,87913.3462524414,93110.12786865234,187204.33276367188,231786.63647460932,266709.53985595703,164503.47045898438
TAG(54:7)_FA 16:0,110251.46813964844,68855.74560546875,68465.10397338867,134906.68968200684,55951.464263916016,44664.723541259766,48500.10333251953,63887.80465698242,207703.93655395508,89890.76695251465
TAG(54:7)_FA 16:1,79292.30487060547,67078.74499511719,101250.76770019533,77748.7865600586,66229.80514526367,52795.98361206055,305645.7446594238,65426.60546875,92484.966796875,79189.94509887695
TAG(54:7)_FA 18:0,50313.44338989258,53158.48434448242,38860.542724609375,43133.46304321289,34208.662353515625,28722.44204711914,32730.58251953125,48088.843017578125,54809.08416748047,39649.78285217285
TAG(54:7)_FA 18:1,46827.60345458984,45307.88314819336,38740.76251220703,40795.52301025391,30968.22244262696,31592.462463378903,33079.302337646484,39157.20278930664,53456.52362060547,38102.36282348633
TAG(54:7)_FA 18:2,41548.24301147461,41200.58285522461,38835.90254211426,40737.00297546387,29943.242294311523,28893.822143554688,45649.5634765625,43500.50381469727,60120.16491699219,41991.72270202637
TAG(54:7)_FA 20:0,34673.58229827881,35289.6222076416,27185.92169189453,32194.262969970703,33431.16213226318,22768.621337890625,27145.761917114258,34665.66244506836,39712.24243164063,41124.88305664063
TAG(54:7)_FA 20:4,31691.44218444824,33553.162521362305,37066.92227172852,34642.02275085449,24550.80166625977,29571.06231689453,42165.04293823242,53831.76327514648,57031.52471923828,44413.66329956055
TAG(54:8)_FA 16:0,54229.58331298828,64140.40481567383,40014.80276489258,42620.02325439453,37148.96273803711,37812.342849731445,46929.36361694336,56787.4035949707,58941.764556884766,41902.94320678711
TAG(54:8)_FA 16:1,109455.28646850586,83328.6875,78196.56466674805,142044.63018798828,59796.48333740234,45481.78393554688,51704.32406616211,72859.34547424316,208941.73541259769,103024.24744415285
TAG(54:8)_FA 18:0,72218.32531738281,87378.04507446289,59679.24411010742,65748.26400756836,47535.783462524414,41737.90307617188,52158.24331665039,84189.3056640625,101340.0270690918,60922.92427062988
TAG(54:8)_FA 18:1,69490.04498291016,83720.7660522461,50674.46395874024,62121.42434692383,47008.9231262207,38945.842834472656,47144.743255615234,78770.3459777832,88779.0451965332,61091.66482543945
TAG(54:8)_FA 18:2,52956.603424072266,52857.68392944336,45452.243408203125,49694.78329467773,39113.56283569336,36963.76248168945,41269.12283325195,48020.38342285156,62858.26501464844,49774.423583984375
TAG(54:8)_FA 20:0,34830.20236206055,38503.042709350586,32419.62191772461,37432.44287109375,26453.12183380127,29368.162185668945,30008.38200378418,44236.84339904785,46494.34310913086,37361.92205810547
TAG(54:8)_FA 20:4,24271.58180999756,22590.8016204834,26265.321891784668,22474.48175048828,17273.781085968018,18145.62134552002,18871.221366882324,23611.70188522339,24270.241802215576,27846.84214019776
TAG(56:0)_FA 16:0,111057.42623901369,98907.00524902344,71191.96337890625,99047.2064819336,70087.36451721191,85976.42660522461,75441.52462768555,113484.66778564452,128957.78855895996,98889.02508544922
TAG(56:0)_FA 16:1,36293.22299194336,35375.04284667969,32843.402252197266,30993.70249938965,30659.36250305176,25519.54183959961,28234.701858520508,35275.142181396484,33327.92240905762,25425.061920166016
TAG(56:0)_FA 18:0,54166.94378662109,50276.0036315918,40320.022857666016,49998.883361816406,34512.602462768555,32951.882263183594,38176.68243408203,53888.0033569336,62407.66427612305,41238.502990722656
TAG(56:0)_FA 18:1,58174.26379394531,48436.42315673828,46325.44345855713,50284.00285339356,33449.04275512695,35791.0825881958,37764.6026763916,47111.4832611084,66597.00464630127,56078.04432678223
TAG(56:0)_FA 18:2,47805.92321777344,40896.42303466797,40878.0029296875,37601.54252624512,31260.22216796875,35782.662353515625,41608.76281738281,41967.8030090332,41197.882888793945,37848.72290039063
TAG(56:0)_FA 20:0,150378.9912109375,158771.77075195312,132432.30895996094,138908.14880371094,131954.31030273438,113959.46752929688,130814.20971679688,143283.22985839844,153925.27099609375,163745.4716796875
TAG(56:0)_FA 20:4,22176.36151123047,22566.94164276123,19837.861518859863,21994.761558532715,16952.221183776855,19450.40133666992,23548.201698303223,23547.221633911133,24760.641731262207,26266.821868896484
TAG(56:1)_FA 16:0,35423.882583618164,38011.12326049805,30286.502166748047,29099.781936645508,25557.841873168945,27263.08168029785,27778.18182373047,38074.00253295898,45890.14352416992,31426.48223876953
TAG(56:1)_FA 16:1,97273.4655456543,101944.48965454102,74004.72338867188,89379.14727783203,70923.9441986084,81062.30645751953,73865.2243347168,119241.96810913086,121769.94647216795,92598.48641967772
TAG(56:1)_FA 18:0,42270.14324951172,40813.74304199219,35239.76264953613,40713.78297424317,25465.20182800293,23440.66180419922,36441.802307128906,38756.28289794922,51946.743255615234,34143.90216064453
TAG(56:1)_FA 18:1,49473.4033203125,54365.88381958008,41354.00253295898,49581.223693847656,37487.083068847656,34091.12226867676,38149.22271728516,59136.7043762207,59829.46490478516,52945.88340759277
TAG(56:1)_FA 18:2,58226.92362213135,48432.16355895996,44238.14389038086,50671.40376281738,33035.72229766846,35070.12242126465,42021.88327026367,48528.12382507324,68273.90397644043,56623.80365753174
TAG(56:1)_FA 20:0,75355.6049194336,76665.00469970703,70587.72546386719,90020.66720581055,53752.92385864258,50678.983642578125,83216.3062133789,90751.86694335938,99578.02783203124,65641.70489501953
TAG(56:1)_FA 20:4,32275.461868286133,26680.482048034668,22598.361877441406,26571.762237548828,20646.22158050537,23468.661743164062,27228.22203063965,28280.042068481445,32626.082160949707,23450.86158752441
