Lipid,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype__WT___Brain_Region__cortex,Genotype__WT___Brain_Region__cortex,Genotype__WT___Brain_Region__cortex
PC (52:4),16801.56131362915,15473.741134643557,19324.46119689941,17191.161041259766,18289.92113494873,17653.621139526367,20848.901302337646
PCo(32:0),180031.06924438477,152206.39038085938,200288.1534729004,161307.6723022461,100903.54597473145,146594.51321411133,159424.16957092285
PCo(32:1),175131.03158569336,139767.39247131348,183323.4938964844,152715.6719970703,102293.32754516602,151826.92991638184,166624.13049316406
PCo(32:2),180421.23233032227,152209.8288269043,194070.6951904297,161614.3317718506,115222.14743041992,148333.69180297852,182568.5938110352
PCo(32:3),180990.5904846192,152726.61080932617,209032.0553894043,167793.30834960938,117158.80764770508,158095.20874023438,193576.3326416016
PCo(34:0),2512381.054992676,1684275.5963134766,2079834.748840332,1850262.1717834475,925146.2234191896,1852687.4654541016,2026725.0399475093
PCo(34:1),2424699.9609375,1781056.742340088,2237846.8154907227,1808637.394317627,949149.4002685548,1760912.4243774414,1925527.985534668
PCo(34:2),2415100.423309326,1815873.8934631348,2132268.049926758,1913336.0137939453,965100.720703125,1720773.7974243164,2050089.9269714355
PCo(34:3),2373998.294342041,1809445.2850952148,2100806.034057617,1894121.827758789,941089.487487793,1863451.4622192385,2106365.666183472
PCo(34:4),2297931.8426818848,1664233.131652832,2131507.031860352,1818190.4843139648,951606.2817382812,1918888.3306274407,1949466.5006713867
PCo(36:0),3418499.0379943848,2161833.488922119,2645915.936187744,2462118.151550293,1237980.8333740234,2492148.8572998047,2454141.2727661133
PCo(36:1),2922123.131347656,2063372.962463379,2633609.920288086,2148234.91506958,1082742.4115600586,2107732.0633239746,2182051.833251953
PCo(36:2),2987472.385864258,1846601.9887695312,2395228.3907470703,2027359.99194336,979597.9373779296,1973464.741882324,1972439.817138672
PCo(36:3),2966533.725463867,1896567.459228516,2343585.211853028,2124483.298095703,1006314.4498901368,2127347.2319335938,2073152.1543273928
PCo(36:4),2879814.360839844,1947617.4386901853,2283059.5422668457,2044444.649017334,1042670.462097168,2082454.4313354488,2155597.518081665
PCo(36:5),3008772.2197265625,1944331.5600585933,2304209.9884643555,1980585.3456420896,1041972.3598632812,2007265.2786254885,2083047.4833374023
PCo(38:0),2423118.5869140625,1567716.400543213,2532672.0974121094,1855761.997131348,1130090.7080078125,1718077.7846069336,2034206.260925293
PCo(38:1),2132342.216369629,1427981.4772644043,2404910.6873168945,1624193.4115600586,1016897.5207824708,1664056.4118652344,1866785.2911376955
PCo(38:2),1834167.2466430664,1225979.0877685547,2070711.482788086,1486543.807800293,973374.471496582,1451372.8125,1619342.3543701172
PCo(38:3),1718749.4723510742,1127712.3189697266,2027332.668548584,1371195.6041870115,875554.6360778809,1269032.7553710938,1541816.594696045
PCo(38:4),1376705.1029663086,888478.8469543457,1599822.6741333008,1034344.1995239258,610657.1733703613,1043193.0126953124,1247938.2658081057
PCo(38:5),1117043.4967346191,757227.3271484375,947104.5789794922,749802.6119384766,410612.0666809082,880924.3504638672,840430.8486633301
PCo(38:6),1088028.2368164062,765115.6568756104,960636.0141601562,785654.9921875,412889.6215820313,836501.2221984863,832823.8825683594
PCo(40:0),1060389.208557129,706337.0464782715,951031.9224090576,759739.8024139404,449037.5914611816,822242.0530700684,863831.1792755127
PCo(40:1),1302082.504821777,900436.4086303711,1229049.9028930664,1039698.0273132324,616535.3564147949,1027143.005645752,1154353.062286377
PCo(40:2),1549543.1248168943,1026619.1709594728,1819762.8397827148,1187906.7598571775,913257.0162963868,1242013.5863952637,1439969.0927734375
PCo(40:3),1495715.9380493164,949525.6796264648,1865568.9218139648,1153195.9197387695,919181.7241210938,1253525.4562072754,1385411.6895446775
PCo(40:4),1413373.593902588,895995.3814086914,1784929.9172973633,1135340.6091918943,867473.6683959961,1150633.4737854004,1361350.747009277
PCo(40:5),1408980.9924316406,882478.4547729492,1673373.504852295,1020878.237854004,846955.3981018066,1139552.556274414,1314595.5085754397
PCo(40:6),1363894.6295166016,895879.5790710449,1632110.1875,1056230.9601745603,835889.0125732422,1148600.1209716797,1247627.129852295
PCo(42:0),1675267.1291503906,1466834.4895019531,1541640.1850585938,1535099.483642578,1542779.884765625,1848805.5710449216,1681604.3107910156
PCo(42:1),1712545.4946289062,1542753.354736328,1582881.2551269531,1516432.6088867188,1587381.870361328,1824431.748046875,1678872.1479492188
PCo(42:2),1628269.0185546875,1457579.7451171875,1548231.3319091797,1507988.193359375,1506876.7697753906,1734691.7124023438,1612398.7475585938
PCo(42:3),1528999.2463378906,1384534.1784667969,1459381.9521484375,1429180.434326172,1498243.858642578,1724539.6611328125,1635620.6096191406
PCo(42:4),1541801.9792480469,1457798.260986328,1455329.135986328,1435303.266357422,1465832.751953125,1678405.2131347656,1581705.375732422
PCo(42:6),1584846.8381347656,1388937.4162597656,1471621.813232422,1380478.6467285156,1443938.6794433594,1649620.0441894531,1565315.9934082031
PCo(44:3),135674.74878692627,106694.48529052734,110641.22750091551,95810.10427093506,117998.84720611572,121635.7879638672,123535.90773010254
PCo(44:4),190330.6308517456,148388.48838043213,136451.74855041504,129631.50717163086,156022.38800048828,171675.8334197998,157875.05178833008
PCo(44:5),339048.72287750244,289175.90043640137,275047.16063690186,271336.6950073242,279793.16145324707,307773.6043395996,324050.0294113159
PCp(32:4),2373913.82220459,1728775.3468017578,2198740.8971557617,1781424.7129821775,915933.8500366212,1740186.4307861328,1963846.80065918
PCp(36:5),2937016.8669433594,2011252.230102539,2392728.1738586426,1946440.8273010247,1023662.5672912598,2039162.4931640625,1986399.4479675293
PCp(40:6),1372948.1377563477,956810.8000793456,1680429.0963745115,1112634.245880127,860530.7993164062,1108438.1222229004,1318561.2338256836
PCp(42:4),1533847.0991210938,1368881.6628417969,1454482.2280273438,1422868.1499023438,1435915.7016601562,1643876.397705078,1563865.328125
PCp(42:6),1610477.0856933594,1415721.0234375,1478430.9235839844,1399001.5021972656,1504250.2575683594,1695483.2680664062,1652013.1081542969
PE (14:0),55089.68408203125,50058.88345336914,53588.10336303711,47049.58380126953,56239.40451049805,56879.36428833008,55542.484375
PE (14:1),428989.7704467773,455905.6383666992,434846.4680175781,394968.7901611328,437058.9523925781,452286.5618896485,459582.34576416016
PE (16:0),1541.3600997924805,2554.500217437744,159681.5528564453,152790.07217407227,1574.5601119995115,1472.780101776123,170159.0330810547
PE (16:1),1583.0001068115234,13324.841068267822,73120.3249206543,72900.10473632812,1536.14009475708,1834.9201278686523,75661.92510986328
PE (18:0),88458.1862487793,72088.46484375,70295.78509521484,48671.44299316406,61579.003662109375,75411.68606567383,52595.80380249024
PE (18:1),83300.82604980469,102054.4871826172,68568.98440551758,50490.863830566406,77750.7451171875,80942.9052734375,62663.42443847656
PE (18:2),64135.42388916016,54900.9440612793,60243.024841308594,45237.82321166992,55644.24328613281,59983.88470458984,59692.5041809082
PE (18:3),105743.36730957033,80785.76666259766,81566.64590454102,70801.22528076172,97576.60748291016,101130.60919189452,83026.2861328125
PE (18:4),106586.30676269533,56710.06466674805,53976.02392578125,289116.10205078125,82343.32641601562,201368.0524902344,90063.30700683594
PE (20:0),89452.72637939453,76720.20515441895,11026.780757904053,42825.66256713867,84132.3056640625,82458.14520263672,1467.8600997924805
PE (20:1),93449.9267578125,88451.58819580078,17884.74133682251,66145.84406661987,97648.90649414062,81073.38589477539,1671.5801162719729
PE (20:2),1058877.8696289062,427601.5686035156,15992.001029968262,862882.4614868164,1229224.732055664,559597.3794555664,3073.3002395629883
PE (20:3),111212.06979370116,106551.4676208496,8761.820629119873,54822.48443603516,104227.80764770508,123653.10845947266,37117.30270385742
PE (20:4),141954.94946289062,149656.71026611328,13034.860927581787,65382.88494873047,108318.18682861328,124984.84832763672,60827.88363647461
PE (20:5),766387.890625,808335.1220703125,6856.860374450684,517818.48046875,732233.171875,797132.337890625,488420.8327636719
PE (21:0),71936.76487731934,52618.30401611328,48400.8440246582,33280.86215591431,66939.78466796875,54074.68392944336,41492.24278259277
PE (22:0),103262.44853973389,76560.904296875,124682.88914489746,77454.44485473633,97243.7667541504,86593.72424316406,95294.826171875
PE (22:1),50078.76351928711,41291.58264160156,41027.40344238281,28869.242294311523,42943.62309265137,44281.82321166992,35150.7420501709
PE (22:2),63866.5442199707,61593.16485595703,49328.60350036621,38353.722076416016,59091.943115234375,54639.383361816406,43848.58335876465
PE (22:4),106663.08813476562,124402.06964111328,83872.38482666016,52682.103424072266,81566.86633300781,90041.14682006836,77859.36608886719
PE (22:6),301700.5222167969,376023.3092041016,234335.13537597656,120444.12951660156,185382.71411132807,286685.2371826172,228603.2176513672
PE (24:0),53984.46353149414,41487.80288696289,42142.00288391113,34270.202713012695,43682.74295043945,47011.8235168457,39657.622955322266
PE (26:0),99691.30505371094,90217.5848388672,86056.16514587402,73639.34536743164,102250.0480041504,102479.26773071288,90652.58596801758
PE (26:1),123800.38818359376,117162.12841796876,111599.30712890624,103805.26733398438,114092.00830078124,116429.5284423828,106477.78747558594
PE (28:0),61329.444244384766,49668.96362304688,49702.66401672363,39453.22297668457,47399.24353027344,54577.263916015625,37197.56253051758
PE (28:1),50996.76333618164,44288.48342895508,42361.66311645508,32579.0623626709,42022.8828125,44667.483642578125,36677.30233764648
PE (28:2),140547.0692138672,135746.05029296875,113798.00646972656,110710.66857910156,131533.51000976562,139715.01049804688,117034.18994140624
PE (30:0),88238.826171875,79048.08557128906,92805.20642089844,72541.68469238281,83967.88562011719,91275.20666503906,67820.20471191406
PE (30:1),60172.40396118164,54344.68453979492,55477.243255615234,57366.885009765625,91577.96685791016,54101.08386230469,50869.00341796875
PE (30:2),56308.68371582031,47996.26393890381,41383.36305236816,35995.8224029541,47098.9033203125,51479.28369140625,40668.88250732422
PE (30:3),58744.84448242188,45057.38333129883,53277.36395263672,39840.9822845459,58273.96307373047,54835.063415527344,40085.26266479492
PE (30:4),52413.82327270508,40303.98318481445,41801.443115234375,38189.7430267334,51100.60339355469,44105.40307617188,34649.60223388672
PE (32:0),244499.41925048828,216466.9794921875,227054.33221435547,172130.13214111328,218742.9595336914,256683.47790527344,166001.01239013672
PE (32:1),60885.50378417969,50180.5231628418,62630.44393920898,41673.96339416504,51087.24368286133,55252.40426635742,47707.06365966797
PE (32:2),92820.2866821289,82056.72619628906,91664.78536987305,79552.52615356445,79047.24588012695,79976.52563476562,78920.48678588867
PE (32:3),180806.95275878903,185133.37530517572,187362.59118652344,149138.2308807373,139020.3292236328,166798.53131103516,160632.61221313477
PE (32:4),80647.6462097168,72167.986328125,65082.26544189453,69488.46559143066,106436.44775390624,74772.28591918945,65055.44409179688
PE (32:5),73927.42517089844,64276.20446777344,70940.92529296875,57212.36395263672,64396.98461914063,62990.60443115234,54692.684143066406
PE (34:1),274734.0186767578,211544.1736450196,365012.7864990234,184711.49322509769,154230.693359375,242169.9748535156,244517.97619628903
PE (34:2),83776.94680786133,64081.964263916016,97770.3076171875,63147.884216308594,67467.1044921875,75603.24560546875,69868.2458190918
PE (34:3),66555.00463867188,56023.364196777344,50760.16403198242,48529.06311035156,50764.58346557617,59615.02346801758,47756.18338012695
PE (34:4),55567.44445800781,45379.52346801758,42499.40270996094,38752.86239624024,48044.86331176758,50860.0033569336,40208.74313354492
PE (34:5),124391.1098022461,101024.74618530272,78414.92559814453,74101.2847290039,84947.0259399414,107643.1879272461,75418.52438354492
PE (34:6),74780.2857055664,61457.543884277344,63138.96417236328,52197.62384033203,56699.82434082031,60115.024658203125,49331.30387878418
PE (36:0),206373.65618896484,132945.00997924805,185379.63247680664,130815.3285522461,118246.54736328124,176698.75421142578,149607.1118774414
PE (36:1),314689.60345458984,264106.02337646484,403051.85009765625,226926.11395263672,218164.35205078125,328929.4031982422,297385.28314208984
PE (36:3),111959.9878540039,98921.3275756836,116180.44973754884,76930.44589233398,80088.82482910156,95504.64611816406,101700.72857666016
PE (36:4),278199.33880615234,197238.79290771484,288006.28106689453,187002.9920654297,152470.03186035156,241550.47564697263,219764.837890625
PE (36:5),78252.62469482422,67601.16442871094,67767.5244140625,53577.14404296875,61410.48400878906,68776.26470947266,60447.3039855957
PE (36:6),77793.68518066406,60141.02453613281,55471.28384399414,52593.32374572754,58793.9638671875,67271.98522949219,53454.98352050781
PE (36:7),59515.88366699219,50492.40365600586,52240.1032409668,44729.54312133789,46432.063385009766,55251.98394775391,46287.52349853516
PE (36:8),96517.408203125,84208.52520751953,95941.20663452148,76875.08605957031,80920.4859008789,89937.98669433594,75941.78555297852
PE (38:0),262306.2798461914,174315.65057373047,214216.5955810547,168119.25256347656,129761.2289428711,242607.4946899414,209017.1356811524
PE (38:0)_2,278558.69885253906,181098.83184814453,205195.55017089844,172629.5323486328,129204.46966552734,237365.8583984375,197329.95361328125
PE (38:1),138464.55053710938,105895.30786132812,138117.92803955078,96305.3856201172,92108.32611083984,143178.7108154297,113219.34753417967
PE (38:2),100242.58819580078,91422.28692626952,101125.3657836914,71535.62490844727,82006.00598144531,97908.30755615234,88503.38665771484
PE (38:3),274412.50341796875,191857.15368652344,267357.10205078125,174310.86975097656,141843.2300415039,225172.31842041016,224891.23858642572
PE (38:5),379571.1047973633,263377.4570922852,402690.8424682617,270807.56213378906,247667.33850097656,351137.78326416016,341453.66387939453
PE (38:6),992508.4794921876,607292.7166748047,887661.8643188477,591610.7357788086,394748.89349365234,812677.4947509766,737133.0584106445
PE (38:7),496837.0963745117,353105.70556640625,643243.8280029297,368436.4611816406,448657.7229614258,428626.08984375,534994.2560424805
PE (38:8),103691.0263671875,84146.30548095703,95686.14617919922,74504.38513183594,86028.88543701172,99728.26611328124,75118.48553466797
PE (38:9),97380.68737792967,93708.4868774414,91585.3666381836,70014.5249633789,87587.40612792969,90469.0062866211,78527.345703125
PE (40:0) | PEp (42:6),800198.1977539062,713660.6779785156,558756.7760620117,562627.7478637695,773127.8358154297,866622.1533203125,613230.7310180664
PE (40:0) | PEp (42:6)_2,719276.8778076172,639406.1754150391,547221.0676879883,505161.4763183594,724214.4650878906,777254.9626464844,588412.1475830078
PE (40:1),72810.76477050781,64397.40447998047,60178.70407104492,51317.162994384766,58242.06384277344,65968.48486328125,50532.14340209961
PE (40:10),162900.990234375,96610.82611083984,169137.81268310547,97040.64611816406,140631.26953125,121859.42785644533,120207.80688476562
PE (40:2),141695.30920410156,118208.70935058594,138472.5887451172,72104.26544189453,94437.1671142578,115422.14947509766,95128.44677734376
PE (40:3),113235.48876953124,90775.72637939452,94619.54638671876,74415.4457397461,78103.80596923828,92991.6860961914,82066.52612304688
PE (40:4),369221.6298828125,249479.6967773437,320296.03759765625,218520.576538086,166557.65283203125,287013.3419189453,274893.4588623047
PE (40:5),437240.2690429688,273071.9189453125,396678.18713378906,253974.4393310547,197005.73321533203,348541.12451171875,335866.7429199219
PE (40:7),316690.32373046875,229236.8599853516,285049.1793823242,191215.71466064453,170593.48974609375,289568.5792236328,262864.318359375
PE (40:8),101895.8275756836,84553.90563964844,91674.18566894533,77233.66564941406,99558.12707519533,94253.70654296876,85259.0658569336
PE (40:9),89511.40588378906,70852.90533447266,69128.96514892578,62451.46432495117,75348.4458618164,72730.40496826172,64214.04498291016
PE (42:0),76234.0650024414,59089.56427001953,59094.36462402344,43964.6828918457,56539.02423095703,58189.08471679688,46664.32345581055
PE (42:1),80123.86584472656,71070.84484863281,92693.48788452148,57040.12448120117,78242.1460571289,78728.10552978516,78220.14559936523
PE (42:10),120221.0078125,91929.2056274414,105109.4891357422,69129.1851196289,103207.06707763672,107352.72802734376,86554.72564697266
PE (42:11),336079.50744628906,274845.4053955078,231877.8159790039,239085.26123046875,282842.1987915039,295777.7412109375,267561.0255432129
PE (42:2),110175.44714355467,86668.9058227539,127458.84686279295,65980.20532226562,111901.90783691406,105577.4678955078,93198.76635742188
