Lipid,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon
"Cer(d14:2(4E,6E)/20:1(11Z))",39970.34275054932,46237.92321777344,42028.843044281006,46920.56356430054,46365.96300125122,36962.0428314209,42009.102840423584,35934.16244888306,46154.92319107056,45940.5627746582,40110.34262466431,41194.082916259766,42002.68292236328,34950.58248901367,45720.88299179077
"Cer(d14:2(4E,6E)/22:1(13Z)(2OH))",801460.8133850098,711966.7505493164,610751.699596405,602502.0379333496,620138.5299377441,580191.3209991455,671283.4963188171,825867.1023635864,666556.0680007935,688809.2840270996,832109.2857513428,594778.1061706543,587652.1475830078,628109.6446151733,781338.4214324951
"Cer(d14:2(4E,6E)/24:0(2OH))",126944.5873184204,130536.80955505373,108461.3470954895,128125.5679473877,130636.9496498108,112089.08768463136,136392.7901649475,117835.48852539062,133314.73202514648,132916.58863830566,140165.5313796997,113940.36684799194,117472.408744812,105293.2068901062,141184.82913208008
"Cer(d16:2(4E,6E)/22:1(13Z)(2OH))",660388.5580444336,614847.6120605469,514617.9124145508,509987.1778259277,503404.5989379883,494670.7143554688,532292.3584594727,703883.7639770508,549434.6729736328,572129.3027954102,669993.2951049805,517497.0614318848,500433.3950805664,545798.8641357422,619767.520324707
"Cer(d16:2(4E,6E)/24:0(2OH))",152708.03100585938,142184.78930664062,141723.1703491211,144627.31127929688,142645.58950805664,133046.96920776367,142850.1102294922,139150.44946289062,149202.49026489258,142789.84912109375,150103.8106689453,137532.40991210938,139065.60968017578,131549.90896606445,149615.56964111328
Cer(d18:0/14:0),76590.40516662598,69678.10508728027,68727.40532684326,72753.74540710449,72194.92471313477,66011.90441894531,65718.24452972412,63055.4044342041,71597.4246673584,75585.72505187988,67996.16540527344,63526.28448486328,64700.82482147217,67962.92486572266,67672.00479125977
Cer(d18:0/16:0(2OH)),154726.37161254883,153011.21069335938,127287.80834960938,149797.71005249023,152874.5906982422,161880.13189697266,161353.7706604004,122628.80828857422,154019.81134033203,171576.25219726562,165317.25094604492,141773.06951904297,141531.23001098633,137383.86883544922,137606.88946533203
Cer(d18:0/16:0),118692.06811523438,113375.0082397461,110499.50741577148,109609.50817871094,114675.30766296388,107880.2878112793,112117.84796142578,100094.02682495116,114807.12731933594,119714.32794189452,107024.56784057616,106206.4084777832,107434.6078338623,109708.40719604492,102810.2278137207
Cer(d18:0/18:0(2OH)),130583.3279876709,121464.8078918457,104212.64819335938,122910.10862731934,161638.29013061523,118237.508102417,131247.60917663574,109518.74835205078,124009.58905029295,135284.02868652344,124648.80946350098,123302.81030273438,155196.55114746094,113348.38793945312,107603.967086792
Cer(d18:0/18:0),149210.90942382812,157739.89166259766,132191.7696533203,140803.89176940918,181541.2541656494,136283.30877685547,147970.37173461914,135386.96923828125,149866.86961364746,169939.79206848145,142915.3690185547,141122.8302307129,176109.0739440918,142564.34927368164,136266.6486968994
Cer(d18:0/20:0(2OH)),200653.45449829104,202125.3351135254,162531.37170410156,188047.39164733887,218093.05740356445,190188.01220703125,189347.37405395508,158721.9917602539,179042.31350708008,209022.03158569336,175718.0521850586,171630.59329223633,202696.79278564453,188027.59396362305,166497.03149414062
Cer(d18:0/20:0),134113.38821411133,132555.86972045898,108238.1477355957,120012.84866333008,140808.33010864258,118345.74819946288,125828.38876342772,109028.2276916504,121279.4480895996,147107.85131835938,123406.50936889648,113017.04803466795,136542.16931152344,130466.98989868164,112574.00775146484
Cer(d18:0/22:0(2OH)),2519364.7571411133,2399728.389160156,2281492.40814209,2208841.9205932617,2147129.334777832,2171286.031738281,2138940.8828125,3300346.4752197266,2288377.225036621,2502356.308288574,3017023.4556274414,1987975.8001098635,2053075.6171875,2232318.895568848,2262947.1845092773
Cer(d18:0/22:0),182697.05377197263,181953.27249145508,149522.72943115234,165527.31121826172,202511.11181640625,178534.01141357422,178499.39318847656,149867.6692199707,165498.09057617188,185307.2530822754,158184.9312133789,164326.61096191406,191777.2720336914,160124.87182617188,153924.45114135742
Cer(d18:0/24:0),2625003.172973633,2515717.0775146484,2448334.5513916016,2309902.7052612305,2276263.2356567383,2299914.916625977,2261162.507446289,3448934.1716308594,2445793.439575196,2662189.094848633,3124762.6466674805,2079665.658874512,2164630.489074707,2318535.864135742,2353423.262878418
Cer(d18:0/26:0),722315.9315795898,1020465.2311401368,1062271.7876586914,1052177.0668945312,1127448.4967041016,1189078.7384643557,937566.7385253906,1137546.8623046875,971922.7466430664,1013473.3427734376,927567.8104858398,1165005.7176513672,1281252.9827270508,1235553.405090332,575032.2446899414
Cer(d18:0/h24:0),290313.6188659668,286536.63830566406,240838.17547607425,268821.9165649414,292428.5201416016,261093.8587341309,274027.75885009766,244643.45587158203,269886.12127685547,291022.99853515625,270901.9809875488,259111.43646240237,264787.05795288086,240514.99765014648,262429.3205566406
Cer(d18:0/h26:0),714557.6403198242,1025713.672607422,1040264.00390625,1050206.1356811523,1148458.9782104492,1131940.214416504,922139.064086914,1123480.5798339844,969636.9716796876,1001891.4942932128,898880.4644775391,1150720.6209716797,1281324.2112426758,1234840.7830200195,550224.9970397949
Cer(d18:1/12:0),60649.14424133301,63449.82469177246,61244.22438049317,59109.48402404785,55030.38404083252,48155.723487854,46814.34299468994,53197.92353057861,57027.20426940918,56788.22389221192,58972.8440246582,59851.80404663086,49458.06385803223,46236.64323806763,49775.063621521
Cer(d18:1/16:0),110343.84799194336,86145.6854171753,78090.70585250854,87653.74635314941,120567.22747039796,89648.6658782959,97444.96645355225,79237.16539001465,85878.22690582275,89286.02571868896,93289.46748352052,97881.70654296876,98833.7073059082,81981.76594543457,90603.74644851685
Cer(d18:1/18:0),107768.54822921751,107191.28673171996,104913.74673461914,115474.96814727785,151722.51126098633,88220.9656867981,103438.687210083,87094.68640899658,92189.1464767456,80419.90634918213,141975.15132904053,110851.00830841064,85945.38529205322,75699.88483428955,88580.64666748047
Cer(d18:1/18:1(9Z)),193545.1158370972,196880.154006958,163235.93403625488,192164.97288513184,289333.9569244385,170260.25304412842,208010.8747253418,140190.84909820557,164937.2915725708,152596.21005249023,270801.6766204834,210433.01362609863,205601.39401626587,138417.04704284668,120533.76919555664
Cer(d18:1/20:0),57316.40448760986,54737.76354217529,57520.54415893555,54412.4843826294,56148.78404998779,52548.74402618408,48239.84332275391,49522.90370178223,53830.70408630371,57624.02406692505,65562.4651260376,55451.34344482422,51220.62345123291,47064.36366271973,54179.524017333984
Cer(d18:1/22:0),1037137.8373565674,130621.62739562988,151102.47200012207,160806.1912765503,109917.4474029541,525000.4606437683,307433.958732605,100939.0463218689,130642.1097984314,147049.75035858154,207270.29676818848,160411.19227600098,134136.3509559631,175466.37070465088,119152.56928253174
Cer(d18:1/24:0),597393.7955322266,471016.7649993897,442731.1507415772,466028.2744064331,495905.4539337158,430489.4275817871,525554.4322433472,593089.6455001831,511397.65713500977,533845.4967727661,717873.4853248596,438170.02546691895,477417.161113739,440352.2726516724,599883.9811782837
Cer(d18:1/24:1(15Z)),602736.5419998169,464436.7042694092,437157.535484314,472518.2904319763,480504.5137138367,412309.7681159973,495295.6709213257,598796.2297325134,513120.1188926697,534135.5885543823,740670.8826217651,428113.7665176392,459550.1933288574,426490.10707855225,608439.4517974854
Cer(d18:1/26:0),385644.3674545288,491492.3873825073,519779.7593078613,511342.61725616455,522666.5702667236,523255.8992080689,462894.2963142395,497802.9726371765,501981.5566177368,500951.0121841431,451098.43661499023,537609.1670837402,624782.4101486206,552998.9704055786,326642.004447937
Cer(d18:1/26:1(17Z)),400441.0852546692,510814.6406173706,529813.6914978027,510416.1512298584,548930.0636520386,528228.2968902588,479926.4353713989,522383.6354675293,512560.5685806274,503442.6001052856,460142.3742752075,543907.6788864136,643296.7020645142,560117.3584938049,341461.0228652954
Cer(d18:1/2:0),54291.603660583496,58468.42404174805,54853.56400299072,56176.74384307861,55860.243728637695,45350.42336273193,50214.62384033203,55860.76383972168,62164.34376525879,54673.98387145996,57969.6241607666,50782.20366668701,52488.30390930176,46920.24327850342,56856.504219055176
Cer(d18:2/14:0),3416852.9455070496,184679.39221954343,320432.4026184082,269664.724155426,169115.53117370603,1229022.122581482,694974.3241043091,174427.89269256592,191693.1530609131,273356.99394226074,212708.6515045166,152164.46856689453,288417.4379119873,270776.73208618164,190887.815322876
Cer(d18:2/16:0),123757.82781982422,68836.72449493408,68615.56415557861,68455.36488723755,72902.72587585449,89749.88606262207,80657.44599914551,62053.18440628052,64331.34413528442,64468.56426239014,64027.62441253662,60778.943992614746,62988.524505615234,57653.644271850586,58489.70401763916
Cer(d18:2/18:1),266919.77966308594,221905.8360595703,234207.21557617188,241604.7359619141,255045.33618164065,243665.77667236328,252434.47973632807,206700.25567626956,217091.37518310547,221613.81622314453,213159.7750244141,222232.5562133789,243189.33837890625,207059.19409179688,212156.6743774414
Cer(d18:2/20:0),266852.4979248047,238461.85681152344,238129.0753173828,242336.5787353516,272265.8005371094,251172.73852539065,247730.11840820312,222627.7166748047,238374.6973876953,243750.23803710935,228731.0954589844,225070.27587890625,246530.3973388672,249912.75732421875,255206.47631835935
Cer(d18:2/20:1),280299.33935546875,261907.75732421875,250670.37817382807,236165.61596679688,267406.5397949219,271883.099609375,271318.1794433594,231133.03564453125,245388.5177001953,246218.1375732422,244516.9378662109,243625.33837890625,267017.3586425781,255831.77734375,269149.3182373047
Cer(d18:2/22:0),21876463.47729492,1801188.6511230469,2145063.265625,2192631.454345703,1214662.7524414062,11023782.084228516,5911809.000732422,1038344.095703125,1686247.7287597656,1622181.5764160156,1942803.490234375,2183185.178466797,1863860.666015625,2951488.492675781,1487201.7111816406
Cer(d20:0/26:0(2OH)),275616.54064941406,376812.9503479004,372525.5853271485,367740.8090209961,401183.1261291504,378113.3486328125,339854.6871032715,374665.7680969238,363393.90449523926,366860.4246826172,324569.83807373047,411111.3875732422,444385.8718261719,407280.6138153076,237011.7158203125
Cer(d20:0/26:0),290547.4771728516,374338.8665161133,363122.4821777344,357204.6473693848,383002.50425720215,372238.7746658325,345908.2863006592,368906.1276245117,354509.82945251465,352909.42405700684,321810.94052124023,398658.8899078369,434299.7144775391,407923.1293640137,248854.3162078857
Cer(t18:0/16:0(2OH)),534204.100982666,587675.6403121948,642078.6256103516,603254.3074645996,606886.2015380859,568614.6539611816,580371.6365661621,546143.3397521973,567407.336227417,618271.4571685791,594643.394744873,495983.7569732666,579004.316986084,638088.210144043,532031.7911300659
Cer(t18:0/18:0(2OH)),128271.2089996338,130624.76856994627,113527.1477355957,136849.28987121582,169026.57264709473,119398.82891845705,131088.89018249512,128379.40993499756,140678.0700454712,156384.56986999512,128003.2300415039,120575.34927368164,145099.97088623047,130498.95009613036,104532.12574768066
Cer(t18:0/20:0(2OH)),770556.0726623535,452761.71842956543,434821.47189331055,468678.571975708,515824.5563659668,735456.8255615234,623066.1385498047,358028.68559265137,393569.5289611816,355707.1466064453,419446.1728515625,442355.5511627197,306130.2199859619,614675.4814147949,516267.29121398926
Cer(t18:0/22:0(2OH)),940140.0170059204,804122.7569732666,728157.9725494385,743301.6553649902,823359.8909912109,730165.2620849609,796962.058631897,994208.4525604248,835573.4533233643,880855.4200897217,1036186.3755187988,640879.6389160156,784071.9442367554,715731.4484939575,939934.5295562744
Cer(t18:0/24:0(2OH)),405635.0665588379,338621.1381378174,297379.8364715576,322809.5827178955,368194.82191467285,386955.1869506836,415376.3258514404,369610.20582580566,342331.6445465088,365704.06297302246,381528.6145248413,298792.6787109375,301681.0581970215,387484.6117401123,454948.3930206299
Cer(t18:0/26:0(2OH)),577438.0233917236,818797.5358734131,856677.1923217773,822959.9746398926,850504.3559112549,850963.3022460938,734778.9151687622,829755.802658081,819132.8879089355,804990.539352417,698120.1741333008,883147.4157104492,984876.6770782472,897119.480545044,486786.0977935791
Cer(t20:0/26:0(2OH)),3401.260238647461,3480.0402488708496,3503.9602279663086,3327.640254974365,650400.8204803467,633855.975189209,529730.6989440918,3415.580249786377,3486.5602416992188,3444.4202194213867,3574.7402420043945,3371.1802368164062,698702.4664611816,655535.264541626,398842.88369750977
CerP(d18:0/16:0),179596.93313598633,185886.2540283203,164322.61169433594,168011.5310974121,194416.2345275879,178817.25366210938,176126.79162597656,152291.55096435547,167354.21173095703,172110.23361206055,153519.27124023438,168926.47064208984,184781.05389404297,151555.0101928711,155691.97232055664
CerP(d18:1/12:0),250289.65614318848,235971.45654296875,210919.6752624512,246327.43495178223,385525.347366333,224396.5365982056,255952.5352706909,172587.41315841675,207053.93296813965,189219.3741607666,338638.8857650757,269969.7175292969,245497.26009368896,168906.83016967773,136097.96863555908
CerP(d18:1/14:0),64288.3443069458,58945.72411346436,56122.524112701416,57160.08363723755,66332.02477264404,58111.083984375,57864.88422393799,57414.6042098999,57608.46398925781,60879.42431640625,70005.40510559082,62980.224296569824,56838.84355163574,46804.30297088623,53456.82442855835
CerP(d18:1/16:0),1047218.1471862792,146165.06896972656,152752.17082214355,161611.6707763672,125564.2085571289,547812.8796691895,317005.54399108887,105640.08877563477,134544.67080688477,152515.37224578857,215635.6561279297,175879.49389648438,142268.0097846985,181937.4930496216,121013.00926208496
CerP(d18:1/18:0),585449.997138977,478227.9344711304,437254.0914840698,445903.5458679199,495465.7415657044,406274.2308502197,478887.2141189575,581102.6004943848,508529.0331802368,545016.2441635132,778754.5726089478,433374.4486618042,466490.5502624512,426871.897190094,591773.5444641113
CerP(d18:1/20:0),412531.6954803467,500178.4131240845,520336.5422821045,516332.2277946472,544596.3993721008,533712.3503341675,464796.0968894959,526049.6774749756,508357.8988189697,504831.9145965576,469591.5770187378,524687.4390716553,627998.1846199036,554159.9758529663,343504.624004364
CerP(d18:1/22:0),71332.52573013306,81210.62604522705,76022.22581481934,76476.0055770874,81157.02593231201,77514.40518188477,68321.12446212769,72163.64433288574,78094.42456054688,85487.36515808105,75109.58536529541,72178.28564453125,86839.4056930542,75236.56569671631,65620.66539001465
CerP(d18:1/24:0),59776.82378005981,68495.08568572998,61133.04454803467,69345.72481155396,69996.303981781,66024.405128479,64170.64370727539,63919.48501205444,68788.08518600464,69359.74527359009,68383.18479537964,71260.62462615967,75840.66597747803,67767.52487182617,55145.943351745605
CerP(d18:1/24:1(15Z)),58633.78398513794,65380.04475784302,66128.7850189209,70399.26530075073,69014.62520980835,65748.88497924805,65185.04468154907,64127.064453125,62033.40418624878,70879.74507141113,65431.344665527344,66398.08428192139,75196.10556793213,64007.36405181885,53918.28367233277
CerP(d18:1/26:0),56837.58446121216,49547.48328781128,49316.36326599121,50731.8637008667,46465.52348327637,46860.86358261109,44272.76279449463,42902.26310348511,49741.92379760742,51883.223876953125,49429.0036239624,45579.02322769165,49121.68328857422,38473.88240432739,44308.6830406189
