Lipid,Class,DOD93_F4_Female_5xFAD_cerebellum,DOD94_F4_Female_5xFAD_cerebellum,FAD185_M1_Male_5xFAD_cerebellum,FAD185_M3_Male_5xFAD_cerebellum,FAD189_M1_Male_5xFAD_cerebellum,FAD189_M2_Male_5xFAD_cerebellum,DOD94_F3_Female_WT_cerebellum,FAD184_F3_Female_WT_cerebellum,FAD184_F4_Female_WT_cerebellum,FAD185_M4_Male_WT_cerebellum,FAD189_M3_Male_WT_cerebellum,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
1-O-behenoyl-Cer(d18:1/16:0),Cer,9689.680694580078,8318.060626983643,6651.2405128479,8121.900547027588,8728.280662536621,9943.4807472229,9103.68058013916,9683.860694885254,8625.36058807373,8661.080646514893,9001.020645141602,13441.081062316896,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: WT | Brain Region: cerebellum,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: WT__Brain Region: cerebellumNo Averages Includes repeated Lipids,6,5,Blank_Blank_Blank_Blank_Blank
1-O-carboceroyl-Cer(d18:1/18:0),Cer,5799.040378570557,5115.880325317383,5350.420387268066,5962.440380096436,5874.600440979004,5175.200336456299,5613.700408935547,5562.780384063721,4875.940368652344,5883.54044342041,5280.9404220581055,10754.940727233889,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: WT | Brain Region: cerebellum,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: WT__Brain Region: cerebellumNo Averages Includes repeated Lipids,6,5,Blank_Blank_Blank_Blank_Blank
1-O-cerotoyl-Cer(d18:1/16:0),Cer,7474.940441131592,8573.660594940186,7565.280529022217,7315.440525054932,7504.920520782471,7392.36047744751,9730.06069946289,8437.140621185303,7827.200603485107,8735.280536651611,8516.400615692139,27056.321769714355,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: WT | Brain Region: cerebellum,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: WT__Brain Region: cerebellumNo Averages Includes repeated Lipids,6,5,Blank_Blank_Blank_Blank_Blank
1-O-cerotoyl-Cer(d18:1/18:0),Cer,7792.660556793213,7122.800559997559,6531.320476531982,6674.2204513549805,6680.120403289795,6891.000469207764,8455.640617370605,7462.060451507568,7081.580478668213,6981.180500030518,7391.100601196289,68355.16482543945,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: WT | Brain Region: cerebellum,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: WT__Brain Region: cerebellumNo Averages Includes repeated Lipids,6,5,Blank_Blank_Blank_Blank_Blank
1-O-eicosanoyl-Cer(d18:1/16:0),Cer,9364.940658569336,9801.420639038086,9414.240657806396,8958.880603790283,9010.560565948486,10723.620670318604,10079.72078704834,11471.380874633787,9993.420696258543,10219.000663757324,10520.740711212158,13193.50090789795,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: WT | Brain Region: cerebellum,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: WT__Brain Region: cerebellumNo Averages Includes repeated Lipids,6,5,Blank_Blank_Blank_Blank_Blank
1-O-lignoceroyl-Cer(d18:1/16:0),Cer,6948.380500793457,9086.820735931396,7164.900501251221,7889.580490112305,9662.620708465576,8948.160636901855,8531.740585327148,8534.840595245361,8146.100612640381,6952.5604820251465,7945.700611114502,13192.94090270996,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: WT | Brain Region: cerebellum,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: WT__Brain Region: cerebellumNo Averages Includes repeated Lipids,6,5,Blank_Blank_Blank_Blank_Blank
1-O-pentacosanoyl-Cer(d18:1/16:0),Cer,9166.600620269775,7844.560554504394,7688.400592803955,7641.720508575439,8867.580646514893,8476.04061126709,8585.500629425049,8184.160671234131,7845.4605140686035,8179.280578613281,8828.020603179932,12938.94090270996,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: WT | Brain Region: cerebellum,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: WT__Brain Region: cerebellumNo Averages Includes repeated Lipids,6,5,Blank_Blank_Blank_Blank_Blank
1-O-tricosanoyl-Cer(d18:1/16:0),Cer,9683.500770568848,8104.660575866699,8411.940547943115,9123.76065826416,8241.660564422607,9300.860637664797,9094.540645599363,9039.380615234377,8792.560592651367,9397.540691375732,9237.920612335203,13541.00082397461,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: WT | Brain Region: cerebellum,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: WT__Brain Region: cerebellumNo Averages Includes repeated Lipids,6,5,Blank_Blank_Blank_Blank_Blank
1-O-tricosanoyl-Cer(d18:1/18:0),Cer,5406.7203941345215,5042.760368347168,5538.38037109375,4207.600303649902,4185.040294647217,4203.360305786133,4893.760341644287,4238.940307617188,4325.000301361084,4082.340297698975,5002.220348358154,7750.14049911499,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: WT | Brain Region: cerebellum,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: WT__Brain Region: cerebellumNo Averages Includes repeated Lipids,6,5,Blank_Blank_Blank_Blank_Blank
CAR,CAR,48045.42339324951,44804.78328704834,42941.82299804688,45300.703125,44319.92311859131,44849.38299560547,44239.42311859131,45977.12314987183,44137.56300354004,46440.56329345703,44907.54349899292,43366.06298828125,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: WT | Brain Region: cerebellum,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: WT__Brain Region: cerebellumNo Averages Includes repeated Lipids,6,5,Blank_Blank_Blank_Blank_Blank
CAR(10:0),CAR,359375.3847541809,338570.24422836304,321886.7222099304,321306.5824775696,323888.16147613525,329886.42529296875,329625.3434448242,335095.484539032,328984.103061676,336707.025100708,331391.22269821167,359584.1459960937,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: WT | Brain Region: cerebellum,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: WT__Brain Region: cerebellumNo Averages Includes repeated Lipids,6,5,Blank_Blank_Blank_Blank_Blank
CAR(10:0)_QUAL,CAR,1678001.329662323,1540669.8572006226,1432939.3393974304,1448025.082748413,1467338.117553711,1479470.671447754,1473919.363647461,1531624.129436493,1481863.3592300415,1554215.237365723,1482649.1044578552,1358931.08203125,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: WT | Brain Region: cerebellum,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: WT__Brain Region: cerebellumNo Averages Includes repeated Lipids,6,5,Blank_Blank_Blank_Blank_Blank
