Lipid,Class,DOD93_F4_Female_5xFAD_cerebellum,DOD93_F4_Female_5xFAD_cortex ,DOD93_F4_Female_5xFAD_diencephalon,DOD93_F4_Female_5xFAD_hippocampus,DOD94_F4_Female_5xFAD_cerebellum,DOD94_F4_Female_5xFAD_cortex ,DOD94_F4_Female_5xFAD_diencephalon,DOD94_F4_Female_5xFAD_hippocampus,DOD94_F3_Female_WT_cerebellum,DOD94_F3_Female_WT_cortex ,DOD94_F3_Female_WT_diencephalon,DOD94_F3_Female_WT_hippocampus,FAD184_F3_Female_WT_cerebellum,FAD184_F3_Female_WT_cortex ,FAD184_F3_Female_WT_diencephalon,FAD184_F3_Female_WT_hippocampus,FAD184_F4_Female_WT_cerebellum,FAD184_F4_Female_WT_cortex ,FAD184_F4_Female_WT_diencephalon,FAD184_F4_Female_WT_hippocampus,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
PE(34:1)|PE(O-35:1)|PE(P-35:0),PE,532989.2969970703,1480760.4100341797,399692.3483886719,594014.7645263672,511191.596069336,415527.7700195313,429693.0466308594,593945.8189697266,721080.8315429688,395656.6053466797,787192.9760742188,298811.4217529297,315519.3399658203,381315.8688964844,657982.1655273438,562199.9061279297,824069.5004882812,976025.5106201172,526339.0185546875,229791.91870117188,129344.28930664062,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(34:2)|PE(O-35:2)|PE(P-35:1),PE,129665.82958984376,204430.23461914065,89537.76580810547,142022.5707397461,191405.9754638672,128366.16973876952,106905.4678955078,121354.22778320312,152759.43127441406,124779.34985351562,143182.43103027344,104556.16735839844,102191.4072265625,109545.04846191406,119818.90838623048,123147.8677368164,206856.41583251956,167087.83068847656,144081.33129882812,92225.82647705078,75486.90509033203,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(34:3)|PE(P-35:2),PE,76129.24523925781,92048.64666748048,63409.26416015625,90359.4263305664,90959.84674072266,72927.98529052734,74984.84539794922,69821.78491210938,77651.6050415039,83360.50573730469,91393.16638183594,71662.9652709961,75791.36535644531,73704.12512207031,72173.36553955078,82484.44555664062,96936.8466796875,92067.86657714844,93367.287109375,72937.18566894531,71737.70520019531,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(34:4),PE,63302.004333496094,70546.96551513672,53561.923828125,66882.34484863281,64806.28472900391,61966.163818359375,65343.484802246094,59485.46405029297,60224.66412353516,72847.52563476562,76595.0054321289,59934.724060058594,65864.94445800781,61383.44409179688,62071.08435058594,79557.08569335938,78017.24499511719,72656.36499023438,78393.80572509766,64010.64459228516,66721.48425292969,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(34:5),PE,75384.82482910156,86349.56506347656,66820.32427978516,93355.2269897461,89234.8256225586,79122.84539794922,77882.56506347656,76427.02545166016,81451.28594970703,89707.02655029297,90551.42669677734,70578.76501464844,75210.36535644531,71995.36486816406,72987.3052368164,92827.38647460938,98301.80725097656,94061.64721679688,99646.64685058594,78028.98559570312,70104.2847290039,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(34:6),PE,85912.60571289062,96167.70727539062,73539.3853149414,91924.78594970705,98878.02734375,78833.16564941406,85957.32641601562,75833.22583007812,80674.16564941406,93393.90631103516,89149.84649658203,80287.06616210938,87330.525390625,70684.28533935547,82011.46533203125,95099.02722167967,103632.44763183594,88603.8466796875,104387.3682861328,85575.86608886719,102490.92651367188,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(35:3)|PE(O-36:3)|PE(P-36:2),PE,212831.9757080078,289203.0427246094,135987.21087646484,154543.8309326172,197709.85278320312,106763.5281982422,136700.96936035156,143267.21130371094,208838.1723022461,139381.07092285156,194511.29443359372,104187.1275024414,144088.6710205078,103002.20733642578,175813.1329345703,143841.07165527344,263112.1577148437,241284.55700683597,173879.3123779297,119275.66888427734,73696.6655883789,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(35:4)|PE(O-36:4)|PE(P-36:3),PE,100117.4468383789,200037.8936767578,77062.16552734375,128502.3074951172,94640.06616210938,92431.7670288086,105267.76782226562,121099.1085205078,103119.32763671876,106871.6275024414,163607.2329711914,82995.40557861328,106123.1674194336,98873.02709960938,137754.72888183594,129047.66900634766,124174.708984375,149004.87042236328,122567.0089111328,90680.3251953125,63723.944396972656,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(35:5)|PE(O-36:5)|PE(P-36:4),PE,95879.70703125,164198.9932861328,74070.22521972656,112887.62707519533,86841.66595458984,87705.76599121094,99535.82745361328,97496.72662353516,100406.34643554688,107447.64770507812,137852.4093017578,84392.58612060547,91553.2066040039,96864.22723388672,108912.90795898438,112020.50769042967,118172.8486328125,144953.03088378906,114900.04809570312,84213.98553466797,69928.16473388672,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(35:6)|PE(P-36:5),PE,103646.76733398438,121859.84881591795,72794.0453491211,120744.1085205078,91192.3662109375,93650.0068359375,91678.9052734375,92905.5264892578,95788.54681396484,102455.02722167967,118770.8878173828,87411.5054321289,135960.10943603516,88571.96661376953,93317.4464111328,106661.16796875,114438.14794921876,126202.029296875,123937.84930419922,93350.94647216795,80607.24572753906,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(36:3)|PE(P-37:2),PE,174432.93139648438,351502.5440673828,113216.48864746094,212122.7735595703,246719.73901367188,179494.89221191406,142310.65075683594,187018.37182617188,205108.57452392575,158712.25219726562,218558.0963745117,120096.74829101562,131782.98992919922,150105.79077148438,173417.93334960938,194166.57495117188,243302.9959716797,267218.7996826172,185050.67260742188,125083.10815429688,78691.30590820312,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(36:4)|PE(O-37:4),PE,349327.4221191406,1346798.0341796875,270937.361328125,680002.1915283203,404889.1691894531,415863.3293457031,388920.14709472656,695135.1060791016,426957.650756836,414488.7325439453,721939.2474365234,309810.0848388672,221076.1768798828,421888.1517333984,542979.5572509766,661249.7674560547,487404.7336425781,863531.0770263672,413081.2314453125,267715.6186523437,98054.26770019533,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(36:5),PE,96601.787109375,143939.36987304688,68436.92431640625,118694.92846679688,103272.48706054688,133051.4493408203,98646.70703125,103345.30755615234,105759.88720703124,106716.70776367188,121530.72802734376,85364.22595214844,91553.42608642578,92166.30639648438,99249.04638671876,117034.248046875,137163.9688720703,122220.68872070312,124310.7491455078,88937.00573730469,79742.22509765625,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(36:6),PE,90844.1064453125,98934.126953125,84287.58520507812,102989.44689941406,98033.48669433594,83231.72595214844,99792.18615722656,86670.94604492188,89909.60595703125,108329.64770507812,108711.50842285156,82307.64587402344,86537.08575439453,79608.46551513672,88272.32592773438,109039.5068359375,113717.52770996094,103455.4871826172,113318.1883544922,94010.966796875,75680.50555419922,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(36:7)|PE(35:0)|PE(O-36:0),PE,241104.998046875,180642.43286132807,190807.25341796875,236489.11791992188,181249.732421875,118195.42724609376,249445.45776367188,206387.59423828125,135577.51013183594,156925.3916015625,188685.435546875,120565.22875976562,139737.62963867188,122376.02880859376,218420.67529296875,202706.07446289065,231397.17553710935,251269.0986328125,231915.69653320312,231609.97631835935,89032.50622558594,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(36:8)|PE(dO-38:8)|PE(35:1)|PE(O-36:1)|PE(P-36:0),PE,171133.25256347656,194237.1149902344,117620.28784179688,142786.77001953125,167478.65234375,115084.1278076172,142409.12927246094,128479.169921875,167777.67224121094,131432.44885253906,170293.9715576172,112323.70837402344,133572.08959960938,117107.5283203125,155390.8712158203,139341.67016601562,236981.89721679688,179823.69262695312,176606.79260253906,122684.728515625,84055.04577636719,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(37:3)|PE(O-38:3)|PE(P-38:2),PE,189049.31396484372,217219.9356689453,105098.32739257812,133480.24926757812,169658.43286132812,102609.0675048828,134936.74865722656,123335.94860839844,204004.27416992188,142260.3690185547,178445.4119873047,106504.22717285156,128451.98901367188,114582.28833007812,155242.3507080078,130391.54833984376,228387.7354736328,174539.3935546875,168216.83203125,109428.10778808594,85073.50634765625,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(37:4)|PE(O-38:4)|PE(P-38:3),PE,155844.05053710938,453179.6927490234,140448.6688232422,236593.0753173828,162948.0118408203,169962.09338378906,206802.33618164065,254785.6387939453,202558.75415039065,187356.6923828125,386202.7053222656,142799.6492919922,113170.72790527344,170745.751953125,304650.96423339844,249419.53637695312,229234.55737304688,287299.4201660156,234154.47680664065,133940.42919921875,77729.96551513672,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(37:5)|PE(O-38:5)|PE(P-38:4),PE,174191.73046875,527587.2147216797,166453.89306640625,249943.1405029297,168038.9912109375,156812.99047851562,205892.99487304688,264448.67736816406,216977.2764892578,192451.1328125,385476.9486083984,151110.75,136692.69018554688,206465.13256835935,305089.32067871094,291470.8029785156,255101.31884765625,349369.08447265625,243032.57885742188,145947.7908935547,86608.38684082031,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(37:6)|PE(O-38:6)|PE(P-38:5),PE,192629.4346923828,745007.6301269531,180003.03186035156,358136.20275878906,184708.9923095703,210001.71362304688,268740.8419189453,403853.9870605469,296156.9002685547,237175.61572265625,538122.1628417969,208828.57470703125,139298.05029296875,259109.55615234372,439167.912109375,410118.385131836,338470.14453125,465625.9736328125,304646.92236328125,161473.9317626953,87416.28588867188,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(37:7)|PE(P-38:6)|PE(36:0)|PE(O-37:0),PE,283885.47900390625,710703.4289550781,239933.2388916016,445837.95153808594,268580.5974121094,236945.8771972656,307909.2004394531,374249.1657714844,340473.62634277344,319688.6652832031,443399.27197265625,225223.93481445312,197366.77392578125,294961.92236328125,391570.4482421875,423737.2312011719,412578.8679199219,594148.3608398438,361633.0046386719,231589.61694335935,166460.51171875,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(38:3),PE,319165.9406738281,1360535.1088867188,268308.6186523437,617737.4624023438,288274.78088378906,366301.8857421875,364261.0859375,673467.6279296875,434419.5703125,372071.2834472656,777330.2192382812,292638.64196777344,211852.5546875,390681.7878417969,624644.3455810547,677292.3448486328,484113.53759765625,824770.8227539062,455962.7928466797,248989.4196777344,87890.98571777344,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(38:4),PE,1731793.8720703125,10397772.046875,1610760.763671875,4673404.194824219,1577077.3659667969,2355764.881103516,2340539.640625,5074492.185302734,2786473.1052246094,2465664.9471435547,5815678.599609375,2100327.642944336,819689.3806152344,2664567.080078125,4472712.789672852,5251704.792236328,2942182.1481933594,6141552.260253906,2824227.053466797,1473689.3442382812,85672.04602050781,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(38:5),PE,640912.244140625,2222563.019897461,478604.31677246094,981953.8098144532,692159.9465332031,704204.1866455078,592815.2592773438,1039524.7677001952,1076143.5714111328,598200.7032470703,1180703.40234375,423923.5087890625,374830.5458984375,622375.3010253906,903442.6435546876,890837.8856201172,1149254.9090576172,1370444.770263672,635912.1628417969,311544.1239013672,90965.40686035156,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(38:6),PE,966143.047607422,5047215.410400391,668816.5048828125,1712273.703125,902814.639892578,1359327.8920898438,1218884.6354980469,2069112.6630859373,2263794.1772460938,1301386.884765625,2657852.323120117,974706.2760009766,888337.0661621094,1740542.4760742188,2332298.686279297,2241192.291748047,2434783.3359375,3367245.0888671875,1295824.0314941406,650046.3095703125,125977.90869140624,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(38:7)|PE(37:0)|PE(O-38:0),PE,167526.99047851562,231200.85595703125,153174.53198242188,193336.43359375,162642.45190429688,304111.021484375,162957.37158203125,182544.0725097656,150062.89123535156,152485.1905517578,181307.9925537109,119991.14794921876,132836.2099609375,165163.87268066406,174112.33227539062,194215.5137939453,214876.71606445312,251004.91760253903,194017.37475585935,151223.05004882812,89295.08630371094,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(38:8)|PE(dO-40:8)|PE(37:1)|PE(O-38:1)|PE(P-38:0),PE,138416.009765625,148647.2509765625,98629.46704101562,127878.6883544922,151310.1495361328,120828.68872070312,125370.8486328125,115361.00793457033,136583.109375,131621.90954589844,138531.69006347656,105400.2078857422,128016.56884765624,115607.14770507812,130486.44921875,134347.30883789062,205309.37524414065,146961.0909423828,175982.89428710938,121594.88928222656,101990.88708496094,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(38:9)|PE(dO-40:9)|PE(37:2)|PE(O-38:2)|PE(P-38:1),PE,183691.87353515625,186967.93225097656,113808.74700927734,152960.82983398438,186773.83276367188,129715.16943359376,142051.15002441406,128026.3096923828,175999.33166503906,148029.07177734375,165606.7127685547,116837.04821777344,147972.93005371094,120309.0284423828,163235.9715576172,147608.48999023438,256310.1798095703,190533.45361328125,179665.5916748047,124401.12890625,103192.34692382812,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(39:4)|PE(O-40:4)|PE(P-40:3),PE,130450.23010253906,287138.08251953125,131087.12951660156,162699.65100097656,137912.42932128906,153066.63110351562,183693.2130126953,176004.55322265625,150347.95092773438,149200.1903076172,306204.7443847656,116944.40832519533,110933.04760742188,137575.0499267578,271274.9582519531,191948.455078125,193363.51293945312,212873.5537109375,213948.33532714844,118659.32751464844,95923.88708496094,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(39:5)|PE(O-40:5)|PE(P-40:4),PE,183797.75268554688,410744.0316162109,166551.21313476562,224217.0563964844,194907.8740234375,170977.1708984375,223925.5360107422,233431.3582763672,205296.5943603516,193845.2120361328,372829.7868652344,160178.5107421875,143817.6300048828,185314.7735595703,315129.4616699219,262258.1374511719,250672.9578857422,285706.52001953125,252559.69580078125,148322.69079589844,143147.20971679688,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(39:6)|PE(O-40:6)|PE(P-40:5),PE,487277.7326660156,960872.0323486328,336455.841796875,546366.0407714844,525700.9416503906,488905.7979736328,544159.1981201172,514873.4343261719,712194.419921875,467438.4957275391,803763.0129394531,396685.2286376953,335449.08630371094,472563.2149658203,690350.9345703125,667936.9072265625,738238.8157958984,651361.5799560547,648416.447265625,336049.5852050781,231214.3924560547,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(39:8)|PE(O-40:8)|PE(P-40:7)|PE(38:1)|PE(O-39:1)|PE(P-39:0),PE,225075.91772460935,388362.3715820313,149704.37036132812,197875.45385742188,225070.63647460935,151414.5908203125,208365.5360107422,209665.79431152344,274881.65954589844,201167.93627929688,311294.6016845703,159962.51049804688,191084.21337890625,194382.7547607422,282271.7592773437,243302.51403808597,376066.86865234375,312513.3615722656,252426.63623046875,156435.79162597656,113886.7882080078,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(40:1)|PE(P-41:0),PE,133164.4696044922,142898.64990234375,103568.58776855467,124376.38854980467,142189.50915527344,127963.94873046876,135222.02868652344,123884.22900390624,111798.84741210938,136644.5108642578,150446.49072265625,106240.4464111328,123472.7276611328,127457.02856445312,122969.96875,130204.76928710938,155642.91064453125,144000.39135742188,157592.5712890625,136372.1492919922,95767.4462890625,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(40:10)|PE(39:3)|PE(O-40:3)|PE(P-40:2),PE,127898.84948730467,147621.35021972656,104954.98754882812,132373.22912597656,134042.68981933594,124332.56896972656,131291.3702392578,127821.52868652344,101637.1474609375,126325.048828125,151555.27087402344,100927.94775390624,124238.62902832033,109581.8876953125,141644.80932617188,148615.59130859375,170130.412109375,139108.78942871094,169491.91235351562,120098.16772460938,92991.12707519533,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(40:2),PE,127390.0888671875,151492.8116455078,92239.04626464844,137370.38903808594,134102.48876953125,129476.04943847656,141126.8095703125,110174.44775390624,118324.86840820312,146868.59045410156,182621.13220214844,103904.88732910156,124462.52880859376,117785.14831542967,129039.14916992188,155342.6114501953,182745.5535888672,151832.251953125,175582.37255859375,133783.0098876953,86811.845703125,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(40:3),PE,129801.5692138672,321992.7607421875,126370.84924316406,181349.6917724609,137631.87060546875,143544.59008789062,162888.45141601562,184377.3922119141,133968.05017089844,153663.57153320312,252909.4979248047,122867.00756835938,113944.50842285156,140453.27001953125,210727.73376464844,195649.3126220703,181572.57446289065,227034.17541503903,193542.91333007807,128077.50854492188,93184.80627441406,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(40:4),PE,339301.2048339844,1771396.681640625,385149.7884521485,693297.6513671875,306576.220703125,486563.8381347656,609354.1030273438,827629.1916503906,490980.83740234375,498830.63818359375,1300425.6556396484,377832.2478027344,219759.0555419922,552232.2177734375,1109242.621826172,846552.5632324219,575468.859375,1085930.3853759766,677226.9096679688,298893.44299316406,98494.9072265625,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(40:5),PE,545538.3392333984,2344075.2465820312,416023.7888183594,826303.2138671875,546805.640625,643073.9892578125,680354.6125488281,935069.6915283204,1147028.3135986328,602433.2048339844,1413420.8779296875,449339.0712890625,329862.7802734375,713340.5493164062,1234034.3983154297,965046.689086914,1282529.1774902344,1438955.0966796875,759084.0749511719,320597.43908691406,122497.78845214844,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(40:6)|PE(dO-40:0),PE,3234775.0498046875,15191566.969482422,2464579.5412597656,4833597.339355469,3177993.4560546875,3431023.107910156,3999898.4475097656,5612047.855224609,8321819.390136719,3489119.844482422,9112066.356933594,2620115.302978516,1916293.300048828,4432735.776367188,8330207.062011719,6081498.237060547,9133109.62451172,9505223.020507812,4544906.374511719,1568707.595703125,183418.73315429688,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(40:7)|PE(39:0)|PE(O-40:0),PE,483788.89697265625,1561211.3298339844,356206.14404296875,655943.0891113281,526122.7629394531,676361.0720214844,553512.0417480469,718967.4296875,1041609.5002441406,519877.1125488281,1122888.2438964844,355261.6650390625,332569.6655273437,576350.8793945312,894193.6728515625,724870.6906738281,1189932.6108398438,1067736.5004882812,584362.5209960938,308384.4816894531,96693.20751953124,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(40:9)|PE(39:2)|PE(O-40:2)|PE(P-40:1),PE,114783.58776855467,148794.15075683594,98227.52697753906,124707.02880859376,133598.8291015625,119174.02905273438,124780.18920898438,123444.388671875,109832.14831542967,123345.58947753906,140476.26892089844,95221.22705078124,118613.1280517578,115649.76818847656,122527.20886230467,128660.78967285156,154147.09204101562,148297.77026367188,146925.01049804688,120227.68933105467,98653.62683105467,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(41:5)|PE(P-42:4),PE,117448.14819335938,138601.88989257812,82739.8060913086,114459.12768554688,105122.7276611328,98249.0264892578,110379.74792480467,102599.46716308594,87747.32629394531,107015.02697753906,119885.0888671875,83249.56634521484,197321.97387695312,102171.12744140624,121712.42810058594,128792.86901855467,122883.70861816406,132708.2882080078,128340.80871582033,116539.46826171876,86274.56665039062,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(41:6)|PE(O-42:6),PE,142489.00939941406,191718.93286132807,127997.28930664062,188143.6746826172,156063.15197753906,150752.55078125,164071.5321044922,145533.73107910156,145257.4501953125,142632.94946289062,165104.29162597656,121908.74926757812,124653.109375,138842.96911621094,162528.15197753906,169788.0333251953,190232.05407714844,188314.734375,187007.13354492188,138111.16931152344,108592.3680419922,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(41:7)|PE(P-42:6)|PE(40:0)|PE(O-41:0),PE,514377.87890625,604269.5026855469,449355.2548828125,830152.5600585938,590193.2221679688,499459.4135742188,578470.099609375,505061.6789550781,507864.5958251953,491060.2761230469,463910.3156738281,382889.1876220703,383931.0498046875,443337.1088867188,501989.8742675781,589734.1010742188,610708.2612304688,732807.7470703125,619697.34375,513866.9753417969,329823.96435546875,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
PE(42:0),PE,92788.82641601562,93686.46630859376,74825.80493164062,97812.28649902344,94190.82690429688,87727.6259765625,86071.56677246094,86073.86602783203,79079.66552734375,100476.20703125,105479.02746582033,72081.32489013672,100519.80712890624,86474.96600341797,89911.7855834961,97422.78698730467,115104.30712890624,106168.1475830078,117423.94775390624,94710.68688964844,85028.26586914062,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
