Lipid,Class,DOD93_F4_Female_5xFAD_cerebellum,DOD93_F4_Female_5xFAD_cortex ,DOD93_F4_Female_5xFAD_diencephalon,DOD93_F4_Female_5xFAD_hippocampus,DOD94_F4_Female_5xFAD_cerebellum,DOD94_F4_Female_5xFAD_cortex ,DOD94_F4_Female_5xFAD_diencephalon,DOD94_F4_Female_5xFAD_hippocampus,DOD94_F3_Female_WT_cerebellum,DOD94_F3_Female_WT_cortex ,DOD94_F3_Female_WT_diencephalon,DOD94_F3_Female_WT_hippocampus,FAD184_F3_Female_WT_cerebellum,FAD184_F3_Female_WT_cortex ,FAD184_F3_Female_WT_diencephalon,FAD184_F3_Female_WT_hippocampus,FAD184_F4_Female_WT_cerebellum,FAD184_F4_Female_WT_cortex ,FAD184_F4_Female_WT_diencephalon,FAD184_F4_Female_WT_hippocampus,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C16:0,DAG,3344.660224914551,2623.860202789306,2626.820198059082,2638.3601875305176,2634.560176849365,2631.880184173584,4518.980358123779,2629.180187225342,6143.640399932861,2842.0802040100098,5201.020347595215,5239.420379638672,2628.920177459717,2630.220184326172,2629.4401817321777,3850.500301361084,2632.3001823425293,2845.560203552246,2625.720188140869,2637.2401809692383,3767.960250854492,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C16:1,DAG,2930.180202484131,2965.4802169799805,2931.4602088928223,5723.640365600586,2939.6202087402344,13078.760986328123,2927.7802085876465,2930.560207366944,2930.0001945495605,2930.920207977295,2928.1401977539062,2939.000202178955,4564.320262908936,2925.6802253723145,24867.581775665283,2950.380229949951,4835.440330505371,2994.740207672119,9493.820755004885,4832.580387115479,2929.0802116394043,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C18:0,DAG,28158.24191665649,27489.90205001831,27649.941875457764,25860.72193145752,30897.502117156982,24663.96169281006,25969.621921539307,28444.8018989563,25961.74192047119,24673.941772460938,28689.341968536377,30044.381969451904,25483.701778411865,26518.56171798706,27599.06198501587,26247.04193878174,27889.44202423096,24578.08161926269,28875.64193725586,25049.70178222656,31889.96241760254,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C18:1,DAG,34234.50255584717,37086.28253936768,37631.60277175903,34940.482498168945,37706.62268447876,37242.10262298584,37240.80277633667,39800.542961120605,36438.12268447876,38186.622619628906,39001.30284118652,36934.762508392334,36556.26268386841,34860.142402648926,36390.62276077271,36811.06289672852,37961.28267288208,35915.84270477295,36644.66258621216,40167.98292160034,52983.62411499024,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C18:2,DAG,40755.10293197632,38208.28276062012,40926.7427520752,40424.402866363525,36852.682514190674,41434.042766571045,39692.62265396118,42203.742893218994,41886.68308258057,35868.46237945557,37624.262729644775,40704.782722473145,42010.18286895752,40503.602977752686,40030.86250305176,43271.282764434814,41791.24281692505,37072.18267059326,43768.74314880371,38609.722843170166,46965.44367980957,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(35:5)_C16:0,DAG,5191.380355834961,2674.8201866149902,2627.4601860046387,2627.300178527832,2711.8401794433594,2630.980194091797,11245.600883483889,2627.240188598633,2630.300189971924,3764.38024520874,2629.18017578125,2619.2601928710938,2628.8601875305176,2630.720184326172,2628.400173187256,10778.220642089844,2631.760185241699,7429.760589599609,2626.340190887451,2637.440185546875,2623.7001914978027,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(35:5)_C16:1,DAG,2930.4601821899414,2946.16019821167,2930.940200805664,18637.06117630005,2939.920196533203,17529.70124053955,2972.2802085876465,2931.420211791992,2930.020195007324,2930.480209350586,2927.4202003479004,2920.5602226257324,34895.44244766235,25158.76187133789,33259.202293396,7075.660469055176,31042.52216720581,32331.02208328247,32138.08214950561,29377.922199249268,2927.8002281188965,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(35:5)_C18:0,DAG,31928.462188720703,33622.54253387451,35098.40267944336,29688.30212783813,34959.822383880615,31626.542488098145,32004.28229522705,31691.362270355225,33587.002323150635,28791.48187637329,31911.102027893063,34820.462535858154,29599.262050628666,34175.28218841553,32067.66234588623,34037.302364349365,33221.142250061035,31886.422313690186,31087.282287597656,30125.602165222168,34644.682525634766,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(35:5)_C18:1,DAG,28410.282165527344,31139.34209060669,31511.082370758057,30020.42216110229,32852.84242248535,30387.66215133667,31504.942226409912,30169.522033691406,32810.10237121582,29763.22206878662,31767.04219055176,30241.0220413208,30469.842041015625,30146.742149353027,30786.88222503662,31348.24222946167,28826.662071228027,30355.12201309204,31447.022426605225,30888.161964416504,32716.282470703125,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(35:5)_C18:2,DAG,38262.52252960205,38195.98250198364,39681.46266937256,43628.36313247681,36749.98254394531,37980.942653656006,38973.182846069336,37330.90270996094,43594.00288009644,41826.60303878784,39597.42286300659,41306.80307006836,37691.3224067688,38214.92245101929,38978.702907562256,35513.52267456055,35312.56245803833,39071.842681884766,38319.48280334473,40347.962890625,49277.9236831665,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(35:6)_C16:0,DAG,334638.4625053406,2623.2201919555664,2627.080173492432,2627.060195922852,2941.7801933288574,2630.7801818847656,103629.78706359863,2626.620182037353,2695.0801887512207,44525.6035118103,2628.220165252685,2619.440196990967,2628.8401794433594,2629.5001792907715,2629.1001739501958,312484.14295196533,2632.840171813965,87727.64617919922,2625.400177001953,2637.020179748535,2623.120189666748,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(35:6)_C16:1,DAG,2929.7602005004883,3126.960220336914,4084.2603149414062,34236.76235961914,6719.160530090332,32681.282440185547,13690.600978851318,11366.14077758789,2941.780227661133,2929.3202209472656,3602.560234069824,2920.960189819336,32606.46218109131,33497.96231460571,35091.34231567383,35460.26250076294,32226.182327270508,34886.682430267334,34476.08260726929,37258.44276809693,3145.3802223205566,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(35:6)_C18:0,DAG,29494.182109832764,28577.621967315677,28925.362003326416,29693.202014923096,30417.68243026733,29142.54209136963,28545.062015533447,27295.30219268799,29028.382053375244,28588.76210784912,28173.6618270874,28428.92193603516,27557.821815490723,27879.222160339355,27244.121795654297,27761.08192825317,27631.7620010376,26543.02174377441,26415.1018447876,25297.401863098145,34969.36227416992,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(35:6)_C18:1,DAG,37407.68255233765,42354.66315460205,40843.22304534912,40226.72269821167,43173.5629196167,35968.58260345459,34532.44248962402,37118.76273345947,39862.8228187561,39082.96263885498,36061.32229614258,36961.96257400513,36431.94268798828,36914.58250808716,37178.96261978149,39587.72286987305,37379.36252975464,35272.182415008545,34615.142559051514,40896.24298095703,38631.74266052246,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(35:6)_C18:2,DAG,32634.18243408203,33761.70238494873,31977.42237854004,35574.94269180298,34328.34246444702,34810.46228027344,35830.24254989624,33200.54235458374,37296.98272323608,34943.50224685669,34415.562633514404,32843.00246810913,34944.962463378906,34243.80235671997,35058.84257507324,33632.562355041504,35627.76253128052,33965.40214920044,34797.30257034302,36291.96249008179,36274.84265136719,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:3)_C16:0,DAG,50575.24348449707,58759.76411437988,42034.24304199219,67312.48452758789,61798.96475219727,54923.36407470703,49047.58346557617,46426.44296264648,60089.98414611816,54352.12387084961,52991.963638305664,44657.46337509155,39857.982707977295,36559.86262130737,42804.26291275024,55692.42390441895,36687.60265731812,46798.90342712402,34311.86251831055,56542.204193115234,41486.92295837402,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:3)_C16:1,DAG,39329.102840423584,343017.6452636719,42905.20286178589,558926.3790893555,180933.71112060547,329497.80101776123,39123.682483673096,87196.18650054932,437163.8903198242,74434.1650390625,45621.38320541382,41107.26296234131,28694.041759490967,33302.52237701416,29950.962020874023,37562.12256240845,30237.142066955566,32338.66215133667,30420.762119293213,228180.0153121948,48801.16325378418,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:3)_C18:0,DAG,57435.88405609131,56192.32408905029,59659.6245765686,58784.16444396973,409929.85357666016,57656.14430618286,60354.08452606201,62749.56470108032,59015.70421600342,58645.66415786743,61938.00414276123,58219.344036102295,56880.88399887085,59841.54425430298,59076.54428863525,59698.10415267944,58930.72445678711,56077.08395767212,58059.26403045654,57679.2441444397,65619.12463378906,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:3)_C18:1,DAG,33749.802406311035,34242.722595214844,34481.462394714355,30458.682132720947,34494.92267227173,32901.2825012207,31489.04217147827,32374.3624458313,32148.422008514404,34310.44237136841,32865.402336120605,32177.7822303772,32622.022426605225,31934.4422454834,30916.182193756104,34594.762298583984,30254.382194519043,32130.462268829346,33461.02240371704,32187.882263183597,36607.54252624512,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:3)_C18:2,DAG,40651.162952423096,29867.941970825195,42885.64295196533,18300.521465301517,30587.402294158936,26842.0219039917,40457.56283569336,38735.12264251709,41786.40293121338,42358.122829437256,32465.542404174805,43665.32315826416,33694.2424621582,40351.22283554077,5706.280410766602,40238.32288360596,28367.22204971313,28613.20219039917,31398.562213897705,8944.08065032959,68660.08500671387,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:4)|DG(O-37:4)_C16:0,DAG,42342.14302825928,59965.20393371582,39822.74281311035,51418.30346679688,60834.9841003418,46329.7237701416,36115.60259246826,41723.3630065918,47109.80340576172,44257.50328063965,35293.962478637695,32996.002407073975,32856.98253250122,25276.021686553955,31005.42219543457,42698.662815094,28226.10190963745,36845.522521972656,28051.90190505981,38766.96278381348,44099.44332885742,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:4)|DG(O-37:4)_C16:1,DAG,33821.402446746826,50963.38310241699,34101.242500305176,62349.983642578125,38213.18246459961,37665.24250411987,33030.78217697144,33259.462493896484,49090.62324905396,54589.8642578125,35573.06252288818,32550.10245513916,26285.62186050415,25757.2417678833,26470.72204589844,28313.60196685791,26903.74185180664,26314.06177520752,26072.941703796387,36312.80251312256,39241.48283386231,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:4)|DG(O-37:4)_C18:0,DAG,28892.542098999023,29883.501914978027,30513.002227783203,26849.44203186035,34319.882305145264,26600.02182006836,29869.762104034424,29246.502151489258,29814.26202774048,30143.822078704838,28356.82190322876,30904.461990356445,26798.98190307617,30579.98203277588,28675.88205718994,30603.26232910156,27858.161891937256,26176.66184616089,25369.321815490723,27290.86197662353,33375.92207336426,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:4)|DG(O-37:4)_C18:1,DAG,75037.58559417725,75311.26528549194,74589.04564666748,71666.20527267456,79718.78590774536,75411.70526885986,74748.54541778564,72562.34533309937,74561.70544433594,77917.86514282227,73151.48556518555,75022.34558105469,75073.1654663086,70731.7653427124,76834.92565536499,75098.36520767212,69130.28505325317,69434.2850189209,70757.00485610962,77063.04544067383,75473.78607177734,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:4)|DG(O-37:4)_C18:2,DAG,36674.50253295898,35619.98265075684,37741.78273773193,33998.02241134644,37472.46253585816,35075.002616882324,36935.34248352051,36877.922523498535,37017.32279968262,36759.36278533936,37864.58285140991,35207.542541503906,36080.062450408936,34302.942626953125,34318.58261871338,36531.20248031616,34966.18260574341,37520.30298614502,31057.32218933105,35287.062313079834,45777.18324279785,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:5)_C16:0,DAG,167205.5927848816,284373.6204223633,161088.6498413086,146542.5499420166,317522.16189575195,101891.98672485352,80614.86528015137,91121.60662841795,128813.10948181152,143533.46978759766,70050.884765625,99810.72565841676,90295.64706420898,48379.66307067871,67644.38506317139,98452.44717025755,57323.88426589966,78691.32516479492,68584.42481994629,99596.10566711426,459848.6701354981,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:5)_C16:1,DAG,28901.662044525143,64346.74455261231,29887.96195602417,58408.84448242188,38803.10282897949,35262.42246627808,24956.661701202396,30445.282146453857,50624.38327026367,53439.6035232544,31266.24227905273,30194.50204849243,21660.80135345459,21061.02149963379,18382.581287384037,23752.00160598755,21964.5016784668,22404.841430664062,27556.90189743042,29774.302116394043,98653.00793457033,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:5)_C18:0,DAG,39379.64266204834,36729.64266586304,35034.402759552,34524.642375946045,59540.184452056885,33562.26217651367,35911.702671051025,37318.48225784302,38923.62286376953,36689.96259307861,40337.08283996582,39694.58290100098,34940.56251144409,36881.262702941895,36263.18227005005,35191.60238265991,33715.90240478516,34774.16250228882,36396.48252105713,34153.20233154297,44310.54315185547,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:5)_C18:1,DAG,33313.94231414795,30757.302181243896,33032.28245162964,27754.3819732666,32531.28240585327,32889.302227020264,30066.52212524414,32220.242195129395,34275.96254348755,33043.90237426758,30636.902141571045,33172.90221786499,33222.86238479614,31617.242221832275,29701.622314453125,32907.80221939087,33052.262340545654,30213.72198486328,32231.06230545044,34950.72231674194,34826.782455444336,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:5)_C18:2,DAG,69049.0051689148,67271.48504257202,70437.98480987549,68394.76477432251,74151.30522918701,72129.52508544922,69844.76505279541,71466.38498687744,67305.40428543091,67342.86494064331,72264.42492294312,70295.50508499146,76460.3254776001,67224.14454650879,74713.08535003662,66251.58499526978,68101.12495803833,70484.68544006348,71584.04488754272,69239.30514144897,78404.32556152344,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:6)_C16:0,DAG,1523515.1501731873,2463638.999267578,1637845.086883545,1039017.2770996094,3512859.5925598145,584095.5000305176,548806.2364883423,534804.4384155273,855871.3384399414,1174833.744934082,365750.44006347656,592257.645072937,412497.8683433533,192644.3758773804,408747.2877120972,603790.6054954529,362535.1083450317,375976.9256134033,549825.0960502625,492992.5954284668,5644166.026489258,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:6)_C16:1,DAG,50516.46365356445,530484.365524292,95318.82795333862,263329.57807159424,171197.49211120603,92568.38637161256,100371.42808151244,71477.50493240356,171134.33279800415,311117.70303344727,54321.50414657593,57881.50393676758,28891.381923675537,35323.88272476196,15683.361171722412,70935.70457458496,43207.72241973877,27023.7419128418,109795.1679840088,71404.4443283081,1920249.1141052248,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:6)_C18:0,DAG,25356.821662902832,31119.26218032837,28757.862049102783,26164.6418800354,46025.46368789673,25224.96173477173,28019.001998901367,31354.202110290527,29025.06196212769,26609.721771240234,30794.082176208496,29542.122116088867,27580.261993408203,26573.081859588623,27004.82195663452,34086.24220275879,28945.361980438232,28546.42177963257,32568.062210083008,25964.981826782227,109558.00833129884,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:6)_C18:1,DAG,35645.50244522095,40213.96303939819,39655.08275985718,39462.7028427124,40608.70291900635,37921.60263824463,37151.16262817383,38183.86269378662,37584.60268783569,43363.96302413941,39025.502502441406,38131.522720336914,37538.8828163147,35701.94277191162,40249.3427772522,44131.68309783936,38511.6425819397,37748.24264526367,39173.26279067993,39403.662815094,59077.4241027832,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:6)_C18:2,DAG,29150.46201705933,31400.80212020874,29845.02209472656,34296.102268218994,31525.182292938232,32343.54225540161,31314.642238616943,30370.062084198,30723.16216278076,31198.3219833374,31674.24227523804,30192.682189941406,32215.902046203613,30657.24220275879,30324.86207962036,29019.442066192627,31592.40237045288,31331.482440948486,29864.44218826294,31520.902145385742,35194.90222930908,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:7)|DG(35:0)_C16:0,DAG,4050916.1219215393,7006163.470703125,5263434.057006836,3156454.109741211,11174611.682373049,1910910.5791015625,1363326.7835235596,1489850.9213867188,2625591.264038086,3472349.536804199,1180206.6948547363,2314873.69758606,1306893.3996772766,493240.4754867554,1176899.2557106018,1282201.5140342712,1035564.1646499634,937155.189567566,1682973.9999313354,1384765.1138305664,19974577.3984375,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:7)|DG(35:0)_C16:1,DAG,213903.95594406128,3829808.881164551,578493.0541343689,1551640.8192634585,1771518.3978233335,299031.7415962219,594528.4251785278,423112.9627189636,924200.7593955994,2384196.1049804688,267353.6551475525,200922.41047668457,24096.16180801392,58823.12393569946,15917.061199188232,328623.79473114014,69244.86484909058,55226.8634185791,21158.74148178101,230454.91889572144,15056646.359405518,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:7)|DG(35:0)_C18:0,DAG,102609.82678604126,113463.62839508057,102494.94704437256,108771.30812454224,224173.73440170288,96600.46683502196,100034.6272125244,107137.06770706175,101525.06747055054,97363.86595153809,107209.76735305786,106073.7868347168,99377.48667144775,98710.24644470216,104308.14739990234,116895.74870681764,108744.38858032228,93557.78645324708,112752.86861038208,94459.40683364868,510965.3532714844,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:7)|DG(35:0)_C18:1,DAG,36277.3424987793,36628.60280227661,40540.82293319702,38462.88278961182,39612.16272354126,40553.74252319336,43582.52286148071,41841.76327133179,35222.30234146118,35511.84273147583,36782.34274673462,36549.82266998291,38469.82280731201,35137.18260192871,39186.342681884766,53415.70402145386,42559.08275604248,37744.202419281006,36321.06251144409,39037.62277984619,298467.1682128906,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:7)|DG(35:0)_C18:2,DAG,38564.06243896485,37976.10271835327,43258.96295928955,41971.48304748535,41327.16268920898,41082.96279525757,41576.64299011231,39655.78279495239,43574.74306488037,43774.50325393677,42754.78308868408,44294.16304779053,41542.102767944336,41139.20289993286,42800.123065948486,39679.94291305542,43426.7629699707,42808.863136291504,45512.52326583862,41170.30298995972,60321.48377990723,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:8)|DG(35:1)_C16:0,DAG,41794.422927856445,94285.1863708496,83796.80596923828,96881.76705932616,80153.86529541016,83667.02630615234,36733.84251785278,78971.88528442383,100643.36682128906,73117.64513397217,73476.96487426758,62234.8045501709,55000.48384475708,37276.482566833496,48746.32311630249,46739.10342025757,37332.80268096924,51875.42324066162,35693.04242706299,79668.4252166748,56387.70364379883,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:8)|DG(35:1)_C16:1,DAG,862775.7349281311,14146978.29548645,1905404.0719184875,2400776.2774658203,5815818.770553589,140383.89002609253,1481716.6491775513,1115678.4473724363,4554793.443031311,8866230.443603516,777048.2832336426,1002685.428226471,2932.820198059082,2948.5002098083496,2921.0202102661133,10605.320755004885,2922.0002212524414,2920.1802101135254,2925.180202484131,2983.280216217041,47492099.30102539,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:8)|DG(35:1)_C18:0,DAG,44950.90296173096,47801.78311538696,45372.82331085205,45512.26320266724,49128.00319290161,43710.70314025879,46379.583641052246,45351.90324020386,49557.10343551636,49462.32316589356,46383.08344268799,47615.42330932617,44342.98287963867,42953.9232749939,42021.00308609009,44562.30293655396,45047.5834236145,39940.6427154541,44732.8034286499,43763.98331832886,60303.16445922852,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:8)|DG(35:1)_C18:1,DAG,122128.38845062256,137156.2704963684,130138.86933517456,106355.42751693726,118738.0880241394,116303.66858291626,125802.64812469482,124000.34899139404,113012.68772888184,106025.60702896118,112974.40715026855,108659.34753799438,110029.74826431274,107319.26798248292,141464.2896308899,231792.0957145691,122842.0080947876,113256.00790023804,114229.26847457886,132451.86875915527,1486141.7841186523,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
DG(36:8)|DG(35:1)_C18:2,DAG,38220.582736968994,42171.10288238525,40934.38268661499,43886.38302230835,40118.68302154541,40333.12296676636,42479.92317962647,47385.9833984375,39176.78266143799,37091.662742614746,42537.60297393799,40519.30293273926,41613.56308746338,39599.44276809693,44872.56329727173,49518.04335021973,45222.02324676514,38410.38275909424,55896.46434020996,41191.70291137695,301337.466217041,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
