lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M1_Male_5xFAD_cerebellum,FAD185_M1_Male_5xFAD_cortex,FAD185_M1_Male_5xFAD_diencephalon,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_cerebellum,FAD185_M3_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_diencephalon,FAD185_M3_Male_5xFAD_hippocampus,FAD189_M1_Male_5xFAD_cerebellum,FAD189_M1_Male_5xFAD_cortex,FAD189_M1_Male_5xFAD_diencephalon,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_cerebellum,FAD189_M2_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_diencephalon,FAD189_M2_Male_5xFAD_hippocampus,DOD94_F3_Female_WT_cerebellum,DOD94_F3_Female_WT_cortex,DOD94_F3_Female_WT_diencephalon,DOD94_F3_Female_WT_hippocampus,FAD184_F3_Female_WT_cerebellum,FAD184_F3_Female_WT_cortex,FAD184_F3_Female_WT_diencephalon,FAD184_F3_Female_WT_hippocampus,FAD184_F4_Female_WT_cerebellum,FAD184_F4_Female_WT_cortex,FAD184_F4_Female_WT_diencephalon,FAD184_F4_Female_WT_hippocampus,Blank_Blank_Blank_Blank_Blank
PC(38:6),0.4568123143131184,13.34535601958919,5.017934401352427,0.025086077484173866,0.052464531459124476,PC,35970119.80859375,87956084.16699219,52441071.97753906,20113972.30273437,40317484.8203125,70208728.94921875,52341390.21508789,54946431.55664063,73162793.69702148,100965702.859375,92146893.234375,63894981.30664063,30138192.6171875,71677966.4165039,29200854.57714844,18995124.60791016,33550614.25439453,19816999.54785156,47653361.69238281,19491123.904418945,11194848.325683594,30667191.55175781,31540623.52685547,20674004.665039062,31586508.111328125,39226023.115234375,18529240.791015625,7522099.1875,410916.4072265625
[TG(46:3)]_FA18:1,0.4563272563937616,4.615530900207249,5.006953104324339,0.02524570268087405,0.052730021068725284,TAG,109352.20779418944,98564.4271850586,85481.02645874023,68438.90512084961,150978.93103027344,183421.55224609372,146311.0909423828,112308.08798217772,223170.73712158203,275711.15979003906,108019.18920898438,80890.36602783203,119024.54943847656,103755.44845581056,103214.00750732422,74124.20544433594,67427.08474731445,51906.08367919922,52281.103515625,43747.90335083008,61979.30404663086,45829.803283691406,47812.04357910156,70910.20574951172,85437.66586303711,54335.3041381836,80929.78506469727,50206.88360595703,36208.3224029541
[TG(61:12)|TG(60:5)]_FA18:0,0.4558493272982166,4.1700449462173745,4.996421728961536,0.025399778691360547,0.05301751994632631,TAG,94464.62680053712,86183.1667175293,109198.5876159668,75239.78555297852,97779.68756103516,113435.01040649414,93426.78692626952,63053.56463623047,120616.36938476562,102123.40786743164,85646.38571166992,77764.16552734375,98432.6476135254,78846.4052734375,87058.62634277344,86458.48568725586,44701.923095703125,41305.32287597656,46004.4430847168,35149.542388916016,40717.46304321289,39026.30239868164,39611.86297607422,47468.00305175781,49071.84375,49658.26364135742,48343.04309082031,40410.6828918457,26705.802032470703
[TG(60:14)|TG(59:7)|TG(58:0)]_FA16:1,0.45559283451727445,6.79413195137419,4.991382228015482,0.02547385267965319,0.05313776509194625,TAG,599873.7633666992,613791.7767333984,683016.8978881836,734776.1111450195,572467.5447998047,479230.6703491211,569983.7534790039,719123.9743041992,509977.6948852539,456614.7357788086,419105.1889038086,558644.1041870117,403744.06842041016,481506.4415283203,505360.2335510254,570658.7619018555,247070.15673828125,247208.8995666504,236080.81454467773,228393.31280517575,220778.8558349609,208776.2124633789,257118.69940185547,364246.583984375,313336.32485961914,268433.2790527344,351008.1038208008,262428.79669189453,190628.731628418
PI(30:0)|PI(O-31:0),0.4541239266132294,7.926424768716858,4.9596677124391135,0.02594519246961234,0.05408600523219575,PI,1104608.2404785156,1399942.2043457031,2153977.981201172,1056449.4794921875,1931261.2438964844,1187553.0991210938,1284146.9223632812,887905.7546386719,1083876.6616210938,1863632.879638672,735238.1943359375,818291.31884765625,1060300.242919922,982456.4064941406,1363216.5869140625,1254804.0122070312,515217.0705566406,573816.4802246094,675145.5832519531,385993.2470703125,387995.5493164063,408948.3869628906,320566.2629394531,611165.6018066406,1609278.17578125,677272.1279296875,772269.19091796875,332452.2431640625,219534.15625
PC(38:7)|PC(37:0)|PC(O-38:0),0.4538155572904271,13.313392900395721,4.95305434903063,0.026044616454593442,0.05425821646157072,PC,34328752.74609375,86649908.05078125,50580590.958984375,19945636.923828125,38958523.884765625,68983351.30078125,51556601.45751953,54312361.73242188,71451898.205078125,98714077.2265625,89633835.10546875,63143776.48144531,28298908.806640625,70612008.86791992,28583755.703125,18502714.853027344,32488798.15478516,19305668.21972656,47194526.37402344,19251962.560791016,10708906.17919922,29847555.56103516,31158070.77758789,20462067.256835938,30551608.544921875,38543308.53417969,18218617.828125,7314139.34375,395878.490234375
[TG(57:9)|TG(56:2)]_FA16:1,0.45293716507932036,5.109874705540146,4.93380276805766,0.026336300734331908,0.054830479012702625,TAG,158089.83172607422,205427.7117919922,191920.4318847656,132691.26922607422,236569.9949951172,175702.57217407227,204480.65563964844,143864.36889648438,167739.03149414062,243588.3381958008,126221.72814941406,111808.18826293944,166149.23046875,270284.91790771484,185004.1527709961,155000.65197753906,65059.86413574219,80263.52572631836,75409.065185546875,58338.92401123047,67002.44439697266,86849.28662109375,63559.96435546875,92866.2865600586,179322.25134277344,81701.46612548828,108709.6085205078,62995.76440429688,32055.82208251953
[TG(66:17)|TG(65:10)|TG(64:3)]_FA22:6,-0.4461615992010402,5.198706358417827,4.93129927322596,0.026374480316416215,0.054874563495212844,TAG,146772.5107421875,137935.58853149414,132814.24951171875,131778.12991333008,149181.6099243164,139356.97094726562,130335.25033569336,141190.2699584961,122794.78884887695,149051.95016479492,172269.47326660156,137961.9301147461,133073.74926757812,145128.64981079102,152155.8095703125,124385.42840576172,138358.2314453125,81268.68591308594,76092.10534667969,152208.71063232422,158696.99063110352,170120.67156982422,120925.86782836914,143284.228515625,95920.56771850586,120241.84893798828,96934.3871459961,126129.26904296876,88336.40637207031
CE(20:5),-0.44606659396264525,5.981337342511167,4.92923790366126,0.026405960441118956,0.05490466130379566,CE,168424.87228012085,165808.87190246582,154585.95125198364,178361.25258636475,220286.29641723636,183729.99267196652,146770.4305267334,147116.63036346436,222116.47482681277,170104.7723083496,167923.8521156311,183761.97329330444,135070.369430542,140872.12998580933,152202.83113861084,137597.84991836548,136643.46976470947,138000.2296485901,136597.4500427246,131203.369430542,141918.44984054565,133656.42971038818,148735.27011871338,153176.39078521729,190145.33349227905,132015.1289024353,176833.33240890503,155580.75135803223,1250399.6277770996
[TG(52:5)]_FA22:5,0.4519406179948367,7.290096404372029,4.912601871634251,0.02666145073487191,0.05540019415417363,TAG,896430.2189941406,861466.7453613281,1265111.6904296875,524159.1606445313,745597.45556640625,904441.76123046875,818217.94873046875,416909.84765625,965424.4855957032,880254.4392089844,834199.6403808594,720197.470703125,942836.3294677734,619090.8487548828,868582.05908203125,673888.80615234375,444696.5701904297,231606.01684570312,224659.9573974609,324116.4226074219,382356.6284179688,633576.1812744141,323449.3620605469,508815.4326171875,398571.0496826172,479669.9403076172,309763.5419921875,323482.5626220703,121161.00854492188
[TG(50:6)]_FA18:1,-0.44523151726005705,4.289522470883048,4.910458243049106,0.026694558207866384,0.05543329429651533,TAG,73013.92517089844,75703.36505126953,74950.32507324219,74424.82550048828,70883.92559814453,84654.02569580078,62564.063873291016,71796.24514770508,72019.445556640625,75265.165283203125,70050.08544921875,74377.90591430664,74837.60430908203,123042.0284729004,66420.56427001953,78911.06457519531,58135.28381347656,62045.58447265625,66111.18475341797,61884.56457519531,61529.1240234375,57362.32391357422,63176.284240722656,70889.24472045898,70559.48501586914,72748.76525878906,94160.06588745116,69749.06555175781,28731.062133789062
[TG(57:12)|TG(56:5)]_FA22:6,0.4516678008779481,6.882762776640218,4.906714825910967,0.026752476285470114,0.055517839854155655,TAG,569033.69384765625,641952.1429443359,731605.71728515625,547434.1540527344,594864.0646972656,821277.2082519531,616063.4627685547,515162.51525878906,683805.4504394531,697395.43017578125,552238.3806152344,532361.7401123047,559124.4020996094,493582.41259765625,531306.494140625,462238.92822265625,289323.0009765625,260302.0993652344,244433.4553222656,259176.23767089844,251091.23779296875,294877.5604248047,256808.31994628903,341083.5450439453,290504.5018310547,348453.2637939453,304200.6599121094,250909.21826171875,229556.3571777344
PC(38:5),0.4511612239893032,13.165987102776663,4.895930981418964,0.026920055089122572,0.055829702938688004,PC,33517700.462890625,77084738.94433594,46317303.68847656,16720297.4609375,37544030.83496094,59068572.93359375,46576747.978027344,47716238.1640625,69267738.18725586,90224461.65722656,83808886.6171875,52138367.505859375,28252798.494140625,59803377.13647461,25782385.1875,15547891.13671875,31285239.49023437,16657588.004394531,43058068.64453125,16165610.60888672,10998620.707519531,25354166.560058597,28222738.474121097,16868500.419921875,30154733.446289062,34442277.64892578,16623582.57861328,6264644.109863281,414168.7924804688
PC(O-38:8)|PC(36:1)|PC(O-37:1)|PC(P-37:0),0.4492739575018878,12.646253592334045,4.855511449426736,0.027557942247660113,0.0571159149859982,PC,20345397.401367188,57091870.467041016,31987491.461914062,11839762.41796875,22071159.81835937,42135137.71142578,32430918.26123047,35362897.486328125,42979109.884521484,69085775.19824219,57747830.13574219,38972410.88964844,16879181.690429688,42431055.1328125,18116171.88671875,11203033.50048828,19871486.259765625,11972773.529052734,32003899.5390625,11686300.689697266,6899223.950683594,18099449.1484375,19462613.345825195,12337590.912597656,18105743.34375,25603010.66210937,11697475.061035156,4771876.058105469,349393.5646972656
PC(38:8)|PC(37:1)|PC(O-38:1)|PC(P-38:0),0.44913776852455745,13.206910966336592,4.852601264476306,0.027604472280902695,0.05717563032764633,PC,32179428.375,80236582.16308594,46962291.46728516,18064259.84765625,35762311.11230469,63613187.84472656,47844416.75,50710038.97265625,66956046.95117188,93320984.91503906,84424326.087890625,57806592.947265625,25758193.357421875,65186101.22277832,26129012.354003903,16636024.21044922,31004319.192871097,17713914.345703125,43739360.84082031,17862832.16845703,10227267.1015625,27847206.255371097,28700250.53137207,18699412.52148437,28723938.36328125,35917167.00878906,16776662.252929688,6734542.744140625,387948.4470214844
PE(33:0)|PE(O-34:0),0.44829768329247466,5.826868629256476,4.83446802330252,0.027896246157745747,0.05774290336821394,PE,286870.15966796875,319003.7821044922,285136.4619140625,195185.7154541016,205180.4737548828,252061.49743652344,225499.2744140625,229103.7752685547,209112.294921875,287915.9401855469,285355.2205810547,287065.5,328729.623046875,360352.2431640625,368458.142578125,268298.35974121094,120192.72912597656,125529.2078857422,127922.68933105467,119759.90869140624,104526.5672607422,95440.30615234376,127066.88842773438,151952.1893310547,160091.91088867188,154767.21118164062,157649.31201171875,127616.62902832033,239041.09729003903
LPE(14:1),-0.44123286682739404,6.441304104346812,4.8227420405000885,0.028086630477593622,0.05809971573794528,PE,356670.025390625,279764.1618652344,310833.76513671875,275458.16259765625,421937.25256347656,398928.42834472656,662035.0535888672,298722.1013183594,238464.71618652344,308386.6262207031,238049.01696777344,293639.28076171875,301183.224609375,377864.16796875,309664.32360839844,327704.5017089844,212555.4951171875,180117.9129638672,177828.1729736328,194627.0352783203,372553.9285888672,311857.8232421875,298654.5622558594,514991.9714355469,181914.77307128903,316820.54455566406,220466.93408203125,597935.1154785156,97076.947021484375
PC(37:6)|PC(O-38:6)|PC(P-38:5),0.44724615296425174,12.67065063520822,4.812264129947451,0.028257894845324316,0.058416544949302734,PC,20858743.354492188,57887460.97998047,32562338.23388672,12025600.674804688,22674842.19140625,42998556.55859375,32760797.44165039,35849103.51953125,43842580.91650391,69588333.70800781,59291557.79296875,39218679.06591797,17040031.421875,43397204.53198242,18378749.98486328,11469411.99169922,19986773.65722656,12163304.14111328,32261967.5234375,11821700.955200195,7037187.353027344,18468165.8984375,19794210.16455078,12546164.619628906,19047993.596679688,26075250.6953125,11946610.248535156,4874942.402832031,364113.2419433594
PE(42:2),0.4466836073321429,5.567264214111725,4.800073479187631,0.028458523143522017,0.05879363264029804,PE,200626.65161132807,270433.71838378906,276626.0196533203,298293.0946044922,285108.76013183594,244733.2791748047,244454.0780029297,220679.13745117188,244244.0965576172,212720.39526367188,203561.234375,170474.91174316406,206046.4942626953,298918.87939453125,186171.79345703125,260587.43981933597,90208.96667480467,120254.8487548828,121193.70886230467,85198.70587158203,105215.52709960938,100074.84802246094,105367.78698730467,128287.58911132812,139494.830078125,119709.08752441406,145394.0302734375,111599.44799804688,86724.82629394531
PC(38:9)|PC(37:2)|PC(O-38:2)|PC(P-38:1),0.4451480395916022,13.02579490876922,4.767715854320471,0.028998274456056156,0.05987039774132643,PC,28258059.041015625,71615263.7836914,41256146.51855469,15538338.166992188,32159011.529296875,55060677.69140625,41943215.78808594,44810395.517578125,60211859.385009766,84219367.603515625,74860090.94140625,49514581.83886719,22595480.49609375,56305024.48388672,22888891.32763672,14451904.200683594,27413923.689941406,15749312.06640625,39656284.978515625,15185443.182128906,9196977.865234377,24138755.119628903,25163960.3972168,15954107.057617188,25592163.721679688,32387533.985839844,14737589.183105469,5831573.525878906,382420.6647949219
DG(34:5)_C18:0,-0.4386586587038662,2.990712939355321,4.765286140854599,0.029039231894115648,0.059916624886388235,DAG,25827.6817817688,34479.282234191895,26704.64191055298,25212.16188430786,23440.30153656006,28067.102058410645,25374.261680603027,26699.64185333252,24647.20179748535,29000.102027893063,27514.74207687378,27022.641925811768,24511.441772460938,68497.68531036377,40624.70297241211,26060.261684417725,24447.86166381836,24452.56169509888,28496.26211547852,28983.982162475582,25829.88185119629,24618.541679382324,26553.781757354736,26507.10188293457,23202.82163619995,24092.14176940918,28699.72201156616,28022.802013397217,29006.86210632324
[TG(58:13)|TG(57:6)]_FA18:1,0.44445960617897085,6.180838561398502,4.752996707783495,0.0292473185546536,0.06030741020822183,TAG,373410.0473937988,381133.4259033203,416794.7510986328,434141.2700195313,348124.4670410156,421274.42755126953,362476.93127441406,420423.4104003906,399282.7070922852,356738.0888671875,301846.9857788086,359970.0455932617,320959.1646728516,311685.90234375,306966.3219604492,335332.7431640625,168907.2329711914,180564.35125732425,175985.65301513672,156102.61010742188,152639.9112548828,139596.13012695312,161287.9298095703,217468.1141357422,203145.6744995117,179637.5513305664,215657.634765625,162414.85217285156,106201.8681640625
PC(44:5),-0.43765740785264046,7.7495947226935815,4.74470149361283,0.029388651851010635,0.06056014018085014,PC,929782.5625610352,1071960.565246582,883896.5843505859,345791.88497924805,1045352.0743408204,811228.2483215332,830718.2113952637,939314.4884643556,1698716.6219482422,1298260.5741882324,1345843.8626708984,643945.6453857422,767440.2845458984,844202.6767578125,376713.5272827149,250355.09811401367,1251122.5603027344,524462.3627624512,1695102.2103881836,401090.0051574707,439552.0675354004,831906.0596313477,940348.188079834,336358.6378173828,1291648.435546875,795306.7415771484,532521.5720825195,170479.4310760498,40317.30270385742
[TG(45:0)]_FA16:0,0.44314613645184864,6.808760376586878,4.725306663756783,0.029721882882734123,0.06120773201185898,TAG,520738.494140625,634274.8443603516,609967.9260253906,402013.7270507813,684204.66845703125,439408.111694336,602087.0804443359,409042.88916015625,360670.3487548828,868665.00390625,536035.11962890625,532759.2941894531,604006.4616699219,632490.2022705078,694728.16748046875,656769.1474609375,222004.43225097656,219840.015625,281078.45959472656,183824.49267578125,156102.57299804688,171682.1925048828,200718.73193359372,303582.42321777344,705759.1932373047,326723.12243652344,349763.50341796875,226481.51525878903,125099.70886230467
DG(30:3)_C18:0,-0.43659149866361313,4.140059422270217,4.721015752284302,0.02979613723957443,0.06132151458680274,DAG,59100.96382522583,66968.16519165039,59890.94415283203,57428.523780822754,59177.38426589966,57132.9842338562,58696.18442153931,58921.46432876587,60599.40433120728,60969.64446258545,55240.70405578613,61077.96436691284,59952.844566345215,159672.95263671875,84812.0263671875,53383.46366500855,61341.98477935791,57754.3242263794,59663.764320373535,60659.68451309204,55508.3240776062,59469.56396865845,58284.44422149658,59591.74427413941,56315.76397323608,55328.26406478882,57901.84400558472,54218.28394317627,65181.08471679688
PC(37:7)|PC(P-38:6)|PC(36:0)|PC(O-37:0),0.44200467158268103,12.658618745872445,4.70135132741126,0.03013891175382089,0.061987423983161254,PC,20501198.8671875,57694103.01074219,32176711.721191406,11863161.389648438,22442625.977539062,42388853.68847656,32607321.09814453,35461802.103515625,43045755.393066406,69135753.876953125,58975259.33105469,38792115.177734375,17010618.298828125,42951338.84301758,18187874.584472656,11258079.833496094,20010711.06347656,12090503.279296877,32096279.23876953,11899953.35583496,6997566.166015625,18417599.75,19715564.711914062,12378515.817382812,18688872.005371097,25966593.587646484,11784464.795898438,4764825.609375,360695.64685058594
PC(37:5)|PC(O-38:5)|PC(P-38:4),0.44026252303892915,12.681485780128972,4.664765406294222,0.030787629144211678,0.06328132436201979,PC,20833975.27050781,58162328.9519043,32750295.849121097,12231674.271972656,23123125.991210938,43377886.27441406,32963041.96838379,36057123.26171875,44248479.03271485,69889009.33203125,59490767.23730469,39372438.24121094,17269658.319335938,43503641.1796875,18317827.02392578,11469045.822265623,20101380.390625,12348601.596191406,32569199.315429688,12126946.381713867,7163142.3974609375,18749251.918945312,19937876.068725582,12562015.802734377,19018838.9453125,26510368.64453125,12001717.826171877,4965695.84765625,389331.6237792969
CE(52:3;O2),-0.4338485243539496,4.221038416971325,4.6616098570192674,0.03084425898350355,0.06335736711633733,CE,64990.184383392334,52060.28382873535,70246.7251739502,62258.664279937744,67214.34511947632,63526.12466812134,53731.7438621521,56588.103843688965,69030.80508041382,53356.823612213135,56437.34408569336,70045.16505432129,50037.603565216064,54247.88388824463,51370.22357559204,49679.46350097656,52296.68376541138,48839.98344421387,51052.18365478516,49695.44371032715,49753.22359848023,47470.2233581543,51320.64360427856,53424.68384552002,59515.44422149658,48719.28350830078,62726.364696502686,49000.52359390259,226813.6183853149
[TG(51:7)|TG(50:0)]_FA18:3,-0.43371626819916137,4.505873138931167,4.6589697614090255,0.030891721879503682,0.06337418086786928,TAG,82580.744873046875,86870.98599243164,88655.60546875,81334.02600097656,85906.66571044922,98107.60791015624,66300.1848449707,82639.38562011719,108493.56707763672,118213.60845947266,82289.84533691406,84097.62588500977,91162.68658447266,118910.8681640625,86781.34552001953,75874.025390625,76427.9055480957,76869.82501220703,79885.00555419922,82254.82586669922,79720.34573364258,77228.3257446289,69425.18515014648,76747.78601074219,80246.44497680664,73894.02471923828,86191.225341796875,76316.42541503906,30108.90219116211
PS(O-36:0),0.44002837577187576,6.098104626221613,4.659707613298451,0.030878449323010267,0.06337418086786928,PS,416064.1906738281,417182.2478027344,329694.1844482422,213003.6356201172,212539.1149902344,297991.5822753906,115048.5281829834,257844.63696289065,244084.93701171875,330889.3435058594,344870.5632324219,390523.6298828125,581939.36376953125,513739.4357910156,519661.35791015625,361968.0853271485,164100.8712158203,151710.7110595703,167721.9315185547,134620.3692626953,135660.32983398438,110104.16820526125,183873.4334716797,170410.412109375,207012.93432617188,252946.998046875,124443.92883682252,191855.4130859375,112018.70739746094
PC(O-38:9)|PC(36:2)|PC(O-37:2)|PC(P-37:1),0.4396917202436712,12.743310053850308,4.652808605783854,0.031002781888934128,0.06352446124638332,PC,21948995.40527344,61277526.958984375,34237691.74560547,12534735.01171875,24307874.36328125,45157268.73828125,34390132.29199219,37449608.21582031,46271144.02270508,72604588.390625,61676204.939453125,40984893.07373047,17700947.126953125,46341204.01123047,19315971.55078125,11762116.6640625,22250846.703125,12704603.374023438,33636640.56933594,12331671.130493164,7585228.446777344,18951630.955078125,20787734.00744629,13222158.40625,20126971.05175781,27643583.330322266,12510335.762207031,5126028.798339844,361993.471069336
PI(33:1)|PI(O-34:1)|PI(P-34:0),0.4396905928342758,7.298243467227385,4.6527219667696045,0.03100434659530639,0.06352446124638332,PI,634176.0633544922,753299.1329345703,967829.1496582032,719881.6666870117,1485998.5870361328,845034.9991455078,781140.860534668,586564.3316650391,833286.1083984375,1394634.063232422,539085.5938720703,501587.66271972656,691033.0204467773,714442.9853515625,930296.1282958984,718114.1560058594,263150.3176269531,347861.6256103516,356535.4455566406,227364.7388305664,244461.15869140625,294447.1827392578,194765.05438232425,400498.9260253906,1372586.085205078,357760.9669189453,501769.3369140625,208775.2933349609,135122.7481689453
PC(37:3)|PC(O-38:3)|PC(P-38:2),0.4387084312164322,12.880646545475747,4.63224642077531,0.0313764560322427,0.06420534154473506,PC,25298240.416015625,65290294.81762695,37383180.109375,13824913.8515625,28443391.99023437,49379476.56738281,37766389.61791992,40567161.3046875,53741991.42895508,77525153.96484375,68260753.806640625,44468865.31689453,20513121.701171875,50104892.06982422,20698222.201171875,12970425.095703123,24769171.928710938,13909809.400634766,36266034.924316406,13794938.269042969,8457941.7578125,21368247.330078125,22756918.13439941,14254219.819335938,23369592.479492188,29631673.68530273,13685165.486328123,5416430.119140625,386180.650390625
PC(40:8)|PC(39:1)|PC(O-40:1)|PC(P-40:0),0.4385479536974981,12.720756171278893,4.628895067510264,0.03143780361171029,0.06429010916032263,PC,26654272.354492188,55573889.658691406,31465526.403320312,11518258.396484377,29510054.38085937,43460479.87792969,33252818.11938477,33646799.79394531,56624629.14916992,68128601.345703125,60634381.98144531,37120388.12792969,21548837.81640625,43475195.77526856,16583457.27392578,10360493.22631836,25660699.880126957,11617524.790283203,33979913.67578125,11070385.079223633,7685531.200683594,19418068.06835937,20034128.428588867,11483758.7421875,24419061.790527344,23857100.10791016,11190578.647460938,3979822.8725585938,167319.9132080078
[TG(53:7)|TG(52:0)]_FA14:0,0.4381622979674636,4.776124897041455,4.620473033889539,0.03159252456244596,0.0645655964300273,TAG,106679.32751464844,124929.4090576172,133457.44958496094,102319.08654785156,127701.72998046876,129812.62860107422,114336.9483642578,102895.26751708984,185559.572265625,152495.61102294922,125790.9093017578,110780.82824707033,117858.04943847656,324135.2409667969,177615.75354003906,134783.18939208984,61655.70385742188,58599.28466796875,55217.643127441406,57783.22384643555,62726.04479980469,66015.124267578125,59849.42419433594,77256.52532958984,94053.606689453125,74102.904296875,78840.5853881836,57344.94378662109,36951.72262573242
FA(20:4),-0.4316603006430582,6.164693136988587,4.61503875217204,0.03169277908838744,0.06472949247989004,FA,105586.22662353516,191526.35620117188,798902.0701904297,122860.77014160156,518451.1677246094,193165.23693847656,165685.31127929688,101627.80963134766,331685.36041259766,1429550.2658691406,89413.26666259766,141120.86688232422,163676.63427734375,272612.73791503906,92184.62826538086,137817.47290039062,137743.98944091797,263733.759765625,732191.6643676758,340877.126159668,382571.1522216797,101957.1081237793,232661.15802001956,82560.56640625,82175.725830078125,57627.58377075195,458554.92736816406,90283.065673828125,74704.64587402344
PS(26:1),-0.4294534096739135,4.798274267382627,4.567592090248013,0.03258233194369323,0.06650422845180141,PS,102893.427734375,114987.62915039062,117552.20874023438,111482.88793945312,102562.28698730467,103591.74682617188,79743.52540588379,107730.94799804688,99876.32653808594,96181.94708251952,89340.146484375,108511.86779785156,101378.98693847656,154733.40979003906,108372.5673828125,107405.12744140624,93963.3662109375,94418.90625,99142.747314453125,91765.0867919922,90347.12683105467,87012.28622055054,86845.265625,99068.346923828125,105965.00793457033,92625.1064453125,86621.60562896729,90415.7860107422,75267.805419921875
[TG(61:14)|TG(60:7)|TG(59:0)]_FA22:5,0.4353777684445319,7.135628297989265,4.56285571274384,0.03267255129920962,0.066646221897945293,TAG,936495.5971069336,822512.7107849121,715945.7344970703,592738.2071228027,819215.6975708008,1007892.5478515624,782361.3938903809,543342.66015625,786015.4755249023,1081513.635559082,673547.0246582031,677613.0211181641,826953.0409545898,573230.2814331055,417884.3118286133,450283.41052246094,318959.4624328613,326406.86099243164,192358.7125244141,343270.40020751953,330860.3196411133,333809.9443359375,296740.8430175781,325995.52545166016,402875.2412719727,347240.5450439453,341932.0650024414,602517.2791442871,39342.342681884766
DG(38:6)|DG(dO-40:6)_C16:0,0.43476047062403894,5.766073843824691,4.549943532771522,0.032919832055577844,0.06710821101917226,DAG,301954.5223388672,296413.10192871094,362882.826965332,327057.34161376953,307334.9421386719,288478.8997192383,64708.92483520508,298683.3836669922,268199.1168823242,89892.86638259888,231770.61602783203,273679.2785644531,237207.63671875,400059.0274658203,267475.11920166016,284259.0806274414,185187.33331298828,195078.69354248047,143414.5107498169,97938.86701965332,99197.64710617064,67955.5046081543,102386.4473991394,183547.71325683597,65831.32526397705,161644.31022644043,68429.324462890625,172859.7924194336,153145.77056884766
PC(37:4)|PC(O-38:4)|PC(P-38:3),0.43435947389658036,12.713137715645429,4.541834404447641,0.03307612812311232,0.06738425849323451,PC,21369007.19921875,59434018.46875,33440255.84765625,12483390.567382812,23769214.06640625,44230332.59082031,33939506.85229492,36774354.755859375,45033408.75024414,70686380.41699219,60646184.458984375,40131964.528808594,17786094.21875,44430167.02661133,18623226.1953125,11755020.6484375,20768696.50439453,12618398.354492188,33169548.74023437,12493820.27746582,7375004.480957031,19193469.85791016,20528088.438720703,12884931.03857422,19573005.502929688,27028554.279296875,12280045.458984377,5054236.365234375,404687.3852539063
[TG(63:13)|TG(62:6)]_FA16:0,-0.4281281803261349,3.5456500077220414,4.538904709970552,0.03313278571815207,0.06745709748421244,TAG,36757.08251953125,50945.0241394043,45568.04299926758,37303.682861328125,41815.36293029785,43159.183197021484,38518.80256652832,48908.36373901367,38592.16275024414,46618.963439941406,37215.86264038086,37950.4026184082,34745.46252441406,99770.48719787598,65742.14419555664,38742.8427734375,43382.86330413818,36078.22218322754,54651.90393066406,31251.102325439453,28380.542266845703,36829.54309082031,32645.982696533203,34689.1223449707,45360.80261230469,81662.82614135742,33664.50213623047,24929.90173339844,16803.181243896484
[TG(50:9)|TG(49:2)]_FA16:1,0.43402171435413467,7.205424297068236,4.534783442037224,0.03321265889112541,0.06757708085855088,TAG,557575.3809814453,652828.2840576172,886769.3486328125,615452.0979003906,1389113.8680419922,700011.4862060547,1045968.2497558594,566845.5729980469,723860.0905761719,1391422.1547851562,505226.7353515625,402915.74865722656,641772.7971191406,558466.5260009766,840649.2783203125,700157.0894775391,204512.9534912109,304709.2014160156,298275.8840332031,185396.33166503903,201603.3140869141,259930.1180419922,171744.35192871094,374687.1833496094,1435336.5200195312,304880.3439941406,557627.8391113281,195657.8125,146894.5498046875
PC(36:3)|PC(P-37:2),0.4335669773158991,13.41708075552853,4.525452745169659,0.03339423862053895,0.0679037227652673,PC,38159901.99609375,94448471.7084961,59073575.88671875,20053522.029296875,42276953.83203125,73286331.34277344,55808182.16357422,56416375.39453125,75024631.79418945,103869403.29101562,95181617.302734375,65006354.19140625,28044580.33398437,76319681.32714844,33031219.345703125,19465176.100585938,35845994.30175781,19948426.15722656,49435913.95703125,19847378.430541992,12384122.878417969,30403469.84472656,34795452.833984375,21919998.315429688,33765703.13378906,43541314.71191406,21036548.20898437,8031258.748046875,400943.2009277344
[TG(54:9)|TG(53:2)]_FA22:5,-0.42664024091713637,7.074632692814948,4.508014558450668,0.033736379592835805,0.06851117679820694,TAG,312247.0981140137,356338.60095214844,136796.5510559082,386188.9891357422,649396.1588745117,1102876.9918823242,290954.3582458496,298921.4779968262,779279.1372680664,1269387.4474487305,950632.0245666504,494841.27267456055,549815.2793273926,455408.57431030273,480278.5809326172,386354.1618652344,623875.1549682617,72238.48547363281,71786.64440917969,417478.0939331055,745389.9234008789,1420300.415374756,361401.7061767578,658020.2266540527,88225.72595214844,475095.74618530273,106893.92752075195,515527.5780639648,29133.72216796875
