lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_cortex,DOD94_F4_Female_5xFAD_cortex,DOD94_F3_Female_WT_cortex,FAD184_F3_Female_WT_cortex,FAD184_F4_Female_WT_cortex,Blank_Blank_Blank_Blank_Blank
DG(36:6)_C16:1,1.0963285455851275,7.986662114282224,7.1314721408853075,0.007574251575040719,0.48884219665312806,DAG,530484.365524292,92568.38637161256,311117.70303344727,35323.88272476196,27023.7419128418,1920249.1141052248
FA(32:1),1.0717248168580638,4.593742733084922,6.813737972382114,0.009045921016109047,0.5723762180192921,FA,75835.98751831055,125625.4312286377,19253.48127746582,58398.26483154297,56907.66387176514,18008.06126022339
DG(36:7)|DG(35:0)_C16:1,1.061700974720729,10.899541507299874,6.687554055941291,0.009708832213566805,0.60250772217654,DAG,3829808.881164551,299031.7415962219,2384196.1049804688,58823.12393569946,55226.8634185791,15056646.359405518
[TG(45:4)]_FA16:1,1.0556145624233164,11.327714193571047,6.610930735128932,0.01013546739336526,0.6171160995922583,TAG,4834695.296386719,182878.6319580078,2555760.4645996094,215685.05493164065,282307.4997558594,20843483.146850582
DG(34:4)|DG(dO-36:4)_C16:1,1.0416306083665352,7.981486652861483,6.436458369873435,0.011180132905094627,0.6681164608285252,DAG,1187208.266357422,1042086.5790252686,1301695.4321899414,68321.00469589233,70054.56513595581,77399.72564697266
[TG(62:12)|TG(61:5)]_FA20:4,-1.089057099461036,5.886137117320122,6.382689570398725,0.011523867018690334,0.6761367067147946,TAG,104284.1275024414,105302.66680908205,150420.19079589844,354880.8842773437,100229.64724731444,30850.342376708984
DG(42:8)|DG(41:1)_C16:0,1.0297190303708113,9.187403691595826,6.28974438928708,0.012143856361596246,0.6997897228369837,DAG,2731650.4794311523,2467004.266967773,2123995.805175781,89085.22612762451,1260937.6284675598,90573.2061767578
[TG(58:11)|TG(57:4)]_FA20:4,-1.0754612212651897,6.894607339423596,6.231369395809452,0.012550664180886599,0.7105437423108957,TAG,216828.1354370117,212011.49542236328,326750.12384033203,664455.4411010742,236881.91778564453,51941.92361450195
[TG(45:3)]_FA16:1,1.014642677202378,9.450791481312919,6.106283988658106,0.01347020505755166,0.7367517240799866,TAG,1415711.8143310547,91888.68634033205,741562.9344482422,89406.0068359375,118725.248046875,5501317.548217773
DG(31:1)_C16:1,1.014655457854012,8.826309675152148,6.106507054006215,0.013468505003335829,0.7367517240799866,DAG,1490152.085205078,1702884.4187393188,1864716.5989990237,124834.94946670532,131342.14960861206,988632.05859375
DG(36:8)|DG(35:1)_C16:1,1.009791310344301,12.590505967234428,6.047960047522793,0.013922372589861308,0.7487916057913739,DAG,14146978.29548645,140383.89002609253,8866230.443603516,2948.5002098083496,2920.1802101135254,47492099.30102539
DG(30:1)_C16:0,1.0007178171686113,8.025309680719923,5.939336755101975,0.014806589524026382,0.7832928589185759,DAG,980249.3229980468,1080620.0415039062,563852.7775878906,144023.87005233765,723780.9033203125,300979.8220214844
[TG(58:12)|TG(57:5)]_FA22:5,-1.029860668536056,7.111406604664794,5.7350730688049225,0.016629376200532085,0.865532209663178,TAG,310187.72204589844,202185.09466552731,295452.6439819336,528305.6722412109,603669.4221191406,71565.12503051758
DG(38:3)_C16:1,0.976754241955448,5.244270628642313,5.656830677377002,0.01738751508493093,0.8906271615725732,DAG,133907.3300704956,161487.11171340942,121626.16830444336,43077.32303619385,39612.68288040161,45506.98309326172
DG(35:5)_C16:1,-1.0194034070945757,2.5358765706949393,5.620293793038854,0.01775367256099596,0.8951734586614681,DAG,2946.16019821167,17529.70124053955,2930.480209350586,25158.76187133789,32331.02208328247,2927.8002281188965
[TG(49:6)]_FA20:4,0.9500597054638413,7.510990302245501,5.350830576906446,0.020712401817463786,0.9829253038964064,TAG,324941.72509765625,83569.38586425781,134161.64990234375,64161.024353027344,79833.72555541992,1400554.1663208008
[TG(54:7)|TG(53:0)]_FA18:0,-0.9966410677999166,7.946352452070667,5.385242172633298,0.0203077693052401,0.9829253038964064,TAG,653858.0419921875,290369.65869140625,487118.453125,394465.1501464844,1703413.2529296875,116795.029296875
DG(37:4)_C18:1,0.9512709588000748,3.645199724845412,5.362825200617408,0.02057042304630794,0.9829253038964064,DAG,39319.942527771,36279.84257888794,37956.00249481201,11371.800796508787,2894.920207977295,40262.78248596192
DG(O-40:9)|DG(38:2)_C16:0,0.9541255165653456,5.684271113058108,5.396935323489743,0.020172142902691117,0.9829253038964064,DAG,187611.69216918945,229082.15551757807,124515.72909545898,39890.02289581299,134253.28958129883,39912.022521972656
[TG(58:13)|TG(57:6)]_FA22:6,-0.9890007128410268,7.249497942490226,5.3061220591916936,0.021250607499327983,0.9938508753671217,TAG,355406.26916503906,220413.83618164065,337414.42071533203,558952.0974121094,660698.8503417969,81246.90493774414
[TG(37:0)]_FA14:0,-0.13299588439313875,4.708116465119533,0.1014678895572274,0.7500751698371814,0.9995604570586991,TAG,62025.08410644531,61422.92419433594,57146.62451171875,64227.04455566406,64433.00500488281,53841.62384033203
[TG(37:0)]_FA16:0,-0.14088910969012333,5.298060507944576,0.11383000418982192,0.735825164920319,0.9995604570586991,TAG,114335.1470336914,82937.7251586914,89185.6069946289,95002.5259399414,112241.92797851562,63377.2846069336
[TG(37:0)]_FA18:0,-0.029573112113462783,6.254858319793812,0.005043157317231817,0.9433856655451992,0.9995604570586991,TAG,203138.51538085935,188696.5134277344,167566.45080566406,172782.87255859375,208804.85571289065,133977.5894165039
[TG(38:0)]_FA14:0,0.1838616360183409,7.642212366246285,0.19675137870945036,0.6573559172692857,0.9995604570586991,TAG,488922.1025390625,673425.7041015625,313084.14306640625,645809.3076171875,459092.4375,263183.95703125
[TG(38:0)]_FA16:0,-0.2147102456565784,6.0410714791538265,0.26334936209013904,0.6078283794593318,0.9995604570586991,TAG,156396.91259765625,142518.25073242188,153971.97143554688,151971.27001953125,169172.55346679688,139112.30981445312
[TG(38:0)]_FA18:0,-0.09685195656190063,6.514630872662245,0.0539149887831627,0.8163857737577824,0.9995604570586991,TAG,226232.49633789065,214999.17700195312,216683.8134765625,196513.73388671875,234072.49536132807,184773.5329589844
[TG(38:1)]_FA14:0,0.49157551099053115,10.934364987739325,1.4208921110257506,0.23325662179380913,0.9995604570586991,TAG,4636515.900512695,9838704.557861328,992602.9139404296,9688093.11669922,3726056.857666016,49943.38360595703
[TG(38:1)]_FA16:0 | DG(40:8)|DG(39:1)_C16:0,-0.016753958506369765,5.656207002087726,0.001619544267555284,0.9678989484355798,0.9995604570586991,TAG,82539.22619628906,72732.00500488281,80070.84606933594,74106.52478027344,87088.5859375,66849.10485839844
[TG(38:1)]_FA16:0 | DG(40:8)|DG(39:1)_C16:0,-0.016753958506369765,5.656207002087726,0.001619544267555284,0.9678989484355798,0.9995604570586991,DAG,133198.08935546875,118659.24829101562,125240.10925292967,98409.746509552,124984.60903930664,102517.0669555664
[TG(38:1)]_FA16:1 | DG(40:8)|DG(39:1)_C16:1,-0.05561340202689006,6.625716255243398,0.01781274814538847,0.8938261108784304,0.9995604570586991,DAG,256015.07762146,219825.39614105225,239761.11657714844,222675.69596862796,211500.97533416748,217122.51489257807
[TG(38:1)]_FA16:1 | DG(40:8)|DG(39:1)_C16:1,-0.05561340202689006,6.625716255243398,0.01781274814538847,0.8938261108784304,0.9995604570586991,TAG,162652.37255859375,159007.65209960938,159027.91235351562,153255.49145507812,186273.91259765625,128104.22973632812
[TG(38:1)]_FA18:0 | DG(40:8)|DG(39:1)_C18:0,0.019956851056281703,3.375388832540758,0.002301151938354451,0.9617398937708646,0.9995604570586991,TAG,72660.5648803711,69459.82513427734,64613.564697265625,70760.7445678711,77932.60498046875,42337.40307617188
[TG(38:1)]_FA18:0 | DG(40:8)|DG(39:1)_C18:0,0.019956851056281703,3.375388832540758,0.002301151938354451,0.9617398937708646,0.9995604570586991,DAG,24562.081886291504,28284.681957244877,18558.581298828125,24974.02178955078,28625.78203201294,20074.461338043213
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,-0.2629751543113744,6.946005675397508,0.3940128069389175,0.5301976059974411,0.9995604570586991,DAG,176451.55252456665,182836.57221221924,184732.69290161133,202999.09427261355,204758.07456207275,599906.1818847656
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,-0.2629751543113744,6.946005675397508,0.3940128069389175,0.5301976059974411,0.9995604570586991,TAG,750307.17236328125,690564.8049316406,700632.70751953125,560361.70068359375,916408.9228515624,448310.7956542969
[TG(39:0)]_FA14:0,-0.08446968743178386,6.335781257707136,0.04103567873244174,0.8394690685093079,0.9995604570586991,TAG,126427.9461669922,327101.7223510742,83010.24627685547,461425.4254760742,128199.83026123048,38063.52276611328
[TG(39:0)]_FA16:0,-0.2065516176187343,5.000263107491019,0.2438074126648644,0.6214696239037819,0.9995604570586991,TAG,76277.62561035156,71298.76513671875,73343.505615234375,81417.2861328125,78385.785400390625,64290.10437011719
[TG(39:0)]_FA18:0,-0.24469584341591047,5.94312743713064,0.34148382888452034,0.558973977463589,0.9995604570586991,TAG,170253.07067871094,136306.86987304688,143580.81005859375,139374.1094970703,215401.1724853516,76476.26623535156
[TG(39:1)]_FA14:0,0.10762138668845726,5.048933136298731,0.06719625753339642,0.7954636417002372,0.9995604570586991,TAG,98365.1058959961,90977.504638671875,75107.54431152344,83550.94519042969,81936.84460449219,43193.203216552734
[TG(39:1)]_FA16:0,-0.24974894464175282,4.8890645220419255,0.3556088527544716,0.5509551385189967,0.9995604570586991,TAG,75762.02587890625,65490.885009765625,77742.9652709961,71722.32550048828,80044.96575927734,47120.243408203125
[TG(39:1)]_FA16:1,-0.16688439776160974,5.085859476239872,0.15949216954527398,0.6896244947694544,0.9995604570586991,TAG,80657.28527832031,81661.30529785156,73887.885009765625,87220.0659790039,89392.14611816406,62350.10430908203
[TG(39:1)]_FA18:0,-0.06800409844960273,5.6635542437906965,0.026617481635639706,0.8704013966167267,0.9995604570586991,TAG,127507.06915283205,137162.2099609375,101372.92651367188,145351.89111328125,135470.80908203125,72345.824951171875
[TG(39:1)]_FA18:1,-0.26380810415771255,6.087135096117279,0.3964932182661869,0.5289058848212013,0.9995604570586991,TAG,189237.69165039065,151218.4708251953,159127.9306640625,159893.912109375,241780.15563964844,76259.26550292969
[TG(40:0)]_FA14:0,-0.061119146607495366,6.218841058295145,0.021508213522793085,0.8834029277370878,0.9995604570586991,TAG,174418.23168945312,173516.17431640625,163043.1513671875,158957.1708984375,176406.47216796875,178000.93212890625
[TG(40:0)]_FA16:0,-0.17252829159130278,6.465236582257644,0.17042428326431036,0.6797350087178601,0.9995604570586991,TAG,218721.07470703125,206933.33642578125,216805.39379882807,218458.33666992188,221676.4755859375,156035.61059570312
[TG(40:0)]_FA18:0,-0.16103893632479604,5.828830148554321,0.14856718813280168,0.6999083820797511,0.9995604570586991,TAG,142239.05004882812,131733.6494140625,132144.4892578125,133430.76904296875,154588.37060546875,102814.8074951172
[TG(40:1)]_FA14:0,-0.01633996492898691,4.396251561237284,0.0015403559705191583,0.9686931677361961,0.9995604570586991,TAG,49883.98327636719,56249.72412109375,48228.40362548828,48984.543395996094,50619.14349365234,40020.12298583984
[TG(40:1)]_FA16:0,0.02527644412899419,8.709705165990737,0.003693702194141224,0.951537735127126,0.9995604570586991,TAG,1343718.0517578125,1277440.181213379,1121181.894165039,1498703.5146484375,888532.6584472656,53036.68341064453
[TG(40:1)]_FA16:1,-0.07092387973747219,6.502306179433083,0.028949020698746608,0.8648967986048088,0.9995604570586991,TAG,233902.13745117188,232099.53784179688,209977.01708984372,222028.8376464844,240329.8984375,142653.38940429688
[TG(40:1)]_FA18:0,-0.19041384636742206,4.977755315219564,0.20737779544424487,0.6488304704456137,0.9995604570586991,TAG,82608.94567871094,67961.74499511719,69658.04455566406,75449.54541015625,90012.40710449219,56847.50402832031
[TG(40:1)]_FA18:1,-0.1571374321646465,5.852697368606376,0.14148480269341235,0.7068093567418493,0.9995604570586991,TAG,148304.55029296875,137070.68920898438,134136.82958984375,138432.28979492188,164150.69311523438,93546.30700683594
[TG(40:2)]_FA14:0,0.07496622213890011,4.953028174473565,0.03255896525706703,0.8568063457417296,0.9995604570586991,TAG,84736.18585205078,94409.88677978516,74902.2653503418,84983.74560546875,73863.90539550781,32060.7021484375
[TG(40:2)]_FA16:0,0.04007979454984232,4.758004089165032,0.00929169145092601,0.9232081177389184,0.9995604570586991,TAG,67554.52490234375,46646.78335571289,57635.104400634766,43819.34289550781,48986.70318603516,94824.2857055664
[TG(40:2)]_FA16:1,0.10984642409340459,8.836015689526237,0.07001738155668136,0.7913114742719762,0.9995604570586991,TAG,1482576.8410644531,1477031.2862548828,1210467.3424072266,1522519.9248046875,1012230.0789794922,54243.9838256836
[TG(40:2)]_FA18:0,-0.07182725035203202,4.701817420672728,0.029686616050497605,0.8632032218280756,0.9995604570586991,TAG,69118.645263671875,61034.84460449219,60978.30474853516,61424.323974609375,64651.84558105469,47691.243591308594
[TG(40:2)]_FA18:1,-0.0630352302675239,5.021292993186602,0.022874384840633866,0.8797841883222665,0.9995604570586991,TAG,90131.98620605467,77215.10498046875,71823.824951171875,74677.78527832031,93104.10534667967,52584.48400878906
[TG(40:2)]_FA18:2,-0.09798328970537236,5.852535659018676,0.05517750280364453,0.8142871875276746,0.9995604570586991,TAG,148022.81115722656,139628.36987304688,131649.09020996094,130831.96923828124,160368.0711669922,101763.20703125
[TG(41:0)]_FA14:0,-0.0686562560423907,4.439963316631884,0.027126853919412497,0.8691782915285603,0.9995604570586991,TAG,54818.16375732422,57711.40368652344,52024.92401123047,53712.92419433594,56533.964599609375,32394.162384033203
[TG(41:0)]_FA16:0 | DG(42:0)_C16:0,0.4110402203844006,5.941167042852547,0.991103829022904,0.3194727386188508,0.9995604570586991,DAG,189106.63177490237,205827.0146484375,173808.69171142578,75999.16547775269,159534.47060775757,77633.20587158203
[TG(41:0)]_FA16:0 | DG(42:0)_C16:0,0.4110402203844006,5.941167042852547,0.991103829022904,0.3194727386188508,0.9995604570586991,TAG,113548.02868652344,113356.6890258789,97131.20520019533,147513.3705444336,107505.10723876952,44945.602966308594
[TG(41:0)]_FA18:0 | DG(42:0)_C18:0,-0.09860937636538487,5.070483977577024,0.05587972526154772,0.8131308869802718,0.9995604570586991,DAG,76568.82540893555,74709.08492660522,74901.84513473511,74396.50581359863,72545.5251121521,85876.92568969727
[TG(41:0)]_FA18:0 | DG(42:0)_C18:0,-0.09860937636538487,5.070483977577024,0.05587972526154772,0.8131308869802718,0.9995604570586991,TAG,74872.02575683594,74929.84509277344,69976.085205078125,88510.326171875,86374.42565917969,56546.86358642578
[TG(41:1)]_FA14:0,-5.900340996753077e-4,5.0318317774934735,2.010157913900912e-6,0.9988687593465135,0.9995604570586991,TAG,89207.6460571289,94314.84796142578,80328.64547729492,88647.32751464844,83203.16589355469,34149.50248718262
[TG(41:1)]_FA16:0,-0.07145403515640018,4.597249808268796,0.0293792885286166,0.8639062076853518,0.9995604570586991,TAG,63928.86422729492,61544.26419067383,60072.04409790039,56151.723876953125,64655.40383911133,36475.02239990234
[TG(41:1)]_FA16:1,-0.13219603777043268,5.5110062275039935,0.10026295903662685,0.7515143008626924,0.9995604570586991,TAG,115167.14739990234,130029.73071289062,102881.46643066406,150629.21112060547,116150.1889038086,41192.46307373047
[TG(41:1)]_FA18:0,-0.30136797095389223,4.63426091188886,0.5162843805989041,0.472430977527494,0.9995604570586991,TAG,61973.44403076172,54480.42352294922,59548.8837890625,64888.903869628906,72108.98583984375,37963.42251586914
[TG(41:1)]_FA18:1,-0.250388121852448,5.068737714781512,0.3574244788483157,0.5499401049541264,0.9995604570586991,TAG,83685.30615234375,77074.68542480469,72962.00476074219,95628.40612792967,93602.466796875,51342.70361328125
[TG(41:2)]_FA14:0,0.18186706460446184,5.148800696777646,0.1924750668767956,0.6608645751384666,0.9995604570586991,TAG,58865.84393310547,157157.95245361328,51868.763916015625,148664.8094482422,66825.72512817383,26025.10171508789
