C1,C2,C3,C4,C5,R1,R2,R3,R4,R5
1513.140102,1721.620129,1783.120125,1685.920116,1740.880135,2431.780174,2268.440197,2593.840214,3066.720226,2401.500175
7191.100548,7307.060417,8707.48053,6732.260475,8710.880516,11038.28082,11636.44084,12808.20091,12212.32084,11119.52082
78711.90494,82537.56578,108449.3879,72507.24413,88635.76778,123379.4286,123294.7881,143230.1512,142730.13,121707.7097
2345.420174,2429.480152,2529.540207,2074.140129,2844.620274,3204.040279,3489.760277,3801.760311,4361.680332,3871.220291
173704.9115,176238.4317,246321.3767,149551.5528,207652.1156,285548.3641,276684.1831,336524.286,337809.9854,258135.0197
21336.8419,21923.48145,33049.44201,16959.96118,27897.6421,38800.90219,38330.38211,49788.38359,48748.64341,39200.4221
12356.78072,13813.881,21325.06136,11315.02076,15682.24126,21650.7611,21897.70118,25444.40123,26240.3619,21209.14148
28456.62214,29520.42153,46017.90303,23697.14178,36769.86257,50375.36363,45672.74403,58163.08369,62134.1054,46895.92422
4011.100262,4024.14024,4755.700333,3661.300201,3406.220268,5964.30032,6640.180523,7277.260406,6794.580467,5638.780323
7344.940552,8489.580643,10755.80086,7584.860603,9801.040527,11243.60094,9886.240524,13440.7406,13135.08087,9702.820686
22125.40115,21721.66142,26568.78218,16867.10111,22908.88181,37971.70268,35578.88239,43824.66271,41076.12308,31424.08218
38364.02241,28808.30239,55333.36283,32897.88226,44384.90359,66909.16537,63866.16384,75834.24582,76010.58584,60452.30452
6993.220509,5439.760372,11093.12083,6716.840527,9400.700668,13519.50092,12839.96077,14891.14095,15758.98094,11261.06067
25420.62185,25331.80206,37905.36321,20663.30153,29834.46225,43588.76242,43222.82272,51233.88291,56002.74341,45737.22354
7113.840649,4457.360329,10210.04068,6207.480515,7389.900623,11645.52074,10767.98087,12990.64111,14383.96098,12228.38098
3548.200218,3701.540264,4622.120323,3722.180279,4319.400299,7661.280624,5941.820446,7896.860718,7327.400597,6478.380455
31227.42179,30717.40213,50608.30386,28017.52179,38584.6825,54610.70449,56162.6245,77374.66499,69682.34562,58844.22453
2199.780159,1850.420124,1897.900143,2143.72015,1954.86013,2449.960178,2775.060162,2532.060192,2784.000187,2726.640171
6787.620445,5617.320343,9578.720665,5786.600365,8059.880619,11848.40084,11041.36087,13912.26136,14546.36092,13052.46102
48609.06458,46705.52269,75438.4255,41171.04251,58702.48426,106753.6082,102941.6292,138376.2092,117877.4677,94211.72612
