C1,C2,C3,C4,C5,R1,R2,R3,R4,R5
254385.0594,261625.8584,385848.9287,219180.7371,325301.285,354903.4682,347142.6207,449952.9926,453856.1177,355225.0881
334865.9086,321217.9244,493686.223,275256.678,401693.2073,444941.1446,432763.6713,550645.6005,539627.4161,428611.0845
59480.92359,48387.92403,85236.14377,52967.18353,66752.84451,68977.00402,68022.46636,89386.18888,80807.30692,66221.42405
50761.90382,42553.24351,78505.28518,43560.60351,62682.68503,74892.10512,71795.04429,88993.16821,87353.88467,69208.34432
619588.7163,537059.7672,902372.3617,544655.4199,758880.7553,871115.0119,831660.3571,1047867.072,1085792.18,835196.6724
194599.7938,169070.3131,276255.3805,158275.2504,221064.8985,277396.74,261579.516,353320.8287,329711.9644,254489.9392
1220.820087,1567.74012,1603.600121,1693.120106,1572.520115,1814.500141,1743.42009,2299.140175,2290.680164,1775.260109
6509.440407,6528.700462,9180.92065,6300.920383,8125.880535,9190.040733,8217.940575,10377.6008,11416.48066,8884.180508
28456.62214,29520.42153,46017.90303,23697.14178,36769.86257,50375.36363,45672.74403,58163.08369,62134.1054,46895.92422
173704.9115,176238.4317,246321.3767,149551.5528,207652.1156,285548.3641,276684.1831,336524.286,337809.9854,258135.0197
61074.44443,64240.18484,90361.56636,55115.62406,75457.84597,84882.28531,78943.94556,99625.48727,100866.6869,77393.80528
1673.440117,1467.720097,2170.100136,1425.440094,2158.080166,2174.780178,2189.10014,2200.380165,2914.080196,2376.880138
6787.620445,5617.320343,9578.720665,5786.600365,8059.880619,11848.40084,11041.36087,13912.26136,14546.36092,13052.46102
3981.740295,3481.4203,5134.800381,3171.540237,4070.540276,4543.660294,4365.520317,5737.380344,6507.72047,5236.600277
12356.78072,13813.881,21325.06136,11315.02076,15682.24126,21650.7611,21897.70118,25444.40123,26240.3619,21209.14148
20688.76131,19883.42138,26813.46186,17583.42144,26037.00173,26561.58204,29002.68176,35438.14243,35916.06294,27495.54196
2499.040173,3024.840195,3695.260262,2191.440155,2208.540161,3687.500244,4070.840305,3773.720238,4154.260242,4250.800293
1949.260159,1891.980133,1905.820148,1548.400124,2112.240181,2228.840183,2317.600147,2773.460186,2611.180206,2400.600193
3047.280228,2419.00016,3880.120258,3010.600189,3298.060276,3813.900215,3364.640224,4644.660362,4658.220295,3373.400257
1275.060097,1213.680077,1455.300117,1026.100079,1108.800087,1538.980114,1351.920116,1602.880104,1406.640087,1394.440102
25420.62185,25331.80206,37905.36321,20663.30153,29834.46225,43588.76242,43222.82272,51233.88291,56002.74341,45737.22354
19124.1215,21178.72154,29033.42199,17220.50125,22218.32132,27715.98151,28695.68151,33724.22259,37217.60255,26865.0615
7113.840649,4457.360329,10210.04068,6207.480515,7389.900623,11645.52074,10767.98087,12990.64111,14383.96098,12228.38098
38364.02241,28808.30239,55333.36283,32897.88226,44384.90359,66909.16537,63866.16384,75834.24582,76010.58584,60452.30452
13481.02087,11553.16073,19692.34114,12954.26097,17266.38113,17864.24142,17999.48085,23091.94187,19803.80135,17235.28144
1893.900127,1745.800121,2734.140156,1991.720123,2187.120167,2463.220165,1935.360165,2539.360168,3063.380207,2663.120213
6993.220509,5439.760372,11093.12083,6716.840527,9400.700668,13519.50092,12839.96077,14891.14095,15758.98094,11261.06067
13665.64077,12713.92093,18189.86138,11374.62081,15457.48108,20105.14147,19209.58108,24284.08158,23917.32189,17942.02125
1479.320107,1717.040119,1753.420109,1842.580166,1530.62011,2165.740154,2166.92017,2825.680141,2431.480167,2165.20015
2104.260162,2541.620182,4089.840302,2644.52021,3139.120205,4426.140263,4125.520283,4750.880375,5329.400341,4133.820251
4768.780361,4971.14032,6518.580406,4160.580288,5495.460392,5790.80043,5232.460377,6144.420452,7235.240421,6082.480404
6489.920319,5350.540325,7556.660583,5474.800316,5830.880474,4166.520252,3840.260292,5388.480446,5008.84026,3847.940235
2997.820194,3523.060261,4247.540298,2895.000172,3915.86031,2745.140167,2410.760185,3395.860218,3126.02018,3174.240192
2204.96014,2991.360222,2723.200188,2291.880146,3099.700184,2419.10017,2082.660164,2017.280159,2160.74017,1873.740139
2407.000198,2482.960182,2689.340199,1851.220139,2340.900169,2111.600147,1795.720131,2118.260143,1745.70013,1820.680138
2354.480186,2559.940155,3034.200264,2533.02018,2906.000195,3219.520226,2958.660179,3895.320194,2969.900181,3422.94025
2309.300148,2144.24015,19159.7413,1805.520134,1605.940121,2711.900211,2454.100212,8938.860722,1856.800133,2000.200127
1925.78014,2276.600151,3153.10022,1908.860119,1876.840115,1653.940125,2068.820156,2012.72015,1519.080112,1618.980114
1891.060127,1397.840111,6404.80051,1521.140118,1574.600113,1609.020107,1376.360096,3618.040257,1385.860107,1377.700092
1905.200134,2103.640179,2190.360149,1744.32011,2096.720161,2672.620174,2212.720165,2757.560184,2989.400196,2393.36018
4011.100262,4024.14024,4755.700333,3661.300201,3406.220268,5964.30032,6640.180523,7277.260406,6794.580467,5638.780323
2158.36013,2748.880169,2170.120129,1977.94014,2047.900112,2544.500214,2771.620152,2769.760181,3297.020233,2707.260193
2870.380192,3635.300228,3294.220272,2971.640228,3509.880219,4199.220284,3642.120247,4613.76033,5342.780403,3614.020294
22125.40115,21721.66142,26568.78218,16867.10111,22908.88181,37971.70268,35578.88239,43824.66271,41076.12308,31424.08218
18242.54118,15360.76112,22405.84152,14571.94113,17294.08138,25241.56195,23078.38181,28859.78248,27209.92199,21514.36158
16087.26109,16528.02117,21317.60143,17244.28147,17419.18113,24759.34159,24772.60159,27854.24221,30299.60189,25436.0822
78711.90494,82537.56578,108449.3879,72507.24413,88635.76778,123379.4286,123294.7881,143230.1512,142730.13,121707.7097
13726.02095,13199.48089,16686.84108,14790.64103,13527.36098,18783.96135,17421.60126,24284.90152,21556.40154,19146.84129
2209.860191,2147.240158,2561.900143,2487.700161,1996.120125,2782.780231,2749.200176,3223.720192,3686.940334,3386.640175
7191.100548,7307.060417,8707.48053,6732.260475,8710.880516,11038.28082,11636.44084,12808.20091,12212.32084,11119.52082
21681.44182,21434.02133,28461.92228,22075.20133,24082.18152,28071.18219,27345.06142,31916.26241,33952.4224,26774.70206
1158.300079,1246.740093,1123.120079,1259.92009,1102.660072,1234.600082,1334.120094,1494.620117,1399.740093,1681.840107
1912.180134,2248.680176,1649.260128,1683.400135,1842.840111,2581.380207,2849.960178,2905.920181,2481.820175,2594.280186
1903.020145,1604.240108,1961.22015,1809.000122,1650.20013,2330.52018,2017.760105,2289.100155,2285.260151,1897.20013
1630.740124,1980.740128,2312.540165,1745.04015,2268.860168,1957.640156,2240.800171,3068.440201,2544.560169,2612.140182
5431.240368,4659.000359,6112.000477,4263.100323,5927.740402,6439.900494,6919.580486,8431.600513,8220.560669,7344.440479
6259.9604,5549.700386,7259.600449,5525.920422,6339.360363,5775.740376,7247.880573,7213.340565,7892.980495,8355.220684
2305.120152,2242.400146,2801.540218,2293.240158,2961.600197,3529.460262,3365.280209,4400.660358,3781.840282,3654.820244
2944.040226,3565.880215,3224.900257,2784.100193,2842.660191,4124.620308,4135.760242,3565.78027,4319.000309,3448.900215
2345.420174,2429.480152,2529.540207,2074.140129,2844.620274,3204.040279,3489.760277,3801.760311,4361.680332,3871.220291
3973.560291,4259.880257,4909.64032,4173.300297,4789.600311,6459.160419,5067.660324,6959.480392,6956.760471,6283.020451
6818.080589,6292.480465,7081.680401,6770.680489,7140.900547,9310.200523,6539.220436,8612.760616,8987.040493,7517.780449
2314.720146,2298.100136,2154.76017,1756.440125,2474.480171,3001.380207,3268.360245,3363.360222,3243.50021,2961.28019
2819.78022,3070.940243,4093.620308,2971.480225,2825.620216,4019.520359,3949.360298,5364.480358,4916.560375,4249.740276
2073.24017,2415.640171,2559.860168,2930.980251,2190.160172,3223.360176,2552.620148,3008.820168,3178.96022,2887.280216
1513.140102,1721.620129,1783.120125,1685.920116,1740.880135,2431.780174,2268.440197,2593.840214,3066.720226,2401.500175
1273.220089,1110.940086,1307.960087,1209.140087,1408.120094,1747.480129,1310.360096,1742.100113,1465.680103,1597.760117
1188.520088,1825.440125,1362.120102,1766.000145,1838.280144,2405.880165,2458.140205,2868.000172,1943.040142,1909.140121
1299.980095,1378.720104,1444.740108,1335.380116,1276.500095,1763.02013,2197.620167,1865.080116,2024.740143,1976.260151
3548.200218,3701.540264,4622.120323,3722.180279,4319.400299,7661.280624,5941.820446,7896.860718,7327.400597,6478.380455
3277.680252,3231.040237,4077.680317,3698.660278,3390.52021,3302.220234,2811.520241,2557.960178,2468.140144,3005.380222
1148.680084,1110.820084,1180.34008,1223.520088,1321.740097,1742.580128,1380.320091,1562.420113,1324.3801,1728.220135
4500.340317,3717.280209,5304.340374,4957.720356,4925.14032,7183.860558,6878.600471,7454.840538,7135.960655,6075.980431
28637.34233,26046.1014,35049.38292,26745.6422,31959.30233,36646.38247,35050.54194,37228.12286,39984.02301,38200.6431
1165.400078,1539.940102,1203.400089,1433.940105,1430.480099,2145.040138,1694.220112,1650.000111,1933.500145,1682.300129
1515.90012,1260.780087,1594.860115,1344.960087,1457.340096,1711.600132,2001.560127,2381.580173,2324.900177,1657.560116
1172.900082,1209.220078,1201.900097,1442.040108,1324.300098,1796.200138,1596.260098,1660.740124,1422.780109,1526.860107
1184.76009,1197.640087,1367.460075,1185.560089,1228.880081,1437.700104,1405.820095,1338.800091,1666.420124,1482.740101
2518.980156,2364.300171,2680.680191,2357.140175,2105.040138,3332.400238,2769.700199,2479.940166,2258.260132,3427.020298
6744.440437,6932.02047,7306.580616,6008.120544,6215.040569,8719.900635,7347.300438,9361.420479,7965.180519,7012.58057
2184.480183,2212.060158,2464.340164,1905.820137,2201.360157,2378.340176,2566.580173,3027.48019,2860.200207,2661.660179
13774.70103,15081.84109,16522.72117,12593.12085,15856.10126,17872.72121,16700.82121,19220.36121,16324.80116,16823.32129
3951.660267,3178.960236,4404.920296,3346.220238,3972.000286,4933.500324,4100.660336,4797.00029,4447.440327,4580.58028
3398.740276,3230.260227,2965.980175,4183.340298,4656.640316,4639.120285,4405.16029,5060.500328,4600.580349,4837.580288
2576.620186,2452.140141,4247.860275,2764.440205,3316.300224,3256.240257,4382.020309,5301.120438,4778.980392,3990.160263
21092.62183,19224.80116,27290.94182,18412.82124,23208.24157,26536.22134,23871.18207,32000.24232,31017.36227,23224.84199
74613.56458,76710.44556,107521.6469,62808.98539,88560.66674,121363.7276,117272.5503,145305.05,146438.2522,112711.4471
32021.86213,35266.64256,51064.76386,30655.82228,41388.84304,47998.84392,46182.52328,61100.04457,56061.06314,45643.40316
2091.200127,2173.240166,3356.120247,1887.180107,2594.600197,2795.140236,2684.920158,3776.300224,2924.860237,2684.200222
21336.8419,21923.48145,33049.44201,16959.96118,27897.6421,38800.90219,38330.38211,49788.38359,48748.64341,39200.4221
129668.3102,105559.828,184351.2303,110018.9056,152436.1121,176585.0919,169625.4284,228770.9966,205436.4511,162119.6122
234184.257,186067.6162,358925.8238,199921.9916,294437.5283,351374.8669,324153.9991,405895.1032,418997.3381,326210.76
9908.100731,9349.240643,14904.80113,10012.60074,11528.20065,15947.40097,13709.72115,16469.52144,18140.54101,15678.36101
2199.780159,1850.420124,1897.900143,2143.72015,1954.86013,2449.960178,2775.060162,2532.060192,2784.000187,2726.640171
4481.640366,4012.240269,5293.440395,3631.600208,3920.560299,4244.200264,6521.780396,6606.740437,4729.980305,4404.040352
51755.82339,58856.06357,83044.705,45240.40291,65014.80515,86008.20594,92402.9064,111409.3479,120824.9264,100854.8243
54647.06438,56941.6433,81686.36592,46156.56318,65966.56429,65113.72529,62410.62454,89659.00666,81455.06591,69353.96536
95275.12668,78175.12502,137927.6308,81008.34591,114179.1071,132587.9675,128065.1089,168385.5509,163274.8502,133002.2097
7344.940552,8489.580643,10755.80086,7584.860603,9801.040527,11243.60094,9886.240524,13440.7406,13135.08087,9702.820686
21972.90172,26479.68206,37163.84224,23090.84151,28559.84166,35431.5222,32739.36223,45629.14314,44690.60291,39157.66307
14444.00093,13944.46081,22816.44142,13743.76084,15673.94099,18803.32125,18615.66122,20808.46173,20901.50153,17720.48124
1484.980114,2140.140152,1899.080154,1975.700108,1912.060131,1293.200096,1183.560078,1462.660103,1386.760109,1502.540112
1979.360157,3270.180225,2698.36018,2230.580166,2195.580166,1805.380138,1260.420097,1654.940098,1700.180107,1507.880112
1639.260105,2097.50013,1889.120152,2269.660133,2199.180141,1604.160122,1639.500118,1341.160084,1654.98011,1348.7001
1726.300095,1903.360126,1720.460117,2307.980141,1646.440098,1091.020069,1326.340084,1245.240093,1272.540089,1313.440086
1314.700085,1457.62011,1290.240093,1428.600113,1392.420109,1143.880085,1037.040077,1111.360085,1181.840084,1095.360081
1133.100075,1274.540081,1305.700089,1454.340096,1194.380089,1062.080074,1015.260082,1115.420071,1102.74007,1064.780071
2398.360146,2687.000195,2628.000191,2686.840183,2417.260155,1957.260128,1648.380123,1878.68013,1681.280121,1845.660122
2910.600224,3143.38026,3954.960323,4187.960312,3702.82024,2524.160179,2120.360172,2935.900211,3783.140251,3077.800232
2383.580162,2543.320187,2911.080212,3686.620258,2810.020191,1500.880112,1475.080101,1662.480114,1592.300106,1734.86013
1792.340111,2178.800152,2706.800224,3594.420208,2981.680233,1768.900112,1355.3601,1855.060127,2136.400112,1901.860115
1696.900108,1948.120148,1740.960148,1771.920113,1743.840107,1314.380093,1402.020092,1206.100079,1453.060104,1428.880112
2222.460186,2335.040161,3197.360222,3034.76022,2723.5802,1699.480122,1435.760094,1314.58009,2125.320168,2037.420124
4006.020344,4447.160275,5650.800449,5341.060398,4886.760403,2661.920216,2829.86021,2633.940186,4254.160336,4261.520336
1644.640121,1446.260109,1328.62009,1613.940132,1488.920109,1386.600101,1287.400097,1103.840084,1206.020096,1296.240086
1579.120125,1561.060101,1918.460133,2414.360188,1792.100109,1442.700104,1291.780094,1324.380096,1308.480087,1324.480091
1471.44009,1679.880104,1751.160126,1592.500107,1580.56012,1238.920086,1204.540077,1262.560085,1642.440113,1227.880093
3972.200264,4774.200321,4236.000263,4400.780396,5257.44043,3350.740265,3108.340183,3127.720249,5311.760357,3263.620255
1932.040134,2336.06015,2382.74015,2871.140182,1811.980125,1680.600109,1557.180115,1575.440113,2064.360149,1800.960129
1331.240097,1848.580128,1744.060127,2121.760136,1651.240131,1335.480099,1345.640102,1388.940102,1609.020111,1275.140087
1254.340084,1252.76009,1266.840073,1260.260086,1387.940098,1124.720081,1038.58007,968.5000687,1090.300072,985.2200737
1559.200115,1277.900082,1300.720089,1499.020115,1249.220097,1027.74007,1005.180073,1019.780079,1135.900085,1007.66008
