Parent_Ion,Product_Ion,OzESI_Intensity,Lipid,Class,Sample,Sample_Name,Sup_Pel,Intensity_Subtracted
563.4,183.0,4693.0,FA(26:0),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,323.0
589.4,183.0,4570.0,FA(28:1),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,144.0
591.4,183.0,5424.0,FA(28:0),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,590.0
617.4,183.0,4727.0,FA(30:1),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,286.0
619.4,183.0,4910.0,FA(30:0),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,630.0
339.3,183.0,56635.0,FA(10:0),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,38198.0
353.3,183.0,4617.0,FA(11:0),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,159.0
365.3,183.0,4680.0,FA(12:1),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-410.0
367.3,183.0,4387.0,FA(12:0),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-120.0
381.3,183.0,4452.0,FA(13:0),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-46.0
393.4,183.0,5771.0,FA(14:1),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,1195.0
395.3,183.0,4906.0,FA(14:0),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-115.0
407.3,183.0,4341.0,FA(15:1),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,23.0
409.3,183.0,4139.0,FA(15:0),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-319.0
421.4,183.0,4263.0,FA(16:1),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,27.0
423.3,183.0,4457.0,FA(16:0),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,294.0
435.4,183.0,4423.0,FA(17:1),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-283.0
437.4,183.0,4161.0,FA(17:0),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-287.0
443.4,183.0,4181.0,FA(18:4),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-289.0
445.4,183.0,4497.0,FA(18:3),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-295.0
447.4,183.0,4210.0,FA(18:2),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-104.0
449.4,183.0,10193.0,FA(18:1),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-2035.0
451.4,183.0,4187.0,FA(18:0),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-470.0
469.4,183.0,4344.0,FA(20:5),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,89.0
471.4,183.0,4366.0,FA(20:4),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-28.0
473.4,183.0,4355.0,FA(20:3),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-58.0
475.4,183.0,4298.0,FA(20:2),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-136.0
477.4,183.0,4375.0,FA(20:1),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-1052.0
479.4,183.0,4259.0,FA(20:0),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-165.0
493.4,183.0,33414.0,FA(21:0),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-9301.0
495.4,183.0,5151.0,FA(22:6),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-143.0
497.4,183.0,4335.0,FA(22:5),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-290.0
499.4,183.0,4287.0,FA(22:4),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-185.0
501.4,183.0,4710.0,FA(22:3),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-131.0
503.4,183.0,4539.0,FA(22:2),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-224.0
505.4,183.0,5193.0,FA(22:1),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,53.0
507.4,183.0,4950.0,FA(22:0),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-569.0
521.4,183.0,5373.0,FA(23:0),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-1394.0
533.4,183.0,4521.0,FA(24:1),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-11.0
535.4,183.0,4380.0,FA(24:0),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-111.0
561.4,183.0,4189.0,FA(26:1),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-363.0
563.4,183.0,4325.0,FA(26:0),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-45.0
589.4,183.0,4207.0,FA(28:1),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-219.0
591.4,183.0,4975.0,FA(28:0),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,141.0
617.4,183.0,4225.0,FA(30:1),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,-216.0
619.4,183.0,4918.0,FA(30:0),FA,FA_AMP_DMSO_p1_N1_9_6_24,DMSO,p1,638.0
339.3,183.0,77629.0,FA(10:0),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,59192.0
353.3,183.0,5461.0,FA(11:0),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,1003.0
365.3,183.0,6243.0,FA(12:1),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,1153.0
367.3,183.0,4711.0,FA(12:0),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,204.0
381.3,183.0,5101.0,FA(13:0),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,603.0
393.4,183.0,6018.0,FA(14:1),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,1442.0
395.3,183.0,4553.0,FA(14:0),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,-468.0
407.3,183.0,4505.0,FA(15:1),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,187.0
409.3,183.0,4699.0,FA(15:0),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,241.0
421.4,183.0,4739.0,FA(16:1),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,503.0
423.3,183.0,4468.0,FA(16:0),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,305.0
435.4,183.0,4748.0,FA(17:1),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,42.0
437.4,183.0,4620.0,FA(17:0),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,172.0
443.4,183.0,4388.0,FA(18:4),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,-82.0
445.4,183.0,4811.0,FA(18:3),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,19.0
447.4,183.0,4739.0,FA(18:2),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,425.0
449.4,183.0,10268.0,FA(18:1),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,-1960.0
451.4,183.0,4726.0,FA(18:0),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,69.0
469.4,183.0,4591.0,FA(20:5),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,336.0
471.4,183.0,4592.0,FA(20:4),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,198.0
473.4,183.0,4520.0,FA(20:3),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,107.0
475.4,183.0,4633.0,FA(20:2),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,199.0
477.4,183.0,4857.0,FA(20:1),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,-570.0
479.4,183.0,4811.0,FA(20:0),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,387.0
493.4,183.0,30570.0,FA(21:0),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,-12145.0
495.4,183.0,5637.0,FA(22:6),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,343.0
497.4,183.0,4235.0,FA(22:5),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,-390.0
499.4,183.0,4831.0,FA(22:4),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,359.0
501.4,183.0,5585.0,FA(22:3),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,744.0
503.4,183.0,5709.0,FA(22:2),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,946.0
505.4,183.0,5542.0,FA(22:1),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,402.0
507.4,183.0,5703.0,FA(22:0),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,184.0
521.4,183.0,6281.0,FA(23:0),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,-486.0
533.4,183.0,4747.0,FA(24:1),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,215.0
535.4,183.0,4748.0,FA(24:0),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,257.0
561.4,183.0,4702.0,FA(26:1),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,150.0
563.4,183.0,4389.0,FA(26:0),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,19.0
589.4,183.0,4609.0,FA(28:1),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,183.0
591.4,183.0,5232.0,FA(28:0),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,398.0
617.4,183.0,4310.0,FA(30:1),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,-131.0
619.4,183.0,4667.0,FA(30:0),FA,FA_AMP_DMSO_s2_N1_9_6_24,DMSO,s2,387.0
339.3,183.0,49471.0,FA(10:0),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,31034.0
353.3,183.0,6012.0,FA(11:0),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,1554.0
365.3,183.0,6879.0,FA(12:1),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,1789.0
367.3,183.0,5316.0,FA(12:0),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,809.0
381.3,183.0,5487.0,FA(13:0),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,989.0
393.4,183.0,7105.0,FA(14:1),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,2529.0
395.3,183.0,5355.0,FA(14:0),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,334.0
407.3,183.0,5151.0,FA(15:1),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,833.0
409.3,183.0,5287.0,FA(15:0),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,829.0
421.4,183.0,4840.0,FA(16:1),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,604.0
423.3,183.0,5238.0,FA(16:0),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,1075.0
435.4,183.0,4965.0,FA(17:1),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,259.0
437.4,183.0,4450.0,FA(17:0),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,2.0
443.4,183.0,4859.0,FA(18:4),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,389.0
445.4,183.0,5498.0,FA(18:3),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,706.0
447.4,183.0,4997.0,FA(18:2),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,683.0
449.4,183.0,9904.0,FA(18:1),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,-2324.0
451.4,183.0,5359.0,FA(18:0),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,702.0
469.4,183.0,5086.0,FA(20:5),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,831.0
471.4,183.0,4900.0,FA(20:4),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,506.0
473.4,183.0,5168.0,FA(20:3),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,755.0
475.4,183.0,5145.0,FA(20:2),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,711.0
477.4,183.0,5044.0,FA(20:1),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,-383.0
479.4,183.0,4932.0,FA(20:0),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,508.0
493.4,183.0,26547.0,FA(21:0),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,-16168.0
495.4,183.0,6247.0,FA(22:6),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,953.0
497.4,183.0,5076.0,FA(22:5),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,451.0
499.4,183.0,5102.0,FA(22:4),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,630.0
501.4,183.0,6604.0,FA(22:3),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,1763.0
503.4,183.0,5632.0,FA(22:2),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,869.0
505.4,183.0,5377.0,FA(22:1),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,237.0
507.4,183.0,5582.0,FA(22:0),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,63.0
521.4,183.0,6082.0,FA(23:0),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,-685.0
533.4,183.0,4927.0,FA(24:1),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,395.0
535.4,183.0,4877.0,FA(24:0),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,386.0
561.4,183.0,4702.0,FA(26:1),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,150.0
563.4,183.0,4574.0,FA(26:0),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,204.0
589.4,183.0,4611.0,FA(28:1),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,185.0
591.4,183.0,5325.0,FA(28:0),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,491.0
617.4,183.0,4502.0,FA(30:1),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,61.0
619.4,183.0,4789.0,FA(30:0),FA,FA_AMP_MED_s2_N1_9_6_24,MED,s2,509.0
339.3,183.0,335118.0,FA(10:0),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,316681.0
353.3,183.0,5382.0,FA(11:0),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,924.0
365.3,183.0,5318.0,FA(12:1),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,228.0
367.3,183.0,4719.0,FA(12:0),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,212.0
381.3,183.0,4838.0,FA(13:0),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,340.0
393.4,183.0,8502.0,FA(14:1),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,3926.0
395.3,183.0,7176.0,FA(14:0),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,2155.0
407.3,183.0,4734.0,FA(15:1),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,416.0
409.3,183.0,4577.0,FA(15:0),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,119.0
421.4,183.0,4493.0,FA(16:1),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,257.0
423.3,183.0,4603.0,FA(16:0),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,440.0
435.4,183.0,4440.0,FA(17:1),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,-266.0
437.4,183.0,4423.0,FA(17:0),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,-25.0
443.4,183.0,4371.0,FA(18:4),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,-99.0
445.4,183.0,4619.0,FA(18:3),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,-173.0
447.4,183.0,4344.0,FA(18:2),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,30.0
449.4,183.0,11719.0,FA(18:1),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,-509.0
451.4,183.0,4675.0,FA(18:0),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,18.0
469.4,183.0,4459.0,FA(20:5),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,204.0
471.4,183.0,4573.0,FA(20:4),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,179.0
473.4,183.0,4575.0,FA(20:3),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,162.0
475.4,183.0,4344.0,FA(20:2),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,-90.0
477.4,183.0,4866.0,FA(20:1),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,-561.0
479.4,183.0,4491.0,FA(20:0),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,67.0
493.4,183.0,34957.0,FA(21:0),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,-7758.0
495.4,183.0,5446.0,FA(22:6),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,152.0
497.4,183.0,4292.0,FA(22:5),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,-333.0
499.4,183.0,4586.0,FA(22:4),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,114.0
501.4,183.0,5192.0,FA(22:3),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,351.0
503.4,183.0,5231.0,FA(22:2),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,468.0
505.4,183.0,5149.0,FA(22:1),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,9.0
507.4,183.0,5532.0,FA(22:0),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,13.0
521.4,183.0,6074.0,FA(23:0),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,-693.0
533.4,183.0,4788.0,FA(24:1),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,256.0
535.4,183.0,4536.0,FA(24:0),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,45.0
561.4,183.0,4687.0,FA(26:1),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,135.0
563.4,183.0,4443.0,FA(26:0),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,73.0
589.4,183.0,4519.0,FA(28:1),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,93.0
591.4,183.0,5319.0,FA(28:0),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,485.0
617.4,183.0,4335.0,FA(30:1),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,-106.0
619.4,183.0,4435.0,FA(30:0),FA,FA_AMP_MED_p1_N1_9_6_24,MED,p1,155.0
339.3,183.0,39404.0,FA(10:0),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,20967.0
353.3,183.0,4766.0,FA(11:0),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,308.0
365.3,183.0,4988.0,FA(12:1),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,-102.0
367.3,183.0,4255.0,FA(12:0),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,-252.0
381.3,183.0,4792.0,FA(13:0),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,294.0
393.4,183.0,6040.0,FA(14:1),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,1464.0
395.3,183.0,4782.0,FA(14:0),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,-239.0
407.3,183.0,4469.0,FA(15:1),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,151.0
409.3,183.0,4499.0,FA(15:0),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,41.0
421.4,183.0,4388.0,FA(16:1),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,152.0
423.3,183.0,4550.0,FA(16:0),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,387.0
435.4,183.0,4355.0,FA(17:1),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,-351.0
437.4,183.0,4320.0,FA(17:0),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,-128.0
443.4,183.0,4209.0,FA(18:4),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,-261.0
445.4,183.0,4330.0,FA(18:3),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,-462.0
447.4,183.0,4150.0,FA(18:2),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,-164.0
449.4,183.0,6458.0,FA(18:1),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,-5770.0
451.4,183.0,4505.0,FA(18:0),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,-152.0
469.4,183.0,4596.0,FA(20:5),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,341.0
471.4,183.0,4323.0,FA(20:4),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,-71.0
473.4,183.0,4337.0,FA(20:3),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,-76.0
475.4,183.0,4214.0,FA(20:2),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,-220.0
477.4,183.0,4589.0,FA(20:1),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,-838.0
479.4,183.0,4492.0,FA(20:0),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,68.0
493.4,183.0,15013.0,FA(21:0),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,-27702.0
495.4,183.0,4642.0,FA(22:6),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,-652.0
497.4,183.0,4481.0,FA(22:5),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,-144.0
499.4,183.0,4456.0,FA(22:4),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,-16.0
501.4,183.0,5179.0,FA(22:3),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,338.0
503.4,183.0,4577.0,FA(22:2),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,-186.0
505.4,183.0,4873.0,FA(22:1),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,-267.0
507.4,183.0,4777.0,FA(22:0),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,-742.0
521.4,183.0,5086.0,FA(23:0),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,-1681.0
533.4,183.0,4402.0,FA(24:1),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,-130.0
535.4,183.0,4498.0,FA(24:0),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,7.0
561.4,183.0,4345.0,FA(26:1),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,-207.0
563.4,183.0,4184.0,FA(26:0),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,-186.0
589.4,183.0,4456.0,FA(28:1),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,30.0
591.4,183.0,4525.0,FA(28:0),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,-309.0
617.4,183.0,4262.0,FA(30:1),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,-179.0
619.4,183.0,4954.0,FA(30:0),FA,FA_AMP_MED_s3_N1_9_6_24,MED,s3,674.0
339.3,183.0,46231.0,FA(10:0),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,27794.0
353.3,183.0,6173.0,FA(11:0),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,1715.0
365.3,183.0,6238.0,FA(12:1),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,1148.0
367.3,183.0,5002.0,FA(12:0),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,495.0
381.3,183.0,5234.0,FA(13:0),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,736.0
393.4,183.0,6284.0,FA(14:1),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,1708.0
395.3,183.0,4914.0,FA(14:0),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,-107.0
407.3,183.0,4925.0,FA(15:1),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,607.0
409.3,183.0,4851.0,FA(15:0),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,393.0
421.4,183.0,4680.0,FA(16:1),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,444.0
423.3,183.0,5058.0,FA(16:0),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,895.0
435.4,183.0,4853.0,FA(17:1),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,147.0
437.4,183.0,4685.0,FA(17:0),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,237.0
443.4,183.0,4650.0,FA(18:4),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,180.0
445.4,183.0,4998.0,FA(18:3),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,206.0
447.4,183.0,4920.0,FA(18:2),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,606.0
449.4,183.0,9159.0,FA(18:1),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,-3069.0
451.4,183.0,4745.0,FA(18:0),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,88.0
469.4,183.0,5013.0,FA(20:5),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,758.0
471.4,183.0,4552.0,FA(20:4),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,158.0
473.4,183.0,4806.0,FA(20:3),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,393.0
475.4,183.0,4709.0,FA(20:2),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,275.0
477.4,183.0,5164.0,FA(20:1),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,-263.0
479.4,183.0,4702.0,FA(20:0),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,278.0
493.4,183.0,28088.0,FA(21:0),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,-14627.0
495.4,183.0,5449.0,FA(22:6),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,155.0
497.4,183.0,4881.0,FA(22:5),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,256.0
499.4,183.0,4687.0,FA(22:4),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,215.0
501.4,183.0,5676.0,FA(22:3),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,835.0
503.4,183.0,5370.0,FA(22:2),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,607.0
505.4,183.0,5527.0,FA(22:1),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,387.0
507.4,183.0,5530.0,FA(22:0),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,11.0
