lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_cortex,DOD94_F4_Female_5xFAD_cortex,FAD185_M1_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_cortex,FAD189_M1_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_cortex,DOD94_F3_Female_WT_cortex,FAD184_F3_Female_WT_cortex,FAD184_F4_Female_WT_cortex,FAD185_M4_Male_WT_cortex,FAD189_M3_Male_WT_cortex,Blank_Blank_Blank_Blank_Blank
[TG(66:15)|TG(65:8)|TG(64:1)]_FA16:0,-0.02347732004436114,2.664133361251761,0.003035255177564977,0.956064253361563,0.9991512009554627,TAG,24774.501831054688,22757.181602478027,34266.522399902344,31874.062377929688,37067.76240539551,39551.4026184082,19934.9814453125,18500.201202392574,23163.581588745117,25314.48178100586,29943.80191040039,16753.781227111816
[TG(66:15)|TG(65:8)|TG(64:1)]_FA16:1,0.033479641289853965,3.0816783393691716,0.006165290829585501,0.9374149259770256,0.9991512009554627,TAG,32348.901885986328,32278.06231689453,48433.90333557129,39701.122619628906,63615.72448730469,52405.583908081055,19476.041305541992,31867.101989746097,37335.08283996582,34360.46240234375,32875.28225708008,17266.20124053955
[TG(66:15)|TG(65:8)|TG(64:1)]_FA18:0,-0.029265822384122446,2.994093597026168,0.004717199102287836,0.9452428507178964,0.9991512009554627,TAG,29119.20217895508,28125.281845092773,44452.103271484375,41719.22309875488,50082.183837890625,49145.603256225586,24966.821701049805,25523.401824951172,28923.401824951172,33264.50225830078,35173.4225769043,19720.4214553833
[TG(66:15)|TG(65:8)|TG(64:1)]_FA18:1,-0.08518819379632363,3.116223333913444,0.04001125594339783,0.8414585749595912,0.9991512009554627,TAG,32337.42253112793,29973.44207763672,45603.74331665039,47698.50314331055,44967.643157958984,64057.0641784668,28782.98223876953,28173.282012939453,34665.82272338867,35369.70236206055,40443.322830200195,17647.441162109375
[TG(66:15)|TG(65:8)|TG(64:1)]_FA18:2,-0.10667602792393185,3.0538803377825126,0.06276468582814232,0.8021784259167751,0.9991512009554627,TAG,28706.62230682373,26731.101821899418,43525.122802734375,40447.72267150879,41437.8229675293,68586.8649597168,23869.52155303955,26169.60191345215,31195.622360229492,31806.842193603516,48478.003646850586,19765.541397094727
[TG(66:15)|TG(65:8)|TG(64:1)]_FA18:3,-0.1563055445987319,3.125430147611007,0.1348567924671329,0.7134485606649444,0.9991512009554627,TAG,33649.96238708496,26196.461853027344,47480.3037109375,47120.94351196289,41445.50288391113,61471.26431274414,27461.22187805176,32340.00244140625,33863.40249633789,32406.962295532227,44264.942626953125,20094.181427001953
[TG(66:15)|TG(65:8)|TG(64:1)]_FA20:4,-0.07130355941856323,3.487396738560895,0.02802441492553953,0.8670514361442988,0.9991512009554627,TAG,41889.96311950683,30961.60237121582,43444.96318054199,46315.04318237305,39117.40288543701,53868.224044799805,29436.08201599121,27103.78175354004,32904.52247619629,33068.64246368408,41866.583015441895,77162.20542144775
[TG(66:15)|TG(65:8)|TG(64:1)]_FA22:5,0.23661249811567567,4.487573050546091,0.30632218211318296,0.5799458594703168,0.9991512009554627,TAG,88781.6459350586,85946.76722335815,143300.35084152222,139244.09149551392,191345.31210708615,128313.74962997437,40641.64234542847,120310.70766830444,76336.12546157837,72515.90553665161,68263.92446899414,37387.34267425537
[TG(66:15)|TG(65:8)|TG(64:1)]_FA22:6,-0.49885644270813634,5.40413217625997,1.3775132813789241,0.24052518048940602,0.9991512009554627,TAG,96394.88722229004,121577.98828125,314066.9996032715,213688.87354278564,314902.26171875,171618.35246276855,82573.84561157227,370722.12686157227,105046.94793701172,246959.97845458984,182501.39265441897,30175.802444458008
[TG(66:16)|TG(65:9)|TG(64:2)]_FA14:0,-0.12204253343178215,2.9268538685570324,0.08216766164059663,0.7743810748877379,0.9991512009554627,TAG,29021.821868896484,20484.86149597168,36757.38244628906,28178.80209350586,46894.442794799805,39462.96258544922,23998.4619140625,26368.321685791016,26474.621688842773,27019.82160949707,23285.821823120117,35104.48255157471
[TG(66:16)|TG(65:9)|TG(64:2)]_FA16:0,-0.0646051978030176,2.725754826285786,0.023002629161524624,0.8794502355666272,0.9991512009554627,TAG,24998.72171020508,19734.781448364258,34246.34257507324,33140.80239868164,39412.522705078125,38720.14291381836,22171.581619262695,20155.161590576172,21725.14178466797,26162.06184387207,27763.76187133789,22633.64157104492
[TG(66:16)|TG(65:9)|TG(64:2)]_FA16:1,0.06373137527384298,3.0774477541987157,0.022325244610215123,0.881225113852019,0.9991512009554627,TAG,31613.54235839844,29296.94207763672,48445.66357421875,45455.60336303711,59240.30389404297,51630.00357055664,22138.321563720703,28915.40216064453,31572.42204284668,33248.16247558594,34810.10289001465,21149.44140625
[TG(66:16)|TG(65:9)|TG(64:2)]_FA18:0,0.0022122377937504123,3.1080672778093943,2.693701230782608e-5,0.9958589275945744,0.9991512009554627,TAG,29852.022064208984,26315.921920776367,44647.14309692383,61764.96453857422,52169.1435546875,47546.74346923828,28225.862197875977,25133.70178222656,25351.161849975582,40872.342697143555,36611.58250427246,24949.40187072754
[TG(66:16)|TG(65:9)|TG(64:2)]_FA18:1,-0.07944788789832133,3.089788435909755,0.034796975225162896,0.8520217265696216,0.9991512009554627,TAG,30630.642120361328,30938.242065429688,43810.9432220459,47385.56326293945,47401.80352783203,52543.74366760254,28617.24201965332,27396.52182006836,31782.36212158203,35805.7225189209,36091.322509765625,21589.24157714844
[TG(66:16)|TG(65:9)|TG(64:2)]_FA18:2,0.003918046928433853,3.182624550035078,8.449154256595648e-5,0.9926660057458181,0.9991512009554627,TAG,34624.522064208984,30445.58203125,53354.683502197266,42710.46290588379,50614.82336425781,70164.76522827148,26234.78192138672,27773.281799316406,34814.82257080078,33143.622299194336,46258.92318725586,21421.38157653809
[TG(66:16)|TG(65:9)|TG(64:2)]_FA18:3,-0.14086389775821004,3.2681007277102627,0.10950322477378904,0.7407104175743344,0.9991512009554627,TAG,33249.64245605469,30157.26210784912,48935.42346191406,47728.203674316406,47945.40344238281,77988.505859375,29225.36212158203,32662.282623291016,34061.60221862793,36684.84242248535,56155.403564453125,23113.341674804688
[TG(66:16)|TG(65:9)|TG(64:2)]_FA20:4,-0.0962934568813752,3.3681100553910417,0.051133983134150185,0.8211016772417256,0.9991512009554627,TAG,37133.74247741699,32576.78221130371,51049.08351135254,45275.443267822266,44377.16328430176,106557.10693359376,30065.521942138672,27990.122108459473,34801.48230743408,35334.3624420166,79055.64643859863,21084.121459960938
[TG(66:16)|TG(65:9)|TG(64:2)]_FA22:5,-0.17715273124732164,4.795462940505572,0.17329335862086692,0.6772013291370776,0.9991512009554627,TAG,123054.00815200806,136380.4496231079,116343.8272705078,120373.5883178711,121357.56811523438,129847.94955444336,73226.46517944336,144157.54905700684,100808.8275756836,106899.20748901369,99068.12776184082,74590.425537109375
[TG(66:16)|TG(65:9)|TG(64:2)]_FA22:6,0.16400152406209112,4.630679079188291,0.14747207815480579,0.7009629314258821,0.9991512009554627,TAG,93868.56628417967,97212.54699707033,158237.5499267578,142751.75192260742,206974.7346496582,137973.4708557129,51098.10366821289,135397.17041015625,85631.2055053711,76125.14520263672,79304.16586303711,41937.22282409668
[TG(66:17)|TG(65:10)|TG(64:3)]_FA14:0,0.0733570067618999,2.9027605452430474,0.029571222775075512,0.8634667329998675,0.9991512009554627,TAG,31714.0223236084,28388.682006835938,44945.84353637695,35818.142501831055,60536.54397583008,44692.88342285156,16335.661071777344,30915.222496032715,34969.06219482422,31551.76229095459,23910.90187072754,11555.320960998535
[TG(66:17)|TG(65:10)|TG(64:3)]_FA16:0,-0.05854975236341668,2.523875708126703,0.018890260687982163,0.8906815575361904,0.9991512009554627,TAG,21902.781661987305,20012.48135375977,32574.522354125977,28910.442092895508,33341.90234375,38554.22277832031,19028.801277160645,20469.38163757324,20503.461471557617,21263.661376953125,27107.941955566406,12825.300910949709
[TG(66:17)|TG(65:10)|TG(64:3)]_FA16:1,0.046497997216900074,2.9827381426419977,0.011888502343936125,0.9131751985940408,0.9991512009554627,TAG,34531.58248901367,25027.941925048828,47958.80313110352,39790.80236816406,49434.203125,45574.60311889648,22150.601470947266,26681.821884155273,29673.64193725586,29836.702194213867,31051.522171020508,21842.82154846191
[TG(66:17)|TG(65:10)|TG(64:3)]_FA18:0,-0.0629979321413164,2.811399214407625,0.021872114948337185,0.8824278116547226,0.9991512009554627,TAG,23386.42172241211,22414.18162536621,33824.36227416992,52321.98304748535,42786.52307128906,41524.20278930664,22197.02131652832,22537.1015625,21586.62144470215,35639.342712402344,33491.20225524902,15726.441207885742
[TG(66:17)|TG(65:10)|TG(64:3)]_FA18:1,-0.05225149360946777,3.212719204101942,0.015043901043753749,0.9023814228597945,0.9991512009554627,TAG,30295.402145385742,27280.40185546875,47399.303283691406,66767.82441711426,51891.20330810547,51824.92343139648,31813.662384033203,26448.661590576172,28185.52210998535,41651.28305053711,41604.66287231445,28256.382217407227
[TG(66:17)|TG(65:10)|TG(64:3)]_FA18:2,-0.07842990955774519,3.1714430301628678,0.033910557284116266,0.8538971996999071,0.9991512009554627,TAG,32051.78213500977,31541.16192626953,49443.30375671387,46855.62335205078,52182.32360839844,54740.72380065918,29835.80191040039,28822.361846923828,32081.94229125977,35722.64270019531,41869.18328857422,24032.68180847168
[TG(66:17)|TG(65:10)|TG(64:3)]_FA18:3,-0.06524868232244582,3.4136409985122804,0.023464919808191098,0.8782542509457719,0.9991512009554627,TAG,38910.74282836914,35254.722229003906,58193.78373718262,54092.864166259766,58539.9641418457,79808.14581298828,35133.622650146484,35961.80261230469,41664.94284057617,37053.24282836914,50486.643798828125,24538.381591796875
[TG(66:17)|TG(65:10)|TG(64:3)]_FA20:4,-0.08752379805595077,3.068102973543086,0.04223674693541568,0.8371691494557671,0.9991512009554627,TAG,31336.742401123047,27899.48193359375,46833.08351135254,42687.16316986084,39614.10298156738,58997.56415557861,27343.78190612793,24553.721786499023,32012.62225341797,31238.702087402344,42913.02307128906,22259.901481628414
[TG(66:17)|TG(65:10)|TG(64:3)]_FA22:5,-0.0840789557664719,4.254263926934061,0.03897767796388507,0.8434928919026085,0.9991512009554627,TAG,62565.164321899414,83815.80619812012,112270.56829833984,112982.7282562256,111424.24737548828,111138.82765197754,43009.70309829712,106228.5481262207,70281.98446655273,73876.0855178833,79982.54571533203,27083.401916503903
[TG(66:17)|TG(65:10)|TG(64:3)]_FA22:6,-0.12799088815615456,5.033035879242601,0.09039150025091658,0.7636800329312915,0.9991512009554627,TAG,157064.8706665039,162478.01181030273,137935.58853149414,139356.97094726562,149051.95016479492,145128.64981079102,81268.68591308594,170120.67156982422,120241.84893798828,116777.94891357422,117393.00787353516,88336.40637207031
[TG(66:18)|TG(65:11)|TG(64:4)]_FA14:0,-0.11283358135163721,2.711738690361226,0.07022464734093603,0.7910099744055192,0.9991512009554627,TAG,25344.58176422119,22077.06167602539,38099.14273071289,29097.662338256836,45599.703521728516,38221.6223449707,17862.96127319336,24854.361770629883,29640.562255859375,28564.44236755371,26070.601852416992,13589.860931396484
[TG(66:18)|TG(65:11)|TG(64:4)]_FA16:0,-0.07544219620268307,2.909782137750514,0.031373963993850396,0.85940865676975,0.9991512009554627,TAG,24743.82164001465,23294.821517944336,38326.442779541016,33099.38217163086,36385.802490234375,74515.88578796387,23093.601455688477,22987.12188720703,24208.86193847656,24243.601776123047,50718.76301574707,17630.24129486084
[TG(66:18)|TG(65:11)|TG(64:4)]_FA16:1,0.04260670049575091,2.9606448341506804,0.009982858253465565,0.9204123995223624,0.9991512009554627,TAG,31930.14227294922,26615.881942749023,46681.423248291016,42362.20263671875,55756.4441986084,47142.12322998047,17957.701179504395,28014.58221435547,33902.62243652344,31125.92189025879,33727.022315979004,14753.860931396484
[TG(66:18)|TG(65:11)|TG(64:4)]_FA18:0,-0.14309196245235387,2.6724954978900426,0.11299246417422637,0.7367626437214214,0.9991512009554627,TAG,23100.22169494629,20680.58137512207,30841.082275390625,34716.08218383789,31972.54217529297,45587.78314208984,21471.941604614258,23436.241607666016,23049.021575927734,25396.781539916992,28894.542205810547,15842.00112915039
[TG(66:18)|TG(65:11)|TG(64:4)]_FA18:1,-0.016963270126271322,2.958853808495746,0.0015844376480629307,0.9682485937436294,0.9991512009554627,TAG,25246.00177001953,25228.281646728516,36780.802742004395,61298.54444885254,45555.402740478516,50822.683502197266,23382.46157836914,22365.761520385742,26078.08186340332,38570.8424987793,38694.24252319336,16529.501098632812
[TG(66:18)|TG(65:11)|TG(64:4)]_FA18:2,-0.02048922338806992,3.316346067704175,0.0023117826607972347,0.9616516876668615,0.9991512009554627,TAG,35964.20233154297,27851.981964111328,51456.684173583984,68526.20439147949,57285.36380004883,55591.943908691406,32978.0022277832,29162.44223022461,28284.422088623047,46153.34326171875,42637.80268859863,31627.042236328125
[TG(66:18)|TG(65:11)|TG(64:4)]_FA18:3,-0.0732092975420378,3.376830180161518,0.029544019980107805,0.8635289301533137,0.9991512009554627,TAG,38329.902755737305,32502.52243041992,55584.543884277344,55042.98342895508,64690.74447631836,64509.60484313965,34217.44241333008,32605.54229736328,39325.0227355957,38078.042724609375,48925.123291015625,27760.98191833496
[TG(66:18)|TG(65:11)|TG(64:4)]_FA20:4,-0.06734659059705188,3.371034241060001,0.02499900655766396,0.8743695366374464,0.9991512009554627,TAG,38788.66256713867,36790.4626159668,59582.744720458984,50905.22387313843,54844.623626708984,72487.16522216797,32115.46228027344,32525.90232849121,37243.28271484375,43752.08320617676,53046.74377441406,23258.741668701172
[TG(66:18)|TG(65:11)|TG(64:4)]_FA22:5,-0.11749005974797329,4.266914542697542,0.07615365455058054,0.7825791606880457,0.9991512009554627,TAG,63035.94411849976,80068.16616821289,104943.02752685548,101687.02793884276,118059.62814331056,129835.67030334473,41266.92289733887,108593.08745574953,73556.24504852295,70847.845947265625,88362.5062713623,26789.122146606445
[TG(66:18)|TG(65:11)|TG(64:4)]_FA22:6,0.01787066959316333,4.400751733922824,0.0017573280700844407,0.9665620765032366,0.9991512009554627,TAG,77053.7453918457,93555.2059020996,126896.16912841795,126367.40866088869,121070.74819946288,129284.2288131714,47018.08338928223,110864.58795166016,74334.44515991211,76486.66519165039,87461.40591430664,32014.521850585938
[TG(66:2)]_FA14:0,-0.19097396031831096,2.482417141945854,0.2013991026790336,0.6535938928836523,0.9991512009554627,TAG,20762.32155227661,21795.48167037964,28833.54210281372,24532.141639709473,29970.501953125,34783.26249694824,16343.82131576538,21678.941375732426,22987.78172302246,23882.641593933105,26275.26189422607,12365.56092453003
[TG(66:2)]_FA16:0,-0.06348579914748742,3.226793132520199,0.022211780570614792,0.881525090545691,0.9991512009554627,TAG,34071.84246444702,21330.341667175293,28553.481967926025,27915.761726379395,35972.902477264404,32584.082496643063,29335.70217895508,17868.561473846436,20217.42140197754,22433.621536254883,23257.981491088867,86590.76670837402
[TG(66:2)]_FA16:1,-0.028658103995629767,3.187532777525717,0.0045232088459670194,0.9463788554681726,0.9991512009554627,TAG,37830.68264770508,28370.061683654785,36751.20265960693,32824.48226928711,42495.6429977417,39334.28259277344,25435.12174987793,25757.68211746216,28447.38215637207,27478.581657409668,27237.32204055786,56921.943256378174
[TG(66:2)]_FA18:0,0.06624789676411559,2.9400485744905587,0.024121129434263366,0.8765771016051004,0.9991512009554627,TAG,32804.722858428955,23193.141708374023,35926.40291595459,40094.30280303955,43800.36279296875,43882.80285644531,23755.0616607666,20255.32147216797,25702.76190185547,24939.38167190552,30685.80233001709,31375.86173248291
[TG(66:2)]_FA18:1,0.03572313480075827,2.877506546723761,0.007018738253208312,0.9332330112961243,0.9991512009554627,TAG,30846.622276306152,25122.92180633545,38360.28243255615,43438.3232421875,39590.16304016113,43572.343322753906,23380.221572875977,21594.661529541016,24716.841674804688,28979.321868896484,31296.462188720703,21498.20147705078
[TG(66:2)]_FA18:2,-0.15377586503213445,2.935651883150214,0.13051989808303688,0.7178935987094484,0.9991512009554627,TAG,29761.12197875977,23786.541473388672,42925.78323364258,36174.26235961914,42614.003356933594,47961.20332336426,22856.54183959961,27584.54183959961,31632.32225036621,28560.62197875977,37088.40238952637,19137.64126586914
[TG(66:3)]_FA14:0,-0.12990973636114925,2.3512512970201445,0.09310980271473568,0.7602602972384176,0.9991512009554627,TAG,19615.14144897461,20037.081550598145,25321.081912994385,22020.501678466797,27221.90203857422,31779.001922607426,15580.74105834961,16968.940982818604,19584.581356048584,21522.42162322998,23917.22155380249,13553.000930786133
[TG(66:3)]_FA16:0,0.018390537220877665,2.433972953748805,0.0018607836381079323,0.9655924832867855,0.9991512009554627,TAG,20140.34132003784,20516.461532592773,28114.202167510983,31135.10203552246,38146.142795562744,30107.441844940186,15625.201095581057,19216.781494140625,20761.021488189697,22423.26170730591,20574.32138061523,12362.020851135254
[TG(66:3)]_FA16:1,0.11771442107601468,3.606668217828841,0.0760632447493208,0.7827050191508278,0.9991512009554627,TAG,50564.50308227539,29411.302322387695,45840.603439331055,44906.3431968689,64976.52454376221,47438.963565826416,28708.3420791626,33440.78240585327,33184.64244842529,32933.10269546509,25581.52173614502,93007.58768844604
[TG(66:3)]_FA18:0,-0.021048086531918954,2.696702767158967,0.002439518425035203,0.9606073168155298,0.9991512009554627,TAG,25680.66180419922,19180.501419067383,36029.98278427124,38725.30266571045,38896.0625,40819.362937927246,20946.541423797607,22152.721382141113,24400.381839752197,26001.841724395752,25037.72159576416,16058.541137695312
[TG(66:3)]_FA18:1,0.010844769974384818,3.0206453116334173,6.472027268955571e-4,0.9797038629579862,0.9991512009554627,TAG,34402.082511901855,21581.741443634033,42232.60345458984,43418.40296936035,44065.80271148682,45871.622482299805,26863.061950683594,22318.801635742188,24880.261653900143,29967.74245071411,32657.922439575195,32148.582347869873
[TG(66:3)]_FA18:2,0.023205675863770373,3.003051026597224,0.0029625994833963887,0.956592763745861,0.9991512009554627,TAG,31723.642379760742,25128.741737365723,44158.742767333984,45907.9033203125,43514.86310958862,46775.04356384277,25523.96164703369,22769.841598510742,27397.62184906006,29780.70211791992,33874.88246536255,26552.14222717285
[TG(66:3)]_FA18:3,-0.10712390558103578,3.0996822934671626,0.06329342453170739,0.8013642932515044,0.9991512009554627,TAG,33018.02243041992,26625.781784057617,46660.56346130371,43060.902740478516,47805.663482666016,58640.96417236328,26945.58168029785,27710.561737060547,36116.722732543945,31708.122283935547,40947.38282775879,20807.26139831543
[TG(66:4)]_FA14:0,-0.031281007544345436,2.7613298442252927,0.005389314652688881,0.9414783071762365,0.9991512009554627,TAG,28768.68189239502,25605.08184814453,34472.90224456787,30154.52227783203,44582.32307434082,44515.463455200195,16901.601196289062,19516.1815032959,32632.36237335205,29119.18228149414,31528.78225708008,14121.0210647583
[TG(66:4)]_FA16:0,-0.038828797520897164,2.3290044623938626,0.008304647545401167,0.9273894232354132,0.9991512009554627,TAG,20821.101692199707,17747.281085968018,25890.561798095703,26387.52205657959,29842.822174072266,31819.942295074463,14413.640991210938,17562.681358337402,20298.86142730713,20488.881385803223,21150.96157836914,11604.000797271729
[TG(66:4)]_FA16:1,0.10111471217347147,3.1081836731595454,0.05614712271747635,0.8126926001339673,0.9991512009554627,TAG,34171.102142333984,35602.82233047485,48453.863788604736,46560.56326675415,76492.86534500122,44098.16343688965,16948.441219329834,35010.1427154541,39762.06368637085,38481.442932128906,27568.46173095703,13658.161003112791
[TG(66:4)]_FA18:0,-0.017546359456223168,2.7420321626925377,0.0016952249015957932,0.967157891427741,0.9991512009554627,TAG,24751.62171936035,19286.761505126953,35946.642318725586,33288.38232421875,36911.242599487305,63374.62487792969,18286.64123535156,19944.501510620117,24354.0018157959,25052.301712036133,41775.40283203125,13163.240898132324
[TG(66:4)]_FA18:1,-0.014576991854717513,2.736893962309725,0.0011699327636520707,0.9727142536708534,0.9991512009554627,TAG,25048.281616210938,21707.5616645813,36305.54281234741,42461.90293884277,36412.32232666016,46457.92343139648,21400.0412940979,20714.44155883789,25074.101692199707,28150.541946411133,29900.682052612305,14202.721061706545
[TG(66:4)]_FA18:2,0.04743675824620411,3.140544094324334,0.01237318640896845,0.9114301362083914,0.9991512009554627,TAG,34653.44249725342,25694.88179397583,45224.1827545166,46664.16307067871,52888.683601379395,48086.242683410645,27919.04174041748,24485.12166595459,27629.541790008545,28162.741970062256,36855.462463378906,36042.30276107788
[TG(66:4)]_FA18:3,-0.09036356103483033,3.1949067010284837,0.04502457232274537,0.8319588516700485,0.9991512009554627,TAG,34557.942306518555,27602.422103881836,45928.76308059693,50444.683601379395,54026.48359680176,53830.94374847412,33426.0023765564,26744.601791381836,31992.54217529297,34864.222579956055,40748.32313537598,27866.161903381348
[TG(66:4)]_FA20:4,-0.04659974906753545,3.076028515986195,0.011964123133196836,0.9129005932662518,0.9991512009554627,TAG,32403.06216430664,29274.12174987793,50965.40293884277,41076.62286376953,43447.90287780762,63321.724609375,25721.34196472168,28136.581970214844,32388.54235839844,32926.78234863281,42037.823181152344,17183.04123687744
[TG(66:5)]_FA14:0,-0.1000452378157078,2.487198280105463,0.05519499070825873,0.8142582974391521,0.9991512009554627,TAG,21527.82159423828,23598.201789855957,29490.962203979492,25718.20175933838,32124.762420654297,31531.14224243164,16619.761207580566,19471.301300048828,24568.501892089844,24232.94165802002,21728.521423339844,13218.500968933104
[TG(66:5)]_FA16:0,0.1393831034665257,2.8353177766304163,0.10658116899892889,0.7440705119872,0.9991512009554627,TAG,32367.962478637695,22112.101402282715,40465.063148498535,37478.10264587402,41536.50282287598,59621.76432800293,18602.2013092041,20957.921478271484,27235.702072143555,26461.821899414062,33772.26216125488,15396.540969848633
[TG(66:5)]_FA16:1,-0.003178611955790852,2.820470271477643,5.5616196164010034e-5,0.994049729942163,0.9991512009554627,TAG,30291.822303771973,25783.58171081543,36851.06268310547,35737.682525634766,50717.183334350586,42635.90257263184,17256.101104736328,26862.58183670044,32796.64270019531,29191.901794433594,26243.341957092285,13353.62102508545
[TG(66:5)]_FA18:0,-0.05277606541917814,2.690668375839662,0.015346972472570997,0.9014079938708021,0.9991512009554627,TAG,24213.081970214844,22890.12176513672,35527.72247314453,33943.742347717285,36135.64236450195,43940.083068847656,20789.46141052246,20481.421493530273,26343.44175720215,25043.501831054688,28898.502243041992,14567.960968017578
[TG(66:5)]_FA18:1,-0.11704644332634125,2.902887999946049,0.0755734057060522,0.783388321992136,0.9991512009554627,TAG,25146.382080078125,22595.701690673828,35056.70241165161,34903.1424407959,31984.942596435547,80651.025146484375,21127.26170349121,23220.921646118164,25790.361862182617,25089.681640625,55564.42399597168,14777.001113891602
[TG(66:5)]_FA18:2,0.027160437926237964,2.81401206551425,0.004058037657244995,0.9492069318900557,0.9991512009554627,TAG,28764.241897583008,22537.84144592285,40867.28323364258,41056.12302017212,40638.30286407471,46586.26292800903,20477.441436767574,23571.58163833618,23356.50156402588,30735.582122802734,31492.66217803955,16089.12098312378
[TG(66:5)]_FA18:3,0.01871270202009999,3.3362416267350117,0.0019266823868520078,0.9649889057097771,0.9991512009554627,TAG,42625.50296783447,27987.662017822266,51889.18368148804,53274.5234336853,54570.84384918213,58467.124435424805,32369.762367248535,27292.122032165527,32857.962310791016,35578.02262878418,41842.142559051514,39732.24285507202
[TG(66:5)]_FA20:4,0.0033837122878954086,3.044926517896161,6.301755166759904e-5,0.9936661720347914,0.9991512009554627,TAG,31040.60223388672,27481.501861572266,44906.48320770264,46449.1833152771,44384.44313049317,59587.944091796875,25893.862007141113,23065.381607055664,28423.64196777344,31364.402633666992,43790.92343139648,20766.361392974857
[TG(66:5)]_FA22:5,0.10433694754376462,4.144704150066964,0.05978121422708682,0.80684207501169,0.9991512009554627,TAG,72299.54544067383,77559.34572601318,99220.58547973631,85312.82571411133,121537.60833740234,134236.4103088379,35423.54252624512,93483.88665771484,63150.66409301758,71388.94453430176,61234.40383911133,22175.941566467285
[TG(66:6)]_FA14:0,-0.03064988130453777,2.616799334944185,0.005173865811002543,0.942657942208618,0.9991512009554627,TAG,24878.421936035156,25813.761978149418,33656.48225402832,30017.281982421875,34668.382385253906,33719.0224609375,17014.161239624023,25741.321868896484,21501.081382751465,23777.94171142578,24798.04162597656,14763.520950317385
[TG(66:6)]_FA16:0,0.014215651867360896,2.58265129718736,0.0011119576432179201,0.9733986483994878,0.9991512009554627,TAG,23397.441665649418,22593.801345825195,33452.6824798584,28017.12226867676,35431.562744140625,43159.803161621094,16977.701126098633,20154.641494750977,21375.44171142578,24017.621788024902,28639.361923217773,13367.380981445312
[TG(66:6)]_FA16:1,0.2674775042905366,3.7419606034187716,0.3910688364553607,0.531738110420452,0.9991512009554627,TAG,62181.14496612549,41615.822341918945,90040.866455078125,66663.02415466309,138353.5495452881,86349.94613647461,19124.601470947266,49496.70386505127,63361.484771728516,58130.88374328613,46046.5828704834,15879.261169433594
[TG(66:6)]_FA18:0,-0.20629469518931923,3.1677801687206046,0.2350719829546506,0.6277882678945912,0.9991512009554627,TAG,57646.724197387695,30127.642379760742,40093.18283081055,37489.24311828613,38561.54275512695,48693.68313598633,27830.262252807617,30707.42250061035,52478.54396057129,41291.32257080078,28134.561920166016,16314.761070251465
[TG(66:6)]_FA18:1,-0.02801155421654051,2.7169707490658794,0.0043213157192667495,0.9475874411519392,0.9991512009554627,TAG,27737.84211730957,21842.341583251953,38871.98309326172,37852.98281860352,32546.942169189453,43812.643157958984,20977.061309814453,20164.721405029297,26944.26206970215,25105.541763305664,30714.742126464844,13846.100952148438
[TG(66:6)]_FA18:2,-0.14016007750250264,2.969280798171521,0.10840853091713143,0.741963326263917,0.9991512009554627,TAG,25492.341690063477,22758.241760253903,36176.94235229492,38040.40284729004,34938.20241165161,81943.58575057983,20244.70153427124,24992.88190460205,26212.72188949585,27168.2621383667,61151.94455337525,16024.561092376707
[TG(66:6)]_FA18:3,-0.013066654364013849,3.0510259353766975,9.400534522114867e-4,0.9755404593498261,0.9991512009554627,TAG,33575.522468566895,25561.521759033203,49329.42337036133,49264.26380157471,48047.743392944336,52819.70393371582,26493.04168701172,24859.08168792725,33371.64255523682,32293.662315368652,37913.10244369507,18006.641220092773
[TG(66:6)]_FA20:4,-0.024412375114454134,3.2551595031077993,0.0032820815724221575,0.9543146208175037,0.9991512009554627,TAG,32612.062397003177,30124.062133789062,52156.62352371216,68346.42485046387,53550.22428894043,51604.18372344971,30957.922248840332,26842.141986846924,30172.96209716797,43667.98285675049,44432.823181152344,26697.521728515625
[TG(66:6)]_FA22:5,0.18464378929808084,4.576751597699122,0.18682458891407805,0.665572730704474,0.9991512009554627,TAG,104283.366355896,101787.00717163086,135933.63118743896,131697.51188659668,165663.83052825928,189674.5316696167,42202.663146972656,128559.78924560548,79784.28601074219,109002.40843963625,72180.58568572998,23122.281463623047
[TG(66:6)]_FA22:6,0.05989847197643379,4.317485809139565,0.019723782273104007,0.8883112623267826,0.9991512009554627,TAG,85321.94631958008,86836.94633483887,109295.06741333008,102819.1071472168,122000.62870788574,142624.92930603027,41140.04296875,108025.9680480957,73000.34539794922,78374.00469970703,69195.54513549805,26547.621856689453
[TG(66:7)]_FA16:0,-0.09935734976883714,2.830716665182182,0.054440024356949834,0.815509931057014,0.9991512009554627,TAG,39880.78369140625,27020.38215637207,34638.52244567871,30429.862060546875,36383.14241027832,38180.76256561279,20231.141326904297,22644.86148071289,36017.262298583984,32531.642211914062,25917.201934814453,14876.381050109863
[TG(66:7)]_FA16:1,0.21560694322831608,3.4841829630312082,0.2544973738133649,0.6139259907321724,0.9991512009554627,TAG,51112.924087524414,39490.16261291504,71232.94438171387,57823.76446533203,107432.34814453124,67931.70417785645,17754.181243896484,45200.663429260254,49762.10400390625,50103.363189697266,38001.30261230469,13470.840911865234
