lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_cortex,DOD93_F4_Female_5xFAD_hippocampus,DOD94_F4_Female_5xFAD_cortex,DOD94_F4_Female_5xFAD_hippocampus,FAD185_M1_Male_5xFAD_cortex,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_hippocampus,FAD189_M1_Male_5xFAD_cortex,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_hippocampus,DOD94_F3_Female_WT_cortex,DOD94_F3_Female_WT_hippocampus,FAD184_F3_Female_WT_cortex,FAD184_F3_Female_WT_hippocampus,FAD184_F4_Female_WT_cortex,FAD184_F4_Female_WT_hippocampus,FAD185_M4_Male_WT_cortex,FAD185_M4_Male_WT_hippocampus,FAD189_M3_Male_WT_cortex,FAD189_M3_Male_WT_hippocampus,Blank_Blank_Blank_Blank_Blank
[TG(62:9)|TG(61:2)]_FA22:5,0.2780282053185823,5.6890781082196575,0.8837617913256963,0.3471734210461864,0.8332683386521457,TAG,153419.8913269043,129626.26885986328,156546.4515991211,113739.74829101562,297470.8434753418,220880.3150024414,327657.2641906738,200445.6734008789,314909.8439941406,233506.5775756836,209964.9748535156,211469.07360839844,90908.48629760742,106503.54776000977,155559.0098876953,135211.28869628906,147534.1515197754,93070.5866394043,149399.2510986328,86483.10546875,123484.1683959961,164075.8310546875,59644.184020996094
[TG(66:17)|TG(65:10)|TG(64:3)]_FA22:6,-0.2764770577835011,5.469113822064755,0.8841548660379885,0.34706621478068417,0.8332683386521457,TAG,157064.8706665039,123886.68829345705,162478.01181030273,147643.57034301758,137935.58853149414,131778.12991333008,139356.97094726562,141190.2699584961,149051.95016479492,137961.9301147461,145128.64981079102,124385.42840576172,81268.68591308594,152208.71063232422,170120.67156982422,143284.228515625,120241.84893798828,126129.26904296876,116777.94891357422,104641.466796875,117393.00787353516,148535.5495300293,88336.40637207031
PE(29:2)|PE(P-30:1),-0.2761629754469503,4.5105857787586014,0.8821177753345699,0.3476222932467915,0.8337197835783888,PE,67149.08502197266,65470.904724121094,55707.564025878906,52007.70373535156,82823.76568603516,82441.2455444336,83270.76580810547,80058.485107421875,72858.10516357422,69156.86486816406,105650.80737304688,72136.28546142578,74716.00482177734,61571.58404541016,61556.48474121094,67381.88482666016,67730.8046875,56849.24432373047,62921.844787597656,60702.7841796875,85396.34637451172,52673.82360839844,63765.484619140625
[TG(62:11)|TG(61:4)]_FA18:1,0.27736092249671046,4.225739344688137,0.8795012391872477,0.3483383223498801,0.8343461254161528,TAG,61720.344787597656,48709.723571777344,51442.82373046875,38629.363037109375,107074.18811035156,68236.04473876953,137927.1496887207,72197.444580078125,101628.8267364502,72591.54461669922,97178.6473388672,70230.86538696289,41283.64276123047,37569.742736816406,42150.56311035156,43967.623291015625,51102.28359985352,34329.942642211914,62446.02453613281,39153.44259643555,60220.523864746094,40451.64297485352,30470.622024536133
DG(30:3)_C18:0,-0.2757162587778121,4.383865459743404,0.8792564805202399,0.3484054042635483,0.8343461254161528,DAG,57347.68435287475,63194.12440872192,58056.24399185181,58299.663818359375,66968.16519165039,57428.523780822754,57132.9842338562,58921.46432876587,60969.64446258545,61077.96436691284,159672.95263671875,53383.463665008545,57754.324226379395,60659.68451309204,59469.56396865845,59591.74427413941,55328.26406478882,54218.28394317627,60180.50447463989,63448.464305877686,61077.02422332764,55662.40371322632,65181.084716796875
LPE(22:1),-0.2745635013067082,7.78052642855157,0.8719643694707888,0.3504120616181413,0.8385234737973036,PE,613170.78564453125,685809.84326171875,534122.65625,633054.62451171875,876740.9990234375,789313.3388671875,792836.6552734375,765742.91552734375,883217.658203125,895537.7509765625,879731.6689453125,734613.83740234375,519741.8950195313,554023.80029296875,392847.62646484375,652461.46728515625,991265.44580078125,819909.25244140625,612566.3818359375,627441.826171875,581716.41845703125,890236.3857421875,116784.56842041016
[TG(54:6)]_FA18:0,0.27578324658136616,5.9789629149664165,0.8696150490422951,0.3510619013712103,0.838822794233004,TAG,108817.48699951172,123445.7280883789,80792.38568115234,111081.14685058594,267227.76025390625,134565.5302734375,755664.1809082031,150976.85131835938,958906.639038086,225217.21740722656,275507.8603515625,233876.65563964844,91486.4867553711,71908.62518310547,91668.06689453124,116386.228515625,129665.3490600586,101280.52642822266,527080.8912353516,115109.3876953125,218527.2733154297,161300.71215820312,39613.68280029297
[TG(62:15)|TG(61:8)|TG(60:1)]_FA18:3,0.2758037356667111,4.6423244340462135,0.869713726881173,0.35103457332206295,0.838822794233004,TAG,77286.34484863281,57436.804107666016,50595.983795166016,50809.26336669922,172118.4716796875,98751.64685058594,181596.71133422852,96214.48638916016,134193.38989257812,103587.36782836914,146356.01013183594,104691.22729492188,52995.784271240234,44254.12307739258,60272.08447265625,59960.58432006836,75960.22463989258,53338.183837890625,67612.52545166016,53308.0237121582,92864.60736083984,52238.80407714844,28362.48210144043
[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0,-0.27199697635892245,5.673899723314514,0.8556983223543284,0.3549452920893779,0.839892753596408,TAG | DAG,143245.61021232605,148738.06119918823,135360.22992897034,134108.50015068054,192011.4228916168,159283.8107509613,168575.1113910675,156520.89016342163,179092.3626537323,158659.03093147278,273085.58852005005,171239.57173347473,139914.41899108887,140477.3696975708,137956.67960357666,159449.92971420288,144081.54979896545,137278.39003181458,148674.930683136,146790.7901916504,172289.40250778198,144682.080493927,120412.78922271729
[TG(48:5)]_FA16:1,-0.2718210616911409,5.140530783768024,0.8545810828666163,0.3552595937116099,0.839892753596408,TAG,88460.22695922852,130770.9285888672,140859.25192260742,76643.68515014648,104365.48672485352,119367.76934814452,112202.56771850586,107753.86700439452,135636.28887939453,102039.8669128418,207065.5346069336,115955.40789794922,52502.603424072266,69308.38470458984,148682.1502685547,109598.32849121094,105575.9266357422,132109.26776123047,136760.3110961914,64169.224060058594,113653.72833251952,133123.03103637695,27615.961853027344
[TG(52:5)]_FA20:4,-0.27372385661167764,10.30140083186718,0.8666548484178804,0.3518830556714667,0.839892753596408,TAG,1553361.9934082031,634031.8381347656,1176478.6118164062,710899.9958496094,3320186.720214844,1415349.9692382812,22573909.181152344,1830303.5834960935,22286211.35522461,1691341.9533691406,2369521.1442871094,1645127.1813964844,1359043.4184570312,505119.7775878906,2025507.417236328,714925.37451171875,1395746.3237304688,511037.455078125,29280863.14501953,707046.7119140625,6256001.4892578125,666601.87353515625,187618.8330078125
[TG(54:11)|TG(53:4)]_FA20:4,0.2750305208214575,7.1892596726537095,0.864905094178539,0.3523696664473933,0.839892753596408,TAG,292072.9362792969,302153.0245361328,238843.81604003903,301245.86474609375,1001981.8040771484,492245.8624267578,1009148.1105957032,464994.2917480469,1190462.6627197266,760789.0378417969,772681.3759765625,848414.2365722656,232271.43493652344,178297.6322631836,203560.9743652344,286125.5009765625,358801.70458984375,271849.1395263672,845475.54931640625,270294.9006347656,640775.6827392578,444028.1110839844,78275.02532958984
[TG(56:12)|TG(55:5)]_FA16:1,0.27450132045749465,4.9207853752551545,0.8615642135123807,0.3533013275058238,0.839892753596408,TAG,63613.88497924805,61945.16400146485,70353.24508666992,52588.34442138672,149714.5509033203,91139.56628417967,347529.02227783203,100832.32800292967,329105.0053100586,102588.44677734376,137125.39056396484,84148.74615478516,48671.78332519531,47559.8037109375,60996.96466064453,62161.20458984375,66047.824951171875,50154.983459472656,236139.7969970703,49550.04315185547,87380.986328125,58184.74417114258,30444.982177734375
[TG(66:11)|TG(65:4)]_FA22:6,-0.2717970484201504,5.249618063544889,0.8544320142718789,0.35530155847578787,0.839892753596408,TAG,71297.485107421875,126470.67077255248,109000.94661331175,78375.36485290527,131253.9091644287,166931.03048706055,125755.40732574464,133438.79051208496,145998.38972854614,181604.45375442505,107233.8465576172,174502.35258865356,44150.60316467285,116961.48929977416,150273.390083313,133887.08864974976,77596.8849105835,75869.66598892212,84623.44611358643,56489.52400588989,63069.00445175171,319005.46436691284,31345.722164154053
[TG(66:12)|TG(65:5)]_FA22:5,-0.27213701735244494,4.784691849175739,0.8565629474169327,0.3547023171474585,0.839892753596408,TAG,63210.8441734314,74740.56573104858,79032.58563232422,59712.18410491943,108553.50842285156,97541.16674423218,118644.54796218872,88556.20703125,122036.82926559448,101268.94688415527,149104.61209869385,89399.68656158447,52821.863372802734,63630.30461502075,141232.95083236694,97584.68734741212,69848.90453338623,55849.80397796631,94912.466796875,52488.62380981445,113458.62908935548,90014.72612380981,27185.221767425537
CE(22:5),-0.27357513085784174,8.424036562036303,0.8656905093612295,0.3521511271471999,0.839892753596408,CE,952156.8096084596,896125.9647750854,843270.1615562439,1024848.3333282472,975193.428539276,1078913.196697235,1132745.9791870115,944878.5691108704,998766.229953766,1113930.5003051758,891237.9836425781,888863.1596336365,869819.9791183472,860122.441242218,838189.8385772705,920121.2665939332,839806.4389228821,950493.6900024414,832445.37840271,921439.1824073792,878885.7624664307,870392.2407035828,2145913.7845458984
CerP(d18:1/18:0),-0.2727496710607807,3.044680610867139,0.8603059699615869,0.35365308223647807,0.839892753596408,Cer,23717.34171295166,27721.901947021484,22491.621517181396,25152.00174331665,24152.221565246586,22983.56161880493,25166.86183166504,21649.20160293579,25879.021976470947,22660.821479797363,22260.86157608032,20913.82134246826,20659.901496887207,22527.621368408203,21991.461448669434,20715.82125854492,18793.86127471924,22191.641395568848,21991.321369171143,23302.041473388672,20489.28151321411,21819.26145553589,46691.52333068848
DG(39:4)_C16:0,0.2734329338705444,4.71159576969347,0.8548903195642481,0.35517256116839724,0.839892753596408,DAG,96029.50637817384,82212.36610412598,72136.64511108398,57915.804138183594,94893.60748291016,108161.4469909668,96333.96685791016,106886.7681274414,46698.44305419922,119811.78857421876,218983.31533813477,151924.92965698242,61595.564529418945,54739.38347625733,38993.84257888794,73910.04524993896,65477.844230651855,74907.94567871094,76560.48532104492,60228.62435913086,80297.98593139648,37513.82257461548,54527.50387573242
FA(15:3),-0.2727726730919117,4.593225756969424,0.860558364802273,0.3535824843416816,0.839892753596408,FA,41746.40328979492,109847.74731445312,71808.46514892578,144802.7900390625,31537.6824798584,40395.242767333984,29289.20195007324,33147.76251220703,169151.83251953125,24759.281478881836,36120.16273498535,53052.06362915039,105285.48645019533,111767.1278076172,25144.081588745117,31425.26234436035,28191.521949768063,38103.28242492676,174998.7724609375,34287.20227050781,41224.86306762695,41779.98306274414,142284.43029785156
FA(17:4),-0.27171648721003894,4.732815802351713,0.8539035258090735,0.3554503896202503,0.839892753596408,FA,47751.52311706543,101461.32788085938,69051.10485839844,157118.01123046875,38939.12292480469,50878.78350830078,41403.56286621094,48740.90350341797,185867.0537109375,37880.462463378906,45061.58319091797,52902.224060058594,104204.98803710938,115679.98803710938,27844.54196166992,39351.88275146485,36916.30261230469,45340.66345214844,200067.09326171875,41706.322998046875,48174.78356933594,37676.3024597168,160169.71118164062
LPE(O-16:0),-0.27250604072062934,4.902732467239967,0.8588924579885311,0.354048815012505,0.839892753596408,PE,86330.02587890625,86323.845458984375,97316.9465637207,71158.5048828125,114230.08825683594,99191.02722167967,121709.76837158205,84780.98547363281,129945.00970458984,101092.16638183594,95805.0264892578,99190.84783935548,61158.46368408203,68157.54486083984,127555.0087890625,105151.94793701172,98449.46618652344,89545.147216796875,92879.94622802734,74470.16583251953,75042.6654663086,81072.66564941406,54741.10369873047
PE(27:1)|PE(P-28:0),-0.2725818234229433,4.440022174629254,0.8593553788359711,0.3539191471001247,0.839892753596408,PE,59349.26416015625,61754.223876953125,54775.30374145508,57356.02380371094,83675.525634765625,82611.30578613281,73110.745361328125,87064.8862915039,71624.18518066406,69114.14538574219,89437.72589111328,68374.96472167969,68222.58489990234,66450.8246459961,55946.883850097656,64968.6650390625,66779.70477294922,55753.38366699219,56955.044189453125,58357.00372314453,71746.36517333984,62922.744567871094,46126.083251953125
PE(40:2),0.2741342413261758,5.898185601289473,0.8592892603946898,0.3539376634405102,0.839892753596408,PE,151492.8116455078,137370.38903808594,129476.04943847656,110174.44775390624,345177.1228027344,270141.017578125,277732.818359375,341663.90625,330304.5417480469,234558.2969970703,387198.00915527344,288569.8020019531,146868.59045410156,103904.88732910156,117785.14831542967,155342.6114501953,151832.251953125,133783.0098876953,151775.0311279297,152768.71069335938,221057.81567382812,113352.48791503906,86811.845703125
[TG(59:9)|TG(58:2)]_FA18:3,0.27309933939617625,5.83874570185833,0.8528409847375542,0.355749877423288,0.8399795850238196,TAG,113961.34881591795,171823.85284423828,93971.12731933594,131541.04913330078,367352.3873901367,245195.4346923828,278767.3400878906,256913.1623535156,302081.0169067383,354954.26654052734,296402.38415527344,295222.95935058594,95558.186767578125,87041.2258605957,91945.7879638672,137942.74951171875,166733.49151611328,141940.109375,126916.88861083984,147125.57012939453,233958.23797607425,184889.2126464844,49770.7633972168
[TG(46:5)]_FA18:0,-0.271356685127686,4.96051660870324,0.8516572973385337,0.3560839188284388,0.8401478143870987,TAG,83499.5654296875,69933.32479858398,66027.48400878906,62200.50408935547,88131.44512939453,73081.96524047852,83073.34674072266,86763.08673095703,90944.14541625977,87464.00579833984,496332.7301635742,98370.96746826172,65436.00439453125,67961.24530029297,65371.765380859375,70907.10498046875,68947.04461669922,56756.623931884766,74906.26556396484,71649.72497558594,361518.1507873535,72672.42431640625,30836.422271728516
[TG(56:9)|TG(55:2)]_FA16:1,0.2722664432952342,5.809497801856278,0.847669799488358,0.35721237703484143,0.8421887679796372,TAG,139430.58850097656,114172.3881225586,111430.72778320312,88396.7064819336,314329.04296875,166469.79321289062,520853.3176269531,200731.67388916016,552969.3620605469,206519.13653564453,393032.0887451172,183897.8510131836,85298.765380859375,70970.16442871094,98992.98651123048,113557.72875976562,135312.4901123047,78424.125732421875,404199.2463378906,94978.14685058594,270357.91943359375,98356.487060546875,38656.88275146485
PC(27:1)|PC(P-28:0),-0.2702952750977505,7.5693792704635054,0.8450272063801094,0.35796293414757696,0.8433364041781898,PC,652941.8599853516,597148.1208496094,606114.1844482422,547803.3046875,633557.1101074219,726420.4512939453,531576.056640625,660961.6334228516,620276.1945800781,657095.9470214844,601636.0472412109,657183.2066650391,727474.9923095703,623491.2501220703,479849.712890625,561018.39599609375,464090.5534667969,559780.6369628906,548832.10302734375,544715.7918701172,529249.23486328125,550501.6993408203,237008.29583740231
FA(16:6),-0.26955035099227714,5.392869283217797,0.8403449452998757,0.3592981349360626,0.8458587167824685,FA,71877.56494140625,177064.19409179688,117251.26770019533,282238.45947265625,60312.1044921875,79241.82604980469,59159.204162597656,66426.18493652344,330160.88232421875,55964.66442871094,71386.88507080078,94818.74670410156,204007.91430664065,229369.49536132812,37140.96252441406,51004.36346435547,49212.263580322266,63365.22448730469,321447.6796875,57947.224060058594,70025.284912109375,77781.78515625,166338.65234375
[TG(43:0)]_FA18:0 | DG(44:0)_C18:0,-0.2690566501283878,4.762211069390738,0.8372530059350538,0.36018359613712175,0.8473193207140385,TAG | DAG,77908.29580879211,74838.89516067505,80776.95513916016,66656.12474060059,115505.7986984253,83191.2257232666,77517.40530586243,84425.39614868164,95582.31694221497,83174.19612312317,155882.90075683594,97896.37607574464,79551.3759021759,72742.44522666931,85768.776304245,80672.65524864197,84752.99601745605,67867.55465126038,84855.1463546753,72846.79484939575,86552.10607147217,77001.38543891907,50327.69367980957
[TG(49:5)]_FA18:1,-0.2687264868033057,4.845528232451972,0.8352018834948467,0.36077265013408494,0.8480810018225511,TAG,69822.34533691406,65867.14471435547,60985.48449707031,65190.26452636719,85545.5464477539,80682.64611816406,92335.2865600586,84870.76513671875,81663.785400390625,80740.80548095703,414806.46966552734,82201.9253540039,55452.503997802734,59262.363677978516,61200.424255371094,63643.56457519531,68686.6849975586,54753.42352294922,62908.424865722656,61322.644104003906,342573.1248779297,69554.44482421875,31604.582122802734
DG(44:5)_C16:1,0.2698135011959416,4.524957299762718,0.8324963937088796,0.36155166265465877,0.8492877777420603,DAG,72653.02568054199,89418.94588851929,59279.544021606445,47569.28353881836,117727.06844711304,95934.58651351929,89346.98614120483,77738.64583587646,54149.58357620239,88007.84593200684,260276.74017715457,71068.3445968628,70295.88485336304,48217.183418273926,45174.343479156494,44548.58310317993,45672.88349914551,55665.04389572144,74649.12483978271,49560.62327575683,59464.84384536743,48995.74351119995,53116.66341018677
[TG(49:6)]_FA16:0,0.2694192113729766,5.887065367341909,0.8301082822049466,0.36224121994807046,0.8502828048267117,TAG,152145.25024414062,127662.7290649414,150209.41021728516,112575.20849609376,383212.0513916016,299433.1999511719,427511.6528320313,229639.494140625,368939.1297607422,233451.49658203125,210400.0771484375,301502.58544921875,137820.009765625,89418.846923828125,135967.7686767578,140156.54956054688,226938.15588378903,90397.22607421876,217425.0333251953,106526.84765625,220645.4161376953,118390.84936523438,50073.82385253906
[TG(54:9)|TG(53:2)]_FA18:3,0.2690846255274939,6.397531947965074,0.8280627115779033,0.36283331496311877,0.851047768112319,TAG,158918.69134521484,157647.8914794922,108196.1278076172,138445.75024414062,394301.4486083984,200412.0570068359,960378.1339111328,220862.99475097656,1269238.8599853516,315980.2607421875,347195.36486816406,287007.0596923828,127830.96850585938,100124.16729736328,128328.62927246094,151982.6094970703,183910.93310546875,144086.611328125,690286.5938720703,152058.90954589844,307916.5194091797,186276.55377197263,60290.924560546875
[TG(45:5)]_FA14:0,-0.2671213562200004,4.216912168874511,0.8252170166618562,0.36365923490378393,0.8512837503832344,TAG,45409.12301635742,50645.0234375,56189.423919677734,43753.9833984375,66113.40481567383,67988.08459472656,55746.92422485352,55422.72384643555,72625.24530029297,69408.0650024414,123107.34954833984,60827.464416503906,41836.722900390625,49047.34371948242,59262.844299316406,48557.962982177734,42700.882904052734,45395.30352783203,49822.76300048828,48215.28335571289,79543.72552490234,86193.68502807617,24922.921661376953
[TG(61:11)|TG(60:4)]_FA18:1,0.26846070064037875,5.695196734506873,0.8242332465815707,0.36394536418830514,0.8512837503832344,TAG,116615.02868652344,134777.44897460938,103348.30700683594,92230.8662109375,183371.15200805664,218422.5147705078,279180.10333251953,378681.52197265625,349062.6627807617,285293.71990966797,183057.37426757812,185349.1734619141,118958.0073852539,71734.664794921875,86937.16650390625,208090.93572998047,84334.926513671875,146501.45135498047,185059.8543701172,121832.3291015625,108201.1665649414,94328.80633544922,124051.03155517578
CE(22:2),-0.26692693465737355,5.840690773543358,0.8240488649535109,0.3639990262039042,0.8512837503832344,CE,144022.15000534058,132974.9496231079,122554.98864746094,157973.9913711548,140032.88973999023,162859.71141433716,166187.8523902893,135633.2096748352,146100.21049118042,158001.35091781616,129718.16913604736,139755.9099998474,125798.96871185304,128557.22916412354,124169.5887298584,134085.04962539673,122202.7493019104,138933.97007369995,121482.00826263428,141624.70964813232,136345.66960144043,124096.4289894104,566032.1397857666
PI(44:2),-0.2672364159108734,3.7786386442529927,0.8259079327378345,0.36345846815097116,0.8512837503832344,PI,34911.022064208984,39470.52281188965,32600.522399902344,32995.942249298096,67967.284912109375,41826.08308792114,61418.00412750244,47600.0631942749,55261.88417816162,41762.44290924072,51064.9437789917,51605.0033454895,36330.28255081177,31147.982231140137,43396.023124694824,37972.222606658936,34608.182373046875,28766.94211959839,73816.80459594727,31805.98218536377,66216.4850769043,28115.622177124023,22942.561779022217
[TG(66:14)|TG(65:7)|TG(64:0)]_FA22:5,-0.26654363211798093,5.474834924192562,0.8216825545446227,0.36468868531501164,0.8516506405785919,TAG,83040.5661315918,89523.7463645935,113414.48853683472,69664.18451690674,296073.0654144287,131765.46961975098,195029.03358459473,150277.19256210327,291421.2023162842,201663.3945617676,155390.67030334473,153354.65022277832,76757.52499389648,70351.96491622925,336540.184589386,125057.029006958,91781.10601425172,63311.30395126343,246141.49852371216,56713.42414855957,155125.3505973816,137726.948677063,29982.721969604492
LPS(17:2),-0.2666291679641685,4.8203616225672095,0.8221936002294117,0.36453958839749073,0.8516506405785919,PS,85729.08630371094,85869.885986328125,68189.68487548828,69350.624755859375,117480.18798828124,96445.96618652344,86666.5064086914,96679.98620605467,81905.806640625,87675.98651123047,140103.6895751953,92209.766357421875,79878.1255493164,72489.38494873047,67185.18467712402,76821.4853515625,81056.68566894531,77343.804931640625,82778.42596435547,79968.12567138672,112272.76733398438,80276.80517578125,74220.0849609375
FA(12:6),-0.26615686426098395,5.4577290210434075,0.8192938809070256,0.36538669935618034,0.8526578670377434,FA,107670.26580810548,205797.49548339844,180251.1124267578,239117.71337890625,91416.886474609375,79411.44622802734,90320.9658203125,73368.6849975586,261651.44012451172,68041.24426269531,77075.1459350586,172607.77294921875,222776.6351318359,165464.6728515625,61764.74459838867,87526.30651855469,81119.006103515625,110681.28778076172,184227.47119140625,102166.4467163086,190208.69458007812,101942.70654296876,54979.58404541016
FA(19:5),-0.26546948371028123,4.266488972693001,0.8150213078999968,0.3666398514563526,0.8549581364740767,FA,33737.122314453125,61866.32403564453,57541.184143066406,123331.22790527344,29287.102111816406,37245.06243896485,29863.162109375,34876.40237426758,155517.39086914062,28460.842010498047,30740.441772460938,36323.82266235352,62434.66442871094,97982.40686035156,25348.101654052734,29810.76205444336,25463.821716308594,43426.24267578125,137538.5693359375,30913.062255859375,30195.762237548828,31873.562286376953,96252.70666503906
[TG(41:2)]_FA18:1,-0.26518380605364306,4.68720884342895,0.8132893367748242,0.36714954086187135,0.8555226546176404,TAG,67158.96514892578,72435.06524658203,63101.103942871094,61413.28430175781,111931.02709960938,85450.0859375,95709.06658935548,87208.085693359375,99702.40682983398,95289.66589355467,125595.4483642578,91533.10559082033,66034.48468017578,60746.325256347656,65263.664489746094,77623.58575439453,83048.00549316406,67573.74420166016,87804.126220703125,71103.88525390625,107101.7879638672,79326.06555175781,38625.762786865234
[TG(49:7)|TG(48:0)]_FA16:1,0.26617389921368284,5.978742050382757,0.8103143092130258,0.3680273414008051,0.855779967985867,TAG,160969.1514892578,146029.51025390625,161440.91247558594,118663.87036132812,407170.3698730469,328004.8260498047,447174.8288574219,254536.0789794922,395680.548828125,222471.45434570312,241256.29821777344,318520.88525390625,141682.44958496094,88717.226806640625,137232.82977294922,160940.63024902344,231174.0343017578,98479.04675292967,234225.0185546875,107808.04724121094,251492.41833496097,140744.55078125,44609.443359375
[TG(56:9)|TG(55:2)]_FA16:0,0.2661561870448632,5.081704195265273,0.810193616644483,0.3680630140696175,0.855779967985867,TAG,60166.744384765625,54099.723693847656,52054.70297241211,43287.14321899414,122395.9673461914,72677.405029296875,563970.7149658203,95608.66632080078,464249.69372558594,88860.62591552734,133173.34942626953,87638.10705566406,43321.96328735352,43890.423080444336,51711.62371826172,54249.92379760742,53088.303649902344,39956.9228515625,413841.4860839844,46699.90344238281,98150.4266357422,44959.802978515625,26923.802032470703
DG(42:4)_C16:1,0.266421030511073,5.271533363006499,0.8117978601044342,0.36758924613492144,0.855779967985867,DAG,147796.27138900757,155034.17114257812,88335.12663269043,85081.66610717773,129571.92938232422,202536.35317993164,142877.70917129517,149263.52973937988,78927.1054763794,144576.52948379517,221993.43661499023,134373.50830841064,138263.5492553711,65802.6845703125,74464.84587478638,89730.04688644409,67483.30445861816,88966.64609909058,100558.82739257812,82675.54549789429,71739.16472625732,67439.50496292114,177833.6123046875
[TG(49:7)|TG(48:0)]_FA22:6,-0.26403109146112064,5.392123288350926,0.8062410501900112,0.3692339242238329,0.8568316070191208,TAG,108069.42810058594,116239.92840576172,124918.70852661131,100754.32708740234,175072.1926574707,144542.4306793213,146142.5301208496,136674.59005737305,190405.07359313965,191976.3546142578,175758.6514892578,131540.5290222168,68745.98550415039,110264.52827453612,174570.0512084961,142619.4093322754,105270.80737304688,93489.98611450195,98234.22651672363,88342.70645141602,110961.84756469728,253074.69766235352,35867.20274353027
[TG(53:8)|TG(52:1)]_FA18:0,-0.2639298202994972,12.226122012609425,0.8056461236292307,0.3694106145161527,0.8568316070191208,TAG,5054751.2744140625,2054896.6015625,3002023.9365234375,2213104.83203125,12319180.625,5633884.283203125,94994312.197265625,7609607.982421875,78251899.658203125,7445073.40625,8853781.2490234375,6797478.8134765625,3177586.9677734375,985427.98046875,5908376.4677734375,2267525.107421875,3968808.744140625,1305710.349609375,128589786.38476562,2570730.6171875,14857516.823242188,2240961.50390625,529076.7412109375
LPC(18:3),0.26530450567893865,6.012234630089388,0.8050514118272076,0.3695873587986761,0.8568316070191208,PC,289607.9013671875,179132.27264404297,222853.81604003903,166822.59197998047,397136.1105957031,182542.17236328125,402842.1877441406,245892.83868408203,337999.0426635742,297070.38415527344,302376.5203857422,174209.87225341797,152021.8920288086,129441.08764648438,201125.1353149414,160234.9732055664,225633.89483642575,107760.82708740234,198590.1143798828,134002.78869628906,128410.52941894533,152207.85034179688,50995.364013671875
PI(36:4),0.26567512349738576,10.51358524133586,0.8072674907248256,0.368929353049221,0.8568316070191208,PI,1634891.3911132812,550454.5153808594,715741.26220703125,661523.8245239258,5515099.262390137,818027.657043457,31455354.816345215,2868664.1015625,33650634.853149414,2651003.5684814453,4840347.267211914,1111531.6674194336,795632.78759765625,453833.0514526367,1260387.369506836,586131.2209472656,1216588.140258789,302525.9006958008,31918825.393432617,691083.87353515625,3852264.7201538086,423882.2272949219,51105.0234375
[TG(57:9)|TG(56:2)]_FA18:2,0.26494185385438784,6.0736911033501135,0.8028623222235183,0.37023895777062077,0.8574094905617007,TAG,164277.45190429688,163251.0313720703,144056.9910888672,130704.44970703124,359820.72229003906,274270.3778076172,373144.1267089844,258957.234375,466195.7694091797,303518.779296875,469918.3709716797,351872.8830566406,134316.66955566406,110934.1671142578,125042.10931396484,156798.1727294922,165651.37243652344,118236.86779785156,235673.55712890625,142923.4708251953,341332.328125,164206.07165527344,59823.243896484375
[TG(58:14)|TG(57:7)|TG(56:0)]_FA18:0,0.26486789001702843,5.802711115929941,0.8024126380441885,0.3703730079655016,0.8574094905617007,TAG,126457.1283569336,132378.8895263672,118083.7489013672,108661.20764160156,311474.5422363281,209879.4569091797,330876.4641113281,209013.41467285156,377468.9860839844,247549.1375732422,404629.9848632813,296338.88122558594,107255.14831542967,88392.70642089844,100106.54821777344,136223.8087158203,132973.89025878906,101680.8071899414,208611.6970214844,119598.80822753906,272325.5760498047,135358.06994628906,54318.08392333984
[TG(40:2)]_FA14:0,-0.26299347624440766,4.816742507021042,0.7998944229020708,0.3711249372118935,0.8579077543502701,TAG,84736.18585205078,82418.205810546875,94409.88677978516,86887.92626953125,92652.38641357422,97796.2466430664,76561.40557861328,100592.2664794922,85831.12603759766,96203.586181640625,89302.34606933594,128342.6885986328,74902.2653503418,78565.466064453125,84983.74560546875,96190.32720947266,73863.90539550781,87765.826416015625,95614.14636230467,74531.28533935547,78329.86505126953,90123.8666381836,32060.7021484375
[TG(55:7)|TG(54:0)]_FA18:0,0.26449988740054864,8.196831087385483,0.8002094110997859,0.37103076642497074,0.8579077543502701,TAG,597133.44677734375,728248.49755859375,665042.74658203125,506529.25390625,1427045.8041992188,1250434.2934570312,2618958.9604492188,1144458.7065429688,2279190.9765625,1195486.306640625,1232336.7578125,1342446.1044921875,523956.69775390625,388916.9067382813,491222.9775390625,736505.3095703125,620432.96484375,459191.2919921875,2126747.6943359375,507371.056640625,995137.91455078125,621604.54150390625,295591.6416015625
PC(18:0)|LPC(19:0)|PC(O-19:0)|LPC(O-20:0),0.2639768106598487,5.901873644938442,0.7970454561660745,0.37197820021659744,0.8592588916853049,PC,263976.7783203125,186716.85247802737,191096.79162597656,155848.17224121094,339132.38201904297,191665.47265625,349260.28424072266,254058.09619140625,287483.25994873047,260465.40100097656,253876.9196777344,174039.03198242188,154125.2305908203,128236.10974121094,145641.6098022461,148979.66998291016,190706.01580810547,116597.64770507812,189176.7114868164,124158.82885742188,122626.0473022461,136960.4912109375,70886.9652709961
