lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M1_Male_5xFAD_hippocampus_x,FAD185_M3_Male_5xFAD_hippocampus_x,FAD189_M1_Male_5xFAD_hippocampus_x,FAD189_M2_Male_5xFAD_hippocampus_x,FAD185_M1_Male_5xFAD_hippocampus_y,FAD185_M3_Male_5xFAD_hippocampus_y,FAD189_M1_Male_5xFAD_hippocampus_y,FAD189_M2_Male_5xFAD_hippocampus_y,Blank_Blank_Blank_Blank_Blank
CAR_QUAL,0,4.955468440564458,0,1,1,CAR,91020.8666381836,89005.80617523193,87101.66616821289,87585.90627288818,91020.8666381836,89005.80617523193,87101.66616821289,87585.90627288818,81529.0259399414
CAR(10:0),0,6.9024430140717445,0,1,1,CAR,326331.7841949463,331767.6450653076,330886.32358551025,325895.88430023193,326331.7841949463,331767.6450653076,330886.32358551025,325895.88430023193,359584.14599609375
CAR(10:0)_QUAL,0,9.002324654144715,0,1,1,CAR,1446191.0229263306,1478430.7510223389,1461154.143615723,1464119.9964790344,1446191.0229263306,1478430.7510223389,1461154.143615723,1464119.9964790344,1358931.08203125
CAR(10:1),0,7.480496379015607,0,1,1,CAR,459563.1962890625,463854.8551826477,466560.0566825866,459266.55598831177,459563.1962890625,463854.8551826477,466560.0566825866,459266.55598831177,634009.9052734375
CAR(10:1)_QUAL,0,8.651088071446743,0,1,1,CAR,1166871.539199829,1152066.73777771,1125648.4397773745,1163263.6423950195,1166871.539199829,1152066.73777771,1125648.4397773745,1163263.6423950195,1046036.49609375
CAR(10:2),0,7.503137432246856,0,1,1,CAR,469187.1918334961,474116.2724838257,466608.2280311585,471062.3940734863,469187.1918334961,474116.2724838257,466608.2280311585,471062.3940734863,642041.1708984375
CAR(10:2)_QUAL,0,7.7493032751360245,0,1,1,CAR,579629.7597045898,602506.7243499756,600880.6587142944,653109.3824653625,579629.7597045898,602506.7243499756,600880.6587142944,653109.3824653625,585456.421875
CAR(10:3),0,7.477525783936784,0,1,1,CAR,468108.49212265015,470671.4733543396,470697.6712036133,460852.37074661255,468108.49212265015,470671.4733543396,470697.6712036133,460852.37074661255,611447.3291015625
CAR(10:3)_QUAL,0,7.862164825024144,0,1,1,CAR,647800.7481269836,666427.1296043396,641976.5270996094,678101.4078559875,647800.7481269836,666427.1296043396,641976.5270996094,678101.4078559875,633677.98193359375
CAR(11:0),0,6.404546270104659,0,1,1,CAR,219353.91617584229,220078.17582702637,216354.03619003296,213329.99577713013,219353.91617584229,220078.17582702637,216354.03619003296,213329.99577713013,307762.5842285156
CAR(11:0)_QUAL,0,8.36050202829369,0,1,1,CAR,936028.9175796508,954372.5708656312,916378.5413360596,942803.9660987854,936028.9175796508,954372.5708656312,916378.5413360596,942803.9660987854,870968.1220703125
CAR(12:0),0,11.19440871939848,0,1,1,CAR,6536299.536567688,6606474.931880951,6758274.149066925,6607173.447193146,6536299.536567688,6606474.931880951,6758274.149066925,6607173.447193146,6397297.76171875
CAR(12:0)_QUAL,0,8.751080811918015,0,1,1,CAR,1161189.3405532837,1192792.445396423,1192158.3355522156,1164571.6839904785,1161189.3405532837,1192792.445396423,1192158.3355522156,1164571.6839904785,1316580.955078125
CAR(14:0),0,6.945217580341432,0,1,1,CAR,332927.7430534363,336576.90424728394,343159.0837364197,339383.0037384033,332927.7430534363,336576.90424728394,343159.0837364197,339383.0037384033,372286.3051757813
CAR(14:0)_QUAL,0,8.095280695155324,0,1,1,CAR,713829.2136383057,734547.4757080078,768051.2121162415,713456.0486755371,713829.2136383057,734547.4757080078,768051.2121162415,713456.0486755371,886736.28125
CAR(14:1),0,6.956967514929246,0,1,1,CAR,336109.3020401001,339588.00342559814,346242.2067642212,348505.52379608154,336109.3020401001,339588.00342559814,346242.2067642212,348505.52379608154,368998.52587890625
CAR(14:1)_QUAL,0,8.094682188363619,0,1,1,CAR,715650.6092262268,718913.6894226074,773259.4165306091,701233.7068405151,715650.6092262268,718913.6894226074,773259.4165306091,701233.7068405151,902707.2607421876
CAR(14:2),0,7.0867478788206695,0,1,1,CAR,368244.14541625977,382283.7461395264,382226.4464111328,374254.64543533325,368244.14541625977,382283.7461395264,382226.4464111328,374254.64543533325,397565.6098632813
CAR(14:2)_QUAL,0,8.144419704608236,0,1,1,CAR,753526.3537979126,772708.3506698608,783264.2549667358,744232.7703971863,753526.3537979126,772708.3506698608,783264.2549667358,744232.7703971863,898668.984375
CAR(16:0),0,6.511926256440262,0,1,1,CAR,242261.5566596985,248843.77738952637,258400.71842575073,242644.5773696899,242261.5566596985,248843.77738952637,258400.71842575073,242644.5773696899,283562.06005859375
CAR(16:0)_QUAL,0,8.06711764947653,0,1,1,CAR,719417.8522720337,785145.1504745483,775260.2955551147,742124.9953994751,719417.8522720337,785145.1504745483,775260.2955551147,742124.9953994751,743383.630859375
CAR(16:1),0,6.467391137506534,0,1,1,CAR,234070.7368927002,243786.65781784055,243525.89723587036,245141.53705596924,234070.7368927002,243786.65781784055,243525.89723587036,245141.53705596924,271161.9794921875
CAR(16:1)_QUAL,0,8.021160272453015,0,1,1,CAR,702866.0491104126,749253.8325424194,745121.470867157,706428.0680923462,702866.0491104126,749253.8325424194,745121.470867157,706428.0680923462,740003.9345703125
CAR(16:2),0,6.421414452653191,0,1,1,CAR,234065.51695632935,241021.6171951294,235195.55652236936,233346.37580871585,234065.51695632935,241021.6171951294,235195.55652236936,233346.37580871585,256414.337890625
CAR(16:2)_QUAL,0,7.96909076973228,0,1,1,CAR,672190.4879722595,718702.731842041,735353.2536010742,666488.748249054,672190.4879722595,718702.731842041,735353.2536010742,666488.748249054,720453.970703125
CAR(17:0),0,8.811579123731844,0,1,1,CAR,1323412.7336769104,1298430.0461006165,1256010.5886001587,1303440.0905532837,1323412.7336769104,1298430.0461006165,1256010.5886001587,1303440.0905532837,1142501.9833984375
CAR(17:0)_QUAL,0,7.616380832501463,0,1,1,CAR,524084.7597351074,544247.1184806824,544579.76039505,537445.2820396423,524084.7597351074,544247.1184806824,544579.76039505,537445.2820396423,595367.421875
CAR(18:0),0,10.141891264462124,0,1,1,CAR,3152338.077976227,3125446.2456321716,3206437.527507782,3154476.9831314087,3152338.077976227,3125446.2456321716,3206437.527507782,3154476.9831314087,3204698.263671875
CAR(18:0)_QUAL,0,7.9695870455001545,0,1,1,CAR,680055.5681686401,686212.0269203186,692955.5866088867,686706.8727798462,680055.5681686401,686212.0269203186,692955.5866088867,686706.8727798462,760985.4560546875
CAR(18:1),0,10.12332930169874,0,1,1,CAR,3117355.4632873535,3032631.7442245483,3135661.8673477173,3137405.0901641846,3117355.4632873535,3032631.7442245483,3135661.8673477173,3137405.0901641846,3208659.5
CAR(18:1)_QUAL,0,7.922753281376957,0,1,1,CAR,652836.6096572876,667999.2667655945,674752.2475852966,664495.7871170044,652836.6096572876,667999.2667655945,674752.2475852966,664495.7871170044,735194.3125
CAR(18:2),0,10.152965652490352,0,1,1,CAR,3154983.2973480225,3117305.6686019897,3227121.770629883,3208946.618911743,3154983.2973480225,3117305.6686019897,3227121.770629883,3208946.618911743,3252238.28515625
CAR(18:2)_QUAL,0,7.878958278695746,0,1,1,CAR,637167.9860610962,647105.3828582764,656226.0102424622,626037.9048919678,637167.9860610962,647105.3828582764,656226.0102424622,626037.9048919678,725255.8544921875
CAR(18:3),0,10.136654383326775,0,1,1,CAR,3124648.587036133,3113804.3601646423,3207768.7754745483,3167399.818286896,3124648.587036133,3113804.3601646423,3207768.7754745483,3167399.818286896,3175149.642578125
CAR(18:3)_QUAL,0,7.98154362486449,0,1,1,CAR,674675.5460586548,710249.2685241699,704185.2315292358,691361.1495399475,674675.5460586548,710249.2685241699,704185.2315292358,691361.1495399475,757884.5498046875
CAR(18:4),0,10.114054607712138,0,1,1,CAR,3088093.288913727,3084062.9276657104,3151311.2214126587,3114249.332508087,3088093.288913727,3084062.9276657104,3151311.2214126587,3114249.332508087,3109092.08203125
CAR(18:4)_QUAL,0,7.967070078741297,0,1,1,CAR,678610.269733429,695143.8686027527,680078.0080528259,691105.929813385,678610.269733429,695143.8686027527,680078.0080528259,691105.929813385,756819.1298828125
CAR(2:0),0,11.867153317229777,0,1,1,CAR,10694982.876953123,10676558.22657013,10613705.9756279,10715455.877189636,10694982.876953123,10676558.22657013,10613705.9756279,10715455.877189636,9820295.890625
CAR(2:0)_QUAL,0,7.164208441521736,0,1,1,CAR,398811.329284668,401248.2279510498,409639.3071708679,407491.9693374634,398811.329284668,401248.2279510498,409639.3071708679,407491.9693374634,395996.7683105469
CAR(20:0),0,7.704103956862578,0,1,1,CAR,572608.2195358276,566178.4569587708,576807.3605537415,570718.543170929,572608.2195358276,566178.4569587708,576807.3605537415,570718.543170929,631235.4873046875
CAR(20:0)_QUAL,0,9.501215427093332,0,1,1,CAR,2042408.3503189087,2046230.5815696716,2031520.43227005,2030929.179382324,2042408.3503189087,2046230.5815696716,2031520.43227005,2030929.179382324,2018746.53125
CAR(20:1),0,7.638451185082721,0,1,1,CAR,545235.2370758057,538423.6376609802,553335.9367637634,548148.9205741882,545235.2370758057,538423.6376609802,553335.9367637634,548148.9205741882,602583.583984375
CAR(20:1)_QUAL,0,9.489879969596338,0,1,1,CAR,2028297.7643814087,2010630.4911003113,2024439.627975464,2020137.3960990903,2028297.7643814087,2010630.4911003113,2024439.627975464,2020137.3960990903,2005452.6015625
CAR(20:2),0,7.501553328880313,0,1,1,CAR,496472.91438293457,491934.2335205078,505968.0964126587,499994.77617645264,496472.91438293457,491934.2335205078,505968.0964126587,499994.77617645264,542018.3017578125
CAR(20:2)_QUAL,0,9.446112240006556,0,1,1,CAR,1960372.5642242432,1961801.5781326296,1988470.6656303408,1952663.5864143372,1960372.5642242432,1961801.5781326296,1988470.6656303408,1952663.5864143372,1927371.623046875
CAR(20:4),0,7.574963180271989,0,1,1,CAR,517819.0538749695,522689.9145774842,526365.4971542358,530237.3162574768,517819.0538749695,522689.9145774842,526365.4971542358,530237.3162574768,571720.7197265625
CAR(20:4)_QUAL,0,9.257481090839663,0,1,1,CAR,1712337.70570755,1733120.2202415466,1725329.1989135742,1717118.4767227173,1712337.70570755,1733120.2202415466,1725329.1989135742,1717118.4767227173,1701772.712890625
CAR(22:0),0,6.291096560323821,0,1,1,CAR,209507.59414672852,208874.9756011963,214503.79622650144,214124.13687896729,209507.59414672852,208874.9756011963,214503.79622650144,214124.13687896729,246921.7578163147
CAR(22:0)_QUAL,0,9.401795616756914,0,1,1,CAR,1601205.023677826,1647985.9755516052,1683881.0427474976,1674280.313232422,1601205.023677826,1647985.9755516052,1683881.0427474976,1674280.313232422,2740927.288986206
CAR(22:2),0,6.5898598456236686,0,1,1,CAR,254935.4981803894,251682.9585609436,265113.71658706665,260622.91743850708,254935.4981803894,251682.9585609436,265113.71658706665,260622.91743850708,311783.7636947632
CAR(22:2)_QUAL,0,9.407609504172811,0,1,1,CAR,1609999.834148407,1649533.837348938,1700951.377506256,1685397.1456298828,1609999.834148407,1649533.837348938,1700951.377506256,1685397.1456298828,2741514.162109375
CAR(22:4),0,6.631837170968255,0,1,1,CAR,264304.6591796875,265875.9799461365,268006.47843170166,268449.0194320679,264304.6591796875,265875.9799461365,268006.47843170166,268449.0194320679,317976.1638183594
CAR(22:4)_QUAL,0,9.389337890180052,5.529727786779404e-10,0.999981237446751,1,CAR,1572945.8248519895,1593700.6781311035,1653825.3530540466,1646769.956100464,1572945.8248519895,1593700.6781311035,1653825.3530540466,1646769.956100464,2787949.4111328125
CAR(22:5),0,6.588831926033727,0,1,1,CAR,260337.1789741516,256213.3575057983,265579.3768501282,258594.41953659055,260337.1789741516,256213.3575057983,265579.3768501282,258594.41953659055,303855.1018066406
CAR(22:5)_QUAL,0,9.389251217726578,0,1,1,CAR,1601557.2745361328,1641665.8364143372,1664302.09633255,1642419.7453193665,1601557.2745361328,1641665.8364143372,1664302.09633255,1642419.7453193665,2717660.275390625
CAR(22:6),0,6.643309568869824,0,1,1,CAR,272721.35607910156,263750.7584037781,267315.89880752563,273481.63846206665,272721.35607910156,263750.7584037781,267315.89880752563,273481.63846206665,318534.2431640625
CAR(22:6)_QUAL,0,8.990309132010749,0,1,1,CAR,1263976.593990326,1318467.872039795,1322643.5060577393,1324985.3742637634,1263976.593990326,1318467.872039795,1322643.5060577393,1324985.3742637634,1836675.162109375
CAR(26:0),0,6.581711033083519,0,1,1,CAR,251233.03799057007,260245.13912582395,256565.0362548828,257914.25693511963,251233.03799057007,260245.13912582395,256565.0362548828,257914.25693511963,310939.6223144531
CAR(26:0)_QUAL,0,7.420195251828973,0,1,1,CAR,453548.6125717163,451886.07188797,465406.6515045166,458971.1331214905,453548.6125717163,451886.07188797,465406.6515045166,458971.1331214905,559594.85887146
CAR(3:0),0,6.709504531027713,0,1,1,CAR,305029.80255126953,303391.30212402344,291536.68074417114,301311.48097991943,305029.80255126953,303391.30212402344,291536.68074417114,301311.48097991943,270974.60119628906
CAR(3:0)_QUAL,0,5.38032081992984,0,1,1,CAR,122593.88901519775,120196.88845825195,117618.78731918336,118150.98783874512,122593.88901519775,120196.88845825195,117618.78731918336,118150.98783874512,107413.6280517578
CAR(3:1),0,6.927832659228795,0,1,1,CAR,346095.9257850647,346466.80432891846,343975.94649887085,347056.1629219055,346095.9257850647,346466.80432891846,343975.94649887085,347056.1629219055,327042.8210449219
CAR(3:1)_QUAL,0,5.5256143398510416,0,1,1,CAR,131995.36962890625,137363.94993972778,128811.13041305542,136183.60990142822,131995.36962890625,137363.94993972778,128811.13041305542,136183.60990142822,114578.34790039062
CAR(4:0),0,6.647366704173126,0,1,1,CAR,281907.79919433594,284876.9598045349,274602.46139907837,283175.0812988281,281907.79919433594,284876.9598045349,274602.46139907837,283175.0812988281,281899.79833984375
CAR(4:0)_QUAL,0,5.059703004715798,0,1,1,CAR,97603.80641555786,97025.20690917967,92071.94622039796,95445.98669433594,97603.80641555786,97025.20690917967,92071.94622039796,95445.98669433594,86956.88671875
CAR(4:1),0,8.445803382066126,0,1,1,CAR,981668.7521324158,987943.68994140625,966010.9107437134,977738.1679763794,981668.7521324158,987943.68994140625,966010.9107437134,977738.1679763794,978969.513671875
CAR(4:1)_QUAL,0,6.654905124253188,0,1,1,CAR,285286.69954299927,291464.5815124512,275241.399848938,284554.7208709717,285286.69954299927,291464.5815124512,275241.399848938,284554.7208709717,278300.5791015625
CAR(5:0),0,9.434445759279079,0,1,1,CAR,1948138.7857055664,1949749.258693695,1960291.0150604248,1998952.542640686,1948138.7857055664,1949749.258693695,1960291.0150604248,1998952.542640686,1862701.5966796875
CAR(5:0)_QUAL,0,7.314326875300936,0,1,1,CAR,437353.771194458,442945.97079086304,465301.87296295166,455248.9359512329,437353.771194458,442945.97079086304,465301.87296295166,455248.9359512329,433832.7741699219
CAR(5:1),0,9.324772257268968,0,1,1,CAR,1823965.5098495483,1830863.4466629028,1835514.3876953125,1838699.5673294067,1823965.5098495483,1830863.4466629028,1835514.3876953125,1838699.5673294067,1686422.3232421875
CAR(5:1)_QUAL,0,8.917436459770538,0,1,1,CAR,1357087.1509780884,1400666.13961792,1353154.0789794922,1396680.6388320923,1357087.1509780884,1400666.13961792,1353154.0789794922,1396680.6388320923,1288613.4504394531
CAR(6:0),0,7.840322951305184,0,1,1,CAR,659750.1077651978,662540.148525238,631077.8258399963,667030.5301513672,659750.1077651978,662540.148525238,631077.8258399963,667030.5301513672,602169.6025390625
CAR(6:0)_QUAL,0,6.078894863652978,0,1,1,CAR,190869.79248046875,193489.87323760983,191825.2140274048,189774.0140953064,190869.79248046875,193489.87323760983,191825.2140274048,189774.0140953064,183513.93237304688
CAR(6:1),0,6.079897862015437,0,1,1,CAR,181140.83239746097,183140.6718177795,185648.65338897705,184224.77361679077,181140.83239746097,183140.6718177795,185648.65338897705,184224.77361679077,211241.2548828125
CAR(6:1)_QUAL,0,6.487308076150837,0,1,1,CAR,246605.25715637207,255627.21656036377,250735.81719970703,251040.4973335266,246605.25715637207,255627.21656036377,250735.81719970703,251040.4973335266,254430.89892578125
CAR(7:0),0,6.373310464639496,0,1,1,CAR,200785.7738609314,197312.07318496704,201072.45513916016,193785.35357284543,200785.7738609314,197312.07318496704,201072.45513916016,193785.35357284543,350296.0261230469
CAR(7:0)_QUAL,0,7.649553375846475,0,1,1,CAR,568522.4432144165,596941.1628341675,578486.9400634766,572372.7984809875,568522.4432144165,596941.1628341675,578486.9400634766,572372.7984809875,510361.294921875
CAR(8:0),0,6.591217916887453,0,1,1,CAR,261069.7979927063,262643.72088623047,256681.57931518555,253358.81789398193,261069.7979927063,262643.72088623047,256681.57931518555,253358.81789398193,312135.66162109375
CAR(8:0)_QUAL,0,10.019644465487696,0,1,1,CAR,2906306.4996528625,2919378.175567627,2887117.514968872,2909310.3665771484,2906306.4996528625,2919378.175567627,2887117.514968872,2909310.3665771484,2937554.66796875
CAR(8:1),0,6.4286232541239485,0,1,1,CAR,232089.3568496704,236192.27752685547,232737.53678131104,233619.53762817383,232089.3568496704,236192.27752685547,232737.53678131104,233619.53762817383,269351.9016113281
CAR(8:1)_QUAL,0,10.09720562154198,0,1,1,CAR,3112423.8790664673,3100809.7182617188,3056534.446369171,3082382.3183288574,3112423.8790664673,3100809.7182617188,3056534.446369171,3082382.3183288574,3024296.56640625
CAR(9:0),0,5.962110761528179,0,1,1,CAR,148662.51078033447,151969.28943252563,153736.59074401855,152552.47077178955,148662.51078033447,151969.28943252563,153736.59074401855,152552.47077178955,254375.1779785156
CAR(9:0)_QUAL,0,8.351676794994832,0,1,1,CAR,906790.6265449524,936795.5838890076,918402.779663086,946262.708984375,906790.6265449524,936795.5838890076,918402.779663086,946262.708984375,881181.46875
CE(12:0),0,6.169713837959694,0,1,1,CE,179536.5928955078,180746.43229675293,177646.8929824829,181341.87307357788,179536.5928955078,180746.43229675293,177646.8929824829,181341.87307357788,278011.49908447266
CE(14:0),0,6.047635998580208,0,1,1,CE,160623.23153686523,157412.7711982727,169648.35147857666,157254.69122695923,160623.23153686523,157412.7711982727,169648.35147857666,157254.69122695923,268905.2390136719
CE(14:1),0,6.100720029769134,0,1,1,CE,169920.09197235107,165459.99153137207,172219.63164520264,164208.97136306763,169920.09197235107,165459.99153137207,172219.63164520264,164208.97136306763,276747.3796386719
CE(15:0),0,8.410133213051045,0,1,1,CE,895217.4018592834,646669.6079177856,988785.9302139282,521475.4572792053,895217.4018592834,646669.6079177856,988785.9302139282,521475.4572792053,1604467.7224121094
CE(15:1),0,8.432305252628971,0,1,1,CE,898993.2607383728,626414.4235534668,1043715.9910202026,529449.0583572388,898993.2607383728,626414.4235534668,1043715.9910202026,529449.0583572388,1628738.7060546875
CE(16:0),0,8.206586019106798,0,1,1,CE,715964.3719482422,500138.21533966064,815977.7943649292,381200.6879005432,715964.3719482422,500138.21533966064,815977.7943649292,381200.6879005432,1596333.6827392578
CE(16:1),0,8.50481186500545,0,1,1,CE,863396.7200775146,662481.186290741,1003813.3741989136,552001.4002418518,863396.7200775146,662481.186290741,1003813.3741989136,552001.4002418518,1866018.745361328
CE(16:2),0,8.518024154541965,0,1,1,CE,899797.3626403809,673587.5869255066,1031285.3499832152,561310.1207733154,899797.3626403809,673587.5869255066,1031285.3499832152,561310.1207733154,1834903.0895996096
CE(16:3),0,8.501171918994444,0,1,1,CE,908408.02702713,679285.369556427,997356.0728988647,544419.1791381836,908408.02702713,679285.369556427,997356.0728988647,544419.1791381836,1813949.6315917969
CE(17:0),0,6.63210962894037,0,1,1,CE,200712.8336791992,198325.39394378665,207838.91492080688,197015.35388565063,200712.8336791992,198325.39394378665,207838.91492080688,197015.35388565063,543111.2984619141
CE(17:1),0,6.550591143252059,0,1,1,CE,199641.294216156,201488.0143508911,199636.15341949463,192196.2543525696,199641.294216156,201488.0143508911,199636.15341949463,192196.2543525696,485049.5936889648
CE(18:1),0,6.537221143140027,0,1,1,CE,183393.0930480957,185177.57315063477,179756.55293655396,184836.57362747192,183393.0930480957,185177.57315063477,179756.55293655396,184836.57362747192,525504.0968017578
CE(18:2),0,6.544829297001239,0,1,1,CE,187657.4730567932,186668.6937713623,191581.91319274905,187602.87297821045,187657.4730567932,186668.6937713623,191581.91319274905,187602.87297821045,514009.15661621094
CE(18:3),0,6.490773056837656,0,1,1,CE,182677.03301620483,183906.2128829956,183447.55253982544,180213.8728904724,182677.03301620483,183906.2128829956,183447.55253982544,180213.8728904724,491420.11407470703
CE(19:0),0,7.259066701281032,0,1,1,CE,186408.39350128177,163324.53145980835,198480.47454452515,150804.35093688965,186408.39350128177,163324.53145980835,198480.47454452515,150804.35093688965,1302868.585571289
CE(20:0),0,9.000974550893183,0,1,1,CE,1090144.9138031006,943018.6479263306,1124805.979560852,850293.901676178,1090144.9138031006,943018.6479263306,1124805.979560852,850293.901676178,2926340.9365234375
CE(20:1),0,8.952090049107218,0,1,1,CE,1032917.3704490662,906467.1030960084,1096545.014530182,853091.5192146301,1032917.3704490662,906467.1030960084,1096545.014530182,853091.5192146301,2816307.859375
CE(20:3),0,8.596358945754565,0,1,1,CE,833825.6800765991,727581.5102806091,831041.917427063,696535.0108718872,833825.6800765991,727581.5102806091,831041.917427063,696535.0108718872,2158650.114501953
CE(20:4),0,7.91918734899239,0,1,1,CE,454348.81282043457,396565.5483169556,447148.591545105,408381.7900466919,454348.81282043457,396565.5483169556,447148.591545105,408381.7900466919,1543046.3491210938
CE(20:5),0,7.183519301114049,0,1,1,CE,178361.25258636475,147116.63036346436,183761.97329330444,137597.84991836548,178361.25258636475,147116.63036346436,183761.97329330444,137597.84991836548,1250399.6277770996
CE(22:0),0,6.228191489839156,0,1,1,CE,124241.70886993408,121496.64895248412,125077.44895553587,125833.08826828004,124241.70886993408,121496.64895248412,125077.44895553587,125833.08826828004,505493.6750106811
CE(22:1),0,6.221393894383547,0,1,1,CE,129893.00940322876,114612.48780059814,127947.1894683838,119061.04870986938,129893.00940322876,114612.48780059814,127947.1894683838,119061.04870986938,505272.3333091736
CE(22:2),0,6.4387863779604935,0,1,1,CE,162859.71141433716,135633.2096748352,158001.35091781616,139755.9099998474,162859.71141433716,135633.2096748352,158001.35091781616,139755.9099998474,566032.1397857666
CE(22:3),0,7.4974695873159645,0,1,1,CE,405745.8886604309,289309.94020462036,409109.5280609131,238038.27683258057,405745.8886604309,289309.94020462036,409109.5280609131,238038.27683258057,1092154.7315444946
CE(22:5),0,8.816202095425236,0,1,1,CE,1078913.196697235,944878.5691108704,1113930.5003051758,888863.1596336365,1078913.196697235,944878.5691108704,1113930.5003051758,888863.1596336365,2145913.7845458984
CE(22:6),0,8.836236340251435,0,1,1,CE,1070234.4120750427,950818.3672294616,1142208.8413734436,889587.4430122375,1070234.4120750427,950818.3672294616,1142208.8413734436,889587.4430122375,2201574.9931640625
CE(24:1),0,9.139738637757732,0,1,1,CE,352618.983959198,196838.11478805545,423316.03036117554,110359.60759735107,352618.983959198,196838.11478805545,423316.03036117554,110359.60759735107,6072815.161281586
CE(46:3;O2),0,8.478649559576878,0,1,1,CE,163358.03229141235,129087.26902389526,216175.2949066162,76309.28558731079,163358.03229141235,129087.26902389526,216175.2949066162,76309.28558731079,3927450.799602509
CE(48:3;O2),0,6.935027723489671,0,1,1,CE,77340.50521469116,62012.5244140625,88262.58652496338,43250.403060913086,77340.50521469116,62012.5244140625,88262.58652496338,43250.403060913086,1287123.7808647156
CE(50:3;O2),0,7.598795352476898,0,1,1,CE,99234.1669960022,83617.126247406,126076.42935180664,55225.284088134766,99234.1669960022,83617.126247406,126076.42935180664,55225.284088134766,2094737.339096069
CE(52:3;O2),0,5.118185351544083,0,1,1,CE,62258.664279937744,56588.103843688965,70045.16505432129,49679.46350097656,62258.664279937744,56588.103843688965,70045.16505432129,49679.46350097656,226813.61838531497
Cer(d12:0/14:0),0,3.865404580734543,0,1,1,Cer,38418.64258956909,40095.60248184204,41736.62291336059,39176.62300872803,38418.64258956909,40095.60248184204,41736.62291336059,39176.62300872803,44455.723205566406
"Cer(d14:2(4E,6E)/16:0)",0,2.180051893666325,0,1,1,Cer,11321.26067352295,11514.200801849363,10662.360801696776,13160.741027832031,11321.26067352295,11514.200801849363,10662.360801696776,13160.741027832031,16321.661117553713
"Cer(d14:2(4E,6E)/18:1(9Z))",0,2.0972503463682433,0,1,1,Cer,11934.120834350586,10008.240684509276,11612.000778198242,12471.72085571289,11934.120834350586,10008.240684509276,11612.000778198242,12471.72085571289,13665.06095123291
"Cer(d14:2(4E,6E)/20:1(11Z))",0,2.116367290418932,0,1,1,Cer,10086.120719909668,9058.640712738035,10587.82064819336,11846.340900421144,10086.120719909668,9058.640712738035,10587.82064819336,11846.340900421144,18195.26148223877
Cer(d15:1/16:0),0,3.0176213012253212,0,1,1,Cer,20711.66142654419,18694.381340026855,22164.481693267822,22260.801399230957,20711.66142654419,18694.381340026855,22164.481693267822,22260.801399230957,28685.962020874023
"Cer(d15:2(4E,6E)/20:0)",0,2.9458360308989118,0,1,1,Cer,16912.441276550293,15154.161228179932,16603.981018066406,16717.84112930298,16912.441276550293,15154.161228179932,16603.981018066406,16717.84112930298,39650.562911987305
"Cer(d15:2(4E,6E)/22:0)",0,2.4492857804435664,0,1,1,Cer,14693.101043701172,14988.481006622314,13700.041015625,13893.941047668455,14693.101043701172,14988.481006622314,13700.041015625,13893.941047668455,18799.70132446289
Cer(d16:1/17:0),0,3.5657924128482277,0,1,1,Cer,34269.12244796753,31040.902389526367,30938.80218887329,32845.502140045166,34269.12244796753,31040.902389526367,30938.80218887329,32845.502140045166,36450.52267456055
Cer(d16:1/23:0),0,2.543210120154952,0,1,1,Cer,15397.861042022703,15201.461185455322,15235.820938110352,14889.160976409912,15397.861042022703,15201.461185455322,15235.820938110352,14889.160976409912,20381.52138519287
Cer(d18:0/13:0),0,3.652015431160233,0,1,1,Cer,33138.32256317139,32430.66231918335,34314.02250671387,34257.34228897095,33138.32256317139,32430.66231918335,34314.02250671387,34257.34228897095,41184.04275512695
Cer(d18:0/14:0),0,4.037337951836937,0,1,1,Cer,44675.843311309814,42500.36322021485,47684.48356628418,43728.34299850464,44675.843311309814,42500.36322021485,47684.48356628418,43728.34299850464,50856.26361083984
Cer(d18:0/15:0),0,3.7999516976081593,0,1,1,Cer,36438.10264587402,37457.9627532959,40680.40280914307,36669.62261199951,36438.10264587402,37457.9627532959,40680.40280914307,36669.62261199951,43407.602966308594
Cer(d18:0/16:0),0,4.824423010595469,0,1,1,Cer,78953.02548217773,75252.78522109985,78735.70473480225,79401.46519088745,78953.02548217773,75252.78522109985,78735.70473480225,79401.46519088745,84237.666015625
Cer(d18:0/17:0),0,4.983910313607184,0,1,1,Cer,84626.20567321777,79988.5648803711,86167.04610824585,86739.00630569458,84626.20567321777,79988.5648803711,86167.04610824585,86739.00630569458,103740.6279296875
Cer(d18:0/18:0),0,3.6266972539251614,0,1,1,Cer,34906.36234283447,31293.481773376465,34680.42227935791,30474.622066497803,34906.36234283447,31293.481773376465,34680.42227935791,30474.622066497803,40826.322814941406
Cer(d18:0/19:0),0,3.4197116665421436,0,1,1,Cer,28407.72200012207,29887.682121276855,25524.281826019287,27135.721809387207,28407.72200012207,29887.682121276855,25524.281826019287,27135.721809387207,37957.802490234375
Cer(d18:0/20:0),0,3.5847555508307165,0,1,1,Cer,31320.40249633789,29705.682041168213,32722.242221832275,32991.022510528564,31320.40249633789,29705.682041168213,32722.242221832275,32991.022510528564,40378.80267333984
Cer(d18:0/21:0),0,4.508595128021647,0,1,1,Cer,34575.242374420166,33170.462520599365,36202.962368011475,37818.782695770264,34575.242374420166,33170.462520599365,36202.962368011475,37818.782695770264,161184.93188476562
